Artist,Song,Song_ID,Surface,Tags,Lemma,Entity
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,mojoj,Ncmsg,moj,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,neda,Ncmpg,ned,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,mira,Ncmsg,mir,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,Tvoja,Ps2fsn,tvoj,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,duša,Ncfsn,duša,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,mojoj,Ncmsg,moj,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,neda,Ncmpg,ned,O
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,mira,Ncmsg,mir,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,da,Cs,da,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ruku,Ncfsa,ruka,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dam,Vmr1s,dati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Izmognem,Agpfsny,izmognei,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsn,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,neku,Pi-fsa,neki,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsa,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,za,Sa,za,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,kraj,Ncmsan,kraj,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,budi,Vmr3s,buditi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nježna,Agpfsny,nježan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sn,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Ostvari,Vmr3s,ostvariti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,snove,Ncmpa,san,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,koje,Pi-mpa,koji,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nismo,Var1p,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,mi,Pp1-pn,mi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,da,Cs,da,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ruku,Ncfsa,ruka,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dam,Vmr1s,dati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,stotu,Ncmsl,stot,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsn,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,neku,Pi-fsa,neki,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsa,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,za,Sa,za,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,kraj,Ncmsan,kraj,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,budi,Vmr3s,buditi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sretna,Agpfsny,sretan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,s,Si,sa,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,njim,Pp3msi,on,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Budi,Vmr3s,buditi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,bar,Qo,bar,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sn,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,kad,Cs,kad,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,već,Rgp,već,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nisam,Var1s,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ja,Pp1-sn,ja,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Želim,Vmr1s,željeti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sve,Agpnsay,sav,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,što,Pi3n-a,što,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sanjaš,Vmr2s,sanjati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Sve,Agpnsny,sav,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,što,Cs,što,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,si,Var2s,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sama,Agpfsny,sam,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,htjela,Vmp-sf,htjeti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Sunce,Ncnsn,sunce,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nek,Qo,nek,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sreće,Ncfsg,sreća,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sja,Vmr3s,sjati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,na,Sl,na,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,putu,Ncmsl,put,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,tvom,Agpmsly,tvoj,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Ti,Pp2-sn,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,imaj,Vmm2s,imati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,bar,Qo,bar,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,što,Cs,što,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nemam,Var1s,nemati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ja,Pp1-sn,ja,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,da,Cs,da,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ruku,Ncfsa,ruka,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dam,Vmr1s,dati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Izmognem,Agpfsny,izmognei,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsn,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,neku,Pi-fsa,neki,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsa,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,za,Sa,za,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,kraj,Ncmsan,kraj,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,budi,Vmr3s,buditi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nježna,Agpfsny,nježan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sn,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Ostvari,Vmr3s,ostvariti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,snove,Ncmpa,san,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,koje,Pi-mpa,koji,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nismo,Var1p,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,mi,Pp1-pn,mi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Želio,Vmp-sm,željeti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,bi,Vaa3s,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sve,Agpnsay,sav,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,što,Pi3n-a,što,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sanjaš,Vmr2s,sanjati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Sve,Agpnsny,sav,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,što,Cs,što,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,si,Var2s,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sama,Agpfsny,sam,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,htjela,Vmp-sf,htjeti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Sunce,Ncnsn,sunce,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nek,Qo,nek,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sreće,Ncfsg,sreća,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,sja,Vmr3s,sjati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,na,Sl,na,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,putu,Ncmsl,put,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,tvom,Agpmsly,tvoj,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Ti,Pp2-sn,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,imaj,Vmm2s,imati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,bar,Qo,bar,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,što,Cs,što,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nemam,Var1s,nemati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ja,Pp1-sn,ja,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,da,Cs,da,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sd,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ruku,Ncfsa,ruka,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dam,Vmr1s,dati,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Izmognem,Agpfsny,izmognei,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsn,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,neku,Pi-fsa,neki,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,riječ,Ncfsa,riječ,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,za,Sa,za,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,kraj,Ncmsan,kraj,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,I,Cc,i,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dođe,Vmr3s,doći,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,dan,Ncmsan,dan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,",",Z,",",O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,budi,Vmr3s,buditi,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nježna,Agpfsny,nježan,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,ti,Pp2-sn,ti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,Ostvari,Vmr3s,ostvariti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,snove,Ncmpa,san,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,koje,Pi-mpa,koji,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,nismo,Var1p,biti,O
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,mi,Pp1-pn,mi,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Nije,Var3s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,me,Pp1-sa,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,više,Rgc,mnogo,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,briga,Ncfpg,briga,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,za,Sa,za,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,tebe,Pp2-sa,ti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Vrijeme,Ncnsn,vrijeme,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,je,Var3s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,svoje,Px-nsa,svoj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,učinilo,Vmp-sn,učiniti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Ja,Pp1-sn,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,tebi,Pp2-sd,ti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sam,Var1s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dao,Vmp-sm,dati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,cijeloga,Agpmsayn,cijel,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sebe,Ncmsan,sebe,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Tebi,Pp2-sd,ti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,to,Pd-nsn,taj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,nije,Var3s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dovoljno,Agpnsny,dovoljan,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Još,Rgp,još,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,uvijek,Rgp,uvijek,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,snage,Ncfpn,snaga,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,u,Sl,u,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,meni,Ncfsl,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ima,Vmr3s,imati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Da,Cs,da,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,novom,Agpmsly,nov,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,danu,Ncmsl,dan,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ruke,Ncfsg,ruka,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,pružam,Vmr1s,pružati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Sve,Agpmpay,sav,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sam,Var1s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,račune,Ncmpa,račun,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,platio,Vmp-sm,platiti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,svoje,Ncfpa,svoj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,I,Cc,i,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,samo,Rgp,samo,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sebi,Px--sd,sebe,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,još,Rgp,još,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sam,Var1s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dužan,Agpmsnn,dužan,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Idemo,Vmr1p,ići,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dalje,Rgc,daleko,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,pjesme,Ncfpn,pjesma,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,moja,Ps1fsn,moj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,",",Z,",",O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,pa,Cc,pa,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,nek,Qo,nek,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,',Z,',O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,se,Px--sa,sebe,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,nebo,Ncnsn,nebo,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sruši,Vmr3s,srušiti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,i,Cc,i,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,kada,Cs,kada,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,svi,Agpmpny,sav,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,su,Var3p,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,me,Pp1-sa,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ostavljali,Vmp-pm,ostavljati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ti,Pp2-sn,ti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,si,Px--sd,sebe,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,mi,Pp1-sd,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,uvijek,Rgp,uvijek,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,bila,Vap-sf,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,u,Sl,u,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,duši,Ncfsl,duša,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Idemo,Vmr1p,ići,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dalje,Rgc,daleko,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,pjesme,Ncfpn,pjesma,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,moja,Ps1fsn,moj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,",",Z,",",O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,još,Rgp,još,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ima,Vmr3s,imati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,snova,Ncmpg,san,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,i,Cc,i,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ljepota,Ncfpg,ljepota,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,neka,Qo,neka,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,me,Pp1-sa,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,nose,Vmr3p,nositi,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,tvoje,Ncnsa,tvoj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,krila,Vmp-sf,kriti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,do,Sg,do,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,zadnjeg,Agpmsgy,zadnji,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,daha,Ncmsg,dah,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,mog,Agpmsgy,moj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,života,Ncmsg,život,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Još,Rgp,još,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,uvijek,Rgp,uvijek,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,snage,Ncfpn,snaga,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,u,Sl,u,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,meni,Ncfsl,ja,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ima,Vmr3s,imati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Da,Cs,da,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,novom,Agpmsly,nov,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,danu,Ncmsl,dan,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,ruke,Ncfsg,ruka,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,pružam,Vmr1s,pružati,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Sve,Agpmpay,sav,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sam,Var1s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,račune,Ncmpa,račun,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,platio,Vmp-sm,platiti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,svoje,Ncfpa,svoj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,I,Cc,i,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,samo,Rgp,samo,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sebi,Px--sd,sebe,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,još,Rgp,još,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,sam,Var1s,biti,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dužan,Agpmsnn,dužan,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,Idemo,Vmr1p,ići,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,dalje,Rgc,daleko,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,pjesme,Ncfpn,pjesma,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,moja,Ps1fsn,moj,O
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,",",Z,",",O
