lemma,upos,Artist_name,Song,Song_ID,Lyrics_url,Views
moj,DET,Mišo Kovač,A kad se tebi opet vratim,zT3Xu5sD_1_0,"https://tekstovi.net/2,692,63166.html",586
tvoj,DET,Mišo Kovač,A kad se tebi opet vratim,zT3Xu5sD_1_0,"https://tekstovi.net/2,692,63166.html",586
ovaj,DET,Mišo Kovač,A kad se tebi opet vratim,zT3Xu5sD_1_0,"https://tekstovi.net/2,692,63166.html",586
taj,DET,Mišo Kovač,A kad se tebi opet vratim,zT3Xu5sD_1_0,"https://tekstovi.net/2,692,63166.html",586
svaki,DET,Mišo Kovač,A kad se tebi opet vratim,zT3Xu5sD_1_0,"https://tekstovi.net/2,692,63166.html",586
koji,DET,Mišo Kovač,Adios amor,zT3Xu5sD_1_1,"https://tekstovi.net/2,692,60164.html",1272
taj,DET,Mišo Kovač,Adios amor,zT3Xu5sD_1_1,"https://tekstovi.net/2,692,60164.html",1272
tvoj,DET,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
taj,DET,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
moj,DET,Mišo Kovač,Ako sam ikad ljubav dao,zT3Xu5sD_1_3,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-sam-ikad-ljubav-dao.html,5896
tvoj,DET,Mišo Kovač,Ako tvoja duša moju pjesmu sluša,zT3Xu5sD_1_4,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-tvoja-dusa-moju-pjesmu-slusa.html,7872
moj,DET,Mišo Kovač,Ako tvoja duša moju pjesmu sluša,zT3Xu5sD_1_4,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-tvoja-dusa-moju-pjesmu-slusa.html,7872
tvoj,DET,Mišo Kovač,Bez rastanka suza nema,zT3Xu5sD_1_5,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bez-rastanka-suza-nema.html,1082
