,Song_ID,Song,Lyrics
0,r01Z81Es_1_0,A ca san ti bidan ucinija,"Cini mi se da sam ostarija, otkad me za tebe vise nima, kraj tvoje san kuce prolazija, pa mi srce uvatila zima. Iza skura stajala si lipa, kosa ti se rasula ka more, e da tvoja ljubav nije slipa, ti bi moje ukrasila dvore. A ca san ti bidan ucinija, lipa moja, naliplja na svitu, ja te nikad ne bi' ostavija, jedini moj iz djardina cvitu. Iza skura stajala si lipa, kosa ti se rasula ka more, e da tvoja ljubav nije slipa, ti bi moje ukrasila dvore. Jedini moj iz djardina cvitu"
1,r01Z81Es_1_1,Ako te 'ko pita,"Mater nas je rodila, kod Staroga Placa, cin smo oci otvorili, za Hajduk smo bili. Odma' su nas tamo, motali u bilo, to je nasa povist, tako je to bilo. Ime su nan dali. Torcida iz Splita, zvonila su zvona, na sve strane svita. To je nasa povist, tako je to bilo. Hajduk zivi vjecno, sta bilo da bilo. Ako te ko pita, i na kraju svita, odakle si dosa, reci mu iz Splita. Ako te ko pita, reci mu bez stida, reci mu za Hajduk, i ime Torcida. Moje golube bijeli, rasiri krila, najlipsa boja, boja je bila. U svit odleti, i svima pokazi, naman se vrati, na Plac najdrazi. Sjeveroistok, sjeverozapad, idemo bili, svi u napad. Valovi krecu. Torcide, znajte, i sad s Torcidon, svi zapivajte"
2,r01Z81Es_1_2,Croatio ponosna u dusi (feat. Najbolji HR Tamburasi),"Ja san rodjen pokraj plavog mora. Dalmatinac i duson i tilom, di maslina u kamenu raste, di se dica radjaju u bilom. Ja sam rodjen ispod plavog neba, di se zita Slavonije zlate, di prolaze i Sava i Drava, di matere radjaju Hrvate. Croatio ponosna u dusi, tukli su te topovi i kise, prije dat cu da se nebo srusi, nego da te dirne itko vise. Croatio ponosna u dusi, sve dok more svoje vale njise, prije dat cu da se nebo srusi, nego da te dirne itko vise. Ja sam cuvar livada zelenih, po kojima vrani konji kasu, di dusmani polomise zube, di oduvik stuju Lipu Nasu. Ja san covik od bure i soli, di je galeb gospodar visina, di se Gospa i voli i moli, cuvaj zemlju smokava i vina"
3,r01Z81Es_1_3,Da je meni s tobom kroz Pašike,"Da je meni s tobom kroz Pašike, samo jednom šoto braco proć. Svi bi znali da si moja vila. Svi bi znali da ćeš za me poć. Kad te vidim. Kad te pozdravim. Kad me boli. Odma ozdravim. Bez tebe sam ruža uvela. Samo tebe jubim ja. Da je meni s tobom se nedije. Priko mosta o Ciova proć. Svi bi znali drag mi niko nije. Svi bi znali da cu za te poć"
4,r01Z81Es_1_4,Daleko je srce,"Ne govori ništa. Nek' se zadnja svjetla pogase. Daleko je srce, nije ono ovdje uz mene. Uspomene teku kao rijeka iz mog djetinjstva. Ja ne mogu više, vracam ti se, mila mati, ja. Velebita vilo, spusti se. Puni, vjetre, malo s Neretve. Ponosita Slavonijo. Moja kršna Dalmacijo. Evo mene, vratio sam se. Zapivaj mi, licki sokole. Oj, duboki plavi Jadrane. Golubice, svima reci. I od srece, suzo teci, Evo mene, vratio sam se. Stislo me u grlu. Sjeta mi kroz grudi prolazi. Korijeni su moji daleko odavde ostali. Stisnut cu vam ruku. Prijatelji moji dobri svi. Tu sam još veceras, a vec sutra ja vam odlazim"
5,r01Z81Es_1_5,"Dalmacija, more, ja i ti","Kada sunce u postelju ode. I kada galeb na siku sleti. Snaga tišine, zagrli more. Bez krila čovik može da leti. Kada sunce u postelju ode. Svitla lanterni na moru se pale. Kalajte idra, fermajte borde. Sluša bi more dok valja žale. Kako je lipa litnja noć. Kad žal sa morem govori. Kako me smanta miris taj. Kad miris puste borovi. Kako je lipo pod nebom. Pod vedrim nebom moje ljubavi. Dalmacija, more ja i ti. Kada sunce u postelju ode. I kad maestral na moru padne. Svitla lanterni tiho se pale. Još samo usne tvoje mi fale. Kako je lipa litna noć. Kad žal sa morem govori. Kako me smanta miris taj. Kad miris puste borovi. Kako je lipo pod nebom. Pod vedrim nebom moje ljubavi. Damlacija, more ja i ti. Dalmacija dušu ozdravi"
6,r01Z81Es_1_6,"Dalmacijo, sve ti cvitalo","Pusti suzu, Dalmacijo moja, pusti suzu slanu kao sol. Pusti suzu, Dalmacijo moja, i isplači materinu bol. Pusti suzu, Dalmacijo moja, niko neće zamirit ti to. Tukli su ti gradove i škoja, ranili ti dušu priteško. Dalmacijo, Dalmacijo, Dalmacijo, sve ti cvitalo. Dalmacijo, Dalmacijo, Dalmacijo, sve ti cvitalo. Dalmacijo sve ti cvitalo. Pusti suzu, Dalmacijo moja, pusti suzu slanu kao sol. Pusti suzu, Dalmacijo moja, i isplači materinu bol. Pusti suzu, Dalmacijo moja, niko neće zamirt ti to. Tukli su ti gradove i škoja, ranili ti dušu priteško. Dalmacijo, Dalmacijo, Dalmacijo, sve ti cvitalo. Dalmacijo, Dalmacijo, Dalmacijo, sve ti cvitalo. Dalmacijo, sve ti cvitalo"
7,r01Z81Es_1_7,"Dalmatinko, crno oko moje","Zavele me crne oci, crna oka dva. Dalmatinke sve su lipe, ona je najlipša. O, moj Bogo kad je vidin, odma sagrišim. Razriši me crnih grija da je poljubim. Dalmatinko, crno oko moje. Da je glavu naslonit na bile grudi tvoje. Dalmatinko, zlata nemam ja. Nemam srca, nemam duše, sve sam tebi da. Da Bog da prisušilo more Jadransko. Ako drugi ljubi tvoje lice pribilo. Nema srca nemam duše, sve sam tebi da. Pa sam kako vitar puše, ptica nebeska. O, moj Bogo ja ne mogu, ne mogu bez nje. Providi mi ljubav nek je cuva za mene"
8,r01Z81Es_1_8,Domenika,"Ja san se rodi ka sritno dite. Falinge niman, jedino cežnju. U srcu nosin i ne mogu daje. Ja bojin se umrit, a sit san života. Domenika. Mudrosti tvojoj virujen. Liposti sebe predajen. Ti tržiš da ti tilo dam. Kom' da onda pripadam. Domenika. Svitlost me tovja vodila. Kripost mi dušu zavela. Ja se borim sam. Srcu tvom da pripadam. Iston mirom gledaj dobre ka' i loše. Ne zamiri meni svaku grubu ric. Jer u svome srcu. Još san, ka' mali, napravi mista. Tamo te cekan, tamo ti je dom"
9,r01Z81Es_1_9,Gajeta,"Stara mati oca ceka. Da se vrati iz daleka. Iz daljina pogled ne spušta. Teški san joj lomi oci. More sluša svake noci. A u duši bisni nevera. Ka' i gajeta vezana za stine. Što je nije stra' kakvo god je vrime. Ka' i gajeta navikla na vitre. Što sa moren vodi ljute bitke. Ti joj podaj, majko sveta, Da poživi puno ljeta. Ispuni joj želju veliku. Muku tira mati stara. Dragog ceka, svog mornara. Svece moli da se smiluju"
