,Song_ID,Song,Lyrics
0,Wm5tG4b5_1_0,Anđelina,"Zvali su je dio neba, a u njega nikad ni ne gleda. Dodir joj je kao plamen, koji kaže želim da te imam"". Želim da mi piješ usne, kao vino tijelom i dušom, vito tilo činilo bi čuda, sva posada za tobom je luda... Anđelina, vrati se u naš kvart, o, Bože, pusti nas da letimo kao nekad. Pogledom bi rekla šta bi htjela, glasnice ne bi trošila, o toj curi mog'o bih da pričam, kao otac sva prokleta štiva. Slika mi je pred očima, o, sudbino, pusti da uživam, želio bih da odem sve do neba, gdje je moja Anđelina... Kao nekad, kao nekad"
1,Wm5tG4b5_1_1,Anica - Kninska kraljica,"Zbog Anice i bokala vina, zapalit ću Krajinu do Knina. Zapalit ću dva, tri srpska štaba, da ja nisam dolazio džaba. Ej, Anice kninska kraljice, Ej, Anice kninska kraljice, Ej, Anice kninska kraljice. Zbog Anice i bokala vina, Zapalit ću Krajinu do Knina. Ej, Hrvati sjetimo se Knina, Hrvatskoga kralja Zvonimira. Ej, Anice kninska kraljice, Ej, Anice kninska kraljice."
2,Wm5tG4b5_1_2,Bez ljubavi,". Udat ćeš se bez ljubavi. Da ti duša zaboravi. Kako smo se ludo voljeli. Udat ćeš se, al' bez sreće. To ti draga pomoć neće. Ja sam bio tvoja sudbina, A ti moja ljubav jedina. Kad se probudiš tu noć. I moje ime zaustiš. Kad te želja razvali. Okrenut ćeš moj broj, Ali javit će se stroj , Hvala što ste nazvali"". Rekla si mi idi, a sad režeš vene. Ali to je uzalud. "
3,Wm5tG4b5_1_3,Bijeli golubovi,"Bijeli križ opomenu šalje, putniče stani, ni koraka dalje, ovdje je palo golubova jato, a bili su za dom, bili samo za to. Pomoli se, onda dalje kreni, na ovom su mjestu pali golubovi bijeli, s ognjem pakla tu su se sreli, ostala su polomljena krila, a bili su za dom spremni. S ognjem pakla tu su se sreli, ostala su polomljena krila, a bili su za dom spremni"
4,Wm5tG4b5_1_4,Bili brode moj,"Sva sam mora, oceane ja preplovio, Sve sam brige i probleme prepolovio, Samo da bih tebi dušo prsten donio, Priko praga svu u bilom tebe prenio. Pisala si da me voliš, da si moja ti, I da ćeš me za života uvijek voljeti, A drugom si ruku dala, mene izdala, I u srce svu od bola strilu zabila. Da Bog puka na dva dila, bili brode moj, Zbog tebe me ostavila moja draga joj, Da bog da se zapalija, bili brode moj, I sa tobom potonija cili život moj. Neka ti je, nek ti bude, opraštam ti sve, Kad života više nema, nema za mene, Svoje bitke predao sam, hladnim morima, Pa neka mi ona budu vječna postelja. Da Bog puka na dva dila, bili brode moj, Zbog tebe me ostavila moja draga joj, Da bog da se zapalia, bili brode moj, I sa tobom potonija cili život moj."
5,Wm5tG4b5_1_5,Bludnica,"Ni Bog ne bi mogao, grijehe ti oprostiti, samo ja, što oduvijek gubim, samo ja, što prokleto te ljubim, praštam ti sve. A ti idi griješnice, svoje grijehe suzama operi, ali vrati mi se i budi ista, jer ja sam ti oprostio sve. Eeeej stani, stani bludnice, eeeej stani, jer ja sam ti, eee oprostio sve. I opet ću luđak, o tebi pjesme pjevati, i gledati te dugo u noć, jer ni pijan živjeti ne mogu, a ni voljeti te, praštam ti sve."
6,Wm5tG4b5_1_6,Bog i Hrvati,"Udijelio Svevišnji narodu mom. Najljepšu zemlju pod nebom. Prosulo sunce čudesni sjaj. Na zemlju što bješe k'o Raj. Ooo, zemlja k'o Raj. Ooo, čudesni sjaj. Prvog nam kralja pomaza Bog. I dao mu blagoslov svoj. Da vodi svoj narod kroz trnje i led. Zakon da vlada i red. Ooo, trnje i led. Ooo, zakon i red. . A narod k'o narod, lako ga prevari zlo. I komad po komad on gubi to sveto tlo. Svevišnjeg bijes puče k'o grom. I zakloni Sunce što sjalo je narodu mom. Svevišnjeg bijes puče k'o grom. I nikada, nikada mira u narodu mom, narodu mom. Kroz bespuća prošlosti trpiše bol. I putem ih odvede zlo. On čeka da čuje molitve glas. Da udijeli nadu i spas. . Convertamini...Convertamini... In Domino salus popule convertamini. In Domino salus popule convertamini"". Mačevi su sjekli anđele i svece. Bune su se gušile krikovima djece. Osmanlijsko ropstvo, pet stoljeća tuge. Boljševička neman rađala je sluge. Palile su silne vatre, domove i sela. Gorjelo je more, kamen, brda, zemlja cijela. Probodenih srca i nevine krvi. Koji nisu krivi padali su prvi. Prodane duše za lažni sjaj. Proliše suze zemlji k'o Raj. Benedictus Sit Dominus Deus... Benedictus Sit Dominus Deus"". Gospine suze brisao Bog. Ne plači kraljice naroda mog. Nek' odbace zlo u duboki vir. Vratit ću zemlju i dat ću im mir. . Usliši molitve narodu Bog. Ugasi vatru i dim. Vrati joj staru slavu i sjaj. Zemlji sto bješe k'o Raj. Al' opet se nad nas nadvilo zlo. Vreba i čeka svoj čas. Čuje li narod povijesti glas. Samo u Bogu je spas"
7,Wm5tG4b5_1_7,Bojna Čavoglave,"Za Dom spremni!. U Zagori na izvoru rijeke Čikole. Stala braća da obrane naše domove. Stala braća da obrane naše domove. Stoji Hrvat do Hrvata, mi smo braća svi. Nećete u Čavoglave dok smo živi mi. Nećete u Čavoglave dok smo živi mi. Puče thompson, kalašnjikov, a i zbrojevka. Baci bombu, goni bandu preko izvora. Baci bombu, goni bandu preko izvora. Korak naprijed, puška gotovs i uz pjesmu svi. Za dom braćo, za slobodu, borimo se mi. Za dom braćo, za slobodu, borimo se mi. Čujte srpski dobrovoljci, bando, četnici. Stići će vas naša ruka i u Srbiji. Stići će vas naša ruka i u Srbiji. Stići će vas Božja pravda, to već svatko zna. Sudit će vam bojovnici iz Čavoglava. Sudit će vam bojovnici iz Čavoglava. Slušajte sad poruku od Svetog Ilije. Nećete u Čavoglave, niste ni prije. Nećete u Čavoglave, niste ni prije. Oj Hrvati, braćo mila iz Čavoglava. Hrvatska vam zaboravit neće nikada. Hrvatska vam zaboravit neće nikada"
8,Wm5tG4b5_1_8,Bosna,"Pjesmo moja, pjevat ću te tamo. Tamo gdje je naša loza počela. Staroj majci kolijevci Hrvata. Gdje se nasa povijest krvlju pisala. Istina o Bosni kroz kanjone teče. I mnoge njene tajne kriju stoljeća. Od davnina na nju svak' juriša. K'o da nije dosta snjegova i kiša. Sa svih strana svijeta dolazile tvrde sile mraka. K'o da narod tamo gine iz meraka. Jučer svetinja, danas raspeta. Bosna ponosna, ranjena. Tamo gdje sunce putuje. Vjetar nosi glas, Bosna zove nas. Tamo gdje sunce putuje. Tu me čekaj ti, stara ljubavi. Kreni preko planina, starom stazom djedova. Bosna će ti reći sve, odakle nam prezime. Gledaj lijepu Lašvansku dolinu. Uvijek su je naša zvona budila. Zlatna polja, našu Posavinu. Grobovi su puni njenih sinova. Sa svih strana svijeta dolazile tvrde sile mraka. K'o da narod tamo gine iz meraka. Jučer svetinja, danas raspeta. Bosna ponosna, ranjena. Tamo gdje sunce putuje. Vjetar nosi glas, Bosna zove nas. Tamo gdje sunce putuje. Tu me čekaj ti, stara ljubavi. Kreni preko planina, starom stazom djedova. Bosna će ti reći sve, odakle nam prezime. Dala Bosna Tomislava kralja. Prvog kralja od loze Hrvata. A kraljica dobra bješe Katarina. U narodu zbog nje nosi se crnina. Sred Duvanjskog polja široka i ravna. Pisala se naša povijest slavna. Kada Bosni pogledaš u lice. U suzi joj vidiš drinske mučenice. Čuvali te, Bosno, usamljeni vuci. Slavio ih narod, zvali se hajduci. A Srebrnu Bosnu sačuvaše vjerom. Franjevačka braća i dušom i tijelom. Bosno moja, čija li si sada. Boli li te danas više nego prije. Tko to misli da te ima, da sa tobom vlada. Njega povijest ništa naučila nije. Jučer svetinja, danas raspeta. Bosna ponosna, ranjena. Tamo gdje sunce putuje. Vjetar nosi glas, Bosna zove nas. Tamo gdje sunce putuje. Tu me čekaj ti, stara ljubavi. Tamo gdje sunce putuje. Vjetar nosi glas, Bosna zove nas. Tamo gdje sunce putuje. Tu me čekaj ti, stara ljubavi. Kreni preko planina, starom stazom djedova. Bosna će ti reći sve, odakle nam prezime"
9,Wm5tG4b5_1_9,Budi uz mene,"Na obali mora ja sjedim. A, ono se budi. Lagano osjećam da pjeni. Pustoš u meni. Ta beskrajnost pusta. Vodi me k tebi. Čekam te. Heej, budi uz mene, Pokaži mi te oči snene, I usne rumene, Probudi se, pogledaj u nebo, I poželi me, zauvijek ću biti tu. )"
