Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Arranged By_discogs,Backing Vocals_discogs,Drums_discogs,Featuring_discogs,Remix_discogs,Vocals_discogs,Composed By_discogs,Programmed By_discogs,Accordion_discogs,Performer_discogs,Album_year_title_discogs,All_albums_discogs
Jasmin Stavros,Jasmin Stavros,Vučja Vremena,3:30,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena/2007.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Pjevali Smo Stare Pjesme,3:12,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena/2007.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Nisi Mi Bila Suđena,3:50,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena
Jasmin Stavros,Jasmin Stavros,Lady M,3:42,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena
Jasmin Stavros,Jasmin Stavros,Kaži Što Mi Fali,3:35,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena/2007.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Kome Kući Da Se Vratim,3:37,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena/2007.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Nije Znala Reći R,3:38,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena
Jasmin Stavros,Jasmin Stavros,Guraj Staki,3:23,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena/2007.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Ona Ljubi,3:37,,,Vučja Vremena,,,,,,,,,,,,,nan-Vučja Vremena,nan-Vučja Vremena/2009.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Krećem Ponovo,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Pozdravimo Se,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Bez Tebe,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Glava Ili Pismo,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Marija,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Bepo Smokvica,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Dani,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo/0.0-Video Spotovi Vol. 3
Jasmin Stavros,Jasmin Stavros,Ne Griješi Tko Ne Voli,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Rane Stare,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Za Dišpet,,,,Krećem Ponovo,,2004.0,,,,,,,,,,,2004.0-Krećem Ponovo,2004.0-Krećem Ponovo
Jasmin Stavros,Jasmin Stavros,Nemoj Se Udavati,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati /2010.0-Ima Dana/2015.0-The Best Of Collection/0.0-Video Spotovi Vol. 3
Jasmin Stavros,Jasmin Stavros,Ja Sam Kriv,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Neka Je Šarala,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati /2010.0-Ima Dana/2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Samo Jednom,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Emilija,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Doma Je Amerika,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Teško Je,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Kad S Ekipom Krenem,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati /0.0-Video Spotovi Vol. 3
Jasmin Stavros,Jasmin Stavros,Dok Sam Ja Motao Škiju,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Idem U Sloveniju,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Kad Zbrojim Dva I Dva,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Rujan,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Umoran 2005,,,,Nemoj Se Udavati ,,2007.0,,,,,,,,,,,2007.0-Nemoj Se Udavati ,2007.0-Nemoj Se Udavati 
Jasmin Stavros,Jasmin Stavros,Da Je Sreće Bilo,,,,Zlatna Kolekcija,,2007.0,,,,,,,,,,,2007.0-Zlatna Kolekcija,2007.0-Zlatna Kolekcija/2009.0-Zlatna Kolekcija/2015.0-The Best Of Collection/0.0-Remember
Jasmin Stavros,Jasmin Stavros,Kad Se Prijatelji Rastaju ,,,,Zlatna Kolekcija,,2007.0,,,,,,,,,,,2007.0-Zlatna Kolekcija,2007.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Dao Bi Što Amerika,3:46,,,Zlatna Kolekcija,,2009.0,,,,,,,,,,,2009.0-Zlatna Kolekcija,2009.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,Rođem Da Gubim,3:26,,,Zlatna Kolekcija,,2009.0,,,,,,,,,,,2009.0-Zlatna Kolekcija,2009.0-Zlatna Kolekcija
Jasmin Stavros,Jasmin Stavros,CD 1: Ima Dana,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Rastanimo Se,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Alkohol,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana/2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Ostao Sam Sam,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Ima Dana,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Žene,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Zapjevajmo Prijatelji,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Što Bi Ja S Tobom,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana/2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,"Blago Tebi, Blago meni",,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Ribarska,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana/2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Pomolimo Se,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana/2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Ženske,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Ima Dana (Karma Vs. Pipi Rmx),,,,Ima Dana,,2010.0,,,,,Josip Miani-Pipi,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,CD 2: Remixovi,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Umoran 2005.,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,"Blago Meni, Blago Tebi",,,,Ima Dana,,2010.0,,,,,Josip Miani-Pipi,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,"Megamix (Ženo, Dijamanti, Nema Mi Do Njenih Očiju)",,,,Ima Dana,,2010.0,,,,,Josip Miani-Pipi,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Mamuran - Dance Verzija,,,,Ima Dana,,2010.0,,,,,,,,,,,2010.0-Ima Dana,2010.0-Ima Dana
Jasmin Stavros,Jasmin Stavros,Opala,3:22,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi/2015.0-Tri Kralja Zabave/2015.0-The Best Of Collection
Jasmin Stavros,Jasmin Stavros,Ljubomorni Ljudi,3:25,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi/2015.0-Tri Kralja Zabave/2015.0-The Best Of Collection
Jasmin Stavros,Jasmin Stavros,Volim Tu Zemlju Na Jugu,3:40,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,"Južnije, Manje Tužnije",3:38,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Reggae Dalmatino,3:25,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Ona Me Ostavlja,3:27,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Stari Lav,3:37,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Opet Mlad,4:07,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Suze Pijem Kao Vino,3:45,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Fućka Mi Se,3:03,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Ima Nas Još (Ko Pijane Budale),3:54,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Onda Se Sjetim Uskrsa,3:22,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Bonus:,,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,"Južnije, Manje Tužnije (Radio Verzija)",3:20,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Ima Nas Još (Remix),3:33,,,Ljubomorni Ljudi,,2013.0,,,,,,,,,,,2013.0-Ljubomorni Ljudi,2013.0-Ljubomorni Ljudi
Jasmin Stavros,Jasmin Stavros,Dragocjena Kristova Krv,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Ta Krv Potpuno Čisti Me,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Ti Si Kralj,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Golgota,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,"Oče, Hvala Ti Za Krv",,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,"Samo Tebe Želim, Bože Moj",,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Spasi Nas,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,"Ljubimo Krista, Jer Nam Daje Svoju Krv",,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Slavim Te,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Prijatelju,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,On Me Čuva,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Tvoja Ljubav Nek' Pada,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Isus Je Naš Kralj I Bog,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Ti Si Radost Mog Života,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Duše Ljubavi,,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,"Oče, Ti Voliš Me",,,,Prijatelju,,2014.0,,,,,,,,,,,2014.0-Prijatelju,2014.0-Prijatelju
Jasmin Stavros,Jasmin Stavros,Od Ponoći,,Dušan Bačić,,Od Ponoći,,2015.0,Bojan Dragojević,,,,,,Dušan Bačić,Dejan Nikolić (4),Dejan Nikolić (4),,2015.0-Od Ponoći,2015.0-Od Ponoći/2015.0-Od Ponoći/2015.0-Od Ponoći
Jasmin Stavros,Jasmin Stavros,Dražen Zečić,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Pokidat Ću Lance Sve,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Govore Mi Mnogi Ljudi,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave/2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Zora,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Opiti Nikad Se Neću,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,U Ime Ljubavi,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Ne Pitaj Malog S Bilin Šalom Di Će,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Mladen Grdović,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Dalmatinac,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Evo Mene Moji Ljudi,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Dalmatinac I Dalmatinka,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Dilila Su Brača,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Jasmin Stavros,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Dao Bi Sto Amerika,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Dijamant,,,,Tri Kralja Zabave,,2015.0,,,,,,,,,,,2015.0-Tri Kralja Zabave,2015.0-Tri Kralja Zabave
Jasmin Stavros,Jasmin Stavros,Lako Ćemo Mi ,,,,Video Spotovi Vol. 3,,0.0,,,,,,,,,,,0.0-Video Spotovi Vol. 3,0.0-Video Spotovi Vol. 3
Jasmin Stavros,Jasmin Stavros,Kocka Šečera,,,,Remember,,0.0,,,,,,,,,,,0.0-Remember,0.0-Remember
Jasmin Stavros,Jasmin Stavros,Odkad Tebe Nema,,,,Remember,,0.0,,,,,,,,,,,0.0-Remember,0.0-Remember
Jasmin Stavros,Jasmin Stavros,Bila Je ...,,,,Remember,,0.0,,,,,,,,,,,0.0-Remember,0.0-Remember
Jasmin Stavros,Jasmin Stavros,Kad se prijatelji rastaju,,,,Remember,,0.0,,,,,,,,,,,0.0-Remember,0.0-Remember
