Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,Album_year_discogs,All_albums_discogs
10,RVoUr7Lb_1_10,Jole,Jole,Fali meni ona,1342,"Ref. 2x
Fali, fali da me ljubi
fali da se sa mnom budi
fali toliko da boli
fali da me voli

Fali srcu srce njeno
bez njega je izgubljeno
fali meni ljubav moja
fali meni ona
 
Nisam za drustvo, nisam za pjesmu
volje nemam, nemam volje
srcu mome ona treba
samo uz nju sve je bolje

Nisam za festu, nisam za price
bas za nista nemam volje
sve su moje misli sa njom
fali meni sunce moje

Sunce moje

Necu drugu, steta truda
nema sanse, sanse nema
sve dok ovo srce kuca
u njemu je ista zena

Ref. 2x

Ma fali meni ona","https://tekstovi.net/2,831,61384.html",,Fali meni ona,,,"Fali, fali da me ljubi
fali da se sa mnom budi
fali toliko da voli, fali da me voli. Fali srcu, srce njeno
bez njega je izgubljeno
fali meni ljubav moja
fali meni ona. Nisam za društvo, nisam za pjesmu
volje nemam, nemam volje
srcu mome ona treba, samo uz nje sve je bolje. Nisam za feštu, nisam za priče
baš za ništa nemam volje
sve su moje misle sa njom
fali mene sunce moje
Sunce moje. Neću drugu, šteta truda
nema šanse, šanse nema
sve dok ovo srce kuca, u njemu je ista žena. Fali, fali da me ljubi
fali da se sa mnom budi
fali toliko da voli, fali da me voli. Fali srcu, srce njeno
bez njega je izgubljeno
fali meni ljubav moja
fali meni ona. Fali, fali da me ljubi
fali da se sa mnom budi
fali toliko da voli, fali da me voli. Fali srcu, srce njeno
bez njega je izgubljeno
fali meni ljubav moja
fali meni ona",,https://lyricstranslate.com/en/jole-fali-meni-ona-lyrics.html,,,,,,,,,,,,,,,,,,,,,,,,
11,RVoUr7Lb_1_11,Jole,Jole,Gavran,25854,"Hej prosao sam o, ho, ho, ja
vjetar prijatelj moj ledja drzat zna
a ja sam sam i dovoljno star
mogu kazat jedno bar

Da sve ptice ne pjevaju
sto me znaju i ne znaju hej
da sve oko mene ptice
ne zovu se golubice hej
 
Ref. 2x
Sto to ptice, gavrani
stalno vide u meni
ja sam takav kakav sam
tu na mojim granama
nije mjesto vranama
ljudi, bolje da sam sam","https://tekstovi.net/2,831,20251.html",,Gavran,,Jednina i množina,"Hej prošao sam o, ho, ho, ja
vjetar prijatelj moj leđa držat zna
a ja sam sam i dovoljno star
mogu kazat jedno bar. Da sve ptice ne pjevaju
što me znaju i ne znaju hej
da sve oko mene ptice
ne zovu se golubice hej. Refren x2
Što to ptice, gavrani
stalno vide u meni
ja sam takav kakav sam
tu na mojim granama
nije mjesto vranama
ljudi, bolje da sam sam. Ljudi, bolje da sam sam. Hej prošao sam o, ho, ho, ja
vjetar prijatelj moj leđa držat zna
a ja sam sam i dovoljno star
mogu kazat jedno bar. Da sve ptice ne pjevaju
što me znaju i ne znaju hej
da sve oko mene ptice
ne zovu se golubice hej. Refren x2
Što to ptice, gavrani
stalno vide u meni
ja sam takav kakav sam
tu na mojim granama
nije mjesto vranama
ljudi, bolje da sam sam",,https://lyricstranslate.com/en/jole-gavran-lyrics.html,['Jole'],https://diskografija.com/pjesma/gavran-1903.htm,Gavran,1999 - Jednina i množina,2000 - Najveći hitovi vol.3,,,,,,,,"Hej prošao sam o ho ho ja,
vjetar prijatelj moj
Leđa držat zna
A ja sam sam i dovoljno star
Mogu kazat jedno bar
Da sve ptice ne pjevaju
Što me znaju i neznaju hej
Da sve oko mene ptice
Ne zovu se golubice hej....

Što to ptice gavrani
Stalno vide u meni
Ja sam takav kakav sam
Tu na mojim granama
Nije mjesto vranama
Ljudi, bolje da sam sam.

Ljudi, bolje da sam sam.",Gavran,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/gavran.html,Jole (2),Gavran,,Jednina I Množina,,,,,nan-Jednina I Množina/2007.0-Zlatna Kolekcija/2018.0-The Best Of Collection
12,RVoUr7Lb_1_12,Jole,Jole,Gdje bi htjela,3795,"Otkrit cu ti malu tajnu
sad imam ideju sjajnu
iako je studen, zima
grijat ce nas ta toplina

Teci Savo, Dravo teci
ti mi, curo, samo reci
 
Ref. 2x
Gdje bi htjela da te ljubim
tvoje tijelo da probudim
naci cu ti slabu tocku
hajde reci svome zlocku
gdje bi htjela da te ljubim

Skinut cu ti zvijezde s neba
nesto drugo ako treba
vesela mi samo budi
pa nek' zavide nam ljudi

Ref. 4x","https://tekstovi.net/2,831,46586.html",,Gdje bi htjela,Where you would like,Sve su žene lijepe,"Otkrit ću ti malu tajnu
sad imam ideju sjajnu
iako je studen, zima
grijat će nas ta toplina. Teci Savo, Dravo teci
ti mi, curo, samo reci. Refren x2
Gdje bi htjela da te ljubim
tvoje tijelo da probudim
naći ću ti slabu točku
hajde reci svome zloćku
gdje bi htjela da te ljubim. Skinut ću ti zvijezde s neba
nešto drugo ako treba
vesela mi samo budi
pa nek' zavide nam ljudi. Refren x4
Gdje bi htjela da te ljubim
tvoje tijelo da probudim
naći ću ti slabu točku
hajde reci svome zloćku
gdje bi htjela da te ljubim","I'll tell you a little secret
I have a brilliant idea
Even though it's icy, winter
That warmth will keep us warm. Flow Sava, flow Drava
You, miss, just tell me. Chorus x2
Where you would like me to kiss you
To wake up your body
I'll find your weak spot
Come on tell your baddie
Where would you like me to kiss you. I'll take off the stars from the sky for you
Something else if needed
Just be happy for me
So that people envy us. Chorus x4
Where you would like me to kiss you
To wake up your body
I'll find your weak spot
Come on tell your baddie
Where would you like me to kiss you",https://lyricstranslate.com/en/gdje-bi-htjela-where-you-would.html,['Jole'],https://diskografija.com/pjesma/gdje-bi-htjela-541.htm,Gdje bi htjela,,,,,,,,,,"Otkrit ću ti malu tajnu
Imam sad ideju sjajnu
I ako je studen zima
Grijat će nas ta toplina

Teci Savo, Dravo teci,
Ti mi curo samo reci

Gdje bi htjela da te ljubim
Tvoje tijelo da probudim
Naći ću ti slabu točku
Hajde reci svome zločku
Gdje bi htjela da te ljubim

Skinut ću ti zvijezde s neba
Nešto drugo ako treba
Vesela mi samo budi
Pa nek zavide nam ljudi

Teci Savo, Dravo teci,
Ti mi curo samo reci",Gdje bi htjela,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/gdje-bi-htjela.html,Jole (2),Gdje Bi Htjela,3:12,Sve Su Žene Lijepe,,,,,nan-Sve Su Žene Lijepe/2007.0-Zlatna Kolekcija
13,RVoUr7Lb_1_13,Jole,Jole,Idu seke,16616,"Gasile su sa mnom zore
nista nisu krile
i u srcu i u dusi
sve su moje bile

Da je opet takvih noci
mjesecina blista
promjenit' se nikad necu
krv ostaje ista
 
K'o uveli cvijet
na drugi cu svijet

Ref. 2x
Idu seke 
garave i plave
idu, idu seke
doci ce mi glave

Idu seke 
garave i plave
idu seke
doci ce mi glave
(2x)

Ref. 2x

Ref. 2x

Idu seke 
garave i plave
idu seke
doci ce mi glave
(2x)

Ref. 2x","https://tekstovi.net/2,831,17807.html",,Idu seke,Sisters go,Sve su žene lijepe,"Gasile su sa mnom zore
ništa nisu krile
i u srcu i u duši
sve su moje bile. Da je opet takvih noći
mjesečina blista
promjenit' se nikad neću
krv ostaje ista. K'o uveli cvijet
na drugi ću svijet. Refren x2
Idu seke
garave i plave
idu, idu seke
doći će mi glave. Idu, idu seke
doći će mi glave. Refren x2
Idu seke
garave i plave
idu, idu seke
doći će mi glave. Da je opet takvih noći
mjesečina blista
promjenit' se nikad neću
krv ostaje ista. K'o uveli cvijet
na drugi ću svijet. Refren x2
Idu seke
garave i plave
idu, idu seke
doći će mi glave. Idu, idu seke
doći će mi glave","Dawns were shut down by me
They didn't hide anything
In their heart and in their soul
They were all mine. If only there was more nights like that
Moonlight shining
I will never change
Blood stays the same. As a withered flower
I will go to the other world. Chorus x2
Sisters go
Dark-skinned and blonde
Sisters go
They will cost me my head. Sisters go
They will cost me my head. Chorus x2
Sisters go
Dark-skinned and blonde
Sisters go
They will cost me my head. If only there was more nights like that
Moonlight shining
I will never change
Blood stays the same. As a withered flower
I will go to the other world. Chorus x2
Sisters go
Dark-skinned and blonde
Sisters go
They will cost me my head. As a withered flower
I will go to the other world",https://lyricstranslate.com/en/idu-seke-sisters-go.html,['Jole'],https://diskografija.com/pjesma/idu-seke-545.htm,Idu seke,,,,,,,,,,"Gasile su sa mnom zore ništa nisu krile
I u srcu i u duši sve su moje bile
Da je opet takvih noći mjesečina blista
Promijenit se nikad neću krv ostaje ista
K'o uveli cvijet na drugi ću cvijet

Idu seke garave i plave
Idu idu seke doći će mi glave
Idu seke garave i plave
Idu idu seke doći će mi glave

Idu seke garave i plave
Idu seke doći će mi glave

Da je opet takvih noći mjesečina blista
Promijenit se nikad neću krv ostaje ista
K'o uveli cvijet na drugi ću cvijet",Idu seke,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/idu-seke.html,Jole (2),Idu Seke,3:35,Sve Su Žene Lijepe,,,,,nan-Sve Su Žene Lijepe/2007.0-Zlatna Kolekcija
14,RVoUr7Lb_1_14,Jole,Jole,Ja ti mogu biti tata,33306,"Ref.
Slusaj, oko moje 
ja ti mogu biti tata
vrijeme je da skines 
ovaj olos sa svog vrata

Kostaju me avanture
staro srce, mlade cure
nisam tebe odabrao za sebe 
nego da pokazujem te njima 
da se tobom hvalim ja pred svima
 
A da nije mozda to
kriza srednjih godina 
ko bi znao sto me vreba
dodjem ti k'o hladan tus
vise otac, manje muz
mislim sto mi sve to treba

Ti ces meni, ti ces meni
jednom reci hvala
sto te je od sebe
otjerala luda, stara

Ref.

Iza ledja kazu mi
gle ga s mladom, sta mu bi
al' bi bili na mom mjestu
jer si slatko naivna 
stvarnost te ne zanima
lakse s tobom prijedjem cestu

Ref. 2x

Da se hvalim ja pred svima 
ja ti mogu biti tata
skini olos sa svog vrata 
ja ti mogu biti tata","https://tekstovi.net/2,831,30038.html",,Ja ti mogu biti tata,"By the years, I could be your father",Ja ti mogu biti tata - singl (2011),"(Refren)
1
Slušaj, oko moje,
Ja ti mogu biti tata
Vrijeme je da skineš
Ovaj ološ sa svog vrata. Koštaju me avanture
Staro srce, mlade cure
Nisam tebe odabrao za sebe
Nego da pokazujem te njima
Da se tobom hvalim ja pred svima. A da nije možda to kriza srednjih godina
Tko bi znao što me vreba
Dođem ti ko hladan tuš
Više otac, manje muž
Mislim što mi sve to treba. Ti ćeš meni, ti ćeš meni jednom reći hvala
Što te je od sebe otjerala luda stara. (Refren). Iza leđa kažu mi
Gle ga s mladom, šta mu bi?
Al' bi bili na mom mjestu
Jer si slatko naivna
Stvarnost te ne zanima
Lakše s tobom prijeđem cestu. Ti ćeš meni, ti ćeš meni jednom reći hvala
Što te je od sebe otjerala luda stara. (Refren). Da se hvalim ja pred svima
Ja ti mogu biti tata
Skini ološ sa svog vrata
Ja ti mogu biti tata","Chorus:
Listen up, my darling
By the years, I could be your father
It's time for you to take
This scum off your neck. My adventures are pretty expensive
Heart is old, but girls are young
I didn't choose you for myself
I chose you to show you to the others
To show off in front of everybody. Maybe I'm passing through crisis
Who knows what's waiting for me
For you, I'm like a cold shower
More a father than a husband
I mean, why do I need all this?. One time, one time you'll thank me
For driving you away from an old fool. Chorus. Behind my back they are talking:
""Look, he is with a young girl, what's going on with him?""
But they would like to switch places with me
Because you are sweetly naive
You don't care about reality
I can pass a road easily when I'm with you. One time, one time you'll thank me
For driving you away from an old fool. Chorus 2x. To show off in front of everybody
By the years, I could be your father
Take this scum off your neck
By the years, I could be your father",https://lyricstranslate.com/en/ja-ti-mogu-bitit-tata-years-i-could-be-your-father.html,,,,,,,,,,,,,,,,Jole (2),Ja Ti Mogu Biti Tata,03:51,Remek Djelo,,,,2015.0,2015.0-Remek Djelo/2018.0-The Best Of Collection
15,RVoUr7Lb_1_15,Jole,Jole,Jedna mala plava,75416,"Ref.
Jedna mala plava 
na ramenu mi spava
na ramenu mi spava 
jedna mala plava

Jedna mala plava 
na ramenu mi spava
na ramenu mi spava 
jedna, jedna, jedna 
mala plava
 
Zelena je trava 
srce nam probudila
jedna mala plava 
cijelu noc me ljubila

Cijelu noc me ljubila 
pa se je umorila
cijelu noc me ljubila 
pa je jadna zaspala

Ref.

Sakrio se mjesec 
iza crnog oblaka
sakrio se mjesec 
pa se nije stidjela

Cijelu noc me ljubila 
pa se je umorila
cijelu noc me ljubila 
pa je jadna zaspala 

Ref.
","https://tekstovi.net/2,831,16908.html",,Jedna mala plava,One a sweet blonde girl,,"Jedna mala plava
na ramenu mi spava
na ramenu mi spava
jedna mala plava. Jedna mala plava
na ramenu mi spava
na ramenu mi spava
jedna, jedna, jedna
mala plava. Zelena je trava
srce nam probudila
jedna mala plava
cijelu noć me ljubila. Cijelu noć me ljubila
pa se je umorila
cijelu noć me ljubila
pa je jadna zaspala. Sakrio se mjesec
iza crnog oblaka
sakrio se mjesec
pa se nije stidjela. Cijelu noć me ljubila
pa se je umorila
cijelu noć me ljubila
pa je jadna zaspala","One a sweet blonde girl
Sleeps on my shoulder
Sleeps on my shoulder
One a sweet blonde girl. One a sweet blonde girl
Sleeps on my shoulder
Sleeps on my shoulder
One, one, one,
A sweet blonde girl. Grass is green
They wake us hearts
One a sweet blonde girl
Was kissing me all night. She was kissing me all the night
And she get tired
She was kissing me all the night
So poor girl fall asleep. Moon has hided
Behind a black cloud
Moon has hided
So, she hasn't shy. She was kissing me all the night
And she get tired
She was kissing me all the night
So poor girl fall asleep",https://lyricstranslate.com/en/jedna-mala-plava-one-sweet-blonde-girl.html,,,,,,,,,,,,,,,,Jole (2),Jedna Mala Plava,04:07,"Retrorama Vol,1",,,,2005.0,"2005.0-Retrorama Vol,1/2007.0-Zlatna Kolekcija"
16,RVoUr7Lb_1_16,Jole,Jole,Jednina i mnozina,28017,"Nema zene kojoj
nisam osmijeh nosio
ali pogled samo
jedne me pokosio

Prepoznao bih ti
korak oka sklopljena
namirisio daleko kilometrima
 
A ti maknut' prstom neces
da me jutrom sretnog sreces
malo sunca sam zasluzio
ne radi mi to

Ref. 2x
Put se otputuje
bol se odboluje
a ti si godinama vec
i jednina i mnozina
mog zivota zadnja rijec

Ref. 3x","https://tekstovi.net/2,831,18162.html",,Jednina i množina,,Jednina i množina,"Nema žene kojoj
nisam osmijeh nosio
ali pogled samo
jedne me pokosio. Prepoznao bih ti
korak oka sklopljena
namirisia daleko kilometrima. A ti maknut' prstom nećeš
da me jutrom sretnog srećeš
malo sunca sam zaslužio
ne radi mi to. Refren x2
Put se otputuje
bol se odboluje
a ti si godinama već
i jednina i množina
mog života zadnja riječ. Nema žene kojoj
nisam osmijeh nosio
ali pogled samo
jedne me pokosio. Prepoznao bih ti
korak oka sklopljena
namirisia daleko kilometrima. A ti maknut' prstom nećeš
da me jutrom sretnog srećeš
malo sunca sam zaslužio
ne radi mi to. Refren x3
Put se otputuje
bol se odboluje
a ti si godinama već
i jednina i množina
mog života zadnja riječ",,https://lyricstranslate.com/en/jole-jednina-i-mno%C5%BEina-lyrics.html,['Jole'],https://diskografija.com/pjesma/jednina-i-mnozina-1899.htm,Jednina i množina,,,,,,,,,,"Nema žene kojoj nisam osmijeh nosio
Ali pogled samo jedne me pokosio
Prepoznao bih ti korak oka sklopljena
Namirisao daleko kilometrima.

A ti maknut prstom nećeš
Da me jutrom sretnom srećeš
Malo sunca sam zaslužio
Ne radi mi to.

Put se otputuje,
Bol se odboluje
A ti si godinama već
I jednina i množina
Mog života zadnja riječ.",Jednina i množina,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/jednina-i-mnozina.html,Jole (2),Jednina I Množina,,Jednina I Množina,,,,,nan-Jednina I Množina/2007.0-Zlatna Kolekcija/2018.0-The Best Of Collection
17,RVoUr7Lb_1_17,Jole,Jole,Kad napuste te svi,46397,"Kad napuste te svi
na kraju puta tvog 
i suza zaboli
a nemas nikog svog

Kad napuste te svi  
sjetit ces se svega tada 
vjeruj mi, sjetit ces se ti 
da i ja postojim
 
Kad zivot karte sve
iz ruku podijeli 
i s nekim tko zna gdje 
pozelis krenuti 
a nemas nikog svog

Sjetit ces se svega tada 
vjeruj mi, sjetit ces se ti 
da i ja postojim

Ref. 2x
Ja svoj zivot kao da ne zivim 
ali tebe zbog toga da krivim
necu nikada 

Ja svoj zivot odavno sam dao 
tebi, koju jedinu sam znao
zeljo moga sna, budi sretna ti
kad ne mogu ja","https://tekstovi.net/2,831,20710.html",,Kad napuste te svi,When Everyone Leaves You,,"Kad napuste te svi
na kraju puta tvog
i suza zaboli
a nemaš nikog svog. Kad napuste te svi
sjetit ćeš se svega tada
vjeruj mi, sjetit ćeš se ti
da i ja postojim. Kad život karte sve
iz ruku podijeli
i s nekim tko zna gdje
poželiš krenuti
a nemaš nikog svog. Sjetit ćeš se svega tada
vjeruj mi, sjetit ćeš se ti
da i ja postojim. Refren x2
Ja svoj život kao da ne živim
ali tebe zbog toga da krivim
neću nikada. Ja svoj život odavno sam dao
tebi, koju jedinu sam znao
željo moga sna, budi sretna ti
kad ne mogu ja","When everyone leaves you
At the end of your path
And the tear hurts
And you have no one of your own. When everyone leaves you
You'll remember everything then
Trust me, you'll remember
I too exist. When life deals
All the cards from it's hands
And you wish to go
With someone, who know where to
And you have no one of your own. When everyone leaves you
You'll remember everything then
Trust me, you'll remember
I too exist. [Refrain]
I live my life like I'm not alive at all
But to blame you for that
Never. I gave my life a long time ago
To you, the only I knew
My dream's wish, be happy
When I can't be",https://lyricstranslate.com/en/kad-napuste-te-svi-when-everyone-leaves-you.html,['Jole'],https://diskografija.com/pjesma/kad-napuste-te-svi-8340.htm,Kad napuste te svi,,,,,,,,,,,,,Jole (2),Kad Napuste Te Svi,03:39,"Retrorama Vol,1",,,,2005.0,"2005.0-Retrorama Vol,1/2007.0-Zlatna Kolekcija"
18,RVoUr7Lb_1_18,Jole,Jole,Kada odem,15153,"Otvaram ti nocas dusu
jos za suze mjesta ima
neka one sve ti kazu
znas da slab sam na rijecima

Ja sa srecom nisam znao
treba imat za to zicu
nosit cu dok zivim tugu
kao spomen na svome licu
 
Ref.
Kada odem, kada odem
zao ce mi biti
sto te nikad nisam 
znao usreciti

Kada odem, kada odem
sreco moja mala
nek ti moje suze 
za sve budu hvala","https://tekstovi.net/2,831,20250.html",,Kada odem,,Jednina i množina,"Otvaram ti noćas dušu
još za suze mjesta ima
neka one sve ti kažu
znaš da slab sam na riječima. Ja sa srećom nisam znao
treba imat za to zicu
nosit ću dok živim tugu
kao spomen na svome licu. Refren
Kada odem, kada odem
žao će mi biti
što te nikad nisam
znao usrećiti. Kada odem, kada odem
srećo moja mala
nek ti moje suze
za sve budu hvala",,https://lyricstranslate.com/en/jole-kada-odem-lyrics.html,['Jole'],https://diskografija.com/pjesma/kada-odem-1906.htm,Kada odem,,,,,,,,,,"Otvaram ti noćas dušu
Još za suze mjesta ima
Neka one sve ti kažu
Znaš da slab sam na riječima
Ja sa srećom nisam znao
Treba imat za to žicu
Nosit ću dok živim tugu
Kao spomen na svome licu

Kada odem, kada odem
Žao će mi biti
Što te nikad nisam znao usrećiti
Kada odem, kada odem
Srećo moja mala
Nek ti moje suze za sve budu hvala",Kada odem,https://cuspajz.com//tekstovi-pjesama/pjesma/jole/kada-odem.html,Jole (2),Kada Odem,,Jednina I Množina,Bratislav Zlatanović,Dražen Zečić,,,nan-Jednina I Množina
19,RVoUr7Lb_1_19,Jole,Jole,Kada zene tulumare,15765,"Kada zene tulumare
 najbolje se trose pare
kada zene tulumare 
pjevaju se pjesme stare

Pusti ritam neka krene
za sve cure, za sve zene
nek polude nek se raspamete
 
Nek se popnu na stolove
njisu bedra i bokove
svakom zivom razum poremete

Kad uzavre miris dima
 alkohola i parfema
 nema nazad pusti da te nosi

Zadnju paru spiskat cu
 cijele noci pjevat cu
 kad svi odu, zadnji ostat cu

Ref.
Kada zene tulumare
 najbolje se troše pare
kada zene tulumare 
pjevaju se pjesme stare

Kad se zene napiju 
pamet rusi kapiju
tko ce nocas s kime zaspati

Jer su zene bekrije 
najbolje musterije
 sve ih volim necu birati
sa svakom se sretan probudim

Ludi tulum neka krene
za sve cure za sve zene
nek polude nek se raspamete

Ref.","https://tekstovi.net/2,831,45135.html",,Kada žene tulumare,,Remek djelo,"Kada žene tulumare
najbolje se troše pare
kada žene tulumare
pjevaju se pjesme stare. Pusti ritam neka krene
za sve cure, za sve žene
nek polude nek se raspamete. Nek se popnu na stolove
njišu bedra i bokove
svakom živom razum poremete. Kad uzavre miris dima
alkohola i parfema
nema nazad pusti da te nosi. Zadnju paru spiskat ću
cijele noći pjevat ću
kad svi odu, zadnji ostat ću. Refren
Kada žene tulumare
najbolje se troše pare
kada žene tulumare
pjevaju se pjesme stare. Kad se žene napiju
pamet ruši kapiju
tko će noćas s kime zaspati. Jer su žene bekrije
najbolje mušterije
sve ih volim neću birati
sa svakom se sretan probudim. Ludi tulum neka krene
za sve cure za sve žene
nek polude nek se raspamete. Kad uzavre miris dima
alkohola i parfema
nema nazad pusti da te nosi. Zadnju paru spiskat ću
cijele noći pjevat ću
kad svi odu, zadnji ostat ću. Refren
Kada žene tulumare
najbolje se troše pare
kada žene tulumare
pjevaju se pjesme stare. Kad se žene napiju
pamet ruši kapiju
tko će noćas s kime zaspati. Jer su žene bekrije
najbolje mušterije
sve ih volim neću birati
sa svakom se sretan probudim. Refren x2
Kada žene tulumare
najbolje se troše pare
kada žene tulumare
pjevaju se pjesme stare",,https://lyricstranslate.com/en/jole-kada-%C5%BEene-tulumare-lyrics.html,['Jole'],https://diskografija.com/pjesma/kada-zene-tulumare-22813.htm,Kada žene tulumare,,,,,,,,,,,,,Jole (2),Kada Žene Tulumare,03:53,Remek Djelo,,,,2015.0,2015.0-Remek Djelo/2018.0-The Best Of Collection
20,RVoUr7Lb_1_20,Jole,Jole,Kamatarka,17821,"Ref.
Sad kad sam bivsi
saku suza na sebe prepisi
da se rijesim tebe, necu ne mogu
jer te nosim ko bolest nasljednu

Svi kamatari, nisu sreco moja tebi ravni 
oni uzmu samo imovinu svu
a ti zivot moj, dusu jedinu 
kao ratu posljednju
 
Ja sam prije tebe bio dobar primjer
kako biti svoj i uspjesan
sve dok nisi dosla ti, kao ulog pogresan

Rodjena losa, nisi to ni krila
kada god bi dosla, nije bilo mira
neces dobit prolazne ocjene za vladanje 
ni ja za sve dugove

Ref.

Ref.

A ti zivot moj, kao ratu posljednju","https://tekstovi.net/2,831,31697.html",,Kamatarka,Loan shark,Remek-Djelo,"Sad kad sam bivši,
1
šaku suza na sebe prepiši.
Da se riješim tebe
neću, ne mogu,
jer te nosim
ko bolest nasljednu.. Svi kamatari nisu,
srećo moja, tebi ravni.
Oni uzmu samo
imovinu svu,
a ti život moj,
dušu jedinu
kao ratu posljednju.. Ja sam prije tebe
bio dobar primjer
kako biti svoj i uspješan,
sve dok nisi dosla ti
kao ulov pogrešan.. Rođena loša
nisi to ni krila
kada god bi došla
nije bilo mira.
Nećeš dobit prolazne
ocjene za vladanje
ni ja za sve dugove.","Now when I'm your ex,
Accredit a handful of tears to yourself
To get rid of you?
I won't do it, I can't do it
Because I keep you in myself
Like an inherited disease. All loan sharks
Aren't as half as good as you
They take just
All your property
And you took my life
My one and only soul
Like a last installment. Before you,
I was a good example
Of being yourself and being successful
Until you came
Like a wrong catch. Born bad,
You didn't even hide it
Whenever you came,
There was no peace
You won't get the passing
Score for behavior
Neither will I for my arrears",https://lyricstranslate.com/en/kamatarka-loan-shark.html,,,,,,,,,,,,,,,,Jole (2),Kamatarka,03:49,Remek Djelo,,,,2015.0,2015.0-Remek Djelo/2018.0-The Best Of Collection
21,RVoUr7Lb_1_21,Jole,Jole,Maksimalno,5380,"Ref.
Uvijek si bila 
prvo slovo moje abecede
sve druge slike blijede

Uvijek sam tebe
volio al’ ono, stvarno, stvarno
ti mene minimalno
 
Tebi je uvijek 
od pocetka bilo ravno, ravno
a ja zaljubio se maksimalno 

Kakav sam takav
al’ sam original
i lud za tobom
dajem ti stalno signal
u tvome rasporedu
kada sam ja na redu

Daj malo paznje
je l’ ti bar u planu
il’ nesto kao 
ponudu nemoralnu
u tvome rasporedu
kada sam ja na redu

Ref.

Ne mozes dusu 
stavit’ na aparate
ja disem samo
kad naslonim se na te
u tvome rasporedu
kada sam ja na redu

Ref. 3x","https://tekstovi.net/2,831,57419.html",,Maksimalno,,,"Uvijek si bila prvo slovo moje abecede
sve druge slike blijede
uvijek sam tebe volio,
al' ono stvarno, stvarno
ti mene minimalno
tebi je uvijek, od početka bilo ravno, ravno
a ja zaljubio se - maksimalno. Kakav sam takav, al' sam original
i lud za tobom, dajem ti stalno signal
Ooo u tvome rasporedu
kada sam ja na redu. Daj malo pažnje
jel' ti bar u planu
ili nešto kao ponudu nemoralnu
Ooo u tvome rasporedu
kada sam ja na redu. Uvijek si bila prvo slovo moje abecede
sve druge slike blijede
uvijek sam tebe volio,
al' ono stvarno, stvarno
ti mene minimalno
tebi je uvijek, od početka bilo ravno, ravno
a ja zaljubio se - maksimalno. Ne možeš dušu stavit na aparate
ja dišem samo kad naslonim se na te
Ooo u tvome rasporedu
kada sam ja na redu. Uvijek si bila prvo slovo moje abecede...",,https://lyricstranslate.com/en/jole-maksimalno-lyrics.html,,,,,,,,,,,,,,,,Jole (2),Maksimalno,3:42,The Best Of Collection,,,,2018.0,2018.0-The Best Of Collection
22,RVoUr7Lb_1_22,Jole,Jole,Manje vise,16207,"Ako bude srece za mene
imat cu te kraj sebe u zivotu ovome
a ako bude bilo drukcije
imat cu te kasnije ja na svijetu onome
(2x)

Ref.
Jer evo manje vise dobro je
nekad krena na bolje
pa se zavaram da je
evo manje vise imam sve
al' na kraju ispadne
sve bez tebe nista je

Ako bude srece za mene
imat cu te kraj sebe u zivotu ovome
a ako bude bilo drukcije
imat cu te kasnije ja na svijetu onome

Ref.

Ako bude srece za mene
imat cu te kraj sebe u zivotu ovome
a ako bude bilo drukcije
imat cu te kasnije ja na svijetu onome","https://tekstovi.net/2,831,20271.html",,Manje više,,Jednina i množina,"Ako bude sreće za mene
imat ću te kraj sebe u životu ovome
a ako bude bilo drukčije
imat ću te kasnije ja na svijetu onome
(2x). Refren
Jer evo manje više dobro je
nekad krene na bolje
pa se zavaram da je
evo manje više imam sve
al' na kraju ispadne
sve bez tebe ništa je. Ako bude sreće za mene
imat ću te kraj sebe u životu ovome
a ako bude bilo drukčije
imat ću te kasnije ja na svijetu onome. Refren
Jer evo manje više dobro je
nekad krene na bolje
pa se zavaram da je
evo manje više imam sve
al' na kraju ispadne
sve bez tebe ništa je. Ako bude sreće za mene
imat ću te kraj sebe u životu ovome
a ako bude bilo drukčije
imat ću te kasnije ja na svijetu onome",,https://lyricstranslate.com/en/jole-manje-vi%C5%A1e-lyrics.html,['Jole'],https://diskografija.com/pjesma/manje-vise-1902.htm,Manje-više,,,,,,,,,,,,,Jole (2),Manje - Više,,Jednina I Množina,,,,,nan-Jednina I Množina/2007.0-Zlatna Kolekcija
