Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Stihovi_diskografija,Skladba_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,All_albums_discogs
10,zdPtejCw_1_10,Psihomodo Pop,Psihomodo Pop,Hej djevojko,10927,"Hej, djevojko
ja zelim da te
(2x)

Ref.
I love you
ja volim te
htjela ili ne
ja uzecu sve
 
Samo zelim
da te okrenem

Hej, djevojko
ja zelim da te okrenem
(2x)

Ref.","https://tekstovi.net/2,733,10164.html",,,,,,,https://lyricstranslate.com/en/translator/barbarossa-davide-page-1&sort=desc&order=Artist,,,,,,,,,"Hej, djevojko
Ja želim da te...
Hej, djevojko
Ja želim da te...

I love you
Ja volim te
Htjela ili ne
Ja uzet ću sve, yeah.

Samo želim da te okrenem
Hej, djevojko
Ja želim da te okrenem
Hej, djevojko
Ja želim da te okrenem
Ooo, ooo, ooo, ooo

Ja samo želim da te okrenem
Hej, djevojko
Ja želim da te okrenem
Hej, djevojko
Ja želim da te okrenem

I love you
Ja volim te
Htjela ili ne
Ja uzet ću sve, yeah...","Hej, djevojko!",https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/hej-djevojko.html,Psihomodo Pop,"Hej, Djevojko",2:30,Godina Zmaja,,Johnny Ramone,Davor Gobac,nan-Godina Zmaja/nan-Best Of
11,zdPtejCw_1_11,Psihomodo Pop,Psihomodo Pop,Hrvatska mora pobijediti,74,"Srce nam je dijamant
krv nam je dinamit
nas horizont je front
nas horizont je front

Ref.
Hrvatska, Hrvatska
Hrvatska, Hrvatska
Hrvatska mora pobijediti
Hrvatska mora pobijediti
 
Za slobodu
mora pobijediti
za slobodu
mora pobijediti
za slobodu

For the freedom

Ref.

Za slobodu
mora pobijediti

Za slobodu
mora pobijediti
za slobodu

Freedom","https://tekstovi.net/2,733,64990.html",,,,,,,,,,,,,,,,,,,Psihomodo Pop,Hrvatska Mora Pobijediti,4:35,Maxi Single Za Gardiste,1991.0,,,1991.0-Maxi Single Za Gardiste
12,zdPtejCw_1_12,Psihomodo Pop,Psihomodo Pop,Iste stvari,3464,"Djevojke su zute
djevojke su sive
njihove su oci
doplovile na vjetru
dajte mi jednu od njih
dajte mi jednu od njih
 
Ref. 2x
Nikad necu zaliti sto
nisam posao za njim
a uvijek sam volio
iste stvari kao i ti

Poznam jednog momka
koji mrzi svijet
poznam jednog momka
koji je spreman za let

Znao sam ga kad je bio mlad
znao sam ga kad je bio laf
znam kada se smijao
znam kada je razbijao

Znam kada je plakao
znam kada se srusio
vidio sam kad je otisao
nikada se nije vratio
taj momak nisam ja
taj momak nisam ja

Ref. 2x","https://tekstovi.net/2,733,43745.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/iste-stvari-5375.htm,Iste stvari,,,,,,"Djevojke su žute
Djevojke su sive
Njihove su oči
Doplovile na vjetru
Dajte mi jednu od njih
Dajte mi jednu od njih.

Nikad neću žaliti što nisam pošao za njim
A uvijek sam volio iste stvari kao i ti.

Poznam jednog momka
Koji mrzi svijet
Poznam jednog momka
Koji je spreman za let
Znao sam ga kad je bio mlad
Znao sam ga kad je bio laf
Znam kada se smijao
Znam kada je razbijao
Znam kada je plakao
Znam kada se srušio
Vidio sam kad je otišao
Nikada se nije vratio
Taj momak nisam ja.",Iste stvari,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/iste-stvari.html,Psihomodo Pop,Iste Stvari,,Demo + Live 26.10.1986.,1986.0,,,1986.0-Demo + Live 26.10.1986./1990.0-Iste Stvari/nan-Sexy Magazin/nan-Unpljugd/nan-Best Of/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
13,zdPtejCw_1_13,Psihomodo Pop,Psihomodo Pop,Ja volim samo sebe,90142,"Tamne mrlje proslosti
na tvojoj bijeloj kosulji
ves masina buducnosti
nikad nece oprati

Ja ne gutam pilule 
da bi mi bilo bolje
ja ne trebam zene
da me zadovolje
 
Ref.
Ja volim samo sebe
svog jedinog sebe
ja volim samo sebe
svog predivnog sebe

Oci bojim zeleno
usta zarko crveno
uvijek sam izgledao
kao sto sam volio

Druge ne primjecujem
ni u prolazu
sebe uvijek pozdravljam
u ogledalu

Ref.","https://tekstovi.net/2,733,8877.html",,Ja volim samo sebe,I love only myself,,"Tamne mrlje prošlosti
1
Na tvojoj bijeloj košulji
Veš-mašina budućnosti
Nikad neće oprati. Ja ne gutam pilule
Da bi mi bilo bolje
Ja ne trebam žene
Da me zadovolje. Ja volim samo sebe
Svog predivnog sebe
Ja volim samo sebe
Svog jedinog sebe. Oči bojim zeleno
Usne žarko crveno
Uvijek sam izgledao
Kao što sam volio. Druge ne primjećujem
Ni u prolazu
Sebe uvijek pozdravljam
U ogledalu","Dark spots of the past
On your wait shirt
Washing machine of the future
Will never wash. I don't swallow pills
To feel better
I don't need women
To satisfy me. I love only myself
My beautiful self
I love only myself
My only one self. I put on a green eye shadow
And bright red rouge
I've always looked
The way I like. I don't notice others
even when they pass by me
I always greet myself
in the mirror",https://lyricstranslate.com/en/ja-volim-samo-sebe-i-love-only-myself.html,['Psihomodo Pop'],https://diskografija.com/pjesma/ja-volim-samo-sebe-12253.htm,Ja volim samo sebe,['Davor Gobac'],['Smiljan Paradiš Šparka'],['Ivan Stančić Piko'],,,"Tamne mrlje prošlosti
Na tvojoj bijeloj košulji
Veš-mašina budućnosti
Nikad neće oprati

Ja ne gutam pilule
Da bi mi bilo bolje
Ja ne trebam žene
Da me zadovolje

Ja volim samo sebe
Svog predivnog sebe
Ja volim samo sebe
Svog jedinog sebe

Oči bojim zeleno
Usne žarko crveno
Uvijek sam izgledao
Kao što sam volio

Druge ne primjećujem
Ni u prolazu
Sebe uvijek pozdravljam
U ogledalu",Ja volim samo sebe,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/ja-volim-samo-sebe.html,Psihomodo Pop,Ja Volim Samo Sebe,3:53,Ja Volim Samo Sebe / Ramona,1988.0,Smiljan Paradiš,,1988.0-Ja Volim Samo Sebe / Ramona/nan-Godina Zmaja/nan-ZG Rock Forces Live!/1990.0-Briljant Video-Pop/1993.0-Mix - 93/nan-Best Of/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/nan-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
14,zdPtejCw_1_14,Psihomodo Pop,Psihomodo Pop,Kad sam imao 16,23783,"Ref.
Kad sam imao sesnaest
(2x)
nisam bio sasvim svoj
kad sam upoznao tebe
(2x)
oblio me hladan znoj
 
Usta su mi se osusila
glava mi se razletila
pudlica mi je otkacila
svjetla su se zgasila

Ref.

Zjenice tamne, siroke
ruke tanke, dugacke
nije mi jasno sta mi je
ha, srce mi preskakuje

Vau, vau
mijau, mijau
(2x)

Kad sam imao sesnaest
nisam bio sasvim svoj
kad sam upoznao tebe
oblio me hladan znoj

Kad sam imao sesnaest
(6x)","https://tekstovi.net/2,733,10199.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/kad-sam-imao-16-5381.htm,Kad sam imao 16,,,,,,,,,Psihomodo Pop,Kad Sam Imao 16,5:00,Godina Zmaja,,Smiljan Paradiš,Davor Gobac,nan-Godina Zmaja/nan-ZG Rock Forces Live!/1990.0-Briljant Video-Pop/1993.0-Mix - 93/nan-Unpljugd/nan-Best Of/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
15,zdPtejCw_1_15,Psihomodo Pop,Psihomodo Pop,Lagano padam,3325,"Lagano padam
s pocetka na kraj
zivot je gadan
volim te, znaj

Pocetak je varka
ne postoji kraj
lagano padam
u tvoj zagrljaj
 
Ref. 2x
Lagano padam, lagano padam
padam, padam milion na sat
sigurno hvataj, slomit' cu vrat

Visina je varka
nize je, znaj
stvarno se rusim
u tvoj zagrljaj

Ref. 2x","https://tekstovi.net/2,733,45293.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/lagano-padam-8114.htm,Lagano padam,['Davor Gobac'],['Davor Gobac'],,,,"Lagano padam s početka na kraj
Život je gada volim te znaj
početak je varka ne postoji kraj
Lagano padam u tvoj zagrljaj

Lagano Padam, Lagano Padam
Padam, padam
Milion na sat

Sigurno hvataj slomit ću vrat
Lagano padam, lagano padam, Lagano padam
Padam, padam
Lagano, lagano, lagano padam

Visina je varka niže je znaj
Stvarno se rušim u tvoj zagrljaj",Lagano padam,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/lagano-padam.html,Psihomodo Pop,Lagano Padam,4:45,Plastic Fantastic,2004.0,Davor Gobac,Davor Gobac,2004.0-Plastic Fantastic/2007.0-The Ultimate Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
16,zdPtejCw_1_16,Psihomodo Pop,Psihomodo Pop,Leteci odred,9607,"Mi smo leteci odred u osvajanju visina
mi nemamo nista osim lakih krila

Ref.
I samo ako zelis mozes dobiti krila i ti
samo ako zelis mozes poletjeti
 
Mi smo ljudi sa ceste i nemamo krila
mi nemamo nista osim nasih sudbina

Ref.

Tih dana nebo je plakalo
oblaci su plovili na jug
ja sam ih samo mirno promatrao
vise nisam imao kud

","https://tekstovi.net/2,733,13818.html",,Leteći odred,The Flying Squad,Godina zmaja,"Mi smo leteći odred
U osvajanju visina
Mi nemamo ništa
Osim lakih krila. I samo ako želiš
Možeš dobiti krila i ti
Samo ako želiš
Možeš poletjeti. Mi smo ljudi sa ceste
I nemamo krila
Mi nemamo ništa
Osim svojih sudbina. I samo ako želiš
Možeš dobiti krila i ti
Samo ako želiš
Možeš poletjeti. Tih dana nebo je plakalo
Oblaci su plovili na jug
Ja sam ih samo mirno promatrao
Više nisam imao kud. Tih dana nebo je plakalo
Oblaci su plovili na jug
Ja sam ih samo mirno promatrao
Više nisam imao kud","We are the flying squad
Conquering the heights
We have nothing
Except our light wings. And if you only wish
You can have wings too
If you only wish
You can take off and fly. We are people from the street
And we have no wings
We have nothing
Except our destinies. And if you only wish
You can have wings too
If you only wish
You can take off and fly. In those days, the sky was crying
The clouds were sailing to the south
I just observed them calmly
I had nowhere left to go. In those days, the sky was crying
The clouds were sailing to the south
I just observed them calmly
I had nowhere left to go",https://lyricstranslate.com/en/lete%C4%87i-odred-flying-squad.html,['Psihomodo Pop'],https://diskografija.com/pjesma/leteci-odred-21622.htm,Leteći odred,,,,,,"Mi smo leteci odred
U osvajanju visina
Mi nemamo nista
Osim lakih krila

I samo ako zelis
Mozes dobiti krila i ti
Samo ako zelis
Mozes poletjeti

Mi smo ljudi sa ceste
I nemamo krila
Mi nemamo nista
Osim nasih sudbina

Tih dana nebo je plakalo
Oblaci su plovili na jug
Ja sam ih samo mirno promatrao
Vise nisam imao kud",Leteći odred,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/leteci-odred.html,Psihomodo Pop,Leteći Odred,,Demo + Live 26.10.1986.,1986.0,,,1986.0-Demo + Live 26.10.1986./nan-Godina Zmaja/1990.0-Briljant Video-Pop/nan-Best Of/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
17,zdPtejCw_1_17,Psihomodo Pop,Psihomodo Pop,Mila,1509,"Mila, htio bih ti biti drag
oh, draga, bio bih ti mali vrag
zelio bih biti tvoga milkica liz
zelio bih biti tih lizova niz

Mila, zelim biti tvoja vila
draga, zelim biti tvoja krema kakve nema
 
Prvo me razmazi, onda me razdrazi
zatim me razmotaj, onda me progutaj

Mila, sada sam ti post'o drag
o draga, sada sam ti mali vrag
i sada kad sam post'o tvoga milkica liz
baci se na koljena i reci mi pliz

Mili, zasto moje srce cvili
mali gade, sto to tvoji prsti rade","https://tekstovi.net/2,733,57356.html",,Mila,Honey,Sextasy,"Mila, htio bi ti biti drag
1
Draga, bio bi ti mali vrag
Želio bih biti tvoga milkića liz
Želio bih biti tih lizova niz. Mila, želim biti tvoja vila
Draga, želim biti tvoja krema kakve nema. Mila, želim biti tvoja vila
Draga, želim biti tvoja krema kakve nema
Prvo me razmazi onda me razdraži
Zatim me razmotaj onda me progutaj. Mila, sada sam ti postao drag
O draga, sada sam ti mali vrag
I sada kad sam postao tvoga milkića liz
Baci se na koljena i reci mi, pliz
""Mili, zašto moje srce cvili?""
""Mali gade, što to tvoji prsti rade?""
Prvo me razmaži onda me razdraži
Zatim me razmotaj onda me progutaj
Mila, želim biti tvoja vila
Draga, želim biti tvoja krema kakve nema. Mila, želim biti tvoja vila
Draga, želim biti tvoja krema kakve nema","Honey, I would like to be dear to you
Dear, I would be your little devil
I would like a lick of your milk
I would like to be a line of those licks. Cherie, I want to be your fairy
I want, my dearie, to be your unique creamy. Honey, I want to be your fairy
Darling, I want to be a cream for you like no other
First spread me, please, then give me a tease
After that uncover me, then swallow me. Honey, I became dear to you now
Oh, darling, now I am your little devil
And now that I became your milky lick
Throw yourself on your knees and tell me please
""Mickey, why is my heart squeaky?""
""Oh, the bastard you, waht are your fingers up to?""
First spread me, please, then give me a tease
After that uncover me, then swallow me
Cherie, I want to be your fairy
I want, my dearie, to be your unique creamy. Cherie, I want to be your fairy
I want, my dearie, to be your unique creamy",https://lyricstranslate.com/en/mila-honey.html,['Psihomodo Pop'],https://diskografija.com/pjesma/mila-21619.htm,Mila,,,,,,"Mila, htio bi ti biti drag
Draga, bio bi ti mali vrag
Želio bih biti tvoga milkica liz
Želio bih biti tih lizova niz

Mila, želim biti tvoja vila
Draga, želim biti tvoja krema kakve nema
Prvo me razmazi onda me razdraži
Zatim me razmotaj onda me progutaj

Mila, sada sam ti postao drag
O draga, sada sam ti mali vrag
I sada kad sam postao tvoga milkica liz
Baci se na kolena i reci mi, pliz
Mili, zašto moje srce cvili
Mali gade, što to tvoji prsti rade
Prvo me razmazi onda me razdraži
Zatim me razmotaj onda me progutaj
Mila, želim biti tvoja vila
Draga, želim biti tvoja krema kakve nema",Mila,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/mila.html,Psihomodo Pop,Mila,3:50,Sextasy,,,,nan-Sextasy/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
18,zdPtejCw_1_18,Psihomodo Pop,Psihomodo Pop,Natrag u garazu,9387,"Sto se k vragu dogadja
glava mi se raspada
sto ste mi napravili
s cim ste me otrovali

Ne mogu se promijeniti
ne mogu se otrijezniti
ne mogu obogatiti
al' se mogu vratiti, natrag
 
U garazu
(7x)

Sto se k vragu dogadja
glava mi se raspada
ne mogu se obogatiti
al' se mogu vratiti, natrag

U garazu
(8x)

U garazu, babe
u garazu
(2x)

Yeah, ole","https://tekstovi.net/2,733,13798.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/natrag-u-garazu-5373.htm,Natrag u garažu,,,,,,"Sto se k vragu dogada
Glava mi se raspada
Sto ste mi napravili
S cim ste me otrovali

Ne mogu se promijeniti
Ne mogu se otrijezniti
Ne mogu obogatiti
Al' se mogu vratiti
Natrag...

U garazu
U garazu
U garazu
U garazu...

Sto se k vragu dogadja
Glava mi se raspada
Ne mogu se obogatiti
Al' se mogu vratiti
Natrag...",Natrag u garažu,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/natrag-u-garazu.html,Psihomodo Pop,Natrag U Garažu,3:35,Srebrne Svinje,,,,nan-Srebrne Svinje/nan-Unpljugd/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
19,zdPtejCw_1_19,Psihomodo Pop,Psihomodo Pop,Nebo,10960,"Au meme mama mema mem 
(8x)

U tvojoj glavi stanuju
mali crveni patuljci, ej
svakog dana ti pricaju
au meme mama mema mem
o izgubljenoj djevojcici, ej
 
Au meme mama mema mem
(4x)

U tvojoj glavi padaju
au meme mama mema mem
zelene pahuljice
au meme mama mema mem

Ruke ti podrhtavaju
au meme mama mema mem
noge ti otkazuju
au meme mama mema mem

Zar nebo, ne voli djeciji svijet
zar ne, ne, nebo ne voli

U tvojoj glavi stanuju
au meme mama mema mem
mali crveni patuljci
au meme mama mema mem

Svakog dana ti pricaju
au meme mama mema mem
o izgubljenoj djevojcici
au meme mama mema mem

Au meme mama mema mem
(16x)

Mem mem mama mema mem
(4x)

Au meme mama mema mem
(2x)

Mem mem mama mema mem
(2x)

Mem mem
(5x)

Au meme mama mema mem","https://tekstovi.net/2,733,13689.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/nebo-5377.htm,Nebo,,,,,,,,,Psihomodo Pop,Nebo,3:07,Nebo / Frida,1988.0,,,1988.0-Nebo / Frida/nan-Godina Zmaja/nan-ZG Rock Forces Live!/1990.0-Briljant Video-Pop/1993.0-Mix - 93/nan-Unpljugd/nan-Best Of/nan-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
20,zdPtejCw_1_20,Psihomodo Pop,Psihomodo Pop,Nema nje (zauvijek),17702,"Stan ima cetri sobe
sve, sve su sive
u mojoj glavi nastaju slike
cudne, ljigave i gljive

Praznina u zelucu
mjesaju se kiseline
gledam kroz mutno staklo
vani je inje
 
Ref. 2x
Nema nje, ouo (3x)
zaspala je zauvijek

Ja sam crna haljina
iz crne duge dolazim
molim se za miran put
moram da te uhvatim

Ti znas da sam pakao
zalijepio na zidove
na hladne male
crvene tapeta, zidove

Ref. 4x","https://tekstovi.net/2,733,13801.html",,,,,,,,,,,,,,,,"Stan ima cetri sobe
Sve, sve su sive
U mojoj glavi nastaju slike
Cudne, ljigave gljive.

Praznina u zelucu
Mijesaju se kiseline
Gledam kroz mutno staklo
Vani je inje.

Nema nje
Nema nje
Nema nje
Zaspala je zauvijek.

Ja sam crna haljina
Iz crne duge dolazim
Molim se za miran put
Moram da te uhvatim.

Ti znas da sam pakao
Zalijepio na zidove
Na hladne male crvene
Tapeta.",Nema nje (zauvijek),https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/nema-nje-zauvijek.html,Psihomodo Pop,Nema Nje (Zauvijek),2:44,Godina Zmaja,,Neven Kepeski,Davor Gobac,nan-Godina Zmaja/nan-Best Of/2015.0-Original Album Collection/2020.0-Greatest Hits Collection
21,zdPtejCw_1_21,Psihomodo Pop,Psihomodo Pop,Ona ludo pati,4311,"Kisno je vrijeme
kisa pada k'o da
nikad nece stati
oblaci su nisko
ona ludo pati

Stvari joj se sele
ona guta kolace
i cita prljave
francuske novele
i nikad nece stati
ona ludo pati

Ref.
Ona ludo pati
u casu depresije
bjeze joj kolaci
da se ne samoubije
ona ludo pati
ona ludo pati

Oblaci su nisko
zasto ne idemo u disco
ona guta tablete
odselila kod tete
i nikad nece stati
ona ludo pati

Ref.","https://tekstovi.net/2,733,47216.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/ona-ludo-pati-24628.htm,Ona ludo pati,,,,,,,,,Psihomodo Pop,Ona Ludo Pati,,Ćiribu Ćiriba,,,Neven Kepeski,nan-Ćiribu Ćiriba/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
22,zdPtejCw_1_22,Psihomodo Pop,Psihomodo Pop,Ona odlazi,1122,"Mala odlazi, nebo se rusi
razbijam prozore u plavom oblaku dima
putujem kroz gradove razne

Mala odlazi, taksi dolazi
ona ulazi u plavom oblaku dima
kao duga, topla zima u bojama
 
Ref. 2x
Ona odlazi
ona odlazi
ona odlazi u Amsterdam

Mala odlazi, vrijeme je stalo
vrtni patuljak suti u plavom oblaku dima
kao nekada u pricama, u bojama

Ref. 2x","https://tekstovi.net/2,733,57357.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/ona-odlazi-21624.htm,Ona odlazi,,,,,,"Mala odlazi
Nebo se ruši
Razbijam prozore
U plavom oblaku dima
Putujem kroz gradove razne.

Mala odlazi
Taksi dolazi
Ona ulazi
U plavom oblaku dima
Kao duga topla zima u bojama.

Ona odlazi
Ona odlazi
Ona odlazi u Amsterdam.

Mala odlazi
Vrijeme je stalo
Vrtni patuljak šuti
U plavom oblaku dima
Kao nekada u pričama, u bojama.",Ona odlazi,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/ona-odlazi.html,Psihomodo Pop,Ona Odlazi,4:08,Sexy Magazin / Ona Odlazi,1990.0,,,1990.0-Sexy Magazin / Ona Odlazi/nan-Sexy Magazin/1993.0-Mix - 93/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
23,zdPtejCw_1_23,Psihomodo Pop,Psihomodo Pop,Ona vristi da voli me,303,"Dobro znam da voli me
zbog mene guta pilseve
ne bih prstom maknuo zbog nje
pa, porazbijat ce mi sajbe sve

Ref.
Svaki put kad sretnem je
pokusavam se razrijesiti nje
ona vristi da voli me
a ja urlam ne, ne, ne
 
Dobro znam da voli me
zbog mene guta pilseve
zbog mene nosi najlonke
oblaci prozirne majice

Oo, oo ali ipak, volim je

Ref.

Oo, oo
ali ipak, volim je","https://tekstovi.net/2,733,62499.html",,,,,,,,,,,,,,,,,,,Psihomodo Pop,Ona Vrišti Da Voli Me,3:03,Godina Zmaja,,Saša Radulović,Davor Gobac,nan-Godina Zmaja/nan-ZG Rock Forces Live!/1990.0-Briljant Video-Pop/1990.0-Briljant Video-Pop/1993.0-Mix - 93/nan-Best Of/2007.0-The Ultimate Collection/2015.0-Original Album Collection
24,zdPtejCw_1_24,Psihomodo Pop,Psihomodo Pop,Osjecam se haj,1375,"Imao sam prijatelja 
kojeg je stalno bolila
glava svaki dan 
bio je jako pametan

Jednog se jutra probudio
jako je oglupio
u glavi mu je zujalo 
prijatelj je vristao
 
Ref. 4x
Osjecam se haj
mozak bye, bye

Zivot je opet bio lijep
njegov je opet cijeli svijet
nasao je pravi put, yeah
bio je potpuno sretan i glup
osjecao se haj, haj

Ref. 4x","https://tekstovi.net/2,733,57358.html",,Osjećam Se Haj,I'm Feeling High,,"Imao sam prijatelja
1
Kojeg je stalno bolela glava
Svaki dan
Bio je jako pametan. Jednog se jutra probudio
Jako je oglupio
Kroz glavu mu je zujalo
Prijatelj je vrištao. Osjećam se haj
Mozak baj baj. Život je opet bio lijep
Njegov je opet cijeli svijet
Našao je pravi put jea
Bio je potpuno sretan i glup
Osjećao se haj (haj). Osjećam se haj
Mozak baj baj. Osjećam se haj
Mozak baj baj. Osjećam se haj
Osjećam se haj
Mozak baj baj
Haj, haj, osjećam se haj
Haj, haj, osjećam se haj
Haj, haj, mozak baj baj
Haj, haj, mozak baj baj","I had a friend
Whose head ached constantly
Every day
He was very clever. He woke up one morning
And has grown very stupid
There was buzzing through his head
Friend was screaming. I'm feeling high,
Bye-bye brain!. The life was lovely again
The whole world is his anew
He found the right way, yeah
He was completely happy and brainless
He was feeling high (high). I'm feeling high,
Bye-bye brain!. I'm feeling high,
Bye-bye brain!. I'm feeling high,
I'm feeling high,
Bye-bye brain!
High, high, I'm feeling high,
High, high, I'm feeling high,
High, high, bye-bye brain,
High, high, bye-bye brain!",https://lyricstranslate.com/en/osje%C4%87am-se-haj-im-feeling-high.html,['Psihomodo Pop'],https://diskografija.com/pjesma/osjecam-se-haj-5387.htm,Osjećam se haj,,,,1995 - Unpljugd - unplugged,2007 - Tulum za dušu Vol. 5 - unplugged,"Imao sam prijatelja
Kojeg je stalno bolela glava
Svaki dan
Bio je jako pametan

Jednog se jutra probudio
Jako je oglupio
Kroz glavu mu je zujalo
Prijatelj je vrištao

Osjećam se haj
Mozak baj baj

Život je opet bio lijep
Njegov je opet cijeli svijet
Našao je pravi put jea
Bio je potpuno sretan i glup
Osjećao se haj

Osjećam se haj
Mozak baj baj",Osjećam se haj,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/osjecam-se-haj.html,Psihomodo Pop,Osjećam Se Haj,,Unpljugd,,,,nan-Unpljugd/2004.0-Tekućih 20/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
25,zdPtejCw_1_25,Psihomodo Pop,Psihomodo Pop,Pinokio,13313,"Ona zivi s druge strane moje ulice
ona vodi zvijer na drugom kraju uzdice

Ne zelim biti tupi kut
zelim naci pravi put
do njenog kreveta
do njenog kreveta
 
Ref.
Pinokio, ne skidaj gacice
nije potrebno, moj mali lazljivce
Pinokio, moj mali prascicu
ne skidaj gacice, siljati nosicu

Ja sam njen Pinokio
ja sam se zaljubio
za nos bi me drzala
i ovako bi govorila

Ref.

","https://tekstovi.net/2,733,10202.html",,,,,,,,['Psihomodo Pop'],https://diskografija.com/pjesma/pinokio-5374.htm,Pinokio,,,,,,"Ona zivi s druge strane moje ulice
Ona vodi zvijer na drugom kraju uzdice
Ooh yeah yeah yeah.

Ne zelim biti tupi kut
Zelim naci pravi put
Do njenog kreveta
Do njenog kreveta
Ooh yeah yeah yeah.

Pinokio
Ne skidaj gacice
nije potrebno
Moj mali lazljivce
A je, a je.

Pinokio
Moj mali prascicu
Ne skidaj gacice
Siljati nosicu
A je, a je, a je.

Ja sam njen Pinokio
Ja sam se zaljubio
Za nos bi me drzala
I ovako bi govorila.",Pinokio,https://cuspajz.com//tekstovi-pjesama/pjesma/psihomodo-pop/pinokio.html,Psihomodo Pop,Pinokio,3:34,Sexy Magazin,,,,nan-Sexy Magazin/1995.0-Pinokio / Starfucker/nan-Unpljugd/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/nan-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
