,Song_ID,Song,Lyrics
0,CXljSNTE_1_0,Cijeli zivot njeno ime,"Zabranit cu sviracima, da spominju njeno ime, sto diraju uspomene, a ona je sada s njime. Cijeli zivot njeno ime, sto tambura ima s time, zasto zica mora znati, sto ce dusu rasplakati. Zabranit cu sokacima, da o meni vode brigu, ja sam gazda svog zivota, al' mi fali ta ljepota. Oprosti mi dragi Boze, tu si ljubav meni dao, sad nocima krivim sebe, sto ju nisam sacuvao"
1,CXljSNTE_1_1,Crne oci,"Crne oci dobro vide, di u mraku dvoje side. Jedno drugom progovara, di je nasa ljubav stara. Momak veli jaoj meni, nece babo da me zeni. A djevojka jaoj meni, nece mama da me spremi. Ako nece spremit mama, spremit cu se ja i sama. Pa cu poci za dragana, s njim cu zivit nevincana. Pa cu poci na kraj svijeta, gdje me moja ljubav ceka"
2,CXljSNTE_1_2,Di se skrila Slavonija,"Mladosti šorovi puni. Kad dođe vrijeme snjegova. Srce se dječaka puni. Kad krene priča djedova. Spominjo vojske i fronte. Žerave, kirbaj, cigane. Špricere pred fajronte. Trinkgelda pune tambure. Špricere pred fajronte. Trinkgelda pune tambure, ... Vozio bečku gospodu. Fijaker zorom glancao. A cura za svaku zgodu. Ko da ih putom štancao. Šolja od glave do pete. I ajncug ako zatreba. Stigle ga šezdesete. Ostao baja do kraja. Stigle ga šezdesete. Ostao baja do kraja. ... Di se skrila Slavonija. Koju volim ja. Zemlja naših djedova. Bilo ruva, bilo kruva. Bilo zlata i dukata. Pod pendžerom pjesma bećarska. Naša slavonska"
3,CXljSNTE_1_3,Duša bećarska,"U večeri rane šorom šetam sam, Da sam život potrošio, to ja dobro znam, Što zapio, što na kartam' novce gubio. Zarasle mi njive, prazni ambari, Svakog dana noć me tjera birtiji, E ko li je izmislio, grom ga ubio. Moja duša bećarska smirit' se ne želi, A tijelo mi već umorno od duše se dijeli, I sve da će sutra svanut' sudnji dan, Lumpat će do jutra duša bećarska. Ženio se nisam, a ljubljah puno žena. Svugdje me je bilo, a nigdje me nema. Osim čaše i birtije ništa moje nije. Moja duša bećarska smirit' se ne želi, A tijelo mi već umorno od duše se dijeli, I sve da će sutra svanut' sudnji dan. Lumpat će do jutra duša bećarska."
4,CXljSNTE_1_4,"Ej, da je kao nekad","Ovu pjesmu ti pjevam, stari prijatelju moj. Lutam našim sokakom i sijećam se odlazka tvog. Ej, da je kao nekad da čuješ tambura zvon. Ovu pjesmu ti pjevam, stari prijatelju moj. Jesenje kiše su skrile suzu u oku mom. A tebe još uvijek nema, stari prijatelju moj. Godine duge su prošle k'o Sava što teče svoj tok. A ja još uvijek lutam i nadam se povratku tvom"
5,CXljSNTE_1_5,"Ej Kato, moje zlato","Kad se samo sjetim tvoga lica rumena. Od miline rastopi se duša bećarska. Ej Kato, moje zlato sjedi do mene. Ej da bećarsko srce ne vene. Ej Kato, moje zlato sjedi do mene. Ej da bećarsko srce ne vene. Zbog nje me majka stara stalno karala. Mani se je, sve je sine momke varala. Kad u jutro zorom rano kući idem ja. Od ljubavi, i od vina, duša umorna."
6,CXljSNTE_1_6,Ispod mjeseca,"Ispod mjeseca samuje moj sor, sam bez pjesama, taji moju bol. Ej sorovi moji dugacki, jos na vama zive snovi momacki, ej sorovi moji siroki, poznaju moj korak, vasi drumovi. Ispod mjeseca tuga stanuje, srce becarsko soru priznaje. Ispod mjeseca nekad ljubio, zora svanula, sve izgubio"
7,CXljSNTE_1_7,Ja se vozim brzo,"Ja se vozim brzo, brzo kroz nas kraj, dosla je policija, stop zaustavljaj. Ej, haj, bas vas briga, auto je moja briga, daj naplati kaznu, da se vozimo. Imam novi auto, koji dobro juri, pita me policija, kuda ti se zuri. Nisam gledo na njih, na njih pokraj puta, vozio sam bezbrizno, samo nek se luta. Ja se vozim brzo, brzo kroz nas kraj, dosla je policija, stop zaustavljaj. Bas me briga za to, vozim svoje zlato, pa nek platim na to, kaznu ili dv'je"
8,CXljSNTE_1_8,Kad procvatu jabuke,"Kad procvatu u proljeće jabuke, ja se sjetim, jedne divne djevojke. Znaš li, majko, da je bila, ljepša nego bajna vila, kao bijeli golubi, tako smo se voljeli. Jednog dana, šetali smo livadom, gledali se zaljubljenim pogledom. Kad je ona zaplakala, sto mi poljubaca dala, i od tad je otišla, za drugog se udala. Mili Bože, zašto si me stvorio, što me nisi, u kamen pretvorio. Kad mi duša krije tugu, pa ne mogu voljet' drugu, a srce mi boluje, moram živjeti bez nje"
9,CXljSNTE_1_9,"Kad sam trijezan, svašta govorim","Kad sam trijezan svašta govorim, da te mrzim, da te ne volim, al' me srce k tebi vuče, pa prođem kraj tvoje kuće, svaki puta kad se napijem. I ne znam što me više ubija, vino il' rakija, ja ništa ne znam, ali jasno je, više te volim kada malo popijem. Kad sam trijezan, ljutit, pričat' znam, da te neću, da te ne trebam, a dao bi' sve što imam, kad me krene, kad sam pijan, pustit' srcu nek' ti govori.  Kad sam trijezan svašta govorim"
10,CXljSNTE_1_10,Ledina,"Siromah sam od kad pamtim, pratila me nevolja, uzeli mi svo imanje, osta' samo ledina, a nju ne dam, ne prodajem, ona mi je jedina. Ledinu mi ostavili, stari roda ponosna. Bogom su me zaklinjali, da je ne dam nikada, da je cuvam, volim, branim, ona mi je jedina. Zbog nje su me na sud dali, u okove bacili, a sad tudje nebo gledam, sanjam svoju ledinu, al' ne dajem, ne prodajem, ljubav moju jedinu. Cuva moje odavnina, to je nasa ledina"
