,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Aranžman_diskografija
20,b1GNJHQO_1_20,Leteći Odred,Leteći Odred,Ljubav nije matematika,45311,"Zajasi srecu
k'o Totti na lopti
eksplodirat cu 
u tvojoj ljepoti

Nama je lijepo
i ne trebam ti reci 
ne gledaj slijepo 
u ljubavi i sreci 
 
Ref.
Jer ljubav nije matematika
i nije vazna razlika
u godinama sto su izmedju nas

Gledaju nas ispod oka
gle mladji frajer i starija koka
ne govori za vezu da je spas


Zabrijat cu s tobom
bez obzira sto ce
pricati o tom
da smo zabranjeno voce

Nama je lijepo
i ne trebam ti reci
ne gledaj slijepo
u ljubavi i sreci 

Ref.

I vazna razlika u godinama
jer ljubav nije matematika

Nama je lijepo
i ne trebam ti reci
ne gledaj slijepo
u ljubavi i sreci 

Ref. 2x
Ref.

Ljubav nije matematika
i nije vazna razlika
(3x)","https://tekstovi.net/2,480,24636.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/ljubav-nije-matematika-11036.htm,Ljubav nije matematika,,,,,,
21,b1GNJHQO_1_21,Leteći Odred,Leteći Odred,Mozda postanemo bolji ljudi,598,"Jos mi je srce na cesti, bez kofera putujem
sve sto govore vijesti, ne vjerujem
mozda je sudbina htjela, da dozivis ovaj pad
svijetlo na kraju tunela, vidis li sad

Ref. 2x
Ja vjerujem u nas da bit ce dobro sve
samo uvijek ti tu kraj mene budi
pa pronadjemo lijek za ljubav zauvijek
mozda postanemo i bolji ljudi
 
Vrijeme nas lagano mrvi, tebi sam vjeran ko pas
al' necu pucati prvi, ja pustit cu glas
mozda je sudbina htjela, da dozivis ovaj pad
svijetlo na kraju tunela, vidis li sad

Ref. 3x","https://tekstovi.net/2,480,63170.html",,,,,,,,,,,,,,,,
22,b1GNJHQO_1_22,Leteći Odred,Leteći Odred,Mozes ti sve sto hoces,38062,"Sve sto mi treba to je ljubav
sve sto mi treba
 mislio sam da si samo ti
al' ti si kao leptir bila
i previse ruza htjela si ti omirisati

Da otkinem opet
treba mi malo
al' sebi kazem
nemoj budalo
 
Ref.
Mozes ti sve sto hoces
dozvati kisu s neba
glumiti da me volis
kad ti treba

Mozes ti sve sto hoces
bosa po vatri proci
ali da mene vratis
neces moci, to neces moci

Sve sto mi treba to je ljubav
ma sve sto mi treba 
mislio sam da si samo ti
bio sam naivan k'o dijete
kad pomislio sam da zauvijek ce tako ostati

Ref. 2x","https://tekstovi.net/2,480,33138.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/mozes-ti-sve-sto-hoces-15908.htm,Možeš ti sve što hoćeš,['Denis Dumančić'],"['Denis Dumančić', 'Faruk Buljubašić Fayo']",2012 - Vrući ljetni hitovi 2012,2013 - Agent za ljubav,,['Denis Dumančić']
23,b1GNJHQO_1_23,Leteći Odred,Leteći Odred,Na kraju balade,11687,"Dosao sam ove noci
misleci da bol ce proci
ako jednom vama priznam sve

Gdje ste sada prijatelji
tuzni dani su me uhvatili
i sad me casa nece pustiti
 
A trebam vase rjeci, lice
k'o za Bozic prskalice
i samo jednu Slavonsku za kraj

Ref. 2x
A na kraju balade
kad svira violina
ja krenem gdje su moja plamena
i pricu nasih sudbina

A kada zadnji dan nam dodje
svako svojoj kuci podje
a gde je moja kad oteli su je

Sjetite se gde smo bili
od drugih smo suze krili
i do jutra se dobro napili

A dosao sam ove noci
misleci da bol ce proci
ako jednom vama priznam sve

Ref. 3x

A na kraju balade
kad svira violina
ja krenem gdje su moja plemena
Slavonske pjesme i vina","https://tekstovi.net/2,480,20651.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Leteći Odred'],https://diskografija.com/pjesma/na-kraju-balade-151.htm,Na kraju balade,,,,,,
24,b1GNJHQO_1_24,Leteći Odred,Leteći Odred,Neka veselo je (a svijet moze i propasti),8969,"Volio bih imat jednu pjesmu narodnu
Kada izadjem na stage da mi ljudi zapljescu
iako sam glup, a to mi nije vazno 
bitno mi je samo da mi ljudi pljescu snazno
bitno mi je samo da se pjesma rimuje

Ljeti mi je vruce, a ljeti rado ljetujem
zimi mi je hladno, a zimi rado zimujem
u dzepu puno para,  jedino je vazno
bitno mi je samo da mi ljudi pljescu snazno 
bitno mi je samo da se pjesma rimuje
 
Ref.
I neka veselo je dok se pije, dok se casti
neka veselo je, a svijet moze i propasti
ma, ma, ma neka veselo je dok se pije, dok se casti
i neka veselo je, a svijet moze i propasti

Zelio bih jednog dana otici u Toniku
ako svima budem dobar bit cu i na radiju
mene kriticari pljuju, a to mi nije vazno
bitno mi je samo da mi ljudi pljescu snazno
bitno mi je samo da se pjesma rimuje

Ref.

Ref.","https://tekstovi.net/2,480,24634.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/neka-veselo-je-a-svijet-moze-i-propasti-154.htm,Neka veselo je (a svijet može i propasti),,,,,,
25,b1GNJHQO_1_25,Leteći Odred,Leteći Odred,Nizem dane,144,"Cekaj, biseru mog oka
rano preduboka, cekaj samo cas
da ti kazem, nisam vise isti poslije nas

Stani, stani mi na megdan
da ti srce predam
stani samo tren, da ti kazem 
jos sam isto u tebe zaljubljen
 
Ref.
Nizem dane, a u svakom si od njih
k'o medalje mojih snova propalih
godine mi se za srce lijepe samo

Nizem dane, a u svakom si od njih
k'o medalje mojih snova propalih
ja bih da sam gdje si povedi me tamo
stara rano

Sve sto, sve sto sada zelim
nije da te dijelim
da si s drugim sad
jos za tebe srusio bih ovaj grad

Ref. 2x","https://tekstovi.net/2,480,64452.html",,Nižem dane,I Line The Days,,"Čekaj biseru mog oka
1
rano preduboka
čekaj samo čas
da ti kažem
Nisam više isti
poslije nas. Stani stani mi na megdan
da ti srce predam
stani samo tren
da ti kažem
Još sam isto
u tebe zaljublje. Refren
Nižem dane a u svakom si od njih
ko medalje moji snova propali
godine mi se za srce lijepe samo. Nižem dane a u svakom si od njih
ko medalje moji snova propali
ja bih da sam gdje si
povedi me tamo stara rano. Sve što
sve što sada želim
nije da te dijelim
da si s drugim sad
još za tebe srušio bih
ovaj grad. Stani stani mi na megdan
da ti srce predam
stani samo tren
da ti kažem
Još sam isto
u tebe zaljublje. Refren 2x
Nižem dane a u svakom si od njih
ko medalje moji snova propali
godine mi se za srce lijepe samo. Nižem dane a u svakom si od njih
ko medalje moji snova propali
ja bih da sam gdje si
povedi me tamo stara rano. Tekst pjesme Leteci odred - Nizem dane. Contact Us
Home
Tekst Pjesme
Biografije
Video
Zaštita autorskih prava
Desktop view","Wait, pearl of my eye
My wound too deep
Wait for just a moment
I'm not the same
After us. Stop, stand on a battlefield with me
So I would surrender my heart to you
Stop for just a moment
So I can tell you
I'm still in love with you
The same way. (Chorus)
I line the days, you're in each one of them
Like medals of my broken dreams
Years just keep sticking to my heart. I line the days, you're in each one of them
Like medals of my broken dreams
I wish I was where you are
Take me there, my old wound. All I
All I wish now is
Not to share you
For you to be with someone else now
I would still knock this town
Down for you. Stop, stand on a battlefield with me
So I would surrender my heart to you
Stop for just a moment
So I can tell you
I'm still in love with you
The same way. (Chorus)
I line the days, you're in each one of them
Like medals of my broken dreams
Years just keep sticking to my heart. I line the days, you're in each one of them
Like medals of my broken dreams
I wish I was where you are
Take me there, my old wound. .................... ........
......
...........
........",https://lyricstranslate.com/en/ni%C5%BEem-dane-i-line-days.html,,,,,,,,,
26,b1GNJHQO_1_26,Leteći Odred,Leteći Odred,Non stop,154,"Sve mi je ravno odavdje pa do
sve dok me netko ne stjera u kut
bilo je dobro, sad mi je bolje
ne moram vecerati svaki put

Ne volim smedje, ne volim bijelo
ne volim kad me zakljucavaju
zeleno volim u tvojem oku
uh sto voli tvoje zeleno
 
Ref. 2x
Ljubav daj, daj mi daj
ja zelim non stop, non stop
biti haj haj haj
jer zelim non stop, non stop

Sjednem otraga na zadnje mjesto
ne volim one sto se guraju
jos samo ljubav uzimam cesto
velike doze koje furaju

Ref. 2x

Ref. 2x

Jer zelim non stop, non stop","https://tekstovi.net/2,480,64810.html",,,,,,,,,,,,,,,,
27,b1GNJHQO_1_27,Leteći Odred,Leteći Odred,Od Prevlake do Dunava,37787,"Mozda ono nije bio vjetar
mozda tako moje srce dise 
a u njenom da li igdje pise 
i da li se prisjeca kako izgledam

Nije meni sto ja sada patim
mozda uvijek sve na kraju tako bude
vec je meni sto mi drugi sude 
i sto se trude da lose izgledam
 
Ref. 2x
Sto se dobro mala ljubila
usnama k'o ranim tresnjama 
od Prevlake pa sve do Dunava 
ljubiti me nije prestala

Ref. 3x","https://tekstovi.net/2,480,5179.html",Igor Kotal,Od Prevlake do Dunava,From Prevlaka* to the Danube,,"Mozda ono nije bio vjetar
1
mozda tako moje srce dise
a u njenom da li igdje pise
i da li se prisjeca kako izgledam. Nije meni sto ja sada patim
mozda uvijek sve na kraju tako bude
vec je meni sto mi drugi sude
i sto se trude da lose izgledam. Ref. 2x
Sto se dobro mala ljubila
usnama k'o ranim tresnjama
od Prevlake pa sve do Dunava
ljubiti me nije prestala. Ref. 3x","Maybe that wasn't a wind
Maybe my heart breathes like that
and does it say does she remember
how I look in her heart. I don't mind that I suffer now
Maybe everything on the end is like that
I mind others to judge me
and try me to look bad. Chorus 2x
How good did babe kiss
with her lips like with early cherries
She didn't stop to kiss me
from Prevlaka all to the Danube. Chorus 3x",https://lyricstranslate.com/en/od-prevlake-do-dunava-prevlaka-danube.html,['Leteći Odred'],https://diskografija.com/pjesma/od-prevlake-do-dunava-158.htm,Od Prevlake do Dunava,,,1996 - Od Prevlake do Dunava,2013 - Bolji nego ikad - Mejaši,,
28,b1GNJHQO_1_28,Leteći Odred,Leteći Odred,Pjevaj kao ja,6960,"Pjevaj kao i ja
ja cu kao i ti
daj mi ruku sad

Mora da su prosle godine
jer osjecam se umoran
imam oci ali ne gledam
jer oci su mi sklopljene
 
Moja cesta ima put
i ne vraca se nikada
tako je ova cesta daleka
i mnogo nogu je gazilo nju

Ref. 2x
Pjevaj kao i ja
ja cu kao i ti
daj mi ruku sad
ispod neba smo
istog stvoreni
svirajmo istu stvar

Mora da su prosle godine
jer pomalo smo umorni
kada pojave se oblaci
noge me vise lako ne nose

Ref. 3x","https://tekstovi.net/2,480,18163.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/pjevaj-kao-ja-2738.htm,Pjevaj kao ja,,,,,,
29,b1GNJHQO_1_29,Leteći Odred,Leteći Odred,Posteno do kraja,876,"Jos samo jedan krug 
i taj ringispil ce stati
sto nas vrti sad

Bio kratak ili dug
zivot nase zelje prati 
kad gledam unazad
 
Moras biti malo krut
moras biti malo lud
moras biti
sve sto nisi htio biti

Ref.
Ni zlato ni blato
izmedju negdje zivim
nit' gorim nit' se borim
niti se cemu divim

Ni zlato ni blato
daj mi malo svoga sjaja 
jer rodjen sam za to 
da zivim posteno do kraja
da zivim posteno do kraja

Samo jos jedan dan
da vidim sve sto zelio sam
svijet je divna stvar

Sanjam da dodje i taj dan 
da ne radim od osam
dijete da sam bar

Ref. 3x","https://tekstovi.net/2,480,56740.html",,,,,,,,,,,,,,,,
30,b1GNJHQO_1_30,Leteći Odred,Leteći Odred,Priznajem,14966,"Ja od tebe nista ne trebam
samo nestajem, samo propadam
svidjelo se tebi ili ne
danas odlazim medju oblake

Potrebno je malo zacina
da se zivot moj ljepsim pricini
potreban je korak ili dva
da te prebolim, da zaboravim
 
Ref. 2x
Priznajem da mi ne ide, o, o
i naglas kazem gaduro, uh, sto volim te

Sve me na tebe podsjeca
da mi lakse je, nije istina
lazem ako kazem da me bol 
je napustila, da se ne vraca 

Ref. 4x","https://tekstovi.net/2,480,24558.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/priznajem-1532.htm,Priznajem,,,,,,
31,b1GNJHQO_1_31,Leteći Odred,Leteći Odred,Pusti sada price,15487,"Pusti sada price, sto me se to tice
kada vise nisam tvoj

Nije moja draga vise ona koja 
mi je srce slomila
jer ja vise necu da joj kvarim srecu
da je pitam gdje je bila
kada znam da ga je ljubila
i to reci cu joj ja
 
Ref.
Pusti sada price, sto me se to tice
kada vise nisam tvoj
nisam ja od juce, znam ja kako tuce
tvoje srce lazljivo

Evo tebi, Boze, ove suze moje
vise ne trebaju mi
jer ja vise necu da joj kvarim srecu
suze ne trebaju mi
nemam za koga plakati
i to reci cu joj ja

Ref. 4x

","https://tekstovi.net/2,480,19010.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/pusti-sada-price-163.htm,Pusti sada priće,,,,,,
32,b1GNJHQO_1_32,Leteći Odred,Leteći Odred,Sanjao sam moju Ruzicu,95497,"Sanjao sam moju Ruzicu
palila me je ko sibicu
sanjao sam ruke njene
da je sada pored mene
gorio bi kao vatra olimpijska

Pisao sam mojoj Ruzici
a u pismu marke, dolari
dao bi joj sve najbolje 
ma samo nek je dobre volje
ne bi vise tuzan bio ja
 
Ref.
Pjevali smo stare pjesme
radili i sto se ne smije
ali nikad nismo varali

Voljeli smo staro mjesto
odlazili tamo cesto
gdje smo prvi put se ljubili

Sanjao sam miris kestena
na papiru tajna pisana
sanjao sam miris zime
a na usni njeno ime 
nikad vise necu reci ja

Jer pisala je meni Ruzica
mogu ja bez tvojih dolara
ma trebaju mi ruke radi
da me griju kad zahladi
udala se moja Ruzica

Ref.

Ref. 2x","https://tekstovi.net/2,480,5647.html",Denis Dumancic,Sanjao sam moju Ružicu,I've dreamt about my Rose,Kuda ide ovaj vlak,"Sanjao sam moju Ružicu
1
palila me je ko šibicu
sanjao sam ruke njene
da je sada pored mene
gorio bi kao vatra olimpijska. Pisao sam mojoj Ružici
a u pismu marke dolari
dao bih joj sve najbolje
samo nek' je dobre volje
ne bi više tužan bio ja. Pjevali smo stare pjesme
radili i što se ne smije
ali nikad nismo varali. Voljeli smo staro mjesto
odlazili tamo često
gdje smo prvi put se ljubili. Sanjao sam miris kestena
na papiru tajna pisana
sanjao sam miris zime
a na usni njeno ime
nikad više neću reći ja. Jer pisala je meni Ružica
mogu ja bez tvojih dolara
al' trebaju mi ruke radi
da me griju kad zahladi
udala se moja Ružica. Pjevali smo stare pjesme
radili i što se ne smije
ali nikad nismo varali. Voljeli smo staro mjesto
odlazili tamo često
gdje smo prvi put se ljubili","I've dreamt about my Rose
she was setting me on fire like a match
I've dreamt about her arms,
if she was now beside me,
I would burn like an Olympic fire.. I wrote to my Rose
and in letter there were marks, dollars.
I would give her anything
just to keep her in good mood
And then I woludn't be sad anymore.. We were singing the old songs,
we were doing what we're not supposed to do
but we never cheated.. We loved the old place
and went there often
where we kissed for the first time.. I've dreamt about the smell of chestnuts
on the paper secret is written
I've dreamt about the smell of winter
and her name was on my lips
I will never say it again.. Cause Rose wrote to me
""I can do without your dollars
but I need your hands to
keep me warm when it gets cold""
My Rose married.. We were singing the old songs,
we were doing what we're not supposed to do
but we never cheated. We loved the old place
and went there often
where we kissed for the first time.",https://lyricstranslate.com/en/sanjao-sam-moju-ru%C5%BEicu-ive-dreamt-about-my-rose.html,['Leteći Odred'],https://diskografija.com/pjesma/sanjao-sam-moju-ruzicu-166.htm,Sanjao sam moju Ružicu,,,,,,
33,b1GNJHQO_1_33,Leteći Odred,Leteći Odred,Studeni (feat. Kiki Rahimovski),79085,"Otvorit cu srce danas
i naruciti jednu za nas
bolje biti pijan ovu noc

Otkrit cu tebi tajnu 
imao bi ljubav sjajnu 
da sam mogao do njenog srca doc
 
Naruci mi jednu pjesmu ljubavnu
sto govori o njoj
o, ou, prijatelju moj

Ref.
Studeni je 
i hladni vjetrovi bez ljubavi 
do kosti ulaze
al' nema 'ko da ih zaustavi
studeni je i kisi mi do neba
jer ona koju volim
samo nje mi nema

Otada imam tesku
na srcu jednu gresku
ne pomazu nista doktori

Crvene, a ni bijele
pilule me ne vesele
kao sto ona mogla je

Ref. 3x","https://tekstovi.net/2,480,28887.html",,Studeni,,100 godina,"Otvorit ću srce danas
i naručiti jednu za nas
bolje biti pijan ovu noć. Otkrit ću tebi tajnu
imao bi ljubav sjajnu
da sam mogao do njenog srca doć. Naruči mi jednu pjesmu ljubavnu
što govori o njoj
o, ou, prijatelju moj. Refren
Studeni je
i hladni vjetrovi bez ljubavi
do kosti ulaze
al' nema 'ko da ih zaustavi
studeni je i kiši mi do neba
jer ona koju volim
samo nje mi nema. Otada imam tešku
na srcu jednu grešku
ne pomažu ništa doktori. Crvene, a ni bijele
pilule me ne vesele
kao što ona mogla je. Refren 3x",,https://lyricstranslate.com/en/kristijan-rahimovski-studeni-lyrics.html,"['Leteći Odred', 'Kristijan Rahimovski']",https://diskografija.com/pjesma/studeni-20135.htm,Studeni,,,,,,
34,b1GNJHQO_1_34,Leteći Odred,Leteći Odred,Suti,12617,"Kad slane suze peku oci lazljive
to su tek suze zene snalazljive
prognoze sve su tocne
to uvijek tako pocne
i tu su rijeci nemocne

Ref.
Suti, ne govori jer ne zelim znati
otkad nas nema, ko ti vrijeme krati
suti, ne pricaj mi, samo daj, navrati
al' suti da se uspomena ne vrati
 
Vec kasno je kada kola krenu nizbrdo
usne ti meke, srce je pretvrdo
i kako vrijeme tece
jos uvijek me presijece
kad cujem stope uvece

Ref.

Tu vise nema pomoci
to vrijeme proslo svrseno je
vratiti ga neces moci

Ref. 2x","https://tekstovi.net/2,480,23081.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Leteći Odred'],https://diskografija.com/pjesma/suti-168.htm,Šuti,['Denis Dumančić'],"['Denis Dumančić', 'Faruk Buljubašić Fayo']",2004 - Razglednice,2004 - Hrvatski Radijski Festival 2004,2004 - Hrvatski Radijski Festival 2004 - 24 najbolja,
35,b1GNJHQO_1_35,Leteći Odred,Leteći Odred,Svaki dan je s tobom poseban,19038,"Jutro uvijek bude pametnije
za ljude koji gledaju
malo lijevo, malo desno
ali uvijek otvorenih ociju

Puno je toga steceno kad je sve izreceno
sto covjek osjeca
rijecima se ljubav zaljeba
a hrabrim djelima te uvijek podsjeca 
 
Ref. 
Da svaki dan je s tobom poseban
jos uvijek samo ti si jedina
i samo ti najbolje u meni
jos mozes pronaci, o medena

Da svaki dan je s tobom poseban
jos uvijek samo ti si jedina
ja mijenjao te ne bi ni za sta
to ljubav je najveca

Jutro uvijek bude ljepse
kad se bude dvoje sto se vole
kad pripada ti cijelo, dusa, a i tijelo
prosli ljubavne smo skole

Ref. 2x","https://tekstovi.net/2,480,35247.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Leteći Odred'],https://diskografija.com/pjesma/svaki-dan-je-s-tobom-poseban-16751.htm,Svaki dan je s tobom poseban,['Denis Dumančić'],['Denis Dumančić'],,,,['Denis Dumančić']
36,b1GNJHQO_1_36,Leteći Odred,Leteći Odred,Veceras je duso rodjendan tvoj,55286,"Sve sto osjecam tebi rekao bi
pa nek rjeci izgore
na kog' te podsjecam sjetila se ne bi
jer me volis najvise

A kako dani prolaze
to me ne pitaj
oci same govore
suzama se opet ponadaj
 
Ref. 2x
Veceras je duso rodjendan tvoj
jos malo pjesma nasa ce proc'
vino i svjece, na stolu ruze dvije
a znam da ipak neces doc'

Gde god bila ti, nek ti je sa srecom
moja plava ljubavi
druzio sam se dugo sa nesrecom
tugu vise ne mjerim

A kako dani prolaze
to me ne pitaj
oci same govore
suzama se opet ponadaj

Ref. 2x","https://tekstovi.net/2,480,21099.html",,,,,,,,,,,,,,,,
37,b1GNJHQO_1_37,Leteći Odred,Leteći Odred,Volim te jos,5523,"Savrseno vidim sada 
koliko slijep sam bio tad
ti tako lijepa i tako mlada
 a ja sam bio samo kopile i gad

Za moju ljubav vise nisi
 a za mene samo ti si
 
Ref.
Da li znas da volim te jos 
i jos uvijek mislim na nas
da li znas da volim te jos 
i da ne mogu vise bez nas

Da li znas da volim te jos 
i jos uvijek mislim na nas
ne zaboravi da volim te jos 
i da ne mogu, ne mogu vise bez nas

Pare lako dusu kvare
 pricala si oduvijek
da ljubav necu kupit novcem
 pricala si necu moci ni za lijek

Ref. 2x","https://tekstovi.net/2,480,42804.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/volim-te-jos-16749.htm,Volim te još,['Denis Dumančić'],['Denis Dumančić'],,,,['Denis Dumančić']
38,b1GNJHQO_1_38,Leteći Odred,Leteći Odred,Vristao bih cijele noci,15309,"Zao mi je to sto sam mogao
sto sam tebi lagao 
dabogda si jezik pregrizao
a Bog je takve kaznio
sto nisu znali da
ljubav se ne kupuje za marke
 
Ma, ne, to nisu godine 
vec glava blesava sto me ne slusa

Ref.
I vristao bih cijele noci
jer bez tebe necu moci
ja do jutra trijezan ostati
a prodao bih foru staru
uspomene i gitaru
kad bih mogao te vratiti

Ma, zao mi je to sto sam mogao
sto sam tebi lagao
dabogda si jezik pregriazo
a Bog je takve kaznio
sto nisu znali da
ljubav se ne kupuje za marke","https://tekstovi.net/2,480,23587.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/vristao-bih-cijele-noci-176.htm,Vrištao bih cijele noći,,,,,,
39,b1GNJHQO_1_39,Leteći Odred,Leteći Odred,Zao mi je,18869,"Hej, nismo znali mi sto se dogodi
kad srce poludi pa se zaljubi
hej, kasno je za sve, sve je propalo
ljubavi ostalo ni za sake dvije

Ref. 2x
A zao mi je, zao mi
sto nismo ostali
samo stari
onako pravi prijatelji
 
Daj, pusti sada to rijeci utjehe
nekad nazovi me i ne zaboravi me
daj, ma neka bude kraj nismo prvi mi
a ni posljednji sto su se rastali

Ref. 2x

A kad me zivot upita
da li je moglo sretnije
da smo samo sreli se kasnije
bilo bi drukcije

Ref. 2x","https://tekstovi.net/2,480,20247.html",,,,,,,,['Leteći Odred'],https://diskografija.com/pjesma/zao-mi-je-177.htm,Žao mi je,,,,,,
40,b1GNJHQO_1_40,Leteći Odred,Leteći Odred,Zbog tebe bih ostavio druge,720,"Boli me, jos vise boljet ce
u meni ovaj tren zauvijek ostat ce
odlazim, a jos volim te
i zato ne pitaj koliko boli me

Ref.
Zbog tebe bi' sve ostavio druge
ako sam pogrijesio, kazni me
al' jednom reci bar ove noci tuzne
da l' bi zaplakala ti ako me ne bude
 
Oprosti ako sam te povrijedio
znaj da nikad nisam lose mislio
mozda sam i nekad drugu poljubio
ali tebe sam uvijek jedino volio

Ref. 3x

Da l' bi zaplakala ti ako me ne bude
ako me ne bude","https://tekstovi.net/2,480,57919.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Leteći Odred'],https://diskografija.com/pjesma/zbog-tebe-bih-ostavio-druge-178.htm,Zbog tebe bih ostavio druge,,,,,,
