Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate
CXljSNTE_1_0,Slavonske Lole,Slavonske Lole,Cijeli zivot njeno ime,11030,"Zabranit cu sviracima
da spominju njeno ime
sto diraju uspomene 
a ona je sada s njime

Ref. 2x
Cijeli zivot njeno ime
sto tambura ima s time
zasto zica mora znati
sto ce dusu rasplakati
 
Zabranit cu sokacima 
da o meni vode brigu
ja sam gazda svog zivota
al' mi fali ta ljepota

Ref. 2x

Oprosti mi dragi Boze
tu si ljubav meni dao
sad nocima krivim sebe
sto ju nisam sacuvao

Ref. 2x","https://tekstovi.net/2,532,35764.html",,,,,,,
CXljSNTE_1_1,Slavonske Lole,Slavonske Lole,Crne oci,27781,"Crne oci dobro vide
di u mraku dvoje side

Jedno drugom progovara
di je nasa ljubav stara

Momak veli - jaoj meni
nece babo da me zeni
 
A djevojka - jaoj meni
nece mama da me spremi

Ako nece spremit mama
spremit cu se ja i sama

Pa cu poci za dragana
s njim cu zivit nevincana

Pa cu poci na kraj svijeta
gdje me moja ljubav ceka","https://tekstovi.net/2,532,24576.html",,,,,,,
CXljSNTE_1_2,Slavonske Lole,Slavonske Lole,Di se skrila Slavonija,10669,"Mladosti sorovi puni
kad dodje vrijeme snjegova
srce se djecaka puni
kad krene prica djedova

Spominjo vojske i fronte
zerave, kirbaj, cigane
spricere pred fajronte
trinkgelda pune tambure
 
Ref.
Di se skrila Slavonija
koju volim ja
zemlja nasih djedova
bilo ruva, bilo kruva
bilo zlata i dukata
pod pendzerom pjesma becarska
nasa slavonska

Vozio becku gospodu
fijaker zorom glancao
a cura za svaku zgodu
ko da ih putom stancao

Solja od glave do pete
i ajncug ako zatreba
stigle ga sezdesete
ostao baja do kraja

Ref.","https://tekstovi.net/2,532,39711.html",,Di se skrila Slavonija,,Sve je ona meni,"Mladosti šorovi puni
Kad dođe vrijeme snjegova
Srce se dječaka puni
Kad krene priča djedova
Spominjo vojske i fronte
Žerave, kirbaj, cigane
Špricere pred fajronte
Trinkgelda pune tambure
Špricere pred fajronte
Trinkgelda pune tambure
.... Vozio bečku gospodu
Fijaker zorom glancao
A cura za svaku zgodu
Ko da ih putom štancao
Šolja od glave do pete
I ajncug ako zatreba
Stigle ga šezdesete
Ostao baja do kraja
Stigle ga šezdesete
Ostao baja do kraja. ...
Di se skrila Slavonija
Koju volim ja
Zemlja naših djedova
Bilo ruva, bilo kruva
Bilo zlata i dukata
Pod pendžerom pjesma bećarska
Naša slavonska",,https://lyricstranslate.com/en/slavonske-lole-di-se-skrila-slavonija-lyrics.html
CXljSNTE_1_3,Slavonske Lole,Slavonske Lole,Dusa becarska,34177,"U veceri rane sorom setam sam
da sam zivot potrosio, to ja dobro znam
sto zapio, sto na kartama novce gubio

Zarasle mi njive, prazni ambari
svakog dana noc me tjera birtiji
e ko li je izmislio, grom ga ubio
 
Moja dusa becarska smirit se ne zeli
a tijelo mi vec umorno od duse se dijeli
i sve da ce sutra svanut sudnji dan
lumpat ce do jutra dusa becarska

Zenio se nisam, a ljubljah puno zena
sugdje me je bilo, a nigdje me nema
osim case i birtije nista moje nije

Ref. 3x","https://tekstovi.net/2,532,39710.html",,Duša bećarska,A Batchelor's Soul,Ledina,"U večeri rane šorom šetam sam,
Da sam život potrošio, to ja dobro znam,
Što zapio, što na kartam' novce gubio.. Zarasle mi njive, prazni ambari,
Svakog dana noć me tjera birtiji,
E 'ko li je izmislio, grom ga ubio.. Moja duša bećarska smirit' se ne želi,
A tijelo mi već umorno od duše se dijeli,
I sve da će sutra svanut' sudnji dan,
Lumpat će do jutra duša bećarska.. Ženio se nisam, a ljubljah puno žena
Svugdje me je bilo, a nigdje me nema
Osim čaše i birtije ništa moje nije. Refren 3x
Moja duša bećarska smirit' se ne želi,
A tijelo mi već umorno od duše se dijeli,
I sve da će sutra svanut' sudnji dan
Lumpat će do jutra duša bećarska.","................... In the early evenings I walk the street alone,
That I spent my life, that I well know,
Whether by drinking, whether by losing money on gambling.. My fields covered by grass, empty barns,
Every day the night chases me off to the tavern,
Who ever invented it - may a thunder strike him!. (Chorus)
My batchelor's soul doesn't want to settle down,
And my body is tired, it's parting from the soul,
No matter if tomorrow was the judgement day,
The batchelor's soul will be partying till the morning.. I didn't get married, and I loved many women
I was everywhere, and I'm nowhere to be found
Except the glass and the tavern, nothing is mine.. (Chorus x3)",https://lyricstranslate.com/en/du%C5%A1a-be%C4%87arska-batchelors-soul.html
CXljSNTE_1_4,Slavonske Lole,Slavonske Lole,Ej da je kao nekad,4270,"Ovu pjesmu ti pjevam
stari prijatelju moj
lutam nasim sokakom
i sjecam se odlaska tvog

Ref. 2x
Ej da je kao nekad
da cujes tambura zvon
ovu pjesmu ti pjevam
stari prijatelju moj
 
Jesenje kise su skrile
suzu u oku mom
a tebe jos uvijek nema
stari prijatelju moj

Ref. 2x

Godine duge su prosle
ko Sava sto tece svoj tok
a ja jos uvijek lutam
i nadam se povratku tvom

Ref. 2x","https://tekstovi.net/2,532,35767.html",,,,,,,
CXljSNTE_1_5,Slavonske Lole,Slavonske Lole,"Ej, Kato, moje zlato",31050,"Kad se samo sjetim tvoga lica rumena
od miline rastopi se dusa becarska
2x

Ref. 2x
Ej, Kato, moje zlato, sjedi do mene
ej, da becarsko srce ne vene
 
Zbog nje me majka stara stalno karala
mani se je, sve je, sine, momke varala 
2x

Ref. 2x

Kad u jutro zorom rano kuci idem ja
od ljubavi i od vina dusa umorna
2x

Ref. 2x","https://tekstovi.net/2,532,15725.html",,,,,,,
CXljSNTE_1_6,Slavonske Lole,Slavonske Lole,Ispod mjeseca,3931,"Ispod mjeseca samuje moj sor
sam bez pjesama, taji moju bol

Ref. 2x
Ej sorovi moji dugacki
jos na vama zive snovi momacki
ej sorovi moji siroki 
poznaju moj korak, vasi drumovi
 
Ispod mjeseca tuga stanuje 
srce becarsko soru priznaje

Ref. 2x

Ispod mjeseca nekad ljubio
zora svanula, sve izgubio

Ref. 2x","https://tekstovi.net/2,532,36437.html",,,,,,,
CXljSNTE_1_7,Slavonske Lole,Slavonske Lole,Ja se vozim brzo,1994,"Ja se vozim brzo
 brzo kroz nas kraj
dosla je policija
 stop zaustavljaj

Ref. 2x
Ej, haj, bas vas briga
 auto je moja briga
daj naplati kaznu 
da se vozimo
 
Imam novi auto
 koji dobro juri
pita me policija
 kuda ti se zuri

Ref. 2x

Nisam gledo na njih
 na njih pokraj puta
vozio sam bezbrizno
 samo nek se luta

Ref.

Ja se vozim brzo
 brzo kroz nas kraj
dosla je policija
 stop zaustavljaj

Bas me briga za to
vozim svoje zlato
pa nek platim na to
kaznu ili dv'je","https://tekstovi.net/2,532,52899.html",,,,,,,
CXljSNTE_1_8,Slavonske Lole,Slavonske Lole,Kad procvatu jabuke,121150,"Kad procvatu u proljece jabuke
ja se sjetim
jedne divne djevojke

Znas li, majko, da je bila 
ljepsa nego bajna vila
kao bijeli golubi 
tako smo se voljeli
 
Jednog dana
setali smo livadom
gledali se zaljubljenim pogledom

Kad je ona zaplakala 
sto mi poljubaca dala 
i od tad je otisla 
za drugog se udala

Mili Boze, zasto si me stvorio
sto me nisi
u kamen pretvorio

Kad mi dusa krije tugu
pa ne mogu voljet' drugu 
a srce mi boluje 
moram zivjeti bez nje","https://tekstovi.net/2,532,26947.html",ivica pepelko,Kad procvatu jabuke,,Ledina,"Kad procvatu u proljeće jabuke
ja se sjetim
jedne divne djevojke. Znaš li, majko, da je bila
ljepša nego bajna vila
kao bijeli golubi
tako smo se voljeli. Jednog dana
šetali smo livadom
gledali se zaljubljenim pogledom. Kad je ona zaplakala
sto mi poljubaca dala
i od tad je otišla
za drugog se udala. Mili Bože, zašto si me stvorio
što me nisi
u kamen pretvorio. Kad mi duša krije tugu
pa ne mogu voljet' drugu
a srce mi boluje
moram živjeti bez nje",,https://lyricstranslate.com/en/slavonske-lole-kad-procvatu-jabuke-lyrics.html
CXljSNTE_1_9,Slavonske Lole,Slavonske Lole,"Kad sam trijezan, svasta govorim",2097,"Kad sam trijezan svasta govorim
da te mrzim, da te ne volim
al' me srce k tebi vuce
pa prodjem kraj tvoje kuce
svaki puta kad se napijem

Ref. 2x
I ne znam sto me vise ubija
vino il' rakija
ja nista ne znam, ali jasno je
vise te volim kada malo popijem
 
Kad sam trijezan, ljutit, pricat' znam
da te necu, da te ne trebam
a dao bi' sve sto imam
kad me krene, kad sam pijan
pustit' srcu nek' ti govori

Ref. 3x

Kad sam trijezan svasta govorim","https://tekstovi.net/2,532,55329.html",,"Kad sam trijezan, svašta govorim",,,"Kad sam trijezan svašta govorim
da te mrzim, da te ne volim
al' me srce k tebi vuče
pa prođem kraj tvoje kuće
svaki puta kad se napijem. Refren 2x
I ne znam što me više ubija
vino il' rakija
ja ništa ne znam, ali jasno je
više te volim kada malo popijem. Kad sam trijezan, ljutit, pričat' znam
da te neću, da te ne trebam
a dao bi' sve što imam
kad me krene, kad sam pijan
pustit' srcu nek' ti govori. Refren 3x. Kad sam trijezan svašta govorim",,https://lyricstranslate.com/en/slavonske-lole-kad-sam-trijezan-sva%C5%A1ta-govorim-lyrics.html
CXljSNTE_1_10,Slavonske Lole,Slavonske Lole,Ledina,15553,"Siromah sam od kad pamtim
pratila me nevolja 
uzeli mi svo imanje 
osta' samo ledina
a nju ne dam, ne prodajem
ona mi je jedina
 
Ledinu mi ostavili
 stari roda ponosna
Bogom su me zaklinjali 
da je ne dam nikada
da je cuvam, volim, branim
ona mi je jedina

Zbog nje su me na sud dali
u okove bacili
a sad tudje nebo gledam
sanjam svoju ledinu
al' ne dajem, ne prodajem
ljubav moju jedinu

Cuva moje odavnina
to je nasa ledina","https://tekstovi.net/2,532,36435.html",,,,,,,
CXljSNTE_1_11,Slavonske Lole,Slavonske Lole,Ljubavi moja jedina,10868,"Sto su noci bez pjesme i vina
sto bi bio zivot bez tebe
sretan sam duso sto te imam
sto te imam uvijek kraj sebe

Sto bi bile noci bez zvijezda 
i poljupci bez mjeseca
dok s tobom docekujem zore
ljubavi moja jedina
 
Ref. 2x
Ljubavi moja jedina 
samo ti si moja sudbina 
ti si mi dar od Boga 
voljet cu te duso do groba

Ref. 2x","https://tekstovi.net/2,532,35765.html",,,,,,,
CXljSNTE_1_12,Slavonske Lole,Slavonske Lole,Majko stara hvala ti za sve,2650,"Majko, zasto moras suze liti
zasto moras zabrinuta biti
zasto sjaje tvoje divne oci
kada cujes da cu tebi doci

Kada spomenes stare uspomene
tek tad vidim koliko nosis breme
tek tad vidim kako majka voli
jer se smijes i kad srce boli
 
Ref.
Majko stara hvala ti za sve
za sve sto si prosla zbog mene
oprosti za nanesene boli
znaj da tvoje dijete uvijek tebe voli

Koliko noci nisi spavala
dok si mene budna cekala
cekala si da se kuci vratim
sad kad cekam, mogu da te shvatim

Ref.","https://tekstovi.net/2,532,61553.html",,,,,,,
CXljSNTE_1_13,Slavonske Lole,Slavonske Lole,"Mjesece, bekrijo",15354,"Ej, u zoru sam sanak lijepi snio
ej, da sam, mila, pokraj tebe bio

Ref. 2x
Ej, mjesece, stara bekrijo
gdje si zoru sakrio
 
Ej, ljubim lice tvoje slatko milo
ej, izludi me tvoje mlado tilo

Ref. 2x

Ej, a u zoru sve se zarumeni
ej, samo zelja ostane u meni

Ref. 2x

Ej, mjesece, stara bekrijo
sto si zoru pustio
","https://tekstovi.net/2,532,15715.html",,,,,,,
CXljSNTE_1_14,Slavonske Lole,Slavonske Lole,Moj bagreme,18162,"Oj livado rosna travo
moj bagreme, e moj bagreme
pod tobom sam bidan spavo
patio zbog nje, patio zbog nje

Ref. 2x
Siri grane na sve strane
ne daj zori da osvane
da prebolim teske dane
i zalijecim srcu rane
moj bagreme, e moj bagreme
 
Zbog Cigana i zbog vina
moj bagreme, e moj bagreme
proklela me zla sudbina
sto cu ja bez nje
sto cu ja bez nje

Ref. 2x

Nek sve ide crnom vragu
moj bagreme, e moj bagreme
nac' cu sebi drugu dragu
mogu ja bez nje, mogu ja bez nje

Ref. 2x","https://tekstovi.net/2,532,36436.html",,,,,,,
