,Song_ID,Song,Lyrics
0,D7roOOt+_1_0,Tisuću razloga,"Puno i prazno sve do vrha, sve do dna, toplo i hladno, malo ti, a malo ja, vatra i voda, slatka laž, gorka istina, sve je to ljubav koju pronašla sam ja. Tisuću razloga za ljubav, tisuću razloga za smijeh, dok zatvaram oči, ja otkrivam novi svijet, . Tisuću razloga za svjetlost, tisuću razloga za mrak, ja sve više trebam te, udišem te kao zrak. Crno i bijelo, noćima i danima, ja tvoja sam luna, ti si zrak sunčan, krivo i pravo, kao otrov, kao lijek, sve je to ljubav, neka traje cijeli vijek.  Zaustavi misli bar na tren, i ponovo budi zaljubljen, u očima boje jezera, zaboravi bezbroj razloga. Zaustavi misli bar na tren, i budi, i budi zaljubljen, u očima boje jezera, zaboravi bezbroj razloga."
1,D7roOOt+_1_1,Avantura,"Da te zadržim uz sebe tu, i da uvijek s tobom dijelim sve, bit ću tvoja sjen. Da te slijedim, pratim svud, da uz tebe svoje sanjam sne, bit ću tvoja sjen. Život to je avantura... ne znaš kako?... ne znaš kud?. Al' u dvoje ima nade, da pronađeš pravi put... Bit ću svijet koji sanjaš ti, tvoje svjetlo, tvoja noć... bit ću tvoja sjen. Divlja rijeka nosi nas, u zagrljaju sljubljene. Gdje je kraj želje te?. Kol'ko bijesnih vrtloga, na putu još do smiraja?. Gdje je kraj, tko da zna?"
2,D7roOOt+_1_2,Ave Maria,"Ave, Ave Maria gratia plaena. Dominus tecum. Et benedicta tu in mulieribus. Et benedictus fructus ventris tui Jesus. Sancta, Sancta Maria mater dei. Ora pro nobis. Ora pro nobis pecatoribus. Nunc et in hora mortis nostrae. Sancta Maria mater dei. Ora pro nobis. Ora pro nobis pecatoribus. Nunc et in hora mortis nostrae. Sancta Maria mater dei. Ora pro nobis pecatoribus. Nunc et in hora mortis nostrae. Ave Maria amen"
3,D7roOOt+_1_3,Bedž za rock'n'roll,"Ovaj bedž za rock'n'roll, da, da Beatlesi su to!. Ovaj bedž za rock'n'roll, to su John, George, Ringo, Paul!. Ovaj bedž, da, to je to , to je bedž za rock'n'roll!. A taj bedž za rock'n'roll, taj bedž se nosi svud, tko ima bedž za rock'n'roll, dobrodošo u naš klub. Ringo, George i John i Paul , to je bedž za rock'n'roll!. Mali metalni taj znak, znak da mi smo to... na rever nek stavi svak , bedž za rock'n'roll. Jer taj bedž za rock'n'roll, to je zaštitni naš znak, svaki dan uz rock'n'roll, izgleda bezbrižan i lak. Ringo, George i John i Paul , to je bedž za rock'n'roll!"
4,D7roOOt+_1_4,Bez tebe,"Uvijek pamtim ono veče, i svršetak svoje sreće, kad si odlazio sam u kišnu noć, u oku tvom si krio jedne suze trag, ja to znam. Uvijek pamtim ono sutra, svoja siva prazna jutra, kad sam shvatila da više nisi tu, i sad je samo tuga gost u domu mom, ti ne znaš to. Zar ja znam sad živjeti bez tebe, kad si svijet ti srušio moj"
5,D7roOOt+_1_5,Bijeg,"Ima dana kada ne znam što bih. Kako dalje i što sa sobom?. Gušim suze u mračnoj sobi, samo čeznem za tobom, mili moj. Ima dana kad sve se gubi, kao dim zadnje cigarete. I dok tama se s nebom ljubi, misli k tebi mi lete, mili moj. Sanjam bijeg, bijeg od svega, u crni oblak iznad brijega, u zemlju iznad svih oluja, u svijet sna, u zaborav sna. Pobjeći želim od sebe same. Olovna kiša. Dodir tame. I gdje je kraj, kraj toj boli, za jedno srce što još uvijek voli?. Ima dana kad svijet se ruši, kao kocke u dugom nizu. I dok u grlu krik me guši, ja te osjećam blizu, mili moj."
6,D7roOOt+_1_6,Bila sam žena,"Jedan pogled na nj bio je dovoljan, da zavolim ga ja, samo jedna riječ, prava, nježna riječ, da njemu se predam sva. Nikad nisam još nikog zavoljela, kao njega srcem svim, nikad ni s kim još nisam doživjela, to što doživjela sam s njim. Bila sam žena, bila sam žena, i osjećaj strasti znao je probuditi samo on, bila sam žena, bila sam prava žena, i odjednom našla pravi smisao u tom. A prvi put sam ljubila, prvi put sam živjela, iz sna se probudila, k'o žena ja, k'o prava žena. Tim je teže sad prihvatiti istinu, i zaboraviti noći s njim, zar je zato u meni ženu probudio, da bi otiš'o tko zna s kim"
7,D7roOOt+_1_7,Blijede sjene,"U zagrljaju tvome, ja noćas plešem zadnji put, dok mi nemir kida srce, ja nemam više kud. I postalo je hladno, k'o da ničeg nema tu, nema zidova i sve je lažno, ja živim u tom snu. Nešto smo htjeli još naći, što pred nama krije mrak, al' već se blijeda svjetla pale, i dva stranca vidim sad. Govorili smo mnogo, nisam čula niti riječ, i dok zvuci glazbe gasnu, za sve je kasno već. Znam, reći ćeš mi hvala, i svojim putem dalje poć', ja sam znala, ja sam znala, to je naša zadnja noć"
8,D7roOOt+_1_8,Boginja,"Od tvojih dodira pale se noći, prepune plamena su tvoje oči. Od tvojih pogleda budi se more, zbog naših susreta istina gore. Zavjera nježnosti, ludilo u meni, plovimo zanosu usplamtjelom. Zavjera ljubavi, ludilo u tebi, letimo bespuću, ustreptalom. Boginja!. Besmrtna sam pored tebe, zvjezdama poklanjam sebe."
9,D7roOOt+_1_9,Budi dobar,"Budi dobar, nemoj biti grub, jer grubih ljudi, previse je svud', budi dobar, budi njezan. Budi dobar, budi dobar, i bit ces uvijek, dobro dosao svud'. Budi dobar, nemoj biti gad, jer stvarima ruznim, zivot vrvi sad. Budi dobar, budi njezan, budi dobar, budi dobar, budi dobar, budi dobar. A ljudi grijese, svaki sebi dobro zna, samo zli se, brinu za sve, da bi njima bilo Ok, uvijek spremni su na sve. Budi dobar, budi dobar, budi dobar, slusaj me"
10,D7roOOt+_1_10,Čarobna moć Mjeseca,"Svake noci kad mjesec se javi. Igru cudesnu igramo mi. Neke cudne ideje u glavi. K'o da odjednom dobiju svi. U tamu parkova parovi jure. I duboko, sve dublje u noc. K'o bez glave svi kao da zure. Da ne prestane mjeseca moc. Ja znam da mjesecar nisi. Barem mislim da ne. I znam da zaljubljen ti si. Ali to nije sve. Nek' mjesec sja, neka sja. Ali to ne znaci sve, zar ne. Nek' mjesec sja, ali ti i ja. Trazimo vise, zar ne. Mjesec djeluje cudno na ljude. Pamet k'o da izgube svi. Slucaj nas neka iznimka bude. Daj od drugih se razlikuj ti. Jos uvijek vjerujem ocima tvojim. Nije vazno sto mjesec je pun. Daj me zagrli, malo se bojim. Tko zna kamo nas vodi taj drum. Ja znam da mjesecar nisi. I da ne mislis zlo. I znam da zaljubljen ti si. Ali to nije to"
11,D7roOOt+_1_11,Cinim sve u krivi cas,"Koliko bezkorisnih rijeci, u dan padne medju nas, znam, nikad neces znati reci, tu pravu rijec u pravi cas. Ponekad sapnes da me ljubis, i tad ti lazno zvuci glas, sto vise zelis, vise gubis, jer cinis sve u krivi cas, u krivi cas. Zasto cinis neke stvari, na to odgovora ni ja ne znam dati, zasto grijesis, uvijek grijesis, ni sam to nikad neces znati. Ponekad kuci dodjes s cvijecem, i mislis dovoljan je dar, za put do prokockane srece, al' nije, znaj, u tome stvar. Ponekad zelis biti njezan, tad mozda mislis jos na nas, u cemu grijesis, sama ne znam, al' cinis sve u krivi cas, u krivi cas"
12,D7roOOt+_1_12,Covjek,"Covjek. Dodjes na svijet, vec netko i ime ti da, al' dodje dan kad sebi ime dajes sam, jer nas se zivot ne zivi kroz san, o zlu il' dobru odlucujes, znaj, ti sam. Svak' vrijedi koliko zna, koliko drugom da, kol'ko dobrote, kol'ko ljepote, nosi u srcu svom, svak' vrijedi koliko zna, koliko drugom da, zednome vode, svijetu slobode, to je zakon za sve. Kad prodje sve sto pustas drugom, sebi ne, u igri toj jedini sudac sam si svoj, jer tvoj se zivot ne zivi kroz san, o zlu il' dobru odlucujes, znaj, ti sam"
