,Song_ID,Song,Lyrics
0,FJdcVEAU_1_0,Adios Amerika,"a sad adio, vrijeme je kad treba poći, tamo gdje su južne noći, da zagrlim svoje najdraže. a sad adio, nije sreća sva u zlatu, svaka ptica svome jatu, jednog dana ipak vrati se. a sad, adios amerika, tugo mojih dana. u duši čovjek sam ja, s mediterana. a sad, adios amerika, za sve ti hvala. žaliti neću za danima tim, ostani zbogom, ja odlazim. a sad, adio, pa i suza neka pođe. kad po mene starost dođe, nek sam tamogdje su moji svi. kad zora svane, sretno ti i svako dobro. ja ću dalje prvim brodom, mog života gdje su korjeni. a sad, adios amerika, tugo mojih dana. u duši čovjek sam ja, s mediterana. a sad, adios amerika, za sve ti hvala. žaliti neću za danima tim, ostani zbogom, ja odlazim. a sad, adios amerika, tugo mojih dana. u duši čovjek sam ja, s mediterana. a sad, adios amerika, za sve ti hvala. žaliti neću za danima tim, ostani zbogom. ja odlazim!, žaliti neću za danima tim, ostani zbogom. ja odlazim!"
1,FJdcVEAU_1_1,Aj aje aja je,"Ljubi me po vratu njezno kao prah, nista ne govori da osjetim ti dah, diraj me polako k’o vjetar proljetni, uzbudi me, probudi me, to znas samo ti. U dusu mi zaviri, zivce mi smiri, kao pilule, kao pilule. Aj aje, aja je, s tobom mi je najbolje, aj aje, aja je, s tobom mi je najbolje, aj aje, aja je, sto je dobro, dobro je, aj aje, aja je, s tobom mi je najbolje, Aj aje, aja je, aj aje, aja je)"
2,FJdcVEAU_1_2,Alkohol (feat. Mladen Grdovic),"Ma moramo pivat', prestani lokat', ma nece nas valjda publika ukokat', ma portali ce nas razvalit', ma ne bi' ja, a stvarno nisam puno pija, e da, ma ne ja sam. Svako jutro pocinje, s dvi-tri loze nataste, onda cet'ri, pet i sest, jer su prave domace, oci su mi crvene. Onda posli marende, dva-tri stula bevande, onda litre dolaze, piva se pripovida, eto vec i obida. Pazi ovako. Alkohol, alkohol za glavobolju i bol, alkohol, alkohol ako oces ispast' vol, alkohol, alkohol pucas penal, falis gol, pa zar valja alkohol. Ma slusaj ti mene. Alkohol, alkohol za veselje i za bol, alkohol, alkohol njanci cukar, njanci sol, alkohol, alkohol bez njega je prazan stol, joj sto volim alkohol. Narod kaze ko ne pije, narod kaze ko ne pije, virovat' mu nije. Onda posli obida, ide malo biloga, znaci danas cilega, bez njega se ne more, eto vec i vecere. Dan je bio naporan, ma zato sam i umoran, ako tako nastavis, doci ces do ivice, daj mi malo pivice. Narod kaze ko ne pije, narod kaze ko ne pije, virovat' mu nije. Narod kaze ko ne pije, narod kaze ko ne pije, virovat' mu nije"
3,FJdcVEAU_1_3,Alkohol (feat. Slavonske Lole),"Treba’ce svirat, ostavite flase, ma samo ti gledaj u prste nase, ali portali ce nas razvaliti, i mene i tebe, slusaj ti mene, ma ko ih, ma eto to ti govorim. A svako jutro pocinje, s dvi, tri ljute rakije, onda cet'ri, pet i sest, jer su prave domace, oci se razrogace. Onda dodjes do vina, posli dobrog kulina, piva se i divani, svako rundu dig’o je, evo nam cak stig'o je. Pazi ovako. Alkohol, alkohol, za glavobolju i bol, alkohol, alkohol, ako ‘oces ispast' vol, alkohol, alkohol, pucas penal, falis gol, pa zar valja alkohol. Ma slusaj ti mene. Alkohol, alkohol, za veselje i za bol, alkohol, alkohol, nista secer, samo sol, alkohol, alkohol, bez njega je prazan stol, joj, sto volim alkohol. Narod kaze ko ne pije, narod kaze ko ne pije, virovat' mu nije. A onda posli obida, ide malo biloga, znaci danas cilega, bez njega se ne more, eto vec i vecere. Dan je bio naporan, ma zato san i umoran, ako tako nastavis, doci ces do ivice, daj mi malo pivice. Joj, sto volim alkohol"
4,FJdcVEAU_1_4,Bepo smokvica,"... Ej, Ante esi vidija Bepa, mislin na Bepa Smokvicu... Ia, ia, ia... Nesrića san ja. To već svatko zna. Kažu za me more nije. Kuda plovi brod ne zna niti Bog. Kada Bepo trizan nije. Poša je na Brač, nise moga snać. Makina je stala porat. Sjeba je Hvar, skrenija na Hvar. Falija je Bepo porat. Bepo, Bepo Smokvica. Đava ti se divi. Uvik činiš nevolju. U Hvaru na rivi ... Bepo, Bepo Smokvica. Ne zna di je cima. U bocunu oseka, u tilu plima. A di je Bepo... Popija je sve. Da padne u more. Pluta bi kada je bova. Ne zna Bepo moj. Ni postola broj. Di je krma di je prova. Poloka je sve, vina, rakije. Bit će noćas još belaja. Sija je na pod, ni za Bepa brod. Fali more, drž' se kraja. Bepo, Bepo Smokvica. Đava ti se divi. Uvik činiš nevolju. U Hvaru na rivi ... Bepo, Bepo Smokvica. Ne zna di je cima. U bocunu oseka, u tilu plima ..."
5,FJdcVEAU_1_5,Bez tebe,"Za nista na svijetu, te mijenjao ne bi, jer srecu sto imam, ja dugujem tebi. Ti si mi zena, sestra i mati, vise nijedna, mi ne moze dati. Bez tebe, bez tebe, ja bi bio slucaj izgubljen, od prvog dana sam, u tebe, ljubavi, zaljubljen. Bez tebe, k'o stranac, u tudjini bio bi izgubljen, totalno moj bi zivot, bio besmislen, bez tebe. Kad s puta se vracam, i blizu sam kuce, srce mi brze, i glasnije tuce. U zlu i u dobru, sa mnom si bila, s tobom je meni, prava idila. Bez tebe"
6,FJdcVEAU_1_6,Bila je,"Dugo je nema, pa lazem, da sam je prebolio, a znam nikada nisam, poslije nikog volio, ona je stigla sa juga, lagano u zivot moj, nestala ko proljetna duga, ja jos uvijek nisam svoj. Isti mi je svaki dan, kao vjecnost dosadan, i bilo gdje da pogledam, sjetim se nje. Bila je jesen zivota mog, bila je ljeto srca vatrenog, bila je zima topla i ugodna, u mome krilu bila je sigurna. Dugo je nema pa lazem, da sam sve prebolio, lijepu ko proljatna duga, samo nju sam volio. Isti mi je svaki dan, kao vjecnost dosadan, i bilo gdje da pogledam, sjetim se nje"
7,FJdcVEAU_1_7,Bila si daleko,"Čuvao sam tvoju sliku mnogo dugih, dugih godina. Tepao sam nježno lik, uskoro će se vratit voljena. Gledao sam tvoje oči, traže me u svakom pogledu. Sanjao sam tvoje kose raspletene na mom uzglavlju. Bila si daleko, al' si bila u srcu mom. Bio sam daleko, dal' sam bio u srcu tvom?. Bila si daleko, al' si bila u srcu mom. Bio sam daleko, dal' sam bio u srcu tvom?. Maštao sam o tvom liku mnogo dugih, dugih godina. Vidio sam na tvom licu dane s one strane čekanja. Šaptao sam riječi nježne želeć da ih čuješ samo ti. Pisao sam pisma duga nek ti pričaju o ljubavi"
8,FJdcVEAU_1_8,"Blago tebi, blago meni","Od prvog sam dana znao, ljubav si za zivot cijeli, bilo bi mi zao, da se nikad nismo sreli. Vjetrovi kroz zivot nose, nase zelje, nase snove, hvala Bogu sto se, moja ljubav tvojom zove. Blago tebi, blago meni, sto se tako volimo, mi bez nase ljubavi, ne postojimo. Blago tebi, blago meni, lijep je zivot kada znas, da si nekom ljubav sva, da mu pripadas"
9,FJdcVEAU_1_9,Boli,"Boli, otkad te nema sve me boli, još duša moja tvoju voli, a tebe nema ni za lijek, ljubim te, ljubim zauvijek... Na srcu stara rana, nosim je godinama, od trena kad si otišla... praznina našeg stana ubija svakog dana, tuga me cijelog slomila... Trudim se svakodnevno, loše je stanje, bijedno, od trena kad si otišla ...a ha...), bez tebe neću moći ...a ha...), k'o vječnost teku noći ...a ha...), tuga me cijelog slomila... Boli, otkad te nema sve me boli, još duša moja tvoju voli, a tebe nema ni za lijek... Boli, otkad te nema sve me boli, još duša moja tvoju voli, a tebe nema ni za lijek, ljubim te, ljubim zauvijek... Na srcu stara rana, nosim je godinama, od trena kad si otišla ...a ha...), bez tebe neću moći ...a ha...), k'o vječnost teku noći ...a ha...), tuga me cijelog slomila..."
10,FJdcVEAU_1_10,Borim se,"Prihvatio sam, sto si posla s njim, al pomirio se nisam, nikad ja sa tim. I sad kad smo mi, tako daleki, jos mi suze krenu, kad te drugi spomenu. Kad mi neko spomene to, slucajno il namjerno, poludim. Godinama borim se s tim, sto si sa njim, da bar jedan dan, ja na tebe ne mislim, umrijet cu ti ja, uvenut ces ti, daj mi Boze snage za prezivjeti. Kad mi neko spomene to, slucajno il namjerno poludim"
11,FJdcVEAU_1_11,Bosiljka,"Dosla je onim u deset do pet, u haljini zutoj k'o suncokret, u ruci kofer, u njemu sve, stara suknja i cipele. Sreco moja, Bosiljka, kud si ti zalutala. Pred njom je bio veliki grad, sjela na kofer i sto ce sad, puno je toga sad iza nje, i nije lako vratiti se. Upamti, mala, sto rec' cu ti sad, velik je ovo i cudan grad, zavest' ce tebe, ukrasti sve, uzmi kofer i vrati se"
12,FJdcVEAU_1_12,Brate moj,"Ej brate moj noćas pazi na mene, rođeni moj oči muče me njene, vina mi daj ja da sakrijem suze, u svakom sad vidim onog što je uze, onog što mi dade tugu, brate kažem ti ko drugu. Hej nema je uzela mi sve, al sjećanje to ne može, meni ostale su uspomene, miris kose slike njene, razbit ću sve brate čuvaj me!. Hej godine lako prolaze, al sijećanje to ne može, meni ostale su uspomene, miris kose, slike njene, razbit ću sve brate čuvaj me!"
13,FJdcVEAU_1_13,Cedo bijedo,"E, moj Cedo, Cedo bijedo, ti bi se u moru kup'o, neces Edo, Cedo bijedo. Mozak ti je tvoj prolup'o, ja vise neman samo pracku, zgazit cu te kao macku. Cedo bijedo, aha, aha, aha, aha, aha, aha, aha. Ti si cudna, bas neka vrsta, aha, aha, aha, aha, aha, nisi ni kokos, a imas tri prsta, aha, aha, aha, aha, aha. Covjek znam to nisi ti, aha, aha, aha, aha, aha, jer nemas pameti. Ti krades sve, jer ti si lopov, aha, aha, aha, aha, aha, veliki ratnik ka prati te copor, aha, aha, aha, aha, aha. Bijedan si, to snaju svi, aha, aha, aha, aha, aha, i moras, ma bjezati. E, moj Cedo, Cedo bijedo, ti bi htio stvari fine, ma neces Edo, Cedo bijedo, bjezati ces preko Drine. Ja vise neman samo pracku, zgazit cu te kao macku. Cedo bijedo, Cedo bijedo, e, moj Cedo, Cedo bijedo, ma gdje si Cedo, Cedo bijedo"
14,FJdcVEAU_1_14,"Cuvaj se, Tatjana","Imala je dobrog tatu, zivjela na osmom spratu, bila dobra ucenica, pomalo jos djeceg lica. Slusala je rijeci mame, da se cuva nocne tame, jer su momci pokvareni, sebicni i nevjerni. Cuvaj se cuvaj, Tatjana, cuvaj se tihog saptanja, cuvaj se ludih mastanja, cuvaj se Tatjana. Uzalud su rijeci bile, prirodne su jace sile, i Tatjana, slatka mala, ljubav mi je dala. Sretnija je nego prije, ali svoju radost krije, jer jos slusa rijeci mame, kakve treba, da su dame"
15,FJdcVEAU_1_15,Da je sreće bilo,"Jos se sjecam one tvoje bijele haljine, zelenih ociju ti gutala si me, pamtim tvoje usne poput meda medene, sto su me danju, nocu silno ljubile. Da je srece bilo ne bi otisla, sanjali bi jos sto godina, da je srece bilo ne bi nestala, voljeti me nikad, nikad ne bi prestala. Jos se sjecam, ja osjecam vise nisam svoj, negdje u mraku sobe jos je miris tvoj, ruku tvojih posvuda vidim tragove, na moj prozor crne kise k'o ptice dolaze. Pamtim tvoje usne poput meda medene, sto su me danju, nocu silno ljubile. Voljeti me nikad, nikad ne bi prestala"
16,FJdcVEAU_1_16,Da se ženim nisam lud,Da se ženim nisam lud. Lijepe žene su po svud. Sve ljepota do ljepote. Baš si bila moj živote. Baš me briga za vaš sud. Da se ženim nisam lud. Lijepe žene su po svud. Sve ljepota do ljepote. Baš si divan moj živote. Da se ženim nisam lud. Imam prijatelja pravog. Baš je mrak. Al' poludi kada spomeneš mu brak. Svi mi sretno oženjeni. Tjeramo ga da se ženi. A on kaže blago meni. Imam prijatelja starog neženja. Ja bih da ga vidim k'o mladoženju. Svi mi sretno oženjeni. Tjeramo ga da se oženi. A on kaže blago meni. Da se ženim nisam lud. Lijepe žene su po svud. Sve ljepota do ljepote. Baš si bila moj živote. Baš me briga za vaš sud. Da se ženim nisam lud. Lijepe žene su po svud. Sve ljepota do ljepote. Baš si divan moj živote. Da se ženim nisam lud
17,FJdcVEAU_1_17,Da te nema,"Da te nema, ne znam sto bi, kom’ bi pjesme pjevao, da te nema, ne znam, kome bi volim te ja rekao. Da te nema, ovaj zivot, ne bi meni trebao, budi tu kraj mene zauvijek. Da te nema, ovo oko, ne bi nista vidjelo, da te nema, ovo sunce, ne bi niti sjalo. Da te nema, ovaj zivot, ne bi meni trebao, budi tu kraj mene zauvijek. Na svijetu ti mi sve, k'o zrak sto disem trebam te, da te nema, da te nema, bojim se kad promislim na to. Na svijetu ti si mi sve, k'o zrak sto disem trebam te, da te nema, da te nema, mislim da bih mog'o umrijeti"
18,FJdcVEAU_1_18,Daj me nemoj zezati,"Daj me nemoj zezati, nemam vise vremena, bas te necu prestati grliti i ljubiti, ja ti ne znam gubiti, a znam se dobro ljubiti. Ti si k’o neka dobra vila, uvijek mi pruzas svoja krila, kada mi krene lose sve, sta bih ja, duso, bez tebe. Kada sutis, kad si ljuta, ma sve to prodje za pet minuta, poslije svake zime, s tobom toplo ljeto dolazi. Daj me nemoj zezati, nemam vise vremena, daj mi nemoj pricati, uvijek kad sam kriv za sve. Bas te necu prestati, grliti i ljubiti, ja ti ne znam gubiti, a znam se dobro ljubiti. Daj me nemoj zezati"
19,FJdcVEAU_1_19,Dajem brdo zlata (feat. Helena Blagne),"Ako tvoje crno oko drugi poljubi, ja se bojim nemam vise sto izgubiti, ja cu dati kol'ko traze, da se vratis, slatki vraze, novci ne mogu da plate nase sate. Podji sa mnom jer je fino, uz harmonike i vino, ja ti nudim srce cijelo, jagnje bijelo, evo, evo, evo. Dajem, dajem, dajem brdo zlata, da mi stavis ruke oko vrata, da me jutro u tvom zagrljaju zatekne, cuvaj pravu ljubav da ne pobjegne. Nema, nema, nema te planine, da me razdvoji od te miline, nemam dva zivota, sve je manje vremena, zato pusti, duso, da te volim ja. Ako ovu crnu kosu druga pomazi, bolje neka mi na oci ni ne dolazi, ja cu dati kol'ko traze, da se vratis, slatki vraze, novci ne mogu da plate nase sate"
20,FJdcVEAU_1_20,Dani,"Dani, sporo teku dani, k'o da nije prošla godina. Nisi više moja jedina, drugi tebe zove voljena. Dobri mi ljudi govore, zaboravi je zauvijek. Sada je tuđa žena, s tuđom ženom sreće nema, prijatelju nije za tebe. Ali srce pamet ne sluša, još uvijek sanjam anđela. Slatke joj usne ljubim, jutrom se tužan budim, sreća je sa njom nestala. Dani, sporo teku dani, k'o da nije prošla godina, nisi više moja jedina. Dani, a ja lijem suze, dani, k'o da nije prošla godina. Nisi više moja jedina, drugi tebe zove voljena. Ali srce pamet ne sluša, još uvijek sanjam anđela. Slatke joj usne ljubim, jutrom se tužan budim, sreća je sa njom nestala. Dani, sporo teku dani, k'o da nije prošla godina, nisi više moja jedina. Dani, a ja lijem suze, dani, k'o da nije prošla godina. Nisi više moja jedina, drugi tebe zove voljena."
21,FJdcVEAU_1_21,Dao bi' sto Amerika,"Sreo sam prijatelja svog. Sretnog k'o da me posl'o Bog, Nikoga više ovdje ne znam,"" kaže mi, Reci gdje su nam prijatelji svi?"", Pa kažem). Dao bi' sto Amerika. Sve na svijetu ja bi' dao. Tek da sjednem na verandu. Pa uz karte i bevandu brojim valove. Gledam u slike on i sin. Kaže da malog zovu Jim. Da prozora kuća ima dvadeset i dva, Dobro ziviš,"" čudim mu se ja, A on kaže)"
22,FJdcVEAU_1_22,Dijamanti,"Duša ti je uvertira, kosa ti je fina svila. Što mu pustaš da te dira, moja bi bila. Tvoje grudi slatko voće, srce mi iskočit' hoće. Što mu pustaš da te dira, moja bi bila. Što mu pustaš da te dira, moja bi bila. Tvoje kretnje, spore, damske, kao sile vanzemaljske. Što mu pustaš da te dira, moja bi bila. Sanjam tvoje usne vrele, kad bi me poljubit' htjele. Što mu pustaš da te dira, moja bi bila. Dija, dija, dijamante, donio bih draga za te. Da te mojom željom krase, kad ih staviš na se. Dija, dija, dijamante, stavio bih draga na te. Da si dragi kamen mila, moja bi bila"
23,FJdcVEAU_1_23,Dio puta tvog,"Ne vjerujem duso moja, da je ovo volja tvoja, da je s nama gotovo. Nikad ne znas kada krene, kuda ide dusa zene, nikad nisam otkrio. Ne vidim bez tebe dana, valjda dodje s godinama, na ljubav si mene privikla. Znam da nisam, nisam vise dio puta tvog, sunca jedinog od zivota mog, znam da necu, necu vise isti biti ja, prezalit cu bol, tebe nikada. Sad kad gledam iz sebe, vidim samo, samo tebe, ti si ona koja samo zna. Ne vidim bez tebe dana, valjda dodje s godinama, na ljubav si mene privikla. Znam da nisam, znam da nisam, nisam vise dio puta tvog, sunca jedinog od zivota mog, znam da necu, necu vise isti biti ja, prezalit cu bol, tebe nikada"
24,FJdcVEAU_1_24,Dođi mi praznih ruku,"Vrati mi se noćas dok jasmin miriše, jasmin miriše. Raspuklo se nebo no mogu bez tebe, neću bez tebe. Zar je naša sreća zauvijek istekla, hej vrati se. Zar je naša sreća zauvijek istekla, hej vrati se. Dođi mi praznih ruku poklone ne nosi. Donesi mi sreću, zaspi mi u kosi. Dođi mi praznih ruku i sa malo duše. Ispucale usne od želje se suše"
25,FJdcVEAU_1_25,Dok sam ja motao skiju,"Dok sam ja motao skiju, dok si ti krojila svilu, zivot nam je bio kao pjesma, zivot nam je bio kao pjesma). Od kad ja ne motam skiju, od kad ti ne krojis svilu, nista vise nije kao prije, nista vise nije kao prije). Dosla sad nova vremena, ti si sad moderna zena, i ne krojis vise svilu, a ni ja ne motam skiju. Nema sad uz vatru sijela, svaki dan kosulja bijela, selo se od ljudi krije, nista nije kao prije, nista vise nije kao prije, i bilo bi bolje da nas nije. Dok si ti kuvala kavu, dok sam ja kosio travu, zivot nam je bio kao pjesma, zivot nam je bio kao pjesma). Od kad ti ne kuvas kavu, otkad ja ne kosim travu, nista vise nije kao prije, nista vise nije kao prije)"
26,FJdcVEAU_1_26,Doma je Amerika,"Ostat' cu na skoju, jubit' malu moju, masline cu sadit' ja, adio, bili svite, i nikad vise, doma je Amerika. Doma je Amerika, doma je Amerika, doma je Amerika, doma je Amerika, doma je Amerika, doma je Amerika, moja ljubav velika, doma je Amerika. Oko mene tudja mora, tudje zene oko mene, oko mene, iza mene moji skoji, uspomene iza mene, iza mene. A zivot mi se cidi ka uje, dogorit' ce mi sterika, neka cijela vala cuje, doma je Amerika. Nigdi nije lipse nego kad si doma, kad te bude tvoja zvona, kad se s mora vracam naseg, ka me ona, moja Dona ka Madona. Adio bili svite, i nikad vise, doma je Amerika"
27,FJdcVEAU_1_27,Drugovi smo najbolji,"Drugovi smo najbolji, to vec svatko zna, u kafani pjesma za nas, pije se do dna. Digni casu stari druze, nazdravimo mi, nema zene koja moze, da nas rastavi. Zene tugu donose, nama zivot odnose, one dodju, odu takvom rodu, ne trebamo mi. Drugovi smo najbolji mi, to vec svatko zna, u kafani pjesma za nas, pije se do dna. Digni casu stari druze, nazdravimo mi, prije zore iz kafane, se ne izlazi"
28,FJdcVEAU_1_28,Duga je noć,"Sastalo se društvo maleno, draga lica uspomena sto, sastali se prijatelji, rane mladosti, nek nam nebo oprosti, za sve naše ludosti. Sastale se duše odane, za sve dane nikad prodane, sastali se prijatelji, rane mladosti, nek nam nebo oprosti, za sve naše ludosti, sastali se prijatelji, rane mladosti, nek nam nebo oprosti, za sve naše ludosti. A duga je duga je noć, nek se vino popije, ma duga je duga je noć, nek se suza prolije, za sve stare ljubavi, za sve što su otišli, i u zdravlje naše, podignimo čaše. Sastale se duše odane, za sve dane nikad prodane, sastali se prijatelji, rane mladosti, nek nam nebo oprosti, za sve naše ludosti, sastali se prijatelji, rane mladosti, nek nam nebo oprosti, za sve naše ludosti. A duga je duga je noć, nek se vino popije, ma duga je duga je noć, nek se suza prolije, za sve stare ljubavi, za sve što su otišli, i u zdravlje naše, podignimo čaše. za sve stare ljubavi, za sve što su otišli, i u zdravlje naše, podignimo čaše"
29,FJdcVEAU_1_29,Duki Buzuki,"Čuli ste za Duška što ga zovu Duki, cijelim svijetom ide nosi svoj buzuki. Ako ga sretneš zaboravi bol, noge če same popet se na stol. Sviraj Duško sviraj Duki, sviraj mi buzuki, sviraj Duško sviraj Duki, sviraj mi buzuki, sviraj Duško sviraj Duki, daj izljeći me, sviraj Duki uz buzuki, zaboravljam sve. Ako ti se desi da si sam ko pas, ti ne brini ništa Duško ti je spas"
30,FJdcVEAU_1_30,"E, moj covjece","Hej, ova moja glava luda, ljubav svoju trazi svuda, covjece, kazem hej, kud god krenem, kazu ljudi, pusti to je onaj ludi, covjece. Ej, e moj covjece, ne mogu bez nje, e, e moj covjece, ne mogu bez te zene lazljive. Hej, ne pitaj me kud sam kren’o, i sam vidis da sam skren’o, nemam kud, hej, lutao sam svud po svijetu, pres'o cijelu sam planetu uzalud. Lazljiva, zeno najdraza, srce si mi ti moje slomila, najdraza, zeno lazljiva, zasto mi se ti nisi vratila. Hej, i sto treba il' ne treba, popio sam sve do neba, covjece, kazem ti hej, lutao sam svud po svijetu, pres'o cijelu sam planetu, covjece. E, e moj covjece, ne mogu bez te zene lazljive, e, e moj covjece, ne mogu bez te zene najdraze. E, e, e, e moj covjece"
