Song_ID,Artist,Song,Url,Views,Lyrics_by,Music_by,Year,Album,Song_duration_discogs
igNyBvbR_1_0,Haustor,'60 - '65,"https://tekstovi.net/2,177,31834.html",9388,,,,Haustor,
igNyBvbR_1_1,Haustor,Babilonske Baklje,https://lyricstranslate.com/en/haustor-babilonske-baklje-lyrics.html,5295,,,,Treći Svijet,5:00
igNyBvbR_1_2,Haustor,Bi' mogo da mogu,https://lyricstranslate.com/en/bi039-mogo-da-mogu-i-would-if-i-could.html,29526,,,,1981. - 1988.,
igNyBvbR_1_3,Haustor,Bolero,https://lyricstranslate.com/en/bolero-bolero.html,9633,,,,Bolero,5:25
igNyBvbR_1_4,Haustor,Cijeli svijet je bolestan,"https://tekstovi.net/2,177,39682.html",5642,,,,Ulje Je Na Vodi,2:02
igNyBvbR_1_5,Haustor,Crni zbir,https://lyricstranslate.com/en/translations,4973,,,1981.0,Radio,
igNyBvbR_1_6,Haustor,Čudne misli,https://cuspajz.com//tekstovi-pjesama/pjesma/haustor/cudne-misli.html,25857,,,,Tajni Grad,
igNyBvbR_1_7,Haustor,Da je s cisteg vina morje,"https://tekstovi.net/2,177,39692.html",3730,,,,Ulje Je Na Vodi,0:50
igNyBvbR_1_8,Haustor,Donje strane munje,https://cuspajz.com//tekstovi-pjesama/pjesma/haustor/donje-strane-munje.html,3998,,,,Treći Svijet,3:56
igNyBvbR_1_9,Haustor,Duhovi,https://lyricstranslate.com/en/haustor-duhovi-lyrics.html,13288,[Darko Rundek],[Darko Rundek],,Haustor,
igNyBvbR_1_10,Haustor,Ena,https://lyricstranslate.com/en/ena-ena.html,156181,[Darko Rundek],[Darko Rundek],1985.0,Ena ,3:53
igNyBvbR_1_11,Haustor,Ja želim,https://lyricstranslate.com/en/ja-%C5%BEelim-i-wish.html,10307,,,,Bolero,3:04
igNyBvbR_1_12,Haustor,Kad mi pukne film,"https://tekstovi.net/2,177,39690.html",6557,,,,Ulje Je Na Vodi,4:20
igNyBvbR_1_13,Haustor,Lice,"https://tekstovi.net/2,177,39677.html",5894,[Darko Rundek],[Darko Rundek],,Haustor,
igNyBvbR_1_14,Haustor,Majmuni i mjesec,"https://tekstovi.net/2,177,39681.html",3825,,,1982.0,Zima / Majmuni I Mjesec / Capri,
igNyBvbR_1_15,Haustor,Mijenjam se,https://lyricstranslate.com/en/mijenjam-se-im-changing.html,21619,"[Ivan Stancic, Jurica Padjen]",,,Haustor,
igNyBvbR_1_16,Haustor,Moja prva ljubav,https://lyricstranslate.com/en/moja-prva-ljubav-my-first-love.html,29458,[Srđan Sacher],[Srđan Sacher],2002,Zvuk osamdesetih Pop i Rock 1980 - 1981,
igNyBvbR_1_17,Haustor,Nada,https://lyricstranslate.com/en/haustor-nada-lyrics.html,12483,,,,Tajni Grad,
igNyBvbR_1_18,Haustor,Neobičan dan,https://lyricstranslate.com/en/neobi%C4%8Dan-dan-strange-day.html,20677,[Srđan Sacher],,,Treći Svijet,3:50
igNyBvbR_1_19,Haustor,Noc u gradu,https://lyricstranslate.com/en/noc-u-gradu-night-city.html,5690,,,,Haustor,
igNyBvbR_1_20,Haustor,Patuljci u vrtu,https://lyricstranslate.com/en/language/english-artists,4001,,,,Treći Svijet,4:58
igNyBvbR_1_21,Haustor,Pogled u BB (u bolju buducnost),"https://tekstovi.net/2,177,34357.html",7415,,,,Moja Prva Ljubav / Pogled U BB,
igNyBvbR_1_22,Haustor,Radio,https://cuspajz.com//tekstovi-pjesama/pjesma/haustor/radio.html,9128,[Darko Rundek],[Srđan Sacher],1981.0,Radio,
igNyBvbR_1_23,Haustor,Radnička klasa odlazi u raj,https://cuspajz.com//tekstovi-pjesama/pjesma/haustor/radnicka-klasa-odlazi-u-raj.html,4931,,,,Treći Svijet,3:05
igNyBvbR_1_24,Haustor,Šal od svile,https://lyricstranslate.com/en/%C5%A1al-od-svile-silken-scarf.html,64672,,,,Bolero,5:45
igNyBvbR_1_25,Haustor,Samo na čas,https://cuspajz.com//tekstovi-pjesama/pjesma/haustor/samo-na-cas.html,16138,,,,Tajni Grad,
igNyBvbR_1_26,Haustor,Sejmeni,https://lyricstranslate.com/en/sejmeni-seymen.html,13077,[Darko Rundek],,,Bolero,4:06
igNyBvbR_1_27,Haustor,Šejn,https://lyricstranslate.com/en/sejn-shane.html-2,74601,,,,Bolero,4:44
