Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
44,4XHKfXTU_1_44,Krunoslav Kićo Slabinac,Kićo,"Oj, curice, sil dil daj",76,"Oj, curice, sil dil daj
u mene se ne uzdaj

Ej, ne uzdaj se u mene becara
ja sam becar, da mi nema para

Oj, curice garava
nek´ i tvoja mama zna
 
Ej, neka znade cak i selo cilo
da ja ljubim tvoje lice bilo

Oj, curice, sil dil daj
u karuce ne gledaj

Ej, ti ne gledaj karuce, ni ridje
vec ti gledaj tko s karuca sidje

Oj, curice, seceru
zovi me na veceru

Ej, nemoj kazat´ ni dadi, ni mami
da cemo mi vecerati sami","https://tekstovi.net/2,686,65038.html",,,,,,,,['Kićo'],1979 - Seoska sam lola,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/oj-curice-sil-dil-daj-1511.htm,"Oj, curice, šil dil daj",['Narodna'],['Narodna'],,,,,,,"Oj curice šil dil daj,
u mene se ne uzdaj
ej, ne uzdaj se u mene bećara,
ja sam bećar da mi nema para.

Oj curice garava
nek' i tvoja mama zna
ej, neka znade čak i selo cilo,
da ja ljubim tvoje lice bilo.

Oj curice šil dil daj
u karuce ne gledaj
ej, ti ne gledaj karuce ni rite,
već ti gledaj tko s karuca siđe.

Oj curice šećeru
zovi me na večeru
Ej, nemoj kazat' ni dadi ni mami,
da ćemo mi večerati sami.",Oj curice šil dil daj,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/oj-curice-sil-dil-daj.html,Krunoslav Kićo Slabinac,"Oj, Curice, Šil Dil Daj",,Seoska Sam Lola,,,,,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija
45,4XHKfXTU_1_45,Krunoslav Kićo Slabinac,Kićo,Osini po prasini,1844,"Ref.
Osini po prasini
nek se sve prasi
dan i noc slavonski
tuku tamburasi

Na druzinu iz djecackog doba
golisavce uglotani' gaca
u te dane sjecanje me vraca
 
Kad smo bosi gazili sred sora
po prasini od cetiri cola
kud su nekad prolazila kola

Ref. 2x

Hej, druzino, iz djecackog doba
golisavci uglotani' gaca
tad smo bili k'o rodjena braca

Stiglo nas neko novo doba
sorovima vise se ne prasi
sad jos prase samo tamburasi

Ref. 2x

Hej, družino iz djecackog doba
golisavci uglotani' gaca
ej, druzino

Ref. 2x","https://tekstovi.net/2,686,53258.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Ošini Po Prašini,2:32,Dignite Čaše Svatovi,2008.0,,,,2008.0-Dignite Čaše Svatovi/2015.0-50 Originalnih Pjesama
46,4XHKfXTU_1_46,Krunoslav Kićo Slabinac,Kićo,Otis'o je otac moj,37906,"Jos i danas sve me na njeg' sjeti
stari sesir visi pokraj vrata
i sto mati znala mi je reci
Bog je dao srce mu od zlata

Jos i danas cujem one rijeci
samo dobre Bog na kraju ceka
zato sine od svih mojih rijeci
nek' u srcu ostane bar neka
 
Ref.
Otis'o je otac moj polako
otis'o je stazom sto vijuga
pratile ga neke stare pjesme
sve do rijeke kojom tece tuga

Otis'o je pijetli kad se bude
kao da u setnju nekud krece
otis'o je s mirisima jutra
dal' je znao da se vratit nece

Rasulo se jutro kroz ravnicu
sve je tu, a njega nema vise
tuga usla tamburi kroz zicu
i k'o da su pjesme sada tise

Ref.","https://tekstovi.net/2,686,31932.html",,Otiš'o je s mirisima jutra,He went away with the morning scents,Ako zora ne svane (1995) - Zlatna kolekcija (2006),"Još i danas sve me na njeg sjeti
1
Stari šešir visi pokraj vrata
I što mati znala mi je reći
Bog je dao srce mu od zlata.. Još i danas čujem one riječi
Samo dobre Bog na kraju čeka
Zato sine od svih mojih riječi
Nek' u srcu ostanu bar neka.. Otiš'o je otac moj polako
Otiš'o je stazom što vijuga
Pratile ga neke stare pjesme
Sve do Rijeke kojom teče tuga. Otiš'o je pjetli kad se bude
Kao da u šetnju nekud kreće
Otiš'o je s mirisima jutra
Da l' je znao da se vratit' neće.
Otiš'o je s mirisima jutra
Da l' je znao da se vratit' neće.. Rasulo se jutro kroz ravnicu
Sve je tu a njega nema više
Tuga ušla tamburi kroz žicu
I k'o da su pjesme sada tiše.. Otiš'o je otac moj polako
Otiš'o je stazom što vijuga
Pratile ga neke stare pjesme
Sve do Rijeke kojom teče tuga. Otiš'o je pjetli kad se bude
Kao da u šetnju nekud kreće
Otiš'o je s mirisima jutra
Da l' je znao da se vratit' neće.
Otiš'o je s mirisima jutra
Da l' je znao da se vratit' neće.","Still today everything reminds me of him
Old hat hanging by the door
And what my mother used to tell me:
God gave him a heart of gold. Still today I hear those words:
Only for the good ones God waits at the end.
So, my son, of all my words
Let at least some stay in your heart.. My father went away slowly
He went on the winding path
Some old songs followed him
All the way to the river through which the sorrow flows.. He went away at the time the roosters wake
Like he was going for a walk to somewhere
He went away with the morning scents
Did he know he wasn't coming back?
He went away with the morning scents
Did he know he wasn't coming back?. The morning spilled over the plain
Everything is here, and he is gone
Sadness sneaked into the tambura through the strings
And the songs seem more quiet now. My father went away slowly
He went on the winding path
Some old songs followed him
All the way to the river through which the sorrow flows.. He went away at the time the roosters wake
Like he was going for a walk to somewhere
He went away with the morning scents
Did he know he wasn't coming back?
He went away with the morning scents
Did he know he wasn't coming back?",https://lyricstranslate.com/en/oti%C5%A1o-je-s-mirisima-jutra-he-went-away-morning-scents.html,['Kićo'],1995 - Ako zora ne svane,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/otis-o-je-s-mirisima-jutra-6181.htm,Otiš'o je s mirisima jutra,,,,,,,,,,,,,,,,,,,,
47,4XHKfXTU_1_47,Krunoslav Kićo Slabinac,Kićo,Pjevat ce Slavonija,7502,"I kad umrem pjevat ce Slavonija
stara mati zita i suma
siroka ravan, pradavna Panonija
kad zapjeva i sunce silazi s uma

Ref. 2x
Pjevaj, majko, ratara i bekrija
pjesmu ovu sto nam zivot vara
konje vrane kad odsedla Sokadija
vrisne pjesma od plamena i zara
 
Sve nek pjeva gdje mi je Slavonija
crnica klasa i oluja ravni
pustaro stara, to je pjesma tvoja
sto pjevaju kosci i ratari davni

Ref. 2x","https://tekstovi.net/2,686,40691.html",,Pjevat će Slavonija,Slavonia Will Sing,,"I kad umrem, pjevat će Slavonija
Stara mati žita i šuma
Široka ravan - pradavna Panonija
Kad zapjeva, i sunce silazi s uma.. (Pripjev)
Pjevaj, majko ratara i bekrija,
Pjesmu onu što nam život vara
Konje vrane neka osedla Šokadija,
Vrisne pjesma od plamena i žara. Sve nek' pjeva gdje mi je Slavonija
Crnica klasa i oluja ravni
Pustaro draga, to je pjesma tvoja
Gdje pjevaju kosci i ratari davni. (Pripjev)","Even when I die, Slavonia will sing
Old mother of crops and woods
Wide plateau - ancient Pannonia
When she sings, even the Sun goes crazy. (Chorus)
Sing, mother of plowmen and party men,
The song that cheats our lives
May Šokadija saddle black horses,
May the song made of flame and fire scream. Let everything sing where my Slavonia is
Black soil of wheat ear and a storm of wideness
My dear wold, that is your song
Sang by the reapers and plowmen of the past. (Chorus)",https://lyricstranslate.com/en/pjevat-%C4%87e-slavonija-slavonia-will-sing.html,,,,,,,,,,,,,,"I kad umrem pjevat' će Slavonija,
stara mati žita i šuma
široka ravan pradavna Panonija,
kad zapjeva i sunce silazi s uma.

Pjevaj majko ratara i bekrija,
pjesmu onu što nam život vara
konje vrane kad osedla šokadija
vrisne pjesma od plamena i žara.

Sve nek pjeva gdje mi je Slavonija,
zrnice klasa i oluja ravni
pustaro draga, to je pjesma tvoja
što pjevaju kosci i ratari davni.",Pjevat će Slavonija,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/pjevat-ce-slavonija.html,,,,,,,,,
48,4XHKfXTU_1_48,Krunoslav Kićo Slabinac,Kićo,Plavusa,101564,"I pogled, i sapat u meni placu
i jeca i lomi bol sto ne zna stati
i pitam se zar tako mora biti
zar zivot je tako htio
zar tako mora biti

Ref.
I sve dok ne budem gledao ja
njenu kosu, plavu kosu, kako sja
i sve dok ne budem gledao ja
njezin lik, divan lik, plakat' cu ja
 
Ja znam njezin zivot pripada drugom
i stvara mi bol sto ne zna stati
placem, jer nisam kamen
placem, sto moja ne mozes biti

Ref.","https://tekstovi.net/2,686,17987.html","Krunoslav Kico Slabinac, Slaven Bolanca",Plavuša,Blondy,,"I pogled, i šapat u meni plaču
1
i jeca i lomi bol što ne zna stati
i pitam se zar tako mora biti
zar život je tako htio
zar tako mora biti. I sve dok ne budem gledao ja
njenu kosu, plavu kosu, kako sja
I sve dok ne budem gledao ja
njezin lik, divan lik, plakat ću ja. Ja znam njezin život pripada drugom
i stvara mi bol što ne zna stati
i plačem jer nisam kamen
i plačem što moja ne možeš biti. I sve dok ne budem gledao ja
njenu kosu, plavu kosu, kako sja
I sve dok ne budem gledao ja
njezin lik, divan lik, plakat ću ja","The glare, and the whisper are crying in me
it's weeping and breaking the pain, which doesn't know how to stop
and I wonder does it have to be this way
did life wanted it to be this way
does it have to be this way. And all until I don't look at
her hair, blond hair, how it shines
And all until I don't look at
her face, adorable face, I'll cry. I know that her life belongs to somebody else
and it creates pain in me that doesn't know how to stop
and I'm crying 'cause I'm not a rock
and I'm crying because you can't be mine. And all until I don't look at
her hair, blond hair, how it shines
And all until I don't look at
her face, adorable face, I'll cry",https://lyricstranslate.com/en/plavu%C5%A1-blondy.html,['Kićo'],1969 - Plavuša,1986 - Dal' se sjećaš,https://diskografija.com/pjesma/plavusa-9721.htm,Plavuša,['Krunoslav Slabinac Kićo'],['Krunoslav Slabinac Kićo'],"['Krunoslav Slabinac Kićo', 'Željko Nikolin']",1995 - Sve najbolje,2006 - Zlatna kolekcija,,,,,,,Krunoslav Kićo Slabinac,Plavuša,,Plavuša / Taj Dan,,,,,nan-Plavuša / Taj Dan/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
49,4XHKfXTU_1_49,Krunoslav Kićo Slabinac,Kićo,Poljubi me za sretan put,523,"Za sve divne dane ljubavi
za sve sto si meni dala
za najljepse dane moje mladosti
sad ti moram reci hvala

Ref.
Poljubi me za sretan put
sad dovidjenja
ja odlazim na dalek put
zivot se mijenja
 
Poljubi me za sretan put
i reci zbogom
pisi da me cekas
pisi da me volis ti

Znaj, da moramo se rastati
nas se zivot tako krece
ali opet, mi cemo se vidjeti
opet doc´ ce dani srece

Ref. 2x","https://tekstovi.net/2,686,63830.html",,,,,,,,['Kićo'],1973 - Plavi pingvin,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/poljubi-me-za-sretan-put-9731.htm,Poljubi me za sretan put,['Alfi Kabiljo'],['Alfi Kabiljo'],['Alfi Kabiljo'],,,,,,,,,Krunoslav Kićo Slabinac,Poljubi Me Za Sretan Put,,Plavi Pingvin / Poljubi Me Za Sretan Put,,,,,nan-Plavi Pingvin / Poljubi Me Za Sretan Put/nan-Da Sam Tvoje Riječi Slušao Majko/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
50,4XHKfXTU_1_50,Krunoslav Kićo Slabinac,Kićo,Pruzimo si ruke,1833,"Slusaj me jedina, ti koju cekam
ti kojoj puteve sam zasipao cvijecem
zasto si tako nijema, daleka
napisi mi bar koju lijepu rijec

Pamtim sve trenutke, jos pamtim ti lice
pamtim tvoje rijeci i dane sto teku
zasto si samo tamo daleko
dodji, dodji jos sam uvijek tvoj
 
Ti kojoj sam cvijece brao
ti kojoj sam ljubav dao
ti kojoj sam pisao pjesme
zar ti mi sad nudis samo kraj

Osjecam da gubis snagu i vjeru
u ljubav onu tuznu sto vec dugo traje
gubis se i lutas bez cilja i nade
dodji, dodji jos sam uvijek sam

Znam da nisi sretna, znam da me jos volis
zasto onda bjezis i sumnji pruzas ruku 
zivot je ono sto smo zivjeli skupa 
nista drugo nece donijet dan

Sretan je covjek koji voljet znade
onaj sto ruke svoje istini pruza
u nadi sto zivi i ljubav s drugim dijeli
sta jos treba trazit osim toga

Zato nemoj trazit srecu izvan toga
jer sve sto je drugo prolaznost je pusta
podjimo u dvoje kroz zivot dok traje
da tako sretni docekamo kraj

Oprostimo sebi ono sto je bilo
pruzimo si ruke dok sve ovo traje
ima jos snage i nade u svemu
znam da sreca ceka negdje nas","https://tekstovi.net/2,686,49742.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Pružimo Si Ruke,3:12,Pružimo Si Ruke,,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,,nan-Pružimo Si Ruke
51,4XHKfXTU_1_51,Krunoslav Kićo Slabinac,Kićo,Pusti nocas svoje kose,165,"Slusat' cemo nocas
trave dok se njisu
opijeni morem
u tisini tame

Kako nasa srca
uzbudjeno disu
i kako nam usne
spajaju se same
 
Mirisat' ce nocas
i trave i cvijece
i zelene grane
borova i jela

I bit' cemo sami
u tom svijetu srece
dok ne pukne zora
suncana i bijela

Ref. 2x
Pusti nocas svoje kose
nek' ih mrse vjetri ludi
nek' nas sretne vode nose
dok se jutro ne probudi
dok se jutro ne probudi

Zaustavit' ljubav
nitko nece moci
ljubiti strasti
nitko nece znati

Srca cemo vrela
u procvaloj noci
iz njedara svojih
jedno drugom dati

Ref. 2x","https://tekstovi.net/2,686,64517.html",,,,,,,,['Kićo'],1978 - Pusti noćas svoje kose,1995 - Sve najbolje,https://diskografija.com/pjesma/pusti-nocas-svoje-kose-9735.htm,Pusti noćas svoje kose,['Đorđe Novković'],['Bratislav Zlatanović'],['Alfi Kabiljo'],2006 - Zlatna kolekcija,,,,,,,,Krunoslav Kićo Slabinac,Pusti Noćas Svoje Kose,,Pusti Noćas Svoje Kose,1978.0,Bratislav Zlatanović,Đorđe Novković,,1978.0-Pusti Noćas Svoje Kose/2005.0-Pusti Da Te Prebolim/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
52,4XHKfXTU_1_52,Krunoslav Kićo Slabinac,Kićo,"Rico, moja zlatna rico",672,"Na mojem dlanu pramen mirisne kose tvoje
ljubavi nase znamen i duge ceznje moje
ljubavi nase znamen i duge ceznje moje
na mojem dlanu pramen mirisne kose tvoje

Ref.
O rico, rico, moja zlatna rico
pamtim nase sretne dane
cuvam ih u srcu svom
jos ti pamtim rice zlatne
i u narucju si mom
 
O rico, rico, moja zlatna rico
uspomena ti si sveta
koja vraca se kroz san
njezni drhtaj toplog ljeta
jedan vjecno vedar dan
o rico, rico, moja zlatna rico

Na mojem dlanu, duso, zaspalo sunce malo
dok mi je budno bilo, radost je meni dalo
dok mi je budno bilo, radost je meni dalo
na mojem dlanu, duso, zaspalo sunce malo

Ref.","https://tekstovi.net/2,686,61454.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,"Rico, Moja Zlatna Rico",,"Rico, Moja Zlatna Rico",1977.0,,,,"1977.0-Rico, Moja Zlatna Rico/nan-Najveći Uspjesi Četvorice Najvećih"
53,4XHKfXTU_1_53,Krunoslav Kićo Slabinac,Kićo,Samo pricaj,1743,"Sve ti mogu biti jer je dobro sve to znam 
nosio sam tugu kada zivio sam sam 
a ti pricas neku pricu, samo pricaj

Sve ja mogu biti, jer u meni vice glas
volio sam takve koje nudile su spas
a ti pricas neku pricu, samo pricaj
 
Ref.
Ja ti mogu vise dati
 jer sam putnik sto se skita
to je zivot, jednom shvati
 i pusti te price

Ti si neka ljubav druga
 zvijezda koja negdje luta
plameni vjetar s juga
 kad si ostavljen i sam

Sve ti mogu biti
 al' u tebi vidim kraj
trazio sam svjetlo 
kojemu se gasi sjaj 
a ti pricas neku pricu, samo pricaj

Sve ti mogu biti, jer u meni jos i sad
ne moze se skriti ova plima, ovaj jad 
a ti pricas neku pricu, samo pricaj

Ref.","https://tekstovi.net/2,686,49743.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/samo-pricaj-11754.htm,Samo pričaj,,,,,,,,,,,,Krunoslav Kićo Slabinac,Samo Pričaj,,Dok Sanjaš,,Željko Krznarić,Daniel Popović,,nan-Dok Sanjaš
54,4XHKfXTU_1_54,Krunoslav Kićo Slabinac,Kićo,Seoska sam lola,32344,"Seoska sam lola
to vec svako zna
nema vece lole
nego sto sam ja

Ref. 2x
Seoska, najveca
seoska sam lola ja
 
Gdje se cure ljube
tu sam prvi ja

Ref. 2x

Gdje se zito kosi
tu sam zadnji ja

Ref. 2x

Gdje se vino pije
tu sam prvi ja

Ref. 2x

Gdje se case lupaju
opet prvi ja

Ref. 2x","https://tekstovi.net/2,686,15629.html",,Seoska Sam Lola,I'm a Country Darling,Vesela Je Sokadija,"Seoska sam lola
to već svako zna
nema veće lole
nego što sam ja. Ref. 2x
Seoska, najveća
seoska sam lola ja. Gdje se cure ljube
tu sam prvi ja
(2x). Ref. 2x. Gdje se žito kosi
tu sam zadnji ja
(2x). Ref. 2x. Gdje se vino pije
tu sam prvi ja
(2x). Ref. 2x. Gdje se čaše lupaju
opet prvi ja
(2x). Ref. 2x","I'm a country darling
everybody already knows that
there's no greater darling
than me. The greatest darling
I'm a country darling. Where the girls are kissed,
I'm the first one there. Where the wheat is mowed,
I'm the last one there. Where you drink the wine,
I'm the first one there. Where the glasses clink together,
I'm the first one there",https://lyricstranslate.com/en/seoska-sam-lola-im-country-darling.html,['Kićo'],1979 - Seoska sam lola,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/seoska-sam-lola-1507.htm,Seoska sam lola,['Narodna'],['Narodna'],,"2007 - Tko te ima, taj te nema - Zvonko Bogdan
Aranžman: Jerry Grcevich",,,,,"Seoska sam lola, to već svako zna.
Nema većeg lole, nego šta sam ja.

Seoska, najveća,
Seoska sam lola ja.
Seoska, najveća,
Seoska sam lola ja.

Gdje se vino pije, tu sam prvi ja!

Gdje se čaše lupaju, tu sam prvi ja!

Gdje se žito kosi, tu sam zadnji ja!

Gdje se cure ljube, opet prvi ja!!

Seoska sam lola, to već svako zna.
Nema većeg lole, nego sta sam ja.",Seoska sam lola,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/seoska-sam-lola.html,Krunoslav Kićo Slabinac,Seoska Sam Lola,,Seoska Sam Lola,,,,,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija/2010.0-Vesela Je Šokadija/nan-Untitled/2015.0-50 Originalnih Pjesama
55,4XHKfXTU_1_55,Krunoslav Kićo Slabinac,Kićo,Serenada (duet grupa 777),6759,"Sad je zima i magle se vuku
davno sve je pokrio snijeg
al' mene grije jedna topla slika
zbog koje spremna sam na bijeg

Jedan zvizduk i trzaj vagona
vlak vec klizi prugom na jug
u sebi cujem onu serenadu
na dugom putu ona mi je drug
 
Ref.
Serenada i mandoline
neka stvore romantike car oko nas
serenada i mandoline
u toploj noci uz njezan stih i moj glas

Serenada i mandoline
nek se cuju kroz cijelu noc samo za nas
serenada i mandoline
neka sviraju u srcu tvom mandoline

Nocu slusam labude juga
s njima lako krecemo san
a u snu sanjam opet njega 
toplo more i plavi dan

Ref.
","https://tekstovi.net/2,686,18489.html",,,,,,,,"['Kićo', '777']",1985 - Stani suzo - Kićo,1985 - Split 85,https://diskografija.com/pjesma/serenada-6055.htm,Serenada,['Andrej Baša'],['Andrej Baša'],,"2002 - Zvuk osamdesetih Zabavna i Pop 1984 - 1985
Aranžman: Andrej Baša",2006 - Zlatna kolekcija - Kićo,,,,,,,Krunoslav Kićo Slabinac,Serenada,3:00,Stani Suzo,,Andrej Baša,Andrej Baša,,nan-Stani Suzo/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
56,4XHKfXTU_1_56,Krunoslav Kićo Slabinac,Kićo,Sinoc bila misecina,85,"Sinoc bila misecina
a veceras tama

Odvedi me, diko, kuci
ne smim ici sama

Stala nogom na botegu
pa sve veli - necu
 
A kuma namiguje
da se kola krecu

Aoj, kceri, je l´ to taj
hulja i becar

Jeste, majko, to je taj
al´ nije becar

Ljubio sam curicu
u sumi, na panju

Kad ne daju po noci
a ja cu po danu","https://tekstovi.net/2,686,65037.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/sinoc-bila-misecina-1513.htm,Sinoć bila misečina,['Narodna'],['Narodna'],,,,,,,,,,Krunoslav Kićo Slabinac,Sinoć Bila Misečina,2:49,Vesela Je Šokadija,2010.0,,,,2010.0-Vesela Je Šokadija
57,4XHKfXTU_1_57,Krunoslav Kićo Slabinac,Kićo,Skripi djeram,70,"Skripi djeram, skripi djeram
´ko je na bunaru, ´ko je na bunaru
skripi djeram, ej, skripi djeram

Na bunaru, na bunaru
zalto materino, zlato materino
na bunaru, ej, na bunaru
 
Zasukala, zasukale
svilene rukave, svilene rukave
zasukala, ej, zasukala

Bijele joj se, bijele joj se
ruke, do lakata, ruke, do lakata
bijele joj se, ej, bijele joj se

Vodu grabi, vodu grabi
bijelo lice ´ ladi, bijelo lice ´ladi
vodu grabi, ej, vodu grabi

Vodu lije, vodu lije
bijelo lice mije, bijelo lice mije
vodu lije, ej, vodu lije","https://tekstovi.net/2,686,65035.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Škripi Đeram,,Seoska Sam Lola,,,,,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija/2015.0-50 Originalnih Pjesama
58,4XHKfXTU_1_58,Krunoslav Kićo Slabinac,Kićo,Slavonac sam,5393,"Slavonac sam, time se ponosim
davno ime od predaka nosim
Hrvatska je domovina moja
ej, Slavonko, i moja i tvoja

Domovino, u srcu te nosim
domovino, s tobom se ponosim
cuvam tvoje livade i staze
ne dam da te tudje noge gaze

Ej, Hrvati, tamo u tudjini
vratite se svojoj domovini
vratite se na ognjisce svoje
ej, Hrvati, Hrvatska vas zove","https://tekstovi.net/2,686,40685.html",,,,,,,,['Kićo'],1991 - Za tebe,1995 - Ako zora ne svane,https://diskografija.com/pjesma/slavonac-sam-6184.htm,Slavonac sam,['Mijo Mazalović'],['Josip Ivanković'],['Željko Nikolin'],2006 - Zlatna kolekcija,,,,,,,,Krunoslav Kićo Slabinac,Slavonac Sam,3:30,Za Tebe...,1991.0,,,,1991.0-Za Tebe.../1995.0-Ako Zora Ne Svane/nan-Ako Zora Ne Svane/2006.0-Zlatna Kolekcija
59,4XHKfXTU_1_59,Krunoslav Kićo Slabinac,Kićo,"Slavonijo, ja sam tvoje dijete",9194,"Tu gdje cvijece rosom se napaja
gdje se nebo s morem zita spaja
moja prva ljubav tu se skriva
Slavonija moja mirno sniva

Uspomene moje tu su tkane
k'o bisere nizao sam dane
volim ljude u mom starom kraju
ne mogu bez tebe, zavicaju
 
Ref.
Od rodjenja u srcu te nosim
Slavonac sam, s tobom se ponosim
uvijek k tebi moje misli lete
Slavonijo, ja sam tvoje dijete

Kada cujem stare pjesme tvoje
suzu skrivam na dnu duse moje
a na kraju kada pjesma krene
nitko nije sretniji od mene

A kad jednom svima kazem - zbogom
za sve vijeke ja cu ostat s tobom
mili kraju, zagrli me jace
pjevajte mi, nek ni'ko ne place

Ref.","https://tekstovi.net/2,686,53263.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/slavonijo-ja-sam-tvoje-dijete-9748.htm,"Slavonijo, ja sam tvoje dijete",,,,,,,,,,,,Krunoslav Kićo Slabinac,"Slavonijo, Ja Sam Tvoje Dijete",03:46,Zlatna Kolekcija,2006.0,,,,2006.0-Zlatna Kolekcija/2015.0-50 Originalnih Pjesama
60,4XHKfXTU_1_60,Krunoslav Kićo Slabinac,Kićo,"Slavonijo, kuco stara",2905,"Sta se ono sorom cuje
cudna pisma odjekuje
u srcima magle zaborava

K'o da nista nije bilo
k'o da mi se samo snilo
gdje nestade nasa pisma stara
 
Pomutili vuci vode
a nezvani kolo vode
tudji krcmar opet racun pise

Dal' da placem il' da psujem
dal' da pijem il' bolujem
tudja ruke slavnu proslost brise

Ref. 2x
Nije meni sto ti vode mute
sto mi stare rane diraju
vec je meni sto tambure sute
dok se tudje pisme sviraju

Da si dignu nasi stari 
i becari i sanjari
podigli bi side glave svoje

Bogu bi se pomolili 
srca svoja otvorili
ne bi dali da im sudbu kroje

Slavonijo, kuco stara
zemljo kruha i ratara
probudi se pa zapjevaj smjelo

Ne daj da ti temelj ruse
tudje kise, tudje suse
ustaj, ustaj i podigni celo

Ref. 2x","https://tekstovi.net/2,686,40686.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,"Slavonijo, Kućo Stara",3:22,Dignite Čaše Svatovi,2008.0,,,,2008.0-Dignite Čaše Svatovi
61,4XHKfXTU_1_61,Krunoslav Kićo Slabinac,Kićo,Slavonski taraban,81,"Tarabane, Slavonije cvijece
nema onog tko te igrat´ nece

Sto je becara oko Daruvara
i curica oko Lopinica

Oj, Pakracu, tvoje okolice
sve su lijepe garave curice

Alaj volim igrat´ tarabana
gore skocis, dolje ides sama

Slavonijo, ne bih te zalio
da se nisam u tebi rodio","https://tekstovi.net/2,686,65028.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Slavonski Taraban,,Svatovac,,,,,nan-Svatovac
62,4XHKfXTU_1_62,Krunoslav Kićo Slabinac,Kićo,Slavonsko kolo,86,"Ej, sto j´ becara, to je Osjecana
malo i´ je, koji becar nije
malo i´ je, koji cuger nije

Ej, rodi, mamo, jos jednog becara
kad se kerim, da ja imam para
kad se kerim, da ja imam para
 
Op, op, op
op, noga za nogom
sutra cemo za poslom

Ej, lako ti je poznati becara
sorom ide i ocima sara
sorom ide i ocima sara

Ej, sorom ide sedam, osam zena
ja poznajem, koja muza nema
ja poznajem, koja muza nema

Ej, poznaje se, koja ljubi slatko
suknju nosi niz koljena kratko
suknju nosi niz koljena kratko

Jao, oho, ho, hej

Ej, becari se ne zeniju mladi
becaruju, dok im ne dosadi
becaruju, dok im ne dosadi

Ej, kad urodi vinograd na Dravi
onda ce se zeniti becari
onda ce se zeniti becari","https://tekstovi.net/2,686,65033.html",,,,,,,,['Kićo'],1975 - Hej bećari,1994 - Crne oči & Tamburo miljenice - Slavonske Lole,https://diskografija.com/pjesma/slavonsko-kolo-7945.htm,Slavonsko kolo,['Narodna'],['Narodna'],['Antun Nikolić'],2006 - Zlatna kolekcija,,,,,,,,Krunoslav Kićo Slabinac,Slavonsko Kolo,,Hej Bećari,,,,,nan-Hej Bećari/2006.0-Zlatna Kolekcija/2015.0-50 Originalnih Pjesama
