Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
26,4XHKfXTU_1_26,Krunoslav Kićo Slabinac,Kićo,Jadranom putuje Plavi pingvin,286,"Ref.
Jadranom putuje Plavi pingvin
u plicaku s djecom igra picigin
u plavome fraku, otmjen i fin
Jadranom putuje Plavi pingvin

Jadranom putuje Plavi pingvin
poput morskog vuka, zuri kroz durbin
plavuse gleda, plavi fakin
Jadranom putuje Plavi pingvin
 
Pijucka Plavac i plavu ribu guta
nikada nije osobito gladan
placa racun pogleda kruta
posve plav, jedini je hladan

Plavuse gleda kao santa leda
osjeca cudnu plavu nervozu
kraj njega jedna radosno sjeda
i stalno slusa vremensku prognozu

Ref.","https://tekstovi.net/2,686,63831.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4XHKfXTU_1_27,Krunoslav Kićo Slabinac,Kićo,Kad cujem tambure,33889,"Kad cujem tambure
tamburice glas
zbogom, majko i sestrice
ja ostavljam vas
2x

Ref. 2x
Ajca, vinca-ca
vinca rumena
 
Kad cujem tambure
skocim na bure
pa izvadim litru, dvije
pijem do zore
2x

Ref. 2x

Vina da pijem
da se napijem
svako jutro zena zove
kuci da idem
2x

Ref. 2x

Ja leg'o do zida
zena do kraja
dodje komsija
pa me otjera
2x

Ref. 2x

Nije prosla godina
zena rodila
zena rodila
isti komsija
2x

Ref. 2x","https://tekstovi.net/2,686,15627.html",,Kad čujem tambure,Когда слышу я тамбуры,,"Kad čujem tambure
tamburice glas
zbogom, majko i sestrice
ja ostavljam vas
2x. Ref. 2x
Ajca, vinca-ca
vinca rumena. Kad čujem tambure
skočim na bure
pa izvadim litru, dvije
pijem do zore
2x. Ref. 2x. Vina da pijem
da se napijem
svako jutro žena zove
kući da idem
2x. Ref. 2x. Ja leg'o do zida
žena do kraja
dođe komšija
pa me otjera
2x. Ref. 2x. Nije prošla godina
žena rodila
žena rodila
isti komšija
2x. Ref. 2x","Когда я слышу голос
Тамбуры, тамбурицы,
Прощайте, мать и сёстры,
Я покидаю вас.
(2х). ПРИПЕВ: 2х
Ай, винца,
Винца красного.. Когда слышу тамбуры,
То вскочу я на бочку;
И вытащу литр-два
И пью до зари.
(2х). (Припев:) 2х. Вино пью я,
Чтоб напиться;
Каждое утро жена зовёт
Идти домой.
(2х). (Припев:) 2х. Я лёг у стены,
А жена - с краю;
Пришёл сосед
И меня прогнал.. (Припев:) 2х. Не прошло и года -
Как жена родила;
Жена родила,
А он вылитый сосед.
(2х). (Припев:) 2х",https://lyricstranslate.com/en/kad-cujem-tambure-kogda-slyshu-ya-tambury.html,['Kićo'],,,https://diskografija.com/pjesma/kad-cujem-tambure-9742.htm,Kad čujem tambure,,,,,,,,,,,,Krunoslav Kićo Slabinac,Kad Čujem Tambure,,Kad Čujem Tambure / Lijepa Moja Slavonija,1974.0,,,,1974.0-Kad Čujem Tambure / Lijepa Moja Slavonija/1984.0-Kad Čujem Tambure/2006.0-Zlatna Kolekcija/2010.0-Vesela Je Šokadija/nan-Untitled
28,4XHKfXTU_1_28,Krunoslav Kićo Slabinac,Kićo,Kad se Ciro ozenio,84,"Sjedi Ciro navr´ slame
brkovima plasi vrane

Saj, Ciro, sjedi s mirom
u cure ne diraj

Sjedi Ciro za odzakom
namaz´o se sa kajmakom
 
Saj, ciro, sjedi s mirom
u cure ne diraj

Sjedi Ciro za trpezom
zamaz´o se sa pekmezom

Saj, Ciro, sjedi s mirom
u cure ne diraj

Kad se Ciro ozenio
cabar masti potrosio

Saj, Ciro, sjedi s mirom
u cure ne diraj

Cabar masti, cabar loja
da mu zena bude bolja

Saj, Ciro, sjedi s mirom
u cure ne diraj","https://tekstovi.net/2,686,65034.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Kad Se Ćiro Oženio,,Svatovac,,,,,nan-Svatovac
29,4XHKfXTU_1_29,Krunoslav Kićo Slabinac,Kićo,Kad u ponoc netko kuca,163,"Tko ce sa mnom ove noci
vjetre, spavati
ne cekam je, nece doci
uspavaj me ti

Kao sto je svijetlo dana
radost ocima budi uspavanka 
budi kao uspavanka
mojim nocima
 
Ref.
Kad u ponoc netko kuca
pa me probudi
kazem sebi, to su njeni
srca kucaji

Nije ona, to je vjetar
vjetar budi sve
bio mi je uspavanka
sad mi krade sne

Ne gledaj me kad se molim
i ne zali me
ne pjevaj mi, zaspao sam
idi napolje

Zovi mjesec da opere
oci prozora spusti oblak, da me vidi
spusti oblak, da me vidi
zvijezda Danica

Ref.

Bio mi je uspavanka
sad mi krade sne
sad mi krade sne","https://tekstovi.net/2,686,64825.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/kad-u-ponoc-netko-kuca-6247.htm,Kad u ponoć netko kuca,['Krunoslav Slabinac Kićo'],['Maja Perfiljeva'],,,,,,,,,,Krunoslav Kićo Slabinac,Kad U Ponoć Netko Kuca,,The Platinum Collection,2007.0,,,,2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama
30,4XHKfXTU_1_30,Krunoslav Kićo Slabinac,Kićo,Kako naci pravi put,1748,"Nakon svega sto je bilo
ni poznanstvo cak ne osta
niti osmijeh, niti pogled
niti jedna topla rijec

Nakon svega sto je bilo
niti zbogom, niti hvala
umire i zadnja nada
kao stranci mi smo vec
 
Nakon svega sto je bilo
svojim putem svak' ce poc'
mozda nekad sve ces shvatit'
mozda nekad ces se vratit'

Ref.
Kako zaboravit' sad
oci te, ruke te
kako zaboravit' sad
noci te, setnje te
kako zaboravit' sve

Kako naci pravi put
koji ce odvest' me
negdje daleko od tih
besanih noci svih
kako naci pravi put 

Nakon svega, kako mozes
pored mene tako proci
kao stijena da sam neka
ili zgazen neki cvijet

Nakon svega, kako mozes
zaboravit´ sve te dane
i te ruke sto su znale
za te stvarat´ novi svijet

Nakon svega sto je bilo
svojim putem svak' ce poc'
mozda jednom sve ces shvatit'
mozda jednom ces se vratit'

Ref.","https://tekstovi.net/2,686,61182.html",,Kako naći pravi put,How To Find The Right Way,Zagreb Fest 83,"Nakon svega što je bilo
Ni poznanstvo čak ne osta
Niti osmijeh, niti pogled
Niti jedna topla riječ. Nakon svega što je bilo
Niti zbogom, niti hvala
Umire i zadnja nada
Kao stranci mi smo već. Nakon svega što je bilo
Svojim putem svak će poć. Možda nekad sve ćeš shvatit
Možda nekad ćeš se vratit. [Refren]
Kako zaboravit sad oči te, ruke te?
Kako zaboravit sad noći te, šetnje te?
Kako zaboravit sve?
Kako naći pravi put koji će odvest me
Negdje daleko od tih besanih noći svih?
Kako naći pravi put?. Nakon svega, kako možeš
Pored mene tako proći?
Kao stijena da sam neka
Ili zgažen neki cvijet.... Nakon svega, kako možeš
Zaboravit sve te dane
I te ruke što su znale
Za te stvarat novi svijet?. Nakon svega što je bilo
Svojim putem svak će poć. Možda nekad sve ćeš shvatit
Možda nekad ćeš se vratit. [Refren]
Kako zaboravit sad oči te, ruke te?
Kako zaboravit sad noći te, šetnje te?
Kako zaboravit sve?
Kako naći pravi put koji će odvest me
Negdje daleko od tih besanih noći svih?
Kako naći pravi put?","After everything that happened
Not even an acquaintanceship is left
No smile, no look
Not one heart-felt word. After everything that happened
No goodbye, no thanks
Last hope is dying
We're already like strangers. After everything that happened
We'll both go our separate ways. Maybe someday you will understand everything
Maybe someday you'll come back. [Refrain]
How to forget now about those eyes, those hands?
How to forget now about those nights, those walks?
How to forget everything?
How to find the right way to take me
Somewhere away from all those sleepless nights?
How to find the right way?. After everything, how can you
Just pass me by like that?
Like I am some rock
Or some flower stomped over. How can you, after all that,
Forget about all those days
And the hands that used
Create a new world for you?. After everything that happened
We'll both go our separate ways. Maybe someday you will understand everything
Maybe someday you'll come back. [Refrain]
How to forget now about those eyes, those hands?
How to forget now about those nights, those walks?
How to forget everything?
How to find the right way to take me
Somewhere away from all those sleepless nights?
How to find the right way?",https://lyricstranslate.com/en/kako-naci-pravi-put-how-find-right-way.html,['Kićo'],,,https://diskografija.com/pjesma/kako-naci-pravi-put-9737.htm,Kako naći pravi put,,,,,,,,,,,,Krunoslav Kićo Slabinac,Kako Naći Pravi Put,04:02,Zlatna Kolekcija,2006.0,,,,2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
31,4XHKfXTU_1_31,Krunoslav Kićo Slabinac,Kićo,Komsinica Ana,166,"Svakog dana komsinica Ana
kukuruze skida sa tavana
a ja virim preko naseg plota
joj, kakva je, puca od zivota

Srce kuca, hoce da popuca
tijesne grudi, hoce da poludi
 
Oj, silose, silose
kad bi jednom zbilo se
kad bi Ana sa tavana
pogledala na me

Hej, haj, ljudi moji
kakva je
k'o da cijelom svijetu prkosi

Ref. 2x
Hej, haj, moja Ana
u njedrima svojim
pol imetka nosi

Joho 

Sinoc kad je pala prva rosa
skupljala je sijeno kraj silosa
joj, mjesece, za oblakom stani
da pomognem komsinici Ani

Srce vuce, di je bilo juce
i dan, noc, di je bilo sinoc

Oj, silose, silose
sto se zbilo, zbilo se
e, pa, neka, neka je
samo neka traje

Hej, haj, ljudi moji
kakva je
k'o da cijelom svijetu prkosi

Ref. 2x","https://tekstovi.net/2,686,64518.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Komšinica Ana,,Kad Čujem Tambure,1984.0,Ante Gardaš,Branko Mihaljević,,1984.0-Kad Čujem Tambure
32,4XHKfXTU_1_32,Krunoslav Kićo Slabinac,Kićo,Kumova zdravica,12082,"Svi svatovi, svi svatovi
veselo pjevaju
svi svatovi, oj djevojko
veselo pjevaju

Samo mlada, samo mlada
ne moze od jada
samo mlada, oj djevojko
ne moze od jada
 
Cuvegija, cuvegija
ne moze od svija
cuvegija, oj djevojko
ne moze od svija

Ja podizem ovu casu
u zdravlje nasih mladanaca
dragi mladenci, stari svate
djeverovi, djeveruse, kumovi
i ostali kiceni svatovi

Sazelimo mladencima
srecu u buducnosti
da na stolu imaju
pogacice, pecenice, rujna vina, sljivovice

Neka im sve zlo od kuce bjezi
neka im rodi psenica bjelica
a u kuci neka im budu
sva zdrava djecica, zivjeli

Al' je lipo, al' lipo
u svatov'ma biti
al' je lipo, oj djevojko
u svatov'ma biti

Kumovati, kumovati
i kumom se zvati
kumovati, oj djevojko
i kumom se zvati","https://tekstovi.net/2,686,22356.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Kumova Zdravica,,Svatovac,,,,,nan-Svatovac/1984.0-Kad Čujem Tambure
33,4XHKfXTU_1_33,Krunoslav Kićo Slabinac,Kićo,Marijana,8741,"Danima si tiha bol u mojoj dusi
nocima si nespokoj u srcu mom
ponekad sam tako sam
zbog njeznih sjecanja
i pjesama o ljubavi

Ref.
Marijana iz mojih mladih dana
Marijana iz moga sna
Marijana, da l' jos te plasi tama
kad u ponoc vjetar prica o nama
 
Ima dana kad je noc u mojoj dusi
ima noci kada sve zaboravljam
ponekad sam tako sam
zbog njeznih sjecanja
i pjesama o ljubavi

Ref.

Marijana iz mojih mladih dana
Marijana od andjela
Marijana, za ljubav sve si dala
al' u ponoc ti si sama, sam sam ja","https://tekstovi.net/2,686,29767.html",,,,,,,,['Kićo'],1988 - Split 88,"1988 - Tiho, tiho uspomeno",https://diskografija.com/pjesma/marijana-11068.htm,Marijana,,,,,,,,,,,,Krunoslav Kićo Slabinac,Marijana,3:12,"Tiho, Tiho Uspomeno",,,,,"nan-Tiho, Tiho Uspomeno/2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji"
34,4XHKfXTU_1_34,Krunoslav Kićo Slabinac,Kićo,Moj dida,1335,"Niti mome didu nije uvik bilo
lipo, a ni lako, kako mu se snilo
al' je cemer znao sakriti u sebi
zagriz'o bi usnu, ali kleo ne bi

Ref. 2x
Neke druge zice sada gore dira
u tambure nove andjelima svira
u tambure nove andjelima svira
 
Bas po pravdi Boga moj je dida znao
nikom ost'o duzan, a svakom je dao
i lijecio dusu uz tambure nase
uz sokacke pisme cuvao salase

Ref. 2x","https://tekstovi.net/2,686,56717.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Moj Dida,3:12,Dignite Čaše Svatovi,2008.0,,,,2008.0-Dignite Čaše Svatovi
35,4XHKfXTU_1_35,Krunoslav Kićo Slabinac,Kićo,"Moj Marjane, adio",287,"Dugo smo dilili skupa
i dobro i zlo
kraj borova tvojih
ja seta´ san uvik sa njon

Prica i tuga
mrznja i ljubav
posljednji poraz
vezali su nas skupa
 
Ref.
Moj Marjane, moj Marjane
ca je bilo, bilo je
na rastanku - Adio
i hvala ti za sve

Moj Marjane, moj Marjane
ca je bilo, bilo je
znaj, da uvik u srcu
bit cu sa tobon, moj Marjane


Sve nase brige i zelje
si zna´ 
Kraj tvojih agava
ja seta´ san uvik sa njon

Zbog istine i radosti
lazi i zalosti
uvik smo plakali
i smijali se skupa

Ref.

Znaj, da uvik u srcu
bit cu sa tobon, moj Marjane","https://tekstovi.net/2,686,63835.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/moj-marjane-adio-6380.htm,"Moj Marjane, adio",,,,,,,,,,,,Krunoslav Kićo Slabinac,"Moj Marjane, Adio",3:14,50 Originalnih Pjesama,2015.0,,,,2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
36,4XHKfXTU_1_36,Krunoslav Kićo Slabinac,Kićo,Nakraj sela cadjava mehana,351,"Nakraj sela cadjava mehana
iz nje viri glava necesljana
necesljana od silnoga pica
to je kuca seoskih mladica

Iz mehane, pijan, ja izlazim
cudnovate ulice nalazim
lijevo-desno, nigdje moga stana
hej, ulice i ti si pijana
 
Gle, mjeseca, al´ se nakrivio
na jedno je oko zazmirio
al´ na drugo, sesir nakrivio
gle, mangupa i on se napio

Al´ na desno, sesir nakrivio
gle, majmuna i on se nalio

Tko to lupa na moj prozor tako
zar vi, momci, ne znate polako
moj Miljenko leg´o je da spava
od te lupe zaboli ga glava","https://tekstovi.net/2,686,63828.html",,,,,,,,,,,,,,,,,,,,,"Na kraj sela čađava mehana,
Iz nje viri glava nečešljana.
Nečešljana od silnoga pića,
To je kuća seoskih mladića.

Iz kafane pijan ja izlazim,
Svake čudne ulice nalazim.
Lijevo, desno, nigdje moga stana,
Oj ulice i ti si pijana!

Gle mjeseca što se nakrivio,
Na jedno je oko zažmirio.
A na drugo šešir nakrivio,
Sram ga bilo i on se napio!

Tko to lupa na moj prozor tako?
Zar vi momci neznate polako.
Moj Miljenko lego je da spava,
Od te muke zaboli ga glava!",Na kraj sela čađava mehana,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/na-kraj-sela-cadjava-mehana.html,Krunoslav Kićo Slabinac,Na Kraj Sela Čađava Mehana,,Na Kraj Sela Čađava Mehana,1975.0,,,,1975.0-Na Kraj Sela Čađava Mehana
37,4XHKfXTU_1_37,Krunoslav Kićo Slabinac,Kićo,"Nasim sorom, jagodo",3770,"Nasim sorom, Jagodo
nasim sorom, Jagodice
nasim sorom djevojaka nema
nasim sorom djevojaka nema, oj

Sto je bilo, Jagodo
sto je bilo, Jagodice
sto je bilo sve se poudalo
sto je bilo sve se poudalo, oj
 
Dosla jesen, Jagodo
dosla jesen, Jagodice
ajd' idemo prositi djevojku
ajd' idemo prositi djevojku, oj

Ja je prosim, Jagodo
ja je prosim, Jagodice
ja je prosim ona se ponosi
ja je prosim ona se ponosi, oj","https://tekstovi.net/2,686,40688.html",,,,,,,,['Kićo'],1975 - Hej bećari,"2006 - Pjevat će Slavonija - Zlatko Pejaković
Aranžman: Branimir Mihaljević",https://diskografija.com/pjesma/nasim-sorom-jagodo-11732.htm,Našim šorom jagodo,['Narodna'],['Narodna'],['Antun Nikolić'],,,,,,"Našim šorom, Jagodo, našim šorom, Jagodice,
Našim šorom djevojaka nema, oj.

Što je bilo, Jagodo, što je bilo, Jagodice,
Što je bilo, sve se poudalo, oj.

Što j' ostalo, Jagodo, što j' ostalo, Jagodice,
Što j' ostalo, na vodu se dalo, oj.

Došla jesen, Jagodo, došla jesen, Jagodice,
'Ajd' idemo, prositi djevojku, oj.

Ja je prosim, Jagodo, ja je prosim, Jagodice,
Ja je prosim, ona se ponosi, oj.","Našim šorom, Jagodo",https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/nasim-sorom-jagodo.html,Krunoslav Kićo Slabinac,Našim Šorom Jagodo,,Hej Bećari,,,,,nan-Hej Bećari
38,4XHKfXTU_1_38,Krunoslav Kićo Slabinac,Kićo,Ne mogu vise bez tebe,1171,"Tako je lako i tako tesko
voljeti tebe, i biti tvoj
sreca i tuga, osmijeh i suze
u ljubavi se ispreplicu toj

Tako je lako i tako tesko
osjecat' spokoj i cutit' strah
djevojko, zeno, sunce i sjeno
ti srca plamen pretvaras u prah
 
Ne mogu vise bez tebe
kad ranom zorom budim se
ne mogu vise bez tebe
i svemu tome cudim se

Ref.
Ne mogu vise bez tebe
u danima sto dolaze
u nocima sto prolaze
ne mogu vise bez tebe

U danima sto dolaze
ne mogu vise bez tebe
u nocima sto prolaze
ne mogu vise bez tebe

I kad sam budan i kada sanjam
u moje misli vracas se ti
bjezim od tebe, odlazim tamo
gdje nikad sresti necemo se mi

Ref.","https://tekstovi.net/2,686,59948.html",,,,,,,,['Kićo'],"1988 - Tiho, tiho uspomeno",2006 - Zlatna kolekcija,https://diskografija.com/pjesma/ne-mogu-vise-bez-tebe-9738.htm,Ne mogu više bez tebe,['Toni Glovatzky'],['J. Holt'],['Stjepan Mihaljinec'],,,,,,,,,Krunoslav Kićo Slabinac,Ne Mogu Više Bez Tebe,3:30,"Tiho, Tiho Uspomeno",,,,,"nan-Tiho, Tiho Uspomeno/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama"
39,4XHKfXTU_1_39,Krunoslav Kićo Slabinac,Kićo,Ne pitaj me nista nocas,230,"Ne pitaj me nista nocas
ne pitaj me sto ne zelis cuti
istina je, sto ti srce sluti
ne pitaj me nista nocas
samo suti

Ne pitaj me nista nocas
zagrli me i strasno me ljubi
treba mi blizina tvoje puti
ne pitaj me nista nocas
samo suti
 
Ref.
Zatvorit' cu oci svoje
da ne vidis suze moje
zaustavit' cu jecaj u tisini

I ne pitaj koga trazim
i ne pitaj koga volim
i ne pitaj za kim gorim
o, ne pitaj me nista nocas
ja te molim

Ref.","https://tekstovi.net/2,686,64524.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/ne-pitaj-me-nista-nocas-11763.htm,Ne pitaj me ništa noćas,,,,,,,,,,,,Krunoslav Kićo Slabinac,Ne Pitaj Me Ništa Noćas,4:08,Stani Suzo,,Maja Perfiljeva,Krunoslav Kićo Slabinac,,nan-Stani Suzo/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
40,4XHKfXTU_1_40,Krunoslav Kićo Slabinac,Kićo,Nek se toci staro vino,850,"Kako dan za danom ide
sve je pusto, dusa boli
ovo srce moje ludo
jos te trazi, jos te voli

Nikad vise tvoje ruke
tvoje usne, nikad vise
samo uspomene drage
sto ih tvoja mladost pise
tvoja kosa, oci tvoje 
nikad vise, nikad vise
 
Ref. 2x
Nek' se toci, nek' se toci
nek' se toci staro vino
moja ljubav, Nino, Nino
samo tvoje ime zna

Neka boli, neka boli
tiho placi mandolino
sad se rusi Nino, Nino
sve sto imao sam ja 

Ref. 2x","https://tekstovi.net/2,686,60005.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/nek-se-toci-staro-vino-9740.htm,Nek' se toči staro vino,,,,,,,,,,,,Krunoslav Kićo Slabinac,Nek Se Toči Staro Vino,03:00,Zlatna Kolekcija,2006.0,,,,2006.0-Zlatna Kolekcija
41,4XHKfXTU_1_41,Krunoslav Kićo Slabinac,Kićo,Nije moja dusa prazna,17842,"Nije moja dusa prazna 
rusili su bagrem stari
ispod kojeg sam te cek'o
i ljubav su srusit htjeli
nista nisam, nisam rek'o

Rusili su sve sto mogu
sa mjesta se nisam mak'o
ni kada su konje tukli
znaj da nisam, nisam plak'o
 
Ref. 2x
Nije moja dusa prazna
da bi i protiv sebe mor'o
nek' im pjesma bude kazna
pjevaj sa mnom, pjevaj zoro

Danas kad' se sjetim oca
kako tuzan konje gleda
jasne su mi one rijeci
i njegova kosa sijeda

Nemoj sine protiv Boga
nisu tvoji takvi bili
ma najteze kad je bilo
i suzu su svoju krili

Ref. 2x","https://tekstovi.net/2,686,22630.html",,Nije moja duša prazna,Nije moja dusa prazna,,"Rušili su bagrem stari
Ispod kojeg sam te čeko
I ljubav su srušit htjeli
Ništa nisam, nisam reko'
Ništa nisam, nisam reko'. Rušili su sve što mogu
Sa mjesta se nisam mako'
Ni kada su konje tukli
Znaj da nisam, nisam plako'
Znaj da nisam, nisam plako'. (Pripjev)
Nije moja duša prazna
Da bih protiv sebe moro'
Nek' im pjesma bude kazna
Pjevaj sa mnom, pjevaj zoro. Danas kad se sjetim oca
Kako tužan konje gleda
Jasne su mi one riječi
I njegova kosa sijeda. ""Nemoj, sine, protiv Boga.
Nisu tvoji takvi bili.
Ma, najteže kad je bilo
I suzu su svoju krili.
I suzu su svoju krili."". (Pripjev)","They were tearing down our old tree (acacia, to be precise)
Under which I awaited you
They wanted to tear down the love as well
Anything, I haven't said anything. They tore down everything they could
I didn't move from the spot
Even when they hit horses
Know that I didn't, I did not cry. My soul is not empty
To go against myself as well
Let this song be a punishment to them
Sing with me, sing, Dawn. Nowadays, when I think of my father
Looking sadly at horses
Those words become clear to me
As well as his gray hair. Do not go, my son, against the god
It's not what your folks were
And even when it was the hardest
They used to hide their tear",https://lyricstranslate.com/en/Nije-moja-dusa-prazna-Nije-moja-dusa-prazna.html,['Kićo'],1995 - Ako zora ne svane,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/nije-moja-dusa-prazna-6183.htm,Nije moja duša prazna,,,,,,,,,"Rušili su bagrem stari,
ispod kojeg sam te ček'o
i ljubav su srušit htjeli
ništa nisam, nisam rek'o
ništa nisam, nisam rek'o.

Rušili su sve što mogu
sa mjesta se nisam mak'o
ni kada su konje tukli
znaj da nisam, nisam plak'o
znaj da nisam, nisam plak'o.

Nije moja duša prazna
da bi i protiv sebe mor'o
nek' im pjesma bude kazna,
pjevaj sa mnom, pjevaj zoro
pjevaj sa mnom, pjevaj zoro.

Danas kad' se sjetim oca
kako tužan konje gleda
jasne su mi one riječi
i njegova kosa sijeda
i njegova kosa sijeda

Nemoj sine protiv Boga,
nisu tvoji takvi bili
ma najteže kad je bilo,
i suzu su svoju krili
i suzu su svoju krili",Nije moja duša prazna,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/nije-moja-dusa-prazna.html,Krunoslav Kićo Slabinac,Nije Moja Duša Prazna,04:13,Zlatna Kolekcija,2006.0,,,,2006.0-Zlatna Kolekcija
42,4XHKfXTU_1_42,Krunoslav Kićo Slabinac,Kićo,Nije nam bilo sudjeno,10643,"Treperi mi srce ponekad tiho
u mutne i p'jane gorke sate
Boze moj, sto bih sve mogao dati
za neke trenutke da mi se vrate

Ref.
Nije nam bilo sudjeno
u mladosti nasoj ranoj
al' mozda ipak se nadjemo
u ljetu il' jeseni zlatnoj

I nisam znao, vjeruj mi
da ljubav je kao plima
i kako vrijeme prolazi
sve vise u meni te ima","https://tekstovi.net/2,686,41247.html",,Nije nam bilo suđeno,We Weren't Meant To Be,"Tiho, Tiho Uspomeno","Treperi mi srce ponekad tiho
U mutne i p'jane gorke sate
Bože moj, što bih sve mogao dati
Za neke trenutke da mi se vrate. [Refren]
Nije nam bilo suđeno
U mladosti našoj ranoj
Al' možda ipak se nađemo
U ljetu il' jeseni zlatnoj. I nisam znao, vjeruj mi
Da ljubav je kao plima
I kako vrijeme prolazi
Sve više u meni te ima. [Refren]
Nije nam bilo suđeno
U mladosti našoj ranoj
Al' možda ipak se nađemo
U ljetu il' jeseni zlatnoj","My heart trembles quietly sometimes
At misty and intoxicated bitter hours
My God, what I would be prepared to give
To have some moments back. [Refrain]
We weren't meant to be
In our early youth
But maybe we'll still find each other
In summer or the golden autumn. And I didn't know, trust me
That love is like a tide
And as time goes by
There is more and more you inside me. [Refrain]
We weren't meant to be
In our early youth
But maybe we'll still find each other
In summer or the golden autumn",https://lyricstranslate.com/en/nije-nam-bilo-sudeno-we-werent-meant-be.html,['Kićo'],"1988 - Tiho, tiho uspomeno",2006 - Zlatna kolekcija,https://diskografija.com/pjesma/nije-nam-bilo-sudeno-9739.htm,Nije nam bilo suđeno,['Krunoslav Slabinac Kićo'],['Maja Perfiljeva'],"['Željko Nikolin', 'Drago Laban']",,,,,,,,,Krunoslav Kićo Slabinac,Nije Nam Bilo Suđeno,3:37,"Tiho, Tiho Uspomeno",,,,,"nan-Tiho, Tiho Uspomeno/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama"
43,4XHKfXTU_1_43,Krunoslav Kićo Slabinac,Kićo,Nina,939,"More nikad tako plavo
i nebo jasno, a mjesec tako zut
da volim, shvatio sam kasno
dok cekam tako da stanes na moj put

Rijeci navrle bi same
al' istog trena u krug stane sve
tek pozdrav, dok srce tuce glasno
tek pogled krisom i to je sve
 
Ref. 2x
Nina, Nina, Nina, Nina, Nina
nikad moja nisi bila ti
al' u srcu mome uvijek bit ces, Nina
Nina, Nina, moja ljubavi 

Nina, Nina, Nina, Nina, Nina
od svega ostali su samo sni
nisi znala, ili nisi htjela, Nina
Nina, Nina, moja ljubavi  

Sutra bit ces nekom zena
sigurno sretna, jer lijepa si k'o san
al' znaj da zvijezda sto te vodi
i meni jednom je zasjala k'o dan

Moj zivot drugim putem ode
i nek' je tako, bolje je za sve
u moju javu usla nisi
al' si u pjesmu i moje sne

Ref. 2x","https://tekstovi.net/2,686,60004.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/nina-11761.htm,Nina,,,,,,,,,,,,Krunoslav Kićo Slabinac,Nina,,"Stani Suzo, Stani / Nina",1985.0,,,,"1985.0-Stani Suzo, Stani / Nina/nan-Stani Suzo/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama"
