Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Lyrics By_discogs,Lyrics By [Croatian]_discogs,Music By_discogs,Vocals_discogs,Arranged By_discogs,Performer_discogs,Remix_discogs,Recorded By_discogs,Producer_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Prljavo Kazalište,Prljavo Kazalište,Pisma Ljubavna,2:53,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,"nan-Devedeseta/nan-Božićni Koncert 27.12.1994/1998.0-Hitovi/nan-77-99 Sve Je Lako Kad Si Mlad/nan-Best Of - Live/nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2010.0-Single Collection '79 - '90/2012.0-Live Kompilacija Najvećih Hitova + Ljubav Je.../2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Devedeseta,6:06,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,"nan-Devedeseta/nan-77-99 Sve Je Lako Kad Si Mlad/2010.0-Single Collection '79 - '90 B Sides/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Oprostio Mi Bog,4:47,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,"nan-Devedeseta/nan-Rock Balade/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009"
Prljavo Kazalište,Prljavo Kazalište,Nemoj Misliti Da Se Izvlačim,4:47,Devedeseta,,,,,,Davorin Bogović,,,,,,,nan-Devedeseta,nan-Devedeseta
Prljavo Kazalište,Prljavo Kazalište,Na Badnje Veče,5:11,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,"nan-Devedeseta/nan-Božićni Koncert 27.12.1994/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2017.0-Antologija/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Evo Putujem,2:53,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,nan-Devedeseta
Prljavo Kazalište,Prljavo Kazalište,Strah Od Letenja,4:06,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,nan-Devedeseta/1998.0-Hitovi/nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Iz Nekih Starih Razloga,4:20,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,nan-Devedeseta/nan-Rock Balade/nan-Božićni Koncert 27.12.1994/nan-20 Godina/2008.0-Karlovačko Live 2008
Prljavo Kazalište,Prljavo Kazalište,Nebo Zvjezdano,3:54,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,nan-Devedeseta
Prljavo Kazalište,Prljavo Kazalište,"Zbogom Dame, Zbogom Prijatelji",5:04,Devedeseta,,,,,,,,,,,,,nan-Devedeseta,nan-Devedeseta/nan-Rock Balade/nan-Božićni Koncert 27.12.1994/nan-20 Godina/nan-77-99 Sve Je Lako Kad Si Mlad/2008.0-Karlovačko Live 2008/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,Na Badnju Večer,5:11,Rock Balade,Prljavo Kazalište,,,,,,,,,,,,nan-Rock Balade,nan-Rock Balade
Prljavo Kazalište,Prljavo Kazalište,"Lupi Petama, Reci Sve Za Hrvatsku",5:22,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../2012.0-Live Kompilacija Najvećih Hitova + Ljubav Je.../2017.0-Antologija/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,"Pet Dana Ratujem, Subotom Se Zaljubljujem",4:11,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../nan-Zabranjeni Koncert/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Kao Ja Da Poludiš,3:18,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../nan-Zabranjeni Koncert/nan-Božićni Koncert 27.12.1994/nan-77-99 Sve Je Lako Kad Si Mlad/2008.0-Karlovačko Live 2008/nan-Best Of - Live/nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Tu Noć Kad Si Se Udavala,5:56,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../nan-Zabranjeni Koncert/nan-Božićni Koncert 27.12.1994/nan-20 Godina/nan-77-99 Sve Je Lako Kad Si Mlad/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Beznadni Slučaj,3:18,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Kiše Jesenje,5:56,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../nan-Zabranjeni Koncert/nan-Božićni Koncert 27.12.1994/nan-20 Godina/nan-77-99 Sve Je Lako Kad Si Mlad/nan-Best Of - Live/nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Ptico Malena,3:47,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../nan-20 Godina/nan-77-99 Sve Je Lako Kad Si Mlad/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Uzalud Vam Trud Svirači,5:53,"Lupi Petama,....",,,,,,,,,,,,,"nan-Lupi Petama,....","nan-Lupi Petama,..../nan-Zabranjeni Koncert/2017.0-Antologija/2019.0-XL World Tour Finale Stadion Zagreb/0.0-Lupi Petama,.... - Koncert U Hrvatskom Narodnom Kazalištu"
Prljavo Kazalište,Prljavo Kazalište,Lupi Petama,,Zabranjeni Koncert,,,,,,,,,,,,,nan-Zabranjeni Koncert,"nan-Zabranjeni Koncert/nan-Božićni Koncert 27.12.1994/nan-20 Godina/nan-Best Of - Live/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Pet Dana Ratujem,5:52,Božićni Koncert 27.12.1994,,,,,,,,,,,,,nan-Božićni Koncert 27.12.1994,nan-Božićni Koncert 27.12.1994/nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,"Oprostio Mi Bog, Mogla Bi I Ti",1:17,Božićni Koncert 27.12.1994,,,,,,,,,,,,,nan-Božićni Koncert 27.12.1994,nan-Božićni Koncert 27.12.1994/nan-77-99 Sve Je Lako Kad Si Mlad/2008.0-Karlovačko Live 2008/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,449,1:18,Božićni Koncert 27.12.1994,,,,,,,,,,,,,nan-Božićni Koncert 27.12.1994,nan-Božićni Koncert 27.12.1994
Prljavo Kazalište,Prljavo Kazalište,Ruža Hrvatska,6:24,Božićni Koncert 27.12.1994,,,,,,,,,,,,,nan-Božićni Koncert 27.12.1994,nan-Božićni Koncert 27.12.1994
Prljavo Kazalište,Prljavo Kazalište,Mi Pijemo,4:15,Božićni Koncert 27.12.1994,,,,,,,,,,,,,nan-Božićni Koncert 27.12.1994,"nan-Božićni Koncert 27.12.1994/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb"
Prljavo Kazalište,Prljavo Kazalište,"Dođi Sada, Gospode....",,"Dođi Sada, Gospode",,1996.0,,,,,,,,,,,"1996.0-Dođi Sada, Gospode","1996.0-Dođi Sada, Gospode"
Prljavo Kazalište,Prljavo Kazalište,"Dođi Sada, Gospode.... (instrumental)",,"Dođi Sada, Gospode",,1996.0,,,,,,,,,,,"1996.0-Dođi Sada, Gospode","1996.0-Dođi Sada, Gospode"
Prljavo Kazalište,Prljavo Kazalište,Prljavo Kazalište Interview,,"Dođi Sada, Gospode",,1996.0,,,,,,,,,,,"1996.0-Dođi Sada, Gospode","1996.0-Dođi Sada, Gospode"
Prljavo Kazalište,Prljavo Kazalište,Film,,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Boje Su U Nama,4:08,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Ti Zračiš Zrake,5:24,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Mi Nismo Sami,4:06,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Zamisli,3:45,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Neprilagođen - Live,4:25,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Kad Si Mlad - Live,2:53,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Zajedno - Live,2:34,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Haustor,,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Ula Ulala,3:53,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Ena,3:58,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Moja Prva Ljubav,5:27,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Neobičan Dan,3:55,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Bi Mogao Da Mogu,5:09,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,TV Man,5:52,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Nada,2:16,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Prljavo Kazalište,,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Mi Plešemo - Live,4:29,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Široke Ulice - Live,3:55,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,Korak Od Sna - Live,3:32,Paket Aranžman - Boje Su U Nama,,1996.0,,,,,,,,,,,1996.0-Paket Aranžman - Boje Su U Nama,1996.0-Paket Aranžman - Boje Su U Nama
Prljavo Kazalište,Prljavo Kazalište,S Vremena Na Vrijeme,5:05,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme/nan-20 Godina/nan-77-99 Sve Je Lako Kad Si Mlad/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb
Prljavo Kazalište,Prljavo Kazalište,Dođi Sad Gospode,5:00,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,Stoljeće Il' Dva,4:10,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,Korak Po Korak,4:09,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,"nan-S Vremena Na Vrijeme/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Laku Noć Tebi Zagrebe,5:09,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme/2017.0-Antologija/2019.0-XL World Tour Finale - Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb
Prljavo Kazalište,Prljavo Kazalište,Nisam Ja Od Pamuka,3:37,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,Sanja,4:17,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme/nan-Best Of - Live
Prljavo Kazalište,Prljavo Kazalište,Snen Sam Kao Jutro Nedjeljno,6:13,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,Od Sveg' Zla,4:03,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,Sretan Božić,4:09,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,S Vremena Na Vrijeme (Remix),4:46,S Vremena Na Vrijeme,,,,,,,,,,,,,nan-S Vremena Na Vrijeme,nan-S Vremena Na Vrijeme
Prljavo Kazalište,Prljavo Kazalište,"Dođi Sada, Gospode",,20 Godina,,,,,,,,,,,,,nan-20 Godina,nan-20 Godina
Prljavo Kazalište,Prljavo Kazalište,Mojoj Majci (Ruža),,20 Godina,,,,,,,,,,,,,nan-20 Godina,nan-20 Godina
Prljavo Kazalište,Prljavo Kazalište,Na Poslednjoj Tramvajskoj Stanici,4:57,Hitovi,Jasenko Houra,1998.0,,,,,,,,,,,1998.0-Hitovi,1998.0-Hitovi
Prljavo Kazalište,Prljavo Kazalište,Intro,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,"nan-Dani Ponosa I Slave/nan-Dani Ponosa I Slave/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2019.0-XL World Tour Finale Stadion Zagreb/2019.0-XL World Tour Finale Stadion Zagreb/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb/nan-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Dobro Jutro Šezdesetosmaši,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Dani Ponosa I Slave,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave/nan-Best Of - Live/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,Jednostavno Najgori,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Tram 11,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Muškarci Su Svinje,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Ako Tražiš Nekoga,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,"nan-Dani Ponosa I Slave/nan-77-99 Sve Je Lako Kad Si Mlad/2009.0-XXX Godina - Službeno Otvorenje Arene Zagreb, 17.01.2009/2017.0-Antologija/2020.0-30 Godina Od Koncerta Na Trgu - Arena Zagreb"
Prljavo Kazalište,Prljavo Kazalište,Brane Srušit Ću Sve,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave/2017.0-Antologija
Prljavo Kazalište,Prljavo Kazalište,"Bye, Bye",,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Svu Noć Padala Je Kiša,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Hrvatski Velikani (Tram 11),,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,Pa Sad Lažem Kao Ti,,Dani Ponosa I Slave,,,,,,,,,,,,,nan-Dani Ponosa I Slave,nan-Dani Ponosa I Slave
Prljavo Kazalište,Prljavo Kazalište,'77/'80,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Mladić U Najboljim Godinama,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,'81/'85,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,U Noevoj Barci,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Ma  Kog' Me Boga Za Tebe Pitaju,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,'86/'91,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Iz Nekih Starih Razloga ,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Bonus,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,'92/'99,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Lupi Petama...,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Dođi Sada Gospode,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,Brane Srušit' Ću Sve,,77-99 Sve Je Lako Kad Si Mlad,,,,,,,,,,,,,nan-77-99 Sve Je Lako Kad Si Mlad,nan-77-99 Sve Je Lako Kad Si Mlad
Prljavo Kazalište,Prljavo Kazalište,1. Концерт За Дочек Нове Године 31.12.2001. На Тргу Бана Јелачића,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Лупи Петама,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Писма Љубавна,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Све Је Лако Кад Си Млад	,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Црно Бијели Свијет,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Као Ја Да Полудиш,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Кише Јесење,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Бране Срушит ћу Све,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Корак По Корак	,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Сусједи	,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Суботом Увече,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Херој Улице,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу/nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Сања,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Ма Ког Ме Бога За Тебе Питају,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу/nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Мојој Мајци,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу/nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Не Зови Мама Доктора,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу/nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Ми Плешемо,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу/nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Марина	,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,2. Концерт Одржан 17.10.1989. На Тадашњем Тргу Републике,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Лош Дан,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Добар Вјетар У Леђа,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
Prljavo Kazalište,Prljavo Kazalište,Све Је Лако Кад Си Млад,,На Тргу,,,,,,,,,,,,,nan-На Тргу,nan-На Тргу
