Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
51,CDOhygHn_1_51,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Iznad polja makova,14785,"Kazi gdje su ratnici
gdje su davni snovi
kazi gdje su grobovi
da li znade tko

Iznad polja makova
blagi lahor piri
zauvijek ce zivjeti
hrvatski ratnici
 
Dal' ih cvijece pokriva
il' divlja trava
dal' ce bit' jos grobova
kad ce prestat' to

Kazi gdje su ratnici
tko im lezaj sprema
kazi gdje su grobovi
da li znade tko
","https://tekstovi.net/2,610,7424.html",,,,,,,,['P. Seger'],['Drago Britvić'],['Hrvoje Majić'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/iznad-polja-makova-5555.htm,Iznad polja makova,1991 - U meni Hrvatska,1992 - 16 zlatnih hitova,,,,,,,,
52,CDOhygHn_1_52,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Ja polako pijem,14310,"Moj djed nikad nije pio
nikad pio sirotinja bio

A (Jer) ja polako pijem 
pio sam i pit' cu
i siroma' bio sam i bit cu

Ni moj otac nikad nije pio
nikad pio i siroma' bio

Meni moji nista nisu dali
nemam puno al' mi i ne fali
","https://tekstovi.net/2,610,7581.html",,,,,,,,['Josip Ivanković'],['Josip Ivanković'],"['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/ja-polako-pijem-5667.htm,Ja polako pijem,,,,,,,,"Moj djed nikad nije pio, nikad pio sirotinja bio

A ja polako pijem, pio sam i pi' ću
I siroma' bio sam i bi' ću

Ni moj otac nikad nije pio, nikad pio i siroma' bio

Meni moji ništa nisu dali, nemam puno al' mi i ne fali",Ja polako pijem,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatni-dukati-najbolji-hrvatski-tamburasi/ja-polako-pijem.html
53,CDOhygHn_1_53,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Ja sam gazda Joza,5518,"U svom selu gazda
bio sam i bit cu
u birtiji uvijek 
pio sam i pit cu

Ja sam gazda Joza 
meni rodi loza 
meni rodi grozdje 
kad u krcmu dodjem

U zivotu covjek 
bio sam i bit cu
predajem se samo 
zenama i picu
","https://tekstovi.net/2,610,7036.html",,,,,,,,['Josip Ivanković'],['Josip Ivanković'],['Josip Ivanković'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/ja-sam-gazda-joza-5504.htm,Ja sam gazda Joza,,,,,,,,"U svom selu gazda,
bio sam i bit ću.
U birtiji uvijek,
pio sam i pit' ću.

Ja sam gazda Joza,
meni rodi loza,
meni rodi grožđe,
kad u krčmu dođem.

U životu čovjek,
bio sam i bit ću.
Predajem se samo,
ženama i piću.",Ja sam gazda Joza,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatni-dukati-najbolji-hrvatski-tamburasi/ja-sam-gazda-joza.html
54,CDOhygHn_1_54,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Ja sam taj iz Cadjavice,4840,"Marica u Osijek otisla
u mom srcu tuga ostala

Ej, Maro, ej, Marice
dusa mi iz Cadjavice
za tobom u Osijek putuje
 
Ej, Maro, ej, Marice
ja sam taj iz Cadjavice
sto za tobom tako tuguje

Marica me majko izdade
a dao bi' joj jutro livade

Dao bi' joj osam jutara
samo da me nije varala
","https://tekstovi.net/2,610,7421.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,,,,,,,,,,,"Marica u Osijek otišla
u mom srcu tuga ostala.

Ej Maro, ej Marice
duša mi iz Čađavice
za tobom u Osijek putujem.
Ej Maro, ej Marice
ja sam taj iz Čađavice
što za tobom tugujem.

Marica me majko izdade
a dao bi joj jutro livade.

Dao bi joj osam jutara
samo da me nije varala.",Ja sam taj iz Čađavice,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatni-dukati-najbolji-hrvatski-tamburasi/ja-sam-taj-iz-cadjavice.html
55,CDOhygHn_1_55,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,"Ja sam uvik, osim svita",5026,"Kazu da sam najgori
neka ih, neka ih
bas me glava zaboli
za sve njih, za sve njih

Ja sam uvik, osim svita
skitnica sto samo skita
briga me sto selo laje
radim uvik sve po svome
da ugodim tilu mome
da mi zivot dulje traje
 
Neka sam becarina najveca, najveca
neka mi je birtija najpreca, najpreca
pustite si kcerkama na volju, na volju
ukrast' cu vam svejedno najbolju, najbolju
","https://tekstovi.net/2,610,7876.html",,,,,,,,['Josip Ivanković'],['Josip Ivanković'],"['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/ja-sam-uvik-osim-svita-5674.htm,"Ja sam uvik, osim svita",,,,,,,,,,
56,CDOhygHn_1_56,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jabuka stara,7810,"Usanila je jabuka stara
ni dide moga sad nema vise
uzalud pcele trazit ce cvice
sinovi moji, didine price

Otkad ja pamtim, kaz'o je dida
jabuka raste na kraj sljivika
pod njom svinjari slaninu pekli
pricali sto vec stoput su rekli
 
Ref. 2x
Aj, moja najmilija
starovirska Sokadija

Jabuka zrila kad zito sara
i polje prima boju od zlata
pod njom mi dida pricao o drugu
kojeg izgubi za vrime rata

Jabuka stoji, ne lista vise
jos stari korijen vjetru prkosi
didina dusa pod njim odmara
i moje misli u proslost nosi

Ref. 3x","https://tekstovi.net/2,610,24875.html",,,,,,,,['Šima Dominković Stjepan'],['M. Damjanović'],['Denis Špegelj'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jabuka-stara-11536.htm,Jabuka stara,,,,,,,,,,
57,CDOhygHn_1_57,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jedan stari kontrabas,5615,"Jedan stari kontrabas
izgubio dobar glas
obis'o je sve kavane
sve bircuze i mejane
lutao je svud po svijetu
i po kisi, i po snijegu
veselio mnoge snase
kartarose i birtase
 
Svirali ga begesari
nekad mladi, nekad stari
sipali su u njeg' vina
spricer piva i rakije
a beges k'o svaki beges
samo svira i tuguje

Ali jedan lipi sokac
crni Mata iz Stitara
uz'o beges pod svoj ajer
naglanc'o ga k'o fijaker
skinuo mu staru zicu
promijenio kobilicu
naglanc'o mu sve civije
pa se beges samo smije

I sad Mata cuva beges
miluje ga k'o djevojku
jos kad netko sale radi
mlatne banku ili stotku
pa da vidis moj djerdane
svira beges dok ne svane
","https://tekstovi.net/2,610,7482.html",,,,,,,,['Zvonko Bogdan'],['Zvonko Bogdan'],"['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jedan-stari-kontrabas-5591.htm,Jedan stari kontrabas,,,,,,,,,,
58,CDOhygHn_1_58,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jedan stari kontrabas,5616,"Jedan stari kontrabas
izgubio dobar glas
obis'o je sve kavane
sve bircuze i mejane
lutao je svud po svijetu
i po kisi, i po snijegu
veselio mnoge snase
kartarose i birtase
 
Svirali ga begesari
nekad mladi, nekad stari
sipali su u njeg' vina
spricer piva i rakije
a beges k'o svaki beges
samo svira i tuguje

Ali jedan lipi sokac
crni Mata iz Stitara
uz'o beges pod svoj ajer
naglanc'o ga k'o fijaker
skinuo mu staru zicu
promijenio kobilicu
naglanc'o mu sve civije
pa se beges samo smije

I sad Mata cuva beges
miluje ga k'o djevojku
jos kad netko sale radi
mlatne banku ili stotku
pa da vidis moj djerdane
svira beges dok ne svane
","https://tekstovi.net/2,610,7482.html",,,,,,,,['Zvonko Bogdan'],['Zvonko Bogdan'],"['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jedan-stari-kontrabas-5591.htm,Jedan stari kontrabas,,,,,,,,,,
59,CDOhygHn_1_59,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jednom,6443,"Jednom kad bez rijeci krenes dalje
jer ti zivot novu stranu pise
vjeruj makar umro ja od tuge
tebe necu trazit' nikad vise

Pustit' tad cu tugu neka brise
sve sto ikad bilo nam je vazno
tragove kad isperu nam kise
znat' cu da si ljubila me lazno
 
Ref.
Jucer jos sam volio te ludo
danas mi smo jedno drugom stranci
ako ljubav veze cvrsto, dugo
nas jos vezu samo tuge lanci

Kako li smo voljeli se njezno
danas mi smo jedno drugom stranci
ako ljubav veze cvrsto, dugo
nas jos vezu samo tuge lanci

Tvoje oci novim sjajem sjaje
tvoje srce ne sjeca se vise
zivot sad ti novu snagu daje
meni samo ostale su kise

Kreni sada, odlazi od mene
kreni ako ne volis me vise
znaj na mome licu sjene sjajne
nisu suze, to su kapi kise

Ref.","https://tekstovi.net/2,610,18193.html",,,,,,,,['Marijan Jergović'],['Zorica Klinžić'],['Denis Špegelj'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jednom-11531.htm,Jednom,,,,,,,,,,
60,CDOhygHn_1_60,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jesam li u Vukovaru,8147,"Moj dom na pragu srca
a srce na kraju grada
tamo je ona kuca
sto povratku mom se nada

Ref.
Jesam li u Vukovaru
il' Dunav kroz Zagreb tece
i gdje svoju casu tuge
ispijam svaku vece
 
Moj dom na pragu duse
a dusa tone od tuge
ja samo povratak sanjam
i nemam snove druge

Ref.

Moj dom na pragu nade
a nada na kraju svijeta
onaj tko tu ne spada
samome sebi smeta

Ref.
","https://tekstovi.net/2,610,7432.html",,,,,,,,['Josip Ivanković'],['Josip Ivanković'],['Josip Ivanković'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jesam-li-u-vukovaru-5582.htm,Jesam li u Vukovaru,,,,,,,,,,
61,CDOhygHn_1_61,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,"Jesen stize, dunjo moja",27947,"Jesen stize, dunjo moja
ne mirise vise cvice
zumbul, lale, jorgovani

Pa i ti me iznevjeri, dunjo moja
otisla si, slavuj suti, lisce zuti
 
S cvijetnih grana lisce pade
s njime ode moja ljubav
moja mladost, moje nade

Ti mi ode, ljeto prodje, nesta cvijeca
otisla si, slavuj suti, lisce zuti

Da li znas bar kako patim
kad se sjetim jorgovana
ljubicica i jasmina","https://tekstovi.net/2,610,11656.html",,,,,,,,['Ištvan Bogdan'],['Ištvan Bogdan'],['Denis Špegelj'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jesen-stize-dunjo-moja-5736.htm,Jesen stiže dunjo moja,2004 - Tamburica od javora suva,"2005 - Starogradski biseri - Blanka Došen
Aranžman: Mario Zbiljski","2005 - Porin 2005 nominacije - Oliver
Aranžman: Nikša Bratoš","2005 - Tulum za dušu Vol. 1 - Oliver
Aranžman: Nikša Bratoš","2006 - The platinum collection - Oliver
Aranžman: Nikša Bratoš",2008 - Dite jubavi - Goran Karan,"2013 - 100 Originalnih pjesama - Oliver
Aranžman: Nikša Bratoš",,,
62,CDOhygHn_1_62,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Joj Anice,20278,"Kisa pada, kisa pada
mutna voda tece
eno Ane, eno Ane
po selu se sece

Ref.
Joj Ano, joj Anice
ne na kisu, ne na kisu
bez kabanice
 
Kisa pada, kisa pada
skoro tjedan cijel
eno Ane, eno Ane,
novo platno bijeli

Ref.

Kisa pada, kisa pada
kisnu kola nova
eno Ane, eno Ane
ide iz svatova

Ref.
","https://tekstovi.net/2,610,6934.html",,,,,,,,['Josip Ivanković'],['Josip Ivanković'],['Josip Ivanković'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/joj-anice-5496.htm,"Joj, Anice",1988 - Nek zvone tambure,1992 - 16 zlatnih hitova,2007 - Zlatna kolekcija,,,,,,,
63,CDOhygHn_1_63,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jos Hrvatska ni propala,11658,"Jos Hrvatska ni propala dok mi zivimo
ona nam je zivot dala, mi ju volimo

Ref.
Hura, nek se ori
za svoj rod se Hrvat bori
hura, sad se cuje
Hrvatskom odjekuje

Jos Hrvatska ni propala dok mi zivimo
ona nam je zivot dala, mi ju branimo

Ref.
","https://tekstovi.net/2,610,10644.html",,,,,,,,['Ferdo Livadić'],"['Josip Ivanković', 'Ljudevit Gaj']",['Josip Ivanković'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jos-hrvatska-ni-propala-5524.htm,Još Hrvatska ni propala,,,,,,,,,,
64,CDOhygHn_1_64,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Jure ova kola nasa,4010,"Sad nas nece, sad nas hoce
guraju nas, pa nas koce
pa nas hvale, pa nas kude
prastaju nam, pa nam sude

Oni okom, a mi skokom
pa im dobro, pa im nije
u glibu smo mi dubokom
ko tu placa, ko tu pije
 
Ref. 2x
Jure ova kola nasa
preko Uvratina i Vagasa
jadna ova lijepa nasa
di ce stic' bez kocijasa

U Evropi med i mlijeko
ne znam ljudi sta bi' rek'o
ko tu vaze, ko tu mjeri
ima tamo puno zvijeri

Puno riba u kanalu
a velika jede malu
kaze narod u pravu je
sit gladnome ne vjeruje

Ref. 2x","https://tekstovi.net/2,610,18359.html",,,,,,,,['Mario Vestić'],['Mario Vestić'],"['Branimir Jovanovac', 'Denis Špegelj']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/jure-ova-kola-nasa-6852.htm,Jure ova kola naša,2005 - Brodfest 2005 - Revija nove domoljubne pjesme,2007 - Nostalgija,,,,,,,,
65,CDOhygHn_1_65,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kad je Stjepan Radic umirao,5572,"U tisucu devetoj stotini
u dvadeset i osmoj godini
jednog jutra usred Beograda
puno tuge i jos vise jada

U Skupstini pistolj opalio
Stjepana i Pavla pogodio
Hrvatska je majka zaplakala
braca Radic za Hrvatsku pala

Kad je Stjepan Radic umirao
Hrvatsku je bracu dozivao
oj, Hrvati, braco, moja mila
nasa majka Hrvatska je ziva","https://tekstovi.net/2,610,35154.html",,,,,,,,,,,,,,,,,,,,,,,
66,CDOhygHn_1_66,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kad me jednom krene karta,5813,"Od kako me majka rodila
cesta me zivotom vodila
umjesto skole, slavonske lole
zanat me ucile

Nisam puno toga citao
nisam stig'o jer sam skitao
trikove stare, za sitne pare
sam prodavao
 
Ref.
Kad me jednom krene karta
kupit' cu konjica dva
bijeloga djevojcici
a sebi garava
al' me karta nesto nece
zadnji mi oteli gros
dat' ce dva djevojcica
da probam jednom jos

Stagljevi me nocu skrivali
jutrom potoci umivali
svuda sam pros'o, nikuda dos'o
to ti je nemirna krv

Ref. 2x

Dat' ce dva djevojcica
da probam jednom jos","https://tekstovi.net/2,610,12473.html",,,,,,,,,,,,,,,,,,,,,,,
67,CDOhygHn_1_67,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kada zora ravnicu obasja,4146,"Zarasle su staze kud smo
nekad prolazili
sto smo puta njima kuci
kradom dolazili

Ref.
Tambure nas prate
gledamo u klasja
i ti dodjes kada zora
ravnicu obasja
 
Zajedno smo uvijek bili
i lutali svijetom
kitili nas bijeli svati
i cure sa cvijetom

Ref. 2x

Sve godine sto su prosle
bas zbog tebe vrijede
ostale su nase pjesme
slike neka blijede

Ref. 2x","https://tekstovi.net/2,610,29120.html",,,,,,,,,,,['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/kada-zora-ravnicu-obasja-21130.htm,Kada zora ravnicu obasja,,,,,,,,,,
68,CDOhygHn_1_68,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kao zlatni dukati,1141,"Kada voli srce cisto je
kao sjaj iz suze iskrene
vjeruje dok drugi ne mogu
govori kad riječi utihnu

Ref.
Kad te gledam, k'o da sanjam
sve u trenu zastane
samo osam tamburasa
pjesmom Dunav umire
 
Zato uvijek na dnu srca
mjesto imas ti
gdje ljubav za te sja
kao zlatni dukati

Kada noci sumnje osnaze
tu je srce put da pokaze
jutro kada zvijezde ugasi
ono uvijek pita gdje si ti

Ref.","https://tekstovi.net/2,610,59861.html",,,,,,,,,,,,,,,,,,,,,,,
69,CDOhygHn_1_69,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Katruze,5079,"Ja jedva cekam proljece
da dodjem u Medjimurje
da dodjem u Medjimurje
gdje rastu katruze (ruzice)

Lijepe su lijepe katruze
a jos su ljepse djevojke
a jos su ljepse djevojke
sto beru jagode

Jagode slatke biraju
one sto dragog imaju
one sto dragog nemaju
zalosno pjevaju","https://tekstovi.net/2,610,7875.html",,,,,,,,"['Narodna', 'Josip Ivanković']","['Narodna', 'Josip Ivanković']","['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/katruze-5675.htm,Katruže,1994 - Od dvora do dvora,2007 - Zlatna kolekcija,,,,,,"Ja jedva čekam proljeće, da dođem u Međimurje
Da dođem u Međimurje, gdje rastu katruže

Lijepe su, lijepe, ružice, a još su ljepše djevojke
A još su ljepše djevojke, što beru jagode

Nikada više jeseni, nikada tebe u meni
U srcu hladno postaje, što mi od svega ostaje",Katruže,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatni-dukati-najbolji-hrvatski-tamburasi/katruze.html
70,CDOhygHn_1_70,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kirie Eleison,6659,"Kirie Eleison, Eleison
Isus se rodi u stalici

Pojte pastiri
tamo se njemu poklonite

Krist Eleison, Eleison
on za nas trpi cim se rodi

Kirie Eleison, Eleison
mora se skriti u jaslice
","https://tekstovi.net/2,610,7579.html",,,,,,,,['Narodna'],['Narodna'],['Josip Ivanković'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/kirie-eleison-5585.htm,Kirie Eleison,1993 - Sretan Božić,"2005 - Sretan Božić
Aranžman: Denis Špegelj",2006 - Intrade u Božiću - Klapa Intrade,2007 - Božić dolazi - Ivan Mikulić,2009 - Plesni Božić - Marija Husar,,,,,
71,CDOhygHn_1_71,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,"Koja gora, Ivo",13461,"Koja gora, Ivo
koja gora Ivane
Koja gora brate Ivo
razgovora nema

Vran planina, sejo
Vran planina, sestrice
Vran planina, sestro Maro
razgovora nema
 
Prodje Pavle, Ivo
prodje Pavle, Ivane
Prodje Pavle brate Ivo
pa je razgovara

I provede, Ivo
i provede, Ivane
i provede brate Ivo
konja malenoga

I na konju brate Ivo
druga ranjenoga
","https://tekstovi.net/2,610,10152.html",,,,,,,,['Narodna'],['Narodna'],['Hrvoje Majić'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/koja-gora-ivo-5704.htm,"Koja gora, Ivo",,,,,,,,,,
72,CDOhygHn_1_72,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Koliba,3456,"Sa svih strana okruzena sumom
nagnila se trosna kolibica
drustvo su joj vjetrovi i srne
tiha glazba, cvrkutanje ptica

Stari bagrem na cosak sljivika
do kolibe moje miris pruza
vrime proslo a jos uvik raste
kraj duvara kalemita ruza
 
Ref.
Sto starija sve te vise volim
stara zgrado mojih uspomena
dida, baka i svi predzi nasi
lipa s'tobom zivili vrimena

Presvetoga srca jos na zidu
uramljena stoji stara slika
prid njom baka klecila je cesto
i molila za didu vojnika

Ref.","https://tekstovi.net/2,610,28738.html",,,,,,,,,,,['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/koliba-21176.htm,Koliba,,,,,,,,,,
73,CDOhygHn_1_73,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Korak Ide Za Korakom,652,"Istrcale, istrcale
zagrebacke frajle
korak ide za korakom
mladi Hrvat pod barjakom

Ref. 2x
Boj se bije, bije
hrvatski se barjak vije
za slobodu i za dom
hrvatski dom
 
Istrcale, istrcale
pa se nasmijale
korak ide za korakom
mladi Hrvat pod barjakom

Ref. 2x

Mili Boze, mili Boze
lijepi' li momaka
korak ide za korakom
mladi Hrvat pod barjakom

Ref. 2x

Kako i' je, kako i' je
odgojila majka
korak ide za korakom
mladi Hrvat pod barjakom

Ref. 2x","https://tekstovi.net/2,610,59749.html",,Korak ide za korakom,Marching forward,U meni Hrvatska,"Istrčale, istrčale, zagrebačke frajle.. Korak ide za korakom,
mladi Hrvat pod barjakom,
boj se bije, bije, hrvatski se barjak vije,
za slobodu i za dom, hrvatski dom.. Istrčale, istrčale, pa se nasmijale.. Mili Bože, mili Bože, lijepih li momaka.. Kako ih je, kako ih je, odgojila majka.","Young ladies from Zagreb came out running, running. Marching forward
Young Croat underneath the state flag
battle's s here to fight it, Croatian flag is waving
for freedom and for home, Croatian home. They came out running, and then they laughed. Dear Lord, dear Lord, how many handsome guys!. How well, how well their mothers raised them!",https://lyricstranslate.com/en/korak-ide-za-korakom-marching-forward.html,['Josip Ivanković'],"['Narodna', 'Josip Ivanković']",['Josip Ivanković'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/korak-ide-za-korakom-5552.htm,Korak ide za korakom,,,,,,,,,,
74,CDOhygHn_1_74,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kraj jezera,9190,"Kraj jezera, jedna kuca mala
tu je ona dragog cekala
obec'o je da ce doci
i da ce joj prsten donijeti

Zora svanu, suza vise nema
a ni dragog kog je cekala
kraj jezera uplakana
maramica bijela (samo) ostala

Ako nekad ljubis momce mlado
znaj da cete brzo ostavit'
jer on ne zna sto je ljubav
i ne moze dugo vjeran bit'
","https://tekstovi.net/2,610,7480.html",,Kraj jezera,By the lake,,"Kraj jezera jedna kuća mala,
Tu je ona dragog čekala.
I: Obećo je da će doći
I da će joj prsten donijeti. :I 2x. Zora svanu, suza više nema,
A ni dragog kog je čekala.
I: Kraj jezera, uplakana,
Maramica samo ostala :I 2x. Ako nekad ljubiš momče mlado,
Znaj da će te brzo ostavit
I: jer on ne zna što je ljubav
I ne može dugo vjeran bit :I2x","By the lake, there's a small house,
That where she waited for her beloved,
He promised to come
And bring her the ring. 2x. Dawn came up, there are no more tears,
Nor the darling for whom she waited,
By the lake full of tears
Only a handkerchief remained. 2x. If you were sometimes to love a young lad,
Know he will leave you soon,
Because he knows not what love is
And cannot remain faithful for long. 2x",https://lyricstranslate.com/en/kraj-jezera-lake.html,['Zvonko Bogdan'],['Zvonko Bogdan'],"['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/kraj-jezera-5589.htm,Kraj jezera,,,,,,,,,,
75,CDOhygHn_1_75,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Kraj Vrbasa,5054,"Kraj Vrbasa sjedi momce
ceka djevojce, ceka djevojce
aj vjetric piri, dunja miri
noc je kao dan
aj mlado momce cekajuci tihi prevario san

Kraj momceta doro pase
poigrava se, poigrava s
aj nogom kopa, vodu pije i prisluskuje
aj a djevojka nit' dolazi
niti mu porucuje
 
Pijetli zoru najavljuju
ptice pjevaju, glasno pjevaju
aj zora svice, noc odmice, zvijezda nestaje
aj mlado momce kraj Vrbasa
nikako ne ustaje

Kroz grancice mjesec viri
pa mu govori, pa mu govori
aj ustaj, ustaj, mlado momce
spremaj doru svog,
aj svatovi ti odvedose
tvoju dragu za drugog
","https://tekstovi.net/2,610,9815.html",,,,,,,,['Jozo Penava'],['Jozo Penava'],['Hrvoje Majić'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/kraj-vrbasa-5702.htm,Kraj Vrbasa,,,,,,,,,,
76,CDOhygHn_1_76,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,"Krasna zemljo, Istro mila",6730,"Krasna zemljo, Istro mila
dome roda hrvatskog
svud se ori pjesma vila
s Ucke pa do mora tvog

Glas se cuje oko Rase
cuje Mirna, Draga, Lim
sve se dize sto je nase
za rod gori srcem svim
 
Slava tebi, Pazin grade
koj' nam cuvas rodni kraj
krasna polja i livade, nek vas mine
nek vas mine tudji sjaj

Sva se Istra sirom budi
Pula, Buzet, Losinj, Cres
svud pomazu dobri ljudi
nauk zari, nauk zari, kano krijes
","https://tekstovi.net/2,610,8020.html",,,,,,,,['Matko Brajša-Rašan'],['Narodna'],['Andrej Baša'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/krasna-zemljo-istro-mila-5523.htm,Krasna zemljo Istro mila,,,,,,,,,,
77,CDOhygHn_1_77,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,"Lakse, lakse, moj konjicu",5670,"Lakse, lakse, moj konjicu, polako
do birtije stici cemo svakako
daleko mi moja draga stanuje
pa ne moze moje boli da cuje

U birtiji sjedim, pijem to vince
a suza mi suzu stize niz lice
obec'o sam da cu joj se vratiti
makar mor'o birtije se maniti
","https://tekstovi.net/2,610,7499.html",,,,,,,,['Narodna'],['Narodna'],"['Hrvoje Majić', 'Josip Ivanković']",['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/lakse-lakse-moj-konjicu-5593.htm,"Lakše, lakše, moj konjiću",,,,,,,,"Lakše, lakše moj konjiću, polako,
do birtije stići ćemo svakako,
daleko mi moja draga stanuje,
pa ne može moje boli da čuje.

U birtiji sjedim, pijem to vince,
a suza mi suzu stiže niz lice,
obeć'o sam da ću joj se vratiti,
makar mor'o birtije se maniti.","Lakše, lakše moj konjiću",https://cuspajz.com//tekstovi-pjesama/pjesma/zlatni-dukati-najbolji-hrvatski-tamburasi/lakse-lakse-moj-konjicu.html
78,CDOhygHn_1_78,Najbolji Hrvatski Tamburaši,Najbolji Hrvatski Tamburaši,Lipe snase bunjevacke,4453,"Lipe snase bunjevacke, pozdravljam vas sve
i salase gdje sam mladost provodio ja
i sokake gdje me draga tajno ljubila
da bi se za drugog udala

Kad svatovi sorom krenu poci cu i ja
priko basce na kraj sela gdje je stanica
tu cu popit' jednu s nogu
ja u zdravlje svoje drage
koja mi je srce slomila
 
I u zvono sa zvonika stigao je vlak
da odnese snove moje zauvijek
ali srce ostalo je na svom mjestu u sokaku
gdje je ona mene ljubila
","https://tekstovi.net/2,610,9795.html",,,,,,,,['Dražen Pavin'],['Dražen Pavin'],['Hrvoje Majić'],['Najbolji Hrvatski Tamburaši'],https://diskografija.com/pjesma/lipe-snase-bunjevacke-5692.htm,Lipe snaše bunjevačke,,,,,,,,,,
