Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Tambura_discogs,Banjo_discogs,Written-By_discogs,Piano_discogs,Lyrics By_discogs,Featuring_discogs,Accordion_discogs,Keyboards_discogs,Saxophone_discogs,Organ_discogs,Cello_discogs,Guitar_discogs,Lead Vocals_discogs,Vocals_discogs,Violin_discogs,Viola_discogs,Interviewee_discogs,Music By_discogs,Performer_discogs,Directed By_discogs,Backing Vocals_discogs,Guest_discogs,Album_year_title_discogs,All_albums_discogs
Hladno Pivo,Hladno Pivo,Bivša Žena,,Dani Zatvorenih Vrata,,,,,,,,,,,,,,,,,,,,,,,,nan-Dani Zatvorenih Vrata,nan-Dani Zatvorenih Vrata
Hladno Pivo,Hladno Pivo,Vjeruj U Mene,,Dani Zatvorenih Vrata,,,,,,,,,,,,,,,,,,,,,,,,nan-Dani Zatvorenih Vrata,nan-Dani Zatvorenih Vrata/nan-30 Godina - Greatest Hits/2018.0-30 Godina – Greatest Hits Live/2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Fur Immer Punk,2:32,30 Godina - Greatest Hits,,,,,,,,,,,,,,,,,,,,,,,,nan-30 Godina - Greatest Hits,nan-30 Godina - Greatest Hits
Hladno Pivo,Hladno Pivo,Ne Volim Te (Live Studio Session 2017),2:20,30 Godina - Greatest Hits,,,,,,,,,,,,,,,,,,,,,,,,nan-30 Godina - Greatest Hits,nan-30 Godina - Greatest Hits
Hladno Pivo,Hladno Pivo,Samo Za Taj Osjećaj (New Version 2017),4:19,30 Godina - Greatest Hits,,,,,,,,,,,,,,,,,,,,,,,,nan-30 Godina - Greatest Hits,nan-30 Godina - Greatest Hits
Hladno Pivo,Hladno Pivo,Šamar (Live Studio Session 2017),4:35,30 Godina - Greatest Hits,,,,,,,,,,,,,,,,,,,,,,,,nan-30 Godina - Greatest Hits,nan-30 Godina - Greatest Hits
Hladno Pivo,Hladno Pivo,Zimmer Frei (New Version 2017),3:25,30 Godina - Greatest Hits,,,,,,,,,,,,,,,,,,,,,,,,nan-30 Godina - Greatest Hits,nan-30 Godina - Greatest Hits
Hladno Pivo,Hladno Pivo,Kaže Stari Šta Nam Fali,2:09,30 Godina – Greatest Hits Live,2018.0,,,,,,,,,,,,,,,,,,,,,,,2018.0-30 Godina – Greatest Hits Live,2018.0-30 Godina – Greatest Hits Live/2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Teško Je Ful Biti Kul,4:25,30 Godina – Greatest Hits Live,2018.0,,,,,,,,,,,,,,,,,,,,,,,2018.0-30 Godina – Greatest Hits Live,2018.0-30 Godina – Greatest Hits Live/2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Jednim Osmijehom,3:30,30 Godina – Greatest Hits Live,2018.0,,,,,,,,,,,,,,,,,,,,,,,2018.0-30 Godina – Greatest Hits Live,2018.0-30 Godina – Greatest Hits Live/2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Outro (Kud Idijoti - Kad Sunce Opet Zađe),1:39,30 Godina – Greatest Hits Live,2018.0,,,,,,,,,,,,,,,,,,,,,,,2018.0-30 Godina – Greatest Hits Live,2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Trening Za Umiranje3:12,,30 Godina – Greatest Hits Live,2018.0,,,,,,,,,,,,,,,,,,,,,,,2018.0-30 Godina – Greatest Hits Live,2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Outro (Kud Idijoti – Kad Sunce Opet Zađe),,30 Godina – Greatest Hits Live,2018.0,,,,,,,,,,,,,,,,,,,,,,,2018.0-30 Godina – Greatest Hits Live,2018.0-30 Godina – Greatest Hits Live
Hladno Pivo,Hladno Pivo,Ovo Će Proći,2:56,Ovo Će Proći,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Ovo Će Proći,2020.0-Ovo Će Proći
Hladno Pivo,Hladno Pivo,Kišna Nedjelja,3:46,Kišna Nedjelja,2020.0,,,,,,,,,,,,,,,,,,,,,,,2020.0-Kišna Nedjelja,2020.0-Kišna Nedjelja
