Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
69,hluW+yB/_1_69,Divlje Jagode,Divlje Jagode,Svi nisu kao ja,16986,"Pricaj nesto sve mrtvo je 
I zvijerke nam kradu noc 
Iscijedimo prokleto cutanje 
Zar mislis negdje poc' 

Bice nam toplo, priljubi se 
Smirimo duhove 
Osjecam strasno volim te 
I ne dam nikome 
 
Moja najmilija 
Svi nisu kao ja 

Uz tebe mi nesto znaci sve 
Vani gadno je 
Nisi hrana za vjetrove 
I velike snijegove 

Glupo je traziti sjecanje 
Sto bilo bilo je 
Ne uzdisi daj obuci se 
Skrte su planine","https://tekstovi.net/2,2,37.html",,Svi nisu kao ja,Not everyone's like me,Čarobnjaci,"Pričaj nešto, sve mrtvo je
1
I zvijerke nam kradu noć
Iscijedimo prokleto ćutanje
Zar misliš negdje poć'. Biće nam toplo, priljubi se
Smirimo duhove
Osjećam strašno volim te
I ne dam nikome. Moja najmilija
Svi nisu kao ja. Uz tebe mi nešto znači sve
Vani gadno je
Nisi hrana za vjetrove
I velike snjegove. Glupo je tražiti sjećanje
Što bilo, bilo je
Ne uzdiši, daj obuci se
Škrte su planine","Talk something, everything's dead
And beasts are stealing our night
Let's wring out this damned silence
Are you planning to go somewhere?. It'll be warm, stick closer
Let's calm our spirits
I can feel it so badly, I love you
And I don't give you to anyone. My dearest
Not everyone's like me. Next to you, everything means something to me
It's awful outside
You're not food for winds
And great snows. It's so stupid to look for memories
What happened, happened
Don't sigh and get dressed
Mountains are mean",https://lyricstranslate.com/en/svi-nisu-kao-ja-not-everyones-me.html,['Sead Lipovača Zele'],['Alen Islamović'],['Sead Lipovača Zele'],['Divlje Jagode'],1983 - Čarobnjaci,2006 - Collection,,https://diskografija.com/pjesma/svi-nisu-kao-ja-10005.htm,Svi nisu kao ja,,,,,,"Pricaj nesto sve mrtvo je
I zvijerke nam kradu noc
Iscijedimo prokleto cutanje
Zar mislis negdje poc'

Bice nam toplo, priljubi se
Smirimo duhove
Osjecam strasno volim te
I ne dam nikome

Moja najmilija
Svi nisu kao ja

Uz tebe mi nesto znaci sve
Vani gadno je
Nisi hrana za vjetrove
I velike snijegove

Glupo je traziti sjecanje
Sto bilo bilo je
Ne uzdisi daj obuci se
Skrte su planine",Svi nisu kao ja,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/svi-nisu-kao-ja.html,Divlje Jagode,Svi Nisu Kao Ja,4:30,Čarobnjaci,,,,,nan-Čarobnjaci/nan-Collection/2008.0-The Ultimate Collection/2018.0-Original Album Collection Vol. 1
70,hluW+yB/_1_70,Divlje Jagode,Divlje Jagode,Ti bez rijeci znas,4113,"Svojim rijecima reci
 to sto osjecam
one poznate
 tesko izgovaram

Kako da objasnim
 kada rijeci preskocim
kada ih presutim
 ne znaci da te ne volim
 
Ref.
To sto osjecam, ti bez rijeci znas
nitko nikoga kao tebe ja
znas me, takav sam, tesko izgovaram
al' ti znas, ti bez rijeci znas

Ocima izgovaram
 dodirom pokazujem
ali ne mogu izreci 
one dv'je

Ref.

Ref.","https://tekstovi.net/2,2,48832.html",,,,,,,,['Sead Lipovača Zele'],['Sead Lipovača Zele'],['Sead Lipovača Zele'],['Divlje Jagode'],,,,https://diskografija.com/pjesma/ti-bez-rijeci-znas-16717.htm,Ti bez riječi znaš,,,,,,,,,Divlje Jagode,Ti Bez Riječi Znaš,3:58,Biodinamička Ljubav,,,,,nan-Biodinamička Ljubav/2018.0-Original Album Collection Vol. 2
71,hluW+yB/_1_71,Divlje Jagode,Divlje Jagode,Ti si moj san,27869,"Novo jutro suncem dolazi
tvoje lice njime silazi
svjetlost tvoja, oci otvara
tajnu svjeta osmijeh otkriva

Ref.
Ti si moj dan srecom obasjan
ti si moj san nikad odsanjan
 
Neka tvoje ruke vode me
i sve sto zelim tamo je
budi vjetar mojim njedrima
i duga u ljetnim kisama

Ref.

Samo ruke tvoje neka grle me
samo usne tvoje neka ljube me
dok plovim rijekom ljubavi

Ref. 4x","https://tekstovi.net/2,2,8636.html",,,,,,,,['Sead Lipovača Zele'],['Sead Lipovača Zele'],['Sead Lipovača Zele'],['Divlje Jagode'],1997 - Sto vjekova,2006 - Collection,,https://diskografija.com/pjesma/ti-si-moj-san-10040.htm,Ti si moj san,,,,,,"Novo jutro suncem dolazi
tvoje lice njime silazi
svjetlost tvoja, oci otvara
tajnu svjeta osmijeh otkriva

Ti si moj dan srecom obasjan
ti si moj san nikad odsanjan

Neka tvoje ruke vode me
i sve sto zelim tamo je
budi vjetar mojim njedrima
i duga u ljetnim kisama

Samo ruke tvoje neka grle me
samo usne tvoje neka ljube me
dok plovim rijekom ljubavi",Ti si moj san,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/ti-si-moj-san.html,Divlje Jagode,Ti Si Moj San,,Sto Vjekova,,Sead Lipovača,,,nan-Sto Vjekova/nan-Collection/2018.0-Original Album Collection Vol. 2
72,hluW+yB/_1_72,Divlje Jagode,Divlje Jagode,Tv kralj,6235,"Umoran sam ja
zivot moj je ludnica
umoran sam ja
ja sam zvijezda spotova

Ja sam kralj, ja sam mag
ja sam kralj, uzmi me
ja sam mega star
ja sam idealan par
 
Ja sam kralj
ja sam show mag
majstor za mrak
ja sam sami vrag
uzmi me za noc
uzmi me za dan, uzmi me

Ref. 2x
Zaboravi na mene
budi samo svoj
ne vjeruj u lazi
pakao je zivot moj 

Bolestan sam ja
ovaj svijet je pustinja
idi do vraga
budi sretan sto nisi ja

Ja sam kralj
ja sam show mag
majstor za mrak
ja sam sami vrag
upali me za let
upali me za pad, uzmi me

Ref. 4x","https://tekstovi.net/2,2,18160.html",,,,,,,,['Sead Lipovača Zele'],['Gojko Bjelac'],['Sead Lipovača Zele'],['Divlje Jagode'],2003 - Od neba do neba,2006 - Collection,,https://diskografija.com/pjesma/tv-kralj-5822.htm,TV kralj,,,,,,,,,Divlje Jagode,TV Kralj,,Od Neba Do Neba,,,,,nan-Od Neba Do Neba/nan-Collection/2018.0-Original Album Collection Vol. 2
73,hluW+yB/_1_73,Divlje Jagode,Divlje Jagode,Ulica na losem glasu,10904,"Najgora je, kazu, ta ulica u gradu
slaba svjetla, kante svud
djevojke se vuku trotoarom
i cekaju da naplate trud

Nemoj da te put tamo nanese
zaobidji cetvrt tu
osim ako neces da vidis sta je
zivot na plocniku

Ref.
Igre na srecu, karte, tombola
miris krdze i alkohola
nesto skriva baraka pusta
prica kruzi od usta do usta","https://tekstovi.net/2,2,18249.html",,,,,,,,['Sead Lipovača Zele'],['G. Petranović'],['Sead Lipovača Zele'],['Divlje Jagode'],1981 - Stakleni hotel,2006 - Collection,,https://diskografija.com/pjesma/ulica-na-losem-glasu-9991.htm,Ulica na lošem glasu,,,,,,,,,Divlje Jagode,Ulica Na Lošem Glasu,,Stakleni Hotel,,Goran Petranović,,,nan-Stakleni Hotel/nan-Collection/2008.0-The Ultimate Collection/2018.0-Original Album Collection Vol. 1/nan-Jukebox
74,hluW+yB/_1_74,Divlje Jagode,Divlje Jagode,Usne usnule,2410,"Ulazim u sjaj
tajne odaje
tu si svjetlo ti
i tvoje zjenice

Kao svaki put
za moje korake
ruke pruzas
i volis me
 
Ref.
Kako njezno ljube me
usne usnule
 o kako njezno ljube me
kako njezno ljube me
usne usnule

Kofer ostavljam
pored kreveta
na vratima od sna
sve zaboravljam

Kao vjetar dolazim
u miris postelje
i njezno poljubim
usne usnule

Ref.","https://tekstovi.net/2,2,48847.html",,,,,,,,['Sead Lipovača Zele'],"['Boris Hrepić', 'Sead Lipovača Zele']",['Sead Lipovača Zele'],['Divlje Jagode'],,,,https://diskografija.com/pjesma/usne-usnule-16719.htm,Usne usnule,,,,,,,,,Divlje Jagode,Usne Usnule,3:17,Biodinamička Ljubav,,,,,nan-Biodinamička Ljubav/2018.0-Original Album Collection Vol. 2
75,hluW+yB/_1_75,Divlje Jagode,Divlje Jagode,Vatra,10908,"Kao gospodarica uzimas mi dah
dirigujes prstima, htjela bi me u prah
i ne vrijedi fer plej, ti si moja kob
ocima me gutas vec, postajem tvoj rob
upomoc, upomoc, opet sam bijednik tvoj

Ref.
Vatra, non stop vatra
non stop strasna vatra
 
Vrazijem ti ujedu nasao vec lijek
ali tvojim usnama pokosen sam i mek
prilazis mi opet da pometes sjaj
u ruci imas aduta svog, ja samo deblji kraj
upomoc, upomoc, opet sam bijednik tvoj

Ref.","https://tekstovi.net/2,2,14508.html",,Vatra,Fire,Vatra,"Kao gospodarica uzimaš mi dah
1
Diriguješ prstima htjela bi me u prah
I ne vrijedi fer plej, ti si moja kob
Očima me gutaš već, postajem tvoj rob. Upomoć, upomoć
Opet sam bijednik tvoj. Vatra, non stop vatra
Non stop strašna vatra. Vražijem ti ujedu našao već lijek
Ali tvojim usnama pokošen sam i mek
Prilaziš mi opet da pometeš sjaj
U ruci imaš aduta svog, ja samo deblji kraj. Upomoć, upomoć
Opet sam bijednik tvoj. Vatra, non stop vatra
Non stop strašna vatra","Like a master, you take my breath away
You conduct with your fingers, you want to pulverize me
There's no fair play, you are my doom
Devouring me with your eyes, I'm becoming your slave. Help, Help
I'm your wretch again. Fire, always fire
Always the scary fire. I'd find a cure for the devil's bite
But your lips overpower me
You approach me once more to mess with the glow
You have an ace up your sleeve, I just take the thicker end. Help, Help
I'm your wretch again. Fire , always fire
Always the scary fire",https://lyricstranslate.com/en/vatra-fire.html-0,['Sead Lipovača Zele'],['Alen Islamović'],['Sead Lipovača Zele'],['Divlje Jagode'],1985 - Vatra,2006 - Collection,,https://diskografija.com/pjesma/vatra-10013.htm,Vatra,,,,,,"Kao gospodarica uzimas mi dah
dirigujes prstima, htjela bi me u prah
i ne vrijedi fer plej, ti si moja kob
ocima me gutas vec, postajem tvoj rob
upomoc, upomoc, opet sam bijednik tvoj

Vatra, non stop vatra
non stop strasna vatra

Vrazijem ti ujedu nasao vec lijek
ali tvojim usnama pokosen sam i mek
prilazis mi opet da pometes sjaj
u ruci imas aduta svog, ja samo deblji kraj
upomoc, upomoc, opet sam bijednik tvoj",Vatra,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/vatra.html,Divlje Jagode,Vatra,,Vatra,,,,,nan-Vatra/nan-Collection/2018.0-Original Album Collection Vol. 1/2018.0-Original Album Collection Vol. 1
76,hluW+yB/_1_76,Divlje Jagode,Divlje Jagode,Vodarica,8062,"Svu u zlatu jutarnjega sunca
u planini nasao sam nju
stajala je s' krcagom u ruci
na mjestu kuda vodi mene put

Ref.
Smijesila se njezno tad
i ne znam sta cu sad
i ne znam sta cu sad
 
Sramezljivo mi nazva ""Dobro jutro""
i pogledom mi nudi krcag svoj
u toj vodi skrivala se tajna
i ne znam kada ispi gutljaj svoj

Ref.","https://tekstovi.net/2,2,38.html",,,,,,,,,,,['Divlje Jagode'],,,,https://diskografija.com/pjesma/vodarica-9987.htm,Vodarica,,,,,,"Svu u zlatu jutarnjega sunca,
U planini nasao sam nju.
Stajala je s krcagom u ruci,
Na mjestu kuda vodi mene put.
A ja ja, smijesila se njezno tad
A ja ja, i ne znam sta cu sad
I ne znam sta cu sad.

Sramezljivo mi nazva: ""Dobro jutro!""
I pogledom mi nudi krcag svoj.
U toj vodi skrivala se tajna
I ne znam kada ispi gutljaj svoj.
A ja ja, smijesila se njezno tad
A ja ja, i ne znam sta cu sad
I ne znam sta cu sad.",Vodarica,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/vodarica.html,Divlje Jagode,Vodarica,,Divlje Jagode,,Marijan Kašaj,,,nan-Divlje Jagode/nan-Collection/2008.0-The Ultimate Collection/nan-The Ultimate Collection/2018.0-Original Album Collection Vol. 1
77,hluW+yB/_1_77,Divlje Jagode,Divlje Jagode,Za one do tebe nemam vise ni banke,7337,"Za sankom u guzvi trazim dio tvog bica
dok u meni vri krv od bijesa
i zadnju cigaru grizem ko pas kost
izbjegavam tebe, proslost mi je gost

Ref.
Za one do tebe, za one do tebe
nemam vise ni banke
 
Dosada u dusi, minuta svaka vjecnost
a ti se topis u moru laznih ideja
jednog ne zelis da imas samo za sebe
laskavo drustvo, vidim, pruza ti vise

Ref.

","https://tekstovi.net/2,2,18248.html",,,,,,,,,,,,,,,,,,,,,,,,,Divlje Jagode,"Za One Do Tebe, Nemam Više Ni Banke",,Stakleni Hotel,,Alen Islamović,,,nan-Stakleni Hotel/2018.0-Original Album Collection Vol. 1
78,hluW+yB/_1_78,Divlje Jagode,Divlje Jagode,Zaboravi,1137,"Pitas sta veze nas
ljubav, strast il' oboje
ja sam tip za jednu noc
ma sta ces, sreco, od mene
vazno je da nama je bolje

Ref.
Zaboravi nocas sve
sva imena i godine
ako zelis ostani
ako neces, ti obuci se
sreco moja, obuci se

Trebas mi ovu noc
ma ne volim da budem sam
misli mi lutaju
po tijelu tvom, zelim te
vazno je da nama je bolje

Ref. 2x

Probaj me, probaj me
sreco, probaj me","https://tekstovi.net/2,2,58456.html",,,,,,,,['Sead Lipovača Zele'],['Slobodan Đurasović'],['Sead Lipovača Zele'],['Divlje Jagode'],1988 - Konji,2006 - Collection,,https://diskografija.com/pjesma/zaboravi-10023.htm,Zaboravi,,,,,,,,,Divlje Jagode,Zaboravi,,Konji,,,,,nan-Konji/2004.0-The Very Best Of - Let Na Drugi Svijet/nan-Collection/2018.0-Original Album Collection Vol. 2
79,hluW+yB/_1_79,Divlje Jagode,Divlje Jagode,Zagrizi rock'n'roll,10867,"Hej ti okreni se 
Bas je dobro uz rock 'n' roll 
Sto te muci kazi mi 
Ja sam doktor za svaku bol 

Je li tata danas ljut 
Il' mu smeta sminkanje 
Bice bolje nasmijesi se 
cemu suze plakanje 

Zagrizi sada Rock 'n' Roll 
Zaboravi na slatku bol..","https://tekstovi.net/2,2,39.html",,Zagrizi Rock n Roll,Bite the rock'n'roll,Motori (1982),"Hej ti, okreni se
1
Baš je dobro uz rock'n' roll
Što te muči, kaži mi
Ja sam doktor za svaku bol. Je li tata danas ljut
Il' mu smeta šminkanje
Biće bolje, nasmiješi se
Čemu suze, plakanje. Zagrizi sada Rock 'n' Roll
Zaboravi na slatku bol","Hey, you, turn around
It feels so good with rock'n'roll
What's wrong, tell me
I'm doctor for every pain. Is your dad angry today
Or your make-up bothers him?
It's going to get better, smile
Why all that tears and crying?. Bite the rock'n'roll now
Forget the sweet pain",https://lyricstranslate.com/en/zagrizi-rock-n-roll-bite-rocknroll.html,,,,['Divlje Jagode'],1982 - Motori,2006 - Collection,,https://diskografija.com/pjesma/zagrizi-rock-n-roll-9996.htm,Zagrizi rock'n'roll,,,,,,"Hej ti okreni se
Bas je dobro uz rock 'n' roll
Sto te muci kazi mi
Ja sam doktor za svaku bol

Je li tata danas ljut
Il' mu smeta sminkanje
Bice bolje nasmijesi se
cemu suze plakanje

Zagrizi sada Rock 'n' Roll
Zaboravi na slatku bol...",Zagrizi rock 'n' roll,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/zagrizi-rock-n-roll.html,Divlje Jagode,Zagrizi Rock'n'Roll,5:04,Motori,,,,,nan-Motori
80,hluW+yB/_1_80,Divlje Jagode,Divlje Jagode,Zauvijek tvoj,110421,"Zima je, decembar
mokri snijegovi 
svuda su tragovi 
tvoji ostali 

Na tren pomislim
nisam ni za sta 
nikad gore godine
duso, vjeruj mi
 
Sjecanja me bole sva
moja ljubavi 
sibaju me vjetrovi
modri vjetrovi 

Ref.
Zauvijek tvoj, tvoj 
zauvijek tvoj, tvoj
zauvijek tvoj, tvoj

Sjecam se, ti i ja
moja jedina 
pamtim sve, ti i ja
plave ulice 

Mjesec svud oko nas
a ti ljubis me 
topla si, drhtis sva
da li sjecas se 

Stajala si tu kraj mene
sva u suzama 
kao srna uplasena
zbunjena

Ref. 4x","https://tekstovi.net/2,2,1662.html",,Zauvijek tvoj,Forever Yours,,"()
Zima je, decembar
mokri snijegovi
svuda su tragovi
tvoji ostali. Na tren pomislim
nisam ni za šta
nikad gore godine
dušo, vjeruj mi. Sjećanja me bole sva,
moja ljubavi. Šibaju me vjetrovi
modri vjetrovi
REFREN : Zauvijek tvoj. Sjećam se ti i ja
moja jedina
pamtim sve, ti i ja
plave ulice. Mjesec svud oko nas
a ti ljubiš me
topla si, drhtiš sva
da li sjećaš se. Stajala si tu kraj mene
sva u suzama
kao srna uplašena
zbunjena. REF Zauvijek tvoj","It's winter, December
wet snows
your traces
remained everywhere. For a moment I think
I'm good for nothing
there was never a worse year
trust me dear. All my memories hurt me
my love. winds are whipping me
blue winds
Chorus: Forever yours. I remember you and me
my only one
I remember all, you and me
blue streets. The moon everywhere around us
and you kissing me
warm, shivering
do you remember. You were standing here next to me
all in tears
like a frightened doe
confused
Chorus: Forever yours",https://lyricstranslate.com/en/zauvijek-tvoj-forever-yours.html,['Sead Lipovača Zele'],"['Mladen Vojičić Tifa', 'Slobodan Đurasović']",['Sead Lipovača Zele'],['Divlje Jagode'],1988 - Konji,"2004 - The very best of, let na drugi svijet",2006 - Collection,https://diskografija.com/pjesma/zauvijek-tvoj-9328.htm,Zauvijek tvoj,,,,,,"Zima je, decembar, mokri snijegovi
Svuda su tragovi tvoji ostali
Na tren pomislim, nisam ni za sta
Nikad gore godine, duso, vjeruj mi.

Sjecanja me bole sva, moja ljubavi
Sibaju me vjetrovi, modri vjetrovi.
Zauvijek tvoj (tvoj) ...
Zauvijek tvoj (zauvijek tvoj) ...

Sjecam se, ti i ja, moja jedina
Pamtim sve, ti i ja, plave ulice
Mjesec svud oko nas, a ti ljubis me
Topla si, drhtis sva, da li sjecas se.

Stajala si tu kraj mene, sva u suzama
Kao srna uplasena, zbunjena.
Zauvijek tvoj (tvoj) ...
Zauvijek tvoj (zauvijek tvoj) ...",Zauvijek tvoj,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/zauvijek-tvoj.html,Divlje Jagode,Zauvijek Tvoj,,Konji,,Mladen Vojičić Tifa,,,"nan-Konji/nan-Sarajevo, Ti I Ja/nan-The Very Best Of - Let Na Drugi Svijet/2006.0-Collection/nan-Collection/2008.0-The Ultimate Collection/nan-The Ultimate Collection/nan-Greatest Hits/2018.0-Original Album Collection Vol. 2/nan-Jukebox"
81,hluW+yB/_1_81,Divlje Jagode,Divlje Jagode,Zbog tebe draga,16321,"Kisa pada lije s' krovova
kisa pada lije s' prozora
i lije cijelu noc i dan
zar moram biti sam
kad kisa pada i pust je ovaj grad

Ref. 2x
Zbog tebe draga
mrzim septembar
svaki je dan bez tebe
k'o gladna godina
 
Bijela magla putuje nocima
bijela magla u mojim crnim ocima
i ptice vec su dole na jugu
da li ti osjecas tugu
kad bijela magla donese miris kestena

Ref. 2x

Ref. 2x","https://tekstovi.net/2,2,29983.html","Fikret Kurtovic, Sead (zele) Lipovaca",Zbog tebe draga,,,"Kisa pada lije s´ krovova,
kisa pada lije s´ prozora
i lije cijelu noc i dan
zar moram biti sam,
kad kisa pada i pust je ovaj grad
zbog tebe draga mrzim septembar,
svaki je dan bez tebe ko gladna godina,
zbog tebe draga ja mrzim septembar
svaki je dan bez tebe ko gladna godina.. Bijela magla putuje nocima,
bijela magla u mojim crnim ocima
i ptice vec su dole na jugu
da li ti osjecas tugu,
kad bijela magla donese miris kestena
zbog tebe draga mrzim septembar,
svaki je dan bez tebe ko gladna godina,
zbog tebe draga mrzim septembar
svaki je dan bez tebe ko gladna godina.. Kisa pada lije s´ krovova
kisa pada lije s´ prozora
i lije cijelu noc i dan zar moram biti sam,
kad kisa pada i pust je ovaj grad
zbog tebe draga mrzim septembar
svaki je dan bez tebe ko gladna godina,
zbog tebe draga ja mrzim septembar
svaki je dan bez tebe ko gladna godina.. Kisa pada, kisa pada, kisa pada.",,https://lyricstranslate.com/en/divlje-jagode-zbog-tebe-draga-lyrics.html,['Sead Lipovača Zele'],['Fikret Kurtović'],['Sead Lipovača Zele'],['Divlje Jagode'],"2004 - The very best of, let na drugi svijet",2006 - Collection,,https://diskografija.com/pjesma/zbog-tebe-draga-9320.htm,Zbog tebe draga,,,,,,"kiša pada lije s krvova,
kiša rada lije s prozora
i lije cjelu noć i dan 
zar moram biti sam
kad kiša pada i pust je ovaj grad
zbog tebe draga mrzim septembar
svaki je dan bez tebe ko hladna godina
zbog tebe draga ja mrzim septembar
svaki je dan bez tebe ko hladna godina",Zbog tebe draga,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/zbog-tebe-draga.html,Divlje Jagode,Zbog Tebe Draga,,Labude Kad Rata Ne Bude ,,,,,nan-Labude Kad Rata Ne Bude /nan-The Very Best Of - Let Na Drugi Svijet/2006.0-Collection/nan-Collection/2008.0-The Ultimate Collection/2011.0-Najljepše Ljubavne Pjesme - The Love Collection/2018.0-Original Album Collection Vol. 2/nan-Jukebox
82,hluW+yB/_1_82,Divlje Jagode,Divlje Jagode,Zelim da te imam,31520,"o kako dugo sanjam
njezno tijelo tvoje 
ma sta po njemu secu
snazne ruke moje 

strpljivo cekam
svojih 5 minuta 
da medju kose tvoje
ruka mi zaluta 
 
zelim zelim da te imam 
samo jednu noc 
zelim zelim da te imam 
samo jednu noc 

sinoc sam sanjo
da sam ljubio te strasno 
danas te s drugim vidim
sad je za nas kasno 

o kako ludo bjese
san prekinu java 
od svega nema nista
sad me boli glava 

zelim da te imam 
zelim da te imam...","https://tekstovi.net/2,2,40.html",,,,,,,,['Sead Lipovača Zele'],['Toni Janković'],['Sead Lipovača Zele'],['Divlje Jagode'],1997 - Sto vjekova,"2004 - The very best of, let na drugi svijet",2006 - Collection,https://diskografija.com/pjesma/zelim-da-te-imam-9316.htm,Želim da te imam,,,,,,"O kako dugo sanjam nježno tijelo tvoje
Ma šta po njemu šeću snažne ruke moje
Strpljivo čekam samo svojih pet minuta
Da među kose tvoje ruka mi zaluta

Želim, želim da te imam samo jednu noć
Želim, želim da te imam samo jednu noć

Sinoć sam sanjo da sam ljubio te strasno
Danas te s drugim vidim sad je za nas kasno
O kako ludo bješe, san prekinu java
Od svega nema ništa, sad me boli glava

Želim, želim da te imam samo jednu noć
Želim, želim da te imam samo jednu noć

Želim da te imam
Želim da te imam
Želim da te imam
Želim da te imam",Želim da te imam,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/zelim-da-te-imam.html,Divlje Jagode,Želim Da Te Imam,,Divlje Jagode,,,,,nan-Divlje Jagode/nan-Sto Vjekova/nan-The Very Best Of - Let Na Drugi Svijet/nan-Collection/nan-Collection/2018.0-Original Album Collection Vol. 1/2018.0-Original Album Collection Vol. 2
83,hluW+yB/_1_83,Divlje Jagode,Divlje Jagode,Znamo da je kraj,216,"Vidim te, dolazis
njezna kao san
da sjednes na moj dlan
kao nekad, kad bili smo zajedno

I srce protrne
ruka se rastegne
da te zagrli
kao nekad, kad bili smo zajedno
 
Ref.
Tvoje me srce gleda
kao da je prvi put
kada smo bili zajedno

Tvoje oci su tuzne
kao da je zadnji put
kada smo bili zajedno
kad bili smo mi

Ti mi oprastas
ne zaboravljas
a ja, ja se osjecam
kao nekad, kad bili smo zajedno

Ref.

Znamo da je kraj
i svakog ceka put
a mi, mi se smijemo
kao nekad, kad bili smo zajedno","https://tekstovi.net/2,2,64446.html",,,,,,,,,,,,,,,,,,,,,,,,,Divlje Jagode,Znamo Da Je Kraj,4:12,Jukebox,,,,,nan-Jukebox
84,hluW+yB/_1_84,Divlje Jagode,Divlje Jagode,Zvijezda sjevera,40494,"Sedam godina je iza nas
zvijezdo sjevera 
kad sam patio ti si shvatila 
da sam bez tebe sam

Sedam godina je iza nas
to nije mala stvar 
sto si starija sve si sjajnija
ti zvijezdo sjevera
 
Ref. 2x
Jos si lijepa isto kao i prvi put 
meni najljepsa zvijezda sjevera 

Sedam godina ti cekas
da kazem rijeci te 
za tvoje cekanje rijeci su preslabe 
nek ti pjesma kaze sve

Ref.","https://tekstovi.net/2,2,6583.html",,,,,,,,,,,['Divlje Jagode'],,,,https://diskografija.com/pjesma/zvijezda-sjevera-10035.htm,Zvijezda sjevera,,,,,,"Sedam godina je iza nas
Zvijezdo sjevera
Kad sam patio
Ti si shvatila
Da sam bez tebe sam

Sedam godina iza nas
To nije mala stvar
Sto si starija
Sve si sjajnija
Ti zvijezdo sjevera

Jos si lijepa
Isto kao i prvi put
Meni najljepsa
Zvijezda sjevera

Sedam godina ti cekas
Da kazem rijeci te
Za tvoje cekanje
Rijeci su preslabe
Nek ti pjesma kaze sve",Zvijezda sjevera,https://cuspajz.com//tekstovi-pjesama/pjesma/divlje-jagode/zvijezda-sjevera.html,Divlje Jagode,Zvijezda Sjevera,,Labude Kad Rata Ne Bude ,,,,,nan-Labude Kad Rata Ne Bude /nan-Collection/2008.0-The Ultimate Collection/nan-The Ultimate Collection/nan-Greatest Hits/2018.0-Original Album Collection Vol. 2/nan-Jukebox
