Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Adapted By_discogs,Arranged By_discogs,Album_title_discogs,Written-By_discogs,Lyrics By_discogs,Music By_discogs,Album_year_discogs,Adapted By [Music]_discogs,Lyrics By [dt.:]_discogs,Lyrics By [Yugoslavian]_discogs,Conductor_discogs,Orchestra_discogs,Strings_discogs,Vocals [Child]_discogs,Arranged By [Co-arranged]_discogs,Lyrics By [Co-written]_discogs,Featuring [Uncredited]_discogs,Musician_discogs,Vocals_discogs,Backing Vocals_discogs,Programmed By_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Novi Fosili,Novi Fosili,"Čuješ Li Me, Je l' Ti Drago",,,,"Čuješ Li Me, Je l' Ti Drago / Pomorska Večer",,,,,,,,,,,,,,,,,,,,"nan-Čuješ Li Me, Je l' Ti Drago / Pomorska Večer","nan-Čuješ Li Me, Je l' Ti Drago / Pomorska Večer"
Novi Fosili,Novi Fosili,Pomorska Večer,,,,"Čuješ Li Me, Je l' Ti Drago / Pomorska Večer",,,,,,,,,,,,,,,,,,,,"nan-Čuješ Li Me, Je l' Ti Drago / Pomorska Večer","nan-Čuješ Li Me, Je l' Ti Drago / Pomorska Večer/nan-Hitovi Sa Singl Ploča/2011.0-Uvijek Blizu (Antologija 1969 - 2011)"
Novi Fosili,Novi Fosili,Nemaš Više Vremena Za Mene,,,,Nemaš Više Vremena Za Mene / Najdraže Moje,,Momčilo J. Popadić,,,,,,,,,,,,,,,,,,nan-Nemaš Više Vremena Za Mene / Najdraže Moje,nan-Nemaš Više Vremena Za Mene / Najdraže Moje/nan-Hitovi Sa Singl Ploča/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Oko Moje,,,Rajko Dujmić,Oko Moje / I Remember,,Dragutin Britvić,,1981.0,,,,,,,,,,,,,,,,1981.0-Oko Moje / I Remember,1981.0-Oko Moje / I Remember/nan-Hitovi Sa Singl Ploča
Novi Fosili,Novi Fosili,I Remember,,,Rajko Dujmić,Oko Moje / I Remember,,Rajka Petrik,,1981.0,,,,,,,,,,,,,,,,1981.0-Oko Moje / I Remember,1981.0-Oko Moje / I Remember
Novi Fosili,Novi Fosili,Gdje Su Ona Obećanja,,,,Ne Budi Me Mati / Gdje Su Ona Obećanja,,,,1981.0,,,,,,,,,,,,,,,,1981.0-Ne Budi Me Mati / Gdje Su Ona Obećanja,1981.0-Ne Budi Me Mati / Gdje Su Ona Obećanja/nan-Hitovi Sa Singl Ploča
Novi Fosili,Novi Fosili,"Ne Budi Me, Mati",,,,Ne Budi Me Mati / Gdje Su Ona Obećanja,,,,1981.0,,,,,,,,,,,,,,,,1981.0-Ne Budi Me Mati / Gdje Su Ona Obećanja,1981.0-Ne Budi Me Mati / Gdje Su Ona Obećanja/nan-Hitovi Sa Singl Ploča/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Fala,,,,Fala / Balada Za Staroga,,Dragutin Domjanić,Vlaho Paljetak,1981.0,,,,,,,,,,,,,,,,1981.0-Fala / Balada Za Staroga,1981.0-Fala / Balada Za Staroga
Novi Fosili,Novi Fosili,Balada Za Staroga,,,,Fala / Balada Za Staroga,,Momčilo J. Popadić,Rajko Dujmić,1981.0,,,,,,,,,,,,,,,,1981.0-Fala / Balada Za Staroga,1981.0-Fala / Balada Za Staroga
Novi Fosili,Novi Fosili,Plava Košulja,,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2002.0-Balade/2005.0-12 Originalnih Hitova/nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Saša,,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/1982.0-Ja Sam Šef / Saša/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/nan-Poziv Na Ples/nan-Najbolje Godine/nan-Za Dobra Stara Vremena/2005.0-12 Originalnih Hitova/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,"O, Ne (Sad Je Kasno)",,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Tonka,,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2002.0-Balade/nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,"Joj, Joj",,,,Budi Uvijek Blizu,,Mario Mihaljević,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu
Novi Fosili,Novi Fosili,Tko Zna S Kim Ti Čekaš Zoru,,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Hoću Li Znati,,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Mimi,,,,Budi Uvijek Blizu,,,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Ključ Je Ispod Otirača,,,,Budi Uvijek Blizu,,,,,,,,,,Zagrebački Solisti,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2002.0-Balade/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Budi Uvijek Blizu,,,,Budi Uvijek Blizu,,Dragutin Britvić,,,,,,,,,,,,,,,,,,nan-Budi Uvijek Blizu,nan-Budi Uvijek Blizu/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,"Čuješ Li Me, Je L' Ti Drago",,,,Hitovi Sa Singl Ploča,,,,,,,,,,,,,,,,,,,,nan-Hitovi Sa Singl Ploča,nan-Hitovi Sa Singl Ploča
Novi Fosili,Novi Fosili,Ja Sam Šef,,,,Ja Sam Šef / Saša,,Mario Mihaljević,,1982.0,,,,,,,,,,,,,,,,1982.0-Ja Sam Šef / Saša,1982.0-Ja Sam Šef / Saša/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Početak,,,,Jugoton Express,,,,1982.0,,,,,,,,,,,,,,,,1982.0-Jugoton Express,1982.0-Jugoton Express/1982.0-Jugoton Express/1985.0-Jugoton Express/1985.0-Jugoton Express/1986.0-Jugoton Express/1986.0-Jugoton Express
Novi Fosili,Novi Fosili,Nastavak,,,,Jugoton Express,,,,1982.0,,,,,,,,,,,,,,,,1982.0-Jugoton Express,1982.0-Jugoton Express/1982.0-Jugoton Express/1982.0-Jugoton Express/1982.0-Jugoton Express/1985.0-Jugoton Express/1985.0-Jugoton Express/1986.0-Jugoton Express/1986.0-Jugoton Express
Novi Fosili,Novi Fosili,Pocetak,,,,Jugoton Express,,,,1982.0,,,,,,,,,,,,,,,,1982.0-Jugoton Express,1982.0-Jugoton Express/1982.0-Jugoton Express
Novi Fosili,Novi Fosili,Djeca Smo,,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,Sanja,,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle/nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-The Best Of/0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,3+10,,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,Majčine Oči,,,,Za Djecu I Odrasle,,,,,,,,,,,Mihaela Patrčević,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2002.0-Balade/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Mali Ćiro,,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,"Šta Se Smiješ, Klipane",,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,Razumljiva Pjesma (Kad Sam Bio Mlad),,,,Za Djecu I Odrasle,,,Slobodan Momčilović,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,"Vikend Tata, Vikend Mama",,,Mato Došen,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,Samo Mi Se Javi,,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Za Domovinu Našu,,,,Za Djecu I Odrasle,,,,,,,,,,,,,,,,,,,,nan-Za Djecu I Odrasle,nan-Za Djecu I Odrasle
Novi Fosili,Novi Fosili,Volim Te Od 9 Do 2,,,,Volim Te Od 9 Do 2 I Ostali Veliki Hitovi,,,,,,,,,,,,,,,,,,,,nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi,nan-Volim Te Od 9 Do 2 I Ostali Veliki Hitovi
Novi Fosili,Novi Fosili,Nije Istina,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Bilo Mi Je Prvi Put,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2002.0-Balade/nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of/2017.0-Megamix 2005/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Šu-Šu,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/nan-Poziv Na Ples/nan-Najbolje Godine/2005.0-12 Originalnih Hitova
Novi Fosili,Novi Fosili,"Neveni Žuti, Žuti",,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!
Novi Fosili,Novi Fosili,Moj Prijatelj Anu Ljubi,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/nan-Poziv Na Ples/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Pazi Da Ne Nazebeš,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/nan-Za Dobra Stara Vremena/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Radije Budi Mi Brat,,,,Poslije Svega,,Neven Antičević,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Milena,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/1984.0-Valentino I Renato / Milena/nan-Poziv Na Ples/1988.0-Dijete Sreće/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/2002.0-Balade/2005.0-12 Originalnih Hitova/nan-Za Dobra Stara Vremena/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Noćas Umiru Stare Ljubavi,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-The Best Of
Novi Fosili,Novi Fosili,Poslije Svega,,,,Poslije Svega,,,,,,,,,,,,,,,,,,,,nan-Poslije Svega,nan-Poslije Svega/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Valentino I Renato,,,,Valentino I Renato / Milena,,Mario Mihaljević,,1984.0,,,,,,,,,,,,,,,,1984.0-Valentino I Renato / Milena,1984.0-Valentino I Renato / Milena/2005.0-12 Originalnih Hitova/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Još Te Volim,,,,Još Te Volim / Mario,,Zrinko Tutić,,1985.0,,,,,,,,,,,,,,,,1985.0-Još Te Volim / Mario,1985.0-Još Te Volim / Mario/nan-Tvoje I Moje Godine/nan-Poziv Na Ples/1988.0-Dijete Sreće/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Mario,,,,Još Te Volim / Mario,,Selma Anadolac,,1985.0,,,,,,,,,,,,,,,,1985.0-Još Te Volim / Mario,1985.0-Još Te Volim / Mario/nan-Tvoje I Moje Godine/nan-Poziv Na Ples/nan-Najbolje Godine/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,"Sve Dok Si Uz Mene, Ne Boj Se",3:20,,,Tvoje I Moje Godine,,Mario Mihaljević,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,"Tu, Tu, Tu (Tu Me Poljubi)",2:50,,,Tvoje I Moje Godine,,Marina Tucaković,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine
Novi Fosili,Novi Fosili,Paloma,3:15,,,Tvoje I Moje Godine,,,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine
Novi Fosili,Novi Fosili,"Aj, Aj",2:50,,,Tvoje I Moje Godine,,Mario Mihaljević,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine
Novi Fosili,Novi Fosili,"Idi Nekud, Zlato Moje",4:10,,,Tvoje I Moje Godine,,Katarina Šoškić Naglov,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine
Novi Fosili,Novi Fosili,"Petre, Divlji Vjetre",2:45,,,Tvoje I Moje Godine,,Momčilo J. Popadić,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine
Novi Fosili,Novi Fosili,Ako Se Rastanemo,3:50,,,Tvoje I Moje Godine,,,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Bilo Gdje Da Si,3:20,,,Tvoje I Moje Godine,,Domenika Vanić,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Tvoje I Moje Godine,4:10,,,Tvoje I Moje Godine,,,,,,,,,,,,,,,,,,,,nan-Tvoje I Moje Godine,nan-Tvoje I Moje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Sjeti Se,3:24,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,"Momo, Zašto Plačeš",2:58,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,"Ma, Nemoj",2:47,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,"Za Dobra, Stara Vremena",3:52,,,Za Dobra Stara Vremena,,S. Aufiderzen,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Boby No. 1,2:50,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/nan-Poziv Na Ples
Novi Fosili,Novi Fosili,Putuj Sretno,2:36,,,Za Dobra Stara Vremena,,Stevo Cvikić,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/nan-Poziv Na Ples/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Nani,2:47,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,Lorena,3:32,,,Za Dobra Stara Vremena,,S. Aufiderzen,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/1988.0-Nebeske Kočije/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Do Zadnjeg Dinara,3:44,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena/1988.0-Nebeske Kočije
Novi Fosili,Novi Fosili,Naš Stari,2:52,,,Za Dobra Stara Vremena,,,,,,,,,,,,,,,,,,,,nan-Za Dobra Stara Vremena,nan-Za Dobra Stara Vremena
Novi Fosili,Novi Fosili,I Wanna Dance,2:40,,,I Wanna Dance / Ja Sam Za Ples,,,,,,,,,,,,,,,,,,,,nan-I Wanna Dance / Ja Sam Za Ples,nan-I Wanna Dance / Ja Sam Za Ples/nan-Ja Sam Za Ples
Novi Fosili,Novi Fosili,Ja Sam Za Ples,2:40,,,I Wanna Dance / Ja Sam Za Ples,,,,,,,,,,,,,,,,,,,,nan-I Wanna Dance / Ja Sam Za Ples,nan-I Wanna Dance / Ja Sam Za Ples/nan-Poziv Na Ples/nan-Ja Sam Za Ples/1988.0-Dijete Sreće/1988.0-Dijete Sreće/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./2005.0-12 Originalnih Hitova/nan-Za Dobra Stara Vremena/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2013.0-The Best Of/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Ma Nemoj,,,,Poziv Na Ples,,,,,,,,,,,,,,,,,,,,nan-Poziv Na Ples,nan-Poziv Na Ples
Novi Fosili,Novi Fosili,Jedna Suza,,,,Poziv Na Ples,,,,,,,,,,,,,,,,,,,,nan-Poziv Na Ples,nan-Poziv Na Ples/1988.0-Dijete Sreće/nan-Najbolje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Za Dobra Stara Vremena,,,,Poziv Na Ples,,,,,,,,,,,,,,,,,,,,nan-Poziv Na Ples,nan-Poziv Na Ples/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 2 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena/nan-Za Dobra Stara Vremena 2005/2006.0-The Platinum Collection/2013.0-Live!/2013.0-The Best Of/2019.0-50 Originalnih Pjesama/0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,"Okreni Se, Idi",,,,"Okreni Se, Idi / Mali Brod Na Savi",,,,,,,,,,,,,,,,,,,,"nan-Okreni Se, Idi / Mali Brod Na Savi","nan-Okreni Se, Idi / Mali Brod Na Savi/nan-Dijete Sreće/1988.0-Dijete Sreće/nan-Najbolje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)"
Novi Fosili,Novi Fosili,Mali Brod Na Savi,,,,"Okreni Se, Idi / Mali Brod Na Savi",,,,,,,,,,,,,,,,,,,,"nan-Okreni Se, Idi / Mali Brod Na Savi","nan-Okreni Se, Idi / Mali Brod Na Savi/nan-Dijete Sreće/1988.0-Dijete Sreće"
Novi Fosili,Novi Fosili,Dijete Sreće,3:48,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/nan-Najbolje Godine/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,"E, Da Si Barem Noćas Ovdje",4:14,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Zaljubljena,3:05,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće
Novi Fosili,Novi Fosili,Znam,4:34,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,Suzi,2:38,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće
Novi Fosili,Novi Fosili,Kad Vas Molim,2:32,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2019.0-50 Originalnih Pjesama
Novi Fosili,Novi Fosili,Zrinka,3:45,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/nan-Najbolje Godine/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Dobre Djevojke,3:30,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/nan-Najbolje Godine/1998.0-Ljubav Koja Nema Kraj Vol. 1 - Megahitovi 1977. - 1990./nan-Za Dobra Stara Vremena/2005.0-12 Originalnih Hitova/nan-Za Dobra Stara Vremena/2006.0-The Platinum Collection/2011.0-Uvijek Blizu (Antologija 1969 - 2011)/2013.0-Live!/2019.0-50 Originalnih Pjesama/0.0-Singl Kolekcija
Novi Fosili,Novi Fosili,Tužna Stvar,3:38,,,Dijete Sreće,,,,,,,,,,,,,,,,,,,,nan-Dijete Sreće,nan-Dijete Sreće/1988.0-Dijete Sreće/2011.0-Uvijek Blizu (Antologija 1969 - 2011)
Novi Fosili,Novi Fosili,Ja Sam Za Ples (Instrumental Version),,,,Ja Sam Za Ples,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Za Ples,nan-Ja Sam Za Ples
Novi Fosili,Novi Fosili,Viens Danser,,,,Ja Sam Za Ples,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Za Ples,nan-Ja Sam Za Ples
Novi Fosili,Novi Fosili,Sacha,4:15,,,Sacha,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Sacha,1988.0-Sacha
Novi Fosili,Novi Fosili,"Say Hey, Wait Don't Go Yet",3:15,,,Sacha,,,,1988.0,,,,,,,,,,,,,,,,1988.0-Sacha,1988.0-Sacha
