Song_ID,Artist,Song,Url,Views,Lyrics_by,Music_by,Year,Album,Song_duration_discogs
dPHel+/u_1_0,Gibonni,Ako me nosiš na duši,https://lyricstranslate.com/en/ako-me-nosis-na-dusi-if-youre-having-me-your-conscience.html-0,190538,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1997,Ruža vjetrova,
dPHel+/u_1_1,Gibonni,Andjeo u tebi,https://lyricstranslate.com/en/Andjeo-u-tebi-Angel-you.html,182482,[Zlatan Stipišić],,2006.0,The Platinum Collection,5:40
dPHel+/u_1_2,Gibonni,"Bella Figura, Bella Pitura",https://lyricstranslate.com/en/bella-figura-bella-pitura-bella-figura-bella-pitura.html,10229,[Zlatan Stipišić],,,Familija,5:17
dPHel+/u_1_3,Gibonni,Bit cu kao ti,"https://tekstovi.net/2,153,20353.html",95580,,,,,
dPHel+/u_1_4,Gibonni,Bolje da sam šutio,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/bolje-da-sam-sutio.html,75250,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1991,Sa mnom ili bez mene,3:05
dPHel+/u_1_5,Gibonni,"Bozjom voljom, svojom voljom","https://tekstovi.net/2,153,64644.html",3363,,,,,
dPHel+/u_1_6,Gibonni,"Cemu se nadas, srce moje (ft. Maya Azucena)","https://tekstovi.net/2,153,33901.html",69612,,,,Toleranca,4:31
dPHel+/u_1_7,Gibonni,Cicciolina,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/cicciolina.html,23721,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1991,Sa mnom ili bez mene,
dPHel+/u_1_8,Gibonni,Cijele noći molio sam nebo,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/cijele-noci-molio-sam-nebo.html,119407,,,,Sa Mnom Ili Bez Mene,
dPHel+/u_1_9,Gibonni,Cinim pravu stvar,https://lyricstranslate.com/en/Cinim-pravu-stvar-Im-Doing-Right-Thing.html,404917,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1999,"Judi, zviri i beštimje",
dPHel+/u_1_10,Gibonni,Crno ili bijelo,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/crno-ili-bijelo.html,19136,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1997,Ruža vjetrova,
dPHel+/u_1_11,Gibonni,Divji cvit,https://lyricstranslate.com/en/divji-cvit-wild-flower.html-2,267141,"[Zlatan ""gibonni"" Stipisic]",,,"Judi, Zviri I Beštimje",
dPHel+/u_1_12,Gibonni,Dobri judi,https://lyricstranslate.com/en/Dobri-ljudi-Good-people.html,79076,,,,Noina Arka,3:30
dPHel+/u_1_13,Gibonni,Dvije duše,https://lyricstranslate.com/en/dvije-duse-two-souls.html-0,254861,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1994,Kruna od perja,5:09
dPHel+/u_1_14,Gibonni,Ej Vapore,https://lyricstranslate.com/en/ej-vapore-hey-steamboat.html-0,45276,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1997,Ruža vjetrova,
dPHel+/u_1_15,Gibonni,Goli pod zvijezdama,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/goli-pod-zvijezdama.html,52296,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],1994,Kruna od perja,4:36
dPHel+/u_1_16,Gibonni,Hodaj,https://lyricstranslate.com/en/Hodaj-Walk.html,277409,[Zlatan Stipišić Gibonni],[Zlatan Stipišić Gibonni],,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),
