Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Music By_discogs,Album_year_discogs,Featuring_discogs,All_albums_discogs
24,O93DTxfd_1_24,Miroslav Škoro,Miroslav Škoro,Laku noc ljubavi,92010,"U neko doba kada zaspu svi
ja svoje pjesme crtam, vilenim
i neka nitko se ne naljuti
u svakoj od njih, imas barem stih

Ljubav je rulet, cista lutrija
stalno se igra a rijetko dobiva
a onaj Amor, mali debeli
gadja u srce, kada pozeli
 
Ref.
Laku noc ljubavi
spomeni me u molitvi
kao sto tvoje ime ja
spominjem u svim
mojim pjesmama
laku noc ljubavi
zaplovi snom i ne brini
dobar mornar bicu ja
nas dom je ladja sigurna

Topi se nocna santa vremena
budi se pjevac, ptica Petrova
a u daljini zivot magli se 
plasi i mami nase brodove

Sve manje snage ima u meni 
razlog za stih tesko nalazim
na kraju, sve te rijeci velike
ne vrijede kao jedno volim te

Ref.

Laku noc ljubavi
spomeni me u molitvi
kao sto tvoje ime ja
spominjem u svim
mojim pjesmama
laku noc ljubavi
moram ti tajnu otkriti
i kad te nisam poznao
tebi sam pjesme pisao","https://tekstovi.net/2,390,14155.html",Zeljko Barba,"Laku noć, ljubavi","Laku noc, ljubavi",Milo moje,"U neko doba kada zaspu svi
1
ja svoje pjesme crtam, vilenim
i neka nitko se ne naljuti
u svakoj od njih imaš barem stih. Ljubav je rulet, čista lutrija
stalno se igra a rijetko dobiva
a onaj Amor, mali debeli
gađa u srce, kada poželi. Ref.
Laku noć, ljubavi
spomeni me u molitvi
kao što tvoje ime ja
spominjem u svim
mojim pjesmama.
Laku noć, ljubavi
zaplovi snom i ne brini
dobar mornar biću ja
naš dom je lađa sigurna. Topi se noćna santa vremena
budi se pjevac, ptica Petrova
a u daljini život magli se
plaši i mami naše brodove. Sve manje snage ima u meni
razlog za stih teško nalazim
na kraju, sve te riječi velike
ne vrijede kao jedno volim te. Ref.. Laku noć, ljubavi
spomeni me u molitvi
kao što tvoje ime ja
spominjem u svim
mojim pjesmama.
Laku noć, ljubavi
moram ti tajnu otkriti
i kad te nisam poznao
tebi sam pjesme pisao.","At some time, when everybody is asleep
I'm painting my songs, I'm becoming crazy
and let nobody be mad
in each of them, you have at least one verse. Love is a roulette, pure lottery
it always plays, but rarely wins
And that Amor, little fat
hits the heart, when he wants. Ref.
Good night love
Mention me in the prayer
like i do with your name
in every
songs of mine
goodnight love
sail the dream and dont worry
I will be good sailor
Our home is safe boat. The iceberg of the time is melting
the rooster is waking up, Peter's bird
and in the distance the life is becoming foggy
it's afraid and is calling our boats. There is less and less strength in me
Its hard to find a reason for my verse
at the end, all those big words
are not worth as one 'i love you'. Ref.. Good night love
Mention me in the prayer
like i do with your name
in every
song of mine
goodnight love
I have to tell you a secret
when i didnt even know you
I wrote songs for you",https://lyricstranslate.com/en/Laku-noc-ljubavi-Laku-noc-ljubavi.html,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/laku-noc-ljubavi-13313.htm,Laku noć ljubavi,,,,,,,,,,,Miroslav Škoro,Laku Noć Ljubavi,4:25,Miroslav Škoro,Milo Moje,Željko Barba,,,nan-Milo Moje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2011.0-Najljepše Ljubavne Pjesme/2014.0-Ne Vjeruje Srce Pameti
25,O93DTxfd_1_25,Miroslav Škoro,Miroslav Škoro,Ljubav ne bira,6693,"U neko davno vrijeme
jos stari pricaju
silno su se voljeli
princeza i trubadur

Al nebilo tu srece
sve moze, al ne to
da princeza i trubadur
budu zajedno
 
Ref.
Vidis sreco moja
ljubav ne bira
vec spaja sto je volja
i nikog ne pita

 Nema nista ljepse
od sretna srca dva
kad se vole kao ti i ja

Vidis sreco moja
ljubav ne bira
vec spaja sto je volja
i nikog ne pita

Ma nema nista ljepse
od sretna srca dva
kad se vole kao ti i ja

Nit si ti princeza
trubadur nisam ja
al' je prica o nas dvoje
ko i njihova

Eto i mi malo
srecu sanjali
al ne dadose drugi
pa se i mi rastali

Ref.

Vidis sreco moja
ljubav ne bira
vec spaja sto je volja
i nikog ne pita

Jer nema nista ljepse
od sretna srca dva
kad se vole kao ti i ja

Ali ljubav prava
nekad ima tuzan kraj
sto je tako
to me ne pitaj","https://tekstovi.net/2,390,44824.html",,,,,,,,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/ljubav-ne-bira-2446.htm,Ljubav ne bira,,,,,,,,,,,Miroslav Škoro,Ljubav Ne Bira,4:35,Miroslav Škoro,Slagalica,,,,nan-Slagalica
26,O93DTxfd_1_26,Miroslav Škoro,Miroslav Škoro,Majko jedina,11421,"Majko jedina
dugo, dugo ne vidjeh te ja
kad si otisla
na srcu mi zelja zaspala

    Srest cemo se jednom majko
   medju zvijezdama
    ti si za mene jedina
 
Ja ne tugujem
tamo gdje si znam da dobro je
ipak tesko je
tvoja ruka mi nedostaje

Rano s proljeca
nasa tresnja cvijetom ocvala
noc kad spusti se
oci tvoje u njoj sjaje se","https://tekstovi.net/2,390,42658.html",jerry grcevich,MAJKO JEDINA,"MOTHER, THE ONLY ONE",,"Majko jedina,
1
Dugo, dugo ne vidjeh te ja.
Kad si otišla,
Na srcu mi želja zaspala.. Srest ćemo se jednom, majko,
Među zvijezdama.
Ti si za mene jedina! (2x). Ja ne tugujem;
Tamo gdje si, znam da dobro je.
Ipak, teško je…
Tvoja ruka mi nedostaje.. Srest ćemo se jednom, majko,
Među zvijezdama.
Ti si za mene jedina! (2x). Rano s proljeća
Naša trešnja cvijetom ocvala.
Noć kad spusti se;
Oči tvoje u njoj sjaje se.. Srest ćemo se jednom, majko,
Među zvijezdama.
Ti si za mene jedina! (2x). Ti si za mene jedina!
Majko, majko najdraža!","Mother, the only one,
I haven't seen you in a long, long time.
When you went up,
In my heart the desire fell asleep.. We'll meet one day, mother,
Among the stars.
You are the only one for me! (2x). I do not grieve;
There, where you are, I know that it's good.
Still, it's hard…
I miss your hand.. We'll meet one day, mother,
Among the stars.
You are the only one for me! (2x). Early in the spring
Our cherrytree blossomed with a flower.
When the night falls;
Your eyes shine in it.. We'll meet one day, mother,
Among the stars.
You are the only one for me! (2x). You are the only one for me!
Mother, mother dearest!",https://lyricstranslate.com/en/majko-jedina-mother-only-one.html,['Miroslav Škoro'],1996 - Sitan vez,1998 - Uživo - uživo,2007 - Sve najbolje vol. 1,https://diskografija.com/pjesma/majko-jedina-2430.htm,Majko jedina,['Jerry Grcevich'],['Miroslav Škoro'],['Jerry Grcevich'],,,,,"Majko jedina
Dugo dugo ne vidjeh te ja
Kad si otišla
Na srcu mi želja zaspala

Srest ćemo se jednom majko
Među zvijezdama
Ti si za mene jedina

Ja ne tugujem
Tamo gdje si znam da dobro je
Ipak teško je
Tvoja ruka mi ne dostaje

Rano s proljeća
Naša trešnja cvijetom ocvala
Noć kad spusti se
Oči tvoje u njoj sjaje se",Majko jedina,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/majko-jedina.html,Miroslav Škoro,Majko Jedina,3:19,,Sitan Vez,,,,nan-Sitan Vez/2003.0-Miroslav Škoro Uživo/2007.0-Sve Najbolje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2013.0-Sve Najbolje!
27,O93DTxfd_1_27,Miroslav Škoro,Miroslav Škoro,Maligani,2967,"Maligani, maligani
stani pani idu dani
a ja nemam bas nekih zelja
osim po litre veselja

Uvijek razlog neki ima
da se nadjem ja sa svima
kad se nase male ruke sloze
litra - voda uvijek moze
 
Eto smo se malo zapili
maligani su nas dotukli
al' cemo do zore pjevati
necemo se nikad rastati

Idem kuci zorom ranom
ovom mojom ravnom stranom
jer je staza malo preko puta
pade konjak iz kaputa

Nemam pojma di sam bio
di sam pare potrosio
sve u redu, sto se mene tice
samo zena malo vice","https://tekstovi.net/2,390,42659.html",,,,,,,,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/maligani-2437.htm,Maligani,,,,,,,,"Maligani maligani
stani pani idu dani
a ja nemam baš nekih želja
osim po litre veselja

Uvijek razlog neki ima
da se nađem ja sa svima
kad se naše male ruke slože
litra voda uvijek može

Eto smo se malo zapili
maligani su nas dotukli
al' ćemo do zore pjevati
nećemo se nikad rastati

Idem kući zorom ranom
ovom mojom ravnom stranom
jer je staza malo preko puta
pade konjak iz kaputa

Nemam pojma di sam bio
di sam pare potrošio
sve u redu, što se mene tiče
samo žena malo viče",Maligani,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/maligani.html,Miroslav Škoro,Maligani,,,Ptica Samica,,,,nan-Ptica Samica/2010.0-Stoput Bih Isto Ponovio - Autobiografija
28,O93DTxfd_1_28,Miroslav Škoro,Miroslav Škoro,Maria De La lovrez,2491,"Zvala se Maria de la Lovrez
iz Meksika je bila, ljudi
to sto pricam nije zez
sreo sam je sred Jadranske obale

Zna po naski, kakva sreca
dida joj je sa Lovreca
Boze, hvala ti
i Mate, dobar si
 
O je

Gitaru svir'o sam joj
ja dan i noc
a ona je nesto trkeljala
da je glumica i da mora kuci poc'

Rek'o sam - hej
ti nasa jesi, budi Lassie
a ona rece - moj Santana
ja ti odo za dva dana
nazad u Meksiko

Ref.
Maria, Maria
svirajte mi, mariaci
uz gitaru srce placi
moje ranjeno
jer dijaspora
ljubav mi je uzela

Maria, Maria
svirajte mi, mariaci
uz gitaru srce placi
moje ranjeno
jer taj Meksiko
fakat mi je daleko

Od tada lose zivim
visok mi tlak
vec mi je vise puta doslo
da se bacim pod teretni vlak

Al' mi TV pomogne kroz sapunice
trazit cu je sirom svijeta
preko UNC-a, interneta
ima jos nade, zar ne

Ref.

Pusi
jos pusi
pusi, ti glupane jedan
e niko ne puse ovako

Ref.

E, fakat mi je visoko

Nek' ti mama dodje tamo","https://tekstovi.net/2,390,54511.html",,Maria de la Lovrez,Maria de la Lovrez (Maria z Lovreča),,"Zvala se Maria de la Lovrez,
iz Meksika je bila, ljudi,
to što pričam nije zez.
Sreo sam je
sred Jadranske obale.
zna po naški, kakva sreća,
dida joj je sa Lovreča,
Bože hvala ti.
I Mate, dobar si.. Gitaru sviro sam joj
ja dan i noć
a ona je nešto prekidala
da je glumica i da mora kući poć.
Reko sam - Hej!
Ti naša jesi, budi Lassie.
A ona reče:
Moj Santana,
ja ti odo za dva dana
nazad u Meksiko!. Maria, Maria!
Svirajte mi, mariachi,
uz gitaru srce, plači,
moje ranjeno.
Jer dijaspora
ljubav mi je uzela.
Maria, Maria!. Svirajte mi, mariachi,
uz gitaru srce, plači,
moje ranjeno.
jer taj Meksiko
fakat mi je daleko.. Od tada loše živim,
visok mi tlak.
Već mi je više puta došlo
da se bacim pod teretni vlak.
Ali ne... pomogne kroz sapunice.
Tražit ću je širom svijeta,
preko UNCA, interneta.
Ima još nade, zar ne?. Maria, Maria!
Svirajte mi, mariachi,
i uz trubu srce, plači,
moje ranjeno.
Jer dijaspora
ljubav mi je uzela.. Maria, Maria!
Svirajte mi, mariachi,
uz gitaru srce, plači,
moje ranjeno.
jer taj Meksikoooo
e fakat mi je visoko.","Nazywała się Maria de la Lovrez,
Była z Meksyku, ludzie
To co mówię, to nie żart
Spotkałem ją
Na brzegu Adriatyku
Mówi w naszym języku, co za szczęście
Jej dziadek jest z Lovreča,
Chwała Ci Boże,
I Mate, dzięki Ci. Grałem na gitarze tylko dla niej
Przez dzień i noc
A ona coś powiedziała
Że jest aktorką i że musi pójść do domu
Powiedziałem jej – Hej!
Jesteś jedną z nas, bądź jak Lessie
A ona mówi:
Mój Santana
Ja wyjeżdżam za dwa dni
Z powrotem do Meksyku!. Maria, Maria!
Grajcie mi, mariachi,
Przy gitarze serce, płacz
Moje zranione
Gdyż diaspora
Miłość mi zabrała
Maria, Maria!. Grajcie mi, mariachi,
Przy gitarze serce płacze
Moje zranione
Gdyż ten Meksyk
Jest dla mnie trochę za daleko. Od tego czasu kiepsko żyję
Ciśnienie mam wysokie
Parę razy już do tego doszło
Że się chciałem rzucić pod pociąg towarowy
Lecz nie …. Nie mogę jak w operze mydlanej
Będę jej szukał na całym świecie
Przez ONZ, internet
Zawsze jest nadzieja, czyż nie?. Maria, Maria!
Grajcie mi, mariachi,
I przy trąbkach serce, płacz
Moje zranione
Gdyż diaspora
Miłość mi zabrała. Maria, Maria!
Grajcie mi, mariachi,
Przy gitarze serce, płacz
Moje zranione
Gdyż ten Meksyyyyk
Jest dla mnie trochę za daleko",https://lyricstranslate.com/en/maria-de-la-lovrez-maria-de-la-lovrez-maria-z-lovre%C4%8D.html,['Miroslav Škoro'],2001 - Slagalica,2007 - Sve najbolje vol. 2,,https://diskografija.com/pjesma/maria-de-la-lovrez-2445.htm,Maria de la Lovrez,['Miroslav Škoro'],['Miroslav Škoro'],['Nikša Bratoš'],,,,,,,,Miroslav Škoro,Maria De La Lovrez,4:28,Miroslav Škoro,Slagalica,,,,nan-Slagalica/2007.0-Sve Najbolje
29,O93DTxfd_1_29,Miroslav Škoro,Miroslav Škoro,Mata,96995,"Mata je rodjen jedne nedilje
cetrdeset neke godine
otac nije za njega ni znao
s kriznog puta kad se vratio

Zivili tako skromno al' ponosno
u selu malom pitomom slavonskom
seoske babe nisu ga volile
kad krene sorom navuku firange
 
Ref.
A ja, k'o da ga vidim jos i sad
u kas vraca konje s pojila
selo prica, Matu ne briga
samo konje brze potjera

Onda je dosla devedeseta
otac rece sad il' nikada
i Mata krenu k'o iz nekog sna
bez igdje ista al' srca velika

Te su mu zime brata ubili
spalili selo, konje odveli
oca su nasli nakon mjesec, dva
slomila ga tuga velika

Ref.

Bio sam s Matom prosle nedilje
kod crkve poslije mise jutarnje
uz njega sin mu i djeca bratova
pa gdje si Mata, kako je, pitam ga

Veli mi, sve ce biti k'o ranije
opet ce selo okitit' kapije
sve cemo vratit', al' jedno nikad ne
uspomene sto su nam nestale

Ref.

Selo prica, Matu ne briga
samo konje, 'ajde","https://tekstovi.net/2,390,6726.html",Miroslav Skoro,Mata,Mata,,"Mata je rođen jedne nedilje,
1
četrdeset neke godine,
otac nije za njega ni znao
s križnog puta kad se vratio.. Živili tako skromno al' ponosno,
u selu malom pitomom slavonskom,
seoske babe nisu ga volile
kad krene šorom navuku firange.. A ja, k'o da ga vidim još i sad,
u kas vraća konje s pojila,
selo priča, Matu ne briga,
samo konje brže potjera.. Onda je došla devedeseta,
otac reče sad il' nikada,
i Mata krenu k'o iz nekog sna
bez igdi išta al' srca velika.. Te su mu zime brata ubili,
spalili selo, konje odveli,
oca su našli nakon mjesec, dva
slomila ga tuga velika.. Bio sam s Matom prošle nedilje
kod crkve poslije mise jutarnje,
uz njega sin mu i djeca bratova,
pa gdje si Mata, kako je, pitam ga.. Veli mi sve će biti k'o ranije,
opet će selo okitit kapije,
sve ćemo vratit, al' jedno nikad ne,
uspomene što su nam nestale.","Mata was born one Sunday
in 1940 something
father didn't even know about him
when he returned from the Way of the Cross. They lived so, modestly but proudly
in a village, small, quaint, Slavonian,
village women didn't love him
when he walks down the row, they pull the curtains shut. And I, I can see him now still,
returning the horses to the stables
the village talks, Mata doesn't care
he just drives the horses faster. And then 1990 arrived
father said, it's now or never
so Mata went, like in a dream
without a thing to his name, but with a big heart.. That winter, they killed his brother
burned his village, took the horses,
they found the father after a month or two
great sorrow broke him.. I was with Mata last Sunday
by the church after the morning mass,
with him his son and his brother's children,
""Where are you Mata! How are you?"" I ask. He says, everything will be as before
the village will decorate the house gates again,
we will get everything back, but one thing never
the memories that disappeared from us.",https://lyricstranslate.com/en/mata-mata.html,"['Miroslav Škoro', 'Ravnica']",1993 - Miroslav Škoro i Ravnica,"1993 - Mene zovu tambure - Miroslav Škoro
Aranžman: Aleksandar Homoky",1998 - Uživo - uživo - Miroslav Škoro,https://diskografija.com/pjesma/mata-2418.htm,Mata,['Miroslav Škoro'],['Miroslav Škoro'],,"2007 - Sve najbolje vol. 1 - Miroslav Škoro
Aranžman: Aleksandar Homoky",,,,"Mata je rođen jedne nedilje,
četrdeset neke godine,
otac nije za njega ni znao
s križnog puta kad se vratio.

Živili tako skromno al' ponosno,
u selu malom pitomom slavonskom,
seoske babe nisu ga volile
kad krene šorom navuku firange.

A ja, k'o da ga vidim još i sad,
u kas vraća konje s pojila,
selo priča, Matu ne briga,
samo konje brže potjera.

Onda je došla devedeseta,
otac reče sad il' nikada,
i Mata krenu k'o iz nekog sna
bez igdi išta al' srca velika.

Te su mu zime brata ubili,
spalili selo, konje odveli,
oca su našli nakon mjesec, dva
slomila ga tuga velika.

Bio sam s Matom prošle nedilje
kod crkve poslije mise jutarnje,
uz njega sin mu i djeca bratova,
pa gdje si Mata, kako je, pitam ga.

Veli mi sve će biti k'o ranije,
opet će selo okitit kapije,
sve ćemo vratit, al' jedno nikad ne,
uspomene što su nam nestale.",Mata,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/mata.html,Miroslav Škoro,Mata,5:41,,Mene Zovu Tambure,,1993.0,,1993.0-Mene Zovu Tambure/nan-Miroslav Škoro I Ravnica/2003.0-Miroslav Škoro Uživo/2007.0-Sve Najbolje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2013.0-Sve Najbolje!
30,O93DTxfd_1_30,Miroslav Škoro,Miroslav Škoro,Merak (feat. Grupa Vigor),2154,"Mama, jedva dodjoh do praga
jedva potrefio
sto je razloga
sto sam takav

Kucu dva put falio
jedva pogodio
sto je razloga
sto bi opet sve ponovio 
 
Bjezi dok se nije razdanilo
bas te briga kad bi se i saznalo

Ref. 2x
Merak kad je mrak
malo pustit' glas
koju pogledat' 
i tako zoru docekat'

Ona od svega pravi slona
ja k'o da ne vidim
i sto je pitanja
sto sam takav

Vidi, mjesec k'o da se stidi
sto je nakrivo
pa mi sapuce
samo tako ili nikako

Bjezi dok se nije razdanilo
bas te briga kad bi se i saznalo

Ref. 4x","https://tekstovi.net/2,390,58600.html",,,,,,,,,,,,,,,,,,,,,,,,Miroslav Škoro,Merak,3:53,Dino Muharemović,Merak,Dino Muharemović,2017.0,,2017.0-Merak
31,O93DTxfd_1_31,Miroslav Škoro,Miroslav Škoro,Milo moje,32152,"Milo moje, milo mame svoje
vise moje, nego mame svoje
milo moje, milo mame svoje
imal' rano, nade za nas dvoje

Ref.
Reci da l' me
da l' me volis zlato
milo moje, milo umiljato
 
Od kada ti, ja ne ljubim grudi
niti spavam, nit' se sretan budim

Od kada ti, ja ne ljubim lice
i ne zivim, zvjezde mi Danice

Ref.

Reci da l' me
 da l' me volis zlato
milo moje, milo mame svoje

Ref. 2x

Milo moje, lane umiljato","https://tekstovi.net/2,390,14588.html",,Milo Moje,My Dearie,Milo Moje,"Milo moje, milo mame svoje
više moje, nego mame svoje
milo moje, milo mame svoje
imal' rano, nade za nas dvoje. Reci dal' me, dal' me voliš zlato
milo moje, milo umiljato
od kada ti, ja ne ljubim grudi
niti spavam, nit' se sretan budim. Reci dal' me, dal' me voliš zlato
milo moje, milo umiljato
reci dal' me, dal' me voliš zlato
milo moje, milo mame svoje. Reci dal' me, dal' me voliš zlato
milo moje, milo umiljato
(2x)
milo moje, lane umiljato","My dearie, your mother's dearie
More mine than your mother's.
My dearie, your mother's dearie
Is there, my soft spot, any hope for the two of us?. Tell me do you, do you love me, my precious
My dearie, honey dearie
Ever since I don't kiss your chest
Neither do I sleep, nor do I wake feeling happy.. Tell me do you, do you love me, my precious
My dearie, honey dearie
Tell me do you, do you love me, my precious
My dearie, your mother's dearie. Tell me do you, do you love me, my precious
My dearie, honey dearie
(2x)
My dearie, cuddly baby roe deer",https://lyricstranslate.com/en/milo-moje-my-dearie.html,['Miroslav Škoro'],2003 - Sve naše godine 3,2003 - Hrvatski Radijski Festival 2003 - 20 najboljih,"2003 - Milo moje
Aranžman: Nikša Bratoš",https://diskografija.com/pjesma/milo-moje-1818.htm,Milo moje,['Željko Barba'],['Miroslav Škoro'],,"2003 - Hrvatski Radijski Festival 2003
Aranžman: Nikša Bratoš","2007 - Sve najbolje vol. 2
Aranžman: Nikša Bratoš",,,"Milo moje, milo mame svoje
Više moje, nego mame svoje.

Milo moje, milo moje
Milo mame svoje
Imal' rano, nade za nas dvoje?

Reci dal' me, dal' me voliš zlato
Milo moje, milo umiljato.

Od kada ti
Ja ne ljubim grudi
Niti spavam, nit' se sretan budim.

Od kada ti
Ja ne ljubim lice
i ne živim, zv'jezde mi Danice.

Reci dal' me, dal' me voliš zlato
Milo moje, milo umiljato.

Reci dal' me, dal' me voliš zlato
Milo moje, milo umiljato.

Milo moje, lane umiljato.",Milo moje,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/milo-moje.html,Miroslav Škoro,Milo Moje,4:10,Miroslav Škoro,Milo Moje,Željko Barba,,,nan-Milo Moje/2008.0-Tri Kuma - No'1/2011.0-Najljepše Ljubavne Pjesme/2014.0-Ne Vjeruje Srce Pameti
32,O93DTxfd_1_32,Miroslav Škoro,Miroslav Škoro,Misli baja,1734,"Lezi baja usrid 'lada dudova
lezi tako, ne mari za nikoga

Ref. 2x
Misli baja doslo vrime i meni
zenit cu se i ja ove jeseni
 
Gori vatra ispod starih kazana
pece baja rakiju od dudova

Ref. 2x

Dosle duge noci, mrkli sorovi
zapivali oko duda svatovi

Ref.

Misli baja doslo vrime i meni
ozenih se i ja ove jeseni","https://tekstovi.net/2,390,55977.html",,,,,,,,['Miroslav Škoro'],1996 - Sitan vez,1998 - Uživo - uživo,,https://diskografija.com/pjesma/misli-baja-2423.htm,Misli baja,,,,,,,,"Leži baja u srid lada dudova,
leži tako ne mari za nikoga.

Misli baja došlo vrime i meni,
ženit ću se i ja ove jeseni.

Gori vatra ispod stari kazana,
peće baja rakiju od dudova.

Došle duge noći mrkli šorovi,
zapivali oko duda svatovi.",Misli baja,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/misli-baja.html,Miroslav Škoro,Misli Baja,2:46,,Sitan Vez,,,,nan-Sitan Vez/2003.0-Miroslav Škoro Uživo
33,O93DTxfd_1_33,Miroslav Škoro,Miroslav Škoro,Moja je kuca na kraju sela,101812,"Moja je kuca na kraju sela
tu zorom dodjem, a odem s' noci
pa pijem vina crna i bijela
i trazim lijeka svojoj samoci

O meni svasta govore, lazu
pusti ga, vele, taj dugo nece
ne smeta meni kad ljudi kazu
isti 'ko otac, tu nema srece
 
Ref. 2x
Neka sam isti kao on
dani mi idu uludo
neka sam isti k'o stari moj
dok zivot juri, ja cu lagano

Moja je kuca vec dugo pusta
oko nje raste visoka trava
kriju je kise i magla gusta
i u njoj moje djetinjstvo spava

Ref. 2x","https://tekstovi.net/2,390,7599.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,O93DTxfd_1_34,Miroslav Škoro,Miroslav Škoro,Moja Juliska,52239,"Kad se sjetim ja, moja Juliska
kako si mene ljubila
kako smo samo ludo plesali
dok su cardas svirali

Ref.
Tvoje male slatke cizmice
zemlju nisu dirale
nije bilo ljepse curice
od tebe, golubice
 
Meni cini se da su noci te
zvijezde sve nama sijale
pokraj carde trava polegla
nama pamet pobjegla

Ref.

Samo Bog to zna, moja Juliska
gdje si sad, u cijim snovima
meni dusa uvijek zaigra
kada cardas zasvira

Ref.","https://tekstovi.net/2,390,15713.html",Jerry Grcevich,Moja Juliška,My Juliska,,"Kad se sjetim ja, moja Juliška,
1
kako si mene ljubila.
Kako smo samo ludo plesali
dok su čardaš svirali.. Tvoje male slatke čizmice
zemlju nisu dirale.
Nije bilo ljepše curice
od tebe, golubice.. Meni čini se da su noći te,
zvijezde sve nama sijale.
Pokraj čarde trava polegla,
nama pamet pobjegla.. Samo Bog to zna, moja Juliška,
gdje si sad, u čijim snovima.
Meni duša uvijek zaigra
kada čardaš zasvira.","Whe I just think, my Juliska1
How you kissed me.
How crazy we danced,
As they played csardas.2. Your sweet little boots
Didn't touch the ground,
There was no girl more beautiful
Than you, my dove.. It seems to me that on that night
All the stars shone for us.
The grass around csarda3 fell over
Our minds got lost from us,. Only God knows it, my Juliska
Where you are now, in whose dreams
My soul always starts to dance
When a csardas begins to play.",https://lyricstranslate.com/en/moja-juli%C5%A1ka-my-juliska.html,['Miroslav Škoro'],1992 - Ne dirajte mi ravnicu,1993 - Mene zovu tambure,1998 - Uživo - uživo,https://diskografija.com/pjesma/moja-juliska-2403.htm,Moja Juliška,['Jerry Grcevich'],['Miroslav Škoro'],['Jerry Grcevich'],2007 - Sve najbolje vol. 1,,,,"Kad se sjetim ja moja Juliška,
kako si mene ljubila.
Kako smo samo ludo plesali,
dok su čardaš svirali.

Tvoje male slatke čizmice,
zemlju nisu dirale.
Nije bilo ljepše curice
od tebe golubice.

Meni čini se da su noći te,
zvijezde sve nama sijale.
Pokraj čarde trava polegla,
nama pamet pobjegla.

Samo Bog to zna moja Juliška,
gdje si sad, u čijim snovima.
Meni duša uvijek zaigra
kada čardaš zasvira.",Moja Juliška,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/moja-juliska.html,Miroslav Škoro,Moja Juliška,3:02,,Mene Zovu Tambure,,1993.0,,1993.0-Mene Zovu Tambure/2003.0-Miroslav Škoro Uživo/2007.0-Sve Najbolje/2013.0-Sve Najbolje!
35,O93DTxfd_1_35,Miroslav Škoro,Miroslav Škoro,Moja vilo,112470,"Da sam ja, na dnu kutije 
bombona tvojih sitan prah
pa da me, vrskom prsta
razmazes po usnama

Da sam ja, dukat zut 
na tankoj vrpci u tvojim 
njedrima tvog kaputa 
da sam podstava
 
Ref.
Moja vilo, u oku mi zakisilo 
zbog tebe, a ti ne znas
lopov ja sam sto ti krade poglede
da te vidim smisljam glupe razloge
Boze tesko je biti bez tebe

Vjeruj mi, ja bi duso 
s tobom bio zauvijek
al' ljubav mi, srna sto se 
lako srece prepadne

Cujes li, kao kljuc
u gluhoj noci 
kad na pod ispada
to moje srce za te udara

Moja vilo, u oku mi zakisilo 
zbog tebe, a ti ne znas
lopov ja sam sto ti krade poglede
da te vidim smisljam glupe razloge
(2x)
(Boze tesko je biti bez tebe
A jos teze je reci volim te)","https://tekstovi.net/2,390,11745.html",,,,,,,,['Miroslav Škoro'],2005 - Svetinja,2006 - Tulum za dušu Vol. 3,2007 - Sve najbolje vol. 2,https://diskografija.com/pjesma/moja-vilo-6141.htm,Moja vilo,['Miroslav Škoro'],['Miroslav Škoro'],"['Miroslav Škoro', 'Ivica Murat']",,,,,,,,Miroslav Škoro,Moja Vilo,3:53,,Svetinja,,,,nan-Svetinja/2007.0-Sve Najbolje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2011.0-Najljepše Ljubavne Pjesme/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
