Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Music By_discogs,Album_year_discogs,Featuring_discogs,All_albums_discogs
10,O93DTxfd_1_10,Miroslav Škoro,Miroslav Škoro,Fenjeri,2134,"Tebe nocas vidjet moram
vec se pale prvi fenjeri
idem kradom do tvog dvora
gledaju me iza firangi

Ref.
Ugasite fenjere
 neka ljudi ne vide
kako opet placem zbog tebe
 
Skriven poput lopova
gledam ljubis drugoga
sto cu kad je jace od mene

Boga molim da me prodje
da te mrzim i zaboravim
al' ne mogu, pa mi dodje
pobjec' da se nikad ne vratim

Ref. 2x

A mogli smo ti i ja 
kao ni'ko nikada 
da o nama pjesme pjevaju

Ovako cu umrijeti 
samo se ugasiti 
k'o bez ulja plam u fenjeru","https://tekstovi.net/2,390,55975.html",,,,,,,,,,,,,,,,,,,,,,,,Miroslav Škoro,Fenjeri,3:18,,Putujem Sam,,2014.0,,2014.0-Putujem Sam
11,O93DTxfd_1_11,Miroslav Škoro,Miroslav Škoro,Garavuso garava,70332,"Garavuso garava
 ti si mene varala
ti si mene varala
 kad si mi govorila

Ref. 2x
Bit ces moja 
ili nicija
garavuso garava
 ti si meni lagala
 
Zorom lipa mirise
 srce moje uzdise
srce moje uzdise
 nema mi garavuse

Ref. 2x

Priskocit cu plotove
 privrnut cu stolove
privrnut cu stolove
 curo moja, zbog tebe

Ref. 2x","https://tekstovi.net/2,390,15714.html",,,,,,,,['Miroslav Škoro'],1998 - Uživo - uživo,"2007 - Sve najbolje vol. 1
Aranžman: Aleksandar Homoky",,https://diskografija.com/pjesma/garavuso-garava-2432.htm,Garavušo garava,['Miroslav Škoro'],['Miroslav Škoro'],,,,,,"Garavušo garava, ti si mene varala
Ti si mene varala kad si mi govorila

Bit' ćeš moja ili ničija
Garavušo garava, ti si mene lagala

Šorom lipa miriše, srce moje uzdiše
Srce moje uzdiše, nema mi garavuše

Priskoćit ću plotove, privrnut ću stolove
Privrnut ću stolove, curo moja zbog tebe",Garavušo garava,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/garavuso-garava.html,Miroslav Škoro,Garavušo Garava,3:05,,Miroslav Škoro Uživo,,2003.0,,2003.0-Miroslav Škoro Uživo/2007.0-Sve Najbolje/2013.0-Sve Najbolje!
12,O93DTxfd_1_12,Miroslav Škoro,Miroslav Škoro,Golubica,61385,"Ispod oka gledam te
mislim, jesi l' za mene
il' me parfem, odjeca
tek na nekog podsjeca

Izdaju te gutljaji
izgubljene ljubavi
a ni u mom slucaju
ruze bas ne cvjetaju
 
Srce cezne pa se zezne
kad sve skupa izbrojim
nema nade za nas dvoje
bolje da se izgubim

Ref. 2x
'Ej moja golubice bijela
sto je tebi pa si nevesela
je l' tvoj golub krila rasirio
pa te ostavio

Broj s tockom ja sam ti
uvijek tu na usluzi
drugi budem katkada
samo prvi nikada

Srce cezne pa se zezne
kad sve skupa izbrojim
nema nade za nas dvoje
bolje da se izgubim

Ref.

Srce cezne pa se zezne
kad sve skupa izbrojim
prije nego nas je troje
bolje da se izgubim

Ref. 2x","https://tekstovi.net/2,390,11744.html",Miroslav Skoro,Golubica,Dove,,"Ispod oka gledam te
1
mislim, jesi l' za mene
il' me parfem, odjeća
tek na nekog podsjeća. Izdaju te gutljaji
izgubljene ljubavi
a ni u mom slučaju
ruže baš ne cvjetaju. Srce čezne pa se zezne
kad sve skupa izbrojim
nema nade za nas dvoje
bolje da se izgubim. Ref. 2x
'Ej moja golubice bijela
što je tebi pa si nevesela
je l' tvoj golub krila raširio
pa te ostavio. Broj s točkom ja sam ti
uvijek tu na usluzi
drugi budem katkada
samo prvi nikada. Srce čezne pa se zezne
kad sve skupa izbrojim
nema nade za nas dvoje
bolje da se izgubim. Ref.. Srce čezne pa se zezne
kad sve skupa izbrojim
prije nego nas je troje
bolje da se izgubim. Ref. 2x","I look at you askance
wondering whether yo uare for me
or the perfume, clothes
just remind me of someone. Sips of lost love
are giving you away
but not even in my situation
roses aren't really blooming. Heart yearns then it screws up
when I count it all together
there's no hope for two of us
I better get lost. CHORUS 2x
Hey my white dove
what's up with you that you are so cheerless
has your pigeon spread his wings
and left you. I'm a number with a dot to you
always there at your service
I am second choice sometimes
only first I am never. Heart yearns then it screws up
when I count it all together
there's no hope for two of us
I better get lost. CHORUS. Heart yearns then it screws up
when I count it all together
there's no hope for two of us
I better get lost. CHORUS 2x",https://lyricstranslate.com/en/golubica-dove.html-0,['Miroslav Škoro'],2005 - Svetinja,2006 - Tulum za dušu Vol. 2,2007 - Sve najbolje vol. 2,https://diskografija.com/pjesma/golubica-6143.htm,Golubica,['Miroslav Škoro'],['Miroslav Škoro'],"['Miroslav Škoro', 'Ivica Murat']",,,,,,,,Miroslav Škoro,Golubica,4:18,,Svetinja,,,,nan-Svetinja/2007.0-Sve Najbolje/2011.0-Najljepše Ljubavne Pjesme/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
13,O93DTxfd_1_13,Miroslav Škoro,Miroslav Škoro,Hag,17270,"Sjeli kum i ja u bijelog Golfa
krenuli na put, a zene straga
u zemlju tulipana i krojfa
i sa dva tanka stigli do Haga

Ref.
Hag je nasa posljednja sansa
ma kak'i München, Bec ili Prag
spremi se narode jer dilizansa
krece sto vozi sve nas za Hag
 
Kumu se svida, sve gladi bradu
veli mi vidi, sve je pod spagu
ovi resurse koristit' znadu
svi bi mi trebali biti u Hagu

Ref.

Gledam ja kuma, pa di to ima
zveknem ga klompom u ocni zivac
**bo te Hag skup' s biciklima
ic'es ti meni u Remetinac

Ref.","https://tekstovi.net/2,390,11746.html",,,,,,,,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/hag-6146.htm,Hag,,,,,,,,,,,Miroslav Škoro,Hag,2:36,,Svetinja,,,,nan-Svetinja/2010.0-Stoput Bih Isto Ponovio - Autobiografija
14,O93DTxfd_1_14,Miroslav Škoro,Miroslav Škoro,Heroji ne placu,49786,"Sto ostat' ce jednom od mene
kad usnama sudbinu dotaknem
samo tuzne pjesme, neka tudja zena
reci ce, moje ime sapatom

Ref.
Heroji ne placu
i kad gube, pobjedjuju
heroji ne mole
zube stisnu i prebole
 
Sto ostane jednom od covjeka
kad istina na vrata pokuca
miris davnog jutra, san o boljem sutra
sjecanja, samo saka pepela

Ref.

Ref.","https://tekstovi.net/2,390,12020.html","Ivica Murat, Miroslav Skoro",Heroji ne plaču,Heroes don't cry,,"Što ostat će jednom od mene
1
kad usnama sudbinu dotaknem?
Samo tužne pjesme, neka tuđa žena
reći će moje ime šapatom. Ref.
Heroji ne plaču
i kad gube, pobjeđuju
Heroji ne mole
zube stisnu i prebole. Što ostane jednom od čovjeka
kad istina na vrata pokuca?
Miris davnog jutra, san o boljem sutra
sjećanja, samo šaka pepela. Ref.. Ref.","What will be left of me
When I touch destiny with my lips?
Only sad songs, someone else's wife
Will say my name in a whisper. Ref.
Heroes don't cry
Even when they're losing, they're winning
Heroes don't beg
They grit their teeth and overcome. What is left of a man
When destiny knocks on the door?
The smell of a faraway morning, the dream of a better tomorrow
Memories, just a handful of ashes. Ref.. Ref.",https://lyricstranslate.com/en/heroji-ne-pla%C4%8Du-heroes-dont-cry.html,"['Miroslav Škoro', 'Ravnica']",1993 - Miroslav Škoro i Ravnica,"1993 - Mene zovu tambure - Miroslav Škoro
Aranžman: Miroslav Škoro / Ivica Murat",1998 - Uživo - uživo - Miroslav Škoro,https://diskografija.com/pjesma/heroji-ne-placu-2417.htm,Heroji ne plaču,['Miroslav Škoro'],['Miroslav Škoro'],,"2005 - Svetinja - Miroslav Škoro
Aranžman: Miroslav Škoro / Ivica Murat","2007 - Sve najbolje vol. 2 - Miroslav Škoro
Aranžman: Miroslav Škoro / Ivica Murat",,,"Što ostat će jednom od mene
Kad' usnama sudbinu dotaknem.

Samo tužne pjesme,
Neka tuđa žena
Reći će moje ime šapatom.

Heroji ne plaču
I kad gube pobjeđuju
Heroji ne mole
Zube stisnu i prebole.

Što ostane jednom od čovjeka
Kad istina na vrata pokuca.

Samo tužne pjesme
Neka tuđa žena
Reći će moje ime šapatom.",Heroji ne plaču,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/heroji-ne-placu.html,Miroslav Škoro,Heroji Ne Plaču,4:15,,Mene Zovu Tambure,,1993.0,,1993.0-Mene Zovu Tambure/nan-Miroslav Škoro I Ravnica/2003.0-Miroslav Škoro Uživo/nan-Svetinja/2007.0-Sve Najbolje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2013.0-Sve Najbolje!/nan-Domovina
15,O93DTxfd_1_15,Miroslav Škoro,Miroslav Škoro,"Idem, idem ej, zivote",5793,"Kad ja krenem stazom starom
jorgovanom sve mirisi
kao da je vrijeme stalo
i kraj mene k'o da ti si

A ja idem polagano
polagano kao prije
i ne dam se godinama
k'o da mladost prosla nije

   Idem, idem ej, zivote
    moja dusa jos je mlada
    samo tebe nema rano
    da zajedno zapjevamo","https://tekstovi.net/2,390,42657.html",,,,,,,,,,,,,,,,,,,,,"Kad ja krenem stazom starom
jorgovanom sve miriši
kao da je vrijeme stalo
i kraj mene k'o da ti si

A ja idem polagano,
polagano kao prije
i ne dam se godinama
k'o da mladost prošla nije

idem, idem ej, živote
moja duša još je mlada
samo tebe nema rano
da zajedno zapjevamo","Idem, idem ej, živote",https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/idem-idem-ej-zivote.html,,,,,,,,,
16,O93DTxfd_1_16,Miroslav Škoro,Miroslav Škoro,Izdajnici i heroji,612,"Posten covjek bit' ponos je i dika
a nema nista gore k'o kad majka rodi izdajnika
taj prevarit' hoce i tudjeg i svoga
lagat', otet' drugom, jer on  nema ni vjere ni Boga

Ref.
A heroja pronaci ces tesko
on ne prica o djelima svojim
i upamti, rec' cu ti jos nesto
poznat ces ga, poznat ces ga 
(u pjesmama mojim)
 
Ruke vodom pere, dok ga narod gleda
al' izdajnik ne zna da se obraz nikad oprat' ne da
oduvijek je tako, to ne vrijedi kriti
i sto ljudi vele, covjek posten najteze je biti

Ref.

Jer heroja pronaci ces tesko
on ne prica o djelima svojim
poznat ces ga u pjesmama mojim
i po suzi iskrenoj
koja pada kada daje zivot svoj","https://tekstovi.net/2,390,64623.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,O93DTxfd_1_17,Miroslav Škoro,Miroslav Škoro,Ja sam taj sto voli tambure,11814,"Mnoge cure, mnoge cure
u me gledaju
al' se ljubit', al se ljubit'
nikad ne daju
(2x)

Ne gledajte, ne gledajte, cure, u mene
ajte amo, ajte amo, sjesti do mene
ne gledajte, ne gledajte, cure, u mene
ja sam taj sto voli tambure
 
Idem sorom, idem sorom
zene sapucu
pa me kradom, pa me kradom
zovu u kucu
(2x)

Ne gledajte, ne gledajte, zene, u mene
ajte amo, ajte amo, sjesti do mene
ne gledajte, ne gledajte, zene, u mene
ja sam taj sto voli tambure

Ispred kuce, ispred kuce
babe zasjele
pokazuju, pokazuju
prstom na mene
(2x)

Ne gledajte, ne gledajte, babe, u mene
ajte amo, ajte amo, sjesti do mene
ne gledajte, ne gledajte, babe, u mene
ja sam taj sto voli tambure","https://tekstovi.net/2,390,6837.html",,Ja sam taj što voli tambure,I am the one who loves tamburas,,"Mnoge cure, mnoge cure
1
u me gledaju,
al se ljubit , al se ljubit
nikad ne daju. Ne gledajte, ne gledajte
cure u mene
aj te amo, aj te amo,
sjesti do mene
ne gledajte, ne gledajte
cure u mene
ja sam taj
što voli tambure.. Idem šorom, idem šorom,
žene šapuću
Pa me kradom, pa me kradom
zovu u kuću. Ne gledajte, ne gledajte
žene u mene
aj te amo, aj te amo,
sjesti do mene
ne gledajte, ne gledajte
žene u mene
ja sam taj
što voli tambure.. Ispred kuće, ispred kuće
babe zasjele,
Pokazuju, pokazuju
prstom na mene. Ne gledajte, ne gledajte
babe u mene
aj te amo, aj te amo,
sjesti do mene
ne gledajte, ne gledajte
babe u mene
ja sam taj
što voli tambure.","Many girls, many girls
are looking at me,
but a kiss, but a kiss
they never give. Don't look, don't look
girls at me
come over here, come over here,
sit next to me
don't look, don't look
girls at me
I'm the one
who loves the tamburas.. I'm going down the street, I'm going down the street,
women whispering
And they secretly, and they secretly
are calling me to the house. Don't look, don't look
women at me
come over here, come over here,
sit next to me
don't look, don't look
women at me
I'm the one
who loves the tamburas.. In front of the house, in front of the house
old women seated,
Pointing, pointing
their fingers at me. Don't look, don't look
old women at me
come over here, come over here,
sit next to me
don't look, don't look
old women at me
I'm the one
who loves the tamburas.",https://lyricstranslate.com/en/ja-sam-taj-%C5%A1to-voli-tambure-i-am-one-who-loves-tamburas.html,['Miroslav Škoro'],1996 - Sitan vez,1998 - Uživo - uživo,,https://diskografija.com/pjesma/ja-sam-taj-sto-voli-tambure-2424.htm,Ja sam taj što voli tambure,,,,,,,,"Mnoge cure, mnoge cure
u me' gledaju,
al' se ljubit', al' se ljubit'
nikad ne daju

Ne gledajte, ne gledajte
cure u mene
aj'te amo, aj'te amo,
sjesti do mene
ne gladajte, ne gledajte
cure u mene
ja sam taj
što voli tambure.

Idem šorom, idem šorom,
žene šapuću
Pa me kradom, pa me kradom
zovu u kuću

Ispred kuće, ispred kuće
babe zasjele,
Pokazuju, pokazuju
prstom na mene",Ja sam taj što voli tambure,https://cuspajz.com//tekstovi-pjesama/pjesma/miroslav-skoro/ja-sam-taj-sto-voli-tambure.html,Miroslav Škoro,Ja Sam Taj Što Voli Tambure,2:29,,Sitan Vez,,,,nan-Sitan Vez/2003.0-Miroslav Škoro Uživo
18,O93DTxfd_1_18,Miroslav Škoro,Miroslav Škoro,Ja se bojim da me ne volis,1528,"Prosetam se nekad
pokraj stare ladje
u suton kada rijeka
ljubi obale

I tu me, k'o po navici
neka tuga snadje
dok mi vjetar sjetne
misli dogoni
 
Ref. 2x
Ja se bojim da me ne volis
i da ces otici
ja se bojim da cu umrijeti
ako me ostavis

Ja trebam tvoje ruke
i usne sto se maze
kosu boje jeseni
da me miluje

Koliko te volim
moj ti pogled kaze
i bez tebe dusa
moja boluje

Ref. 2x

Moja ljubavi
ako me ostavis","https://tekstovi.net/2,390,58721.html",,,,,,,,"['Miroslav Škoro', 'Ravnica']",1993 - Miroslav Škoro i Ravnica,1993 - Mene zovu tambure - Miroslav Škoro,1998 - Uživo - uživo - Miroslav Škoro,https://diskografija.com/pjesma/ja-se-bojim-da-me-ne-volis-2420.htm,Ja se bojim da me ne voliš,['Miroslav Škoro'],['Miroslav Škoro'],,"2003 - Zbogom za zbogom - Gazde
Aranžman: Marko Bujanović",,,,,,,Miroslav Škoro,Ja Se Bojim Da Me Ne Voliš,4:10,,Mene Zovu Tambure,,1993.0,,1993.0-Mene Zovu Tambure/nan-Miroslav Škoro I Ravnica/2003.0-Miroslav Škoro Uživo/2011.0-Najljepše Ljubavne Pjesme
19,O93DTxfd_1_19,Miroslav Škoro,Miroslav Škoro,Jeleno lijepa,43249,"Jeleno lijepa ljubavi
gdje su te duso odveli
obecala si meni ti
da ces mi sina roditi

Kazu mi stari cigani
u Pesti su te vidjeli
da neces mome narucju
jer braca to ti ne daju
 
Zato ljube moja bolujem
nicemu se ne radujem
zato ljube moja bol bolujem 

Jeleno lijepa ljubavi
po nekome napisi ti
zbore li pravo cigani
pisi mi kada dolazis

Jer ja ljube moja bolujem
nicemu se ne radujem
jer ja ljube moja bol bolujem

Da l' su te od mene odveli
braca ili cigani
tuga ce zemlju pokriti
ako se meni ne vratis

Stiglo mi pismo Jeleno
i srce mi se slomilo
u njemu pises Jeleno
sto se to s tobom desilo

Nisu te od mene odveli
ni braca, a ni cigani
vec tvoje srce nevjerno
tudjinu sto se podalo 

A ja ljube moja bolujem
nicemu se ne radujem
ja ti ljube moja bol bolujem 

Jer ja ljube moja bolujem
nicemu se ne radujem
zivot kunem i umirem

Jeleno lijepa ljubavi
zbog nas ce plakati vjekovi","https://tekstovi.net/2,390,28140.html",,,,,,,,,,,,,,,,,,,,,,,,Miroslav Škoro,Jeleno Lijepa,4:10,,Moje Boje,,2008.0,,2008.0-Moje Boje/2010.0-Stoput Bih Isto Ponovio - Autobiografija/2011.0-Najljepše Ljubavne Pjesme/2013.0-Sve Najbolje!/2014.0-Ne Vjeruje Srce Pameti
20,O93DTxfd_1_20,Miroslav Škoro,Miroslav Škoro,Jorgovan (feat. TS Lyra),4034,"Svako pjeva o svom jadu
ja o svome ne smijem
losi snovi noci kradu
noci su mi najgore

Stavljam zivot u zavezljaj
a svu ljubav u zagrljaj
i odlazim i sve ostavljam
 
Ref.
Crven, bijeli, plavi jorgovan 
u mom vrtu cvjeta neubran
uvenuti nece nikada
moga srca to je zastava

Gdje sam rodjen tece rijeka
kraj nje mladost ostala
i sapatom još me zove 
moja desna obala

Al je tuga od sveg' jaca
sto po krvi moja braca
svog se stide, nista ne vide

Ref. 2x

Slazem dane u godine
a godine u sjecanje
jednu sliku ne zaboravljam

Ref.

Kad je zorom sunce obrva
na tebe me jutro podsjeca
na tri boje moje radosti 
pa ne mogu suze sakriti","https://tekstovi.net/2,390,54651.html",Miroslav Skoro,Jorgovan,Lilac,Moje boje,"Svatko pjeva o svom jadu
1
ja o svome ne smijem
loši snovi noći kradu
noći su mi najgore.
Stavljam život u zavežljaj
a svu ljubav u zagrljaj
i odlazim i sve ostavljam. Crven, bijeli, plavi jorgovan
u mom vrtu cvjeta neubran
uvenuti neće nikada
moga srca to je zastava. Gdje sam rođen teće rijeka
kraj nje mladost ostala
i šapatom još me zove
moja desna obala,
Al' je tuga od sveg jača
što po krvi moja braća
svog se stide, ništa ne vide. Crven, bijeli, plavi jorgovan
u mom vrtu cvjeta neubran
uvenuti neće nikada
moga srca to je zastava. Crven, bijeli, plavi jorgovan
u mom vrtu cvjeta neubran
uvenuti neće nikada
moga srca to je zastava. Kad je zorom sunce obrva
na tebe me jutro podsjeća
na tri boje moje radosti
pa ne mogu suze sakriti","Everybody sings about their own despair
about my own I'm not allowed
bad dreams steal the nights
the nights are the worst for me.
I bundle up my life
and all the love into a hug
I'm going and leaving everything behind. Red, white blue lilac
in my garden blooms unpicked
it will never fade
it's my hearts flag. Where I'm born a river flows
next to it my youth remained
and it calls me with a whisper
my right shore,
but the sorrow is stronger than everything
because me brothers by blood
are ashamed of their own, and don't see anything. Red, white blue lilac
in my garden blooms unpicked
it will never fade
it's my hearts flag. Red, white blue lilac
in my garden blooms unpicked
it will never fade
it's my hearts flag. As the suns brow reveals dawn
morning reminds me of you
the three colors of my delight
my tears I cannot hide",https://lyricstranslate.com/en/jorgovan-lilac.html-1,['Miroslav Škoro'],,,,https://diskografija.com/pjesma/jorgovan-20317.htm,Jorgovan,,,,,,,,,,,Miroslav Škoro,Jorgovan (Tamb. Verzija),4:40,,Moje Boje,,2008.0,,2008.0-Moje Boje
21,O93DTxfd_1_21,Miroslav Škoro,Miroslav Škoro,Kad se laste kuci vrate,2920,"Nikome o nama ne pricam
i pravim se da se ne sjecam nicega

Zivim, disem, rijetko izlazim
a ključeve uvijek ostavim
skrivene, znas vec gdje
 
Ref. 2x
Ja ne mogu nikud poci
da ne pitaju me za te
pa im lazem da ces doci
kad se laste kuci vrate

Kaplje vrijeme, svoje obavlja
noc podsjeti, dan zaboravlja na tebe

Moze covjek stoput zivjeti
al' jedanput stvarno voljeti
iskreno, i to je to

Ref. 3x

Stalno lazem da ces doci
kad se laste kuci vrate","https://tekstovi.net/2,390,54919.html",,,,,,,,,,,,,,,,,,,,,,,,Miroslav Škoro,Kad Se Laste Kući Vrate,3:56,,Putujem Sam,,2014.0,,2014.0-Putujem Sam
22,O93DTxfd_1_22,Miroslav Škoro,Miroslav Škoro,"Konje bile, konje vrane",14296,"Jos po danu nekako i mogu
bis sakriti bez zamirke Bogu
al' po noci kada sve utisa
od sicanja san na oci nece

Ref.
Ej, kakve sam konje im'o
konje bile, konje vrane
konje bile, konje vrane
i zerave razigrane
 
Upalite onaj fenjer stari
neka svitli dok zora ne svane
neka u njem' gore uspomene
na ljubavi na minule dane

Ref.

Sve sam prodo, rastepo imanje
sto ga za me stari dido smogo
da bi mogo platit lumpovanje
nebi l' srcu pijan pomoc mogo

Ref.

Ej, kakva sam kola im'o
za momacke lude dane
ostala mi kraj salasa
ispod duda kraj putasa
ostala mi kraj salasa
pale na njih suve grane

Ej, kakve sam konje im'o","https://tekstovi.net/2,390,33977.html",,"Konji bili, Konji vrani","White horses, black horses",Sitan vez (1996),"Još po danu nekako i mogu
Bi' sakriti bez zamirke Bogu
Al' po noći kada sve utiša'
Od sićanja san na oči neće. Ej, kakve sam konje im'o
Konje bile, konje vrane
Konje bile, konje vrane
I žerave, razigrane
Konje bile, konje vrane
I žerave, razigrane. Upalite onaj fenjer stari
Neka svitli dok zora ne svane
Neka u njem' gore uspomene
Na ljubavi, na minule dane. Ej kakve sam konje im'o
Konje bile, konje vrane
Konje bile, konje vrane
I žerave, razigrane
Konje bile, konje vrane
I žerave, razigrane. Sve sam spisku rastep'o imanje
Što ga za me stari dido smog'o
Da bi mog'o platit' lumpovanje
Ne bi l' srcu pijan pomoć' mog'o. Ej kakve sam konje im'o
Konje bile, konje vrane
Konje bile, konje vrane
I žerave, razigrane
Ej kakva sam kola im'o
Za momačke lude dane
Ostala mi kraj salaša
Ispod duda, krajputaša
Ostala mi kraj salaša
Pale na nji' suve grane. Ej kakve sam konje im'o...","During the day I still could somehow
Hide it without ill-feeling towards God
But at night when everything has gone
Remembrance won't let sleep come to my eyes. Hey, such horses I had
White horses, black horses,
White horses, black horses,
And full of fire, playful.
White horses, black horses,
And full of fire, playful. Light up that old lantern
Let it shine until dawn
Let in it burn the memories
Of love, of days past. Hey, such horses I had
White horses, black horses,
White horses, black horses,
And full of fire, playful.
White horses, black horses,
And full of fire, playful. I have spent away the whole domain
Which old grandpa had scraped up for me
So that I could pay for a binge
That, drunk, I could no longer help my heart. Hey, such horses I had
White horses, black horses,
White horses, black horses,
And full of fire, playful.
Eh, I had such a carriage
For the wild days of my youth
I left it by the barn
Under bagpipes, epitaphs
I left it by the barn
Dead branches have fallen upon it. Hey, such horses I had...",https://lyricstranslate.com/en/konji-bili-konji-vrani-white-horses-black-horses.html,['Miroslav Škoro'],1996 - Sitan vez,1998 - Uživo - uživo,2007 - Sve najbolje vol. 1,https://diskografija.com/pjesma/konji-bili-konji-vrani-2422.htm,"Konji bili, konji vrani",['Miroslav Škoro'],"['Miroslav Škoro', 'Đuro Perica']",['Jerry Grcevich'],,,,,,,,,,,,,,,,
23,O93DTxfd_1_23,Miroslav Škoro,Miroslav Škoro,Kupila cura mala (duet Lidija Bacic),12688,"Kupila cura mala, kupila cipele
ulicu zaljuljala kad se prosetala
kupila cura mala, svilene carape
suknjicu na volane, da pamet zastane

Kupila je mala sto joj milo 
jos bi vise da je para bilo 
nije niko, neces ni ti mi zabraniti
 
Ref.
Ej curo mala, vidio te Bog 
pusti modu, okani se tog 
nije sto ces novce trositi 
vec je zima bokovima

Zasto ti moram reci stoput ponovo 
sve je kao da se volimo
i sve dok cemo novce trositi 
nek je zima bokovima

A mogla bi se ti prehladiti

Ljubav sam curo mala
skupo ja platio
lako bi tko te ne zna
bez svega ostao

       Ref.","https://tekstovi.net/2,390,39590.html",,Kupila cura mala,A Little Girl Bought,Viski,"Miroslav:
Kupila cura mala, kupila cipele
ulicu zaljuljala kad se prošetala
kupila cura mala, svilene čarape
suknjicu na volane, da pamet zastane. Lidija:
Kupila je mala što joj milo
još bi više da je para bilo
nije niko, nećeš ni ti, mi zabraniti. Miroslav:
Ej curo mala, vidio te Bog
pusti modu, okani se tog
nije što ćeš novce trošiti
već je zima bokovima. Lidija:
Zašto ti moram reći stoput ponovo
sve je kao da se volimo
i sve dok ćemo novce trošiti
nek je zima bokovima. Miroslav:
A mogla bi se ti prehladiti. Ljubav sam curo mala
skupo ja platio
lako bi tko te ne zna
bez svega ostao. Lidija:
Kupila je mala što joj milo
još bi više da je para bilo
nije niko, nećeš ni ti, mi zabraniti. Miroslav:
Ej curo mala, vidio te Bog
pusti modu, okani se tog
nije što ćeš novce trošiti
već je zima bokovima. Lidija:
Zašto ti moram reći stoput ponovo
sve je kao da se volimo
i sve dok ćemo novce trošiti
nek je zima bokovima. Miroslav:
A mogla bi se ti prehladiti","A little girl bought, bought shoes
She rocked the street, as she walked
A little girl bought, silk stockings
A flouncy little skirt, that sends you out of your mind. She
A little girl bought what she liked
She would buy even more if there was money
No one has, and you won’t either, stop me.. He
Hey little girl, as God sees you
Let fashion go, turn away from all that
It’s not that you’ll be spending money
But your hips are cold already. She
Why do I have to tell you 100 times again
Everything is how it should be if we’re to like each other
And as long as we’re spending money
Let the hips get cold. He
But you might catch cold. I’m in love little girl,
I’ve paid dearly
It would be easy for someone who didn’t know you
To end up with nothing. She
A little girl bought what she liked
She would buy even more if there was money
No one has, and you won’t either, stop me.. He
Hey little girl, as God sees you
Let fashion go, turn away from all that
It’s not that you’ll be spending money
But your hips are cold already. She
Why do I have to tell you 100 times again
Everything is how it should be if we’re to like each other
And as long as we’re spending money
Let the hips get cold. He
But you might catch cold",https://lyricstranslate.com/en/kupila-cura-mala-little-girl-bought.html,"['Miroslav Škoro', 'Lidija Bačić']",,,,https://diskografija.com/pjesma/kupila-cura-mala-16419.htm,Kupila cura mala,"['Miroslav Škoro', 'Željko Barba', 'Ivica Murat', 'Alberto Krasnić']",['Miroslav Škoro'],['Ivica Murat'],,,,,,,,,,,,,,,,
