,Song_ID,Song,Lyrics
0,l6V8OOIw_1_0,Abrakadabra,"Abraka, abraka, abrakadabra. On bi da se ganja poput Petra Pana, s kapetanom Kukom nasred oceana, il' da skita svijetom kao segrt Hlapić, al' za sve mu treba začarani stapić. On bi kao Popaj htio žvakat' špinat, il' k'o Miki Maus tjerat' stalno inat, i da bude Palčić sitan kao grašak, al' za sve mu treba začarani prašak. Abraka, abraka, abrakadabra, abraka, abraka, abrakadabra, magične riječi, čarobni znači, jezde kroz maštu dječ'ji junaci. Abraka, abraka, abrakadabra. Abraka, abraka, abrakadabra, magične riječi, čarobni znači, miruju samo školski zadaci. On bi kao mnogi vitezovi slavni, zmajeve pretuk'o bio uvijek glavni, i princezi svojoj služio do groba, al' za sve mu treba začarano doba. On bi da je velik poput Velog Jože, i da kao Tarzan džunglom skakat' može, i da dijeli pravdu poput Robin Huda, al' za sve mu to treba ona zemlja čuda. On bi da je bradat poput Robinzona, il' da plovi poput Piplfoksa Džona. Guliver da bude Mali princ iz snova, al' za sve mu treba začaranih slova. On bi da je slavni Dejvi Kroket lično. Pinokio Kekec ili tome slično, i da mašta poput Haklberi Fina, al' za sve mu treba priča iz davnina"
1,l6V8OOIw_1_1,Ako poludim,"I u dobru i u zlu, ljudi jedva čekaju, da ti zemlju pomaknu, grijeh za srce zataknu. Na daleko čuje se, da si brat od nevolje, nevolje, ali, ali meni si, med i mlijeko ljubavi. Ako poludim i pođem za tebe, reći će ljudi sve o meni najgore, jer ne znaju da ti za me bio si, za me bio si jedino jutro ljubavi. Ako poludim i pođem za tebe, jer ne znaju da ti za me bio si, za me bio si jedino jutro ljubavi. Stavi ruku na mene, da me prođu brige sve, ruka tvoja miluje, nosi prst od sudbine"
2,l6V8OOIw_1_2,Amadeus,"A Amadeus sladak k'o curica, i svu noć svira da me fascinira. Amadeus radi što ne treba, i ne zna on, da mene ne dira to. A stan je prazan, šansa stopostotna, da bude blesav makar nek' pokuša. Amadeus radi što ne treba, i ne zna on da mene ne dira to, ja bih se, ja bih se. Ja bih se ljubila s njim, ali sreće nema tu, kad on voli, voli nju, dosadnu muziku. A Amadeus svira po notama, umjesto da me dira po usnama, i opet radi, radi što ne treba, i ne zna on, da mene ne dira to, ja bih se, ja bih se"
3,l6V8OOIw_1_3,Andjele,"Sto sad stojis, sto me gledas, zar jos mislis da mi trebas, u tom kucnom ogrtacu, kojeg poslje obuc' ja cu, i onako izgubio si sebe, sad ovako, sad ovako. E, moj andjele, crni andjele, kako si to nisko pao, krevet moj za njezin dao. Reci andjele, pljuni na sebe, je l' ti bilo bolje sa njom, il' se ne da mjerit' sa mnom. Reci andjele, gdje je puklo sve, tijelo Boga narav muska, a od covjeka samo ljuska"
4,l6V8OOIw_1_4,Balkanska ulica,"Ne prolazim tvojom ulicom. Gdje šetaš sa svojom curicom. Na te sliči, slatka je ko' toplo pecivo. A ja još te volim neizrecivo. Ne prolazim našom prečicom. Gdje se igraš sa mezimicom. Jamice joj krase lice kao ljubice. A mene blizu grizu za srce. Lijevo, desno, nigdje nikoga. A ja žudim da te poljubim. . Balkanskom ulicom prolazim. Dobar dan tvojima poželim. Tebe ne želim ni da vidim. Jer se opet zaljubim. Sjećaš li se ono kad smo se. Pratili do ugla Balkanske. Trčala sam, trčala sam. Da stignem na vlak. A na peronu već su dali znak. Ako ima Boga zašto me. Tjerao da krenem do tebe?. Neka druga na usta ti usne stavila. A ispod ramena se sakrila. Lijevo, desno, nigdje nikoga. A ja žudim da te poljubim. "
5,l6V8OOIw_1_5,Besane noći,"Besane mi noći sve, besane mi zbog tebe, besane mi noći sve, jer ti nisi kraj mene. Živim, a kako, slutiš li, ti što me ostavi, živim, a ne znam čemu to, kada nismo zajedno, suzo moja malena, mladosti moja ranjena. Besane mi noći sve, besane mi zbog tebe, kad te samog svi ostave, ti se vrati, vrati se"
6,l6V8OOIw_1_6,Bilo bi super,"Hej, zlatni dječače, da si sa mnom ljubav vodio, na plavoj obali, kad smo ono bili zajedno. Bilo bi super, bilo bi super, bilo bi sjajno, beskrajno, mi tako mladi, sami odavno, bilo bi nezaboravno. Moja simpatijo, da si moje misli čitao, na zlatnoj obali, kad si me za ime pitao. Hej, zlatni dječače, da si mi na tren uzvratio, u plavo svitanje, kad si mene kući pratio"
7,l6V8OOIw_1_7,Bol,"Od jučer sve mi nije isto, i kidam strane umjesto, da te sačuvam kako najbolje to znam, trudiću se osobno, pamtit' ono posebno. A ti mi gasiš svijetlo, dan je, od kog se nadam najmanje, ali voštanice moje sreće tope se, idi, pamtiću ti sve, al' da je lako, nije, ne. Nije vrijeme olovno, svi se ljube odavno, samo meni raste bol, bol, bol, samo bol, samo bol u srcu mom. Srce mi je polovno, kažu da je normalno, kad u meni raste bol, bol, bol, samo bol, samo bol u srcu mom"
8,l6V8OOIw_1_8,Boli me,"Sad pitaj me, pitaj kako mi je, Kad prolaziš mene i ne vidiš. Jer boli me kad govore. Da moram te drugoj dati, dušo, Jer boli me, boli, da znaš, Boli me što samo tebe ljubim a ti ne znaš to. Sad pitaj me, pitaj kako mi je, Kad zastanem, tebi se okrenem. Jer boli me kad govore. Da moram te drugoj dati, dušo, Jer boli me, boli, da znaš, Boli me što samo tebe ljubim a ti ne znaš to. Sve mogu, sve, samo bez tebe ne, Što nema te sad kad najteže je. Jer boli me kad govore. Da moram te drugoj dati, dušo, Jer boli me, boli, da znaš, Boli me što samo tebe ljubim a ti ne znaš to, Samo tebe ljubim a ti ne znaš to..."
9,l6V8OOIw_1_9,Briga me,"Briga me, e e e e e e dragi, briga me. Što te volim jutrom, navečer, danas k'o i prekjučer, Briga me, e e e e e e dragi, briga me. Što ja nosim posred srca svog, razglednicu srca tvog. Briga me, e e e e e e dragi, briga me. Ti donesi osmijeh u kuću, a za drugo lako ću. E hej, voli me, voli me, voli me, barem upola. K'o što tebe volim ja, s ove strane svemira. E hej, godine, godine, godine, dobre dolaze. Dođi i ti srcem svim, da ih s tobom podijelim, nina nina nane. Briga me, e e e e e e dragi, briga me. Što ja nosim posred srca svog, razglednicu srca tvog. Briga me, e e e e e e dragi, briga me. Ti donesi osmijeh u kuću, a za drugo lako ću. E hej, voli me, voli me, voli me, barem upola. K'o što tebe volim ja, s ove strane svemira. E hej, godine, godine, godine, dobre dolaze. Dođi I ti srcem svim, da ih s tobom podijelim, nina nina nane. Briga me. Digi digi daj. E ej, voli me, voli me, voli me e e e ee, barem upola. K'o što tebe volim ja, s ove strane svemira. E hej, godine, godine, godine e e e ee, dobre dolaze. Dođi i ti srcem svim, da ih s tobom podijelim, nina nina nane. Briga me, e e e e e e dragi, briga me. Što te volim jutrom, navečer, danas k'o i prekjučer. Briga me, e e e e e e dragi, briga me. Što ja nosim posred srca svog, razglednicu srca tvog, A na kraju da ti kažem). Briga me, e e e e e e dragi, briga me. Ti donesi osmijeh u kuću, a za drugo lako ću"
