Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Featuring_discogs,All_albums_discogs
45,Fv0Kbouf_1_45,Crvena Jabuka,Crvena Jabuka,"Hajde, dodji mi",59437,"Pogledaj sumrak sedefne boje
na ruke mi se spustio
zarobile me oci tvoje
tom crnom moru sam se pustio
u dusi su mi kuce uz prugu
a na licu vrisak vjetrova
popio ja sam mladost u cugu
prosao trista svijetova
 
Ref.
Hajde dodji mi, sa mnom ostani
ja dobro znam
ova pjesma je vise od molitve
odavno ne mogu sanjati sam

O kako volim da te ljubim
rekao sam, rekla si
nebo zemlju ja napravih nevaznim
samo da si sretna ti
ko uzima, ko daje
ko svete stvari rjesava
i kad pocetak i kada kraj je
nista se slucajno ne desava

Ref.","https://tekstovi.net/2,240,6280.html",,,,,,,,,,,,,,,,,,,,,"pogledaj sumrak sedefne boje
na ruke mi se spustio
zarobile me oči tvoje
tom crnom moru sam se spustio
u duši su mi kuće uz prugu
a na licu vrisak vjetrova
popio ja sam mladost u cugu
prošao trista svjetova
hajde, dođi mi
sa mnom ostani
ja dobro znam
ova pjesma je više od molitve
odavno ne mogu sanjati sam
o kako volim da te ljubim
rekao sam, rekla si
nebo, zemlju ja napravih nevažnim
samo da si sretna ti
ko uzima, ko daje
ko svete stvari rješava
i kad početak i kada kraj je
ništa se slučajno ne dešava","Hajde, dođi mi",https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/hajde-dodji-mi.html,Crvena Jabuka,"Hajde, Dodji Mi",,25 Godina - Da Nije Ljubavi,2009.0,,,,2009.0-25 Godina - Da Nije Ljubavi
46,Fv0Kbouf_1_46,Crvena Jabuka,Crvena Jabuka,"Hajde, hajde de, opusti se",23126,"Sad kad dosla si rijesi se haljine 
pa da pravimo ponocne sumove

Hajde, hajde de, opusti se
uzmi ritam taj i tresi me ti 
prijaju mi tvoji bezobrazluci 
 
Ref.
Neka skripe kreveti
ljubi me do besvjesti 
nikad nismo umorni
nemoj prestati

Hajde, hajde de, opusti se
ubrzavas dah, puna si napona
trosimo noc preko mog carsafa 

Hajde, hajde de, opusti se
i dok ljubim te ti mi na visini 
ovo sto radimo svima je potrebno

Ref.","https://tekstovi.net/2,240,12079.html",,Hajde hajde de opusti se,"Come on, come on, relax",,"Sad kad došla si
Riješi se haljine
Pa da pravimo
Ponoćne šumove. Hajde, hajde de
Opusti se
Uzmi ritam taj
I tresi me ti
Prijaju mi tvoji
Bezobrazluci. Neka škripe kreveti
Ljubi me do besvjesti
Nikad nismo umorni
Nemoj prestati. Hajde, hajde de
Opusti se
Ubrzavaš dah
Puna si napona
Trošimo noć
Preko mog čaršafa. Hajde, hajde de
Opusti se
I dok ljubim te
Ti dinamit si
Ovo što radimo
Svima je potrebno
Neka škripe kreveti
Ljubi me do besvjesti
Nikad nismo umorni
Nemoj prestati","Now when you came
The dress spreads
So then we make
Midnight sounds. Come on, come on
Relax
Take that rhythm
And shake me
I like your
naughtiness. Let the bread creak
Kiss me with no ending
We are never tired
Don't stop. Come on, come on
Relax
You speed up the air
You're full of voltage
We are wasting the night
Across from my čaršafa. Come on, come on
Relax
And while I'm kissing you
You're dynamite
This what we are doing
Everyone needs it
Let the bread creak
Kiss me with no ending
We are never tired
Don't stop",https://lyricstranslate.com/en/hajde-hajde-de-opustise-come-come-relax.html,"['Zlatko Arslanagić', 'Dražen Žerić']",['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/hajde-hajde-de-opusti-se-8025.htm,"Hajde, hajde de, opusti se",['Željko Brodarić Jappa'],,,,,,,,"Sad kad došla si
Riješi se haljine
Pa da pravimo
Ponoćne šumove

Hajde, hajde de
Opusti se
Uzmi ritam taj
I tresi me ti
Prijaju mi tvoji
Bezobrazluci

Neka škripe kreveti
Ljubi me do besvjesti
Nikad nismo umorni
Nemoj prestati

Hajde, hajde de
Opusti se
Ubrzavaš dah
Puna si napona
Trošimo noć
Preko mog čaršafa

Hajde, hajde de
Opusti se
I dok ljubim te
Ti dinamit si
Ovo što radimo
Svima je potrebno
Neka škripe kreveti
Ljubi me do besvjesti
Nikad nismo umorni
Nemoj prestati","Hajde, hajde de opusti se",https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/hajde-hajde-de-opusti-se.html,Crvena Jabuka,"Hajde, Hajde De, Opusti Se",3:20,Za Sve Ove Godine,,Zlatko Arslanagić,Zlatko Arslanagić,,nan-Za Sve Ove Godine
47,Fv0Kbouf_1_47,Crvena Jabuka,Crvena Jabuka,"Hoces, neces",10749,"Nocas je prosao maj
ne dam i ljeto da nam prodje
i daj mi usne za kraj
ludila naseg i samoce

Nocas mi dodji k'o prije
ali ponesi svoje stvari
na dalje ostajes tu
bez tebe zidovi su prazni
 
Te tvoje stiklice
kad pokvare mi dan
kada ujutro ih nema
i shvatim da sam sam

Sreca je preskupa
da kupiti se da
ma, samo kupujem vrijeme
dok ne kazes mi ""da""

Ref.
I nema vise hoces, neces
ma pucni prstima
i zauvjek sam tvoj

Srce mi lupa, sve je vece
zbog tebe puci ce
a ti, zivote moj

Igras se toplo
pa hladno
s tobom je zivot
nekad zut a nekad siv

Al' kad te vidim na vratima
hvala ti, Boze, sto sam ziv

Ref. 2x","https://tekstovi.net/2,240,41119.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/hoces-neces-16489.htm,Hoćeš nećeš,,,,,,,,,"Noćas je prošao maj
Ne dam i ljeto da nam prođe
I daj mi usne za kraj
Ludila našeg i samoće

Noćas mi dođi ko prije
Ali ponesi svoje stvari
Nadalje ostaješ tu
Bez tebe zidovi su prazni

Te tvoje štiklice
Kad pokvare mi dan
Kada ujutro ih nema
I shvatim da sam sam

Sreća je preskupa
Da kupiti se da
Ma, samo kupujem vrijeme
Dok ne kažeš mi da

I nema više hoćeš, nećeš
Ma pucni prstima
I zauvijek sam tvoj

Srce mi lupa, sve je veće
Zbog tebe pući će
A ti, živote moj

Igraš se toplo
Pa hladno
S tobom je život
Nekad žut, a nekad siv

Al kad te vidim na vratima
Hvala ti, Bože, što sam živ","Hoćeš, nećeš",https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/hoces-neces.html,,,,,,,,,
48,Fv0Kbouf_1_48,Crvena Jabuka,Crvena Jabuka,I danas dan,27116,"Svice i nebo gori
ko da je mjesec presjek'o vene
nista s tobom i ocima tvojim
na te mislim sve dok je vrijeme

Od proljeca do zime
znam da vise necu biti tvoj
pokusavam zaboravit' ti ime
ulicu i broj
 
Tvoja soba osamdeset neka
pili smo vino i mezili grozdje
pit'o sam mogu, rekla si sta cekas
na prozor navukla storu

Haljinu si skinula
pa rukama pokrila grudi
tu noc bila si mi prva
tebi ja sam bio prvi

Ref. 2x
I danas dan, kad kraj mene prodjes
i danas dan ja bih mezio grozdje
cuvam, znaj, par tvojih pisama
ti si mi na kozu pisana

Htjeli smo zauvijek, nas zivot cilj
bilo nam sedamn'est godina
svaku boru na mom licu
ti ne znas da si pisala

Srecem te, a ne bih
pitas kako sam, i ne slutis
moja cerka zove se po tebi
barem to da ne poludim

Ref. 3x","https://tekstovi.net/2,240,27702.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/i-danas-dan-14123.htm,I danas dan,,,,,,,,,,,,Crvena Jabuka,I Danas Dan,,Volim Te,,,,,nan-Volim Te/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom
49,Fv0Kbouf_1_49,Crvena Jabuka,Crvena Jabuka,I kad sutimo imamo o cemu,36515,"Ponekad mi treba jedan pogled tvoj
u nemiru mir da osjetim
oci su ti nebo, letio sam ja
a spalio sam krila da jos jednom poletim

Dovoljan je meni jedan pogled tvoj
da cijeli zivot ostanem
zarobljen u dodir, zaboravim na bol
da zaboravim na prezir i da bolji postanem
 
Ref. 2x
Sutra je dan, novi dan
barem nazovi, s tobom bih o svemu
nadji razloga, jedna rijec je dovoljna 
i kad sutimo imamo o cemu

Ref. 3x

I kad sutimo imamo o cemu","https://tekstovi.net/2,240,32287.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/i-kad-sutimo-imamo-o-cemu-15892.htm,I kad šutimo imamo o čemu,,,,,,,,,,,,Crvena Jabuka,I Kad Šutimo Imamo O Čemu,,Za Tvoju Ljubav,,,,,nan-Za Tvoju Ljubav
50,Fv0Kbouf_1_50,Crvena Jabuka,Crvena Jabuka,Ima nesto od srca do srca,237787,"Oci tvoje boje nade
zaspati mi ne daju
zadnji komad mira krade
ta suza na jastuku

Ima rijeci koje bole
skloni ih sa usana
kada stvari krenu dole
samoca krug zatvara
 
Ref. 2x
Ima nesto od srca do srca
neka tanka nit
koja cini nase snove
a ne da se dirati

Ti si moja rijetka ptica
kako da te ostavim
bez tvog tijela, bez tvog lica
kao da ne postojim

Ima stvari koje trebaju
a nikad se ne dese
neke druge opet ne daju
lako da se dokuce

Ref. 2x","https://tekstovi.net/2,240,2841.html",,Ima nešto od srca do srca,There's Something From Heart To Heart,Ima nešto od srca do srca (1993),"Oči tvoje boje nade
1
Zaspati mi nedaju
Zadnji komad mira krade
Ta suza na jastuku. Ima riječi koje bole
Skloni ih sa usana
Kada stvari krenu dole
Samoća krug zatvara. Ref. 2x
Ima nešto od srca do srca
Neka tanka nit
Koja čini naše snove
A neda se dirati. Ti si moja rijetka ptica
Kako da te ostavim
Bez tvog tijela, bez tvog lica
Kao da ne postojim. Ima stvari koje trebaju
A nikad se ne dese
Neke druge opet ne daju
Lako da se dokuce. Ref. 2x","Are not letting me sleep
By that tear on the pillow. Put them away from your lips
Loneliness is closing the circle. Some thin line
And it wont be touched. How can I leave you
It’s as if I don’t exist. But they never happen
Easily be figured out",https://lyricstranslate.com/en/ima-nesto-od-srca-do-srca-theres-something-heart-heart.html,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/ima-nesto-od-srca-do-srca-3799.htm,Ima nešto od srca do srca,['Dražen Žerić'],1988 - Sanjati,1998 - Largo 25 hits,2005 - Zlatna kolekcija,2008 - The ultimate collection,2010 - Da nije ljubavi,,,"Oči tvoje boje nade zaspati mi ne daju
Zadnji komad mira krade ta suza na jastuku

Ima riječi koje bole skloni ih sa usana
Kada stvari krenu dole samoča krug zatvara

Ima nešto od srca do srca
Neka tanka nit
Koja čini naše snove
A ne da se dirati

Ti si moja rijetka ptica kako da te ostavim
Bez tvog tijela bez tvog lica kao da ne postojim

Ima stvari koje trebaju a nikad se ne dese
Neke druge opet ne daju lako da se dokuce",Ima nešto od srca do srca,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/ima-nesto-od-srca-do-srca.html,Crvena Jabuka,Ima Nešto Od Srca Do Srca,3:59,Ima Nešto Od Srca Do Srca,1988.0,Zlatko Arslanagić,Zlatko Arslanagić,,1988.0-Ima Nešto Od Srca Do Srca/nan-Sanjati/nan-Uzmi Me (Kad Hoćeš Ti) Live/nan-Ima Nešto Od Srca Do Srca - 18 Originalnih Hitova/nan-Moje Najmilije/nan-Riznice Sjećanja/2001.0-Live Dom Sportova Zagreb/nan-Zlatna Kolekcija/2005.0-Antologija/2008.0-The Ultimate Collection/2010.0-Najljepše Ljubavne Pjesme/nan-18 Zlatnih Hitova/2013.0-Original Album Collection/nan-100 Originalnih Hitova
51,Fv0Kbouf_1_51,Crvena Jabuka,Crvena Jabuka,Imam neke fore,28018,"U zadnje vrijeme na vrata neko
dodje i pokuca k'o nezvan gost
ponoc prosla, jutro daleko
vidim proslost, vidim proslost

I nema sumnje, oci su tvoje
znam te dobro, znam te napamet
taj pogled, kosa na kamen
tvoj pogled samo je flert
 
Tako lijepa, tako lijepa
tako lijepa

Ref.
Ja imam neke fore
da na te ne mislim i ne vidim sad
u kalendaru mome postoje
stranice kad nemam kud

Puno je vremena proslo
gdje me taknes, tu cu srasti
da nista imali nismo
nismo imali nas

Da pustis podamnom da te gledam
da mojoj pjesmi budes drugi glas
i kad se budis da ti se predam
dva gola tijela, ti i ja

Vidim proslost, ti i ja
vidim proslost, ti i ja

Ref. 3x","https://tekstovi.net/2,240,41116.html",,Imam Neke Fore,I have some tricks,,"U zadnje vrijeme na vrata neko
1
dođe i pokuca k'o nepozvan gost
ponoć prošla, jutro daleko
vidim prošlost, vidim prošlost. I nema sumnje oči su tvoje
znam te dobro, znam te napamet
taj pogled kosa na kamen
tvoj pogled samo je flert
tako lijepa, tako lijepa, tako lijepa. Ja imam neke fore
da na te ne mislim i ne vidim svud
u kalendaru mome postoje stranice kad nemam kud
puno je vremena prošlo
di me takneš tu ću srasti
da ništa imali nismo, nismo imali nas. Da pustiš poda mnom da te gledam
da mojoj pjesmi budeš drugi glas
i kad se budiš da ti se predam
dva gola tjela ti i ja
vidim prošlost ti i ja. I nema sumnje oči su tvoje
znam te dobro, znam te napamet
taj pogled kosa na kamen
tvoj pogled samo je flert
tako lijepa, tako lijepa, tako lijepa. Ja imam neke fore
da na te ne mislim i ne vidim svud
u kalendaru mome postoje stranice kad nemam kud
puno je vremena prošlo
di me takneš tu ću srasti
da ništa imali nismo, nismo imali nas","Recently someone comes at the door
And knocks like an uninvited guest
Midnight has passed and the morning is far away
I see the past, I see the past. Ain't no doubt these are your eyes
I know you and I know you by heart
That look that says you've had enough
Your look is just flirting
You're so beautiful, so beautiful, so beautiful. I have some tricks
Not to think at you and not to see you everywhere
In my calendar there are pages when I have nowhere to go
A lot of time has passed
Where you touch me there will coalesce
That we had nothing, that there were no us. Let me look at you while I'm on you
Be the other voice to my song
And when you wake up I will surrender to you
Two naked bodies, you and me
I see the past, you and me. Ain't no doubt these are your eyes
I know you and I know by heart
That look that says you've had enough
Your look is just flirting
You're so beautiful, so beautiful, so beautiful. I have some tricks
Not to think at you and not to see you everywhere
In my calendar there are pages when I have nowhere to go
A lot of time has passed
Where you touch me there will coalesce
That we had nothing, that there were no us",https://lyricstranslate.com/en/imam-neke-fore-i-have-some-tricks.html,,,['Crvena Jabuka'],https://diskografija.com/pjesma/imam-neke-fore-16481.htm,Imam neke fore,,,,,,,,,,,,Crvena Jabuka,Imam Neke Fore,4:03,Nek' Bude Ljubav,,,,,nan-Nek' Bude Ljubav/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova/2016.0-Greatest Hits Collection
52,Fv0Kbouf_1_52,Crvena Jabuka,Crvena Jabuka,Imas me u saci,41769,"Sigurna si da te volim 
i da za tobom umirem od gladi
sam sam sa zivotom golim
ne moze tu vise niko da me vadi

A ja i dalje samo tebe zelim
vezan ko u luci brod
imam samo sebe i to s tobom dijelim 
sve dok jednom ne poljubim pod

Ref.
Imas me u saci
jedem ti iz ruke
prolaze me zmarci 
kad me dobijes bez muke","https://tekstovi.net/2,240,12987.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/imas-me-u-saci-9592.htm,Imaš me u šaci,,,,,,,,,"Sigurna si da te volim
I da za tobom
Umirem od gladi
Sam sam sa životom golim
Ne može tu više
Niko da me vadi

A ja i dalje samo tebe želim
Vezan ko u luci brod
Imam samo sebe
I to s tobom dijelim
Sve dok jednom
Ne poljubim pod

Imaš me u šaci
Jedem ti iz ruke
Prolaze me žmarci
Kao da me dobiješ bez muke",Imaš me u šaci,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/imas-me-u-saci.html,Crvena Jabuka,Imaš Me U Šaci,4:20,Svijet Je Lopta Šarena,,,,,nan-Svijet Je Lopta Šarena
53,Fv0Kbouf_1_53,Crvena Jabuka,Crvena Jabuka,Iza prozora,24793,"Tu, iza prozora
mozda stojis ti
iste filmove smo mi
iste pjesme voljeli

Tu, iza prozora
mozda stojis ti
iste godine smo mi
istog ljeta rodjeni
 
Ref.
Salji mi tajnu tiho, tiho
ceznja nek ju prati
jer osim mene niko, niko
nece da je shvati

Reci mi sve, sto imas reci
dok mi pogled mutis
tvoja blizina tako lijeci
ti i ne slutis, iza prozora

Ti, mozda si bas ti
ona koju sams
cijeli zivot cekao
lice ti zamisljao

A ja, mozda sam bas ja
sasvim slucajno
prosao tvojom ulicom
skinuo lisce uvelo

Ref.

Tu iza prozora
ti mozda si bas ti
tu iza prozora
a ja, onako slucajno
tu iza prozora","https://tekstovi.net/2,240,9231.html",,Iza prozora,,U tvojim očima,"Tu, iza prozora
možda stojiš ti
iste filmove smo mi
iste pjesme voljeli. Tu, iza prozora
možda stojiš ti
iste godine smo mi
istog ljeta rodjeni. Ref.
Šalji mi tajnu tiho, tiho
čežnja nek ju prati
jer osim mene niko, niko
neće da je shvati. Reci mi sve, što imaš reci
dok mi pogled mutiš
tvoja blizina tako liječi
ti i ne slutiš, iza prozora. Ti, možda si baš ti
ona koju samp
cijeli život čekao
lice ti zamišljao. A ja, možda sam baš ja
sasvim slučajno
prošao tvojom ulicom
skinuo lišće uvelo. Ref.. Tu iza prozora
ti možda si baš ti
tu iza prozora
a ja, onako slučajno
tu iza prozora",,https://lyricstranslate.com/en/crvena-jabuka-iza-prozora-lyrics.html,['Saša Lošić'],['Saša Lošić'],['Crvena Jabuka'],https://diskografija.com/pjesma/iza-prozora-9600.htm,Iza prozora,['Nikša Bratoš'],1996 - U tvojim očima,2010 - Da nije ljubavi,,,,,,"Tu iza prozora
Možda stojiš ti
Iste filmove smo mi
Iste pjesme voljeli

Tu iza prozora
Možda stojiš ti
Iste godine smo mi
Istog ljeta rođeni

Šalji mi tajnu, tiho tiho
Čeznja nek je prati
Jer osim mene, nitko nitko
Neće da je shvati
Reci mi sve što imaš reći
Dok mi pogled mutiš
Tvoja blizina tako lijeći
Ti i ne slutiš iza prozora

Ti možda si baš ti
Ona koju sam
Cijeli život čekao
Lice ti zamišljao

A ja možda sam baš ja
Sasvim slućajno
Prošao tvojom ulicom
Skinuo lišće uvelo

Tu iza prozora
Ti možda si baš ti
Tu iza prozora
A ja onako slućajno
Tu iza prozora",Iza prozora,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/iza-prozora.html,Crvena Jabuka,Iza Prozora,,U Tvojim Očima,,,,,nan-U Tvojim Očima/2009.0-25 Godina - Da Nije Ljubavi/nan-100 Originalnih Hitova
54,Fv0Kbouf_1_54,Crvena Jabuka,Crvena Jabuka,Ja jos disem,925,"Cesto se pitam
da li jos pamtis moje ime
pomislis li na me
prije sna

Prolaze dani
idu ljeta, prolaze zime
ti iz moje glave
nikada
 
Cesto se sjetim
ti hodas, ja letim
vidim i sada stope od juce
mjesta koja znam

Ako me cujes
ja jos disem
jos ti se nadam
srce mi vrati i budi ta

Ref. 
Sto me drzi nad vodom
budi voda ta
kad se dijelim sa sobom
od bola

Prvi plac i zadnji smijeh
za zivot kasno je
a rano zauvijek

Ako te sretnem
ti budi lijepa
kakvu te pamtim
to ne postoji
vlada samo laz

Ako te sretnem
nemoj da prodjes
zivot se krati
srce mi vrati 
i budi ta

Ref.","https://tekstovi.net/2,240,61823.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Ja Još Dišem,4:30,Sarajevo 1985.-2020.,,,,,nan-Sarajevo 1985.-2020.
55,Fv0Kbouf_1_55,Crvena Jabuka,Crvena Jabuka,Jazz.ba,35816,"Jazz, ba, jazz, ba
jazz, ba, jazz, ba
jazz, ba, 'dje si ti
s'o me, bona, ne nazoves
s'o se ne javis
2x
 
Ref. 2x
Men' s' cini da ti me ne volis
men' s' cini da ti se kofrcis

Jazz, ba, jazz, ba
jazz, ba, jazz, ba
jazz, ba, 'dje si ti
s'o me, bona, ne nazoves
s'o se ne javis

Il' si nasla nekog drugog
pa se taktiras
ili dizes sebi cijenu
pa se foliras

Ref. 2x

Jazz, ba, jazz, ba
jazz, ba, jazz, ba
jazz, ba, 'dje si ti
s'o me, bona, ne nazoves
s'o se ne javis

Dobro, dobro, nema veze
javit' ces se ti
doc' ce cica na kolica
kad ti zagusti

Ref. 4x

Jazz, ba, jazz, ba
jazz, ba, jazz, ba
jazz, ba, 'dje si ti
s'o me, bona, ne nazoves
s'o se ne javis
2x

Ref. 2x","https://tekstovi.net/2,240,27703.html",,Jazz BA,Where are you,,"Jazz ba, Jazz ba
Jazz ba, Jazz ba
Jazz ba, đe si ti
Š’o me, bona, ne nazoveš
Š’o se ne javiš. Men’ s’ čini da
Ti me ne voliš
Men’ s’ čini da
Ti se kofrčiš. Jazz ba, Jazz ba
Jazz ba, Jazz ba
Jazz ba, đe si ti
Š’o me, bona, ne nazoveš
Š’o se ne javiš. Il’ si našla nekog drugog
Pa te taktiraš
Ili dižeš sebi cijenu
Pa se foliraš. Jazz ba, Jazz ba
Jazz ba, Jazz ba
Jazz ba, đe si ti
Š’o me, bona, ne nazoveš
Š’o se ne javiš. Dobro, dobro, nema veze
Javićeš se ti
Doć’ će Cica na kolica
Kad ti zagusti","Where are you, where are you
where are you, where are you
where are you, where are you now
why dont you call me
why dont you answer. I think
that you dont love me
i think
you are playing with me. Where are you, where are you
where are you, where are you
where are you, where are you now
why dont you call me
why dont you answer. Or maybe you found someone else
and you're having a tactic
or you are raising your price (as in so it's hard to get her)
so you think you are great. Where are you, where are you
where are you, where are you
where are you, where are you now
why dont you call me
why dont you answer. Allright, allright, it doesn't mind
you will answer
everything will fall on his feet
when it gets though for you",https://lyricstranslate.com/en/jazz-ba-where-are-you.html,,,['Crvena Jabuka'],https://diskografija.com/pjesma/jazz-ba-14122.htm,Jazz.ba,,2009 - Volim te,2010 - S druge strane sjećanja - video,,,,,,"Jazz 'ba, Jazz 'ba
Jazz 'ba, Jazz 'ba
Jazz 'ba, 'dje si ti
S'o me, bona, ne nazoves
S'o se ne javis

Men' s' cini da
Ti me ne volis
Men' s' cini da
Ti se kofrcis

Jazz 'ba, Jazz 'ba
Jazz 'ba, Jazz 'ba
Jazz 'ba, 'dje si ti
S'o me, bona, ne nazoves
S'o se ne javis

Il' si nasla nekog drugog
Pa te taktiras
Ili dizes sebi cijenu
Pa se foliras

'Djes ba, 'djes ba
'djes ba, 'djes ba
'djes ba, 'dje si ti
S'o me, bona, ne nazoves
S'o se ne javis

Dobro, dobro, nema veze
Javices se ti
Doc' ce Cica na kolica
Kad ti zagusti

Jazz 'ba, Jazz 'ba
Jazz 'ba, Jazz 'ba
Jazz 'ba, 'dje si ti
(nek i tebe...)
S'o me, bona, ne nazoves
S'o se ne javis
(mojne ba toga)

Jazz 'ba, Jazz 'ba
Jazz 'ba, Jazz 'ba
Jazz 'ba, 'dje si ti
(stipu me, majke ti)
S'o me, bona, ne nazoves
(je l' to nemas boba)
S'o se ne javis",Jazz.ba,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/jazz-ba.html,Crvena Jabuka,Jazz.Ba,4:52,Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom,2014.0,,,Klapa Luka Ploče,2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova
