Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Featuring_discogs,All_albums_discogs
10,Fv0Kbouf_1_10,Crvena Jabuka,Crvena Jabuka,Bjezi kiso s' prozora,205969,"Pada kisa napolju
kaplje mi po prozoru
a ja sama kod kuce
sjedim, placem, tugujem
ne znam sta cu od sebe

Bjezi kiso s' prozora
bjezi kiso s' prozora
bjezi kiso s' prozora
da te nije sad bi' ja
svoga dragog ljubila
 
Kisa joj govorila
kisa joj govorila
sjedi curo kod kuce
jer on nije za tebe
on je sada kod druge

Ti si kiso lazljiva
ti si kiso lazljiva
mene dragi ne vara
ja sam njemu najdraza
bjezi kiso s' prozora","https://tekstovi.net/2,240,5980.html",,Bježi kišo s prozora,Rain Go Away (from my window),Crvena jabuka (1986),"Pada kiša napolju,
kaplje mi po prozoru
a ja sama kod kuće,
sjedim, plačem i tugujem
ne znam šta ću od sebe. Ref.
Bježi kišo s prozora,
bježi kišo s prozora,
bježi kišo s prozora,
da te nije sad bih ja
svoga dragog ljubila. Bježi kišo s prozora,
da te nije sad bih ja
svoga dragog ljubila. Kiša joj govorila,
kiša joj govorila,
sjedi curo kod kuće
jer on nije za tebe
on je sada kod druge. Ti si kišo lažljiva,
ti si kišo lažljiva
mene dragi ne vara,
ja sam njemu najdraža,
bježi kišo s prozora. Ref.","Ouside it's raining,
Raindrops are falling on my window
And I'm allone at home,
Sitting, crying and grieving
Don't know what to do with myself. Ref.
Rain, disappear from my window,
Rain, disappear from my window,
Rain, disappear from my window,
If you weren't falling I'd
Be kissing my dear. Rain, disappear from my window,
If you weren't falling I'd
Be kissing my dear. The rain spoke to her,
The rain spoke to her,
Girl sit at home
'Cause he isn't for you
He's now with another girl. Rain, you're lying,
Rain, you're lying
My love isn't betraying me, (cheating)
I'm his dearest,
Rain, disappear from my window. Ref.",https://lyricstranslate.com/en/bjezi-kiso-s-prozora-rain-go-away-my-window.html,['Dražen Ričl'],['Dražen Ričl'],['Crvena Jabuka'],https://diskografija.com/pjesma/bjezi-kiso-s-prozora-1794.htm,Bježi kišo s prozora,['Željko Brodarić Jappa'],1986 - Crvena jabuka,2003 - Sve naše godine 3,2005 - Zlatna kolekcija,2008 - The ultimate collection,2010 - Da nije ljubavi,,,"Pada kiša napolju
Kaplje mi po prozoru
A ja sama kod kuće
Sjedim plačem tugujem
Ne znam šta ću od sebe

Bježi kišo s prozora
Da te nije sad bi ja
Svoga dragog ljubila
Bježi kišo s prozora
Da te nije sad bi ja
Svoga dragog ljubila

Kiša joj govorila
Kiša joj govorila
Sjedi curo kod kuće
Jer on nije za tebe
On je sada kod druge
Sjedi curo kod kuće
Jer on nije za tebe
On je sada kod druge

Ti si kišo lažljiva
Ti si kišo lažljiva
Mene dragi ne vara
Ja sam njemu najdraža
Bježi kišo s prozora
Mene dragi ne vara
Ja sam njemu najdraža
Bježi kišo s prozora",Bježi kišo s prozora,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/bjezi-kiso-s-prozora.html,Crvena Jabuka,Bježi Kišo S Prozora,,Crvena Jabuka,,Dražen Ričl,Dražen Ričl,,nan-Crvena Jabuka/nan-Uzmi Me (Kad Hoćeš Ti) Live/nan-Riznice Sjećanja/nan-Zlatna Kolekcija/2005.0-Antologija/2008.0-The Ultimate Collection/nan-18 Zlatnih Hitova/2013.0-Original Album Collection/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova/2016.0-Greatest Hits Collection
11,Fv0Kbouf_1_11,Crvena Jabuka,Crvena Jabuka,Boje kisnog neba,54908,"Kad se vracam s putovanja
uvijek umoran i prazan
ti si uvijek tu, uvijek tu

Ti znas sta treba
kad se boje kisnog neba
spuste na mene
srce mi okamene
ti si kraj mene
 
Lako mi je sve
kad si uz mene
ti razumijes
sve moje misli tamne

Lako mi je sve
kad si uz mene
jer u srcu tvome
za mene nema tajne

Probale su da me slome
nisu uspjele u tome
ni jedna bas

Ma dobro ti me znas
ti me najbolje znas

Kao da se opet radjam
ja se uvijek tebi vracam
ti mi dajes sve
sve sto druge ne nude

Lako mi je sve
kad si uz mene
ti razumijes
sve moje misli tamne

Lako mi je sve
kad si uz mene
jer u srcu tvome
za mene nema tajne","https://tekstovi.net/2,240,2704.html",,Boje kišnog neba,Colors of a Rainy Sky,,"Kad se vraćam s putovanja
1
uvijek umoran i prazan
ti si uvijek tu, uvijek tu. Ti znaš šta treba
kad se boje kišnog neba
spuste na mene
srce mi okamene
ti si kraj mene. Lako mi je sve
kad si uz mene
ti razumiješ
sve moje misli tamne. Lako mi je sve
kad si uz mene
jer u srcu tvome
za mene nema tajne. Probale su da me slome
nisu uspjele u tome
ni jedna baš. Ma dobro ti me znaš
ti me najbolje znaš. Kao da se opet rađam
ja se uvijek tebi vraćam
ti mi daješ sve
sve što druge ne nude. Lako mi je sve
kad si uz mene
ti razumiješ
sve moje misli tamne. Lako mi je sve
kad si uz mene
jer u srcu tvome
za mene nema tajne","When I return from trips abroad
always tired and empty
you are always there, always there. You know what is needed
when the colors of a rainy sky
fall on me
they harden my heart to stone
you are by my side.. Everything is easy for me
when you are next to me
you understand
all of my dark thoughts.. Everything is easy for me
when you are next to me
because in your heart
there are no secrets from me.. They've tried to break me
they didn't succeed in that
not even one.. Well yes you know me
you know me the best.. It's like I'm being born again
I always return to you
you give me everything
everything that the others don't offer.. Everything is easy for me
when you are next to me
you understand
all of my dark thoughts.. Everything is easy for me
when you are next to me
because in your heart
there are no secrets from me.",https://lyricstranslate.com/en/boje-kisnog-neba-colors-rainy-sky.html,['Dino Šaran'],['Dino Šaran'],['Crvena Jabuka'],https://diskografija.com/pjesma/boje-kisnog-neba-13749.htm,Boje kišnog neba,['Nikša Bratoš'],2002 - Tvojim željama vođen,2008 - The ultimate collection,2010 - Da nije ljubavi,2010 - S druge strane sjećanja - video,,,,"Kad se vraćam s putovanja
Uvijek umoran i prazan
Ti si tu,
Ti si uvijek tu
Uvijek tu

Ti znaš šta treba
Kad se boje kišnog neba
Spuste na mene,
Srce mi okamene
Ti si kraj mene

Lako mi je sve
Kad si uz mene,
Ti razumiješ
Sve moje misli tamne
Lako mi je sve
Kad si uz mene,
Jer u srcu tvom
Za mene nema tajne

Probale su da me slome
Nisu uspjele u tome
Nijedna baš,
Ma dobro ti me znaš
Ti me najbolje znaš

Kao da se opet rađam
Ja se uvijek tebi vraćam
Ti mi daješ sve
Sve što druge ne nude",Boje kišnog neba,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/boje-kisnog-neba.html,Crvena Jabuka,Boje Kišnog Neba,3:49,Tvojim Željama Vođen,,,,,nan-Tvojim Željama Vođen/2008.0-The Ultimate Collection/2010.0-S Druge Strane Sjećanja
12,Fv0Kbouf_1_12,Crvena Jabuka,Crvena Jabuka,Bolujem,44596,"Prsten sam ti nosio
cijelim bicem prosio
sanjao te na oltaru 
kao dunja na ormaru
venuo i cekao, venuo i cekao

Ruze sam ti nosio
ruzama te prosio
zalio ih suzama
ostao na stupu srama
kad si otisla, kad si otisla
 
Ref. 2x
Bolujem, bolujem
cijeli zivot, cijeli vijek
dusa samo tebe trazi
za tu bolest nemam lijek

Ljubav sam ti nosio
dusom svojom prosio
andjeo moj ostala
himna srcu postala
njegov kriz i ikona
njegov kriz i ikona

Ref.","https://tekstovi.net/2,240,13661.html",,Bolujem,I Ache,,"Prsten sam ti nosio
1
cijelim bićem prosio
sanjao te na oltaru
kao dunja na ormaru
venuo i čekao, venuo i čekao. Ruže sam ti nosio
ružama te prosio
žalio ih suzama
ostao na stupu srama
kad si otišla, kad si otišla. Ref. 2x
Bolujem, bolujem
cijeli život, cijeli vijek
duža samo tebe traži
za tu bolest nemam lijek. Ljubav sam ti nosio
dušom svojom prosio
anđeo moj ostala
himna srcu postala
njegov križ i ikona
njegov križ i ikona. Ref.","I carried the ring to you
My whole being proposed to you
I dreamt of you at the altar
As a quince atop my wardrobe
Wilted and waited, wilted and waited. I carried roses to you
Proposed to you with them
Regretted them with tears
Remaining upon the pedestal of shame
When you left, when you left. [Chorus 2x]. I ache, I ache
My whole life, a whole century
My soul seeks only you
For this I ailment I have no cure. I carried love to you
Proposed to you with my soul
You remained my angel
Became an anthem of my heart
His cross and icon
His cross and icon. [Chorus]",https://lyricstranslate.com/en/bolujem-i-ache.html,['Saša Dragić'],['Saša Dragić'],['Crvena Jabuka'],https://diskografija.com/pjesma/bolujem-5950.htm,Bolujem,,2005 - Oprosti što je ljubavna,2010 - Da nije ljubavi,,,,,,"Prsten sam ti nosio
cijelim bićem prosio
sanjao te na oltaru
kao dunja na ormaru
venuo i čekao, venuo i čekao

ruže sam ti nosio
ružama te prosio
zalio ih suzama
ostao na stupu srama
kad si otišla, kad si otišla

Bolujem, bolujem
cijeli život, cijeli vijek
duša samo tebe traži
za tu bolest nemam lijek

Ljubav sam ti nosio
dušom svojom prosio
anđeo moj ostala
himna srcu postala
njegov križ i ikona
njegov križ i ikona",Bolujem,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/bolujem.html,Crvena Jabuka,Bolujem,,Oprosti Što Je Ljubavna,,,,,nan-Oprosti Što Je Ljubavna/2009.0-25 Godina - Da Nije Ljubavi/nan-100 Originalnih Hitova
13,Fv0Kbouf_1_13,Crvena Jabuka,Crvena Jabuka,Bombona,9262,"Sve sto imas, to je ona
i u ocima sjaj
uspomena, miris doma
kad si jos bio drag i odmoran

Ref.
Tesko ti je s ljudima
prazan si u grudima
sve sto imas, to je ona
 
Pritisni je uz sebe
trpi kad te ogrebe
tvoja nervozna bombona

Sve sto imas, to je ona
sve sto imas ,to je ona
tvoja nervozna bombona

Sve sto imas, to je ona
i na celu sjaj
razglednica iz balona
sto putuje u raj
uzivaj

Ref.

Ref.","https://tekstovi.net/2,240,41118.html",,,,,,,https://lyricstranslate.com/en/translator/azraaa001,,,['Crvena Jabuka'],https://diskografija.com/pjesma/bombona-16492.htm,Bombona,,,,,,,,,"Sve što imaš, to je ona
I u očima sjaj
Uspomena, miris doma
Kad si još bio drag i odmoran

Teško ti je s ljudima
Prazan si u grudima
Sve što imaš, to je ona

Pritisni je uz sebe
Trpi kad te ogrebe
Tvoja nervozna bombona

Sve što imaš, to je ona
Sve što imaš ,to je ona
Tvoja nervozna bombona

Sve što imaš, to je ona
I na čelu sjaj
Razglednica iz balona
Što putuje u raj
Uživaj",Bombona,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/bombona.html,Crvena Jabuka,Bombona,3:15,Nek' Bude Ljubav,,,,,nan-Nek' Bude Ljubav
14,Fv0Kbouf_1_14,Crvena Jabuka,Crvena Jabuka,Carolija (kad prestane),55423,"Od mene i tebe
samo magle plavicast trag
citav svijet se okrene
kada me pozove vrag

Za tvojim stopama
da ispod sjecanja
nadjem znak od plamena
naseg vremena 
 
Ciganka mi gatala
razlile se rijeke na dlanu mom
ne pise utjeha
vec zelja gonjena ludilom

Za tvojim stopama
da ispod sjecanja
nadjem znak od plamena
naseg vremena 

Ref. 2x
Carolija kad prestane
i prasina sna nestane
u mojim zvijezdama
sam' Bog zna
luda nada jos je ostala 

Crvena haljina
i poznat parfem k'o da si tu
samo dodir koljena
i opet sam u bunilu

Za tvojim stopama
da ispod sjecanja
nadjem znak od plamena
naseg vremena

Ref. 2x","https://tekstovi.net/2,240,2723.html",,Čarolija (kad prestane),Magic (when it stops),,"Od mene i tebe
1
samo magle plavičast trag
čitav svijet se okrene
kada me pozove vrag. Za tvojim stopama
da ispod sjećanja
nađem znak od plamena
našeg vremena. Ciganka mi gatala
razlile se rijeke na dlanu mom
ne piše utjeha
već želja gonjena ludilom. Za tvojim stopama
da ispod sjećanja
nađem znak od plamena
našeg vremena. Ref. 2x
Čarolija kad prestane
i prašina sna nestane
u mojim zvijezdama
sam' Bog zna
luda nada još je ostala. Crvena haljina
i poznat parfem k'o da si tu
samo dodir koljena
i opet sam u bunilu. Za tvojim stopama
da ispod sjećanja
nađem znak od plamena
našeg vremena. Ref. 2x","From me and you
only blue trace of fog
whole world spins
when devil calls me. Behind your footprints
to find under the memory
a sign from the flame
of our time. A gypsy looked my fortune
rivers on my palm diffused
comfort is not written
only desire led by madness. Behind your footprints
to find under the memory
a sign from the flame
of our time. Ref. 2x
When magic stops
and dust of a dream disappears
in my stars
only God knows
crazy hope still remains. Red dress
and familiar perfume as you are here
only touch of a knee
and I am in delirium again. Behind your footprints
to find under the memory
a sign from the flame
of our time. Ref. 2x",https://lyricstranslate.com/en/carolija-kad-prestane-magic-when-it-stops.html,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/carolija-kad-prestane-8039.htm,Čarolija (kad prestane),['Nikša Bratoš'],,,,,,,,"Od mene i tebe,
Samo magle plavičast trag
Čitav svijet se okrene
Kada me pozove vrag

Za tvojim stopama
Da ispod sjećanja
Nađem znak od plamena
Našeg vremena

Ciganka mi gata
Razlile se rijeke na dlanu mom
Ne piše utjeha
Već želja gonjena ludilom

Čarolija kad prestane
I prašina sna nestane
U mojim zvijezdama
Sam bog zna
Luda nada još je ostala

Crvena haljina
I poznat parfem ko da si tu
Samo dodir koljena
I opet sam u bunilu",Čarolija (kad prestane),https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/carolija-kad-prestane.html,Crvena Jabuka,Čarolija (Kad Prestane),,To Mi Radi,1989.0,,,,1989.0-To Mi Radi/nan-Tamo Gdje Ljubav Počinje/2013.0-Original Album Collection
15,Fv0Kbouf_1_15,Crvena Jabuka,Crvena Jabuka,Cesto pitam za tebe,17566,"Mozda su ti rekli vec
cesto pitam za tebe
gledam staru kapiju 
i zatvorene pendzere

Kad god da udjem u avliju
sretnem istu staricu
kaze, ona dugo vec nije tu
udala se u carsiju
 
Sve je isto ostalo 
i sve je behar posuo 
tebi sam se vratio
al' srecu nisam nasao

Pamtim nase prve poglede
u hladu moje odrine
tvoje usne i poljupce
k'o dvije meke kajsije","https://tekstovi.net/2,240,44887.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/cesto-pitam-za-tebe-16487.htm,Često pitam za tebe,,,,,,,,,"Možda su ti rekli već
Često pitam za tebe
Gledam staru kapiju
I zatvorene pendžere

Kad god uđem u avliju
Sretnem istu staricu
Kaže - ona dugo već nije tu
Udala se u čaršiju

Sve je isto ostalo
I sve je behar posuo
Tebi sam se vratio
Al sreću nisam našao

Pamtim naše prve poglede
U hladu moje odrine
Tvoje usne i poljupce
Ko dvije meke kajsije",Često pitam za tebe,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/cesto-pitam-za-tebe.html,Crvena Jabuka,Često Pitam Za Tebe,3:01,Nek' Bude Ljubav,,,,,nan-Nek' Bude Ljubav/2014.0-Bivše Djevojčice Bivši Dječaci - Unplugged Live U Lisinskom/nan-100 Originalnih Hitova/nan-- Christmas Limited Edition -
16,Fv0Kbouf_1_16,Crvena Jabuka,Crvena Jabuka,Cetkice za zube,21950,"Noge su ti hladne, ne grli me njima
napolju je ljeto, a u sobi zima
ako neces spavat' ti ugasi svjetlo
pomisli na nekog, meni je svejedno

Ref.
Cini mi se, jos se samo ljube
nase dvije cetkice za zube
cini mi se, ne volim te vise
kad vec dises onda disi tise
 
Cujem zvuk motora tu, ispod balkona
u noci se gubi skripa kamiona
neka nosi teret tvoj i moj od danas
nek se neko drugi od sad voli za nas

Ref.
","https://tekstovi.net/2,240,12173.html",,Četkice za zube,Toothbrushes,,"Noge su ti hladne, ne grli me njima
1
napolju je ljeto, a u sobi zima,
ako nećeš spavat' ti ugasi svjetlo
pomisli na nekog, meni je svejedno. REF.
Čini mi se, još se samo ljube
naše dvije četkice za zube.
Čini mi se, ne volim te više
kad već dišeš onda diši tiše. Čujem zvuk motora tu, ispod balkona
u noći se gubi skripa kamiona.
Neka nosi teret tvoj i moj od danas
nek se neko drugi od sad voli za nas. Ref.","Your feet are cold, don't hug me with them
outside is the summer, but in the room is winter
if you won't sleep, you turn off the light
think of somebody, I don't care.. Ref.
It seems to me, the only things still kissing
are out two toothbrushes
It seems to me, I don't love you anymore
since you're already breathing, breathe quieter.. I hear the sound of motorcycles, there, under the balcony
the grate of trucks is lost into the night
let it carry the weight, mine and yours, of today
let somebody else love each other for us, from now on. Ref.",https://lyricstranslate.com/en/cetkice-za-zube-toothbrushes.html,['Dino Šaran'],['Dino Šaran'],['Crvena Jabuka'],https://diskografija.com/pjesma/cetkice-za-zube-5949.htm,Četkice za zube,,2005 - Oprosti što je ljubavna,2008 - The ultimate collection,,,,,,"Noge su ti hladne, ne grli me njima
napolju je ljeto, a u sobi zima
ako nećeš spavat' ti ugasi svjetlo
pomisli na nekog, meni je svejedno

čini mi se, još se samo ljube
naše dvije četkice za zube
čini mi se, ne volim te više
kad već dišeš onda disi tiše

čujem zvuk motora tu, ispod balkona
u noći se gubi skripa kamiona
neka nosi teret tvoj i moj od danas
nek se neko drugi od sad voli za nas",Četkice za zube,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/cetkice-za-zube.html,Crvena Jabuka,Četkice Za Zube,,Oprosti Što Je Ljubavna,,,,,nan-Oprosti Što Je Ljubavna/2008.0-The Ultimate Collection/nan-100 Originalnih Hitova
17,Fv0Kbouf_1_17,Crvena Jabuka,Crvena Jabuka,Crvena Jabuka,45613,"Rekao sam da odlazim
tu daljinu slutis li
i samoce pustinju
sto zove me

Hladni sivi gradovi
i bez kraja drumovi
vozovi u cekanju
neka sagore
 
Dala mi jabuku
crvenu jabuku
prije rastanka

Dala mi jabuku
crvenu jabuku
a ime slagala

Rekao sam radosti
ne daj da se ugasi
vatra tvojih ociju
u meni ostaje

U mirisnoj postelji
moju pjesmu zagrli
u njoj pise istina
za nas cuva je","https://tekstovi.net/2,240,3665.html",,Crvena Jabuka,Red apple,,"Rekao sam da odlazim
1
tu daljinu slutiš li
i samoće pustinju
što zove me. Hladni sivi gradovi
i bez kraja drumovi
vozovi u čekanju
neka sagore. Dala mi jabuku
crvenu jabuku
prije rastanka. Dala mi jabuku
crvenu jabuku
a ime slagala. Rekao sam radosti
ne daj da se ugasi
vatra tvojih očiju
u meni ostaje. U mirisnoj postelji
moju pjesmu zagrli
u njoj piše istina
za nas čuva je","I told you I am leaving
Could you imagine that distance
and desert of loneliness
which is calling me. Cold grey cities
And never-ending roads
Waiting trains
They shall get burned. She gave me an apple
Red apple
Before she was gone. She gave me an apple
Red apple
And didn´t tell me her real name. I said to happiness
Don´t let it go away
the fire in your eyes
Remains in me. In smelly bed
hug my song
the truth is written in it
it saves the truth for us",https://lyricstranslate.com/en/crvena-jabuka-red-apple.html,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/crvena-jabuka-8046.htm,Crvena jabuka,['Zlatko Arslanagić'],1991 - Nekako s proljeća,2010 - Da nije ljubavi,2010 - S druge strane sjećanja - video,,,,,"Rekao sam odlazim
Tu daljinu slutiš li
Iz samoće pustinje
Što zove me

Hladni sivi gradovi
I bez kraja drumovi
Vozovi u čekanju
Neka sagore

Dala mi jabuku
Crvenu jabuku
I prije rastanka
Dala mi jabuku
Crvenu jabuku
A ime slagala

Rekao sam radosti
Ne daj da se ugasi
Vatra tvojih očiju
U meni ostaje

U mirisnoj postelji
Moju pjesmu zagrli
U njoj piše istina
Za nas čuva je",Crvena jabuka,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/crvena-jabuka.html,Crvena Jabuka,Crvena Jabuka,4:05,Nekako S Proljeća,,,,,nan-Nekako S Proljeća/2009.0-25 Godina - Da Nije Ljubavi/2010.0-S Druge Strane Sjećanja/2013.0-Original Album Collection/nan-100 Originalnih Hitova
18,Fv0Kbouf_1_18,Crvena Jabuka,Crvena Jabuka,Crveni poljupci (feat. Kemal Monteno),10540,"Nosio je vjetar pjesmu s visnjika
latice behara tresanja iz njene baste
tutnji pjesma k'o voz preko bistrika
u to vrijeme imali smo ljubavi i maste

A ja sanjam stare ulice
Sanjam njene poljupce
 
Latice su pale pored parkuse
niklo je i stablo godinama raste, cvjeta
penju se i djeca poslije prve mrakuse
gledaju iz krosnje kako nasa mladost seta

Ref.
Crvene poljupce
od karanfila crvenije
onih sa skenderije

Poljupce
crvene k'o njene usne
tuga kao kisa pljusne
kad god se nazad okrenem

Dunje su opet na ormarima
kesteni se peku 
prestala je pisma slati
s tugom je kao sa mornarima 
pojavi se, ode, pa se opet sutra vrati

Ref.","https://tekstovi.net/2,240,44800.html",,,,,,,,,,"['Kemal Monteno', 'Crvena Jabuka']",https://diskografija.com/pjesma/crveni-poljupci-16488.htm,Crveni poljupci,,2013 - Nek' bude ljubav,2013 - Šta je život,,,,,,"Kemal:
Nosio je vjetar pjesmu s Višnjika
Latice behara trešanja iz njene bašte
Tutnji pjesma, ko voz preko Bistrika
U to vrijeme imali smo ljubavi i mašte

A ja sanjam stare ulice
Sanjam njene poljupce

Žera:
Latice su pale pored Parkuše
Niklo je i stablo, godinama raste, cvjeta
Penju se i djeca poslije prve mrakuše
Gledaju iz krošnje kako naša mladost šeta

Duet:
A ja sanjam stare ulice
Sanjam njene poljupce

Crvene poljupce
Od karanfila crvenije
Onih sa Skenderije

Poljupce
Crvene ko njene usne
Tuga kao kiša pljusne
Kad god se nazad okrenem

Duet:
Dunje su opet na ormarima
Kesteni se peku, prestala je pisma slati
S tugom je kao sa mornarima
Pojavi se, ode, pa se opet sutra vrati

A ja sanjam stare ulice
Sanjam njene poljupce",Crveni poljupci (feat. Kemal Monteno),https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/crveni-poljupci-feat-kemal-monteno.html,Crvena Jabuka,Crveni Poljupci,,Nek' Bude Ljubav,,,,Kemal Monteno,nan-Nek' Bude Ljubav
19,Fv0Kbouf_1_19,Crvena Jabuka,Crvena Jabuka,Cuvaj se,55059,"Ako odes mi ti, mozda krene na smijeh
mozda kupim u ponoc kartu za grijeh
ako odes mi ti, ne ostavljaj trag
ovo su cudna vremena, i sjecanja me strah

Malo me vidis, malo ne vidis
kao los program, pa ga promijenis
i svaki puta kad se naljutis
sjetis se mene, pa me okrivis
 
Ref.
I zato cuvaj se
hrabro kreni putem, najdraza
nek ti ovaj zivot bude
kao meka postelja

I zato cuvaj se
idi svome jatu, jedina
ja samo zelim, kad te opet vidim
da imas stari sjaj u ocima

","https://tekstovi.net/2,240,27701.html",,Čuvaj se,Watch yourself,,"Ako odeš mi ti, možda krene na smijeh
možda kupim u ponoć kartu za grijeh
ako odeš mi ti, ne ostavljaj trag
ovo su čudna vremena, i sjećanja me strah. Malo me vidiš, malo ne vidiš
kao loš program, pa ga promijeniš
i svaki puta kad se naljutiš
sjetiš se mene, pa me okriviš. Ref.
I zato čuvaj se
hrabro kreni putem, najdraža
nek ti ovaj život bude
kao meka postelja. I zato čuvaj se
idi svome jatu, jedina
ja samo želim, kad te opet vidim
da imaš stari sjaj u očima","If you leave me, maybe I'll start laughing;
maybe I'll buy a ticket at midnight to sin.
If you leave me, don't leave a trace.
These are odd times, and I'm afraid of memories.. Now you see me, now you don't,
like a bad channel, so you change it,
and every time you get mad,
you remember me so you blame me.. Chorus:
So watch yourself,
go bravely along the way, my dearest,
let this life be
like a soft bed to you.. So watch yourself,
go towards your flock, my only one,
I only want for you, when I see you,
to have the old glimmer in your eyes.",https://lyricstranslate.com/en/%C4%8Duvaj-se-watch-yourself.html,,,['Crvena Jabuka'],https://diskografija.com/pjesma/cuvaj-se-14124.htm,Čuvaj se,,,,,,,,,"Ako odes mi ti
Mozda krene na smijeh
Mozda kupim u ponoc
Kartu za grijeh

Ako odes mi ti
Ne ostavljaj trag
Ovo su cudna vremena
I sjecanja me strah

Malo me vidis, malo ne vidis
Kao los program, pa ga promjenis
I svaki puta kad se naljutis
Sjetis se mene, pa me okrivis

I zato, cuvaj se
Hrabro kreni putem, najdraza
Nek ti ovaj zivot bude
Kao meka postelja
I zato, cuvaj se
Idi svome jatu, jedina
Ja samo zelim kad te opet vidim
Da imas stari sjaj u ocima

Ako odes mi ti
Mozda krene na smijeh
Mozda kupim u ponoc
Kartu za grijeh

Ako odes mi ti
Ne ostavljaj trag
Ovo su cudna vremena
I sjecanja me strah

Malo me vidis, malo ne vidis
Kao los program, pa ga promjenis
I svaki puta kad se naljutis
Sjetis se mene, pa me okrivis

Samo zelim kad te opet vidim
Da imas stari sjaj u ocima",Čuvaj se,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/cuvaj-se.html,Crvena Jabuka,Čuvaj Se,,Volim Te,,,,,nan-Volim Te
