Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
23,J8Cff2I3_1_23,Tereza Kesovija,Tereza,Izlazi sunce,7929,"Gle, izlazi sunce i budi se grad
u ocima jutro svoj ostavlja trag
gle, izlazi sunce, cuj valove te
jos jednom bih htjela da zagrlim sve

Kraj mora smo sami ti i ja
hladno nam nije
al' ipak kad vidim cvijeta dva
ja zadrhtim sva
 
Kraj mora smo sami ja i ti
sunce nas grije
pred nama su sretni sati svi
ko djeca smo mi

Gle, izlazi sunce ko utjeha, spas
mi bit cemo jedno kad obasja nas

Ref.
Kraj mora smo sami ti i ja
hladno nam nije
gle, kako su lijepa cvijeta dva
ko slike iz sna

Kraj mora smo sami ja i ti
sunce nas grije
pred nama su sretni sati svi
ko djeca smo mi

Gle, izlazi sunce i pocinje dan
jos uvijek me volis, po svemu to znam
gle, izlazi sunce i prolazi brod
daljine ga zovu i beskrajni svod

Ref.","https://tekstovi.net/2,837,18495.html",,Izlazi sunce,,Pronađi Put LP 1985,"Gle, izlazi sunce i budi se grad
u očima jutro svoj ostavlja trag
gle, izlazi sunce, čuj valove te
još jednom bih htjela da zagrlim sve. Kraj mora smo sami ti i ja
hladno nam nije
al' ipak kad vidim cvijeta dva
ja zadrhtim sva. Kraj mora smo sami ja i ti
sunce nas grije
pred nama su sretni sati svi
k'o djeca smo mi. Gle, izlazi sunce k'o utjeha, spas
mi bit ćemo jedno kad obasja nas. Ref.
Kraj mora smo sami ti i ja
hladno nam nije
gle, kako su lijepa cvijeta dva
k'o slike iz sna. Kraj mora smo sami ja i ti
sunce nas grije
pred nama su sretni sati svi
k'o djeca smo mi. Gle, izlazi sunce i počinje dan
još uvijek me voliš, po svemu to znam
gle, izlazi sunce i prolazi brod
daljine ga zovu i beskrajni svod. Ref.",,https://lyricstranslate.com/en/tereza-kesovija-izlazi-sunce-lyrics.html,['Tereza'],https://diskografija.com/pjesma/izlazi-sunce-7832.htm,Izlazi sunce,['Vangelis'],['Željko Sabol'],['Mato Došen'],1997 - Kad jednog dana prisjetim se svega,2002 - Zvuk osamdesetih Zabavna i Pop 1984 - 1985,,,,,,"Gle, izlazi sunce i budi se grad
u ocima jutro svoj ostavlja trag
gle, izlazi sunce, cuj valove te
jos jednom bih htjela da zagrlim sve

Kraj mora smo sami ti i ja
hladno nam nije
al' ipak kad vidim cvijeta dva
ja zadrhtim sva

Kraj mora smo sami ja i ti
sunce nas grije
pred nama su sretni sati svi
ko djeca smo mi

Gle, izlazi sunce ko utjeha, spas
mi bit cemo jedno kad obasja nas

Kraj mora smo sami ti i ja
hladno nam nije
gle, kako su lijepa cvijeta dva
ko slike iz sna

Kraj mora smo sami ja i ti
sunce nas grije
pred nama su sretni sati svi
ko djeca smo mi

Gle, izlazi sunce i pocinje dan
jos uvijek me volis, po svemu to znam
gle, izlazi sunce i prolazi brod
daljine ga zovu i beskrajni svod",Izlazi sunce,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/izlazi-sunce.html
24,J8Cff2I3_1_24,Tereza Kesovija,Tereza,Ja cu uvijek biti tvoja,8690,"Pomislim na tebe kad samoca pokuca
kad me kise jutrom probude
tvoje oci sigurne su, tvoje ruke znam
sto cu onda kad te ne bude

Ti i ja smo prosli, 
sto i drugi prolaze
svaki dan je bio godina
ono sto smo trazili to smo dobili
samo nam je ljubav ostala
ljubav ostala
 
Ref.
Ja cu uvijek biti tvoja
ti si prva suza moja
tajna moje mladosti
ja cu uvijek biti tvoja","https://tekstovi.net/2,837,11762.html",,"Ja ću uvijek biti tvoja,",Я всегда буду твоей,To sam ja CD 1995.,"Pomislim na tebe kad samoća pokuca
1
kad me kiše jutrom probude
tvoje oči, sigurne su tvoje ruke – znam
sto ću onda kad te ne bude.. Ti i ja samo prošli, što i drugi prolaze
svaki dan je bio godina
ono što smo tražili, to smo dobili
samo nam je ljubav ostala, ljubav ostala.... Ja ću uvijek biti tvoja,
ti si prva suza moja
tajna moje mladosti
Ja ću uvijek biti tvoja...","Подумаю о тебе, когда одиночество постучится,
Когда меня утром разбудит дождь.
Твои глаза и надёжные твои руки, и не знаю,
Что я буду делать, когда не будет тебя.. Мы с тобой просто прошли то, что и другие проходят:
Каждый день был годом.
То, чего мы искали, того добились:
У нас осталась только любовь, осталась любовь.... Я всегда буду твоей,
Ты - моя первая слеза,
Тайна моей юности.
Я всегда буду твоей...",https://lyricstranslate.com/en/ja-cu-uvijek-biti-tvoja-%D1%8F-%D0%B2%D1%81%D0%B5%D0%B3%D0%B4%D0%B0-%D0%B1%D1%83%D0%B4%D1%83-%D1%82%D0%B2%D0%BE%D0%B5%D0%B9.html,['Tereza'],https://diskografija.com/pjesma/ja-cu-uvijek-biti-tvoja-7819.htm,Ja ću uvijek biti tvoja,['Zrinko Tutić'],['Zrinko Tutić'],['Stipica Kalogjera'],,,,,,,,"Pomislim na tebe kad samoća pokuca,
kad me kiše jutrom probude.
Tvoje oči sigurne su, tvoje ruke znam,
što ću onda kad te ne bude.

Ti i ja samo prošli, što i drugi prolaze
svaki dan je bio godina,
ono što smo tražili, to smo dobili
samo nam je ljubav ostala, ljubav ostala...

Ja ću uvijek biti tvoja,
ti si prva suza moja,
tajna moje mladosti...
Ja ću uvijek biti tvoja...",Ja ću uvijek biti tvoja,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/ja-cu-uvijek-biti-tvoja.html
25,J8Cff2I3_1_25,Tereza Kesovija,Tereza,Ja jubin te zauvik,7627,"Jubavi moja, rici uvik malo
da ti srce kaze koliko bi dalo
jubavi moja, vrimena nan fali
jos bi jedan zivot mi podilit znali

I kad su tukli nas valovi
jubav smo nasu sacuvali
 
Ref.
Ja jubin te, jubin zauvik
jer tako u zvizdama pise
ja jubin te, jubin zauvik
dok zivim, dok srce mi dise
ja jubin te, jubin zauvik

Jubavi moja, tesko rane cile
izgube dusu judi pa se dile
jubavi moja, sunce moje zime
uvik kad san s tobon
jubav mi je ime

Ref.

Dubje od mora i sve do bola
s tobon bez straha do zadnjeg daha
","https://tekstovi.net/2,837,11517.html",,Ja jubin te zauvik,,,"Jubavi moja, riči uvik malo
Da ti srce kaže Koliko bi dalo
Jubavi moja vrimena nan fali
Još bi jedan život mi podilit znali. I kad su tukli nas valovi
Jubav smo našu sačuvali ....... (REFREN:)
Ja jubin te, jubin zauvik
Jer tako u zvizdama piše
a jubim te, jubim zauvik
Dok živim, dok srce mi diše
A jubin te, jubin zauvik ..... Jubavi moja, teško rane cile
Izgube dušu judi pa se dile
Jubavi moja, sunce moje zime
Uvik kad san s tobon jubav mi je ime. I kad su tukli nas valovi
Jubav smo našu sačuvali ....... Dubje od mora i sve do bola
S tobon bez straha do zadnjeg daha.. Ref.",,https://lyricstranslate.com/en/tereza-kesovija-ja-jubin-te-zauvik-lyrics.html,['Tereza'],https://diskografija.com/pjesma/ja-jubin-te-zauvik-10113.htm,Ja jubin te zauvik,,,,,,,,,,,"Jubavi moja
Riči uvik malo
Da ti srce kaŽe
Koliko bi dalo

Jubavi moja
Vrimena nan fali
Još bi jedan Život
Mi podilit znali

I kad su tukli nas valovi
Jubav smo našu sačuvali ......

Ja jubin te, jubin zauvik
Jer tako u zvizdama piše
Ja jubim te, jubim zauvik
Dok živim, dok srce mi diše
A jubin te, jubin zauvik ....

Jubavi moja
Teško rane cile
Izgube dušu
Judi pa se dile

Jubavi moja
Sunce moje zime
Uvik kad san s tobon
Jubav mi je ime

I kad su tukli nas valovi
Jubav smo našu sačuvali ......

Dubje od mora i sve do bola
S tobon bez straha do zadnjeg daha",Ja jubin te zauvik,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/ja-jubin-te-zauvik.html
26,J8Cff2I3_1_26,Tereza Kesovija,Tereza,Ja ne zalim dane,2844,"Ja ne zalim dane
niti zalim noci
kad uzalud cekam
a ti neces doci
znam da onda negdje
ovaj dom ti snivas
i da mislis na me
svoju tugu skrivas
 
Ref.
Ja ne zalim dane
niti zalim sate
niti mladost koju
cuvala sam za te
ti si moje svjetlo
kad su dani sivi
ti si ona ljubav
zbog koje se zivi

Ja ne zalim dane
one dane duge
sto ih vrijeme nama
uzelo za druge
oduvijek sam tvoja
pa makar i sama
znam da ljubav takva
sudjena je nama

Ref.","https://tekstovi.net/2,837,43495.html",,Ja ne žalim dane,,,"Ja ne žalim dane niti žalim noći
Kad sam sama bila jer si rek'o doći
Znala sam da negdje o svom domu snivaš
I dok misliš na me, smijehom tugu skrivaš.. Ja ne žalim dane niti žalim sate
Niti mladost koju čuvala sam za te
Ti si moje svjetlo kad su dani sivi
Ti si ona ljubav zbog koje se živi.. Ja ne žalim dane, one dane duge
Što ih vrijeme nama uzelo za druge
Oduvijek sam tvoja pa makar i sama
Znam da ljubav takva suđena je nama.",,https://lyricstranslate.com/en/tereza-kesovija-ja-ne-%C5%BEalim-dane-lyrics.html,,,,,,,,,,,,,,,,
27,J8Cff2I3_1_27,Tereza Kesovija,Tereza,Ja sam pjesma,5671,"Iz kamena sam rasla
iz zemlje, iz vode
i prosla sam kroz vatru
kroz vrijeme sto ode
i bila uvijek mlada 
i ljepsa no druge
k'o svjedok tvojih slavlja
k'o glas tvoje tuge
 
Iz ljubavi sam rasla
u tebi, u svima
k'o izvor sto nabuja
k'o more i plima
i pjevao je pastir
mornari i djeca
i bila sam k'o zvono
sto slavi, sto breca

Ref.
Ja sam pjesma
ja sam pjesma, pjevaj me
ja sam zena, ljubi me
ja sam pjesma, 
ja sam pjesma, pjevaj me
ja sam dijete, cuvaj me
ja sam pjesma
ja sam pjesma, pjevaj me

Dok treptale su note
k'o ptice na zici
ja kliktala sam s tobom
i sjala kao svici
u travi punoj rose
i palila svijecu
da dotaknem ti srce
i darujem srecu

Iz ljubavi sam rasla
u tebi, u svima
k'o izvor sto nabuja
k'o more i plima
i pjevao je pastir
mornari i djeca
i bila sam k'o zvono
sto slavi, sto breca

Ref.
","https://tekstovi.net/2,837,11205.html",,,,,,,,['Tereza'],https://diskografija.com/pjesma/ja-sam-pjesma-12028.htm,Ja sam pjesma,,,,,,,,,,,"Iz kamena sam rasla,
iz zemlje, iz vode
i prošla sam kroz vatru,
kroz vrijeme što ode
i bila uvijek mlada
i ljepša no druge
k'o svjedok tvojih slavlja,
k'o glas tvoje tuge!

Iz ljubavi sam rasla
u tebi, u svima
k'o izvor što nabuja,
k'o more i plima
i pjevao je pastir,
mornari i djeca
i bila sam k'o zvono
što slavi, što breca.

Ja sam pjesma,
ja sam pjesma, pjevaj me!
Ja sam žena, ljubi me!
Ja sam pjesma,
ja sam pjesma, pjevaj me!
Ja sam dijete, čuvaj me!
Ja sam pjesma,
ja sam pjesma, pjevaj me!

Dok treptale su note
k'o ptice na žici
ja kliktala sam s tobom
i sjala kao svici
u travi punoj rose
i palila svijeću
da dotaknem ti srce
i darujem sreću.

Iz ljubavi sam rasla
u tebi, u svima
k'o izvor što nabuja,
k'o more i plima
i pjevao je pastir,
mornari i djeca
i bila sam k'o zvono
što slavi, što breca.",Ja sam pjesma,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/ja-sam-pjesma.html
28,J8Cff2I3_1_28,Tereza Kesovija,Tereza,Ja sam tvoja muzika,5489,"Ja ne smijem gubiti nadu
u samoci sto slijedi
i ne smijem gubiti smijeh
a u srcu mir
jer to je jedino sto vrijedi

Ja ne smijem gubiti nadu
u ove dane bez tebe
i zivim kao da si tu
ne dam uspomenama
da i na trenutak blijede
 
Ref.
Jos je zedna dusa moja
nekih dragih stihova, tajnih dodira
da sam stvorena od nota
ja bih bila muzika, tvoja muzika

Da sam tvoja muzika
da sam tvoja muzika
o, da sam tvoja muzika

Ja ne smijem gubiti ljubav
u ove dane bez tebe
i ne smijem gubiti smijeh
a u srcu mir
jer to su darovi sto vrijede
jer to su darovi sto vrijede

Ref. 2x

Da sam tvoja muzika
(3x)","https://tekstovi.net/2,837,12139.html",,,,,,,,['Tereza'],https://diskografija.com/pjesma/ja-sam-tvoja-muzika-6462.htm,Ja sam tvoja muzika,,,,1997 - Kad jednog dana prisjetim se svega,2005 - Da te mogu pismom zvati - Libar II,,,,,,"Ja ne smijem gubiti nadu
u samoći što slijedi
i ne smijem gubiti smijeh,
a u srcu mir,
jer to je jedino što vrijedi.

Ja ne smijem gubiti nadu
u ove dane bez tebe
i živim kao da si tu
ne dam uspomenama
da i na trenutak blijede.

Još je žedna duša moja
nekih dragih stihova,
tajnih dodira...
Da sam stvorena od nota
ja bih bila muzika, tvoja muzika
da sam tvoja muzika...

Ja ne smijem gubiti ljubav
u ove dane bez tebe
i ne smijem gubiti smijeh
a u srcu mir
jer to su darovi što vrijede.",Ja sam tvoja muzika,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/ja-sam-tvoja-muzika.html
29,J8Cff2I3_1_29,Tereza Kesovija,Tereza,Ja ti samo pjevat mogu,2459,"Ne ide, ne ide bez tebe
moja sreco davna
ne moze ova dusa bez tebe
dalje putovat sama

Dok ti s nekom drugom
jabuke nocas dijelis na dvoje
ja ti samo pjevat mogu
 
Ref.
I opet ja cu nocas pjevati za nas
i nocas ja cu opet za tebe pustit glas
a tebe neka druga ruka smiruje
dok te moje vjerne oci progone 

Ref. 2x","https://tekstovi.net/2,837,32821.html",,,,,,,,['Tereza'],https://diskografija.com/pjesma/ja-ti-samo-pjevat-mogu-7837.htm,Ja ti samo pjevat mogu,['Jure Stanić May'],['Jure Stanić May'],['Stipica Kalogjera'],,,,,,,,"Ne ide, ne ide bez tebe,
moja srećo davna.
Ne može ova duša bez tebe
dalje putovat sama.

Dok ti s nekom drugom
jabuke noćas dijeliš na dvoje.
Ja ti samo pjevat mogu.

I opet ja ću noćas pjevati za nas
i opet ja ću noćas za tebe pustit glas
a tebe neka druga ruka smiruje
dok te moje vjerne oči progone.",Ja ti samo pjevat mogu,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/ja-ti-samo-pjevat-mogu.html
30,J8Cff2I3_1_30,Tereza Kesovija,Tereza,"Jedna klupa, jedan kut",365,"Ref.
Svatko ima jednu klupu, jedan kut
gdje je mlad slagao snove
svatko ima jednu klupu, jedan kut
djecji snovi gdje plove

Ali jednog dana treba poc'
potrazit´ srecu bilo gdje
da, bilo gdje
 
Jer, sreca svuda isto sja
gdje je tvoj dom i gdje su djeca
da, djeca

Svatko sa nadom trazi put
sto vodi sretnoj ljubavi
put ljubavi

Jer, slava i bogatstvo nisu to
za sto vrijedi zivjeti
da, zivjeti

Ref.

Na svakoj klupi jedan san
u svakom kutu jedan plan
da, jedan plan

Cesto od magle plane taj
i nema uvijek sretan kraj
da, sretan kraj

Ref.

Svatko ima jednu klupu, jedan kut
djecji snovi gdje plove","https://tekstovi.net/2,837,63097.html",,,,,,,,,,,,,,,,,,,,,,,
31,J8Cff2I3_1_31,Tereza Kesovija,Tereza,"Jer, to je ljubav",349,"Kad bi nase jutro zaspalo
u dubini noci tiho nestalo
i kad bi nasa ljubav prestala
gdje bi onda nam duse nasle spokoja

Ref.
Ne, nemoj nikad buditi ga
pusti da traje nas davni san
jer, to je ljubav sto cuva nas
tebe za mene, mene za tebe
 
Voli me
jer, ja ne mogu dalje
ne mogu bez tebe

Tvoje usne kom bi saptale
rijeci tvoga sna i tvojih nadanja
tvoje ruke kog bi trazile
koga grlile, s kim se njezno igrale

Ref.","https://tekstovi.net/2,837,63105.html",,,,,,,,,,,,,,,,,,,,,,,
32,J8Cff2I3_1_32,Tereza Kesovija,Tereza,Jos se srce umorilo nije,763,"Jos se sjecam onih dana
na taraci oleandar cvate
u dusi mi sto gitara
svaka nocas svira samo za te

Jos se sjecam onih noci
pod prozorom opet huci more
u dusi mi sto pjesama
a u svakoj nase vatre gore
 
Jos se srce umorilo nije
ludo ljubi, jos sebe daje
zagrli me da bude k'o prije
ma ljubi, ljubi, neka samo traje

Ljubi, ljubi i nista ne zali
iz tvog oka sto me sunca grije
svaka plima nas vatromet pali
jos se srce umorilo nije","https://tekstovi.net/2,837,60362.html",,Još se srce umorilo nije,My heart is not tired yet,,"Još se sjećam onih dana
na taraci oleandar cvate
u duši mi sto gitara
svaka noćas svira samo za te.. Još se sjećam onih noći
pod prozorom huči more
u duši mi sto pjesama
a u svakoj, naše vatre gore.. Još se srce umorilo nije,
ludo ljubi i još sebe daje
zagrli me, da bude ko prije
ljubi, ljubi i nek samo traje.. Ljubi, ljubi i nikad ne žali
u tvom oku sto me sunca grije
svaka plima naš vatromet pali
još se srce umorilo nije.","I still remember those days,
On terrace the oleander blooms,
In my soul there are a hundred guitars,
Each of them tonight plays for you only.. I still remember those nights,
Under the window the sea roars,
In my soul there are a hundred songs,
In each of them our fire is burning.. My heart is not tired yet,
It's madly in love and still gives itself to you.
Hug me, let it be like before,
Kiss, kiss me, and let it just last.. Kiss, kiss me and don't ever regret,
From your eyes a hundred Suns warm me,
Each tide lights our firework,
My heart is not tired yet.",https://lyricstranslate.com/en/jo%C5%A1-se-srce-umorilo-nije-my-heart-not-tired-yet.html,,,,,,,,,,,,,,"Jos se sjecam onih dana
Na taraci oleandar cvate
U dusi mi sto gitara
Svaka nocas svira samo za te.

Jos se sjecam onih noci
Pod prozorom tiho huci more
U dusi mi sto pjesama
A u svakoj, nase vatre gore.

Jos se srce umorilo nije,
Ludo ljubi i jos sebe daje
Zagrli me, da bude ko prije
Ljubi, ljubi i nek samo traje.

Ljubi, ljubi i nikad ne zali
U tvom oku sto me sunca grije
Svaka plima nas vatromet pali
Jos se srce umorilo nije.",Još se srce umorilo nije,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/jos-se-srce-umorilo-nije.html
33,J8Cff2I3_1_33,Tereza Kesovija,Tereza,Jos u meni ima vatre,797,"U dnu duse ja sam skrila
trag nevera i oluja
ovu barku mog zivota 
uvijek isto more ljulja    

Kad mi tuga srce slama
kad u dusi slutim kise
jedan osmijeh starog kraja
moje suze tada brise   
 
Ref.
Jos u meni ima vatre
kojom pjevam, kojom gorim
ovo more i ovi ljudi
sve je ovdje, sve sto volim

Jos u meni ima vatre
sto me tjera da postojim
nasa pjesma i ljubav stara
sve je ovdje, sve sto volim

Ref.","https://tekstovi.net/2,837,60361.html",,,,,,,,['Tereza'],https://diskografija.com/pjesma/jos-u-meni-ima-vatre-5297.htm,Još u meni ima vatre,['Đelo Jusić sr.'],['Zvonimir Stipičić Miš'],['Đelo Jusić sr.'],,,,,,,,,,
34,J8Cff2I3_1_34,Tereza Kesovija,Tereza,Kad bi vratio se ti,4888,"O, kad bi vratio se ti
bilo bi kao nekad sve
tek mozda jedna mala stvar
cesce bi rekla volim te

Mozda bih opet grijesila
al?Œ iste greske te
bdijuc' uz tebe dan i noc
ponavljala bih volim te
 
O, kad bi vratio se ti
jos jednom da te zagrlim
ponavljala bi samo to
da tebe ljubim srcem svim

Da tebi pruzim vise jos
zrtvovala bih tada sve
bila bih sretna da si tu
da mogu saptat' vplim te

O, kad bi vratio se ti
i dani nase ljubavi
nadoknadili bismo tada
sto covjek ne zna dok je mlad

Da te dozivjet' mogu ja
ko nekad njeznog, kada znam sve
oci bi tvoje ljubila 
ponavljajuci volim te

Bilo bi kao nekad sve
tek mozda jedna mala stvar
cesce bi rekla volim te

","https://tekstovi.net/2,837,11923.html",,,,,,,,,,,,,,,,,,,,,"O, kad bi vratio se ti
bilo bi kao nekad sve
tek mozda jedna mala stvar
cesce bi rekla volim te

Mozda bih opet grijesila
al' iste greske te
bdijuc' uz tebe dan i noc
ponavljala bih volim te

O, kad bi vratio se ti
jos jednom da te zagrlim
ponavljala bi samo to
da tebe ljubim srcem svim

Da tebi pruzim vise jos
zrtvovala bih tada sve
bila bih sretna da si tu
da mogu saptat' vplim te

O, kad bi vratio se ti
i dani nase ljubavi
nadoknadili bismo tada
sto covjek ne zna dok je mlad

Da te dozivjet' mogu ja
ko nekad njeznog, kada znam sve
oci bi tvoje ljubila
ponavljajuci volim te

Bilo bi kao nekad sve
tek mozda jedna mala stvar
cesce bi rekla volim te",Kad bi vratio se ti,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/kad-bi-vratio-se-ti.html
35,J8Cff2I3_1_35,Tereza Kesovija,Tereza,Kad jednog dana prisjetim se svega,7719,"Kad jednog dana prisjetim se svega
i svome srcu tiho kazem
spavaj, uzalud je bilo
pod svjetiljkom i pahuljama snijega
ja bit cu sama, sve ce biti mirno

I necu znati sto se sa mnom zbiva
prolazit ce neki ljudi
kraj mene kao da me nema
(2x)
 
I citav zivot bit ce mi na dlanu
svi susreti, sva obecanja
tako mnogo mi smo htjeli
i samo pjesmu cujem dobro znanu
mi djetinjstvo smo nase u snu sreli

Bar da mi kaze gdje da pomoc trazim
u kasnoj noci ovaj stranac
koji odlazi bez rijeci
(2x)

A ide svome kraju ova zima
i blijeda zora vec je blizu
u daljini grad se budi
ja moram dalje, uvijek nade ima 
dok pokraj nas su prijatelji, ljudi

Jer tako malo zapravo nam treba
cvijet na stolu, topla soba
i predah poslije duga puta
(2x)

Kad jednog dana prisjetim se svega
i zacudim se svome licu
sto promijenilo se nije
kad pomislim na ono sto nas ceka
i sto se negdje u daljini krije

Tko ce mi u tom casu snage dati 
sam je covjek kao slamka
sto oluje nose
(2x)","https://tekstovi.net/2,837,12136.html",,Kad jednog dana prisjetim se svega,Kadar se nekoč spomin vsega,"Molim Te, Ostani LP 1986","Kad jednog dana prisjetim se svega
1
i svome srcu tiho kažem, spavaj
uzalud je bilo
pod svjetiljkom i pahuljama snijega
ja bit ću sama i sve ce biti mirno.
I neću znati što se sa mnom zbiva
prolazit će neki ljudi kraj mene
kao da me nema.. I čitav život bit će mi na dlanu
svi susreti, sva obećanja
tako mnogo mi smo htjeli
i samo pjesmu čujem dobro znanu
mi djetinjstvo smo naše u snu sreli
bar da mi kaže gdje da pomoć tražim
u kasnoj noći ovaj stranac
koji odlazi bez riječi.. A ide svome kraju ova zima
i blijeda zora već je blizu
u daljini grad se budi
ja moram dalje, uvijek nade imam
dok pokraj nas su prijatelji – ljudi
Jer tako malo zapravo nam treba
cvijet na stolu, topla soba
i predah poslije duga puta.. Kad jednog dana prisjetim se svega
i začudim se svome licu
što promijenilo se nije
kad pomislim na ono što nas čeka
što se negdje u daljini krije
Tko će mi u tom času snage dati
sam je čovjek kao slamka
što oluje je nose.","Kadar se nekoč spomin vsega
svojemu srcu rečem tihi
mirno spi,zaman je bilo
pod staro mestno svetilko,med snežinkami snega
bila bom sama,vse bo tiho in mirno
ne bom vedela,kaj je z menoj
ljudje in stvari bodo mimo mene šli
ob meni kakor da me ne bo,ni ti s teboj. Vse življenje mi bo na na dlani
Vse poti,vsi spomini
mnogo smo mi želili
samo pesem me bo spremlja,kakor včeraj,kakor lani
še odrošva spomine bom videla
Samo da poamga,reče kam
v pozni noči ta neznanec
ki,odhaja brez brez besed,kdo ve kam. Ampak vseka zima mine
in daleč so spomini deževnega dne
vem še sumi morje in še plujejo ladje
jaz moram dalje,v sbi nosim upanje
kadar okoli mene so prijatelji-dobri ljudje
Tako malo potrebujemo,
da se v beli dan potrebujemo
in vsek potrebuje mir po dolgi poti. Kadar se nekoč vsega spomin
in začutila se bom obrazu nespremenjenem,
ki postal je tih in nem
ko poslim kaj naš čaka
v zaspanem in nemirne polju maka
kdo mi bo dal moči
človek je izgubljen popotnik v noči
ki ga nemir nosi",https://lyricstranslate.com/en/kad-jednog-dana-prisjetim-se-svega-kadar-se-neko%C4%8D-spomin-vsega.html,['Tereza'],https://diskografija.com/pjesma/kad-jednog-dana-prisjetim-se-svega-7829.htm,Kad jednog dana prisjetim se svega,,['Željko Sabol'],['Mato Došen'],,,,,,,,"Kad jednog dana prisjetim se svega
i svome srcu tiho kazem
spavaj, uzalud je bilo
pod svjetiljkom i pahuljama snijega
ja bit cu sama, sve ce biti mirno

I necu znati sto se sa mnom zbiva
prolazit ce neki ljudi
kraj mene kao da me nema

I citav zivot bit ce mi na dlanu
svi susreti, sva obecanja
tako mnogo mi smo htjeli
i samo pjesmu cujem dobro znanu
mi djetinjstvo smo nase u snu sreli

Bar da mi kaze gdje da pomoc trazim
u kasnoj noci ovaj stranac
koji odlazi bez rijeci

A ide svome kraju ova zima
i blijeda zora vec je blizu
u daljini grad se budi
ja moram dalje, uvijek nade ima
dok pokraj nas su prijatelji, ljudi

Jer tako malo zapravo nam treba
cvijet na stolu, topla soba
i predah poslije duga puta

Kad jednog dana prisjetim se svega
i zacudim se svome licu
sto promijenilo se nije
kad pomislim na ono sto nas ceka
i sto se negdje u daljini krije

Tko ce mi u tom casu snage dati
sam je covjek kao slamka
sto oluje nose",Kad jednog dana prisjetim se svega,https://cuspajz.com//tekstovi-pjesama/pjesma/tereza-kesovija/kad-jednog-dana-prisjetim-se-svega.html
36,J8Cff2I3_1_36,Tereza Kesovija,Tereza,"Kad porastes, sine",744,"Negdje u daljini
jeci stare trube poj
a u toplom krilu
sniva sin mali moj

Brojim svaki uzdah
nad njim bdijem svaku noc
ali jednom za tim ce zvukom
i sin moj poc'
 
Ref.
Kad porastes, sine
cuvat' ces nam
budno rodni dom

Kad porastes, sine
bezbriznim ce majka
spavat' snom

I nek' te svuda
tvoje majke misli prate
i nek' ti svaka zvijezda
njeznu rijec
kaze prije svakog sna

Ref. 2x

Nek' ti njeznu rijec
kaze prije svakog sna","https://tekstovi.net/2,837,60690.html",,"Kad porasteš, sine","Когда ты вырастешь, сынок","Kad porasteš, sine SP 1972","Negdje u daljini ječi
1
stare trube poj,
a u toplom krilu
snova sin mali moj.. Brojim svaki uzdah,
nad njim bdijem svaku noć
ali jednom za tim će
zvukom sin moj poć'. Kad porasteš, sine,
čuvat ćeš nam budno rodni dom,
Kad porasteš, sine,
bezbrižnim će majka spavat snom.. I nek' te svuda tvoje
majke misli prate,
i nek' ti svaka zvijezda
nježnu riječ kaže prije
svakog sna.","Где-то вдали раздаётся
Пение старой трубы,
И в тёплых объятиях сна
Сынок маленький мой.. Я считаю каждый его вздох,
Над ним не спя каждую ночь,
Но однажды вслед за этим
звуком сын мой отправится в путь.. Когда ты вырастешь, сынок,
Будешь бдительно охранять наш родной дом.
Когда ты вырастешь, сынок,
Твоя мама будет спокойным спать сном.. И пусть тебя мысли твоей
Мамы сопровождают всюду,
И пусть тебе каждая из звёзд
Ласковое слово скажет каждый
раз перед сном.",https://lyricstranslate.com/en/kad-porastes-sine-%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0-%D1%82%D1%8B-%D0%B2%D1%8B%D1%80%D0%B0%D1%81%D1%82%D0%B5%D1%88%D1%8C-%D1%81%D1%8B%D0%BD%D0%BE%D0%BA.html,,,,,,,,,,,,,,,,
