,Song_ID,Song,Lyrics
0,6QUk9BaE_1_0,Ako to je sve,"Ako to je sve, divno bilo je. Ako vrijeme je, odlazim miran. Ako zoveš me, preko rjeke te, idem pred Tebe, spokojne duše. Ako kraj je tu, čuj još ovaj put, pjesmu posljednju, molitvu moju. Hvala ti za sve, sve što bilo je, dobre godine, i poljupce njene. Havla ti za sve, teske istine, sram i poraze, rane od ljubavi. Ako to je sve, ne žalim ni tren, tražio sam Te, sad sam ti blizu. Ako vodiš me, iza zavjese, nek' je zadnja reč, za Tebe samo. Hvala ti za sve!"
1,6QUk9BaE_1_1,Andjele,"S onim tvojim još te vidjaju, ma lako to, jer moje ti se oči svidjaju i to je to. Jedan osmijeh preko puta, tajni pogled dug i vruć, da smo sami pet minuta, od srca svog dala bi ključ. Andjele, reci s kim si noćas spavala, andjele, kom si moje usne davala, andjele, andjele, ništa me ne boli ako on te voli više nego ja. Njegove te oči vrebaju, lako to, jer ti moje usne trebaju i to je to. Jedan osmijeh preko puta, tajni pogled dug i vruć, da smo sami pet minuta, od srca svog dala bi ključ. Malo mi je jedan dan, malo mi je jedna noc, malo mi je cijeli vijek, ja bi zauvijek, ja bi zauvijek."
2,6QUk9BaE_1_2,Bas me briga,"Moga´ san vise, moga´ san duze, bilo je jace i pisme i vina, moga´ san lakse, moga´ san brze, moga´ san uzet´ bez da san pita´. Moga´ san vise, moga´ san lakse, al´ boje nisan, ovo je moje, taman, za dvoje, za jubav mira. I bas me briga ´ko sta misli, sta ce za nas kazat´ svit, di bi stiga´ kad bi slusa´, svaku tudju ric. Ma, bas me briga, sta mi fali, to sta iman, traze svi, more i ja, dusa piva, pokraj tebe nista ne fali, nista ne fali. Moga´ san ludje, moga´ san zesce, bilo je puten i drace i cvica, moga´ san tudje, moga´ san cesce, ma, ne bi bila sritna mi prica. Moga´ san ludje, moga´ san tudje, al´ boje nisan, ovo mi nase najboje pase, za jubav mira. Sve sta imamo, lipo, sesno, maleno, srcen gledamo, kad se jubimo"
3,6QUk9BaE_1_3,Bijele zastave,"Vjetar nosi dan, sve miriše na tebe. Dug je bio put od sebe do sebe. Prošao sam sve, preko vatre, preko sjene. Ti si ta za mene. Bijele zastave dižem u nebo;, bijele zastave od ljubavi. Moja duša je tvoja duša. Sunce izlazi. More govori, na tvoja vrata kuca. Otvara se krug, čujem glasove srca. A prošao sam sve, preko vatre,preko sjene. Ti si ta za mene. Bijele zastave dižem u nebo. Bijele zastave od ljubavi. Moja duša je tvoja duša. Sunce izlazi."
4,6QUk9BaE_1_4,Bila Pisma,"Tiho pojte grdelini. Marjane laku noć, ja ću čekat na skalini, rekla je da će doć. Sveti Duje moj, zvone zvona tvoga grada, ka najlipja serenada, o jubavi ta balada. Sveti Duje moj, zvone zvona o' vinčanja, ka najlipja serenada, bila pisma moga grada. Tiho pojte grdelini. Splite moj laku noć, pismon svitle svi đardini, rekla je da će doć. Sveti Duje moj, zvone zvona toga grada, ka najlipja serenada, o jubavi ta balada. Sveti Duje moj, zvone zvona o' vinčanja, ka najlipja serenada, bila pisma moga grada"
5,6QUk9BaE_1_5,Bilo cviće,"Kad sunce za mnom zađe, ja ti neću reći zbogom. Moja jube. Kad lipi dani prođu, ti ne plaći, budi stina. Moja jube. Bilo cviće ti posadi, ne daj da mu vitri pušu. Čuvaj ga ka moju dušu. Bilo cviće ti posadi, da na Uskrs kad procvita, ja te jubim s onog svita. Bilo cviće moja jube. Kada moji po me dođu, ti ne plači, budi stina. Moja jube."
6,6QUk9BaE_1_6,Covik tvoj,"Ne pitaj, vidis sve, pamtim i bolje dane, kad si moja bila, kad si mene tila, jubit cili zivot svoj. Ne pitaj, recu sve, bez tebe cvica nima, rasuja sam zlato, bacija u blato, to sta vridi najvise. Ruza i kriz od ljubavi, na srcu friz, oprosti mi, covik sam tvoj i samo tvoj, nek cuje Bog iz srca mog, zauvik tvoj, pred svima samo tvoj, ja covik tvoj. Ne pitaj, vrati se, samo se tebi nadam, dusu mi odrisi, suze mi obrisi, vrati meni zivot moj"
7,6QUk9BaE_1_7,Cvijet među stijenama,"Otvori srce širom kao prozore. Ne slušaj uvijek što to ljudi govore. Udahni polako i pusti da nosi te struja. Ja ću te čekat s druge strane mjeseca. Nek ti se put sa mojim putem presjeca. Učinit će ljubav da sve prođe bez oluja. Jer ti si ta među svim ženama, jedina, ko cvijet među stijenama. Ti si ta i ja te prepoznajem, jedina. Ja tebi se predajem. Mnoge su žene posjetile život moj, i ne sjećam se svake, veći grad i broj. I uvijek će ime mi tvoje, na usnama stati. Sad samo pusti nešto staro i razbi muk. Nek nam do srca dođe, dobro poznati zvuk. Zaroni u oči, ko život kroz vene mi prođe. Jer ti si ta među svim ženama, jedina, ko cvijet među stijenama. Jer ti si ta i ja te prepoznajem, jedina. Tu ne postoji laž, istina vodu pije. Uzmi me bit ću tvoj kralj, kraljica bila si i prije."
8,6QUk9BaE_1_8,Da me pojubis,"Evo se vuku kasne litnje ure, ja mira niman, krv tilon vrije, ka vitar kliznija bi ti kroz škure, da te probudin ka niko prije. I da ti rečen koliko te jubin, svi pusti libri bili bi malo, a da se stisneš tu uz moje grudi, bez jedne riči sve bi se znalo. Najlipja među svin lipima, usne mi svoje daj. Da me pojubiš, da te pojubin, pitali bi pošto svit, da me pojubiš, da te pojubin, pivali bi anđeli. Da me pojubiš, da te pojubin, nima tega ča ti ne bi da, misec i zvizde ča nebon klize, sve bi ti skinija, od sriće cilo srce bi bilo, kad bi me jubila. Još da je malo pod tvoje lancune, posteja tepla tajne ti skriva, duše i tila najlipje bokune, ti imaš ono ča meni triba. Najlipša među svin lipima, usne mi tvoje daj. Da me pojubiš, da te pojubin, pitali bi pošto svit, da me pojubiš, da te pojubin, pivali bi anđeli. Lalala ... Da me pojubiš, da te pojubin, pitali bi pošto svit, da me pojubiš, da te pojubin, pivali bi anđeli. Da me pojubiš, da te pojubin, ma nima tega ča ti ne bi da, misec i zvizde ča nebon klize, sve bi ti skinija, od sriće cilo srce bi bilo, kad bi me jubila ."
9,6QUk9BaE_1_9,Da mi se providi,Da mi se providi da ću te izgubit. Skončao bih tužan prije nego što odeš. Prije nego što pustim drugome te ljubit. Prije nego nožem srce mi izbodeš. Da mi se providi jutro bez tvog jutra. Zar bi ičeg bilo da mi krv uzmiša. Zakopan u tebi ne buden li sutra. Nek me ladna ploča pokrije i stiša. Da mi se providi da mi te ne bude. Pustio bih suze da mi te isplaču. Dani bez tvog lica neka mi dosude. Misto ružmarina samo ljutu draču
