,Song_ID,Song,Lyrics
0,3xr7k3c7_1_0,Adrenalin,"Što ti je suknja kratka, Sve se vidi hej, hej, hej!. Ti k'o čokolada slatka, Samo priđi i OK!. Sve od nogu pa do glave, Kad te vidim krv mi vri...!. Sve me druge samo dave, Meni se sviđaš ti... Hajde, lutko, blago meni, Na sto duge noge penji... Pa pokaži ovde svima, Kako ljuljaš kukovima. Hajde, lutko, samo ljuljaj, Kao lud sam pa se čuvaj!. Vidiš da se lako palim?. Dižeš mi adrenalin... adrenalin!. Što ti je dobro tijelo, Sve ti štima hej, hej, hej!. Ti u štiklicama - dama, Samo priđi i OK!. Sve od nogu pa do glave. Kad te vidim - krv mi vri...!. Sve me druge samo dave, Meni se sviđaš ti...!. Hajde, lutko, blago meni, Na sto duge noge penji. Pa pokaži ovde svima, kako ljuljaš kukovima. Hajde, lutko, samo ljuljaj, Kao lud sam pa se čuvaj, Vidiš da se lako palim?. Dižeš mi adrenalin... adrenalin!"
1,3xr7k3c7_1_1,Ako padnem,"Uvijek sam kad ostanem, vraća mi se stari film, strah od toga da nas rastave, mene tjera uza zid, pa okrećem tvoj broj. Znam da nije vrijeme pristojno, što ću kada nisam jak, telefon bi te i sam pozvao, samo da ti čujem glas, da kažem da sam tvoj. Što ću kad si ti sve što želim, što ću kad uz tebe ja letim, do samog neba ti mene dižeš, ako padnem sigurno ginem. Što ću kada te toliko volim, što zbog tebe ja još postojim, zašto ti zbog toga sad plačeš, trebaš mi jaka ako padnem. Znam da nije vrijeme pristojno, što ću kada nisam jak, telefon bi te i sam pozvao, samo da ti čujem glas, da kažem da sam tvoj"
2,3xr7k3c7_1_2,Bolja od najbolje,"Dosta mi je ovih, tvojih ludih priča, da sam sinoć opet, neku ljubio. Zanima me što se, sad o meni priča, ako mi ne vjeruješ, idi od mene... Kad ti kažu, da sam s nekom bio, lažu, jedina si ti za mene, i uvijek ćeš ostati. A sve druge, što su dio tvoje tuge, za to nema potrebe, jer bolja si od najbolje. Dosta mi je tvojih, ludih pitanja, s kim sam bio sinoć, ja do svitanja. Ne zanima me što se, sad o meni priča, ako mi ne vjeruješ, idi od mene."
3,3xr7k3c7_1_3,Da sam je ikad volio,"Hrvatski. Da sam je ikad volio, da sam je ikad ljubio, da sam je ikad ljubio, na drugi nacin, . Ne bi je sad izgubio, sve ono sto sam imao, ne mogu vise da, nista joj ne znacim. Ok, andiamo amico mio. Stalno stoje pored mene, jedna zena, a dvije sjene, osjecam se k'o da nemam kud. Jedna sjena, to je njena, druga sjena izgubljena, prijatelju, reci da l' sam lud. Lascia ti seguire dalle ombre, il tempo tutto cancellera, vedrai che presto tornera. Bevici sopra una birra, se il tuo cuore l'aspettera, la mente tua ingannata sara. Hrvatsko-talijanski refren. Da sam je ikad volio, da sam je ikad ljubio, ma cosa dici amico mio, tu non la perderai, . Lascia aperto il tuo cuore, ama come sai amar, ne mogu vise da, nista joj ne znacim. Ok, andiamo amico mio, beviamoci una birra, non ti preoccupare, tutto cancellera il tempo. Popit cu ja mnogo vise, sve se ruzno tesko brise, ne mogu da zaboravim. Ne mogu da prebolim, mogu samo da je volim, u meni ce uvijek ostati. Annulla il tempo e il te stesso, le ombre nere svaniscono gia, allora lei ritornera. Bevici sopra una birra, se il tuo cuore l'aspettera, la mente tua ingannata sara. Hrvatsko-talijanski. Da sam je ikad volio, da sam je ikad ljubio, ma cosa dici amico mio, tu non la perderai, . Lascia aperto il tuo cuore, ama come sai amar, ne mogu vise da, nista joj ne znacim. Talijanski. Guarda il cielo come e blu, la stessa luce ce qua giu, ma cosa dici amico mio. Tu non la perderai, , lascia aperto il tuo cuore, ama come sai amar, il tempo sara con te. Hrvatski. Da sam je ikad volio, da sam je ikad ljubio, da sam je ikad ljubio, na drugi nacin, . Ne bi je sad izgubio, sve ono sto sam imao, ne mogu vise da, nista joj ne znacim. Hrvatsko-talijanski. Da sam je ikad volio, da sam je ikad ljubio, ma cosa dici amico mio, tu non la perderai, . Lascia aperto il tuo cuore, ama come sai amar, ne mogu vise da, nista joj ne znacim. Il tempo sara con te. Ne mogu vise da, nista joj ne znacim"
4,3xr7k3c7_1_4,Da si tu,"Tako često te trebam, ja s tobom dišem do kraja, i da mi budeš tu, kad sve nade potonu. Ti me dižeš do neba, kad mi to najviše treba, i više nego što, što bi bilo normalno. Da si tu kad svi mi ledja okrenu, i kada me loši dani dotaknu, i mogu sve mogu sve izgubiti, jer imam sve kad mogu tebe ljubiti. svaki dan. Sretni tuge se boje, ti nosiš sreću za dvoje, uz tebe veća je, uz tebe tuga sreća je. Ti me dižeš do neba, kad mi to najviše treba, i više nego što, što bi bilo normalno. Da si tu kad svi mi ledja okrenu, i kada me loši dani dotaknu, i mogu sve mogu sve izgubiti, jer imam sve kad mogu tebe ljubiti. svaki dan. Da si tu kad svi mi ledja okrenu, i kada me loši dani dotaknu, i mogu sve mogu sve izgubiti, jer imam sve kad mogu tebe ljubiti. svaki dan"
5,3xr7k3c7_1_5,Dajem,"Dajem sve iz ruku lako, dajem i tebe sam tako, svog si poljubca mi duzna, sretna otisla si ne vracaj se tuzna. Srce moje je bez tebe manje, ko da skupilo se izgleda mi tanje, otkad nemam te mila moja, ko da smanjila se i ulica tvoja. Hej, sve tebi vuce me, hej, godine uce me. Srce ima mi trajno ostecenje, daj pojavi se na iznenadjenje, nogu pred nogu evo idem dalje, pjesma neka ti moj pozdrav salje. Hej, sve tebi vuce me, hej, godine uce me"
6,3xr7k3c7_1_6,Daleko,"Kad godina stara se blizi kraju, loše stvari se zaboravljaju, i poželiš svima, puno više, sreće u Novoj koja stiže. Kad godina stara se blizi kraju, svi se sjete onih koje znaju, to je vrijeme kada svakome dođe neko, a moja ljubav je daleko. Daleko moje misli putuju, što ide ona dalje, dalje su, i što je ona više daleko, što nam je teže, to nešto više nas veže. Kad se na satu kazaljke spoje, kao misli tvoje i moje, nemoj da ti u srcu bude praznina, jer od nas nije jača daljina. Kada nam dođe godina nova, svi imamo puno snova, to je vrijeme kada svakome dođe neko, a moja ljubav je daleko."
7,3xr7k3c7_1_7,Dečko sa Balkana,"Kada te ljubi dečko sa Balkana, onako muški, bez pitanja i srama, žalit ćeš što si dosad bila sama, noćas si moja, a ujutro si dama, noćas ja sam tvoj, dečko sa Balkana. Pa gdje si do sada ti, mala ljepotice, nikada te još nisam vidio. Iz koje zemlje si, tako lijepa ko san, dobrodošla noćas na Balkan. Ma sto se tako smiješ, imam ja za tebe plan, vodim te noćas u stan. Zašto me tako gledaš, zašto sebe mi ne daš, bolje je da se predaš."
8,3xr7k3c7_1_8,Dinamit,"Kad te vidim, krv mi gori, hej, pameti, zbogom, udaraš me kao strijela, k'o lud sam za tobom. Kad te nema, nestaneš, a za kraj mi rano, ja obiđem sve klubove, da te vidim samo. K'o dinamit razaraš me, prolaziš kroz vene, kad te nema, ja poludim, k'o smrt si za mene. Pa udarim nešto s nogu, da me manje boliš, pa još turu da se lažem, da me ipak voliš. Sve je tvoje tako dobro, i tijelo ti vrelo, izgubim se kad mi priđeš, puca mi odijelo. Kad te nema, nestaneš, a za kraj mi rano, ja obiđem sve klubove, da te vidim samo."
9,3xr7k3c7_1_9,Duguješ mi ljeto,"Ljeto bez tebe, kao da i nije došlo, a sa tobom, a sa tobom, sve mi tako brzo prošlo. Ne glumi da si, da si negdje sada tužna, nego dođi, dođi, jer još nešto si mi dužna. Još me naše uspomene bole, a tebe sada neki drugi vole, kome si na drugoj strani svijeta, neka nova ljubav ovog ljeta. Ko te sad u svome srcu nosi, čije ruke su u tvojoj kosi, čujem, srce ti je zauzeto, al' duguješ mi bar još jedno ljeto. Mene ljeto uznemiri, hajde, dodji pa me smiri, da sa tobom trošim vrijeme, da te imam ja za sebe."
