Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Backing Vocals_discogs,Conductor_discogs,Lyrics By_discogs,Orchestra_discogs,Backing Band_discogs,Written-By_discogs,Ensemble_discogs,Congas_discogs,Edited By_discogs,Engineer_discogs,Keyboards_discogs,Mixed By_discogs,Soprano Vocals [Intro]_discogs,Bass Guitar_discogs,Drums_discogs,Guitar_discogs,Producer_discogs,Technician_discogs,Piano_discogs,Tenor Saxophone_discogs,Electric Guitar_discogs,Electric Guitar [12 String]_discogs,Electric Piano_discogs,Mixed By [Final Mix]_discogs,Organ [Hammond B3]_discogs,Percussion_discogs,Recorded By_discogs,Orchestrated By_discogs,Musician_discogs,Programmed By [Emulator Ii Hd]_discogs,Programmed By_discogs,Programmed By [EMULATOR II and EMAX]_discogs,Guitar [Solo]_discogs,Programmed By [PPG WAVE 2.3]_discogs,Drum Programming [YAMAHA R-20]_discogs,Programmed By [EMAX]_discogs,Baritone Saxophone_discogs,Programmed By [EMULATOR II]_discogs,Programmed By [OBERHEIM MATRIX 6_discogs,YAMAHA DX7]_discogs,Vocals_discogs,Featuring_discogs,Adapted By_discogs,Drum_discogs,Trombone_discogs,Trumpet_discogs,Arranged By [Stings]_discogs,Acoustic Guitar_discogs,Organ_discogs,Arranged By [Winds]_discogs,Soprano Saxophone_discogs,Remix_discogs,Acoustic Guitar [Solo]_discogs,Saxophone_discogs,Double Bass_discogs,Vibraphone_discogs,Saxophone [Alto]_discogs,Lyrics By [Additional]_discogs,Lyrics By [Translated]_discogs,Album_year_title_discogs,All_albums_discogs
Josipa Lisac,Josipa Lisac,Ti Si Sunce Mog Života (You Are The Sunshine Of My Life),,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Stevie Wonder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Willie And Laura Mae Jones,,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Tony Joe White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Jučer (Yesterday),,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Lennon-McCartney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Intima (Intime),,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Miljenko Prohaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Zar Ne? (Didn't We?),,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Jimmy Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Čovjek S Tisuću Mana (Son Of A Preacher Man),,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Ronnie Wilkins,,Miroslav Sedak - Benčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Moj Smiješni Dječače (My Funny Valentine),,,Josipa Lisac & B. P. Convention Big Band International,,,,,,,,Rodgers & Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Josipa Lisac & B. P. Convention Big Band International,nan-Josipa Lisac & B. P. Convention Big Band International/1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Ti Si Genije (You're My Handy Man),,,Made In U.S.A.,,,,,,,,Richard Supa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Budi Dobar (He's My Pilot),,,Made In U.S.A.,,,,,,,,Stuart Scharf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Opet Sam Slobodna (I'm Over You),,,Made In U.S.A.,,,,,,,,Arthur Dellerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Život S Njim (Crazy Love),,,Made In U.S.A.,,,,,,,,Van Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Svako Zlo Nosi Nešto Dobrog (When You Find Someone Who Loves You),,,Made In U.S.A.,,,,,,,,Bruce Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Ne Štedi Se (Love Is Alive),,,Made In U.S.A.,,,,,,,,Gary Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Bila Sam Žena (Soon As I Touched Him),,,Made In U.S.A.,,,,,,,,Norma Helms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Naša Zvijezda Gubi Svoj Sjaj (Take This Heart),,,Made In U.S.A.,,,,,,,,Robin Batteau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Čarobna Moć Mjeseca (Moondance),,,Made In U.S.A.,,,,,,,,Van Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Tko Zna Kog Vidiš U Meni (What You See Is Who I Am),,,Made In U.S.A.,,,,,,,,David Pomeranz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Made In U.S.A.,nan-Made In U.S.A./1997.0-Antologija Vol. IV/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,"Pazi, Oštar Pas",,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1"
Josipa Lisac,Josipa Lisac,Rendez-Vous Sa Sotonom,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir"
Josipa Lisac,Josipa Lisac,Magla,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/nan-Balade/nan-Koncert U Čast Karla Metikoša/1997.0-Antologija Vol. V/1997.0-Antologija/nan-The Best Of Josipa Lisac/nan-Hitovi/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 1/2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio"
Josipa Lisac,Josipa Lisac,Ne Budi Lud,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1"
Josipa Lisac,Josipa Lisac,Mister Gaf,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1"
Josipa Lisac,Josipa Lisac,Make Up,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1"
Josipa Lisac,Josipa Lisac,Knock Down,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1"
Josipa Lisac,Josipa Lisac,"Hir, Hir, Hir",,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/nan-Live In »Lap«/1997.0-Antologija Vol. V/1997.0-Antologija/1997.0-Antologija/nan-The Best Of Josipa Lisac/nan-Hitovi/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 1/2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio"
Josipa Lisac,Josipa Lisac,U Mislima,,,"Hir, Hir, Hir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Hir, Hir, Hir","nan-Hir, Hir, Hir/nan-Balade/1997.0-Antologija Vol. V/1997.0-Antologija/nan-The Best Of Josipa Lisac/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 1/2017.0-Original Album Collection Vol. 2"
Josipa Lisac,Josipa Lisac,I Mama Mi Je Rekla To,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Karte Na Stol,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Mali Ključ Od Zlata,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Postao Si Drugi Čovjek,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Daj Mi Riječ,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/nan-Koncert U Čast Karla Metikoša/1997.0-Antologija Vol. V/1997.0-Antologija/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Hazarder,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/nan-Koncert U Čast Karla Metikoša/1997.0-Antologija Vol. V/1997.0-Antologija/nan-Live/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Divlji Brak,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Godišnjica,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Noćna Ptica,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Bedž Za Rock And Roll,,,Lisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lisica,nan-Lisica/1997.0-Antologija Vol. V/1997.0-Antologija/2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Ti Znaš,3:50,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Vlak Bez Dolaska,3:40,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Hoću Da Te Pratim Svud,3:48,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Vjernost,2:57,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Večeras,2:38,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Hoću Samo Tebe,4:34,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Sve Vrti Se U Krug,3:00,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Da Li Sam Ti Rekla Da Te Volim,3:10,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/nan-Koncert U Čast Karla Metikoša/1997.0-Antologija Vol. VI/1997.0-Antologija/nan-The Best Of Josipa Lisac/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Ideš,3:37,,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Sanjala Sam,3:13,Josipa Lisac,Hoću Samo Tebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hoću Samo Tebe,nan-Hoću Samo Tebe/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Danas Sam Luda,3:20,Karlo Metikoš,Danas Sam Luda / Lažeš Da Si Moj,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0-Danas Sam Luda / Lažeš Da Si Moj,1987.0-Danas Sam Luda / Lažeš Da Si Moj/nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/nan-The Best Of Josipa Lisac/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,Lažeš Da Si Moj,3:22,Krešimir Klemenčić,Danas Sam Luda / Lažeš Da Si Moj,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0-Danas Sam Luda / Lažeš Da Si Moj,1987.0-Danas Sam Luda / Lažeš Da Si Moj/nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Ja Bolujem (Maxi Verzija),7:20,,Ja Bolujem,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0-Ja Bolujem,1987.0-Ja Bolujem
Josipa Lisac,Josipa Lisac,Ja Bolujem,4:30,,Ja Bolujem,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0-Ja Bolujem,1987.0-Ja Bolujem/nan-Balade/nan-Koncert U Čast Karla Metikoša/nan-The Best Of Josipa Lisac/nan-Hitovi/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Crazy Love,3:47,,Balade,,,Pamela Neal,,,,,Van Morrison,,,,Stephen Marcussen,,Joel Moss,,Andy Muson,Steve Schaeffer,Ira Newborn,Karlo Metikoš,,John Hobbs,Joel Peskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Balade,nan-Balade/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Ave Maria,4:10,,Balade,,Miljenko Prohaska,,Miljenko Prohaska,,,,,,,,,,,,Branko Kezele,,,Karlo Metikoš,Stjepan Pavišić,,,Ante Mažuran,Slaven Rački,Zlatko Tanodi,Nikola Jovanović,Rajko Dujmić,Berislav Ž. Puhlovski,Petko Kantardžijev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Balade,"nan-Balade/nan-Koncert U Čast Karla Metikoša/nan-""Gubec - Beg"" Rock Opera/nan-Live/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2"
Josipa Lisac,Josipa Lisac,Blijede Sjene (Whiter Shade Of Pale),4:05,,Balade,,Silvije Glojnarić,,Silvije Glojnarić,Mišo Doležal,,,Keith Reid,,,,Hrvoje Hegedušić,,Hrvoje Hegedušić,,,,,,,,,,,,,,,,Silvije Glojnarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Balade,nan-Balade/nan-Hitovi/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Soon As I Touched Him,3:23,,Balade,,,,,,,,Norma Helms,,,,Stephen Marcussen,,Joel Moss,,Andy Muson,Steve Schaeffer,Ira Newborn,Karlo Metikoš,,John Hobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Balade,nan-Balade/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Gdje Dunav Ljubi Nebo,3:10,Krešimir Klemenčić,Balade,,Krešimir Klemenčić,,,,,,,,,,,Krešimir Klemenčić,Miljenko Grasso,,Davor Črnigoj,,Vedran Božić,Krešimir Klemenčić,,,,,,,,,,Miljenko Grasso,,,Stanko Juzbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Balade,nan-Balade/nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/nan-The Best Of Josipa Lisac/nan-Hitovi/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 2/2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,Welcome My Friend (Dobro Mi Došel Prijatel),3:33,Vilibald Čaklec,Balade,,Krešimir Klemenčić,Svetania Pjevac,,Viki Glovacki,,,,,,,,Krešimir Klemenčić,Branko Podbrežnički,,,,Duško Mandić,Krešimir Klemenčić,,,,,,,,,,Branko Podbrežnički,,,,Stanko Juzbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Balade,nan-Balade/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Boginja,,,Boginja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/nan-The Best Of Josipa Lisac/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,Jutro,4:12,,Boginja,,,,,Eni Kondić,,,,,,,,,,,,Tomislav Brežičević,Duško Mandić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Možda Sam Se I Zaljubila,3:20,Karlo Metikoš,Boginja,,,Duško Mandić,,,,,,,,,,,,,,Tomislav Brežičević,,,,,,,,,,,,,,,,,,Duško Mandić,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Dobre Vibracije,3:57,,Boginja,,,,,Iva Böhm,,,,,,,,,Branko Podbrežnički,,,,,,,,Miroslav Sedak - Benčić,,,,,,,,,,,,,,Duško Mandić,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Kraljica Divljine,,,Boginja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/nan-The Best Of Josipa Lisac/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Nismo Mi Bez Cilja,3:50,Nenad Vilović,Boginja,,,,,Loredana Beroš,,,,,,,,,Dragan Čačinović - Čač,,,,,,,,,,,,,,,,,,,,,,,Krešimir Klemenčić,Jaroslav Kubiček,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/1997.0-Antologija Vol. VI/1997.0-Antologija/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Ti Si K'o Led,3:47,,Boginja,,,Janko Mlinarić,,,,,,,,,,,,,,Tomislav Brežičević,Duško Mandić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Boginja,nan-Boginja/1997.0-Antologija Vol. VI/2017.0-Original Album Collection Vol. 2
