Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Backing Vocals_discogs,Conductor_discogs,Lyrics By_discogs,Orchestra_discogs,Backing Band_discogs,Written-By_discogs,Ensemble_discogs,Congas_discogs,Edited By_discogs,Engineer_discogs,Keyboards_discogs,Mixed By_discogs,Soprano Vocals [Intro]_discogs,Bass Guitar_discogs,Drums_discogs,Guitar_discogs,Producer_discogs,Technician_discogs,Piano_discogs,Tenor Saxophone_discogs,Electric Guitar_discogs,Electric Guitar [12 String]_discogs,Electric Piano_discogs,Mixed By [Final Mix]_discogs,Organ [Hammond B3]_discogs,Percussion_discogs,Recorded By_discogs,Orchestrated By_discogs,Musician_discogs,Programmed By [Emulator Ii Hd]_discogs,Programmed By_discogs,Programmed By [EMULATOR II and EMAX]_discogs,Guitar [Solo]_discogs,Programmed By [PPG WAVE 2.3]_discogs,Drum Programming [YAMAHA R-20]_discogs,Programmed By [EMAX]_discogs,Baritone Saxophone_discogs,Programmed By [EMULATOR II]_discogs,Programmed By [OBERHEIM MATRIX 6_discogs,YAMAHA DX7]_discogs,Vocals_discogs,Featuring_discogs,Adapted By_discogs,Drum_discogs,Trombone_discogs,Trumpet_discogs,Arranged By [Stings]_discogs,Acoustic Guitar_discogs,Organ_discogs,Arranged By [Winds]_discogs,Soprano Saxophone_discogs,Remix_discogs,Acoustic Guitar [Solo]_discogs,Saxophone_discogs,Double Bass_discogs,Vibraphone_discogs,Saxophone [Alto]_discogs,Lyrics By [Additional]_discogs,Lyrics By [Translated]_discogs,Album_year_title_discogs,All_albums_discogs
Josipa Lisac,Josipa Lisac,Ti Si K’o Led,3:39,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Antologija Vol. VII – Live In Lap – ℗ 1992,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,Antologija Vol. VIII – Čestit Božić – ℗ 1992,,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Spavaj, Sinko",3:04,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,"Radujte Se, Narodi",4:25,,Antologija,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Antologija,1997.0-Antologija
Josipa Lisac,Josipa Lisac,U Tahyjevom Zamku,4:00,,"""Gubec - Beg"" Rock Opera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-""Gubec - Beg"" Rock Opera","nan-""Gubec - Beg"" Rock Opera"
Josipa Lisac,Josipa Lisac,Daj Mi Rijec,,,The Best Of Josipa Lisac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Josipa Lisac,nan-The Best Of Josipa Lisac
Josipa Lisac,Josipa Lisac,Srela Sam Se S' Njim,3:09,Karlo Metikoš,Hitovi,,Branimir Živković,,,Ivica Krajač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hitovi,nan-Hitovi
Josipa Lisac,Josipa Lisac,Ispočetka,3:55,Karlo Metikoš,Život,,Gojko Tomljanović,Josipa Lisac,,Ivica Krajač,,,,,,,,Gojko Tomljanović,,,Zvonimir Bučević,,Mario Vukušić Jimmy,Gojko Tomljanović,,Gojko Tomljanović,Igor Geržina,,,,,,Hrvoje Rupčić,,,,,Gojko Tomljanović,,,,,,,,,,,,,Damir Šomen,Goran Glavaš,Josip Grah,,,,,,,,,,,,,,nan-Život,nan-Život/nan-Live/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Život Je Samo Most,4:08,Karlo Metikoš,Život,,Gojko Tomljanović,Josipa Lisac,,Ivica Krajač,,,,,,,,Gojko Tomljanović,,,Zvonimir Bučević,,Mario Vukušić Jimmy,Gojko Tomljanović,,,,,,,,,,,,,,Gojko Tomljanović,,,,,,,,,,,,,Damir Šomen,,,,,,,,,,,,,,,,nan-Život,nan-Život/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Pjesma Za Tebe,6:32,Gojko Tomljanović,Život,,Gojko Tomljanović,,,Ivica Krajač,,,,,,,,Gojko Tomljanović,,,Alen Svetopetrić,,,Gojko Tomljanović,,,,Alen Svetopetrić,,,,,,,,,,Gojko Tomljanović,,,,,,,,,,,,,,,,Igor Kuljerić,Alen Svetopetrić,Gojko Tomljanović,,,,,,,,,,,nan-Život,nan-Život/nan-Live/2007.0-The Platinum Collection/2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Bijeg,4:34,Karlo Metikoš,Život,,Gojko Tomljanović,Vokalna Grupa XL,,Ivica Krajač,,,,,,,,Gojko Tomljanović,,,Alen Svetopetrić,,Mario Vukušić Jimmy,Gojko Tomljanović,,,Igor Geržina,,,,,,Hrvoje Rupčić,,,,,Gojko Tomljanović,,,,,,,,,,,,,Damir Šomen,Goran Glavaš,Josip Grah,,,,Josip Grah,,,,,,,,,,nan-Život,nan-Život/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Avantura,5:17,Karlo Metikoš,Život,,Gojko Tomljanović,Josipa Lisac,,Ivica Krajač,,,,,,,,Gojko Tomljanović,,,,,,Gojko Tomljanović,,,,,,,,,,,,,,Gojko Tomljanović,,,,,,,,,,,,,,,Josip Grah,,,,,,,,,,,,,,nan-Život,nan-Život/nan-Live/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Večer U Luna Parku,4:48,Rajmond Ruić,Život,,Gojko Tomljanović,,,Milovan Glišić,,,,,,,,Gojko Tomljanović,,,Davor Črnigoj,,Mario Vukušić Jimmy,Gojko Tomljanović,,,,,,,,,,,,,,Gojko Tomljanović,,,,,,,,,,,,,Damir Šomen,,,,,,,,,,,,,,,,nan-Život,nan-Život/nan-Live/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Gimme Some Lovin',4:09,,Život,,Gojko Tomljanović,Josipa Lisac,,,,,Steve Winwood,,,,,Gojko Tomljanović,,,Alen Svetopetrić,,,Gojko Tomljanović,,,,Alen Svetopetrić,,,,,,,,,,Gojko Tomljanović,,,,,,,,,,,,,Milo Stavros,,,,Alen Svetopetrić,,,,,,,,,,,,nan-Život,nan-Život/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Traje Noć,5:26,Karlo Metikoš,Život,,Gojko Tomljanović,Vokalna Grupa XL,,Ivica Krajač,,,,,,,,,,,Alen Svetopetrić,,Mario Vukušić Jimmy,Gojko Tomljanović,,Gojko Tomljanović,,,,,,,Hrvoje Rupčić,,,,,,,,,,,,,,,,,,Damir Šomen,,,,,Gojko Tomljanović,,Marko Križan,,,,,,,,,nan-Život,nan-Život/nan-Live/2007.0-The Platinum Collection/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Pjesma Za Tebe (E-Base Fulid Mix),4:47,Karlo Metikoš,Život,,Emir Bešić,,,Ivica Krajač,,,,,,,,Emir Bešić,,,,,,Emir Bešić,,,,,,,,,,,,,,Emir Bešić,,,,,,,,,,,,,,,,,,,,,Emir Bešić,,,,,,,,nan-Život,nan-Život
Josipa Lisac,Josipa Lisac,Ispočetka (E-Base Urban Mix),4:29,Karlo Metikoš,Život,,Emir Bešić,,,Ivica Krajač,,,,,,,,Emir Bešić,,,,,,Emir Bešić,,,,,,,,,,,,,,Emir Bešić,,,,,,,,,,,,,,,,,,,,,Emir Bešić,,,,,,,,nan-Život,nan-Život/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Kraljica Divljine + Gdje Dunav Ljubi Nebo,6:37,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Josipa Lisac,Josipa Lisac,O Jednoj Mladosti (Instrumental),5:05,,O Jednoj Mladosti,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-O Jednoj Mladosti,2004.0-O Jednoj Mladosti
Josipa Lisac,Josipa Lisac,1000 Razloga,4:55,Elvis Stanić,1000 Razloga,2007.0,Elvis Stanić,,,Meri Trošelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-1000 Razloga,2007.0-1000 Razloga/2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,1000 Razloga (Instrumental),4:45,,1000 Razloga,2007.0,,,,,,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-1000 Razloga,2007.0-1000 Razloga
Josipa Lisac,Josipa Lisac,Ti Si Genije,3:58,,The Platinum Collection,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-The Platinum Collection,2007.0-The Platinum Collection
Josipa Lisac,Josipa Lisac,Bonus Track,,,The Platinum Collection,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-The Platinum Collection,2007.0-The Platinum Collection
Josipa Lisac,Josipa Lisac,Kraljica Divljine / Dok Dunav Ljubi Nebo,,,Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.,2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.
Josipa Lisac,Josipa Lisac,Posve Slobodna,,,Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.,2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006./2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Dali Sam Ti Rekla Da Te Volim,,,Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.,2007.0-Koncert Ljubavi U Čast Karla Metikoša HNK 3. 12. 2006.
Josipa Lisac,Josipa Lisac,Živim Po Svome,5:14,Jani Hace,Živim Po Svome,2009.0,,Olja Dešić,,Alka Vuica,,,,,,,,Elvis Stanić,,,,,,,,David Gazarov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elvis Stanić,,,,,,,,,,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,Naivni,5:49,Srđan Sekulović,Živim Po Svome,2009.0,,Elvis Stanić,,Srđan Sekulović,,,,,,,,Elvis Stanić,,,Elvis Stanić,,,,,Joe Kaplowitz,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Zvira Voda,6:12,,Živim Po Svome,2009.0,,,,,,,Traditional,,,,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elvis Stanić,,,,,,,,,,Elvis Stanić,,,,,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Svijet Oko Nas,4:25,Elvis Stanić,Živim Po Svome,2009.0,,,,Alka Vuica,,,,,,,,Elvis Stanić,,,Elvis Stanić,Branimir Gazdik,,,,,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,,,Elvis Stanić,,,,,,Primož Fleischman,,,,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Još Se Zvijezde Sjaje,4:12,Meri Cetinić,Živim Po Svome,2009.0,,,,Meri Cetinić,,,,,,,,Elvis Stanić,,,,,,,,Andrea Vicary,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorian Locklett,Boško Petrović,,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Istina,4:25,Gojko Tomljanović,Živim Po Svome,2009.0,,,,Alka Vuica,,,,,,,,Elvis Stanić,,,Elvis Stanić,,,,,,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,,,Elvis Stanić,,,,,,,,,Denis Razumović,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Bonus Track:,,,Živim Po Svome,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Helena Lijepa I Ja U Kiši (Live),6:15,Drago Mlinarec,Živim Po Svome,2009.0,,,,Drago Mlinarec,,,,,,,,Zlatan Došlić,,,Davor Črnigoj,Dalibor Marinković,,,,,,Elvis Stanić,,,,,,,,,,,,,,,,,,,,,,,,,Josip Grah,,,,,,,,,,,,Romana Brolih,,2009.0-Živim Po Svome,2009.0-Živim Po Svome/2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,Put Ka Sreći,,,Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića/2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića
Josipa Lisac,Josipa Lisac,Bonus,,,Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića
Josipa Lisac,Josipa Lisac,CD1 (Suradnje),,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Ja Mislim 300 Na Sat,4:37,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Rušila Sam Mostove Od Sna,5:50,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Dynamo,5:04,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Kao Mir,4:50,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Nek' Se Dijete Zove Kao Ja (Live),4:23,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,"Na, Na, Na, Na (Live)",5:09,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Ritam Grada,4:31,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Neon (Shusuglao) (Live),4:58,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Ljubav,4:51,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Vino Noći (Live),8:53,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Tebi Putujem,6:38,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)/2018.0-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio/nan-...Tu U Mojoj Duši Stanuješ... - From Croatia Records Studio
Josipa Lisac,Josipa Lisac,Bonus Tracks:,,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,La Passion C'est Trop Court Terme,4:36,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Zavjet,4:51,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,CD2 (Etno),,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,"Oj, Sončece",5:26,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Vila Velebita,7:11,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,"Dalmatino, Povišću Pritrujena (Live)",6:36,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Paučina,4:34,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,"Đelem, Đelem (Live)",3:54,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,"Dremle Mi Se, Dremle",5:40,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Vuprem Oči,4:26,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Kalino Mome,4:20,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,Ne M' Je Vola,4:41,,Posve Slobodna (Suradnje I Etno),2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Posve Slobodna (Suradnje I Etno),2017.0-Posve Slobodna (Suradnje I Etno)
Josipa Lisac,Josipa Lisac,CD 1 Dnevnik Jedne Ljubavi,,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,CD 2 Najveći Uspjesi,,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,Igra Valova U Mom Sjećanju,3:29,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,CD 3 Josipa Lisac & B. P. Convention Big Band International,,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,CD 4 Made In U.S.A.,,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,"CD 5 Hir, Hir, Hir",,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,CD 6 Lisica,,,Original Album Collection Vol. 1,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 1,2017.0-Original Album Collection Vol. 1
Josipa Lisac,Josipa Lisac,CD 1 Hoću Samo Tebe,,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,CD 2 Boginja,,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
Josipa Lisac,Josipa Lisac,CD 3 Balade,,,Original Album Collection Vol. 2,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Original Album Collection Vol. 2,2017.0-Original Album Collection Vol. 2
