,Song_ID,Song,Lyrics
0,wNGUjqQ7_1_0,150 godina,"150 godina, ko da nocas imam ja, 150 ljubavi, a nijedna kao ti. Noci su teske dok samujem, novom se jutru radujem, tjelo te trazi, luduje, u dusi tuga caruje"
1,wNGUjqQ7_1_1,"Ako odem, prijatelji","Srce moje, kucaj tiše, drugi sad je ljubi, prekasno je sad za nadu, nije prvi put da gubim. Neka odem, nek me nema, otišla je drugom, ja ne mogu, ja se neću, više borit' s tugom. Ako odem, prijatelji, na grobu mi pjevajte vi, o ovom tužnom životu, o nesretnoj ljubavi. Neka umrem, nek me nema, otišla je drugom, ja ne mogu, ja se neću, više borit' s tugom."
2,wNGUjqQ7_1_2,Baksuz,Probudim se lom oko mene. Padne mrak za čas. Pukne živac svađa se krene. Derem se na sav glas. Ovaj grad me ubi u pojam. Sve mi je dosadno. Glava boli i imam dojam. Pao sam na dno. Ja u kući nemam mira. Što ću od umora. Moram nekud gdje se svira. Negdje do mora. Aaaaaaa!!. Zašto se meni sve to događa. Aaaaaaa!!. Baksuza takvog majka ne rada. Probudim se ništa ne pjeva. Na moru prvi dan. Kiša pada grmi i sijeva. Sve je k'o ružan san. A na kraju zapuše jugo. Znam gore ne može bit'. Osjećam se cijeli k'o sugo. Vračam se nazad i kvit. Ja baš nigdje i nemam mira. Što ću od umora. Sve mi smeta i sve nemira. Urlam s prozora
3,wNGUjqQ7_1_3,Bog mi je svjedok,"Bog mi je svjedok. Da još sanjam te. Dođeš u snu stvarna. K'o da si tu. Život bi bio lijep. Da se ne sanja. O, kako bole buđenja. Samo, nebo zna. Kol'ko mi još nedostaje. Samo jedno tvoje volim te. Bog mi je svjedok. Da još sanjam te. Jastuku pričam. Da još volim te"
4,wNGUjqQ7_1_4,Cao amore,"Tvoj se brod u daljini gubi, nestaje divan san, oko mene je puno ljudi, na obali stojim sam. Molim valove da te vrate, ljubav ne moze proc, molim galebe da te prate, i cuvaju ovu noc. Cao amore, cao, cao i pisi, pisi mi, cao i pomisli na nas, a kad pozelis ti se mozes vratiti. Cao amore cao, amore cao, i vrati se"
5,wNGUjqQ7_1_5,Čerge,"Stari Cigan bolno jeca sam, napušten od svih. Violina guši njegov bol, suze tope glas. . Čerge, pokraj njega idu, prazna duša tiho jeca, ostala je samo prazna čaša. U tu kasnu hladnu zimsku noć, prestade da kuca, srce staro koga slomi bol, čemernog života. "
6,wNGUjqQ7_1_6,"Cvita, Cvita, cvite moj","Krenija je brod priko mora, ostala je Cvita iza skoja, kleja san se i ne zelin krit', da me ceka, da cu viran bit'. Ali, nakon pustih dana, tamo, priko oceana, u svitanje litnje zore, osvanilo moje more. Cvita, Cvita, cvite moj, evo san ti dosa, da te doma vodin, da ti ruku prosin. Oprosti mi, cvite moj, ca si sama bila, od sad cemo skupa, ostat' sve dovika. Nosile me bure i nevere, mamile me luke juznog mora, uzalud su jecale gitare, ostalo je srce iza skoja"
7,wNGUjqQ7_1_7,Da smo znali,"Ljubavi, da smo znali voljeti, sada bi, mogli naci put, ne bi lutali. Znas li, ljubavi, da smo znali prastati, sada bi, mogli k'o i svi, sunce sanjati. Znas li, ljubavi, srce zna i boljeti, boljeti, kada netko drag, drugog prevari. Vjeruj, ljubavi, da smo znali cekati, mozda bi, i mi uspjeli, nekud pobjeci, skupa ostati. Da smo samo nekad znali to, da smo samo jednom mogli to, mi se ne bi nikad rastali, ne bi sebe tako vrijedjali. Znas li to, znas li to. Ljubavi, nemoj piti, plakati, da smo se, nekad znali mi, ti zaboravi, ti zaboravi. Ljubavi, ime mi ne spominji, da smo se, nekad znali mi, ti zaboravi, ti zaboravi"
8,wNGUjqQ7_1_8,Da te vidim Ano,"Put putujem u jedan mali grad. Da da te vidim kako si mi sad. Da l' da l' za mene nešto osjećaš. Il' se moga imena ti više ne sjećaš. Put putujem gdje netko vodi me. Sva svaka bol tu manje boli me. Ti idem tamo moram doznati. Da l' ćeš me se sjetiti il' me nećeš poznati. Da l' ćeš me se sjetiti il' me nećeš poznati. Da te vidim rano, da te vidim Ano. Bilo bi mi dosta. Sretna duša mi je, samo s jednim nije. Žedna tebe osta. Da te vidim rano, da te vidim Ano. Dosta bi mi bilo. Pijana mi glava legla bi da spava. Al' u tvoje krilo. Put putujem u jedan mali grad. Da da te vidim kako si mi sad. Da l' da l' za mene nešto osjećaš. Il' se moga imena ti više ne sjećaš. Il' se moga imena ti više ne sjećaš"
9,wNGUjqQ7_1_9,Dajte neku losu,"Oko mene sve neke postene, kad se maze samo paze, sminku da ne pokvare, kao svetice, ko opatice, nocu spavaju, danju rade, umirem od dosade. Dajte neku losu, kojoj radi masta, da mi plese oko stola, kupiti cu joj svasta. Dajte neku vrelu da me, grije dahom kao Boga, da me gleda, dok je kitim zlatom. Oko mene sve lutke vostane, te ne lutaju, te se cuvaju, dobro da se udaju, kao svetice, ko opatice, nocu spavaju, danju rade, umirem od dosade"
