,Song_ID,Song,Lyrics
0,Xp4QBL1e_1_0,17 ti je godina tek,"Cemu ti pocrvenis, kad neki ti momak, pokloni zeljni cvijet. Cemu ti pocrvenis, kad kaze da voli te, kao citav svijet. Ne brini pred tobom, stoji zivot, stoji cijeli vijek, 17 ti je godina tek. Ako ti vidis nekoga momka, gdje misli na drugu, ceznjom svom, ako ti mislis nesretna da si, jer toliko drag je srcu tvom. Ti ne znas sto je ljubav jos, da li dobro ili zlo, a kad s godinama dodje cas, ti saznat ces to. Cemu ti pocrvenis, kad neki ti momak, pokloni zeljni cvijet. Cemu ti pocrvenis, kad kaze da voli te, kao citav svijet"
1,Xp4QBL1e_1_1,449,"Te sam noci kasno stigao, u svoj hladan privatan pakao, 449 da okrenem, al` nemam snage, ruke, da pokrenem. Kod kuce nekako mi je najteze, sve, bas sve me podsjeca na tebe, od tuge predugo se umire, a ti da barem pitas, za mene. Svaki put, kad odlazis, komadic mene, ko` da odnosis, ko` da odnosis. Svaki put, kad odlazis, sve moje snove ko` da porusis, ko` da porusis. Te sam noci kasno stigao, Zagreb vec je mirno spavao, 449 da okrenem, al` nemam snage, ruke, da pokrenem. I svaki put, kad odlazis, komadic mene, ko` da odnosis, ko` odnosis. I svaki put, kad odlazis, sve moje snove ko` da porusis, ko` da porusis."
2,Xp4QBL1e_1_2,A ti idi,"A ti idi i s nekim drugim nađi. Što sa mnom nisi nikada aha, aha. Samo idi i bar se dobro snađi. Što sa mnom ne bi nikada aha, aha. I nije za me tvoje zlatno ordenje. Jer na tvom putu, ja sam samo kamenje. Na kraj svijeta vodiš me. Pa me tamo ostavljaš, pa me ostavljaš. Na kraj svijeta vodiš me. Pa me tamo ostavljaš, zašto me ostavljaš. A ti idi i tiho noćas siđi. Po mojim mokrim stubama aha, aha. Bolje idi i još jednom mi pokaži. Da tek sam kap u vodama aha, aha. I nije za me tvoje zlatno ordenje. Jer na tvom putu, ja sam samo kamenje. Zašto me ostavljaš i zaboravljaš?. Zašto me ostavljaš?, )"
3,Xp4QBL1e_1_3,Ako odlučiš,"Ako odlučiš da me ostaviš. Slomit ćeš mi srce. Jer ničeg mojega nema u meni. Nema osim tebe. Ako odlučiš da zaboraviš. Slomit ćeš mi srce. Jer ničeg tvojega nema u tebi. Nema osim mene. Lako je znam otići. A što ćeš s tim postići. Ja mogu i sam, al' kasno je znam. Sad za rastanke. Ako odlučiš da me ne voliš. Slomit ćeš mi srce. Jer nema ničega izvan ljubavi. Nema osim sjene. Ako odlučiš da me prevariš. Slomit ćeš mi srce. Jer nema nikoga da ti oprosti. Nema osim mene. Lako je znam otići. A što ćeš s tim postići. Ja mogu i sam, al' kasno je znam. Sad za rastanke. Odluči, odluči. Kasno je za sve"
4,Xp4QBL1e_1_4,Ako padnem,"Ako padnem na tom putu. Umoran od sna. Budi tu kraj mene. Kao štit i sudbina. Ako izdam samog sebe. Dignem ruke i od nas. Budi moja sestra. Nek’ me kući vrati poznat glas. Uuu, moj si spas. Uuu, moj si spas. Daleko mrak me vuče. Daleko od kuće. Bojim se novog dana. Daleko, daleko miljama. Ako padnem na tom putu. Putu moga sna. Ti me podigni na noge. Svojim malim čudima. Uuu, moj si spas. Uuu, moj si spas. Daleko mrak me vuče. Daleko od kuće. Bojim se novog dana. Daleko, daleko miljama )"
5,Xp4QBL1e_1_5,Ako ti jos jednom oprostim,"O tom ne prica se na sav glas, zidovi su davno culi sve, neka ostane nesto izmedju nas. Ako ove noci ne zaspim, i bez poljupca te ostavim, nije zato sto, sto te ne volim. To je nesto sto se zove cast, mada moze se i nize past, svaka prevara rane otvara. Ako ti jos jednom oprostim, sto li ce od mene ostati, ako ti jos jednom oprostim, koliko ce suza kostati. Ako ove noci ne zaspim, i bez poljupca te ostavim, nije zato sto, sto te ne volim. To je nesto jace od mene, reci da je stvar ljubomore, al' od ovoga nema gorega"
6,Xp4QBL1e_1_6,Ako tražiš nekoga,"Ako tražiš nekoga, Nekoga za šetanje, Onda ja sam čovjek za tebe. Imam sedam milja duge korake, Lake kao oblake. Ako tražiš nekoga, Nekoga za plakanje, Onda ja sam rame za tebe. . Uzmi me, To je sudbina. Ima žena koje zaključaju srce poput dragog kamena. Ako tražiš nekoga, Nekoga za čuvanje, Onda imam ruke za tebe. I za tvoje vrelo čelo. Dlanove, meke kao jastuke. Ako tražiš nekoga, Nekoga za zauvijek, Onda tvoj sam čovjek, oduvijek. "
7,Xp4QBL1e_1_7,Amerika,"Nocas bih vas mogao, odvesti u Juznu Ameriku, na jedan krvavi, krvavi ples sa puskama. Povjesti cu sve. Ce Gevaru i Aljendea, plesat' cemo cijelu noc, na plesu sigurno svi ce doc'. Vodicu vas u Juznu Ameriku"
8,Xp4QBL1e_1_8,Anarhist,"Ša la la la la la. Ja nisam nikad volio satove iz matematike. Bježo sam u podrum, slušao sam bendove. Volio sam Azru, Parafe I Pankrte. Volio sam kad gitare, bas I bubanj zapraše. Jer ja sam anarhist, anarhist. Pankrt, pankrt, iludist. Ja nisam nikad volio satove iz matematike. Vucaro sam gitaru kao strane. Misljenja su tuđa oduvijek me gnjavila. U mom svijetu vrijede samo moja pravila. Ja nisam nikad volio satove iz fizike. Polet mi je bio nešto poput Biblije. Gdje su danas oni buntovnici od nekad. Skunuli kravate barem tajno ponekad."
9,Xp4QBL1e_1_9,Bas Kad Nije Vrijeme,"Sve je ređe da te spominjem, i to samo kad se napijem, ma ko još danas ima vremena, da bi sluš'o nekog kretena. S kim spavaš sad se ne pitam, umro bi da o tom razmišljam, majke ti, gde ih nalaziš, svaka čast al' se snalaziš. Baš kad nije vrijeme prođeš pokraj mene, kao da me ne vidiš, baš kad nije vrijeme prođeš pokraj mene, pa mi srce zalediš. Al' svejedno znaš li nekog, ko te voli kao ja, ponekad pogled preko ramena, govori zašto si me izdala. Svaki put kad mislim o tebi, kao da me kiša potopi, al' nije meni da me vole svi, al' si barem malo mogla ti. Baš kad nije vrijeme prođeš pokraj mene, kao da me ne vidiš, baš kad nije vrijeme prođeš pokraj mene, pa mi srce zalediš"
10,Xp4QBL1e_1_10,Beznadežni slučaj,"U pomoć zvao sam sve, dušo, doktore. Svečenike, gatare, Da kažu što mi je, od čega bolujem. Ništa mi ne pomaže. Ja hodam kao u snu, pričam u bunilu. Pjevam neku glupu pjesmicu. Hari krišna, hari rama. Ma ljudi što se događa. Beznadežan slučaj dušo. Beznadežan slučaj ljubavi. Beznadežan slučaj dušo. Beznadežan slučaj to smo mi. Jer ja prob'o sam sve, dušo, savjete. Ljubavne recepte. Juhu od kornjače, španjolske mušice. Al' ništa mi ne pomaže. U pomoć zvali smo sve, dušo, doktore. Svečenike, gatare. Da kažu što mu je, od čega boluje. Ništa mu ne pomaže"
11,Xp4QBL1e_1_11,Bit ce bolje,"Turu-tu-tu-tu-tu, bit ce bolje. Sreo sam je jednog dana, na ulici kraj ducana, sanjala je o demonstracijama, tjesila me da bit ce bolje, za nas oboje, za nas oboje. Bila je pravi hippy, vjerovala u djecu cvijeca, mrzila je nasilje, voljela parole. Znala je samo parole, da bit ce bolje, nije me uvjerila u to. Nije me uvjerila u to, ne, ne, ne, )"
12,Xp4QBL1e_1_12,Bježi ptico od mene,"O bježi ptico od mene, Ne nisam ja za tebe, Ja sam samo bitanga, Ne mogu sad bez skitanja. O bježi ptico od mene, Ne volim duge rastanke, Dok teku suze niz obraze, Ne nije to za mene. Ma ptico pobjegni, vrata zatvori, Suze obriši i sve zaboravi, Ptico pobjegni, vrata zatvori, Suze obriši... Ma ptico pobjegni, vrata zatvori, Suze obriši i sve zaboravi, Ptico pobjegni, vrata zatvori, Suze obriši... .o bježi ptico od mene, Ne volim duge rastanke, Dok teku suze niz obraze, Ne nije to za mene... .o bježi ptico od mene, Ne volim duge rastanke, Dok teku suze niz obraze, O bježi ptico od mene."
13,Xp4QBL1e_1_13,Budala malena,"Ooo, k'o da me netko pitao, da li bi se rodio, ma da me barem pitao. Ooo, divno sam uživao, u bazenu maminom, fino sam se kupao. Kad me neki klipan, bas za glavu primio, i na ovaj ruzan svijet iznio, a ja, a ja, budala malena, bio sam iz protesta plakao, bio sam odmah svatio. A ja, a ja, budala malena, bio sam gorko plakao, bio sam odmah ljudi shvatio, da sam ovdje najebo. A, a, a, a ona strasna rodbina, pa reci srce malo A, pa reci tetama pa-pa. Ooo, k`o da me netko pitao, da li bi se rodio, ma da me barem pitao. Ma koji me je klipan, bas za glavu primio, i na ovaj ruzan svijet iznio. A ja, a ja, budala malena, bio sam iz protesta plakao, jer sam odmah svatio... A ja, a ja, bio sam gorko plakao, bio sam odmah shvatio, da sam ovdje najebo."
14,Xp4QBL1e_1_14,"Bye, Bye","Zakock'o sam, svoje cipele kod Osijeka, zadnji komad odjece, pa na vlak, preko Pakraca, do Zagreba, zna me svaka stanica, zna me svaka stanica. Ja nikada, nemam kofera i putujem, sa spilom karata, zaboravljam zenu, kumove, tri pa jednu bolju kartu za mene. Bye, bye, kazem svima, bye, bye, kazem prijateljima. Bye, bye, masem svima, ja zivim u vlakovima. Zakock'o sam, kod Splita zlatni sat, pa na vlak. Knin je krasan grad, kod Gospica malo odrijemam, za Karlovac prste odmaram, tu prste odmaram. Ja nikada, nemam kofera i putujem, sa spilom karata, zaboravljam ljubav, kumove, tri pa jednu bolju kartu za mene. Jutro je, odavno svanulo, kada sam cvijece s groblja ukrao, pa na tvoja vrata kucao, oprosti, vlak je malo kasnio"
15,Xp4QBL1e_1_15,Čini mi se,Sedam je sati. Ja ustajem. Palim cigaretu. Lagano udišem. Nešto nije u redu. Ja to dobro znam. Očekivano sam rob. Bez želja svaki dan. Čini mi se da. Promjenila bi sve. Čini mi se da. A možda i varam se ). Danima ne odlazim. Na treninge. Noćima kao lopov. Klizim kroz grad. Osjećam se. Kao divlja zver. Progonjen od. Mnogih lovaca. Čini mi se da. Promjenila bi sve. Čini mi se da. A možda i varam se )
16,Xp4QBL1e_1_16,Cobra Tref,"Tog decka stvarno srcem, voljeli smo svi, kazu da su ga pred jutro ubili, jer tu noc pikova ga dama, nije htjela, k'o da ga je proklela. Nosio je cipele od zmijske koze, malo izlizane od ceste tucnjave, s ljudima sto bijesni su na sve, surovi od rakije. Ako umrem, neka umrem, kao Cobra T. Imao je srce ulicnog heroja, i na licu osmijeh djeteta, to sto ima to sa svima podijeli, k'o i sva sirotinja. Prvih dana one nove godine, dok su jelke bile jos okicene, dao mi je svoje sretne cipele, kao da je znao sve. Nije znao sigurno da Bog postoji, al' je bio siguran da doci ce, i u neki neocekivani sat, tvoje ime ipak sapnut ce. Tog decka stvarno srcem, voljeli smo svi, kazu da su ga pred jutro ubili, kao da zagonetke sve je rijesio, samo se nasmijesio"
17,Xp4QBL1e_1_17,Covjek za sutra,"Kazu mi, sutra cu dobiti novi stan, sve sto radim, radim za sutra, zar sam ja covjek za sutra. Probudite me, probudite me onog jutra, kad dodje to sutra. Oni se brinu za moj mali zivot, oni brinu za moju buducnost, kazu mi da zivim, za bolje sutra"
18,Xp4QBL1e_1_18,Crno bijeli svijet,"Moje ime je Davorin Bogović, a ovo sve oko mene, to je crno bijeli svijet. Crno bijeli svijet, crno bijeli svijet, crno bijeli svijet, crno bijeli svijet, crno bijeli svijet, crno bijeli svijet. Crno bijeli televizori, rijetki noćni tramvaji, moja bijela devojka, uvozni ekskluzivni programi, mama, tata, pas i kravata vata, vata, vata"
19,Xp4QBL1e_1_19,Da mogu ispocetka,"Jer ja, da mogu ispocetka sad, ponovio bih greske sve, samo malo ranije. Ja, da mogu ispocetka sad, ponovio bih greske sve, al' ipak samo malo ranije. Ponovo bih volio iste cure k'o i prije, svirao u rupama gdje jos niko svir'o nije, bjezao bih od kuce, spavao po parkovima, kad me jace nagaze, potukao bih se sa svima. Nase doba to je od nas trazilo, biti svoj bar jednom je vrijedilo. Ponovo bih popio sto bi mi pod ruku doslo, lajao na cijeli svijet, vidim to me nije proslo, skupio bih kintu dvije, povukao dva-tri dima, castio bih klosare, bolje mi je bilo s njima"
20,Xp4QBL1e_1_20,Dan za Danom,"Stojim na uglu i brišem cipele. Promijenila se Ulica Druge armije. Tu sam nekad čeko' prijatelje, Svoje vjerne ratnike. I kad bi kod kuće bilo najgore. I kad bi mi trebalo rame za plakanje. Tu sam nekad čeko' prijatelje, A danas nitko neće doć. Dan za danom. Uvijek ista stvar, uvijek ista stvar. Kotrljam se gradom. Kao snježna lavina, kao snježna lavina. I kad bi kod kuće bilo najgore. I kad bi mi trebalo rame za plakanje. Tu sam nekad čeko' prijatelje, A danas nitko neće doć. Kotrljam se gradom"
21,Xp4QBL1e_1_21,Dani ponosa i slave,"Sezdeset i osme, otac me je odnio na stadion, tad se srcem igralo, obrazom se placalo. Danas igraci misle, na novac i na sebe, navijaci malo tuguju, a nas ko bas ebe. Dani ponosa i slave, sada bljeste, sada sjaje za nas, dani ponosa i slave, sada bljeste, sada sjaje. Devedeset i prve, odes sam u rat, pobjednik se vraca kuci, kao slomljen stap. Pivo po pivo sjecanja, jedan za sve, svi za jednoga, bili smo bolji ratnih godina, ajmo drustvo kuci, zenama. Danas ucim sina hodati, prvi korak je najvazniji, pobjede su porazi, kad se obraz pogazi. Pivo po pivo sjecanja, jedan za sve, svi za jednoga, bili smo bolji ratnih godina, ajmo drusto kuci, zenama"
22,Xp4QBL1e_1_22,Devedeseta,"Jer devedeseta, Polako baš prolazi, Ispod mog prozora, Pjevaju združeni odredi. Bozuri, cvijetaju, Al po krvi mirišu. Bože oprosti im, To što rade valjda ne znaju. Jer devedeseta, Polako baš prolazi, Ispod mog prozora, Odlaze crveni karanfili, Odavde, do Bleiburga, Križni put i teški koraci. O Bože, oprosti im, To što rade valjda ne znaju. Deve-deve-devedeseta, Polako baš prolazi, Ispod mog prozora, Pjevaju združeni odredi. Deve-deve-devedeseta... Deve-deve-devedeseta... Deve-deve-devedeseta..."
23,Xp4QBL1e_1_23,Djevojka od milijun dolara,"Na lice nanosiš rumenilo. Na oči fino sjenilo. U crnoj haljini do bedara. Izgledaš kao djevojka od milijun dolara. Djevojka od milijun dolara. Koliko strahova si sakrila. Pod svojim lažnim noktima?. Muško se oko lako zavara. Izgledaš kao djevojka od milijun dolara. Djevojka od milijun dolara. Potrajat će, dušo, samo tren. Ti još ne znaš da si svima plijen. I na kraju kad se probude, Kasno je... Noćas se nekom srce prelama, Tko te voli kao ja. I dok se lift za tobom zatvara, Izgledaš kao djevojka od milijun dolara. Djevojka od milijun dolara. Potrajat će, dušo, samo tren. Ti još ne znaš da si svima plijen. I na kraju kad se probude, Kasno je..."
24,Xp4QBL1e_1_24,Djevojka snova,"Zovem te telefonom, moji momci su daleko, i ja sam sam, ja sam tako sam. Zatvaram oci, palim cigaretu, razmisljam o sebi, razmisljam o tebi, djevojko mojih snova. Djevojko snova. Zatvaram oci, palim cigaretu, razmisljam o sebi, razmisljam o tebi. Za mene, novi san je jedini put, da se vratim u zivot, zaboravim na tebe, na djevojku mojih snova, djevojko mojih snova)"
25,Xp4QBL1e_1_25,Djevojke bi,"Djevojke bi htjele da znaju. Zasto od zivota tako puno ocekuju, a njihovi se snovi tako rijetko ostvaruju, zasto bogate momke stalno sanjaju, a u iskrenu ljubav one, one vjeruju. Zasto od zivota tako puno ocekuju, a njihovi se snovi tako rijetko ostvaruju, zasto bogate momke stalno sanjaju, a u iskrenu ljubav one, one vjeruju. Djevojke bi, ). Stojim na uglu, 20 do 2, moja djevojka. Njezin je san da bude lijepa, svaki dan, djevojke bi, )"
26,Xp4QBL1e_1_26,Dobar vjetar u leđa,"Ne brini za ono što govori svijet. Izlaziti sa mangupom i nije neki grijeh. Dobar vjetar u leđa večeras nam treba. Da nas odnese daleko od svega. I potpuno je jasno da si ti veliki pogodak za mene. Večeras dolazim po tebe kao drugi čovjek. Bit ću trijezan i obrijan, bit ću bogat i fin. Ako treba bit ću i sam Montgomery Clift. Dobar vjetar u leđa večeras nam treba. Dobar vjetar u leđa, nakon svega. Dobar vjetar u leđa večeras nam treba. Dobar vjetar u leđa, nakon svega. Dobar vjetar u leđa večeras nam treba. Dobar vjetar u leđa, nakon svega. Dobar vjetar u leđa večeras nam treba. Dobar vjetar u leđa, nakon svega. Montgomery Clift. Bit ću kao Montgomery Clift. Montgomery Clift. Bit ću kao Montgomery Clift..."
