Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written-By_discogs,Music By_discogs,Backing Vocals_discogs,Lyrics By_discogs,Synthesizer [Juno 106]_discogs,Piano_discogs,Synthesizer [Yamaha Dx7]_discogs,Vocals_discogs,Drums_discogs,Percussion_discogs,Composed By_discogs,Written By_discogs,Producer_discogs,Vocals [Vocal Sample]_discogs,Choir_discogs,Lead Guitar_discogs,Guitar [Lap Steel]_discogs,Trumpet_discogs,Violin_discogs,Performer [Dj]_discogs,Trombone_discogs,Bass Guitar_discogs,Guitar [Solo]_discogs,Cello_discogs,Tenor Saxophone_discogs,Banjo_discogs,Album_year_title_discogs,All_albums_discogs
Psihomodo Pop,Psihomodo Pop,Želim Biti Dobar,1:56,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Wunderkind,3:12,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Radim Stoj Na Glavi,0:52,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Maleno - Veliko,3:36,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Ja Imam Najbolje,2:12,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Da Nam Živi Rad,2:21,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Petice,2:54,Tko Je Ubio Mickey Mousea?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Je Ubio Mickey Mousea?,nan-Tko Je Ubio Mickey Mousea?/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Osjećam Se Haj Mozak Baj Baj,3:35,Osjećam Se Haj Mozak Baj Baj / Sexualna Ovisnost,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0-Osjećam Se Haj Mozak Baj Baj / Sexualna Ovisnost,1993.0-Osjećam Se Haj Mozak Baj Baj / Sexualna Ovisnost/nan-Srebrne Svinje/2015.0-Original Album Collection/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Sexualna Ovisnost,5:22,Osjećam Se Haj Mozak Baj Baj / Sexualna Ovisnost,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0-Osjećam Se Haj Mozak Baj Baj / Sexualna Ovisnost,1993.0-Osjećam Se Haj Mozak Baj Baj / Sexualna Ovisnost/nan-Srebrne Svinje/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Bang Bang Vukovar,,Mix - 93,1993.0,Ivan Piko Stančić,,,,,,,,,,,Ivan Piko Stančić,Ivan Piko Stančić,Novak & Kopola,,,,,,,,,,,,,,1993.0-Mix - 93,1993.0-Mix - 93
Psihomodo Pop,Psihomodo Pop,Hrvatska Mora Pobjediti,,Mix - 93,1993.0,Davor Gobac,,,,,,,,,,,Davor Gobac,Davor Gobac,Ivan Piko Stančić,,,,,,,,,,,,,,1993.0-Mix - 93,1993.0-Mix - 93
Psihomodo Pop,Psihomodo Pop,Polako ,,Mix - 93,1993.0,Ivan Piko Stančić,,,,,,,,,,,Saša Radulović,Davor Gobac,Ivan Piko Stančić,,,,,,,,,,,,,,1993.0-Mix - 93,1993.0-Mix - 93
Psihomodo Pop,Psihomodo Pop,Tko Je Ubio MIki Mausa,,Mix - 93,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0-Mix - 93,1993.0-Mix - 93
Psihomodo Pop,Psihomodo Pop,Telegram,,Mix - 93,1993.0,Ivan Piko Stančić,,,,,,,,,,,Marc Bolan,Davor Gobac,Ivan Piko Stančić,,,,,,,,,,,,,,1993.0-Mix - 93,1993.0-Mix - 93
Psihomodo Pop,Psihomodo Pop,Laž,3:56,Srebrne Svinje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/nan-Unpljugd/2007.0-The Ultimate Collection/2015.0-Original Album Collection/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Gad,2:20,Srebrne Svinje,,,,Klinska Pomora,,,,,,Damir Kamenski,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/nan-Best Of/2007.0-The Ultimate Collection/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Surf Punk,3:17,Srebrne Svinje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Natrag U Garažu,3:35,Srebrne Svinje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/nan-Unpljugd/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Srebrne Svinje,7:37,Srebrne Svinje,,,,,,,,,,,,,,,,Dubravko Merlić,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/2007.0-The Ultimate Collection/2015.0-Original Album Collection/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Starfucker,4:06,Srebrne Svinje,,,,Jagger-Richards,Ude Barracude,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/1995.0-Pinokio / Starfucker/nan-Unpljugd/nan-Best Of/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/nan-Tekućih 20/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2015.0-Original Album Collection/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Ako Umrem Mlad,4:53,Srebrne Svinje,,,,Lou Reed,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Kiša Od Novaca,3:37,Srebrne Svinje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Psihomodo Pop,3:08,Srebrne Svinje,,,,,,,,,,Petra Januška,,,,,,,Zbor Crkve Svetog Marka,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Rock'N'Roll,2:34,Srebrne Svinje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Ponekad,5:04,Srebrne Svinje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/nan-Unpljugd/nan-Tekućih 20/2007.0-The Ultimate Collection/2015.0-Original Album Collection/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Špirit Blues,2:54,Srebrne Svinje,,,,,,,,,,,Ratko Jovanov,,,,,,,Mario Laić Mravac,,,,,,,,,,,nan-Srebrne Svinje,nan-Srebrne Svinje/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Ona Vrišti,,Unpljugd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unpljugd,nan-Unpljugd/2004.0-Tekućih 20/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,Osjećam Se Haj,,Unpljugd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unpljugd,nan-Unpljugd/2004.0-Tekućih 20/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2015.0-Original Album Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Waiting For My Man,,Unpljugd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unpljugd,nan-Unpljugd/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,You Gotta Move,,Unpljugd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unpljugd,nan-Unpljugd/2015.0-Original Album Collection
Psihomodo Pop,Psihomodo Pop,"Polako, Polako",,Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Best Of,nan-Best Of
Psihomodo Pop,Psihomodo Pop,I Am In Love With Gorbac,,Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Best Of,nan-Best Of
Psihomodo Pop,Psihomodo Pop,Din - Don,0:23,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy
Psihomodo Pop,Psihomodo Pop,Bože Čuvaj Psihomodo Pop,2:47,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy/nan-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Papak,4:17,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)
Psihomodo Pop,Psihomodo Pop,Mila,3:50,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Primabalerina,5:06,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy
Psihomodo Pop,Psihomodo Pop,Ona Voli Samo Sebe,5:00,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Ne Želim,4:02,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)
Psihomodo Pop,Psihomodo Pop,El Diablo,4:56,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy/nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)
Psihomodo Pop,Psihomodo Pop,Kiša Od Novaca II,4:51,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy
Psihomodo Pop,Psihomodo Pop,Zagrebačka Noć,5:58,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy
Psihomodo Pop,Psihomodo Pop,Sextasy,4:21,Sextasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sextasy,nan-Sextasy
Psihomodo Pop,Psihomodo Pop,Osječam Se Haj,5:17,Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98),nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)
Psihomodo Pop,Psihomodo Pop,Bože Čuvaj Pmp,3:28,Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98),nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)
Psihomodo Pop,Psihomodo Pop,Prima Balerina,4:27,Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98),nan-Das Beste Aus Der Grossen Hit Parade (Die Schönen Melodien '98)
Psihomodo Pop,Psihomodo Pop,Spika,,The Millenium's Beatles,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0-The Millenium's Beatles,1999.0-The Millenium's Beatles/1999.0-The Millenium's Beatles
Psihomodo Pop,Psihomodo Pop,Pismo Djeda Mrazu,,The Millenium's Beatles,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0-The Millenium's Beatles,1999.0-The Millenium's Beatles
Psihomodo Pop,Psihomodo Pop,Remix Pismo Dj. Mrazu,,The Millenium's Beatles,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0-The Millenium's Beatles,1999.0-The Millenium's Beatles
Psihomodo Pop,Psihomodo Pop,Debakl,3:20,Debakl,,,,Davor Gobac,Vladimir Pavelić,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,nan-Debakl,nan-Debakl/2004.0-Tekućih 20/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Tužni Lutak,4:57,Debakl,,,,,Dražen Scholz,,,,,,,,,,,,,,,,,,,,,,,,nan-Debakl,nan-Debakl/2007.0-The Ultimate Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Duga 9.,3:13,Debakl,,,,,,,,,,,,,,,,,,,Davor Rodik,Franjo Vinković,Luka Magdalenić,,,,,,,,nan-Debakl,nan-Debakl/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Cijeli Sam Od Stakla,3:39,Debakl,,,,,Vladimir Pavelić,,,,,,,,,,,,,,,,,,,,,,,,nan-Debakl,nan-Debakl
Psihomodo Pop,Psihomodo Pop,"Ljubav, Ljubav",3:50,Debakl,,,,Davor Gobac,,Davor Gobac,,,,,,,,,,,,,,,,Dino Dvornik,,,,,,,nan-Debakl,nan-Debakl/nan-Tekućih 20/2004.0-Tekućih 20
Psihomodo Pop,Psihomodo Pop,.... Na Ulici ...,2:52,Debakl,,,,,,,,,,,,,,,,,,,,Josip Grah,,,Nenad Grahovac,,,,,,nan-Debakl,nan-Debakl
Psihomodo Pop,Psihomodo Pop,Boby,3:27,Debakl,,,,Lou Reed,,Davor Gobac,,,,,,,,,,,,,,Josip Grah,,,,,,,,,nan-Debakl,nan-Debakl/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Boing 747,5:50,Debakl,,,,Davor Gobac,,Davor Gobac,,,,,Berko Muratović,,,,,,,,,,,,,Boris Hrepić,,,,,nan-Debakl,nan-Debakl/nan-Tekućih 20/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,... Spika ...,9:00,Debakl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Debakl,nan-Debakl
Psihomodo Pop,Psihomodo Pop,Kauguma Blues,3:17,Debakl,,,,,Danijela Prpić,,,,,,,,,,,,,,,,,,,,,,,,nan-Debakl,nan-Debakl
Psihomodo Pop,Psihomodo Pop,Buldog,2:57,Debakl,,,,Lennon-McCartney,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,nan-Debakl,nan-Debakl
Psihomodo Pop,Psihomodo Pop,Uspavanka,4:24,Debakl,,,Davor Slamnig,,,,,,,,,,,,,,,,,,,,,,Davor Slamnig,,,,nan-Debakl,nan-Debakl/nan-Tekućih 20/2004.0-Tekućih 20/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Tekućih 20,,Tekućih 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Ona Vrišti Da Voli Me!,3:03,Tekućih 20,,Saša Radulović,,Saša Radulović,,Davor Gobac,,,,,,,,,Ivan Piko Stančić,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Crtani Filmovi,1:55,Tekućih 20,,Psihomodo Pop,,Joey Ramone,,Davor Gobac,,,,,,,,,Ivan Piko Stančić,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,"Osjećam Se Haj, Mozak Baj Baj",3:35,Tekućih 20,,,Davor Gobac,,,,,,,,,,,,Psihomodo Pop,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Duga Devetka,3:13,Tekućih 20,,,Davor Gobac,,,,,,,,,,,,Braća Muratović,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20/2004.0-Tekućih 20/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Demo 15,,Tekućih 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Pogodi Me U Glavu,2:19,Tekućih 20,,Psihomodo Pop,,Smiljan Paradiš,,Neven Kepeski,,,,,,,,,Mladen Škalec,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,No Fun,1:37,Tekućih 20,,,The Stooges,,,,,,,,,,,,Mladen Škalec,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Viva Rose,3:17,Tekućih 20,,Psihomodo Pop,,Smiljan Paradiš,,Davor Gobac,,,,,,,,,Mladen Škalec,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Europa,2:53,Tekućih 20,,Psihomodo Pop,,Smiljan Paradiš,,Neven Kepeski,,,,,,,,,Mladen Škalec,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Zar Nebo,3:19,Tekućih 20,,,Davor Gobac,,,,,,,,,,,,Davor Slamnig,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,16-ica,4:49,Tekućih 20,,,,Smiljan Paradiš,,Davor Gobac,,,,,,,,,Saša Radulović,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Polako,2:40,Tekućih 20,,Ivan Piko Stančić,,Saša Radulović,,Davor Gobac,,,,,,,,,Psihomodo Pop,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,"97""",1:50,Tekućih 20,,,,The Clash,,Davor Gobac,,,,,,,,,Žarko Fabek,,,,,,,,,,,,,,nan-Tekućih 20,nan-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Linoleum Boy,4:03,Plastic Fantastic,2004.0,Smiljan Paradiš,,Davor Gobac,,Davor Gobac,,,,,Igor Paradiš,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic/2004.0-Tekućih 20/nan-Linoleum Boy/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Daj Mi Pusu,3:27,Plastic Fantastic,2004.0,Psihomodo Pop,,Everly Brothers,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Baš Kao...,3:30,Plastic Fantastic,2004.0,Smiljan Paradiš,,Davor Gobac,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic/2007.0-The Ultimate Collection/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Lagano Padam,4:45,Plastic Fantastic,2004.0,Psihomodo Pop,,Davor Gobac,,Davor Gobac,,,,,,Mladen Ilić,,,,,,,,,,,,,,Adam Mrčela,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic/2007.0-The Ultimate Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Privatni Pakao,2:45,Plastic Fantastic,2004.0,Psihomodo Pop,,Davor Gobac,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,O.k.,2:59,Plastic Fantastic,2004.0,Psihomodo Pop,,Davor Gobac,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,Baby,3:32,Plastic Fantastic,2004.0,Vlatko Čavar,,Smiljan Paradiš,,Davor Gobac,,,,,Igor Paradiš,,,,,,,,,Igor Pavlica,,,Nikola Santro,,,,Alceo Marti,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,Oda Radosti,3:29,Plastic Fantastic,2004.0,Psihomodo Pop,,Tom Waits,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,Uvijek Je Sama,2:55,Plastic Fantastic,2004.0,Psihomodo Pop,,Vlatko Čavar,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,Spuštamo Se Sad,5:00,Plastic Fantastic,2004.0,Vlatko Čavar,,Davor Gobac,,Davor Gobac,,,,,Igor Paradiš,,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,Galebovi,2:31,Plastic Fantastic,2004.0,Psihomodo Pop,,Davor Gobac,,Davor Gobac,,,,,,,,,,,,,,,,,,,,,,Krešimir Tomić,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic
Psihomodo Pop,Psihomodo Pop,Osjećaj Je Jak,6:47,Plastic Fantastic,2004.0,Psihomodo Pop,,Vlatko Čavar,,Davor Gobac,,,,,Igor Paradiš,Mladen Ilić,,,,,,,,,,,,,,,,,2004.0-Plastic Fantastic,2004.0-Plastic Fantastic/2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,"Mix Spotova (Iste Stvari, Sve Je Propalo, Ramona)",,Tekućih 20,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Tekućih 20,2004.0-Tekućih 20
Psihomodo Pop,Psihomodo Pop,I'm Love With Gobac,3:30,Tekućih 20,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Tekućih 20,2004.0-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Crtani Filmovi / Stoj Na Glavi,2:37,Tekućih 20,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Tekućih 20,2004.0-Tekućih 20
Psihomodo Pop,Psihomodo Pop,Bože Čuvaj,2:47,Tekućih 20,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Tekućih 20,2004.0-Tekućih 20
Psihomodo Pop,Psihomodo Pop,CD 1,,The Ultimate Collection,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-The Ultimate Collection,2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Molim Vas Striček...,2:09,The Ultimate Collection,2007.0,Smiljan Paradiš,,,,,,,,,,,Davor Slamnig,Stjepka Kavurić,Ivan Piko Stančić,,,,,,,,,,,,,,2007.0-The Ultimate Collection,2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,CD 2,,The Ultimate Collection,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-The Ultimate Collection,2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Nema Nje,2:44,The Ultimate Collection,2007.0,Ivan Piko Stančić,,,,,,,,,,,Neven Kepeski,Davor Gobac,Ivan Piko Stančić,,,,,,,,,,,,,,2007.0-The Ultimate Collection,2007.0-The Ultimate Collection/2017.0-Live - Unpljugd 2 Gavella/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,I’m In Love With Gobac,2:48,The Ultimate Collection,2007.0,Ivan Piko Stančić,,,,,,,,,,,Smiljan Paradiš,Davor Slamnig,Ivan Piko Stančić,,,,,,,,,,,,,,2007.0-The Ultimate Collection,2007.0-The Ultimate Collection
Psihomodo Pop,Psihomodo Pop,Domovine Sin,3:58,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2020.0-Greatest Hits Collection
Psihomodo Pop,Psihomodo Pop,Požar,3:27,Jeee! Jeee! Jeee!,,,Tom Lilly,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
Psihomodo Pop,Psihomodo Pop,Totalno Sam Lud,2:49,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?/2017.0-Live - Unpljugd 2 Gavella
Psihomodo Pop,Psihomodo Pop,Cijeli Svijet Je Totalni Cirkus,3:21,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,Dil,4:17,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!
Psihomodo Pop,Psihomodo Pop,Raj,4:05,Jeee! Jeee! Jeee!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Jeee! Jeee! Jeee!,nan-Jeee! Jeee! Jeee!/2010.0-'Ste Dobro?/2010.0-'Ste Dobro?
