Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Written-By_discogs,Backing Vocals_discogs,Guitar_discogs,Music By_discogs,Rap_discogs,Lyrics By [Rap]_discogs,Programmed By_discogs,Recorded By_discogs,Mixed By_discogs,Arranged By [Backing Vocals]_discogs,Saxophone_discogs,Lyrics By_discogs,Producer_discogs,Remix_discogs,Arranged By_discogs,Keyboards_discogs,Drums [Def]_discogs,Piano_discogs,Engineer_discogs,Remix [Credited To]_discogs,Arranged By [Co-arranged]_discogs,Featuring_discogs,Arranged By [Additional]_discogs,Arranged By [Vocals]_discogs,Edited By [Vocals]_discogs,Bass_discogs,Percussion_discogs,Drums_discogs,Other [Sound Supervisor]_discogs,Mixed By [Assistant]_discogs,Edited By_discogs,Recorded By [Instruments]_discogs,Recorded By [Vocals]_discogs,Vocals [Duet]_discogs,Featuring [Vocals]_discogs,Acoustic Guitar_discogs,Double Bass_discogs,Mandolin_discogs,Arranged By [Brass]_discogs,Trumpet_discogs,Edited By [Drums]_discogs,Piano [Jazz]_discogs,Accordion_discogs,Mixed By [Vocals]_discogs,Organ [Hammond]_discogs,Recorded By [Hammond Organ]_discogs,Arranged By [Strings]_discogs,Drums [Asma Davul]_discogs,Other [Duduk]_discogs,Strings_discogs,Chorus_discogs,Orchestrated By [Brass]_discogs,Orchestrated By [Strings]_discogs,Cello_discogs,Violin_discogs,Mixed By [Instruments]_discogs,Supervised By [Sound]_discogs,Co-producer_discogs,Vocals [Guest]_discogs,Trombone_discogs,Harmonica_discogs,Guitar [Pedal Steel]_discogs,Synthesizer_discogs,Electric Guitar_discogs,Programmed By [Keyboards_discogs,Additional]_discogs,Bass Guitar_discogs,Engineer [Pre-production]_discogs,Album_year_title_discogs,All_albums_discogs
Nina Badrić,Nina Badrić,Woman In Love,4:17,Unique,,Robin Gibb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique
Nina Badrić,Nina Badrić,Ne Ostavljaj Me,4:14,Unique,,,,,,,,,,,,Igor Geržina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique/nan-Tko Si Ti
Nina Badrić,Nina Badrić,Na Kraj Svijeta,3:33,Unique,,,,Željko Banić Bane,,,,Ante Pecotić,,,,,,,,Ante Pecotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique/nan-Na Kraj Svijeta/nan-Collection/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Platinum Collection/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Poljubi Me /Live/,3:52,Unique,,,,,Boytronic (3),,,,,,,,Boytronic (3),,,Boytronic (3),,Ante Pecotić,Predrag Martinjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique
Nina Badrić,Nina Badrić,Više Me Nije Strah,3:36,Unique,,,,,,,,Ilan Kabiljo,,,,,,,,Ilan Kabiljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique
Nina Badrić,Nina Badrić,Po Dobru Ti Me Pamti,4:53,Unique,,,,Davor Devčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique/nan-Tko Si Ti
Nina Badrić,Nina Badrić,Kao U Snu,3:53,Unique,,,,Željko Banić Bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique/nan-Tko Si Ti
Nina Badrić,Nina Badrić,Woman In Love /Ice-Pick Mix/,4:17,Unique,,,,,,,,,,,,,,,Boytronic (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique
Nina Badrić,Nina Badrić,Po Dobru Ti Me Pamti /Instrumental/,4:53,Unique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unique,nan-Unique
Nina Badrić,Nina Badrić,Gimme Sunshine (Gold Coast Radio Mix),3:32,Gimme Sunshine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gimme Sunshine,nan-Gimme Sunshine
Nina Badrić,Nina Badrić,Gimme Sunshine (Radio Rio Mix),3:52,Gimme Sunshine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gimme Sunshine,nan-Gimme Sunshine
Nina Badrić,Nina Badrić,Gimme Sunshine (Nina Bonita Mix),3:37,Gimme Sunshine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gimme Sunshine,nan-Gimme Sunshine
Nina Badrić,Nina Badrić,Gimme Sunshine (Dub El Bandito Mix),3:27,Gimme Sunshine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gimme Sunshine,nan-Gimme Sunshine
Nina Badrić,Nina Badrić,Gimme Sunshine (Bandito Del Rio Mix),3:35,Gimme Sunshine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Gimme Sunshine,nan-Gimme Sunshine
Nina Badrić,Nina Badrić,On & On (N.B.M. Original Mix),4:35,On & On,,,,,,,,,,,,,,Nicolosi,N.B.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-On & On,nan-On & On
Nina Badrić,Nina Badrić,On & On (N.B.M. Extended Mix),4:42,On & On,,,,,,,,,,,,,,Nicolosi,N.B.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-On & On,nan-On & On
Nina Badrić,Nina Badrić,On & On (Exciting Radio Mix),3:48,On & On,,,,,,,,,,,,,,,Max Castrezzati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-On & On,nan-On & On
Nina Badrić,Nina Badrić,On & On (Exciting Extended Mix),5:24,On & On,,,,,,,,,,,,,,,Max Castrezzati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-On & On,nan-On & On
Nina Badrić,Nina Badrić,On & On (JB Sound Remix),4:40,On & On,,,,,,,,,,,,,,,JB Sound,,,,,,Juri Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-On & On,nan-On & On
Nina Badrić,Nina Badrić,Ako Kažeš Da Me Ne Voliš,4:23,Nina,,,,,Darko Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina/nan-Collection/nan-The Best Of Nina/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Platinum Collection/nan-Untitled/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Ostavljam Ti Sve,4:28,Nina,,,,,Darko Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina/nan-Collection/nan-The Best Of Nina/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Platinum Collection/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Sva Tebi Pripadam,3:56,Nina,,,,,Ivana Husar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,Nek Ti Bude Kao Meni,3:38,Nina,,,,,Nina Badrić,,,,,,,,,,,Baby Dooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina/nan-Collection/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Untitled/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Slobodna,3:43,Nina,,,,,Miro Lesić,,,,,,,,,,,Miro Lesić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Vječita Ljubav,4:06,Nina,,,,,Aleksandra Kovač,,,,,,,,Spomenka Kovač,,,,,,,,,Predrag Martinjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Igraj Se,3:36,Nina,,,,,Nina Badrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,Budi Mi Blizu,3:31,Nina,,,,,Nina Badrić,,,,,,,,,,,,,,,,,Miro Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,Zbog Tebe Živim,4:42,Nina,,,,,Ivana Husar,,,,,,,,Ivana Husar,,,,,,,,,Ivana Husar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,Lately I'm Missing You,4:34,Nina,,,,,Nina Badrić,,,,,,,,,,,,,,,,,,DJ 279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,Ostavljam Ti Sve (D'Knock & Fresh Vocal Dub Mix),4:11,Nina,,,,,Darko Juranović,,,,,,,,,,Fresh Jay,,,,,,,,,Fresh Jay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,Ako Kažeš Da Me Ne Voliš (Urbani Zvuk Remix),5:06,Nina,,,,,Darko Juranović,,,,,,,,,,Urbani Zvuk,,,,,,,,,Fresh Jay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nina,nan-Nina
Nina Badrić,Nina Badrić,I Am So Excited,3:43,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Nina Badrić,Nina Badrić,Vlak,4:08,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live/nan-07
Nina Badrić,Nina Badrić,Čarobno Jutro,2:54,Čarobno Jutro - Dora 2003,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Čarobno Jutro - Dora 2003,2003.0-Čarobno Jutro - Dora 2003/nan-Ljubav/2004.0-Moja Ljubav/nan-The Best Of Nina/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Untitled/2013.0-Komplet 4 CDa/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Za Dobre I Loše Dane,3:42,Ljubav,,,Nina Badrić,Ante Gelo,Nina Badrić,,,Darko Juranović,Miro Vidović,Davor Zagar,Ivana Husar,,Nina Badrić,Darko Juranović,,Darko Juranović,Darko Juranović,,,,,,,,Nina Badrić,Miro Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-The Best Of Nina/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Untitled
Nina Badrić,Nina Badrić,Čarobno Jutro (D'Knock & P'Eggy Club Remix),3:44,Ljubav,,,Nina Badrić,,Nina Badrić,,,Predrag Martinjak,Miro Vidović,Davor Zagar,Nina Badrić,,Sandra Sagena,Predrag Martinjak,Predrag Martinjak,Predrag Martinjak,Predrag Martinjak,,,,,,,,Nina Badrić,Miro Vidović,Robert Vrbančić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav
Nina Badrić,Nina Badrić,Sreću Duguješ Meni,4:13,Ljubav,,,Mirza Tetarić,,Nina Badrić,,,Darko Juranović,Miro Vidović,Davor Zagar,,,Nina Badrić,Darko Juranović,,Darko Juranović,Darko Juranović,,,,,,,,Nina Badrić,Miro Vidović,Robert Vrbančić,Darko Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-The Best Of Nina/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Moja Ljubav,4:47,Ljubav,,,Nina Badrić,Ante Gelo,Nina Badrić,,,D'Knock,Miro Vidović,Davor Zagar,,,Nina Badrić,,,Nina Badrić,Goran Kovačić (2),,,,,,,,Nina Badrić,Nina Badrić,Robert Vrbančić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/2004.0-Moja Ljubav/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Untitled/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Ti Ne Znaš Kako Je,4:40,Ljubav,,,Nina Badrić,Ante Gelo,Nina Badrić,,,,Miro Vidović,Miro Vidović,Ivana Husar,,Nina Badrić,Miro Vidović,,Ante Gelo,Zlatan Došlić,,,,,,,,Nina Badrić,Miro Vidović,,Marko Matošević,Marko Matošević,Ante Gelo,Darko Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/2004.0-Ti Ne Znaš Kako Je/nan-The Best Of Nina/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Untitled/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Ne Daj Mi Da Odem,4:26,Ljubav,,,Matea Bulek,,Ante Pecotić,,,Darko Juranović,Hrvoje Grčević,Hrvoje Grčević,,,Ante Pecotić,Darko Juranović,,Darko Juranović,Darko Juranović,,,,,,,,Nina Badrić,Hrvoje Grčević,Ante Pecotić,Kristijan Zorijan,,Darko Juranović,Darko Juranović,Darko Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-Collection/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Platinum Collection/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Neka Te Voli,3:30,Ljubav,,,Nina Badrić,Predrag Martinjak,Nina Badrić,,,Predrag Martinjak,Miro Vidović,Miro Lesić,,,Nina Badrić,Predrag Martinjak,,Nina Badrić,Predrag Martinjak,,,,,,,,,Nina Badrić,Predrag Martinjak,,,Predrag Martinjak,,Predrag Martinjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Untitled
Nina Badrić,Nina Badrić,Takvi Kao Ti,4:20,Ljubav,,,Baby Dooks,,Nina Badrić,,,Baby Dooks,Miro Vidović,Miro Vidović,,,Nina Badrić,Baby Dooks,,Baby Dooks,Baby Dooks,,,,,,,,Nina Badrić,Miro Vidović,Baby Dooks,,Baby Dooks,Baby Dooks,Baby Dooks,Baby Dooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/2004.0-Moja Ljubav/nan-The Best Of Nina/2005.0-Nina Live Dom Sportova 14/02/05 Zagreb/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Platinum Collection/nan-Untitled/2013.0-Komplet 4 CDa/2013.0-Komplet 4 CDa/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Što Da Ti Dam,3:46,Ljubav,,,Nina Badrić,Predrag Martinjak,Predrag Martinjak,,,Predrag Martinjak,Miro Vidović,Miro Lesić,,,Nina Badrić,Predrag Martinjak,,Predrag Martinjak,Predrag Martinjak,,,,,,,,Nina Badrić,Predrag Martinjak,Predrag Martinjak,,,,,Predrag Martinjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/2004.0-Što Da Ti Dam
Nina Badrić,Nina Badrić,Kosa,3:48,Ljubav,,,Mirza Tetarić,,Ante Pecotić,,,Daniel Troha,,Miro Vidović,,,Ante Pecotić,Daniel Troha,,Daniel Troha,Daniel Troha,,,,,,,,Nina Badrić,Nina Badrić,,Daniel Troha,,Daniel Troha,Daniel Troha,Daniel Troha,Daniel Troha,Miro Vidović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Za Dobre I Loše Dane (Gelo Live Edit),3:57,Ljubav,,,Nina Badrić,Ante Gelo,Nina Badrić,,,,,,Ivana Husar,,Nina Badrić,Miro Vidović,,Ante Gelo,Goran Kovačić (2),,,,,,,,Nina Badrić,Miro Vidović,Robert Vrbančić,Mario Matošević,Mario Matošević,Ante Gelo,Ante Gelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Kosa (Gelo Live Edit),5:10,Ljubav,,,,Ante Gelo,Ante Pecotić,,,,Miro Vidović,Miro Lesić,,,Ante Pecotić,Miro Vidović,,Ante Gelo,Zlatan Došlić,,,,,,,,Nina Badrić,Miro Vidović,Robert Vrbančić,Borna Šercar,Mario Matošević,,Ante Gelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav,nan-Ljubav/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Ja Sam Vlak (Duet Emilija Kokić),,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Collection,nan-Collection
Nina Badrić,Nina Badrić,Što Učinio Si Ti,,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Collection,nan-Collection
Nina Badrić,Nina Badrić,Pomiluj Ljubav Moju,,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Collection,nan-Collection
Nina Badrić,Nina Badrić,Women In Love,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Na Kraju Svijeta,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Take Me Higher,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Istina,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Poljubi Me (Live),,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Vise Me Nije Strah,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Jos I Sad,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Meni Bi Htio,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Samo Tvoja Sam Bila,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Odlazis Zauvijek,,Tko Si Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Tko Si Ti,nan-Tko Si Ti
Nina Badrić,Nina Badrić,Moja Ljubav ( Gelo Remake/Remix ),5:17,Ti Ne Znaš Kako Je,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Ti Ne Znaš Kako Je,2004.0-Ti Ne Znaš Kako Je
Nina Badrić,Nina Badrić,Ti Si Mene,4:09,The Best Of Nina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dino Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Nina,nan-The Best Of Nina/nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/nan-Najdraži... (Best Of 2003-2013)
Nina Badrić,Nina Badrić,Ja Sam Vlak,4:29,The Best Of Nina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Nina,nan-The Best Of Nina/nan-Platinum Collection/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Nek' Ti Bude Kao Meni,3:39,The Best Of Nina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Nina,nan-The Best Of Nina/nan-Platinum Collection
Nina Badrić,Nina Badrić,Takvi Kao Ti - Live,6:36,Takvi Kao Ti - Live,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Takvi Kao Ti - Live,2005.0-Takvi Kao Ti - Live
Nina Badrić,Nina Badrić,Takvi Kao Ti - Live (Edit),4:13,Takvi Kao Ti - Live,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Takvi Kao Ti - Live,2005.0-Takvi Kao Ti - Live
Nina Badrić,Nina Badrić,Još Uvijek Gorim Za Ljubav,3:50,Još Uvijek Gorim Za Ljubav,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Još Uvijek Gorim Za Ljubav,2005.0-Još Uvijek Gorim Za Ljubav
Nina Badrić,Nina Badrić,Utorak,4:54,Utorak,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Utorak,2005.0-Utorak
Nina Badrić,Nina Badrić,Stranac U Noći,4:21,Stranac U Noći,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Stranac U Noći,2005.0-Stranac U Noći
Nina Badrić,Nina Badrić,Poljubi Me,,Ljubav Za Ljubav,,,,,Ante Pecotić,,,,,,,,Ante Pecotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav/nan-Ljubav Za Ljubav/2013.0-Komplet 4 CDa
Nina Badrić,Nina Badrić,Intro,2:18,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Music Is The Power,4:11,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Credits,0:37,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Bonus Materijal,,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Foto Galerija - Za Dobre I Loše Dane (Instrumental),,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Making Of,,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
Nina Badrić,Nina Badrić,Kosa (Video),,Ljubav Za Ljubav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ljubav Za Ljubav,nan-Ljubav Za Ljubav
