Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Album_11_diskografija,Album_12_diskografija,Album_13_diskografija,Album_14_diskografija,Album_15_diskografija,Album_16_diskografija,Album_17_diskografija,Album_18_diskografija,Album_19_diskografija,Album_20_diskografija,Album_21_diskografija,Album_22_diskografija,Album_23_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
62,u5IcBEql_1_62,Oliver Dragojević,Oliver,"Hvala, duso moja",54177,"Ne pitaj me razlog tuzi, ne pitaj me
zasto srce nocas boli
zasto zbog tebe mre
ne pitaj me razlog tuzi, ne pitaj me
sklopi oci za me moli
sad kad ostavljam sve
 
Ref.
Ja odlazim, duso, a srce nije stina
ja odlazim, duso, i boli me daljina
zaboravit necu milovanja tvoja
hvala ti za srecu, hvala, duso moja

Ne pitaj me razlog tuzi, ne pitaj me
samo tebe srce voli
samo zbog tebe mre
ne pitaj me razlog tuzi, ne pitaj me
utjesi me sad u boli
sad kad ostavljam sve

Ref.","https://tekstovi.net/2,186,9171.html",,Hvala Duso Moja,Thank you my dearest.,,"Ne pitaj me razlog tuzi, ne pitaj me
Zašto srce noćas boli, zašto zbog tebe mre
Ne pitaj me razlog tuzi, ne pitaj me
sklopi oči, za me moli, sad kad ostavljam sve. Ja odlazim dušo a srce nije stina
Ja odlazim dušo i boli me daljina
Zaboravit neću milovanja tvoja
Hvala ti za sreću, hvala dušo moja. Ne pitaj me razlog tuzi, ne pitaj me
Samo tebe srce voli, samo zbog tebe mre
Ne pitaj me razlog tuzi, ne pitaj me
Utješi me sad u boli, sad kad ostavljam sve","Dont ask me the reason for my sadness, dont ask me
Why does my heart ache tonight, why because of you its dying
Dont ask me the reason for my sadness, dont ask me
Close your eyes, pray for me, now that Im leaving everything. Im going my dearest, but the heart isnt the truth
Im going my dearest and the distance hurts me
I will never forget your tenderness
Thank you for your happiness, thank you my dearest. Dont ask me the reason for my sadness, dont ask me
Only you my heart loves, only for you it dies
Dont ask me the reason for my sadness, dont ask me
Encourage me now in this ache, now that Im leaving everything.",https://lyricstranslate.com/en/hvala-duso-moja-thank-you-my-dearest.html,['Zdenko Runjić'],['Zdenko Runjić'],['Stipica Kalogjera'],['Oliver'],1987 - Oliver,1989 - Oliver u HNK - uživo,https://diskografija.com/pjesma/hvala-duso-moja-933.htm,Hvala dušo moja,1998 - Štorija 2,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,,,,"Ne pitaj me razlog tuzi, ne pitaj me
Zašto srce noćas boli, zašto zbog tebe mre
Ne pitaj me razlog tuzi, ne pitaj me
Sklopi oči, za me moli, sad kad ostavljam sve

Ja odlazim dušo a srce nije stina
Ja odlazim dušo i boli me daljina
Zaboravit neću milovanja tvoja
Hvala ti za sreću, hvala dušo moja

Ne pitaj me razlog tuzi, ne pitaj me
Samo tebe srce voli, samo zbog tebe mre
Ne pitaj me razlog tuzi, ne pitaj me
Utješi me sad u boli, sad kad ostavljam sve",Hvala dušo moja,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/hvala-duso-moja.html,Oliver Dragojević,"Hvala, Dušo Moja",4:04,Oliver 1,2006.0,,,,2006.0-Oliver 1/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 2
63,u5IcBEql_1_63,Oliver Dragojević,Oliver,Imala je lijepu rupicu na bradi,76696,"Nije bila osobito lijepa
ali nije bila kao druge
pa je ljubav, kao uvijek slijepa
zbog nje razne prelazila pruge

Nije bila osobito moja
ovo malo dovoljno mi znaci
ta je bila drugacijeg soja
grizuci se mi smo bili jaci
 
Ref.
Imala je lijepu rupicu na bradi
znala je da grebe, znala je da gladi
imala je lijepu rupicu na bradi
drhtali smo slozno smeteni i mladi

Imala je lijepu rupicu na bradi
znala je da prede, znala da se svadi
imala je lijepu rupicu na bradi
rupicu na bradi

Nije bila osobito luda
ali ja sam dizao taj prosjek
cinio sam zbog nje razna cuda
milovao i prije i poslije

Nije bila osobito njezna
ljutila se u nekakve sate
ali mi je bila neizbjezna
u te sate sto u glavu mlate

Ref.","https://tekstovi.net/2,186,9172.html",,Imala je lijepu rupicu na bradi,She had a nice cleft chin,,"Nije bila osobito lijepa
1
ali nije bila kao druge
pa je ljubav, kao uvijek slijepa
zbog nje razne prelazila pruge. Nije bila osobito moja
ovo malo dovoljno mi znači
ta je bila drugačijeg soja
grizući se mi smo bili jači. Imala je lijepu rupicu na bradi
znala je da grebe, znala je da gladi
imala je lijepu rupicu na bradi
drhtali smo složno smeteni i mladi. Imala je lijepu rupicu na bradi
znala je da prede, znala da se svadi
imala je lijepu rupicu na bradi
rupicu na bradi. Nije bila osobito luda
ali ja sam dizao taj prosjek
činio sam zbog nje razna čuda
milovao i prije i poslije. Nije bila osobito nježna
ljutila se u nekakve sate
ali mi je bila neizbježna
u te sate sto u glavu mlate","She wasn't especially pretty
but she wasn't like the others.
So love, apparently always blind,
because of her crossed many railroads.. She wasn't especially mine
This ""little bit"" means enough to me.
She was a different kind.
Biting ourselves, we were stronger.. She had a nice cleft chin
She knew how to scrape, she knew how to caress
She had a nice cleft chin
we shivered together, perplexed and young.. She had a nice cleft chin
she knew how to purr, she knew how to quarrel
she had a nice cleft chin
cleft chin. She wasn't particularly crazy
but I raised that average
For her, I did many miracles
Caressed both before and after. She wasnt especially gentle
She got angry sometimes
But to me, she was inevitable
At those times, that kicked me in the head.",https://lyricstranslate.com/en/imala-je-lijepu-rupicu-na-bradi-she-had-nice-cleft-chin.html,['Zdenko Runjić'],['Momčilo Popadić'],,['Oliver'],1985 - Svoju zvizdu slidin,1998 - Štorija 5,https://diskografija.com/pjesma/imala-je-lijepu-rupicu-na-bradi-921.htm,Imala je lijepu rupicu na bradi,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,,,,,"Nije bila osobito lijepa
Ali nije bila kao druge
Pa je ljubav kao uvijek slijepa
Zbog nje razne prelazila pruge

Nije bila osobito moja
Ovo malo dovoljno mi znači
Ta je bila drugačijeg soja
Grizući se mi smo bili jači

Imala je lijepu rupicu na bradi
Znala je da grebe, znala je da gladi
Imala je lijepu rupicu na bradi
Drhtali smo složno, smeteni i mladi
Imala je lijepu rupicu na bradi
Znala je da prede, znala da se svadi
Imala je lijepu rupicu na bradi
Rupicu na bradi

Nije bila osobito luda
Ali ja sam dizao taj prosjek
Činio sam zbog nje razna čuda
Milovao i prije i poslije

Nije bila osobito nježna
Ljutila se u nekakve sate
Ali mi je bila neizbježna
U te sate što u glavu mlate",Imala je lijepu rupicu na bradi,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/imala-je-lijepu-rupicu-na-bradi.html,Oliver Dragojević,Imala Je Lijepu Rupicu Na Bradi,3:20,Oliver 10 - Svoju Zvizdu Slidin,,Momčilo J. Popadić,Zdenko Runjić,,nan-Oliver 10 - Svoju Zvizdu Slidin/nan-100/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama
64,u5IcBEql_1_64,Oliver Dragojević,Oliver,Infisa san u te,37092,"Infisa san u te
 nemoj mi zamirit'
jos od mali nogu
rado san te vida

Mislija san
 vrime sve ce to prominit
ma ca te manje zelim
vise mi se svidjas
 
Parti san na skule
svit san tija vidit
ti si stala doma
i uz mater resla

Mislija san na te
 nemoj mi zamirit'
dok me vitar kleja 
i samoca tresla

Jubavi, jubavi
 vrag ti odni tilo
srica i nesrica
 sve je tvoje dilo

Jubavi, jubavi
 vrag ti odni kosti
ca si ucinila
 od moje mladosti

Infisa san u te
 nemoj mi zamirit'
bila si mi draga
sad si mi jos draza

Evo san ariva
 tija bi se smirit'
prosle su me lune
 skitnje i kuraza

Ali vec s vapora
jemam ca i vidit
prosla si ka vitar
s diteton uz skute

Osta san inkantan 
jer te nesmin slidit
a jos uvik ludo 
infisa san u te

Jubavi, jubavi
 vrag ti odni sime
sve si mi uzela
 ostavila brime

Jubavi, jubavi
 vrag ti odni kosti
ca si ucinila
 od moje mladosti","https://tekstovi.net/2,186,9198.html",,Infiša san u te,I Fell in Love With You,,"Infiša san u te, nemoj mi zamirit
1
Još od malih nogu rado san te viđa
Mislija san vrime sve će to prominit
Ma ča manje želin, više mi se sviđaš.. Parti san na skule, svit san tija vidit
Ti si stala doma i uz mater resla
Mislija san na te, nemoj mi zamirit
Dok me vitar kleja i samoća tresla.. Jubavi, jubavi, vrag ti odni tilo
Srića i nesrića, sve je tvoje dilo
Jubavi, jubavi, vrag ti odni kosti
Ča si učinila od moje mladosti.. Infiša san u te, nemoj mi zamirit
bila si mi draga, sad si mi još draža
Evo san ariva, tija bi se smirit
Prošle su me lude skitnje i kuraža. Ali već s vapora jeman ča i vidit
Prošla si ka vitar s diteton uz skute
Osta san inkantan jer te ne smin slidit
A još uvik ludo infišan san u te.. Jubavi, jubavi, vrag ti odni sime
Sve si mi uzela, ostavila ime
Jubavi, jubavi, vrag ti odni kosti
Ča si učinila od moje mladosti.","I fell in love with you, don't mind me for that,
Ever since I was a kid I was always anxious to see you
I thought it would change over time
But the more I tried not to want you the more I seemed to like you!. I went to study elsewhere, to see the world,
You stayed behind with your mother, growing up,
I thought about you, don't get me wrong,
When cursed by the wind and shaking from loneliness. Love, love, may devil take away your body,
Fortune and misfortune - it's all your doing,
Love, love, may devil take away your bones,
What have you done with my youth?. I fell in love with you, don't mind me for that,
I used to like you and now I like you even more!
See, I'm back now, I'd like to settle down,
I'm through with my whims, rambles and ventures!. But even from the steamboat I could see you
sweeping past like the wind, with a child clinging to your skirts
I remained bewildered as I couldn't follow you
Yet I'm still madly in love with you!. Love, love, may devil take away your seed,
You took me everything, leaving only a burden,
Love, love, may devil take away your bones,
What have you done with my youth?",https://lyricstranslate.com/en/infi%C5%A1a-san-u-te-i-fell-love-you.html,['Zdenko Runjić'],['Jakša Fiamengo'],['Dečo Žgur'],['Oliver'],"1981 - Jubavi, jubavi","1984 - Vječne melodije - Šuki
Aranžman: Dušan Šarac",https://diskografija.com/pjesma/infisa-san-u-te-897.htm,Infiša san u te,1989 - Oliver u HNK - uživo,1998 - Štorija 1,2006 - The platinum collection,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,,"Infiša san u te, nemoj mi zamirit
Još od malih nogu rado san te vida
Mislija san, vrime sve će to prominit
Ma ča manje želin više mi se sviđaš

Parti san na škule svit san tija vidit
Ti si stala doma i uz mater resla
Mislija san na te nemoj mi zamirit
Dok me vitar plea a samoća tresla

Jubavi, jubavi vrag ti odni tilo
Srića i nesrića, sve je tvoje dilo
Jubavi, jubavi vrag ti odni kosti
Ča si učinila od moje mladosti

Infiša san u te nemoj mi zamirit
Bila si mi draga sad si mi još draža
Evo, san ariva tija bi se smirit
Prošle su me lune skitnje i kuraže

Ali već s vapora jeman ča i vidit
Prošla si ka vitar s diteton uz skute
Osta san inkantan jer te ne smin slidit
A još uvik ludo infiša san u te",Infiša san u te,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/infisa-san-u-te.html,Oliver Dragojević,Infiša San U Te,,Oliver U HNK  ( Solistički Koncert ),,,,,nan-Oliver U HNK  ( Solistički Koncert )/nan-100/2006.0-The Platinum Collection/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2013.0-100 Originalnih Pjesama/2020.0-Original Album Collection – Oliver Live
65,u5IcBEql_1_65,Oliver Dragojević,Oliver,Ispod sunca zlatnoga,84958,"Ispod sunca zlatnoga 
blista riva najlipsa
na planeti malena
al' u srcu najveca
puna dusa radosti 
kad ti sapnem ime
grade moj
 
Dok te maze oblaci
i kad ti bura zazvizdi
isto takajes mi 
sve niti s tobom spletene
puna dusa jubavi 
kad ti sapnem ime
Splite moj

Ref.
Zauvik si tu 
u mojim mislima i grudima
dok kroz plac i smij
lipotu poklanjas svim judima

Kad bi svako jubi te 
samo pola od mene
tvoja lipost kamena 
jos bi jace zasjala
puna usta jubavi 
kad ti sapnem ime
Splite moj

Ref.

Dok te truju sile zla
znaj da cuvat cu te ja 
i slicni meni
moja jubav bit ces ti
nasa jubav bit ce stit
samo kreni, rasti i cvitaj 

Ref.","https://tekstovi.net/2,186,9199.html",,Ispod sunca zlatnoga,Under the golden sun,,"Ispod sunca zlatnoga blista riva najlipša
Na planeti malena, al' u srcu najveća
Puna duša radosti kad ti šapnem
Grade moj. Dok te maze oblaci, i kad ti bura zazviždi
Isto takaješ mi sve niti s tobom spletene
Puna duša jubavi kad ti šapnem ime
Splite moj.. Zauvik si tu u mojim mislima i grudima
Dok kroz plač i smij
Lipotu poklanjaš svim ljudima. Kad bi svako jubi te samo pola od mene
Tvoja lipost kamena još bi jače zasjala
Puna justa jubavi kad ti šapnem ime
Splite moj. Zauvik si tu u mojim mislima i grudima
Dok kroz plač i smij
Lipotu poklanjaš svim ljudima. Dok te truju sile zla
Znaj da čuvat ću te ja i slični meni
Moja ljubav bit će štit, naša ljubav bit će cvit
Samo kreni, rasti i cvitaj","Under the golden sun the most beautiful waterfront is shining.
On the planet small, but in the heart the biggest.
Soul full of joy when I whisper to you.
My city.. While the clouds caress you and wind whistles.
You also ?? all threads plaited with you.
My soul is full of love when I whisper your name.
My Split.. You are forever there in my thoughts and chest.
While through cry and laugh.
You're giving beauty to all people.. If everyone loved you even as half as I do.
The beauty of your stones would shine even more.
Full mouth of love when I whisper your name.
My Split.. You are forever there in my thoughts and chest.
While through cry and laugh.
You're giving beauty to all people.. While the forces of evil are poisoning you.
You should know that I and people like me will keep you.
My love will be the shield, our love will be the flower.
Just go, grow and bloom",https://lyricstranslate.com/en/ispod-sunca-zlatnoga-under-golden-sun.html,['Miroslav Stanić Jimmy'],['Miroslav Stanić Jimmy'],,['Oliver'],1997 - Duša mi je more,2005 - Da te mogu pismom zvati - Libar III,https://diskografija.com/pjesma/ispod-sunca-zlatnoga-1009.htm,Ispod sunca zlatnoga,2005 - Sve najbolje - Klapa Cambi,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,,,,"Ispod sunca zlatnoga blista riva najlipša
Na planeti malena, al' u srcu najveća
Puna duša radosti kad ti šapnem
Grade moj

Dok te maze oblaci, i kad ti bura zazviždi
Isto takaješ mi sve niti s tobom spletene
Puna duša jubavi kad ti šapnem ime
Splite moj.

Zauvik si tu u mojim mislima i grudima
Dok kroz plač i smij
Lipotu poklanjaš svim ljudima

Kad bi svako jubi te samo pola od mene
Tvoja lipost kamena još bi jače zasjala
Puna justa jubavi kad ti šapnem ime
Splite moj

Zauvik si tu u mojim mislima i grudima
Dok kroz plač i smij
Lipotu poklanjaš svim ljudima

Dok te truju sile zla
Znaj da čuvat ću te ja i slični meni
Moja ljubav bit će štit, naša ljubav bit će cvit
Samo kreni, rasti i cvitaj",Ispod sunca zlatnoga,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/ispod-sunca-zlatnoga.html,Oliver Dragojević,Ispod Sunca Zlatnoga,4:07,Duša Mi Je More,,,,,nan-Duša Mi Je More/1999.0-Balade/2006.0-Oliver 2/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 2
66,u5IcBEql_1_66,Oliver Dragojević,Oliver,Isto nas more pere (feat. Alen Slavica),633,"I kamen bi proplaka'
ca ucinila si o' mene
u srce me dotakla
ja ne licin na sebe

Kad san sve suze isplaka'
sam san sebi reka' ja
ma, ca mi sve to vridi
ionako sve nas isto ceka
 
Ref. 2x
Isto nas more pere
isti vali nose
dok nas isto nebo gleda
zivin zivot kako triba

Isto nas more pere
isti vali nose
dok nas isto sunce grije
sva lipota u dusi nije

Ref.","https://tekstovi.net/2,186,63664.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,u5IcBEql_1_67,Oliver Dragojević,Oliver,Ja te ljubim,53200,"More dise na tvojoj usni
noc sa sedam vela
polako skidam pjesme tvoja tjela
a svaki novi dodir pjesme pisem

Vjetar spava
svu dugu noc je tvoje kose pleo
polako zora skida svaki veo
na svaki dodir drhtis kao trava
 
Ref.
Ja te ljubim
u toj glazbi sto je donose vali
ja te ljubim
u toj noci koja tijela nam vali

Ja te ljubim
ti si prvo sunce svitanja rana
da te nema, nebi bilo za me
noci i dana

More dise na tvojoj usni
trag se noci gubi
ali ipak sapces jos me malo ljubi
pa makar bilo sad i nikad vise

Ref.","https://tekstovi.net/2,186,15581.html",,,,,,,,['Zdenko Runjić'],['Drago Britvić'],,['Oliver'],1985 - Svoju zvizdu slidin,"1991 - Sretno ti bilo anđele - Matko Jelavić
Aranžman: Mato Došen",https://diskografija.com/pjesma/ja-te-ljubim-926.htm,Ja te ljubim,1992 - 25 uspjeha mix - Matko Jelavić,,,,,,,,,,,,,,,,,,,,,"More diše na tvojoj usni noć
sa sedam vela
polako skidam pjesme tvoja tjela
a svaki novi dodir pjesme pišem

vjetar spava

svu dugu noć je tvoje kose pleo
polako zora skida svaki veo
na svaki dodir drhtiš kao trava

ja te ljubim
u toj glazbi što je donose vali
ja te ljubim
u toj noći koja tijela nam vali
ja te ljubim
ti si prvo sunce svitanja rana
da te nema, nebi bilo za mene noći i dana

more diše na tvojoj usni trag se noći gubi
ali ipak šapćeš još me malo ljubi
pa makar bilo sad i nikad više

ja te ljubim
u toj glazbi što je donose vali
ja te ljubim
u toj noći koja tijela nam vali
ja te ljubim
ti si prvo sunce svitanja rana
da te nema, nebi bilo za mene noći i dana",Ja te ljubim,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/ja-te-ljubim.html,Oliver Dragojević,Ja Te Ljubim,3:00,Oliver 10 - Svoju Zvizdu Slidin,,Dragutin Britvić,Zdenko Runjić,,nan-Oliver 10 - Svoju Zvizdu Slidin/2006.0-Oliver 1
68,u5IcBEql_1_68,Oliver Dragojević,Oliver,Je l' mi sudjeno,3141,"Na kori cu bora, na pijesku
na vodi, ime njeno pisati
ako pustis da njena jubav me vodi
nece se izbrisati

Na provi ce broda
sto kroz vrime jedri 
ime njeno svijetliti
u dah cu je, vjetar, u prah
i dan vedri zauvijek zakljucati
 
Ref.
Ti, sto nase konce vuces, sto si vjecna istina
daj mi njenog srca kljuce i reci je l' mi sudjena
daj mi njenog srca kljuce i reci je l' mi sudjena

Ref.

I reci je l' mi sudjena","https://tekstovi.net/2,186,58790.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Dragojević,Jel' Mi Suđeno,3:21,Tišina Mora,,Jakša Fiamengo,Tedi Spalato,,nan-Tišina Mora
69,u5IcBEql_1_69,Oliver Dragojević,Oliver,Jedan od mnogih,75067,"Ti, sudbino moja prokleta
meni si bila maceha
dusu si moju slomila
sudbino, sudbino, sudbino prokleta

Nikad me nisi mazila
uvijek si druge pazila
dusu si moju gazila
sudbino, sudbino, sudbino prokleta
 
Ref.
Jer ja sam jedan od mnogih
sam pod zvijezdama
jedan od mnogih sam do ocaja
ljubavi zedan tezak nosim ja kriz
jedan od mnogih sto koracaju
rukom u ruci plavom beskraju
jedan od mnogih koje razdire bol","https://tekstovi.net/2,186,9200.html",,Jedan od mnogih,One of many,Svirajte Nocas Za Moju Dusu (1988),"Ti, sudbino moja prokleta
1
meni si bila maćeha
dušu si moju slomila
sudbino, sudbino, sudbino prokleta
Nikad me nisi mazila
uvijek si druge pazila
dušu si moju gazila,
sudbino, sudbino, sudbino prokleta. Jer ja sam jedan od mnogih
sam pod zvijezdama,
jedan od mnogih
sam do očaja,
ljubavi žedan
težak nosim ja križ. Jedan od mnogih
sto koračaju
rukom u ruci
plavom beskraju
jedan od mnogih
koje razdire bol. Ti, sudbino moja prokleta.... Jer ja sam jedan od mnogih...","You, my damned fate
You were a stepmother to me
You crushed my soul
My fate, my fate, my damned fate
You never favored me
Always watched out for others
Kept stomping on my soul
My fate, my fate, my damned fate. Because I am one of the many
Who're alone under the stars
One of the many,
Who're alone with despair,
Thirsty with love
A heavy cross I carry. One of the many,
who are roaming
a hand in another,
towards the blue moon
One of the many,
whose pain is tearing them apart. You, my damned fate... Because I am one of the many..",https://lyricstranslate.com/en/jedan-od-mnogih-one-many.html,['Zdenko Runjić'],['Zdenko Runjić'],['Stipica Kalogjera'],['Oliver'],1988 - Svirajte noćas za moju dušu,1998 - Štorija 4,https://diskografija.com/pjesma/jedan-od-mnogih-956.htm,Jedan od mnogih,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,,,,,"Ti, sudbino moja prokleta
Meni si bila maćeha
Dušu si moju slomila
Sudbino, sudbino, sudbino prokleta.

Nikad me nisi mazila
Uvjek si druge pazila
Dušu si moju gazila
Sudbino, sudbino, sudbino prokleta.

Jer ja sam jedan od mnogih
Sam pod zvijezdama
Jedan od mnogih sam do očaja
Ljubavi žedan težak nosim ja križ.

Jeadn od mnogih što koračaju
Rukom u ruci plavom beskraju
Jedan od mnogih koje razdire bol.",Jedan od mnogih,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/jedan-od-mnogih.html,Oliver Dragojević,Jedan Od Mnogih,3:30,Svirajte Noćas Za Moju Dušu,,,,,nan-Svirajte Noćas Za Moju Dušu/nan-Sećanja 1 /nan-100/2006.0-Oliver 1/2010.0-Antologija 1975 - 2010/2013.0-100 Originalnih Pjesama
70,u5IcBEql_1_70,Oliver Dragojević,Oliver,Jedina,123018,"Ti si jedina i samo tebe srce zna
ti si jedina kraj tebe ja se budim
ti si jedina bez tebe dusa nema sna
ti si jedina i samo tebe zudim
ti si jedina i samo tebe ljubim

Ref.
Ti si jedina u narucju mom 
ti si jedina ti krasis nas dom
ti si jedina u narucju mom
ti si jedina u zivotu mom
 
Ti si jedina i samo tebe srce zna 
ti si jedina kraj tebe ja se budim 
ti si jedina bez tebe dusa nema sna 
ti si jedina i samo tebe zudim
ti si jedina i samo tebe ljubim

Ref. 2x","https://tekstovi.net/2,186,6604.html",,Jedina,Only One,,"Jedina
1. Ti si jedina i samo tebe srce zna
ti si jedina kraj tebe ja se budim
ti si jedina bez tebe duša nema sna
ti si jedina i samo tebe žudim
ti si jedina i samo tebe ljubim.. Ti si jedina u naručju mom
ti si jedina ti krasiš naš dom.
Ti si jedina u naručju mom
ti si jedina u životu mom,
u životu mom.. Ti si jedina i samo tebe srce zna
ti si jedina kraj tebe ja se budim
ti si jedina bez tebe duša nema sna
ti si jedina i samo tebe žudim
ti si jedina i samo tebe ljubim.","Only one.... You're the only one and [my] heart knows only you
You're the only one, I awaken next to you
You're the only one, without you my soul finds no repose
You're the only one and I desire only you
You're the only one and I love only you. You're the only one in my embrace
You're the only one, you adorn our home.
You're the only one in my embrace
You're the only one in my life,
In my life.. You're the only one and [my] heart knows only you
You're the only one, I awaken next to you
You're the only one, without you my soul finds no repose
You're the only one and I desire only you
You're the only one and I love only you",https://lyricstranslate.com/en/jedina-only-one.html-6,['Zdenko Runjić'],,,['Oliver'],1991 - Jedina,1998 - Štorija 4,https://diskografija.com/pjesma/jedina-965.htm,Jedina,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,,,,,"Ti si jedina i samo tebe srce zna
ti si jedina kraj tebe ja se budim
ti si jedina bez tebe duša nema sna
ti si jedina i samo tebe žudim
ti si jedina i samo tebe ljubim.

Ti si jedina u naručju mom
ti si jedina ti krasiš naš dom.
Ti si jedina u naručju mom
ti si jedina u životu mom,
u životu mom.

Ti si jedina i samo tebe srce zna
ti si jedina kraj tebe ja se budim
ti si jedina bez tebe duša nema sna
ti si jedina i samo tebe žudim
ti si jedina i samo tebe ljubim.",Jedina,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/jedina.html,Oliver Dragojević,Jedina,3:33,Jedina,,Eva Silas,Zdenko Runjić,,nan-Jedina/nan-100/2004.0-Teško Mi Je Putovati/2006.0-Oliver 1/2006.0-Oliver 1/2013.0-100 Originalnih Pjesama
71,u5IcBEql_1_71,Oliver Dragojević,Oliver,"Jesen stize, dunjo moja",3103,"Jesen stize, dunjo moja
ne mirise vise cvice
zumbul, lale, jorgovani

Jesen stize, dunjo moja
ne mirise vise cvice
zumbul, lale, ljubicice
 
Ref.
A i ti me iznevjeri
dunjo moja
otisla si
slavuj suti, lisce zuti

Sa sjetnih grana lisce pade
s njime ode moja ljubav
moja mladost, moje nade

Ref.

Sad i ne znas kol'ko patin
kad se sitin jorgovana
ljubicica i jasmina","https://tekstovi.net/2,186,60370.html",,"Jesen stiže, dunjo moja",Jesen dtize dunjo moja,,"Jesen stiže, dunjo moja
1
Ne miriše više cviće
zumbul, lale, jorgovani. Jesen stiže, dunjo moja
Ne miriše više cviće
zumbul, lale, ljubičice. A i ti me iznevjeri, dunjo moja
Otišla si, slavuj šuti, lišće žuti. S cvjetnih grana, lišće pade
S njime ode moja ljubav
Moja mladost, moje nade. Sad i ne znaš kol'ko patim
Kad se sitin jorgovana, ljubičica i jasmina
Kad se sitin jorgovana, zumbul, lala i jasmina","the autumn is arriving my quince
the flowers don't smell anymore
hyacinths, tulips, lilacs. the autumn is arriving my quince
the flowers don't smell anymore
hyacinths, tulips, violas. and you betray me aswell my quince
you're gone, the nightingale is mute, the leaves become yellow. from the flowery branches the leaves are falling
with it my love leaves
my youth, my hopes. now you don't know how much i suffer
when i remember the lilacs, violas, jasmines
when i remember the lilacs, hyacinths, tulips and jasmines",https://lyricstranslate.com/en/Jesen-dtize-dunjo-moja-Jesen-dtize-dunjo-moja.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jesen stiže dunjo moja
Ne miriše više cviće
Zumbul, lale, jorgovani.

Jesen stiže dunjo moja
Ne miriše više cviće
Zumbul, lale, ljubičice.

A i ti me iznevjeri
Dunjo moja, otišla si
Slavuj šuti, lišće žuti.

Jesen stiže, dunjo moja
Ne miriše više cviće
Zumbul lale jorgovani.

S cvjetnih grana, lišće pade
S njime ode moja ljubav
Moja mladost, moje nade.

S cvjetnih grana, lišće pade
S njime ode moja ljubav
Moja mladost, moje nade.

A i ti me iznevjeri
Dunjo moja, otišla si
Slavuj šuti, lišće žuti.

Sad i ne znaš kolko patim
Kad se sitim jorgovana
Ljubičica i jasmina
Kad se sitim jorgovana
Zumbul lala i jasmina.",Jesen stiže Dunjo moja,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/jesen-stize-dunjo-moja.html,Oliver Dragojević,Jesen Stiže Dunjo Moja,4:03,The Platinum Collection,2006.0,,,,2006.0-The Platinum Collection/2013.0-100 Originalnih Pjesama
