Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Album_11_diskografija,Album_12_diskografija,Album_13_diskografija,Album_14_diskografija,Album_15_diskografija,Album_16_diskografija,Album_17_diskografija,Album_18_diskografija,Album_19_diskografija,Album_20_diskografija,Album_21_diskografija,Album_22_diskografija,Album_23_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
139,u5IcBEql_1_139,Oliver Dragojević,Oliver,Nek se sete,4057,"Culi su od oca
videli od brata
pravili su puške 
igrali se rata

Zamagli se nebo
nad decom u travi
puce prava puska
i rat poce pravi
 
Da ostanu deca
kada rat su sreli
nisu vise mogli
ili nisu hteli

Prava puska puca
pravi oganj zeze
pobegla bi deca
al' ljudi ne beze

Ref. 2x
Nek nas sete ove slike
na tu decu, na te djake
sto su mali, mali za vojnike 
a veliki za junake

Crna mracna sila
u susret im krece
plakala bi deca
al' vojnici nece

Dok su bili djaci
sto sta nisu znali
na ispitu ovom 
mnogi su i pali

Ref. 2x","https://tekstovi.net/2,186,52947.html",,Nek nas sete,May they remind us,,"Čuli su od oca
videli od brata
pravili su puške
igrali se rata. Zamagli se nebo
nad decom u travi
puče prava puška
i rat poče pravi. Da ostanu deca
kada rat su sreli
nisu više mogli
ili nisu hteli. Prava puška puca
pravi oganj žeže
pobegla bi deca
al’ ljudi ne beže. Nek nas sete ove slike
na tu decu, na te đake
što su mali, mali za vojnike
a veliki za junake. Crna mračna sila
u susret im kreće
plakala bi deca
al’ vojnici neće. Dok su bili đaci
što šta nisu znali
na ispitu ovom
mnogi su i pali","They heard from their father
They saw from their brother
They made rifles
Played war. The sky dims
Above children that are in the grass
A real rifle shot
And a real war started. To remain children
When they faced war
They couldn't anymore
Or didn't want to. The real rifle shoots
The real hearthstone crackles
The children would run away
But people don't run away. May these pictures remind us
Of those children, of those schoolchildren
That are small, small to be soldiers
But big for heros. Dark black power
Is coming at them
The children would run away
But soldiers don't run away. When they were students
They didn't know various things
On this test
Many failed [/fell]",https://lyricstranslate.com/en/nek-nas-sete-may-they-remind-us.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,u5IcBEql_1_140,Oliver Dragojević,Oliver,Neka se drugi raduju,70458,"Za mrvu ljubavi
nismo svi rodjeni
brodovi srece odlaze
odlaze da se ne vrate

Ref.
Neka se drugi raduju
neka me nocas ne oplakuju
jer cemu zivot, cemu sve
kad srece nema za mene
jos jedna evo pada noc
mladosti moja, zbogom, moram poc
visoko medju zvijezdama
da nadjem mir, da nadjem sna
gdje ljubav moja pociva

Za mrvu ljubavi
nismo svi rodjeni
godine srecu odnose
odnose al je ne vrate

Ref.

Neka se drugi raduju
neka me nocas ne oplakuju
visoko medju zvijezdama
da nadjem mir, da nadjem sna
gdje ljubav moja pociva

Gdje ljubav moja pociva
(2x)","https://tekstovi.net/2,186,9783.html",,Neka se drugi raduju,Let others rejoice,,"Za mrvu ljubavi
1
nismo svi rođeni
brodovi sreće odlaze,
odlaze da se ne vrate. Neka se drugi raduju
neka me noćas ne oplakuju
jer čemu život, čemu sve
kad sreće nema za mene
Još jedna evo pada noć
mladosti moja, zbogom, moram poć'
visoko među zvijezdama
da nađem mir, da nađem sna
gdje ljubav moja počiva. Za mrvu ljubavi
nismo svi rođeni
godine sreću odnose
odnose al' je ne vrate. Neka se drugi raduju...","We are not all destined
for a crumb of love
ships of happiness sail
sail never to return. Let others rejoice
don't let them cry over me tonight
because what is the purpose of love, of anything
when there is no happiness for me
As another night falls
my youth, goodbye I have to go
High up between the stars
to find my peace, to get some sleep
there where my love is resting. We were not all born
for a crumb of love
the years take away the happiness
take it away never to return. Let others rejoice.",https://lyricstranslate.com/en/neka-se-drugi-raduju-let-others-rejoice.html,['Tonči Huljić'],['Bratislav Zlatanović'],['Stipica Kalogjera'],['Oliver'],1991 - Jedina,1994 - Sve najbolje,https://diskografija.com/pjesma/neka-se-drugi-raduju-971.htm,Neka se drugi raduju,1996 - Oliver u Lisinskom - uživo,2001 - Oliver u Areni - uživo,2006 - The platinum collection,2007 - Da te mogu pismom zvati - Libar IX,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,,"Za mrvu ljubavi
Nismo svi rođeni,
Brodovi sreće odlaze
Odlaze da se ne vrate.

Neka se drugi raduju
Neka me noćas ne oplakuju,
Jer čemu život, čemu sve
Kad sreće nema za mene.

Još jedna, evo, pada noć
Mladosti moja, zbogom moram poć
Visoko među zvijezdama
Da nađem mir, da nađem sna
Gdje ljubav moja počiva!

Za mrvu ljubavi
Nismo svi rođeni,
Godine sreću odnose
Odnose al je ne vrate.",Neka se drugi raduju,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/neka-se-drugi-raduju.html,Oliver Dragojević,Neka Se Drugi Raduju,3:22,Jedina,,Bratislav Zlatanović,Tonči Huljić,,nan-Jedina/nan-Sve Najbolje/nan-Oliver U Lisinskom/1997.0-Najveći Hitovi 1990 - 1997/nan-Sećanja 2/nan-Oliver U Areni/2004.0-Oliver Live/2004.0-Teško Mi Je Putovati/2006.0-The Platinum Collection/2006.0-Oliver 1/nan-Antologija 2 1975 - 2010/2013.0-100 Originalnih Pjesama/2020.0-Original Album Collection – Oliver Live/2020.0-Original Album Collection – Oliver Live
141,u5IcBEql_1_141,Oliver Dragojević,Oliver,Nemirno more,2131,"Oprosti mi, molim te
sta nisam to sto zelis
ti znas da volim te
na neki nacin svoj

Oprosti zbog patetike
to je zbog romantike
umjesto cvijeca i svijeca
uz veceru
 
Znam da je tesko
trajati sa mnom
ima me, nema me
pozelim nekad stati na loptu
al' bojim se

Ref.
Ja sam ja, ne drzi me mjesto
mojom dusom pusu vjetrovi
ja sam ja k´o nemirno more
mrzim luke, mrzim obale

Oprosti mi, molim te
sto nisam to sto zelis
ti znas da volim te
na neki nacin svoj

Oprosti ako zvucim
kao da sam nesretan
ti znas da sam oduvijek
bio sa rijecima nespretan

Dani se slazu u godine duge
zima je pred vratima
nista nam dobro ne donosi sutra
osim nadanja

Ref.","https://tekstovi.net/2,186,62409.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,u5IcBEql_1_142,Oliver Dragojević,Oliver,Nestajem,35179,"Dani su moji vec dugo
k'o jesenja kisa sto ne prestaje
tu sam, a nisam,
ja se ne prepoznajem
a traje i traje i ne znam kraj

Ref.
S kim sad dijeli svoj los dan
znam da samocu ne podnosi
kome daje za pravo 
da se njenim osjeca
samo da joj skrati dan

Zasto samo s njom letim
samo s njom se osjecam ziv
sve dublje tonem, sve brze padam
i da mogu, zelim nestati

Ref.

Zasto samo s njom letim
samo s njom se osjecam ziv
sve dublje tonem, sve brze padam
i da mogu, zelim nestati
","https://tekstovi.net/2,186,14043.html",,,,,,,,['Lea Dekleva'],['Lea Dekleva'],"['Oliver Dragojević', 'Alan Bjelinski', 'Ante Gelo']",['Oliver'],,,https://diskografija.com/pjesma/nestajem-8560.htm,Nestajem,,,,,,,,,,,,,,,,,,,,,,"Dani su moji već dugo 
K'o jesenja kiša što ne prestaje
Tu sam, a nisam 
Ja se ne prepoznajem
A traje i traje i ne znam kraj

S kim sada djeli svoj loš dan
Znam da samoću ne podnosi
Kome daje zapravo 
Da se njenim osjeća
Samo da joj skrati dan

Zašto samo s njom letim
Samo s njom se osjećam živ
Sve dublje tonem
Sve brže padam
I da mogu želim nestati",Nestajem,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/nestajem.html,Oliver Dragojević,Nestajem,,Vridilo Je,,,,,nan-Vridilo Je
143,u5IcBEql_1_143,Oliver Dragojević,Oliver,Nevera,22270,"Samo dode, nikoga ne pita
i sve lipo pitura u sivo
nista covik, nista tu ne more
kad nevera dotakne ti zivot

Ref.
Ka' nevera, ka' nevera
sad me tira da se spasin
pa da skupin pamet i konope
i da vezen sta se vezat more
 
Sta je puklo, jednom na dva dila
tek izlicit more samo vrime
a di sada kad san 
misli da sve iman
ide ona koju jedino triban

Ref.

A znan da se ne da
","https://tekstovi.net/2,186,14044.html",,,,,,,,['Lea Dekleva'],['Lea Dekleva'],"['Oliver Dragojević', 'Alan Bjelinski', 'Ante Gelo']",['Oliver'],2005 - Vridilo je,2006 - The platinum collection,https://diskografija.com/pjesma/nevera-8335.htm,Nevera,,,,,,,,,,,,,,,,,,,,,,"Samo dođe, nikoga ne pita
I sve lipo pitura u sivo
Ništa čovik, ništa tu ne more
Kad nevera dotakne ti život

Ka nevera, ka nevera
Sad me tira da se spasin
Pa da skupin pamet i konope
I da vežen šta se vezat more

Šta je puklo, jednom na dva dila
Tek izličit more samo vrime
A di sada kad sam misli da sve iman
Ide onda koju jedino triban

Ka nevera...

A znan da se neda",Nevera,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/nevera.html,Oliver Dragojević,Nevera,4:16,Nevera,,,,,nan-Nevera/nan-Vridilo Je/2006.0-A L'Olympia/2006.0-The Platinum Collection/nan-A L'Olympia/nan-Momenti/2018.0-Do Kraja Vrimena
144,u5IcBEql_1_144,Oliver Dragojević,Oliver,Nigdje nema te,53213,"Po koji put kroz prozor zamagljen
zamisljam dok hodas ti
ja ne znam sad ni gdje si to
ali znam da zelim te

Dok ti prilazim i ruke pruzam
njezno ljubim te
a tvoje lice vlazno je
od toplih suza i dodira
 
Ref.
Tako blizu smo
ja cujem otkucaj
i srce moje tad
jako treba te

A vjetar s mora sve
magle odnese
kad prozor otvorim
nigdje nema te

Ja ne znam zasto opet dolazis
i krades nebo moje
sto dajes cvijecu miris pepela
mom oku krades boje

Da l' to sanjam ja
da more isto je
i ne prepoznajem
da samo moja ljubav
u snu ostaje zauvijek

Ref.

Da l' to sanjam ja
da more isto je
i ne prepoznajem
da samo moja ljubav
u snu ostaje zauvijek

Ref.
","https://tekstovi.net/2,186,14039.html",,,,,,,,['Dejan Božović'],['Milan Perić'],"['Oliver Dragojević', 'Alan Bjelinski', 'Ante Gelo']",['Oliver'],,,https://diskografija.com/pjesma/nigdje-nema-te-8559.htm,Nigdje nema te,,,,,,,,,,,,,,,,,,,,,,"Po koji put kroz prozor zamagljen
zamišljam dok hodaš ti
ja ne znam sad ni gdje si to
ali znam da želim te

Dok ti prilazim i ruke pružam
nježno ljubim te
a tvoje lice vlažno je
od toplih suza i dodira

Tako blizu smo
ja čujem otkucaj
i srce moje tad
jako treba te

A vjetar s mora sve
magle odnese
kad prozor otvorim
nigdje nema te

Ja ne znam zašto opet dolaziš
i kradeš nebo moje
što daješ cvijeću miris pepela
mom oku kradeš boje

Da l' to sanjam ja
da more isto je
i ne prepoznajem
da samo moja ljubav
u snu ostaje zauvijek

Da l' to sanjam ja
da more isto je
i ne prepoznajem
da samo moja ljubav
u snu ostaje zauvijek",Nigdje nema te,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/nigdje-nema-te.html,Oliver Dragojević,Nigdje Nema Te,,Vridilo Je,,,,,nan-Vridilo Je/2012.0-Najbolje
145,u5IcBEql_1_145,Oliver Dragojević,Oliver,Nisam te zasluzio,56879,"Sam ispod kape nebeske
brojim zvijezde jutarnje
pitam se da l' jos koja
trepce za mene

Otisla si s osmijehom
a u srcu s pobjedom
a meni samo ostaje
da zbrajam pogreske bezbrojne
 
Ref. 2x
Nisam te zasluzio
i prekasno sam shvatio
k'o svi losi kockari s dusom prodanom
na zadnju kartu tebe sam potrosio

Zivot svira zadnji set
a ja tonem naocigled
i necu prstom maknuti
ako se srusi svijet

Jer znam da vise
necu gledat' one ljubice
sto su iz tvog oka
za me cvijetale

Ref. 3x","https://tekstovi.net/2,186,17855.html",,Nisam te zaslužio,I didn't deserve you,,"Sam ispod kape nebeske brojim zvijezde jutarnje
1
Pitam se da li još koja trepće za mene
Otišla si s osmijehom a u srcu s pogledom
A meni samo ostaje da zbrajam pogreške bezbrojne. Nisam te zaslužio, i prekasno sam shvatio
K'o svi loši kockari s dušom prodanom
Na zadnju kartu tebe sam potrošio. Život svira zadnji set a ja tonem na očigled
I neću prstom makniti ako se sruši svijet
Jer znam da više neću gledat one ljubice
Što su iz tvog oka za me cvijetale","Alone under the sky, I'm counting the morning stars.
I'm wondering is any of them still shining for me.
You left with a smile and in the heart with a glance.
And I'm left here to count my countless mistakes.. I didn't deserve you, and I realized it too late.
Like all bad gamblers with sold soul.
On my last card I wasted you.. Life plays last set and I'm obviously sinking.
And if the world crashes I won't even move.
Because I know that I won't look anymore those violets.
That were blooming for me in your eyes.",https://lyricstranslate.com/en/nisam-te-zaslu%C5%BEio-i-didnt-deserve-you.html,['Jure Stanić May'],['Jure Stanić May'],,['Oliver'],1997 - Duša mi je more,2001 - Oliver u Areni - uživo,https://diskografija.com/pjesma/nisam-te-zasluzio-1012.htm,Nisam te zaslužio,,,,,,,,,,,,,,,,,,,,,,"Sam ispod kape nebeske brojim zvijezde jutarnje
Pitam se da li još koja trepće za mene
Otišla si s osmijehom a u srcu s pogledom
A meni samo ostaje da zbrajam pogreške bezbrojne

Nisam te zaslužio, i prekasno sam shvatio
K'o svi loši kockari s dušom prodanom
Na zadnju kartu tebe sam potrošio

Život svira zadnji set a ja tonem na očigled
I neću prstom makniti ako se sruši svijet
Jer znam da više neću gledat one ljubice
Što su iz tvog oka za me cvijetale",Nisam te zaslužio,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/nisam-te-zasluzio.html,Oliver Dragojević,Nisam Te Zaslužio,4:54,Duša Mi Je More,,,,,nan-Duša Mi Je More/nan-Oliver U Areni/2006.0-Oliver 2/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2016.0-Original Album Collection - Vol. 2/2020.0-Original Album Collection – Oliver Live
146,u5IcBEql_1_146,Oliver Dragojević,Oliver,Nisi vise ona stara,392,"Ode negdje tvoja ljubav
nisi vise ona stara
gledas me sa vrha stuba
jos si lijepa, a bez zara

Gledas me sa vrha stuba
jos si lijepa, a bez zara
 
Idem sada, ti ne pitaj
kud to kanim s tvoga praga
u daljinu srce hita
bez adrese i bez traga

U daljinu srce hita
bez adrese, i bez praga

Ref. 2x
Nisi vise ona stara
nisi vise sto si bila
tvoja ljubav sja i vara
kao sunce sred aprila

Ode negdje tvoja ljubav
nisi vise ona stara
nekad lijepa, sad je gruba
tvoja ljubav, sjaj sto vara

Nekad lijepa, sad je gruba
tvoja ljubav, sjaj sto vara

Ref. 2x","https://tekstovi.net/2,186,64085.html","Zdenko Runjic, Jaksa Fiamengo",Nisi više ona stara,,,"Ode negdje tvoja ljubav
nisi više ona stara
gledaš me sa vrha stuba
još si lijepa, al' bez žara.. Idem sada i ne pitaj
kud to kanim s tvoga praga
u daljinu srce hita
bez adrese i bez traga.. Nisi više ona stara
nisi više što si bila.
Tvoja ljubav sja i vara
kao sunce sred aprila.. Ode negdje tvoja ljubav
nisi više ona stara
nekad lijepa, sad je gruba
tvoja ljubav sjaj što vara.",,https://lyricstranslate.com/en/oliver-dragojevic-nisi-vise-ona-stara-lyrics.html,['Zdenko Runjić'],['Jakša Fiamengo'],,['Oliver'],,,https://diskografija.com/pjesma/nisi-vise-ona-stara-886.htm,Nisi više ona stara,,,,,,,,,,,,,,,,,,,,,,"Ode negdje tvoja ljubav
nisi više ona stara
gledaš me sa vrha stuba
još si lijepa, al' bez žara.

Idem sada i ne pitaj
kud to kanim s tvoga praga
u daljinu srce hita
bez adrese i bez traga.

Nisi više ona stara
nisi više što si bila.
Tvoja ljubav sja i vara
kao sunce sred aprila.

Ode negdje tvoja ljubav
nisi više ona stara
nekad lijepa, sad je gruba
tvoja ljubav sjaj što vara.",Nisi više ona stara,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/nisi-vise-ona-stara.html,Oliver Dragojević,Nisi Više Ona Stara,3:25,Đelozija,,,,,nan-Đelozija/2006.0-Oliver 1
147,u5IcBEql_1_147,Oliver Dragojević,Oliver,Nista nova,19526,"Nista nova, nista nova 
posli feste kisne vala
u pitaru lipi snova 
cilo lito tu si stala
rastimane sad su ure
zatvorene gnjiju skure
sad sivotu, punon zima
okrenuta nan je prova
odrisena vec je cima
nista nova, nista nova
 
Pala je u more stina 
i prozebli grdelini
uz gradele, kraj komina 
nima ko da te zamini
i dok jugo stalno jaca
oko kuce reste draca
sve se sprema da podivja
a mi kano stara bova
plutamo bez pravog cilja
nista nova, nista nova

Uzalud privrcen foje 
ca ce rec mi na sva justa
svi govore bit ce boje
barbirija vec je pusta
vaja vrime niz skaline 
vonj mizerje i morbine
i briskulu dikod baci 
klapa ca jos ni gotova
da ostari po bonaci
nista nova, nista nova

Finili su pusti kanti 
i promukla vec je klapa
i po dobru svak te panti 
starec s nama sve do scapa
naresle su nove plime
popucale surgadine
jos se pine dugi vali 
i po mistu reve tovar
jarboli u more pali
nista nova, nista nova","https://tekstovi.net/2,186,9792.html","Zdenko Runjic, Jaksa Fiamengo",Ništa nova,Same Old,,"Ništa nova, ništa nova
1
posli fešte kisne vala
u pitaru lipi snova
cilo lito tu si stala
raštimane sad su ure
zatvorene gnjiju škure
sad životu, punon zima
okrenuta nan je prova
odrišena već je cima
ništa nova, ništa nova. Pala je u more stina
i prozebli grdelini
uz gradele, kraj komina
nima ko da te zamini
i dok jugo stalno jača
oko kuće reste drača
sve se sprema da podivja
a mi kano stara bova
plutamo bez pravog cilja
ništa nova, ništa nova. Uzalud privrčen foje
ča će reč mi na sva justa
svi govore bit će boje
barbirija već je pusta
vaja vrime niz skaline
vonj mižerje i morbine
i briškulu dikod baci
klapa ča još ni gotova
da ostari po bonaci
ništa nova, ništa nova. Finili su pusti kanti
i promukla već je klapa
i po dobru svak te panti
stareć s nama sve do ščapa
naresle su nove plime
popucale surgadine
još se pine dugi vali
i po mistu reve tovar
jarboli u more pali
ništa nova, ništa nova","Same old, same old
It rains in the bay after the party
Inside a pot of beautiful dreams
You stayed there the whole summer
Now all the clocks are broken
Window shutters rot closed
Now our bow is turned to
Life, full of winters
The rope is already unleashed
Same old, same old. Rock fell into the sea
And goldfinches are freezing
By the barbecue grill, next to the fire place
There's no one to replace you
And while the southerly keeps getting stronger
Weeds grow around the house
Everything is about to get wild
And we're like an old floating device
Floating without a real goal
Same old, same old. I turn newspaper in vain
What will they tell me from the top of their voice
Everyone says it'll get better
Barbershop is already empty
Time is rolling down the stairs
The smell of misery and longing
And here and there someone plays cards
The gang that's not done yet
To get old when the sea is calm
Same old, same old. Whole lotta songs ended
And the singers are hoarse already
And everyone remembers you for good
Getting old with us all the way to the cane
New tides grew
Anchors broke
Long waves still foaming
And you can hear a donkey in the village
Masts fell into the sea
Same old, same old",https://lyricstranslate.com/en/ni%C5%A1ta-nova-same-old.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Dragojević,Ništa Nova,4:15,100,,,,,nan-100/2004.0-Oliver Live/2004.0-Oliver Live/2006.0-A L'Olympia/nan-A L'Olympia/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/2012.0-Untitled/2013.0-100 Originalnih Pjesama
148,u5IcBEql_1_148,Oliver Dragojević,Oliver,Nocturno,117422,"Ne dam vjetru, ne dam nikom
da te prati, s tobom dise
da se kiti tvojom slikom
tjeram vjetar, tjeram kise

Svatko nosi svoje breme
i u srcu ljubav sklanja
podji spati, vec je vrijeme
budi dobra, lijepo sanjaj
 
Ne dam vjetru da te dira
ne dam kisi da te kvasi
samo noc nek tiho svira
samo vecer nek te krasi

Sve ce zvijezde s tobom leci
pune tajnih putovanja
prije sna ti moram reci
budi dobra, lijepo sanjaj

Sve ti mogu nocas dati
sve sto kriju obecanja
tiho biju nocni sati
budi dobra, lijepo sanjaj","https://tekstovi.net/2,186,10122.html","Zdenko Runjic, Jaksa Fiamengo",Nocturno,Nocturne,,"ne dam vjetru, ne dam nikom
1
da te prati, s tobom diše
da se kiti tvojom slikom
tjeram vjetar, tjeram kiše. svatko nosi svoje breme
i u srcu ljubav sklanja
pođi spati već je vrijeme
budi dobra, lijepo sanjaj. ne dam vjetru da te dira
ne dam kiši da te kvasi
samo noć nek' tiho svira
samo veče nek' te krasi. sve će zvijezde s tobom leći
pune tajnih putovanja
prije sna ti moram reći
budi dobra, lijepo sanjaj 2x. sve ti mogu noćas dati
sve što kriju obećanja
tiho biju noćni sati
budi dobra, lijepo sanjaj. ne dam vjetru da te dira
ne dam kiši da te kvasi
samo noć nek' tiho svira
samo veče nek' te krasi. sve će zvijezde s tobom leći
pune tajnih putovanja
prije sna ti moram reći
budi dobra, lijepo sanjaj 2x","I don't let the wind, I let nobody
Follow you, breathe with you,
Ornament themself with your picture.
I chase the wind away, I case away the rains.. Everyone carries his own burden
And shelters love inside his heart.
Go to sleep, it's time already.
Be good, sweet dreams.. I don't let the wind touch you,
I don't let the rain wet you.
May only the night silently play,
May only the evening decorate you.. All the stars will lay down with you,
Filled with secret voyages.
Before sleep, I must tell you:
Be good, sweet dreams x2. I can give everything to you tonight,
All the promises hide inside themselves.
The night hours quietly pass by,
Be good, sweet dreams.. I don't let the wind touch you,
I don't let the rain wet you.
May only the night silently play,
May only the evening decorate you.. All the stars will lay down with you,
Filled with secret voyages.
Before sleep, I must tell you:
Be good, sweet dreams x2",https://lyricstranslate.com/en/nocturno-nocturne.html,['Zdenko Runjić'],['Jakša Fiamengo'],,['Oliver'],1979 - Vjeruj u ljubav,1998 - Štorija 4,https://diskografija.com/pjesma/nocturno-879.htm,Nocturno,2005 - Kad odeš ti - Dean Dvornik,2005 - Da te mogu pismom zvati - Libar II,2008 - Runjić na Peristilu - Jacques,2011 - Zar više nema nas - Klapa Cambi,2011 - Noć nek' tiho svira - Oliver & Stjepan Hauser,2013 - 100 Originalnih pjesama,,,,,,,,,,,,,,,,"Ne dam vjetru, ne dam nikom
da te prati, s tobom diše
da se kiti tvojom slikom
tjeram vjetar, tjeram kiše.

Svatko nosi svoje breme
i u srcu ljubav sklanja
pođi spati, već je vrijeme:
""Budi dobra, lijepo sanjaj.""

Ne dam vjetru da te dira
ne dam kiši da te kvasi
samo noć nek tiho svira
samo večer nek te krasi.

Sve će zvijezde s tobom leći
pune tajnih putovanja
prije sna ti moram reći:
""Budi dobra, lijepo sanjaj.""

Sve ti mogu noćas dati
sve što kriju obećanja
tiho biju noćni sati:
""Budi dobra, lijepo sanjaj.""",Nocturno,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/nocturno.html,Oliver Dragojević,Nocturno,,Nocturno,1979.0,Jakša Fiamengo,,,1979.0-Nocturno/nan-Vjeruj U Ljubav/nan-100/2006.0-Oliver 1/nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)/nan-Momenti/2010.0-Antologija 1975 - 2010/2010.0-Najljepše Ljubavne Pjesme/nan-Noć Nek' Tiho Svira/2013.0-100 Originalnih Pjesama/2014.0-USA & Canada Tour 2014/2016.0-Original Album Collection - Vol. 1/2018.0-Do Kraja Vrimena
149,u5IcBEql_1_149,Oliver Dragojević,Oliver,Oci boje Jadrana,2388,"Dili se brod od obale
a ja se dilim duso od tebe
ostaj mi zbogom grlice
mi cemo opet ljubit, ljubit se

Ref.
Ostavljam tvoja oka dva
dva oka boje Jadrana
ostavljam tvoja oka dva
dva mala plava bisera
sto plakala su, plakala
dok zadnji put su mene ljubila

Dili se brod od obale
a ti se dilis zlato od mene
ostaj mi zbogom grlice
mi cemo opet ljubit, ljubit se

Ref.","https://tekstovi.net/2,186,59725.html",,Oci boje Jadrana,Eyes the color of the Adriatic,,"Dili se brod od obale
A ja se dilim, dušo, od tebe
Ostaj mi zbogom grlice
Mi ćemo opet ljubit, ljubit se. Ostavljam tvoja oka dva
Dva oka boje Jadrana
Ostavljam tvoja oka dva
Dva mala plava bisera
Što plakala su, plakala
Dok zadnji put su mene ljubila. Dili se brod od obale
A ti se diliš, zlato, od mene
Ostaj mi zbogom grlice
Mi ćemo opet ljubit, ljubit se. Ostavljam tvoja oka dva
Dva oka boje Jadrana
Ostavljam tvoja oka dva
Dva mala plava bisera
Što plakala, su plakala
Dok zadnji put su mene ljubila","As the boat parts from the shore
And I part from you, my soul
Be well my turtledove
We will again kiss, kiss eachother. I'm leaving behind your two eyes
two eyes the color of the Adriatic
I'm leaving behind those two eyes
Two tiny blue pearls
That cried and cried
the last time you kissed me.. As the boat parts from the shore
and you are parting from me my dear (lit. gold)
be well my turtledove
we will again kiss, kiss eachother. I'm leaving behind your two eyes
two eyes the color of the Adriatic
I'm leaving behind those two eyes
Two tiny blue pearls
That cried and cried
the last time you kissed me",https://lyricstranslate.com/en/oci-boje-jadrana-eyes-color-adriatic.html,['Zdenko Runjić'],,,['Oliver'],1991 - Jedina,1995 - Skalinada Srce od zlata,https://diskografija.com/pjesma/oci-boje-jadrana-966.htm,Oči boje Jadrana,1998 - Štorija 2,,,,,,,,,,,,,,,,,,,,,"Dili se brod od obale
a ja se dilim dušo od tebe
ostaj mi zbogom grlice
mi ćemo opet ljubit, ljubit se.

Ostavljam tvoja oka dva
dva oka boje Jadrana
ostavljam tvoja oka dva
dva mala plava bisera
što plakala su plakala
dok zadnji put su mene ljubila.

Dili se brod od obale
a ti se diliš zlato od mene
ostaj mi zbogom grlice
mi ćemo opet ljubit, ljubit se.",Oči boje jadrana,https://cuspajz.com//tekstovi-pjesama/pjesma/oliver-dragojevic/oci-boje-jadrana.html,Oliver Dragojević,Oči Boje Jadrana,3:29,Jedina,,Eva Silas,Zdenko Runjić,,nan-Jedina/nan-100/2004.0-Teško Mi Je Putovati/2006.0-Oliver 1
