Song_ID,Artist,Song,Url,Views,Lyrics_by,Music_by,Year,Album,Song_duration_discogs
+RXzsM0Y_1_0,Mate Bulić,Ako se ikad na nebu sretnemo,"https://tekstovi.net/2,729,26465.html",11664,,,1994.0,Gdje Ste Noćas Prijatelji Stari,
+RXzsM0Y_1_1,Mate Bulić,Bilo jednom sretnih dvoje,"https://tekstovi.net/2,729,26461.html",11334,,,1994,Gdje ste noćas prijatelji stari,
+RXzsM0Y_1_2,Mate Bulić,Bog samo zna,https://lyricstranslate.com/en/bog-samo-zna-b%C3%B3g-tylko-wie.html,25059,[Štefanija Soldan],[Đorđe Novković],1999,"Uživo, Split - uživo",
+RXzsM0Y_1_3,Mate Bulić,Boli glava,"https://tekstovi.net/2,729,26464.html",12668,[Siniša Vuco],[Siniša Vuco],1999,Pjevajte sa mnom,2:39
+RXzsM0Y_1_4,Mate Bulić,Bozic u tudjini,"https://tekstovi.net/2,729,55276.html",1892,,,2017.0,"Sretan Božić, Moj Narode",4:00
+RXzsM0Y_1_5,Mate Bulić,"Casa bila, razbila se","https://tekstovi.net/2,729,18023.html",9816,,,2013.0,Zlatna Kolekcija,
+RXzsM0Y_1_6,Mate Bulić,Da nije Mostara,"https://tekstovi.net/2,729,58594.html",1940,,,,,
+RXzsM0Y_1_7,Mate Bulić,Da si me vise voljela,"https://tekstovi.net/2,729,58595.html",839,[Miki Jovičić],[Mijat Božović],1983.0,Šuti Đurđa,4:20
+RXzsM0Y_1_8,Mate Bulić,Dabogda se i ti udala,"https://tekstovi.net/2,729,9970.html",21876,"[Marko Perković Thompson, Faruk Buljubašić Fayo]",[Marko Perković Thompson],2003,Etnofest Neum 2003,
+RXzsM0Y_1_9,Mate Bulić,Dan po dan,"https://tekstovi.net/2,729,26010.html",9406,[Faruk Buljubašić Fayo],[Marko Perković Thompson],,"Kako Mi Je, Tako Mi Je",3:23
+RXzsM0Y_1_10,Mate Bulić,Djevojka iz mog kraja,"https://tekstovi.net/2,729,10020.html",18507,[Faruk Buljubašić Fayo],[Marko Perković Thompson],2003,Gori borovina,
+RXzsM0Y_1_11,Mate Bulić,Dodijalo pajdo,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-bulic/dodijalo-pajdo.html,909,[Ivan Mikulić],[Ivan Mikulić],1997,Dodijalo pajdo,
+RXzsM0Y_1_12,Mate Bulić,Domu mom,"https://tekstovi.net/2,729,32272.html",69365,,,2011.0,Domu Mom,
+RXzsM0Y_1_13,Mate Bulić,Dvije lude,https://lyricstranslate.com/en/mate-buli%C4%87-dvije-lude-lyrics.html,41843,,,2011,Domu mom,
+RXzsM0Y_1_14,Mate Bulić,Eh da je srce stijena,"https://tekstovi.net/2,729,48478.html",3352,[Denis Dumančić],[Miroslav Škoro],2015.0,The Best Of Collection,3:28
+RXzsM0Y_1_15,Mate Bulić,Ej kavano kuco stara,"https://tekstovi.net/2,729,54870.html",4492,,,2003.0,Anthology - Najveći Hitovi,
+RXzsM0Y_1_16,Mate Bulić,"Ej sudbino, sestro","https://tekstovi.net/2,729,59437.html",824,[Bratislav Zlatanović],[Duško Kuliš],1997,Dodijalo pajdo,
+RXzsM0Y_1_17,Mate Bulić,"Ej, kavano","https://tekstovi.net/2,729,10018.html",28802,"[Marko Perković Thompson, Faruk Buljubašić Fayo]",[Marko Perković Thompson],1999,"Uživo, Split - uživo",3:32
+RXzsM0Y_1_18,Mate Bulić,"Evo, Ana, opet jorgovana","https://tekstovi.net/2,729,56621.html",1328,,,,,
+RXzsM0Y_1_19,Mate Bulić,Golubice bijela,"https://tekstovi.net/2,729,26548.html",35394,,,,Hrvatske Narodne Pjesme 1,
+RXzsM0Y_1_20,Mate Bulić,Gori borovina,https://lyricstranslate.com/en/gori-borovina-pine-wood-fire.html,36434,"[Faruk Buljubašić Fayo, Narodna]",[Marko Perković Thompson],2003,Gori borovina,
+RXzsM0Y_1_21,Mate Bulić,Grijeh mladosti,"https://tekstovi.net/2,729,35599.html",9066,,,2011.0,Domu Mom,
+RXzsM0Y_1_22,Mate Bulić,"Herceg-Bosno, U Srcu Te Nosim",https://lyricstranslate.com/en/herceg-bosno-u-srcu-te-nosim-herceg-bosna-i-carry-you-my-heart.html,32448,,,,,
+RXzsM0Y_1_23,Mate Bulić,Hodam krivom stranom,"https://tekstovi.net/2,729,9966.html",16854,[Zlatko Sabolek],[Đorđe Novković],2003,Gori borovina,
+RXzsM0Y_1_24,Mate Bulić,Hvala ti za sve (Mojoj zeni),"https://tekstovi.net/2,729,53069.html",5627,,,2011.0,Domu Mom,
