Song_ID,Artist,Song,Url,Views,Lyrics_by,Music_by,Year,Album,Song_duration_discogs
RH/jD1hv_1_0,Doris Dragović,Anita,https://lyricstranslate.com/en/anita-anita.html-5,3578,,,,Željo Moja,
RH/jD1hv_1_1,Doris Dragović,Baklje Ivanjske,https://lyricstranslate.com/en/baklje-ivanjske-midsummer-day-torches.html,67715,[Vjekoslava Huljić],[Tonči Huljić],1995,Baklje Ivanjske,4:14
RH/jD1hv_1_2,Doris Dragović,Božić bez tebe,https://lyricstranslate.com/en/bo%C5%BEi%C4%87-bez-tebe-christmas-without-you.html,30653,[Zdenko Runjić],[Zdenko Runjić],1993,Ispuni mi zadnju želju,4:25
RH/jD1hv_1_3,Doris Dragović,Brod za nabolje,https://lyricstranslate.com/en/brod-za-nabolje-ship-traveling-better-place.html,2492,[Ivan Huljić],,2019.0,Brod Za Nabolje,3:54
RH/jD1hv_1_4,Doris Dragović,Budi se dan,https://lyricstranslate.com/en/budi-se-dan-day-awakening.html,16163,[Marina Tucaković],[Zrinko Tutić],,Budi Se Dan,
RH/jD1hv_1_5,Doris Dragović,Da si tu,https://lyricstranslate.com/en/da-si-tu-if-you-had-been-here.html,34625,[Petar Grašo],[Petar Grašo],1995,Baklje Ivanjske,3:58
RH/jD1hv_1_6,Doris Dragović,Dajem ti srce,https://lyricstranslate.com/en/dajem-ti-srce-i-give-you-my-heart.html-0,3225,[Zlatan Stipišić Gibonni],[Zrinko Tutić],1992,Dajem ti srce,
RH/jD1hv_1_7,Doris Dragović,"Dobra večer, dobri ljudi",https://lyricstranslate.com/en/dobra-vecer-dobri-ljudi-good-evening-good-people.html,1327,,,2014.0,Koncert U Lisinskom,
RH/jD1hv_1_8,Doris Dragović,Dođi,https://lyricstranslate.com/en/dodi-come.html,2384,[Kovačević M.slobodan],,1997,Živim po svom,
RH/jD1hv_1_9,Doris Dragović,Dug,https://lyricstranslate.com/en/dug-debt.html,13936,[Vjekoslava Huljić],[Tonči Huljić],,Lice,4:04
RH/jD1hv_1_10,Doris Dragović,Gabrijel,https://lyricstranslate.com/en/gabrijel-gabriel.html-0,22187,[Vjekoslava Huljić],[Tonči Huljić],2000,Lice,3:53
RH/jD1hv_1_11,Doris Dragović,Hajde da se mazimo,https://lyricstranslate.com/en/hajde-da-se-mazimo-come-lets-cuddle.html,17873,,,1990.0,Budi Se Dan,
RH/jD1hv_1_12,Doris Dragović,Hej Jugosloveni,https://lyricstranslate.com/en/Hej-Jugosloveni-Hey-Yugoslavians.html,9198,[M. P. Zahar],[M. P. Zahar],,Tigrica,
RH/jD1hv_1_13,Doris Dragović,I da mi zrak zabrane,https://lyricstranslate.com/en/i-da-mi-zrak-zabrane-and-even-if-they-forbid-me-air.html,13327,[Vjekoslava Huljić],[Tonči Huljić],1993,Ispuni mi zadnju želju,3:35
RH/jD1hv_1_14,Doris Dragović,Idi sad,https://lyricstranslate.com/en/idi-sad-go-now.html,14569,[Adonis Ćulibrk Boytronic],[Adonis Ćulibrk Boytronic],,Lice,4:04
RH/jD1hv_1_15,Doris Dragović,Ima nešto u tome,https://lyricstranslate.com/en/ima-nesto-u-tome-theres-something-it.html,2399,[Vjekoslava Huljić],,2016.0,Ima Nešto U Tome,4:21
RH/jD1hv_1_16,Doris Dragović,Ispuni mi zadnju želju,https://lyricstranslate.com/en/ispuni-mi-zadnju-zelju-grant-me-final-wish.html,21060,[Bratislav Zlatanović],[Tonči Huljić],1993,Skalinada 2,3:30
RH/jD1hv_1_17,Doris Dragović,Ja noćas umirem,https://lyricstranslate.com/en/ja-no%C4%87-umirem-tonight-i-am-dying.html,28657,[Milorad Petrić],[Zrinko Tutić],1989.0,Ti Si Čovjek Za Mene / Ja Noćas Umirem,
