Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Aranžman_diskografija,Album_7_diskografija,Album_8_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
64,D7roOOt+_1_64,Josipa Lisac,Josipa Lisac,Naivni,5522,"Kroz moju dusu tiho ulazis
cim te sretnem, dobar je dan
ljubav dajes cistu, iskrenu
i kad slaba postanem

U tebi vidim sto veseli me
tu, u srcu tvom je sve
jer vidim trag sve do beskraja
dug je put sad' ispred nas
 
Ref.
Povedi me kroz ovaj svijet
sto lijep je zbog tebe
povedi me, nek' potraje

Kao da lebdim slobodna
kao sna carolija
sto me je tebi dovela
dug je put sad ispred nas

Ref. 2x

Stvorili smo jedini svijet za nas
sebi se predali a drugima postali
naivni","https://tekstovi.net/2,383,28300.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/naivni-14101.htm,Naivni,,,,,,,,,,
65,D7roOOt+_1_65,Josipa Lisac,Josipa Lisac,Nasa ljubav,7054,"Za sve sam kriva ja
to kazes ti
i zatim odlazis

Al' vrijeme brise sve
i dodje dan kad sve zaboravis
jer postoji nesto jace od nas
sto uvijek je tu pored nas
 
Ref.
Jer nasa ljubav je, znaj
koja oprasta sve
koja prelazi sve
sto nam stane na put

I svijet neka zna
da je ljubav uz nas
svaki cas

I desit ce se jos
da odes ti zbog neke gluposti
al' vrijeme brise sve
i dodje dan kad sve zaboravis

Jer postoji nesto jace od nas
sto uvijek je tu pored nas

Ref. 2x","https://tekstovi.net/2,383,30700.html",,,,,,,,,,,,,,,,,,,,,,,,
66,D7roOOt+_1_66,Josipa Lisac,Josipa Lisac,Nasa zvijezda gubi svoj sjaj,6046,"Ref.
Ti i ja sutimo vec danima
ti i ja predosjecamo kraj
ti i ja na putu s' kojeg povratka nema
nasa zvijezda gubi sad svoj sjaj

Tko zna za uzrok svemu tom
od nas dvoje tko je kriv
tko zna bilo sto o srcu svom
zasto iste greske cine svi
 
Ref.

Ja znam kad jednom bilo s' kim
ipak na te sjecat' ce me sve
ti znas da ces na me misliti
i kad jednom budes pored nje

Ref. 2x","https://tekstovi.net/2,383,23001.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/nasa-zvijezda-gubi-svoj-sjaj-3672.htm,Naša zvijezda gubi svoj sjaj,,,,,,,,"Ti i ja sutimo vec danima
Ti i ja predosjecamo kraj
Ti i ja na putu s kojeg povratka nema
Nasa zvijedza gubi sad svoj sjaj

Tko zna za uzrok svemu tom
Od nas dvoje tko je kriv
Tko zna bilo sto o srcu svom
Zasto iste greske cine svi

Ja znam kad jednom bilo s kim
Ipak na te sjecat ce me sve
Ti znas da ces na me misliti
I kad jednom budes pored nje",Naša zvijezda gubi svoj sjaj,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/nasa-zvijezda-gubi-svoj-sjaj.html
67,D7roOOt+_1_67,Josipa Lisac,Josipa Lisac,Ne budi lud,6884,"U tom moru glava oko nas
samo tvoja viri iznad svih
kad ces shvatit kako mrze svi
kad se netko nadje iznad njih

Ref.
Ne budi lud, ne budi lud
ne budi lud, ne budi lud
budi u sjeni, k'o i svi drugi
ne budi lud
 
Ne budi lud, ne budi lud
budi k'o drugi svi
ne budi lud, ne budi lud, ne budi lud
budi k'o drugi svi

Otkad poznam te i za te znam
protiv struje uvijek plivas ti
od sto glasa cujem samo tvoj
s vatrom igras se dok sute svi

Ref.

To sto mislis uvijek kazes sve
vec si trn u oku svima, znaj
kome istina jos treba sad
opameti se vec jednom, daj

Ref.","https://tekstovi.net/2,383,22268.html",,Ne budi lud,Don't Be Crazy,"Hir, hir, hir","U tom moru glava oko nas,
samo tvoja viri iznad svih.
Kad ćeš shvatiti kako mrze svi,
kad se netko nađe iznad njih!. Ne budi lud, ne budi lud,
ne budi lud, ne budi lud.
Budi u sjeni k'o i svi drugi,
ne budi lud!. Ne budi lud, ne budi lud, ne budi lud,
budi k'o drugi svi!
Ne budi lud, ne budi lud, ne budi lud,
budi k'o drugi svi!. Otkad poznam te i za te znam,
protiv struje uvijek plivaš ti.
Od sto glasa čujem samo tvoj,
s vatrom igraš se dok šute svi!. To što misliš uvijek kažeš sve,
već si trn u oku svima, znaj!
Kome istina još treba sad,
opameti se već jednom, daj!","In this sea of heads around us
Only your head sticks out over all others
When are you gonna learn that everybody hates
When there is someone who is over and beyond them?. Don't be crazy, don't be crazy
Don't be crazy, don't be crazy
Stand in the shadow like everyone else
Don't be crazy. Don't be crazy, don't be crazy
Be like all the others
Don't be crazy, don't be crazy
Be like all the others. Since I met you and heard of you
You always swim upstream
In hundred voices I hear only your voice
You fool around with fire when everyone is quiet. You always say what's on your mind
You're already the thorn in everyone's side, you know!
Who needs truth now
Get smart finally, come on!",https://lyricstranslate.com/en/ne-budi-lud-dont-be-crazy.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/ne-budi-lud-3566.htm,Ne budi lud,,,,,,,,"U tom moru glava oko nas
Samo tvoja viri iznad svih
Kad ces shvatit kako mrze svi
Kad se netko nadje iznad njih

Ne budi lud, ne budi lud
Ne budi lud, ne budi lud
Budi u sjenu, k'o i svi drugi
Ne budi lud

Ne budi lud, ne budi lud
Budi k'o drugi svi
Ne budi lud, ne budi lud, ne budi lud
Budi k'o drugi svi

Otkad poznam te i za te znam
Protiv struje uvijek plivas ti
Od sto glasa cujem samo tvoj
S vatrom igras se dok sute svi

To sto mislis uvijek kazes sve
Vec si trn u oku svima, znaj
Kome istina jos treba sad
Opameti se vec jednom, daj",Ne budi lud,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/ne-budi-lud.html
68,D7roOOt+_1_68,Josipa Lisac,Josipa Lisac,Ne prepoznajem ga,8259,"Idem s njim nijemo kroz grad
cini se, sve je ko nekad
al' osjecam u dubini srca svog
da nije isti
njegove kretnje ja ne poznajem
njegove kretnje ne, ne, ne
ja ne poznajem
 
Korak taj, brzi no prije
stisak ruke nista ne krije
u ocima koje volim, gdje je sjaj
taj sjaj njezan
skloniste moje oduvijek i zaklon moj
zar su to ruke sto su me stitile

Ref.
Pratim njegov pogled
al' niceg se ne sjeca on
ni stola, ni kavane
a bila je drugi nas dom

Kupuje mi pet karanfila
zaboravlja da ne volim ih ja
na trenutak cak sapnu drugo ime
da potrnuh sva

Pratim njegov korak
on ide kamo i svi
ne zna vise stazu 
kojom smo setali mi

Nudi mi viski sa ledom
a nikad nisam pila ja
nudi sve, a ne shvaca
to sto zelim da ne zna da mi da

Idem s njim nijemo kroz grad
cini se, sve je k'o nekad
al' osjecam u dubini srca svog 
da nije isti
njega ja vise ne, ne, ne prepoznajem
covjeka ovog ja ne poznajem
","https://tekstovi.net/2,383,21661.html",,Ne prepoznajem ga,I don't recognize him,,"Idem s njim nijemo kroz grad,
1
Čini se sve je k'o nekad,
Al' osjećam u dubini srca svog da nije isti.
Njegove kretnje ja ne poznajem,
Njegove kretnje, ne, ne, ne ja ne poznajem.. Korak taj brži no prije,
Stisak ruke ništa ne krije,
U očima koje volim gdje je sjaj,
Taj sjaj nježan.
Sklonište moje, oduvijek i zaklon moj
Zar su to ruke što su me štitile ?. Pratim njegov pogled,
Al' ničeg se ne sjeća on,
Nit' stola, nit' kavane,
A bila je drugi naš dom.
Kupuje mi pet karanfila,
Zaboravlja da ne volim ih ja,
Za trenutak još šapnu drugo ime,
Tad protrnuh sva.. Pratim njegov korak,
On ide kamo i svi,
Ne zna više stazu kojom smo šetali mi.
Nudi mi viski sa ledom,
A nikad nisam pila ja,
Nudi sve, al' ne shvaća to što želim
Da ne zna da mi da.. Idem s njim nijemo kroz grad,
Čini se sve je k'o nekad,
Al' osjećam u dubini srca svog da nije isti.
Njega ja više ne, ne, ne prepoznajem
Čovjeka tog ja ne poznajem.","I'm walking with him silently through the city
everything feels like it was before
but deep in my heart I feel
that he's not the same anymore
his moves,I don't recognize
his moves,no,no,no I don't recognize. That step, now faster than before
hand grip hides nothing
in the eyes that I love, where is that glow ?
that gentle glow
that was my shelter once and forever,my refugee
are those the hands that use to protect me ?. I follow his view,
he doesn't remember anything
nor table, nor cafe
that used to be our second home
he is buying me five carnations
forgeting that I don't like them
he whispered some other name for the moment
and I completely sank. I follow his step,
he's going with the flow
he doesn't know the path
we used to walk
He offers whiskey on the ice
forgeting that I don't drink
He offers everything without realizing
what I realy want,
He doesn't how to give it to me!. I'm walking with him silently through the city
everything feels like it was before
but deep in my heart I feel
that he's not the same anymore
I don't recognize him anymore
That man,I don't recognize",https://lyricstranslate.com/en/ne-prepoznajem-ga-i-dont-recognize-him.html,['Karlo Metikoš Matt Collins'],['Ivica Krajač'],['Josipa Lisac'],1973 - Dnevnik jedne ljubavi,"2002 - Live - uživo
Aranžman: Gojko Tomljanović",https://diskografija.com/pjesma/ne-prepoznajem-ga-3579.htm,Ne prepoznajem ga,2007 - The platinum collection,,,,,,,"Idem s njim nijemo kroz grad
Cini se sve je ko nekad
Al' osjecam u dubini srca svog
Da nije isti
Njegove kretnje ja ne poznajem
Njegove kretnje, ne, ne, ne
Ja ne poznajem

Korak taj brzi no prije
Stisak ruke nista ne krije
U ocima koje volim gdje je sjaj
Taj sjaj njezan
Skloniste moje, oduvjek je
Zaklon moj
Zar su to ruke sto su me stitile

Pratim njegov pogled
Al' niceg se ne sjeca on
Ni stola ni kavane
A bila je drugi nas dom
Kupuje mi pet karanfila
Zaboravlja da ne volim ih ja
Na trenutak ce sapnut drugo ime
da protrnuh sva

Pratim njegom korak
On ide kamo i svi
Ne zna vise stazu
Kojom smo setali mi
Nudi me viski sa ledom
A nikad nisam pila ja
Nudi sve a ne shvaca
To sto zelim da ne zna da mi da

Idem s njim nijemo kroz grad
Cini se sve je ko nekad
Al' osjecam u dubini srca svog
Da nije isti
Njega ja vise, ne, ne, ne prepoznajem
Covjeka tog
Ja ne poznajem",Ne prepoznajem ga,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/ne-prepoznajem-ga.html
69,D7roOOt+_1_69,Josipa Lisac,Josipa Lisac,Ne stedi se,3272,"Zivot nikad ne daje sansu
dvaput' istu za bilo sto
i zato ne misli nikad
da bit ce za sve
jos prilika sto

Ref.
Prozivi jos danas
sto zivot ti nudi sam
ne stedi se nikad
za sutrasnji dan
 
Srce uvijek za necim zudi
cemu razum govori ne, ne, ne
i dok se sa sobom boris
da odlucis vec kasno je sve

Ref.

Vjeruj uvijek jedino srcu
ono nikad ne cini zlo
i nikad ne slusaj nikog
do srca svog
jer zalit ces to

Ref.","https://tekstovi.net/2,383,37252.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/ne-stedi-se-3673.htm,Ne štedi se,,,,,,,,,,
70,D7roOOt+_1_70,Josipa Lisac,Josipa Lisac,Nema sunca,8329,"Ref.
Nema sunca, noc je svud
hladna noc kad nisi tu
nema sunca, mrak je svud
kad god odes ti na put
cini mi se tako dug
 
O tom nikad ne znam sve
da l' se vracas ili ne
kad si ti na putu svom'
ova kuca nije dom
onaj isti topli dom

Da znas, da znas
da znas, da znas
(3x)

Ne bi krenuo na put
ostao bi sa mnom tu
ova mracna tamnica
bi opet postala nas dom
onaj isti topli dom

Nema sunca, noc je svud
hladna noc a nisi tu
nema sunca, noc je svud","https://tekstovi.net/2,383,22321.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/nema-sunca-3664.htm,Nema sunca,,,,,,,,"Nema sunca, noc je svud
Hladna noc kad nisi tu
Nema sunca, mrak je svud
Kad god odes ti na put
Cini mi se tako dug

O tom nikad ne znam sve
Da l' se vracas ili ne
Kad si ti na putu svom'
Ova kuca nije dom
Onaj isti topli dom

Da znas, da znas
Da znas, da znas

Ne bi krenuo na put
Ostao bi sa mnom tu
Ova mracna tamnica
Bi opet postala nas dom
Onaj isti topli dom

Nema sunca, noc je svud
Hladna noc a nisi tu
Nema sunca, noc je svud",Nema sunca,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/nema-sunca.html
71,D7roOOt+_1_71,Josipa Lisac,Josipa Lisac,Nesto,7146,"Ref.
Ne znam sto ga cini to
drugacijim od drugih ljudi
nesto sama ne znam sto
postoji u licu tom a to ima samo on

Ne znam zasto za me on
kao da stoji sam na svijetu
nesto sama ne znam sto
u osmjehu krije svom a to ima samo on
 
U jedno sam sigurna
da je on covjek moj
i ako zeli sa mnom to
s njim cu provest zivot svoj

Kad ga sretnem bilo gdje
kao da zivot za me stane
nesto sama ne znam sto
u srcu se desi mom a to moze samo on

Ref.","https://tekstovi.net/2,383,22320.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/nesto-3665.htm,Nešto,,,,,,,,"Ne znam sto ga cini to
Drugacijim od drugih ljudi
Nesto sama ne znam sto
Postoji u licu tom a to ima samo on

Ne znam zasto za me on
Kao da stoji sam na svijetu
Nesto sama ne znam sto
U osmjehu krije svom a to ima samo on

U jedno sam sigurna
Da je on covjek moj
I ako zeli sa mnom to
S njim cu provest zivot svoj

Kad ga sretnem bilo gdje
Kao da zivot za me stane
Nesto sama ne znam sto
U srcu se desi mom a to moze samo on",Nešto,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/nesto.html
72,D7roOOt+_1_72,Josipa Lisac,Josipa Lisac,Nismo mi bez cilja,11253,"U noci opija bagreb
bijeli grozdovi, mir
u mome tijelu je plamen
oluja, ceznja i vir

Duboko u sebi negdje
znam da si tuzan i sam
previse niti nas veze
isti jos snivamo san
 
Ref.
Nismo mi bez cilja
ne plasi nas put zlih dubina
nismo mi bez cilja
ljubav je jaca od svih daljina

Griju me sjecanja njezna
kad tebe grize sol
moj zivot je igra nijema
budi me bol

Tu nista ne mijenja vrijeme
treba mi tvoja blizina
postao dio si mene
oseka moja i plima

Ref. 2x

Nismo mi bez cilja
ne plasi nas put zlih dubina

Ref. 2x","https://tekstovi.net/2,383,22758.html",,Nismo mi bez cilja,We're Not Without A Goal,Boginja,"U noći opija bagrem
1
bijeli grozdovi, mir.
U mome tijelu je plamen,
oluja, čežnja i vir.. Duboko u sebi negdje,
znam da si tužan i sam.
Previše niti nas veže,
isti još snivamo san.. Nismo mi bez cilja,
ne plaši nas put zlih dubina.
Nismo mi bez cilja,
ljubav je jača od svih daljina.. Griju me sjećanja nježna,
kad tebe grize sol.
Moj život je igra nijema,
budi me bol.. Tu ništa ne mijenja vrijeme,
treba mi tvoja blizina.
Postao dio si mene,
oseka moja i plima.","Acacia intoxicates through the night
White flower clusters, peace.
There's a flame inside my body,
A storm, longing and a whirlpool.. Somewhere deep inside me
I know you're sad and alone.
Too many threads tie us together,
We still dream about the same thing.. We're not without a goal
We don't get scared by the path of great depths.
We're not without a goal
Love is stronger than all the lengths. Tender memories keep me warm
While salt corrodes you
My life is a mute game
Pain wakes me up. Time changes nothing here
I need you close to me
You became a part of me
My ebb and tide",https://lyricstranslate.com/en/nismo-mi-bez-cilja-were-not-without-goal.html,['Nenad Vilović'],['Loredana Kun'],['Josipa Lisac'],1987 - Boginja,2007 - The platinum collection,https://diskografija.com/pjesma/nismo-mi-bez-cilja-3538.htm,Nismo mi bez cilja,,,,,['Krešimir Klemenčić'],,,"U noci opija bagrem, bijeli grozdovi, mir
U mom tijelu je plamen, oluja ceznja i vir
Duboko u sebi negdje znam da si tuzan i sam
Previse niti nas veze isti jos snivamo san

Nismo mi bez cilja
Ne plasi nas put svih dubina
Nismo mi bez cilja
Ljubav je jaca od svih daljina

Griju me sjecanja njezna kad tebe grize sol
Moj zivot je igra nijema, budi me bol
Tu nista ne mjenja vrijeme, treba mi tvoja blizina
Postao dio si mene, oseka moja i plima",Nismo mi bez cilja,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/nismo-mi-bez-cilja.html
73,D7roOOt+_1_73,Josipa Lisac,Josipa Lisac,Nitko nije kao ti,12325,"Prevaris me koji put
tako providno
izmislis po neku stvar
smijesnu stvar

Zatim pricas sve dok sam
priznas da je laz
pa se smijes neduzno
ti to znas
 
Poklanjas mi zatim cvijet
tako naivno
govoris mi da sam ja
zivot tvoj

Kazes da ti znacim sve
vise jos od tog
pa me grlis predano
jer ti znas

Ref.
Da nitko kao ti
u tom svijetu ljubavi
nije kao ti, nije kao ti

Nitko ne zna kao ti
tako potpuno
ispunit mi ovaj svijet
kao ti

Nitko ne zna voljeti
tako kao ti
tako ludo voljeti
kao ti

Kao ti...","https://tekstovi.net/2,383,28213.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/nitko-nije-kao-ti-22286.htm,Nitko nije kao ti,,,,,,,,,,
74,D7roOOt+_1_74,Josipa Lisac,Josipa Lisac,"Niz polje idu, babo, sejmeni",12597,"Niz polje idu, babo, sejmeni
sejmenske pjesme, babo, pjevaju
sejmenske pjesme, babo, pjevaju

Sejmenske pjesme, babo, pjevaju
i moga sina Marka tjeraju
i moga sina Marka tjeraju

Prokleti da su, babo, sejmeni
sto moga sina Marka tjeraju
sejmenske pjesme, babo, pjevaju","https://tekstovi.net/2,383,21713.html",,Niz polje idu babo sejmeni,"Seymens are marching down the field, father",,"Niz polje idu, babo, sejmeni
sejmenske pjesme, babo, pjevaju
sejmenske pjesme, babo, pjevaju. Sejmenske pjesme, babo, pjevaju
i moga sina Marka tjeraju
i moga sina Marka tjeraju. Prokleti da su, babo, sejmeni
što moga sina Marka tjeraju
sejmenske pjesme, babo, pjevaju","Seymens are marching down the field, [oh] father1
they are singing seymenic songs, father
they are singing seymenic songs, father. They are singing seymenic songs, father
and hunting my son Marko
and hunting my son Marko. Cursed be the seymens, father
that are hunting my son Marko
they are singing seymenic songs",https://lyricstranslate.com/en/niz-polje-idu-babo-sejmeni-seymens-are-marching-down-field-father.html,,,,,,,,,,,,,,,"Niz polje idu, babo, sejmeni
Sejmenske pjesme, babo, pjevaju
Sejmenske pjesme, babo, pjevaju

Sejmenske pjesme, babo, pjevaju
I moga sina Marka tjeraju
I moga sina Marka tjeraju

Prokleti da su, babo, sejmeni
Sto moga sina Marka tjeraju
Sejmenske pjesme, babo, pjevaju","Niz polje idu, babo, sejmeni",https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/niz-polje-idu-babo-sejmeni.html
75,D7roOOt+_1_75,Josipa Lisac,Josipa Lisac,Nocna ptica,7969,"Jutrom, daj, zastore navuci, volim mrak
shvati vec, ne volim na licu sunca trag
dosta mi je reflektora u zivotu mom
zelim samo biti sama s tobom
i u zagrljaju nac' se tvom
necu, ne trebam svjedoke za to
 
Ref.
Gasi sve, ja sam nocna ptica
gasi sve, necu vidjet lica
gasi sve, ja sam nocna ptica
daj, ugasi sve

Ti vec znas, tama ima za me neku cudnu moc
zato ja mrzim danje svjetlo, volim noc
predugo sam vec u spotu ja
sada dosta je tog
zelim voditi ljubav s tobom
svoje ruke oko vrata tvog
necu, ne trebam svjedoke za to

Ref.","https://tekstovi.net/2,383,21867.html",,Noćna ptica,Night Owl,Lisica (1982),"Jutrom, daj, zastore navuci! Volim mrak.
Shvati već, ne volim na licu sunca trak.
Dosta mi je reflektora
u životu mom!
Želim samo biti sama s tobom
i u zagrljaju nać se tvom...
neću, ne trebam svjedoke za to!. Gasi sve, ja sam noćna ptica!
Gasi sve, neću vidjet lica!
Gasi sve, ja sam noćna ptica!
Daj, ugasi sve!. Ti već znaš, tama ima za me neku čudnu moć...
zato ja mrzim danje svjetlo, volim noć.
Predugo sam već u spotu ja,
sada dosta je tog!
Želim samo vodit ljubav s tobom,
svoje ruke oko vrata tvog...
neću, ne trebam svjedoke za to!. Gasi sve, ja sam noćna ptica!
Gasi sve, neću vidjet lica!
Gasi sve, ja sam noćna ptica!
Daj, ugasi sve!","In the morning - come on, close the shades! I love dark
Learn it already, I don't like sunrays on my face
I've had enough of reflectors
In my life
I just want to be alone with you
And find myself in your hug...
I don't want, I don't need witnesses for that!. Turn out everything, I'm a night owl!
Turn out everything, I don't want to see faces!
Turn out everything, I'm a night owl!
Come on, turn everything out!. You know already, darkness has a strange power over me...
That's way I hate daylight, I love the night
I've been in the video too long now
Now it's enough of that!
I just want to make love to you
My hands around your neck
I don't want, I don't need witnesses for that!. Turn out everything, I'm a night owl!
Turn out everything, I don't want to see faces!
Turn out everything, I'm a night owl!
Come on, turn everything out!",https://lyricstranslate.com/en/no%C4%87na-ptica-night-owl.html,,,['Josipa Lisac'],1982 - Lisica,2007 - The platinum collection,https://diskografija.com/pjesma/nocna-ptica-3561.htm,Noćna ptica,,,,,,,,"Jutrom daj zastore navuci volim mrak
Shvati vec ne volim na licu sunca trak
Dosta mi je reflektora
U zivotu mom
Zelim samo biti sama s tobom
I u zagrljaju nac' se tvom
Necu ne trebam svjedoke za to

Gasi sve, ja sam nocna ptica
Gasi sve, necu vidjet lica
Gasi sve, ja sam nocna ptica
Daj, ugasi sve

Ti vec znas, tama ima za me neku cudnu moc
Zato ja mrzim danje svjetlo volim noc
Predugo sam vec u spotu ja
Sada dosta je tog
Zelim voditi ljubav s tobom
Svoje ruke oko vrata tvog
Necu ne trebam svjedoke za to

Gasi sve, ja sam nocna ptica
Gasi sve, necu vidjet lica
Gasi sve, ja sam nocna ptica
Daj, ugasi sve

Predugo sam vec u spotu ja
Sada dosta je tog
Zelim voditi ljubav s tobom
Svoje ruke oko vrata tvog
Necu ne trebam svjedoke za to",Noćna ptica,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/nocna-ptica.html
76,D7roOOt+_1_76,Josipa Lisac,Josipa Lisac,O jednoj mladosti,37602,"Jedna mladost, jedan svijet nade
raste tiho u srcu tvom
drugi za te ovaj svijet grade
s malo prave istine u tom

Pricaju ti price te 
i svaka ima svoj sretan kraj
al' presucuju da taj svijet 
krade bas tvog sunca sjaj
 
Jedna mladost, jedan san srece
al' do nje jos dalek dug put
i dok srce na svoj put krece
u taj svijet ocvao i zut

Odjednom ce shvatit sve
kako nigdje nema plamena tog
poput mrtve rijeke 
svijet tece bez cilja svog

Tko zna, mozda na me
ceka neki drugi svijet
tko zna, i u mraku
katkad nikne divan cvijet

Mozda, tko zna
jedna od sretnih
jedna od tisucu
bit cu bas ja tko da zna","https://tekstovi.net/2,383,4093.html",,O jednoj mladosti,About one youth,,"Jedna mladost, jedan svijet nade
1
Raste tiho u srcu tvom
Drugi za te ovaj svijet grade
S malo prave istine u tom. Pričaju ti priče te
I svaka ima svoj sretan kraj
Al' prešućuju da taj svijet krade
Baš tvog sunca sjaj. Jedna mladost, jedan san sreće
Al' do nje još dalek, dug put
I dok srce na svoj put kreče
U taj svijet ocvao i žut. Odjednom ćeš shvatit sve
Kako nigdje nema plamena tvog
Poput mrtve rijeke svijet teče
Bez cilja svog. Tko zna, možda na me čeka neki drugi svijet
Tko zna, i u mraku kadkad nikne divan cvijet
možda, tko zna, jedna od sretnih
Jedna od tisuću bit ću baš ja
Tko da zna","One youth, a world of hope
it grows silently in your heart
others are building this world for you
with a little bit of real truth in it. They are telling you all those stories,
and each has it's own happy ending
but they omit that the shine of your own sun
steals that world. One youth, a dream of happiness
but there's a long, long way to reach it
and, while your heart sets on it's way
into that world, all yellow and bloomy. Suddenly, you will understand it all
Your own flame is nowhere to be found
the world flows like a dead river
without a goal. Who knows,maybe another world awaits on me
Who knows,a beautiful flower sprouts in the dark sometimes
Maybe, who knows, the lucky one
one in a million, it just might be me
Who would know ?",https://lyricstranslate.com/en/o-jednoj-mladosti-about-one-youth.html-0,['Karlo Metikoš Matt Collins'],['Ivica Krajač'],['Josipa Lisac'],1973 - Dnevnik jedne ljubavi,"1992 - Live in Lap - uživo
Aranžman: Gojko Tomljanović",https://diskografija.com/pjesma/o-jednoj-mladosti-3572.htm,O jednoj mladosti,"1996 - Koncert u čast Karla Metikoša - uživo
Aranžman: Gojko Tomljanović",1998 - The best of,"2002 - Live - uživo
Aranžman: Gojko Tomljanović",2005 - Epopeja - Josipa Lisac & Flyer,['Branimir Živković'],2007 - The platinum collection,,"Jedna mladost, jedan svijet nade
Raste tiho u srcu tvom
Drugi za te ovaj svijet grade
S malo prave istine u tom

Pricaju ti price te
I svaka ima svoj sretan kraj
Al' presucuju da taj svijet krade
Bas tvog sunca sjaj

Jedna mladost, jedan san srece
Al' do nje jos dalek, dug put
I dok srce na svoj put krece
U taj svijet ocvao i zut

Odjednom ces shvatit sve
Kako nigdje nema plamena tvog
Poput mrtve rijeke svijet tece
Bez cilja svog

Tko zna, mozda na me ceka neki drugi svijet
Tko zna, i u mraku kadkad nikne divan cvijet
mozda, tko zna, jedna od sretnih
Jedna od tisucu bit cu bas ja
Tko da zna",O jednoj mladosti,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/o-jednoj-mladosti.html
77,D7roOOt+_1_77,Josipa Lisac,Josipa Lisac,Oluja,8635,"Vatre plam vec gori licem ljetnjeg neba
vatre plam je sad u meni jer te trebam

Ja trebam tvoje usne na celu mom
tvoje usne na vratu mom
dok more se pjeni pod prozorom
ja trebam tvoje ruke na licu mom
tvoje ruke na tijelu mom
dok nebo se rusi nad morem
 
Al' ne znam kad, i ne znam kad
i ne znam gdje, i ne znam gdje
ce nakon kise za me svanut' vedar dan

Ref. 2x
Oluja, oluja, oluja, oluja 
vlada jos u srcu mom","https://tekstovi.net/2,383,19414.html",,Oluja,The Storm,Najveći uspjesi 68/73,"Vatre plam već gori licem ljetnjeg neba,
vatre plam je sad u meni jer te trebam.
Ja trebam tvoje usne na čelu mom,
tvoje usne na vratu mom.. Dok more se pjeni pod prozorom,
ja trebam tvoje ruke na licu mom,
tvoje ruke na tijelu mom,
dok nebo se ruši nad morem.. Al' ne znam kad, i ne znam kad,
i ne znam gdje, i ne znam gdje,
će nakon kiše za me svanut vedar dan.. Oluja, oluja, vlada još u srcu mom.
Oluja, oluja, vlada još u tijelu mom.. Oluja.. Jer nemam sve ono što trebam.","The flame of fire already burns over the face of the summer sky
The flame of fire is now within me, because I need you.
I need (to feel) your lips on my forehead,
(to feel) your lips on my neck.. While the sea foams below the window,
I need your arms on my face,
your arms on my body,
while the skies tears down over the sea.. But I do not know when, and I do not know when
And I do not know where, and I do not know where
Will a cloudless day rise for me.. The storm, the storm, still rules my heart
The storm, the storm, still rules my body.. The storm.. Because I do not have all that I need",https://lyricstranslate.com/en/oluja-storm.html-0,['Zdenko Runjić'],['Zdenko Runjić'],['Josipa Lisac'],1971 - Zlatni snovi,1973 - Najveći uspjesi,https://diskografija.com/pjesma/oluja-3657.htm,Oluja,1998 - The best of,2007 - The platinum collection,,,['Ićo Kelemen'],,,,,
