Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
59,vmjQPyJ5_1_59,Boris Novković,Boris Novković,Nek' se raduje (duet Tony Cetinski),137101,"Nekad ljubav srce vodi do dna
s vremenom lakse mi ne postaje
u trenu do sna najvise mi nedostaje

Ako je ikad sretnes, prijatelju
usne k'o tresnje, oci biserne
samo pozdravi je
i reci za mene
 
Ref. 
Nek' se raduje i sa srecom neka joj je
neka ne brine, za mene prekasno je
nek' se raduje, do neba sam je volio
vjeruj, nisam je nikad prebolio
vjeruj, nisam je nikad prebolio

Nekim pticama i let je pad
zauvijek moja ona ostaje
kada probudim se najvise mi nedostaje

Nemam zraka od kada sam bez nje
jer svaki dah je bila tijelu mom
molim te, prijatelju
reci joj sve 

Ref.

Ostaje u meni njen trag, zauvijek

Ref.","https://tekstovi.net/2,328,27398.html",,Nek se raduje,May she be happy,,"Nekad ljubav srce vodi do dna
s vremenom lakse mi ne postaje
u trenu do sna
najvise mi nedostaje. Ako je ikad sretnes, prijatelju
usne k’o tresnje, oci biserne
samo pozdravi je
i reci za mene. Nek’ se raduje
i sa srecom neka joj je
neka ne brine
za mene prekasno je. Nek’ se raduje
do neba sam je volio
vjeruj, nisam je nikad prebolio
vjeruj, nisam je nikad prebolio. Nekim pticama i let je pad
zauvijek moja ona ostaje
kada probudim se
najvise mi nedostaje. Nemam zraka od kada sam bez nje
jer svaki dah je bila tijelu mom
molim te, prijatelju
reci joj sve. Nek’ se raduje
i sa srecom neka joj je
neka ne brine
za mene prekasno je. Nek’ se raduje
do neba sam je volio
vjeruj, nisam je nikad prebolio. Ostaje u meni njen trag, zauvijek…. Nek’ se raduje
i sa srecom neka joj je
neka ne brine
za mene prekasno je. Nek’ se raduje
do neba sam je volio
vjeruj, nisam je nikad prebolio
vjeruj, nisam je nikad prebolio","Sometimes love drives the heart to the bottom
With the time the more easily it gets out of reach
In the moment leading to dreams
She's what I lack the most. If you ever meet her, my friend
Lips cherry-red, eyes like pearls
Just greet her
And tell her for me. May she be happy
And may happiness be with her
May she no worries
For me it's too late. May she be happy
I have loved her to the very end
Believe me, I've never got over her
Believe me, I've never got over her. To some birds to fly is to fall
She will always remain mine
When I wake up
She's what I lack the most. I've no air since when I lost her
Because she was every breath to my body
Please, my friend
Tell her everything. May she be happy
And may happiness be with her
May she no worries
For me it's too late. May she be happy
I've loved her to the very end
Believe me, I've never got over her. Her trace stays in me, forever.... May she be happy
And may happiness be with her
May she no worries
For me it's too late. May she be happy
I've loved her to the very end
Believe me, I've never got over her
Believe me, I've never got over her",https://lyricstranslate.com/en/nek-se-raduje-tony-cetinski-may-she-be-happy.html,,,,,,,,,,,,,"Nekad ljude srce vodi do dna,
S vremenom lakse mi ne postaje.
U trenu do sna
Najvise mi nedostaje.
Ako je ikad sretnes, prijatelju,
Usne ko tresnje, oci biserne,
Samo pozdravi je i reci za mene.
Nek' se raduje i sa srecom neka joj je,
Neka ne brine, za mene prekasno je.
Nek' se raduje, do neba sam je volio,
Vjeruj, nisam je nikad prebolio,
Vjeruj, nisam je nikad prebolio..

Nekim pticama i let je pad,
Zauvijek moja ona ostaje.
Kada probudim se,
Najvise mi nedostaje.
Nemam zraka otkada sam bez nje,
Jer svaki dah je bila tijelu mom.
Molim te, prijatelju, reci joj sve...
Nek' se raduje i sa srecom neka joj je,
Neka ne brine, za mene prekasno je.
Nek' se raduje, do neba sam je volio,
Vjeruj, nisam je nikad prebolio.
Ostaje u meni njen trag, zauvijek...

Nek' se raduje i sa srecom neka joj je,
Neka ne brine, za mene prekasno je.
Nek' se raduje, do neba sam je volio,
Vjeruj, nisam je nikad prebolio,
Vjeruj, nisam je nikad prebolio... ",Nek se raduje (duet Tony Cetinski),https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/nek-se-raduje-duet-tony-cetinski.html
60,vmjQPyJ5_1_60,Boris Novković,Boris Novković,Neka bude ti,9977,"Neka bude ti, neka bude ti
svaka noc sretna, sretni dani svi
bez mene, bez mene 
rekla si lakse je

Neka bude ti, neka bude ti
tako si htjela, tako zeljela si
bez mene, bez mene
ne sumnjam, bolje je
 
Ref.
Dani, dani, teku dani
ja sam sanjar k'o i lani
ima boli, al' ce proci
jednom cu ti u san doci
ti meni lagala si
neka bude ti

Noci, noci, idu noci
ima boli, al' ce proci
ostat ce na srcu rana
sjetit ces se jednog dana
ti meni lagala si
neka bude ti

Neka bude ti, neka bude ti
gorak okus ove ljubavi
bez mene, bez mene
sigurno lakse je

Neka bude ti, neka bude ti
velika sreca kakvu sanjala si
bez mene, bez mene
ti znas, bolje je

Ref.

Neka bude ti, neka bude ti
prekrizi i zaboravi
bez mene, bez mene
bit ce da je sunce sjajnije

Neka bude ti, neka bude ti
otkaci i nestani
bez mene, bez mene
siroko ti na strane sve

Ref.","https://tekstovi.net/2,328,21436.html",,,,,,,,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Miro Buljan'],['Boris Novković'],,,,https://diskografija.com/pjesma/neka-bude-ti-4121.htm,Neka bude ti,,,,"Neka bude ti, neka bude ti
Svaka noc sretna, sretni dani svi
Bez mene, bez mene
Rekla si lakse je
Neka bude ti, neka bude ti
Tako si htjela, tako zeljela si
Bez mene, bez mene
Ne sumnjam, bolje je

Dani dani teku dani
Ja sam sanjar ko i lani
Imam boli al' ce proci
jednom cu ti u san doci
Ti meni lagala si
Neka bude ti

Noci noci idu noci
Imam boli al' ce proci
Ostat ce na srcu rana
Sjeti ces se jednog dana
Ti meni lagala si
Neka bude ti

Neka bude ti, neka bude ti
Velika sreca kakvu sanjala si
Bez mene, bez mene
Sigurno lakse je
Neka bude ti, neka bude ti
Velika sreca kakvu sanjala si
Bez mene, bez mene
Ti znas bolje je

Neka bude ti, neka bude ti
Prekrizi i zaboravi
Bez mene, bez mene
Bit ce da je sunce sjajnije
Neka bude ti, neka bude ti
Otkaci i nestani
Bez mene, bez mene
Siroko ti na strane sve",Neka bude ti,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/neka-bude-ti.html
61,vmjQPyJ5_1_61,Boris Novković,Boris Novković,Neka druga su vremena (duet Leteci Odred),2099,"Bas mi dodje zelja k'o iz vedra neba
da je posjetim
al' se bojim, ono malo sto je ostalo
da ne izgubim

Njoj je lako naci razloge
mijenjati ljubavnike, gradove
i jos nije srela nikog'
tko bi rekao joj ne
 
Ref.
A ja ovakav, nikakav od lani
blesavo mi prolazili dani
bas se pitam, dugo nije svratila

I neka druga sada su vremena
ona stara vec zaboravljena
a i kazu, malo se promijenila

Volio bih da je vise ne volim
da zaboravim
i ono cvijece sto sam nekad brao
da je uvelo

Sve se vraca, sve se placa
tako kazu ljudi stariji
valjda jedina je ona
koja tako ne misli

Ref. 2x","https://tekstovi.net/2,328,52492.html",,,,,,,,['Denis Dumančić'],['Denis Dumančić'],['Miro Buljan'],['Boris Novković'],,,,https://diskografija.com/pjesma/neka-druga-su-vremena-4127.htm,Neka druga su vremena,,,,,,
62,vmjQPyJ5_1_62,Boris Novković,Boris Novković,Nena,6263,"Gdje da odem Moskva, Cairo
da te se nikad ne bi sjetio
padaju heroji, ne i ja
srce mi slomi, sve si slomila

Ref.
Nena, ne mogu sam
o Nena, plasi me dan
Nena, o, ledena noc
o Nena, upomoc
 
Sve je protiv tebe uzalud
ostajem jednako za tobom lud
padaju heroji, ne i ja
srce mi slomi, sve si slomila

Ref.

Ref. 2x","https://tekstovi.net/2,328,25251.html",,,,,,,,['Boris Novković'],['Rajko Šimunović'],['Lazar Ristovski'],['Boris Novković'],1987 - Jači od sudbine,2005 - Zlatna kolekcija,,https://diskografija.com/pjesma/nena-4061.htm,Nena,,,,"Gdje da odem Moskva, Kairo
Da te se nikad ne bi sjetio.
Padaju heroji, ne i ja
Srce mi slomi, sve si slomila

Nena, ne mogu sam,
Ooo Nena, plasi me dan.
Nena, ledena noc,
Oo Nena, upomoc!

Sve je protiv tebe uzalud,
Ostajem jednako za tobom lud.
Padaju heroji, ne i ja
Srce mi slomi, sve si slomila.",Nena,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/nena.html
63,vmjQPyJ5_1_63,Boris Novković,Boris Novković,Neuprljana ljubav,9797,"Vijesti na nocnom programu
da negdje djeca gladuju
jos jedna noc i sto cemo uciniti
okrenut glavu, promijenit stanicu

Jedan se covjek ubio
rec ''ja te volim“ nije kome imao
i ovo stanje ne mogu opisati
pomozi mi, daj mi njeznosti
 
Ref.
Sve sto zelim je neuprljana ljubav
kao cvijet ce izraslom iz kamena
doci ce ratovi, nestat ce svjetovi
a ljubav ce ostati
samo ljubav ce ostati

Kupujem dnevne novine
pune su tuge i sirotinje
stranicu novu necu ni okrenuti
pomozi mi, daj mi njeznosti

Ref. 2x","https://tekstovi.net/2,328,22535.html",,,,,,,,['Boris Novković'],['Boris Novković'],['Miro Buljan'],['Boris Novković'],,,,https://diskografija.com/pjesma/neuprljana-ljubav-4122.htm,Neuprljana ljubav,,,,"Vijesti na nocnom programu
Da negdje djeca gladuju
Jos jedna noc i sto cemo uciniti
Okrenut glavu, promjenit stanicu
Jedan se covjek ubio
Reci ja te volim, nije kome imao
I ovo stanje ne mogu opisati
Pomozi mi, daj mi njeznosti

Sve zelim je neuprljana ljubav
Kao cvijece izraslo iz kamena
Doci ce ratovi
Nestat ce svijetovi
Al' ljubav ce ostati
Samo ljubav ce ostati

Kupujem dnevne novine
Pune su tuge i sirotinje
Stranicu novu necu ni okrenuti
Pomozi mi, daj mi njeznosti",Neuprljana ljubav,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/neuprljana-ljubav.html
64,vmjQPyJ5_1_64,Boris Novković,Boris Novković,Ni na nebu ni na zemlji,4834,"Vjetar je pustinja
ovo je put bez povratka
upomoc zovem ja
al' je tisina glasnija

Gde je sad moja sreca jedina
gde je sad
 
 Drugom je otisla
 svilenih krila leptira
danima, nocima
samo je mene ljubila

Gde je sad oko moje jedino
 gde je sad

Ref.
 Ni na nebu, ni na zemlji
vise ne znam gdje sam ja
 pustam zivot da me vodi
 putem njenih tragova

 Ni na nebu, ni na zemlji
 otkad ona nije tu
lazem svakoj drugoj zeni 
 jer ja zelim samo nju

Ref.

 Ni na nebu, ni na zemlji
gdje je sad

Ref.

 Ni na nebu, ni na zemlji","https://tekstovi.net/2,328,36687.html",,,,,,,,,,,['Boris Novković'],,,,https://diskografija.com/pjesma/ni-na-nebu-ni-na-zemlji-21947.htm,Ni na nebu ni na zemlji,,,,"Vjetar je pustinja
Ovo je put bez povratka, upomoc zovem ja
Al je tisina  glasnija
Gde je sad moja sreca jedoina
Gde je sad?
Drugom je otisla svilenih krila leptira
Danima, nocima samo je mene ljubila
Gde je sad oko moje jedino
Gde je sad?

Ni na nebu, ni na zemlji
Vise ne znam gdje sam ja
Pustam zivot da me vodi putem njenih tragova
Ni na nebu, ni na zemlji
Otkad ona nije tu
Lazem svakoj drugoj zeni
Jer ja zelim samo nju",Ni na nebu ni na zemlji,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/ni-na-nebu-ni-na-zemlji.html
65,vmjQPyJ5_1_65,Boris Novković,Boris Novković,Nije fer,11868,"Ne treba mi tvoja ljubav
samo mali dio tebe
mrvice sa stola
jesu li od bola
ti najvise volis sebe

Ne treba mi tvoja ljubav
s tobom sreca bol se zove
nije tebi stalo, nije niti malo
mirno sanjas noci ove
 
Ref.
Nije fer, nije fer
da odes tek tako
da te barem ne volim
bilo bi mi lako

Nije fer, nije fer
da odes tek tako
ja bez tebe bio bih
ali ne znam kako

Ne treba mi tvoja ljubav
uzimas, a dajes malo
samo nemoj reci vrijeme rane lijeci
to bi mi jos teze palo

Ma ne treba mi tvoja ljubav
samo mali dio tebe
mrvice sa stola
jesu li od bola
ti najvise volis sebe

Ref.","https://tekstovi.net/2,328,5714.html",,,,,,,,"['Boris Novković', 'Saša Lošić']",['Faruk Buljubašić Fayo'],['Jeronim Szabolcs Marić'],['Boris Novković'],2004 - Hrvatski Radijski Festival 2004,2004 - Ostvaren san,2004 - Hrvatski Radijski Festival 2004 - 24 najbolja,https://diskografija.com/pjesma/nije-fer-2976.htm,Nije fer,2005 - Ostvaren san,,,"Ne treba mi tvoja ljubav
samo mali dio tebe
mrvice sa stola
jesu li od bola
ti najvise volis sebe

Ne treba mi tvoja ljubav
s tobom sreca bol se zove
nije tebi stalo, nije niti malo
mirno sanjas noci ove

Nije fer, nije fer
da odes tek tako
da te barem ne volim
bilo bi mi lako

Nije fer, nije fer
da odes tek tako
ja bez tebe bio bih
ali ne znam kako

Ne treba mi tvoja ljubav
uzimas, a dajes malo
samo nemoj reci vrijeme rane lijeci
to bi mi jos teze palo

Ma ne treba mi tvoja ljubav
samo mali dio tebe
mrvice sa stola
jesu li od bola
ti najvise volis sebe",Nije fer,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/nije-fer.html
66,vmjQPyJ5_1_66,Boris Novković,Boris Novković,Nikad ne reci nikad,14387,"Nikad ne reci nikad
ljubiti neces plave
jer plave ko od sale
mozda bi zivot dale

I ne okreci glavu
kad nadjes onu pravu
svega ce uvijek biti
nemoj je ostaviti
 
Nemoj ni dva put reci
a poslije pogaziti
daj budi malo covjek
nece ti naskoditi

Nikad ne reci nikad
budala neces biti
ko kaze da ti sutra
to nece prikaciti

Ref.
I nek je zdravlja i srece uvijek tu kod nas
neka ljubav zapjeva na glas 
da nas vodi, da nas miluje
sve drugo nije vazno i sve proci ce

I nemoj nikad reci
a poslije pogaziti
jer mozda ce te sutra
u glavu udariti

I ne okreci istu
kad nadjes ljubav pravu
svega ce uvijek biti
nemoj je iznevjeriti

Ref.

Ref. 2x","https://tekstovi.net/2,328,22809.html",,,,,,,,['Boris Novković'],"['Boris Novković', 'H. Šokčević']",,['Boris Novković'],2003 - Hrvatski Radijski Festival 2003,2003 - Hrvatski Radijski Festival 2003 - 20 najboljih,,https://diskografija.com/pjesma/nikad-ne-reci-nikad-2723.htm,Nikad ne reci nikad,,,,"Nikad ne reci nikad
Ljubiti neces plave
Jer plave ko od sale
Mozda bi zivot dale

I ne okreci glavu
Kad nadjes onu pravu
Svega ce uvijek biti
Nemoj je ostaviti

Nemoj ni dva put reci
A poslije pogaziti
Daj budi malo covjek
Nece ti naskoditi

Nikad ne reci nikad
Budala neces biti
Ko kaze da ti sutra
To nece prikaciti

I nek je zdravlja i srece uvijek tu kod nas
Neka ljubav zapjeva na glas
Da nas vodi, da nas miluje
Sve drugo nije vazno i sve proci ce

I nemoj nikad reci
A poslije pogaziti
Jer mozda ce te sutra
U glavu udariti

I ne okreci istu
Kad nadjes ljubav pravu
Svega ce uvijek biti
Nemoj je iznevjeriti",Nikad ne reci nikad,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/nikad-ne-reci-nikad.html
67,vmjQPyJ5_1_67,Boris Novković,Boris Novković,Nisam vise sam,252,"Rekao sam tada
sad je svemu kraj
al´ nekad je u tami
skriven zlatni sjaj

Mislio sam kako
da te ne volim
i sve zaboravim
 
Igrala se ti si
plesala po rubu ljubavi
al´ vjerovala nisi
da ovo medju nama moze nestati

Ref.
Ti si moju bol
svojim srcem platila
bila si mi sjever
al´ si jugo pratila

Nebo zna
da se ljubav rodila
ti si bila ta
sto me u zivot vratila

Mislio sam kako
da zaboravim
kako da na tebe
vise ne mislim

Al´ sudbina te meni
vratila na dlan
i nisam vise sam

Ref. 2x","https://tekstovi.net/2,328,64509.html",,,,,,,,,,,,,,,,,,,,,,
68,vmjQPyJ5_1_68,Boris Novković,Boris Novković,Njoj,12573,"Kog se voli 
to nijednom razum ne odlucuje
ne bira tu pamet nista
srce pamet ne cuje
nije mi nikad nije dosta

Sve je moje uzela
tako lijepa, tako prosta
opet me je zavela
ljubim je, a gubim
mirim se sa tim
 
Ref.
Njoj, jedinoj, predivnoj
sve od sebe dajem
njoj, jedinoj, nevjernoj
dajem pa se kajem

Njoj, jedinoj
srce jos pruza sve od sebe
da branim se uzalud
vise nemam potrebe

Cijeli svijet mi moze stati
kad se ona nasmijesi
srce uvijek voli krive
srce uvijek pogrijesi
jer mi nikad nije dosta 

Ref.","https://tekstovi.net/2,328,5715.html",,Njoj,To Her,,"Kog se voli, to nijednom razum ne odlučuje
ne bira tu pamet ništa, srce pamet ne čuje
Jer mi nikad nije dosta, sve je moje uzela
tako lijepa, tako prosta
opet me je zavela
ljubim je, a gubim
mirim se sa tim. Njoj, jedinoj, predivnoj
sve od sebe dajem
Njoj, jedinoj, nevjernoj
dajem, pa se kajem
Njoj, jedinoj,
srce još pruža sve od sebe
da branim se ulazud
više nemam potrebe. Cijeli svijet mi može stati
kad se ona nasmješi
srce uvijek voli krive,
srce uvijek pogrijesi
Jer mi nikad nije dosta,
sve je moje uzela
tako lijepa, tako prosta
opet me je zavela
ljubim je, a gubim
mirim se sa tim. Njoj, jedinoj...
sve od sebe dajem...","Whom we love, it's never for the common sense to decide
mind choses nothing there, the heart doesn't hear the mind
because it's never enough for me, she took my everything
so beautiful, so common
she seduced me again
I am kissing her, but losing
I'm coming to terms with that. to her, the only one, gorgeous one
I am giving everything I have
to her, the only one, unfaithful one
I am giving, then regretting. to her, the only one,
the heart is still giving everything it can
I am defending myself in vain
I don't have the need any more. The entire world can stop for me
when she smiles
heart always loves the wrong ones
the heart always makes mistakes
because it was never enough for me
she took my everything
so beautiful, so common
she seduced me again
I am kissing her but losing
I am coming to terms with that. to her, the only one..
I am giving everything I can..",https://lyricstranslate.com/en/njoj-her.html,['Boris Novković'],['Faruk Buljubašić Fayo'],['Nikša Bratoš'],['Boris Novković'],2004 - Ostvaren san,2005 - Ostvaren san,,https://diskografija.com/pjesma/njoj-4382.htm,Njoj,,,,"Kod se voli
to nijednom razum ne odlucuje
ne bira tu pamet nista
srce pamet ne cuje
jer mi nikad nije dosta
sve je moje uzela
tako lijepa, tako prosta
opet me je zavela
ljubim je, a gubim
mirim se sa tim

Njoj, jedinoj, predivnoj
sve od sebe dajem
njoj, jedinoj, nevjernoj
dajem pa se kajem

Njoj, jedinoj
srce jos pruza sve od sebe
da branim se uzalud
vise nemam potrebe

Cijeli svijet mi moze stati
kad se ona nasmijesi
srce uvijek voli krive
srce uvijek pogrijesi
jer mi nikad nije dosta
sve je moje uzela
tako lijepa, tako prosta
opet me je zavela
ljubim je, a gubim
mirim se sa tim",Njoj,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/njoj.html
69,vmjQPyJ5_1_69,Boris Novković,Boris Novković,Obecajem,39349,"Godinama gledam isto nebo
godinama cekam iste zore
al' sada vidim nesto sasvim drukcije

Godinama sviram iste stvari
godinama slusam iste pjesme
al' sada cujem nesto puno milije
 
I stvarno ne znam sta se desilo
al' sa tobom se sve promijenilo

Ref.
Obecajem da, da bicu ti sve
i vjetar i vir, i nemir i mir
samo nemoj razocarati

Obecajem da bicu ti sve
i jutro i noc, i slabost i moc
samo nemoj ovo izdati

Godinama pravim iste greske
godinama sreca stize pjeske
ali sada znam da nevazno je sve

Godinama sanjam iste snove
godinama vidim iste boje
ali sada sve je zanimljivije

I stvarno ne znam sta se desilo
al' sa tobom se sve promijenilo

Ref.

Ref.","https://tekstovi.net/2,328,26020.html",,Obecajem,I Promise,Zapisan u tebi 2008,"Godinama gledam isto nebo
godinama čekam iste zore
al' sada vidim nešto sasvim drukčije. Godinama sviram iste stvari
godinama slušam iste pjesme
al' sada čujem nešto puno milije. I stvarno ne znam šta se desilo
al' sa tobom se sve promijenilo. Ref.
Obećajem da, da biću ti sve
i vjetar i vir, i nemir i mir
samo nemoj razočarati. Obećajem da biću ti sve
i jutro i noć, i slabost i moć
samo nemoj ovo izdati. Godinama pravim iste greške
godinama sreća stiže pješke
ali sada znam da nevažno je sve. Godinama sanjam iste snove
godinama vidim iste boje
ali sada sve je zanimljivije. I stvarno ne znam šta se desilo
al' sa tobom se sve promijenilo","For years I'm watching the same sky
For years I'm waiting the same dawns
But now I see something totally different. For years I'm playing the same things
For years I'm listening the same songs
But now I hear something more lovely. And I really don't know what happened
But with you, everything changed.. ref:
I promise that, that I'll be your everything
And wind and whirl and uneasiness and peace
just don't disappoint me. I promise you, I'll be your everything
Morning and night, weakness and power
Just don't betray this. For years I'm making the same mistakes
For years my happiness is coming slowly
but now I know that it's not important anymore. For years I'm dreaming the same dreams
For years I'm seeing the same colours
But now everything is more interesting. And I really don't know what happened
But with you, everything changed.",https://lyricstranslate.com/en/Obecajem-I-Promise.html,['Boris Novković'],['Boris Novković'],"['Nikša Bratoš', 'Boris Novković', 'Franjo Valentić']",['Boris Novković'],,,,https://diskografija.com/pjesma/obecajem-13664.htm,Obećajem,,,,,,
70,vmjQPyJ5_1_70,Boris Novković,Boris Novković,Od kad nisam tvoj,11334,"Sto mi donose dani buduci
dugo kajanje polako stareci
teske godine, casa utjehe
od mora djetinjstva cujem valove

Ne mogu ovu slomiti tugu
ni kad sam pijan ne vidim drugu
i kao da je vrijeme stalo nista ne ide
 
Ref.
Od kad nisam tvoj ja nisam svoj
vjetar dusu prebire
bez tebe ja imam samo sjecanje

Od kad nisam tvoj ja nisam svoj
i kao da me progone
mladosti zasto zuris malo zastani
da uberem ruzu ljubavi

Stazama smo mnogim
prosli suza tragova
na starim slikama
sijeda prasina

Evo, sjecam se
dragih pjesama
i onog proljeca
kad te sretoh ja

Ne mogu ovu slomiti tugu
ni kad sam pijan ne vidim drugu
i kao da je vrijeme stalo nista ne ide

Ref.","https://tekstovi.net/2,328,22536.html",,,,,,,,['Boris Novković'],['Zlatko Arslanagić'],,['Boris Novković'],1995 - The best of,2005 - Zlatna kolekcija,,https://diskografija.com/pjesma/od-kad-nisam-tvoj-1586.htm,Od kad nisam tvoj,,,,"Sto mi donose dani buduci
Dugo kajanje polako stareci
Teske godine, casa utjehe
Od mora djetinjstva cujem valove

Ne mogu ovu slomiti tugu
Ni kad sam pijan ne vidim drugu
I kao da je vrijeme stalo nista ne ide

Od kad nisam tvoj ja nisam svoj
Vjetar dusu prebire
Bez tebe ja imam samo sjecanje

Od kad nisam tvoj ja nisam svoj
I kao da me progone
Mladosti zasto zuris malo zastani
Da uberem ruzu ljubavi

Stazama smo mnogim
Prosli suza tragova
Na starim slikama
Sijeda prasina

Evo, sjecam se
Dragih pjesama
I onog proljeca
Kad te sretoh ja

Ne mogu ovu slomiti tugu
Ni kad sam pijan ne vidim drugu
I kao da je vrijeme stalo nista ne ide",Od kad nisam tvoj,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/od-kad-nisam-tvoj.html
71,vmjQPyJ5_1_71,Boris Novković,Boris Novković,Oprosti mi,10599,"Prosla su cetiri duga mjeseca
otkad si me duso ti napustila
a ja sam sreo starog prijatelja
kaze mi da si drugog vec zavoljela

Sad zvoni telefon
predosjecam ti si
kazes da si sretna
i pitas kako si
 
Ref.
Ja ne mogu zivjet' bez tebe
i ne znam vise sto je smijeh
svakog novog dana sve je gore
moj zivot lici mi na grijeh
oprosti mi i nemoj drugog da zavolis
oprosti mi iako me mozda vise ne volis

Nocas su nebo zvijezde prekrile
a ja se pitam sto nas to povezuje
jednu sam zvijezdu nasao za tebe
jednu za njega, jednu za mene

Sad zvoni telefon
predosjecam ti si
kazes da si sretna
i pitas kako si

Ref.

Iako me vise ne volis
(2x)

Ref.

Iako me vise ne volis
(2x)","https://tekstovi.net/2,328,22554.html",,,,,,,,['Boris Novković'],['Boris Novković'],['Miro Buljan'],['Boris Novković'],,,,https://diskografija.com/pjesma/oprosti-mi-4124.htm,Oprosti mi,,,,"Prosla su cetiri duga mjeseca
Otkad si me duso ti napustila
A ja sam sreo starog prijatelja
Kaze mi da si drugog vec zavoljela
Sad zvoni telefon
Predosjecam ti si
Kazes da si sretna
I pitas kako si

Ja ne mogu zivjeti bez tebe
I ne znam vise sto je smijeh
Svakog novog dana sve je gore
Moj zivot lici mi na grijeh
Oprosti mi
I nemoj drugog da zavolis
Oprosti mi
I ako me mozda vise ne volis

Nocas su zvijezde prekrile
A ja pitam sto nas to povezuje
Jednu sam zvijezdu nasao za tebe
Jednu za njega, jednu za mene
Sad zvoni telefon
Predosjecam ti si
Kazes da si sretna
I pitas kako si",Oprosti mi,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/oprosti-mi.html
72,vmjQPyJ5_1_72,Boris Novković,Boris Novković,Oprostit' cemo sve (Na mom jastuku),11351,"Nemoj zaliti jucer ne postoji
zamisli svoj san i sanjaj ga u boji
svako novo jutro nosi znak
ljubav kao svjetlo tjera mrak

Ref.
Oprostit' cemo sve jedno drugome
sad je vrijeme istine
nikada se neke vatre ne gase
kad se srcem zapale
oprostit' cemo sve jedno drugome
 
Na mom' jastuku neces biti sama
lose nestaje, dobro je pred nama
svako novo jutro nosi znak
ljubav kao svjetlo tjera mrak

Ref.
","https://tekstovi.net/2,328,22532.html",,Oprostit ćemo sve,Простим все,,"Nemoj žaliti, juče ne postoji
Zamisli svoj san i sanjaj ga u boji
Svako novo jutro nosi znak
Ljubav kao svetlo tjera mrak. Oprostit ćemo sve jedno drugome
Sad je vreme istine
Nikada se neke vatre ne gase
Kad se srcem zapale. Ahahaha, ahahaha oprostit ćemo sve
Ahahaha, ahahaha jedno drugome. Na mom jastuku nećeš biti sama
Loše nestaje, dobro je pred nama
Svako novo jutro nosi znak
Ljubav kao svetlo tjera mrak. Oprostit ćemo sve jedno drugome
Sad je vreme istine
Nikada se neke vatre ne gase
Kad se srcem zapale. Ahahaha, ahahaha oprostit ćemo sve
Ahahaha, ahahaha jedno drugome","Не жалей : не существует ""Завтра""!
Представь свою мечту и раскрась ей .
Каждое новое утро приносит знак,
Любовь словно свет прогоняет мрак. Простим все друг другу,
Сейчас пришло время правды.
Никогда никто не потушит огонь ,
если он сердцем зажжен. Простим все
друг другу.... На моей подушке ты не будешь одинока,
Все плохое исчезает , а хорошее остается с нами
Каждое новое утро приносит знак,
Любовь словно свет прогоняет мрак. Простим все друг другу,
Сейчас пришло время правды.
Никогда никто не потушит огонь,
если он сердцем зажжен. Простим все
друг другу....",https://lyricstranslate.com/en/oprostit-%C4%87emo-sve-%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%B8%D0%BC-%D0%B2%D1%81%D0%B5.html,['Boris Novković'],['Denis Dumančić'],,['Boris Novković'],,,,https://diskografija.com/pjesma/oprostit-cemo-sve-na-mom-jastuku-1431.htm,"Oprostit ćemo sve, na mom jastuku",,,,"Nemoj zaliti jucer ne postoji
Zamisli svoj san i sanjaj ga u boji
Svako novo jutro nosi znak
Ljubav kao svjetlo tjera mrak

Oprostit' cemo sve jedno drugome
Sad je vrijeme istine
Nikada se neke vatre ne gase
Kad se srcem zapale
Oprostit' cemo sve jedno drugome

Na mom' jastuku neces biti sama
Lose nestaje, dobro je pred nama
Svako novo jutro nosi znak
Ljubav kao svjetlo tjera mrak",Oprostit ćemo sve (Na mom jastuku),https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/oprostit-cemo-sve-na-mom-jastuku.html
