Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
35,vmjQPyJ5_1_35,Boris Novković,Boris Novković,Kad te srce zamnom zaboli,16290,"Ref.
Kad te srce zamnom zaboli
bice kasno da te opet zavolim
necu te sanjati, necu trebati
meni vise nista neces znaciti
kad te srce zamnom zaboli
 
O, sve ove godine
o, nek' se zaborave
kad te srce zamnom zaboli

Ref.

O, sve ove godine
o, nek' se zaborave
kad te srce zamnom zaboli
(2x)

Kad te srce zamnom zaboli","https://tekstovi.net/2,328,26118.html",,Kad te srce za mnom zaboli,Когда твоё сердце обо мне начнёт болеть,,"Kad te srce za mnom zaboli
bit će kasno da te opet zavolim
neću te sanjati, neću trebati
meni više ništa nećeš značiti
kad te srce za mnom zaboli. O, sve ove godine
o, nek' se zaborave
kad te srce za mnom zaboli. O, sve ove godine
o, nek' se zaborave
kad te srce za mnom zaboli","Когда твоё сердце обо мне начнёт болеть,
Будет поздно мне тебя снова полюбить.
Я не буду грезить о тебе, ты будешь мне не нужна;
Ты больше ничего не будешь значить мне,
Когда твоё сердце обо мне начнёт болеть,. О, все эти годы,
О, пусть забудутся,
Когда твоё сердце обо мне начнёт болеть.. О, все эти годы,
О, пусть забудутся,
Когда твоё сердце обо мне начнёт болеть.",https://lyricstranslate.com/en/kad-te-srce-za-mnom-zaboli-%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0-%D1%82%D0%B2%D0%BE%D1%91-%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B5-%D0%BE%D0%B1%D0%BE-%D0%BC%D0%BD%D0%B5-%D0%BD%D0%B0%D1%87%D0%BD%D1%91%D1%82-%D0%B1%D0%BE%D0%BB%D0%B5.html,['Boris Novković'],['Alka Vuica'],['Senad Galijašević Senna M.'],['Boris Novković'],1991 - 100X,1993 - Struji struja,2005 - Zlatna kolekcija,https://diskografija.com/pjesma/kad-te-srce-za-mnom-zaboli-4085.htm,Kad te srce za mnom zaboli,,,,"Kad te srce za mnom zaboli
Bit ce kasno da te opet zavolim
Necu te sanjati
Necu trebati
Meni vise nista neces znaciti
Kad te srce za mnom zaboli

O, o, o, sve ove godine
O, o nek' se zaborave
Kad te srce za mnom zaboli

O, o, o, sve ove godine
O, o, nek' se zaborave
Kada ljubav stigne po mene",Kad te srce za mnom zaboli,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kad-te-srce-za-mnom-zaboli.html
36,vmjQPyJ5_1_36,Boris Novković,Boris Novković,Kada ti ljubav zakuca jednom na vrata,17334,"Ova prica je o ljubavi
prica je poznata
covjek ce traziti zenu
i zena svog covjeka

Kada ti ljubav zakuca jednom na vrata
sjeti se mene i ove tuge ti
sjeti se vina i onog ponocnog sata
kada si krala od moje ljubavi
 
Ref.
I noc nestaje, a bol ne prestaje
tisina spustila glas izmedju nas

Kada ti ljubav zakuca jednom na vrata
tad bit ce kasno i bit cu daleko ja
i bit ce siva obala nasa od zlata
ostat ce samo pusta sjecanja

Ref. 2x

I zvijezde su sjaj ugasile
i mjesec je sakrio lik

Kada ti ljubav zakuca jednom na vrata
a dusu ti takne miris ljeta i sna
trazit ces mrvu onog ponocnog sata
trazit ces nesto sto si vec izgubila

Ref. 2x

I prica je o ljubavi
prica je poznata
covjek ce traziti zenu
i zena svog covjeka","https://tekstovi.net/2,328,21433.html",,,,,,,,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Miro Buljan'],['Boris Novković'],,,,https://diskografija.com/pjesma/kada-ti-ljubav-zakuca-jednom-na-vrata-4109.htm,Kada ti ljubav zakuca jednom na vrata,,,,"I bit ce ljubavi, prica je poznata
Covjek ce traziti zenu i zena svog covjeka
Kada ti ljubav zakuca jednom na vrata
Sjeti se mene i ove tuge ti
Sjeti se vina i onog ponocnog sata
Covjek ce traziti zenu
Kada si krala od moje ljubavi.

I noc nestaje, a bol ne prestaje
Tisina spustila glas izmedu nas

Kada ti ljubav zakuca jednom na vrata
Tad bit ce kasno i bit cu daleko ja
I bit ce siva obala nasa od zlata
Ostat ce samo pusta sjecanja

I noc nestaje, a bol ne prestaje
Tisina spustila glas izmedu nas
I zvijezde su sjaj ugasile
I mjesec je sakrio lik

Kada ti ljubav zakuca jednom na vrata
A dusu ti takne miris ljeta i sna
Trazit ces mrvu onog ponocnog sata
Trazit ces nesto sto si vec izgubila

I bit ce ljubavi
Prica je poznata
Covjek ce traziti zenu
I zena svog covjeka",Kada ti ljubav zakuca jednom na vrata,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kada-ti-ljubav-zakuca-jednom-na-vrata.html
37,vmjQPyJ5_1_37,Boris Novković,Boris Novković,"Kavkaz, Blato, Kutjevo",5917,"Kavkaz, Blato, Kutjevo
kroz oluju plovimo
plovimo po vremenu
smrznutom u sjecanju

Sto se sve izgubilo
kog se nije ljubilo
kog se vraga cekalo
a jos Fredi nam je rekao
 
Ref.
Uzmi sve, uzmi sad
nista nemoj zaliti
uzmi sve, uzmi sad
ne daj se prevariti
zivot je pas 
i projurit ce za cas

Kavkaz, Blato, Kutjevo
dva u osam ponovno
jednu putnu jos za sve
nerijesene krizaljke

Sto se sve izgubilo
kog se nije ljubilo
kog se vraga cekalo
a jos Fredi nam je rekao

Ref. 2x

Ref. 2x","https://tekstovi.net/2,328,21434.html",,,,,,,,"['Miro Buljan', 'Boris Novković']",['Stevo Cvikić'],['Miro Buljan'],['Boris Novković'],1997 - Sve gubi sjaj bez ljubavi,2005 - Zlatna kolekcija,,https://diskografija.com/pjesma/kavkaz-blato-kutjevo-4110.htm,"Kavkaz, Blato, Kutjevo",,,,"Kavkaz, blato, kutjevo
Kroz oluje plovimo
Plovimo po vremenu
Smrznutom u sjecanju

Sto se sve izgubilo
Tko se nije ljubio
Kog' se vraga cekalo
A jos Freddy nam je rekao:

Uzmi sve, uzmi sad
Nista nemoj zaliti
Uzmi sve, uzmi sad
Nedaj se prevariti
Zivot je pas i pojurit' ce za cas

Kavkaz, blato, kutjevo
Dva u osam ponovo
Jednu putnju jos za sve
Ne rijesenje krizaljke","Kavkaz, Blato, Kutjevo",https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kavkaz-blato-kutjevo.html
38,vmjQPyJ5_1_38,Boris Novković,Boris Novković,Ko sam bez tebe,43456,"Jos samo jedno proljece je 
tvoje i moje
a onda vrijeme je 
da ljubavi nove
uplove tiho u ove snove
jos jedna lasta dolijece
i vjetar me zove
a oko ociju sam skupio bore
kao suvenir na umorne zore
da to sam ja
samom se sebi svetim 
kad te osjetim 
2x

Ma ko sam bez tebe
postar bez adrese
pilot bez stjuardese
ko dijete sto ga mati ne prepoznaje
ko sam bez tebe
umorni kralj bez krune
svirac bez zlatne strune
ranjeni vuk u snijegu sto tiho umire

Jos jedna lasta dolijece
i vjetar me zove
a oko ociju sam skupio bore
kao suvenir na umorne zore
da to sam ja
samom se sebi svetim 
kad te osjetim 
2x
","https://tekstovi.net/2,328,6536.html",Boris Novkovic,Tko sam bez tebe,Who am I without you,,"Još samo jedno proljeće je tvoje i moje
1
A onda vrijeme je da ljubavi nove
Uplove tiho u ove snove. Još jedna lasta dolijeće i vjetar me zove
A oko očiju sam skupio bore
Kao suvenir na umorne zore. Da to sam ja, samom se sebi svetim
Kad te osjetim. Tko sam bez tebe
Poštar bez adrese
Pilot bez stjuardese
K o dijete što ga mati ne prepoznaje
Tko sam bez tebe
Umorni kralj bez krune
Svirac bez zlatne strune
Ranjeni vuk u snijegu što tiho umire","Only one more spring is yours and mine.
and then it's time for new loves.
to sail in quietly in these dreams.. One more swallow flies to here wind calls me.
And I have collected wrinkles around eyes.
like souvenirs of tired dawns.. Yes, that's me,I revenge on myself.
when I feel you.. Who am I without you.
Postman without address.
Pilot without stewardess.
Like a child whose mother doesn't recognize him.
Who am I without you.
Tired king without a crown.
Musician without golden chord.
Wounded wolf in snow that silently dies.",https://lyricstranslate.com/en/ko-sam-bez-tebe-who-am-i-without-you.html,,,,,,,,,,,,,"Još samo jedno proljeće je tvoje i moje
A onda vrijeme je da ljubavi nove
Uplove tiho u ove snove

Još jedna lasta dolijeće i vjetar me zove
A oko očiju sam skupio bore
Kao suvenir na umorne zore

Da to sam ja, samom se sebi svetim
Kad te osjetim

'Ko sam bez tebe
Poštar bez adrese
Pilot bez stjuardese
K'o dijete što ga mati ne prepoznaje
'Ko sam bez tebe
Umorni kralj bez krune
Svirac bez zlatne strune
Ranjeni vuk u snijegu što tiho umire",Ko sam bez tebe,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/ko-sam-bez-tebe.html
39,vmjQPyJ5_1_39,Boris Novković,Boris Novković,Kockari,7058,"Evo gazim vodu hladnu
u njoj su me jutra budila
sada moram krenuti polako
cekaju me nova budjenja

Ref. 2x
Ej kockari, kockari
sve smo svoje prokockali
novaca mi zao nije
vec sto gubim najmilije
 
Mogao bi zaspat' od boli
da se nikad i ne probudim
nek me nema ako tako boli
kad me ona vise ne voli

Ref. 2x

Nek me nema ako tako boli
kad me ona vise ne voli

Ref. 2x","https://tekstovi.net/2,328,22513.html",,,,,,,,['Denis Dumančić'],['Denis Dumančić'],['Miro Buljan'],['Boris Novković'],,,,https://diskografija.com/pjesma/kockari-4133.htm,Kockari,,,,"Evo gazim vodu hladnu
U njoj su me jutra budila
Sada moram krenuti polako
Cekaju me nova budjenja

Ej kockari, kockari
Sve smo svoje prokockali
Novaca mi zao nije
Vec sto gubim najmilije

Mogao bi zaspat' od boli
Da se nikad i ne probudim
Nek me nema ako tako boli
Kad me ona vise ne voli

Nek me nema ako tako boli
Kad me ona vise ne voli",Kockari,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kockari.html
40,vmjQPyJ5_1_40,Boris Novković,Boris Novković,Kuda idu izgubljene djevojke (Tamara),59441,"Nocas sam ti opet sam
da me barem nesto udari
bice rata, kazu svi
al' ja cu umrijeti od ljubavi

Ref. 2x
Ko mi tebe uze, Tamara
prodala si suze drugima
nocima ja sanjam tvoje tragove
kuda idu izgubljene djevojke","https://tekstovi.net/2,328,3584.html",,Kuda idu izgubljene djevojke,Куда уходят потерянные девушки ?,,"Noćas sam ti opet sam.
1
Da me barem nešto udari.
Bit će rata, kažu svi,
al' ja ću umrijeti od ljubavi.. Ko mi tebe uze, Tamara?
Prodala si suze drugima.
Noćima ja sanjam tvoje tragove.
Kuda idu izgubljene djevojke?. Noćas sam ti opet sam
Da me barem nešto udari.
Bit će rata, kažu svi,
al' ja ću umrijeti od ljubavi.. Ko mi tebe uze, Tamara?
Prodala si suze drugima.
Noćima ja sanjam tvoje tragove.
Kuda idu izgubljene djevojke?. Ko mi tebe uze, Tamara?
Prodala si suze drugima.","Этой ночью я снова один,
Пусть меня хоть что-то ударит.
Будет война - все говорят,
Но я умру от любви.. Кто тебя забрал у меня, Тамара ?
Ты продала слёзы другим.
По ночам мне снятся твои следы.
Куда уходят потерянные девушки ?. Этой ночью я снова один,
Пусть меня хоть что-то ударит.
Будет война - все говорят,
Но я умру от любви.. Кто тебя забрал у меня, Тамара ?
Ты продала слёзы другим.
По ночам мне снятся твои следы.
Куда уходят потерянные девушки ?. Кто тебя забрал у меня, Тамара ?
Ты продала слёзы другим.",https://lyricstranslate.com/en/kuda-idu-izgubljene-djevojke-%D0%BA%D1%83%D0%B4%D0%B0-%D1%83%D1%85%D0%BE%D0%B4%D1%8F%D1%82-%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D1%8F%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8.html,['Boris Novković'],"['Boris Novković', 'Bruno Kovačević']",['Senad Galijašević Senna M.'],['Boris Novković'],1986 - Kuda idu izgubljene djevojke,1995 - The best of,2002 - Zvuk osamdesetih Pop i Rock 1986 - 1987,https://diskografija.com/pjesma/kuda-idu-izgubljene-djevojke-tamara-1582.htm,Kuda idu izgubljene djevojke (Tamara),2005 - Zlatna kolekcija,,,,,
41,vmjQPyJ5_1_41,Boris Novković,Boris Novković,Kunem ti se,5608,"Sad imam sve u jednoj zeni
i da je zivot pravedan
da vrati lov i nebo meni
bas svaki izgubljeni dan

Proljeca, jeseni i ljeta
sto ih je zatrpao snijeg
tvoja je ljubav s drugog svijeta
sada znam, ti budi moja zauvijek
 
Ref. 2x
I kunem ti se da voljet cu te ja
sve do zadjeg daha na usnama
i sve dok volis me, kunem se u sve
sto god mi zivot sprema
za druge mjesta nema

Srce je naslo put u stijeni
kuca za svaki novi dan
zivot je ponovo u meni
spreman sam tebi da ga dam

Ref. 2x

Ref. 2x","https://tekstovi.net/2,328,46724.html",,,,,,,,,,,['Boris Novković'],,,,https://diskografija.com/pjesma/kunem-ti-se-23034.htm,Kunem ti se,,,,,,
42,vmjQPyJ5_1_42,Boris Novković,Boris Novković,Kurve sudbine,1085,"Ima dana, brojim
samo poraze
mracne sile prate
moje korake

I kada me sretne
tuga najveca
ja pjevam svoju pjesmu
to je pobjeda
 
Ref.
Hej, kurve sudbine
prate mene
hej, noci pijane
al’ jos sam uvijek tu
jos sam uvijek la-la-la-la-la
nakon svih ovih godina

S vremena na vrijeme
k’o u bunilu
neke cudne sile
sa mnom vladaju

Ref. 6x","https://tekstovi.net/2,328,56691.html",,,,,,,,['Boris Novković'],['Boris Novković'],"['Marijan Brkić', 'Husein Hasanefendić Hus', 'Berislav Blažević']",['Boris Novković'],,,,https://diskografija.com/pjesma/kurve-sudbine-4087.htm,Kurve sudbine,,,,,,
43,vmjQPyJ5_1_43,Boris Novković,Boris Novković,Lako je tebi,3526,"Prob'o sam za tebe svasta
i bio frajer i njezan kad treba
od pijeska gradio kule
sto mi vrijedi sve kad krecem od nule

Treba mi sigurna luka
to si mi rekla i srusila svijet
on nema vatre ko ti
al' na njega ja se mogu osloniti
 
Ref. 2x
Lako je tebi
ti mozes s njim
lako je tebi
a s kim cu ja
s kim cu ja

Tuga mi korijen pusta
iz ove koze ne mogu lako
i dok se drobe i mrve sati
proklinjem ljubav koja me prati

Da se bar zavjesa spusti
na ovu dramu sto hrani se tugom
dok trujem zivot, oci se magle
jer sada ona odlazi drugom

Ref. 2x

Ref. 2x","https://tekstovi.net/2,328,42994.html",,Lako je tebi,,Jos sam uvijek tvoj 2014,"Prob'o sam za tebe svašta
i bio frajer i nježan kad treba
od pijeska gradio kule
što mi vrijedi sve kad krećem od nule. Treba mi sigurna luka
to si mi rekla i srušila svijet
on nema vatre ko ti
al' na njega ja se mogu osloniti. Ref. 2x
Lako je tebi
ti možeš s njim
lako je tebi
a s kim ću ja
s kim ću ja. Tuga mi korijen pušta
iz ove kože ne mogu lako
i dok se drobe i mrve sati
proklinjem ljubav koja me prati. Da se bar zavjesa spusti
na ovu dramu što hrani se tugom
dok trujem život, oči se magle
jer sada ona odlazi drugom",,https://lyricstranslate.com/en/boris-novkovic-lako-je-tebi-lyrics.html,,,,,,,,,,,,,,,
44,vmjQPyJ5_1_44,Boris Novković,Boris Novković,"Lete ptice, lete avioni",12640,"Ref.
Lete ptice, lete avioni
a zivota jure kamioni
moja dusa pjeske sama
boja joj je blaga tama
sva od pjesme ona pijana
u meni je tuga zaspala
 
Ja sam rodjen izmedju dva rata
izmedju asfalta i blata
na raskrscu mnogih zelja
sto zalosti, kap veselja
i sudbina sva od kamena
u meni je tuga zaspala

Kad bi covjek barem im'o krila
cijelo nebo kuca bi mu bila
a ne ova od besmisla
i sa svih me strana stisla
blentava od jada logika
u meni je tuga zaspala

Ref.
Lete ptice, lete avioni
a zivota jure kamioni
od saznanja muka dodje
al' sto dodje to i prodje
nada mi se uzaludila
u meni je tuga zaspala

U meni je tuga zaspala 2x

Da Bog da se ne probudila 
","https://tekstovi.net/2,328,19703.html",,,,,,,,['Boris Novković'],['Zlatko Arslanagić'],"['Marijan Brkić', 'Husein Hasanefendić Hus', 'Berislav Blažević']",['Boris Novković'],1993 - Struji struja,2003 - Best of... 1995 - 2003,2005 - Zlatna kolekcija,https://diskografija.com/pjesma/lete-ptice-lete-avioni-4095.htm,"Lete ptice, lete avioni",,,,"Lete ptice, lete avioni
A života jure kamioni
Moja duša pješke sama
Boja joj je blaga tama
Sva od pjesme ona pijana
U meni je tuga zaspala.

Ja sam rođen između dva rata
Između asfalta i blata
Na raskršću mnogih želja
Sto žalosti kap veselja
I sudbina sva od kamena
U meni je tuga zaspala

Kad bi čovjek barem im'o krila
Cijelo nebo kuća bi mu bila
A ne ova od besmisla
I sa svih me strana stisla
Blentava od jada logika
U meni je tuga zaspala

Lete ptice lete avioni
A života jure kamioni
Od saznanja muka dođe
Al' što dođe to i prođe
Nada mi se uzaludila
U meni je tuga zaspala.","Lete ptice, lete avioni",https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/lete-ptice-lete-avioni.html
45,vmjQPyJ5_1_45,Boris Novković,Boris Novković,Ljeto je,1200,"Ljeto je i opet sve su vrele ulice
i svi smo pomalo k´o skitnice
u novi suncan dan

Ljeto je i haljine su kao zastave
sve tuge nek´ me sada ostave
ljeti sam slobodan
 
Ref.
A ja te trebam ljeti i zimi
sve se vise nekako cini
kad si sa mnom zastane svijet
dok te ljubim na plus tri´es´t pet

Ljeto je
limun zut, crvene narance
a ljubav ceka da nas pronadje
na ovaj suncan dan

Ref.

Ref. 2x

Ljeto je
na plus tri´es´t pet","https://tekstovi.net/2,328,63546.html",,,,,,,,,,,,,,,,,,,,,,
46,vmjQPyJ5_1_46,Boris Novković,Boris Novković,Ljubav nije ovih dana,12212,"Probudim se ranim jutrom izgubljen
dok mjesec brise stazu svojih tragova
umoran i iscrpljen od lutanja
kroz uske labirinte mojih sjecanja

I svaki novi sat gori brzo kao strast
a ja bih htio da si tu
jer nad srcem vec odavno nemam vlast
 
Ref.
Ljubav nije ovih dana vise moja jaca strana
kad te nema samo kisi k'o prijatelju govorim
jedino je ovih dana tvoje ime moja mana
grizem usne, ali srce ne da da te presutim

Probudim se ranim jutrom izgubljen
dok mjesec brise stazu svojih tragova
umoran i iscrpljen od lutanja
kroz uske labirinte mojih sjecanja

I svaki novi sat gori brzo kao strast
a ja bih htio da si tu
jer nad srcem vec odavno nemam vlast

Ref.

Ref. 2x","https://tekstovi.net/2,328,26017.html",,Ljubav nije ovih dana,These days love isnt,Zapisan u tebi 2008,"Probudim se ranim jutrom izgubljen
dok mjesec briše stazu svojih tragova
Umoran i iscrpljen od lutanja
kroz uske labirinte mojih sjećanja. I svaki novi sat gori brzo kao strast
a ja bih htio da si tu
jer nad srcem već odavno nemam vlast. Ref.
Ljubav nije ovih dana više moja jača strana
kad te nema samo kiši k'o prijatelju govorim
jedino je ovih dana tvoje ime moja mana
grizem usne, ali srce ne da da te prešutim. Probudim se ranim jutrom izgubljen
dok mjesec briše stazu svojih tragova
umoran i iscrpljen od lutanja
kroz uske labirinte mojih sjećanja. I svaki novi sat gori brzo kao strast
a ja bih htio da si tu
jer nad srcem već odavno nemam vlast","I wake up lost early in the morning
while the moon is erasing the path of its traces
tired and ehxausted of wandering
through narrow labyrinths of my memories. And each new hour is burning fast like passion
and I would want that you're here
because over my heart i dont have power for a long time. These days love isnt my stronger side
when you're not around I'm only talking to rain like to a friend
these days only your name is my flaw
I'm biting my lips, but heart wont let me stay quiet. I wake up lost early in the morning
while the moon is erasing the path of its traces
tired and ehxausted of wandering
through narrow labyrinths of my memories. And each new hour is burning fast like passion
and I would want that you're here
because over my heart i dont have power for a long time",https://lyricstranslate.com/en/Ljubav-nije-ovih-dana-These-Days-Love-Isnt.html,['Keith Urban'],['Boris Novković'],"['Nikša Bratoš', 'Boris Novković', 'Franjo Valentić']",['Boris Novković'],,,,https://diskografija.com/pjesma/ljubav-nije-ovih-dana-13657.htm,Ljubav nije ovih dana,,,,,,
47,vmjQPyJ5_1_47,Boris Novković,Boris Novković,Malo ljubavi,11984,"Sada dijelimo nas zivot na pola
al' kako dijeliti sva ta sjecanja
tebi jeseni, a meni proljeca
i dodir tuge se u svemu osjeca

Ref.
Malo ljubavi za kraj mi ostavi
samo nemoj to sa sobom ponijeti
ti kako znas bez mene nastavi
al' malo ljubavi za kraj mi ostavi
 
Mozda kasno je za rijeci utjehe
al' kada gubimo nek' nesto ostane
na svakom koraku nova lica cekaju
na ovaj tuzan cin da spuste zavjesu

Ref. 2x","https://tekstovi.net/2,328,26018.html",,Malo ljubavi,Little bit of love,,"Sada dijelimo naš život na pola
al' kako dijeliti sva ta sjećanja -
tebi jeseni, a meni proljeća
i dodir tuge se u svemu osjeća. Ref.
Malo ljubavi za kraj mi ostavi
samo nemoj to sa sobom ponijeti
Ti kako znaš bez mene nastavi
al' malo ljubavi za kraj mi ostavi. Možda kasno je za riječi utjehe
al' kada gubimo nek' nešto ostane
Na svakom koraku nova lica čekaju
na ovaj tužan čin da spuste zavjesu. Ref.","Now we're parting our life in half
but how to share all these feelings
autumns to you, springs to me
and a touch of sorrow is felt everywhere. Leave me a little bit of love for the end
just dont take it with yourself
go on without me the way you know
but leave me a little bit of love for the end. Maybe it's too late for the words of comfort
but when we're losing, let something stay at least
at each step new faces are waiting
to put down the curtain for this sad akt",https://lyricstranslate.com/en/Malo-ljubavi-Little-Bit-Love.html,['Franjo Valentić'],['Boris Novković'],"['Nikša Bratoš', 'Boris Novković', 'Franjo Valentić']",['Boris Novković'],,,,https://diskografija.com/pjesma/malo-ljubavi-13659.htm,Malo ljubavi,,,,,,
