Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_3_diskografija,Aranžman_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
10,vpm1INqf_1_10,Mladen Grdović,Mladen Grdović,Cacine rici,24307,"Dobra vam bila vecer, prijatelji moji
ko ce izmisati karte, ako nas nima
sidimo nocas kraj stola
a vidim da nima nas pola
al' pisme nase su za uvik tu

Ref.
Evo mene moji ljudi
dosa san vam na bevandu
jos je ziva nasa loza
jos se penje uz verandu
 
Evo mene lipi moji
bili galeb neka leti
oduvik je bila pisma
Dalmaciji zakon sveti

Cuvaj sine moj maslinu i skoje
kada zaspem ja, pamti rici moje

Ref.","https://tekstovi.net/2,777,12872.html",,,,,,,,['Mladen Grdović'],2003 - Split 2003,2003 - Split 2003 Super 14,https://diskografija.com/pjesma/cacine-rici-6642.htm,Ćaćine riči,,,2007 - Zlatna kolekcija,,,"Dobra vam bila večer prijatelji moji,
tko će izmišati karte ako nas nima
Sidimo noćas kraj stola,
a vidin da nima nas pola
Al' pisme naše su - zauvik tu.

Evo mene moji ljudi
doša san' vam na bevandu
Još je živa naša loza
još se penje uz verandu.

Evo mene lipi moji,
bili galeb neka leti
Oduvik je bila pisma
Dalmaciji zakon sveti.

Čuvaj sine moj maslinu i škoje
Kada zaspen ja - pamti riči moje.",Ćaćine riči,https://cuspajz.com//tekstovi-pjesama/pjesma/mladen-grdovic/cacine-rici.html,Mladen Grdović,Cacine Rici,,,Hitovi 1,2004.0,,,2004.0-Hitovi 1
11,vpm1INqf_1_11,Mladen Grdović,Mladen Grdović,Crno vino,730,"Tuga nocas mirise na tebe
sve je pusto, otkad tebe nema
vino nocas budi rane stare
zbog ljubavi i zbog uspomena

Ref. 2x 
Crno se vino pije do zore
casa za casom razbijena
sta ce mi zivot, kad tebe nema
ljubavi moja nesudjena
 
Ja vec dugo ne cujem za tebe
tko te sada 'mjesto mene grije
stara tuga u meni se budi
kamo srece da me vise nije

Ref. 2x","https://tekstovi.net/2,777,61989.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/crno-vino-13562.htm,Crno vino,,,,,,,,,Mladen Grdović,Crno Vino,,,Hrvatska  Lađa ,1991.0,,,1991.0-Hrvatska  Lađa /1993.0-Nedostaješ Mi Ti/nan-18 Zlatnih Hitova/nan-Za Sva Vrimena - Mix Hitova/2007.0-Zlatna Kolekcija/2014.0-50 Originalnih Pjesama
12,vpm1INqf_1_12,Mladen Grdović,Mladen Grdović,Crveni Ferrari,12658,"Grmi, siva, puca nebo
 a meni se zuri
moram stici ja na gazu
 cekaju me ljudi

Ajme meni, iza mene
 stize policija
a u meni siguran sam 
dva i po promila
 
Policija kaze
 Grdovicu, stop 
alkotest ne radi
 moras s nama poc

Ajme meni ljudi
 a moram pivat ja
veceras je festa
 cilo misto zna

Ref. 2x
Crveni Ferrari juri kroz noc
ne cekaj me, zeno, necu doma doc
vozim ja na gazu tristo na sat
pije mi Ferrari vise nego ja

Aj, daj, pusti me, glavo
neces ici nigdi
pusti me na miru
neces ici nigdi, ocu

Ujutru se budim
 prekrsajni sud
malo mi se muti
 ka limun sam zut

Pegula sam ljudi 
uvik bija ja
k vragu i bevanda 
neka ide ca

Ref. 2x

Vozim ja na gazu tristo na sat
pije Ferrari, al' pijem i ja","https://tekstovi.net/2,777,44925.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/crveni-ferrari-23039.htm,Crveni Ferrari,['Mladen Grdović'],['Drago Bosnić'],,['Stipica Kalogjera'],,,,,Mladen Grdović,Crveni Ferarri,3:20,,Samo more to zna,2014.0,,,2014.0-Samo more to zna
13,vpm1INqf_1_13,Mladen Grdović,Mladen Grdović,Da san ima mota,106,"Da san malo mota ima´ ja
materi mi bila nevista

Virova´ san u te ka´ u dragog Boga
oduvik si bila dar zivota moga
dusi pisma, srcu molitva
sto zivota, jubav jedina
 
Sto ce meni ponos kad nista ne vridi
kad se muska suza niz obraze cidi
dusu lomi, srce doziva
sto zivota, jubav jedina

Ref.
Da san ima´ mota
uz konce o´ zivota
zauvik bi moja ostala
materi mi bila nevista
i u viri dicu gojila

Da san ima´ mota
uz konce o´ zivota
nasa loza sad bi cvitala
bevanda me ne bi pitala
zasto mi je zivot pokora

Virova´ san u te ka´ u dragog Boga
oduvik si bila dar zivota moga
dusi pisma, srcu molitva
sto zivota, jubav jedina

Ref.

da san ima´ mota
da san ima´ mota","https://tekstovi.net/2,777,65020.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,Da San Ima Mota,,,Nek' Se Čuje Pisma S Jadrana,2016.0,,,2016.0-Nek' Se Čuje Pisma S Jadrana
14,vpm1INqf_1_14,Mladen Grdović,Mladen Grdović,Da si moja tila bit,3498,"Vidi san te di se setas
kao da se svita stidis
s njim si stala uplakana
cinis fintu ka' da me ne vidis 

A nisi sritna, to svi vide
a sve brze vrime ide 
 
Ref.
Da si moja 'tila bit
ja bi se prominija
pustija bi sve ca imam
samo bi s tobon zivot zivija 

A da si moja 'tila bit
ne bi jos posidija
ne bi budan ceka zoru
samo bi za te zivot zivija

Jos si lipsa nego c te pamtin
tebi suze dobro stoje
ol' na cilom ovom svitu
nima nista za nas dvoje 

A nisi sritna, to svi vide
al' sve brze vrime ide 

Ref.","https://tekstovi.net/2,777,47200.html",,,,,,,https://lyricstranslate.com/en/translations/1000152/1000152?page=6&theme=lt7dark,['Mladen Grdović'],,,https://diskografija.com/pjesma/da-si-moja-tila-bit-24573.htm,Da si moja tila bit,"['Dalibor Pirc', 'Bobo Novaković']","['Dalibor Pirc', 'Bobo Novaković']",,['Stipica Kalogjera'],,,,,Mladen Grdović,Da si moja tila bit,3:19,,Samo more to zna,2014.0,,,2014.0-Samo more to zna
15,vpm1INqf_1_15,Mladen Grdović,Mladen Grdović,Da te mogu pismom zvati,19517,"Ti zame si bila ka rosa na cvicu
sa usana pila i ljubav i sricu
a ja bi tija pismom ti prici
jos ljubavi ima ka ulja u svici

Ref.
Da te mogu pismom zvati
ja bi piva zivot cili
da se barem opet vrati
vrime kad smo sritni bili
 
Da te mogu pismom zvati
ja bi piva nebi staja
da se stara ljubav vrati
nebi pismi bilo kraja

Nevracas se vise u pisme i rici
i nema te samnom u ni jednoj prici
a ja bi tija pismom ti prici
jos ljubavi ima ka ulja u svici

Ref.","https://tekstovi.net/2,777,16630.html","Ivica Badurina, Mario Simunovic",Da te mogu pismom zvati,If I could call you with a song,,"Ti za me si bila ka' rosa na cviću
1
sa usana pila i ljubav i sriću
a ja bi' 'tija pismom ti prići
još jubavi ima ka' ulja u svići. Ref.
Da te mogu pismom zvati
ja bi' piva' život cili
da se barem opet vrati
vrime kad smo sritni bili. Da te mogu pismon zvati
ja bi piva', ne bi staja'
da se stara ljubav vrati
ne bi pismi bilo kraja. Ne vraćaš se više u pisme i riči
i nema te sa mnom u nijednoj priči
a ja bi' tija pismom ti prići
još ljubavi ima ka' ulja u svići. Ref.","You were to me like dew on flowers
you drank love and happiness from my lips
but I would like to approach you with a song
there's still enough love within me like oil in a lamp. Ref.
If I could call you with a song
I'd sing my whole life long
if only the time could turn back
to when we were happy. If I could call you with a song
I'd sing, I wouldn't stop
if only the time could turn back
my song would have no ending. You don't occur in my songs, nor my words anymore
nor are you alongside me in any story
but I would like to approach you with a song
there's still enough love within me like oil in a lamp. Ref.",https://lyricstranslate.com/en/da-te-mogu-pismom-zvati-if-i-could-call-you-song.html-0,,,,,,,,,,,"Ti za me si bila ka rosa na cviću
Sa usana pila i ljubav i sriću
A ja bi tija pismom ti prići
Još ljubavi ima ka ulja u svići

Da te mogu pismom zvati
Ja bi piva život cili
Da se barem opet vrati
Vrime kad smo sritni bili

Da te mogu pismom zvati
Ja bi piva, ne bi staja
Da se stara ljubav vrati
Ne bi pismi bilo kraja

Ne vraćaš se više u pisme i riči
I nema te sa mnom u nijednoj priči
A ja bi tija pismom ti prići
Još ljubavi iman ka ulja u svići",Da te mogu pismon zvati,https://cuspajz.com//tekstovi-pjesama/pjesma/mladen-grdovic/da-te-mogu-pismon-zvati.html,Mladen Grdović,Da Te Mogu Pismom Zvati,4:09,Frane Bilić,Evo Mene Moji Ljudi,,Ivica Badurina,,nan-Evo Mene Moji Ljudi/2010.0-Evo Mene Moji Ljudi/2015.0-Orange Collection
16,vpm1INqf_1_16,Mladen Grdović,Mladen Grdović,Da te nima,19901,"Dignuti cu jidro
nek me nosi sinje more
da me vrate u te dvore 
u tvoj zivot, u tvoj san

Tu su nasa dica
 tu su moji dragi ljudi
 tu si meni viru dala
 nasu ljubav cuvala
 
 Ja sam covik koji luta svitom
 i nosim svoj kriz
 ti si zena koja zna da voli
 i cuva svoj mir u ljubavi

Ref.
Da te nima, kome ljubav ja bi dao 
 da te nima, ja za sricu ne bi znao
 da te nima, di bi moje jidro bilo 
 da te nima, sto bi bilo 

Ref. 2x","https://tekstovi.net/2,777,35270.html",,Da te nima,If There Weren't For You,,"Mladen Grdovic - Da te nima. Dignuti ću jidro
nek me nosi sinje more
da me vrate u te dvore
u tvoj život, u tvoj san. Tu su naša dica
tu su moji dragi ljudi
tu si meni viru dala
nasu ljubav čuvala. Ja sam čovik koji luta svitom
i nosim svoj križ
ti si žena koja zna da voli
i čuva svoj mir u ljubavi. Ref.
Da te nima, kome ljubav ja bi dao
da te nima, ja za sriću ne bi znao
da te nima, di bi moje jidro bilo
da te nima, sto bi bilo. Ref. 2x","............. I will raise the sail
May the blue sea carry me
To return me to your quarters
To your life, to your dream. Our children are there
People dear to me are there
That is the place where you gave me faith
And guarded our love.. I am a man who wanders around the world
And I carry my cross
You are a woman who knows how to love
And the one who keeps her peace in love. (Chorus)
If there weren't for you, whome would I give my love to
If there weren't for you, I would know no happiness
If there weren't for you, where to would my white sail go
If there weren't for you, what would there be. (Chorus) x2",https://lyricstranslate.com/en/da-te-nima-if-there-werent-you.html,['Mladen Grdović'],,,https://diskografija.com/pjesma/da-te-nima-21060.htm,Da te nima,,,,,,,,,Mladen Grdović,Da Te Nima,,,Da Te Nima,2008.0,,,2008.0-Da Te Nima/2010.0-Najljepše Ljubavne Pjesme/2014.0-50 Originalnih Pjesama/2017.0-The Best Of Collection/2019.0-Moji Sentimenti
17,vpm1INqf_1_17,Mladen Grdović,Mladen Grdović,Da te opet vidin ja,522,"Kazite mi, dragi judi
da li vidite mi nju
mogu li joj nocas reci
il' joj je dragi u srcu

Da joj kazen, ruzo moja
cili svit bi proplaka
ostavija san te mladu
i sa viron otisa
 
Ref. 2x 
Da te opet vidin ja
svu bi jubav tebi da
reka bi ti rici dvi
duso moja, falis mi

Lomile me sve nevere
s vitron san te doziva
slane suze na mom licu
ja u nju san infisa

Da joj kazen, ruzo moja
cili svit bi proplaka
ostavija san te mladu
i sa viron otisa

Ref. 2x

Reka bi ti rici dvi
duso moja, falis mi","https://tekstovi.net/2,777,61987.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,Da Te Opet Vidin Ja,3:32,,"Dobro Jutro Ti, More",2009.0,,,"2009.0-Dobro Jutro Ti, More/2010.0-Najljepše Ljubavne Pjesme/2014.0-50 Originalnih Pjesama/2017.0-The Best Of Collection"
18,vpm1INqf_1_18,Mladen Grdović,Mladen Grdović,Dalmatinac sam,132518,"Ja sam dite s mora 
moja mati je Dalmacija
imam barku i gitaru
srce koje ljubit' zna

Nema meni do mog juga 
i do mojih borova
svo bi zlato ovog svita 
za moj bili kamen da
 
Ref.
Dalmatinac sam, tu sam rodjen ja
plavo more zna da je volim ja
vilu s Jadrana
Dalmatinac sam, ovo je moj dom
tu su moji didovi davno sidro bacili
mene vezali

Ja sam dite s bilog zala 
di je pisma galeba
di je zemlja vode zedna
di su stabla maslina

Di su ljudi iste loze
di je sveta nedilja
svo bi zlato ovog svita 
za moj bili kamen da

Ref.","https://tekstovi.net/2,777,9575.html","Nenad Nincevic, Mladen Grdovic",Dalmatinac sam,I'm a Dalmatian,,"Ja sam dite s mora
1
moja mati je Dalmacija
imam barku i gitaru
srce koje ljubit' zna. Nema meni do mog juga
i do mojih borova
svo bi zlato ovog svita
za moj bili kamen da. Ref.
Dalmatinac sam, tu sam rođen ja
plavo more zna da je volim ja
vilu s Jadrana
Dalmatinac sam, ovo je moj dom
tu su moji didovi davno sidro bacili
mene vezali. Ja sam dite s bilog žala
di je pisma galeba
di je zemlja vode žedna
di su stabla maslina. Di su ljudi iste loze
di je sveta nedilja
svo bi zlato ovog svita
za moj bili kamen da. Ref.","I'm a child from the sea
My mother is Dalmatia
I have a boat and a guitar
And a heart that knows how to love. Nothing could replace my south
And my pine trees
I would give up all the gold of this world
For my white stone. Chorus:
I'm a Dalmatian, that's where I was born
The blue sea knows that I love her
A fairy from the Adriatic
I'm a Dalmatian, this is my home
That's where my grandfathers threw an anchor long ago
And tied me. I'm a child from the white strand
Where the seagulls sing
Where the soil is thirsty for water
Where olive trees grow. Where are the people of the same lineage
Where the sunday is sacred
I would give up all the gold of this world
For my white stone. Chorus",https://lyricstranslate.com/en/dalmatinac-sam-im-dalmatian.html,,,,,,,,,,,,,,Mladen Grdović,Dalmatinac Sam,,,Hitovi 1,2004.0,,,2004.0-Hitovi 1/2010.0-Evo Mene Moji Ljudi/2010.0-Evo Mene Moji Ljudi
19,vpm1INqf_1_19,Mladen Grdović,Mladen Grdović,Dalmatinka mala,3305,"Na srid mora mala barka, mali brod na vesla
odmakla je predaleko vratiti se ne zna
niti vitra, niti vala pa je zaplakala
a sto nisi kapetana ti u pomoc zvala

Ref. 
Dalmatinka mala mrizu bacila
al' je riba nece pa je nesritna
na srid mora lovi ribu cilu noc
a ja bin zagriza kad bi tila doc
aj, ma ca cu s njom
kada ne zna ni kuci doc

Kaze mala nema ribe, potrosila mamac
dobrodosli, naslonite vas brod na moj camac
nemoj sama, mala, plovit bez kapetana
ja cu tvoju ribu naci, samo mi ne placi 

Nemoj sama, mala, plovit bez kapetana
ja cu tvoju ribu naci hej, hej, hej

Ref.

Ref.","https://tekstovi.net/2,777,54153.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,Dalmatinka Mala,,,Nek' Se Čuje Pisma S Jadrana,2016.0,,,2016.0-Nek' Se Čuje Pisma S Jadrana
20,vpm1INqf_1_20,Mladen Grdović,Mladen Grdović,Dva dijamanta,4867,"Ljubavi, cilog zivota ceka san ja
previse tuge, premalo srice ostavija
zbog ljubavi cilog zivota ceka san ja
previse loseg, premalo doborg napravija
zbog ljubavi, evo, pivam ti serenadu
pismu o najlipsoj zeni u gradu

Ref. 2x
I neka pisma cuje se sa levanta
za tvoje oci, najlipsa dva dijamanta
svi kampaneli pivat ce serenadu
pismu o najlipsoj zeni u gradu

Ref. 2x","https://tekstovi.net/2,777,54486.html",,,,,,,,['Mladen Grdović'],2002 - Hrvatski Radijski Festival 2002,2002 - I za dušu i za tilo,https://diskografija.com/pjesma/dva-dijamanta-1472.htm,Dva dijamanta,,,2007 - Zlatna kolekcija,,,,,,Mladen Grdović,Dva Dijamanta,4:06,,I Za Dušu I Za Tilo,,,,nan-I Za Dušu I Za Tilo/2004.0-Hitovi 1/2007.0-Zlatna Kolekcija/2008.0-Pisme Za Dušu/2015.0-Orange Collection
21,vpm1INqf_1_21,Mladen Grdović,Mladen Grdović,Dva goluba (feat. Ivana Kovac),3534,"Dok sam svitom uvik plovia
za te sam se uvik molia
svakoj vali ime sam joj da
svakom suzom tebe doziva

Viru si mi mladoj meni da
u nasem portu vjerno cekala
u daljini jidra vidim ja
svaka suza mi je pokora
 
Niko mene vise ni ne pita
kakva mi je bila sudbina
nit je ruza vise sto je bila
od kad tebe nisam vidila

Niko mene vise ni ne pita
kakva mi je bila sudbina
da l' je ljubav za sve uvik kriva
kad smo bili ka dva goluba","https://tekstovi.net/2,777,50131.html",,Dva goluba,Dwa gołębie,,"Dok sam svitom uvik plovia
za te sam se uvik molia.
Svakoj vali ime sam joj da
svakom suzom tebe doziva.
Svakoj vali ime sam joj da
svakom suzom tebe doziva.. Viru si mi mladoj meni da
u našem portu vjerno čekala.
U daljini jidra vidim ja
svaka suza mi je pokora.
U daljini jidra vidim ja
svaka suza mi je pokora.. Refren:
Niko mene više ni ne pita
kakva mi je bila sudbina.
Nit je ruža više što je bila
Od kad tebe nisam vidila.. Niko mene više ni ne pita
kakva mi je bila sudbina.
Dal je ljubav za sve uvik kriva
kad smo bilo ka dva goluba..... Viru si mi mladoj meni da
u našem portu vjerno čekala.
U daljini jidra vidim ja
svaka suza mi je pokora.
U daljini jidra vidim ja
svaka suza mi je pokora.. Refren:
Niko mene više ni ne pita
kakva mi je bila sudbina.
Nit je ruža više što je bila
Od kad tebe nisam vidila.. Niko mene više ni ne pita
kakva mi je bila sudbina.
Dal je ljubav za sve uvik kriva
kad smo bilo ka dva goluba","Kiedy pływałem po świecie
Modliłem się zawsze za Ciebie
Każdej fali dałem jej imię
Każdą łzą Ciebie woła
Każdej fali dałem jej imię
Każdą łzą Ciebie woła. Uwierz mi, jestem zbyt młoda, bym
W naszym porcie wiernie czekałam
W oddali widzę żagle
Każda łza jest dla mnie pokutą
W oddali widzę żagle
Każda łza jest dla mnie pokutą. Ref.
Nikt mnie nawet nie nie zapyta
Jaki było moje przeznaczenie (los)
Nie jestem już różą, którą byłam
Od kiedy Ciebie nie widziałam. Nikt mnie więcej nie pyta
Jaki było moje przeznaczenie (los)
Czy to miłość jest wszystkiemu winna
Kiedy (przecież?) byliśmy jak dwa gołębie. Uwierz mi, jestem zbyt młoda,
Abym naszym porcie wiernie czekałam
W oddali widzę żagle
Każda łza jest dla mnie pokutą
W oddali widzę żagle
Każda łza jest dla mnie pokutą. Ref.
Nikt mnie nawet nie nie zapyta
Jaki było moje przeznaczenie (los)
Nie jestem już różą, którą byłam
Od kiedy Ciebie nie widziałam. Nikt mnie więcej nie pyta
Jaki było moje przeznaczenie (los)
Czy to miłość jest wszystkiemu winna
Kiedy (przecież?) byliśmy jak dwa gołębie",https://lyricstranslate.com/en/dva-goluba-dwa-go%C5%82%C4%99bie.html,"['Mladen Grdović', 'Ivana Kovač']",,,https://diskografija.com/pjesma/dva-goluba-25699.htm,Dva goluba,,,,,,,,,Mladen Grdović,Dva Goluba,,,Nek' Se Čuje Pisma S Jadrana,2016.0,,,2016.0-Nek' Se Čuje Pisma S Jadrana
22,vpm1INqf_1_22,Mladen Grdović,Mladen Grdović,Dvi sestre (feat. Mate Bulic),2372,"Ucila me mati od rodjenja
da je caci bila ljubav stara
Lika, Istra, Zagreb, Slavonija
i u meni je srce od becara

Svaki put kad kroz Zagorje prodjem
kad u svoju Dalmaciju dodjem
kleknem i poljubim svaku stinu
pa pozdravim i Hercegovinu
 
Ref. 2x
Nazdravimo, prijatelju, neka znaju svi
oduvik smo dva becara bili ja i ti
nazdravimo, prijatelju, neka svatko zna
dvi su sestre - Dalmacija i Hercegovina

Svaki put kad Herceg Bosnom prodjem
i u nasu Dalmaciju dodjem
kleknem i poljubim svaku stinu
pa pozdravim cilu domovinu

Ref. 2x","https://tekstovi.net/2,777,57445.html",,DVI SESTRE,Dwie siostry,,"Učila me mati od rođenja
da je ćaći bila ljubav stara
Lika, Istra, Zagreb, Slavonija
i u meni je srce od bećara. Svaki put kad kroz Zagorje prođem
kad u svoju Dalmaciju dođem
kleknem i poljubim svaku stinu
pa pozdravim i Hercegovinu
kleknem i poljubim svaku stinu
pa pozdravim i Hercegovinu. Refren:2X
Nazdravimo prijatelju neka znaju svi
oduvik smo dva bećara bili ja i ti
Nazdravimo prijatelju neka svatko zna
dvi su sestre, Dalmacija i Hercegovina. Učila me mati od rođenja
da je ćaći bila ljubav stara
Lika, Istra, Zagreb, Slavonija
i u meni je srce od bećara. Svaki put kad Herceg Bosnom prođem
i u našu Dalmaciju dođjem
kleknem i poljubim svaku stinu
pa pozdravim cilu domovinu
kleknem i poljubim svaku stinu
pa pozdravim cilu domovinu. Refren:2X
Nazdravimo prijatelju neka znaju svi
oduvik smo dva bećara bili ja i ti
Nazdravimo prijatelju neka svatko zna
dvi su sestre, Dalmacija i Hercegovina","Uczyła mnie mama od urodzenia
Że to była taty miłość stara
Lika, Istria, Zagrzeb, Slawonia
I u mnie jest serce włóczęgi. Za każdym razem kiedy przejdę przez Zagorje
Kiedy do swojej Dalmacji dojdę
Klęknę i pocałuję każdy kamień
Oraz pozdrowię też Hercegowinę
Klęknę i pocałuję każdy kamień
I pozdrowię też Hercegowinę. Ref. 2x
Wznieśmy toast przyjacielu, niech wiedzą wszyscy
Od zawsze byliśmy dwoma włóczęgami – ja i ty
Wznieśmy toast przyjacielu, niech każdy wie
Dwie są siostry Dalmacja i Hercegowina. Uczyła mnie mama od urodzenia
Że to była taty miłość stara
Lika, Istria, Zagrzeb, Slawonia
I u mnie jest serce włóczęgi. Za każdym razem kiedy przejdę Bośnię i Hercegowinę
Kiedy do naszej Dalmacji dojdę
Klęknę i pocałuję każdy kamień
Oraz pozdrowię całą ojczyznę
Klęknę i pocałuję każdy kamień
Oraz pozdrowię całą ojczyznę. Ref. 2x
Wznieśmy toast przyjacielu, niech wiedzą wszyscy
Od zawsze byliśmy dwoma włóczęgami – ja i ty
Wznieśmy toast przyjacielu, niech każdy wie
Dwie są siostrym Dalmacja i Hercegowina",https://lyricstranslate.com/en/dvi-sestre-dwie-siostry.html,"['Mladen Grdović', 'Mate Bulić']",,,https://diskografija.com/pjesma/dvi-sestre-24576.htm,Dvi sestre,"['Mladen Grdović', 'Rudolf Dvorski']","['Mladen Grdović', 'Rudolf Dvorski']",,['Stipica Kalogjera'],,,,,Mladen Grdović,Dvi sestre,3:52,,Samo more to zna,2014.0,,,2014.0-Samo more to zna
23,vpm1INqf_1_23,Mladen Grdović,Mladen Grdović,Emanuela,498,"Osjecam da nisi vise kao prije
al' molim te, reci mi
zbog cega je to

Kazi mi da li imas drugu ljubav
i da li odlazis iz zivota mog
kazi mi, molim te
kazi mi, jer ja razumijem sve
 
Ref.
Voljeli smo se jedno ljeto, Emanuela
prva ljubav si mi bila, Emanuela
da li te netko drugi vec sada ljubi
ostala si uspomena, Emanuela

Kazi mi, molim te
kazi mi, jer ja razumijem sve

Ref. 2x","https://tekstovi.net/2,777,62023.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/emanuela-13573.htm,Emanuela,,,,,,,,,Mladen Grdović,Emanuela,4:47,,Doviđenja,,,,nan-Doviđenja/nan-Ako Odeš Ti/nan-18 Zlatnih Hitova/2007.0-Zlatna Kolekcija/2010.0-Najljepše Ljubavne Pjesme
24,vpm1INqf_1_24,Mladen Grdović,Mladen Grdović,Evo mene moji ljudi,63077,"Dobra vam bila vecer prijatelji moji
ko ce izmisati karte ako nas nima
sidimo nocas kraj stola
a vidim da nima nas pola
al' pisme nase su zauvik tu

Ref.
Evo mene moji ljudi
 dosa sam vam na bevandu
jos je ziva nasa loza
 jos se penje uz verandu
 
Evo mene lipi moji
 bili galeb neka leti
oduvik je bila pisma
 dalmaciji zakon sveti

Cuvaj sine moj, maslinu i skoje
kada zaspem ja, pamti rici moje


Ref.","https://tekstovi.net/2,777,34174.html",Mladen Grdovic,Evo mene moji ljudi,"Here I come, my people",,"Dobra vam bila večer prijatelji moji
1
ko ce izmišati karte ako nas nima
sidimo noćas kraj stola
a vidim da nima nas pola
al' pisme naše su zauvik tu. Ref.
Evo mene moji ljudi
doša sam vam na bevandu
još je živa naša loza
još se penje uz verandu. Evo mene lipi moji
bili galeb neka leti
oduvik je bila pisma
Dalmaciji zakon sveti. Čuvaj sine moj, maslinu i škoje
kada zaspem ja, pamti riči moje. Ref.","Good evening, my friends
Who would mix the cards if there were no us
We're sitting next to the table tonight
And I can see that half of us isn't here
But our songs are here forever. Chorus:
Here I come, my people
I came for a bevanda
Our vine is still alive
And it's still climbing up the veranda. Here I come, my beautiful ones
May the white seagull fly
The song has always been
Dalmatia's sacred law. Take care of islands and olive trees, my son
When I fall asleep, remember my words. Chorus",https://lyricstranslate.com/en/evo-mene-moji-ljudi-here-i-come-my-people.html,['Mladen Grdović'],,,https://diskografija.com/pjesma/evo-mene-moji-ljudi-11685.htm,Evo mene moji ljudi,,,,,,,,,Mladen Grdović,Evo mene moji ljudi,3:57,,20 hitova,2004.0,,,2004.0-20 hitova
25,vpm1INqf_1_25,Mladen Grdović,Mladen Grdović,Falis mi ti,29458,"Falis mi ti, falis mi ti
falis mi ti ka dite materi
a ti i ja, ka goluba dva 
sto su na rivi, pokraj mora, zaspala

Ref.
Jos samo tebe imam, tebi sve sam da
u ljubavi ostarija, mladost potrosija
a kad se jednom vratim i bili pristane brod
sa pismom u dusi, kad odu svi
ti ces me cekati","https://tekstovi.net/2,777,26263.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/falis-mi-ti-4809.htm,Fališ mi ti,,,,,,,,,Mladen Grdović,Fališ Mi Ti,3:27,,I Za Dušu I Za Tilo,,,,nan-I Za Dušu I Za Tilo
26,vpm1INqf_1_26,Mladen Grdović,Mladen Grdović,Gdje je moja ljubav stara,7493,"Imala je crna oka dva
  ljubila me sedam godina
bila mi je toplo ljeto
  bila mi je nesto sveto
zato sada ludujem za njom

Ref.
Gdje je moja ljubav stara
dal me ljubi il me vara
kojoj ljubi crne oci
ko ja nekad u ponoci
 
Gdje je moja ljubav stara
dal me ljubi il me vara
kojoj ljubi crne oci
cekali me, dal ce doci

Da su meni krila galeba
letija bi za njom do neba
piva bi joj pisme stare
ne bi isa u mornare
malu kucu dignija bi s njom

Ref.","https://tekstovi.net/2,777,41890.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/gdje-je-moja-ljubav-stara-21061.htm,Gdje je moja ljubav stara,,,,,,,,,Mladen Grdović,Gdje Je Moja Ljubav Stara,3:21,Nenad Ninčević,Evo Mene Moji Ljudi,,Mladen Grdović,,nan-Evo Mene Moji Ljudi/2004.0-Hitovi 1/2008.0-Pisme Za Dušu/2009.0-Evo Mene Moji Ljudi! (Koncert)/2015.0-Orange Collection
27,vpm1INqf_1_27,Mladen Grdović,Mladen Grdović,Grasevina Vetovo,266,"Grasevino, grasevino najbolje si pice
slozila si ponosno promile i mladice
volimo vino i slavonsku ravnicu
moramo dobit svaku utakmicu

Na Grotu starom grasevina vrije
ne staje dok se gol ne zabije
velika je ovo sila uz podrsku promila
gol gol gol, za grasevinu gol
za grasevinu gol, dajte na stol
 
Ooo, ooo, o Vetovo, o Vetovo
ooo, ooo, o Vetovo, o Vetovo

Na Grotu starom grasevina vrije
hrvatski barjak ponosno se vije
velika je ovo sila uz podrsku promila
gol gol gol, za grasevinu gol
za grasevinu gol, dajte na stol","https://tekstovi.net/2,777,63451.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
