Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_3_diskografija,Aranžman_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
28,vpm1INqf_1_28,Mladen Grdović,Mladen Grdović,Grdelina dva,9673,"Cilu noc me ispod oka
 gleda jedna mala
bjonda, smisna i visoka 
vidin sve bi dala

A ja sladji od djelata
 crn ka crni nero
kriz i lancic oko vrata
 dalmatino lero
 
Imam barku, vozit cu te na duboko more
di nam misec s neba miga
 di nam zvizde gore

I gitaru jednu staru
 dok se more plavi
dok ti pivam lipu pismu
 pismu o ljubavi, pismu o ljubavi

Ref. 2x
Morem, morem plovim ja
 daleko od Jadrana
a kad dodjem donit cu ti ja
 kariolu dolara

Da ti kupim ja grdelina dva
 da ti pivaju pismu u kuci kraj mora","https://tekstovi.net/2,777,34175.html",,Grdelina dva,Dwa szczygły,,"Cilu noć me ispod oka gleda jedna mala
Bjonda, smišna i visoka, vidin sve bi dala. A ja slađi od đelata, crn ka crni nero
Križ i lančić oko vrata Dalmatino lero. Imam barku, vozit ću te na duboko more
Di nam misec s neba miga,
di nam zvizde gore. I gitaru jednu staru dok se more plavi
Dok ti pivam lipu pismu, pismu o ljubavi
Pismu o ljubavi. Morem, morem plovim ja, daleko od Jadrana
A kad dođem donit ću ti ja kariolu dolara
(2x). Da ti kupim ja grdelina dva,
da ti pivaju pismu u kući kraj mora
(2x)","Całą noc na mnie spogląda spod oka jedna mała
Blondynka, uśmiechnięta i wysoka i widzę że gotowa na wszystko. A ja, słodszy od lodów, czarny jak murzyn jest czarny
Krzyżyk i łańcuszek wokół szyi, prawdziwy Dalmatyniec. Mam łódź, zabiorę Cię na głębokie morze
Gdzie nam księżyc z nieba mruga
Gdzie nam gwiazda płonie. I gitarę jedną starą zabiorę póki morze jest błękitne
Będę Ci śpiewał miłą piosenkę, piosenkę o miłości
Piosenkę o miłości. Po morzu, po morzu pływam, daleko od Adriatyku
A kiedy wrócę przywiozę Ci bryczkę dolarów
(2x). Więc Ci kupię dwa szczygły
By Ci śpiewały piosenki w domu na skraju morza
(2x)",https://lyricstranslate.com/en/grdelina-dva-dwa-szczyg%C5%82y.html,['Mladen Grdović'],,,https://diskografija.com/pjesma/grdelina-dva-15508.htm,Grdelina dva,,,,,,"Cilu noć me ispod oka gleda jedna mala
Bjonda, smišna i visoka vidin sve bi dala
A ja slađi od đelata, crn ka crni nero
Križ i lančić oko vrata dalmatino lero

Imam barku vozit ću te na duboko more
Di nam misec s neba miga di nam zvizde gore
I gitaru jednu staru dok se more plavi
Dok ti pivam lipu pismu, pismu o ljubavi
Pismu o ljubavi

Morem morem plovim ja, daleko od jadrana
A kad dođem donit ću ti ja kariolu dolara
Morem morem plovim ja, daleko od jadrana,
A kad dođem donit ću ti ja kariolu dolara
Da ti kupim ja grdelina dva, da ti pivaju pismu u kući kraj mora
Da ti kupim ja grdelina dva, da ti pivaju pismu u kući kraj mora",Grdelina dva,https://cuspajz.com//tekstovi-pjesama/pjesma/mladen-grdovic/grdelina-dva.html,Mladen Grdović,Grdelina Dva,4:04,,Vitar Nek Puše,,,,nan-Vitar Nek Puše/2004.0-Hitovi 1/2008.0-Pisme Za Dušu/2009.0-Evo Mene Moji Ljudi! (Koncert)/2010.0-Evo Mene Moji Ljudi/2015.0-Orange Collection
29,vpm1INqf_1_29,Mladen Grdović,Mladen Grdović,Grdovici ribari,5193,"Ribar bija mi je nono
ribar bija mi je stari
Grdovici svi su ribari

Znali su mi pricat price
ko je lovi ribe mice
u ljubavi nije ima srice
 
Sinoc san se zaljubija
velu ribu san ulovija
da je moru imat vire
popija bi bacvu bire

Ref.
Da je meni u zivotu
dobit sedmicu na lotu

Kupija bi tebi
 mala, lipu vestu
i za cilo misto
 napravija festu

Kupija bi i tovara
da te nosi do oltara


Ref. 2x","https://tekstovi.net/2,777,54477.html",,Grdovići ribari,Grdović the fishermen,,"Ribar bija mi je nono
ribar bija mi je stari
Grdovići svi su ribari. Znali su mi pričat priče
ko je lovi ribe miće
u ljubavi nije ima sriće. Sinoć san se zaljubija
velu ribu san ulovija
da je moru imat vire
popija bi bačvu bire. [Refren]
Da je meni u životu
dobit sedmicu na lotu. Kupija bi tebi
mala, lipu veštu
i za cilo misto
napravija feštu. Kupija bi i tovara
da te nosi do oltara","My grandfather was a fisherman
my father was a fishermen
all from the Grdović family are fishermen. They used to tell me stories
who fished for small fish
had no luck in love. I fell in love tonight
I caught a big fish
if the sea had faith
I would drink a keg of beer. Chorus:
If only I could
win the jackpot. I would buy you, baby
a nice sweater
and for the whole place
I would make a party. I would also buy a donkey
to carry you to the altar",https://lyricstranslate.com/en/grdovici-ribari-grdovic-fishermen.html,['Mladen Grdović'],2000 - Kada se ljubav u vino pretvori,2007 - Zlatna kolekcija,https://diskografija.com/pjesma/grdovici-ribari-7035.htm,Grdovići ribari,['Mladen Grdović'],"['Nenad Ninčević', 'Mladen Grdović', 'Robert Pilepić']",2010 - Evo mene moji ljudi - uživo,['Andrej Baša'],,,,,Mladen Grdović,Grdovići Ribari,,,Zlatna Kolekcija,2007.0,,,2007.0-Zlatna Kolekcija/2008.0-Pisme Za Dušu/2010.0-Evo Mene Moji Ljudi/2015.0-Orange Collection
30,vpm1INqf_1_30,Mladen Grdović,Mladen Grdović,Himna 145. brigade,1025,"Branili su Baniju i sada i prije
dubrovacka bojista, zita Slavonije
sokolovi iz Zagreba ne ginu zaludu
krv su svoju dali za hrvatsku grudu

Ref. 2x
Zagrebacka sto i cetr'est peta
slavna brigada Domovinskog rata
zagrebacka sto i cetr'est peta
legenda je nasa, ponos svih Hrvata
 
Sto i cetr'est peta cuva zemlju svetu
ognjista Hrvata najdraza na svijetu
sokolovi iz Zagreba ne ginu zaludu
krv su svoju dali za hrvatsku grudu

Ref. 2x

Ref. 2x","https://tekstovi.net/2,777,58280.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,vpm1INqf_1_31,Mladen Grdović,Mladen Grdović,Ispod starih borova,16124,"Neka tvoje suze ovaj dan
sve na moje lice padaju
neka nocas utonem u san
uspomene na te sjecaju

Ne govori nista jer sam ja
za nas dvoje rekao vec sve
neka nocas utonem u san
ove noci zivim za tebe
 
Ref.
A sutra neka me ponesu
ispod starih borova
i srce neka mi prinesu
tamo di sam rodjen ja
di si rodjena i ti moja prva ljubavi

Ne govori nista jer sam ja
za nas dvoje rekao vec sve
neka nocas utonem u san
ove noci zivim za tebe

Ref.

I srce neka mi prinesu
tamo di sam rodjen ja
di si rodjena i ti moja prva ljubavi","https://tekstovi.net/2,777,23264.html",,Ispod Starih Borova,Underneath old pines,,"Neka tvoje suze ovaj dan
sve na moje lice padaju
neka noćas utonem u san
uspomene na te sjećaju. Ne govori ništa jer sam ja
za nas dvoje rekao već sve
neka noćas utonem u san
ove noći živim za tebe. Ref.
A sutra neka me ponesu
ispod starih borova
i srce neka mi prinesu
tamo di sam rođen ja
di si rođena i ti moja prva ljubavi. Ne govori ništa jer sam ja
za nas dvoje rekao već sve
neka noćas utonem u san
ove noći živim za tebe. Ref.. I srce neka mi prinesu
tamo di sam rođen ja
di si rođena i ti moja prva ljubavi","Let all your tears today
fall on my face
let me fall asleep tonight
memories remind me of you. Don't say anything 'cause I've
already said everything for both of us
let me fall asleep tonight
tonight I'm living for you. Chorus
And tomorow they should carry me
underneath old pines
and they should bring closer my heart
to the place where I was born
where you were also born , my first love. Don't say anything 'cause I've
already said everything for both of us
let me fall asleep tonight
tonight I'm living for you. Chorus. And they should bring closer my heart
to the place where I was born
where you were also born , my first love",https://lyricstranslate.com/en/ispod-starih-borova-underneath-old-pines.html,['Mladen Grdović'],2004 - Hrvatski Radijski Festival 2004,2004 - Hrvatski Radijski Festival 2004 - 24 najbolja,https://diskografija.com/pjesma/ispod-starih-borova-3009.htm,Ispod starih borova,['Rudolf Dvorski'],['Rudolf Dvorski'],,['Andrej Baša'],,,,,Mladen Grdović,Ispod starih borova,3:47,,20 hitova,2004.0,,,2004.0-20 hitova
32,vpm1INqf_1_32,Mladen Grdović,Mladen Grdović,Ja cu doci s pismom,15746,"Plakat cu nocas za tobom
da mi dusi ne kazes zbogom
a tebe nema, tebe nema ovaj put

Ti falis mi kao more
i falu mi sve nase zore
a tebe nema, tebe nema ni su snu
 
Sa Donata cuju se zvona
da li jos ceka me ona
a tebe nema, tebe nema ovaj put

Suza za suzom ce proci
a ti vise neces doci
a tebe nema, tebe nema ni u snu

Ref.
Ja cu doci s mojon pismom i gitarom
kada luna zasija barku u moru
pruzi mi svoju ruku, a vitrovi nek' se tuku
u maloj luci di si me cekala
pruzi mi svoju ruku, a vitrovi nek' se tuku
u maloj luci di san te ljubia

Sa Donata cuju se zvona
da li jos ceka me ona
a tebe nema, tebe nema ovaj put

Suza za suzom ce proci
a ti vise neces doci
a tebe nema, tebe nema ni u snu

Ref. 2x","https://tekstovi.net/2,777,19921.html",,Ja ću doći s pismom,,,"Plakat ću noćas za tobom
da mi duši ne kažeš zbogom
a tebe nema, tebe nema ovaj put. Ti fališ mi kao more
i falu mi sve naše zore
a tebe nema, tebe nema ni su snu. Sa Donata čuju se zvona
da li još čeka me ona
a tebe nema, tebe nema ovaj put. Suza za suzom će proći
a ti više nećeš doći
a tebe nema, tebe nema ni u snu. Ref.
Ja ću doći s mojon pismom i gitarom
kada luna zasija barku u moru
pruži mi svoju ruku, a vitrovi nek' se tuku
u maloj luci di si me čekala
pruži mi svoju ruku, a vitrovi nek' se tuku
u maloj luci di san te ljubia. Sa Donata čuju se zvona
da li još čeka me ona
a tebe nema, tebe nema ovaj put. Suza za suzom će proći
a ti više nećeš doći
a tebe nema, tebe nema ni u snu. Ref. 2x",,https://lyricstranslate.com/en/mladen-grdovi%C4%87-ja-%C4%87u-do%C4%87i-s-pismom-lyrics.html,['Mladen Grdović'],2004 - Zadarfest 2004,"2006 - E, da mi je vratit vrime",https://diskografija.com/pjesma/ja-cu-doci-s-pismom-1070.htm,Ja ću doći s pismom,,,2007 - Zlatna kolekcija,,,,,,Mladen Grdović,Ja Cu Doci S Pismom,,,Hitovi 1,2004.0,,,2004.0-Hitovi 1
33,vpm1INqf_1_33,Mladen Grdović,Mladen Grdović,Jubav san potrosija,492,"Prosao san sve nevere ja
brod zivota me potopija
kako mi je sada bez tebe
ne daj Boze, ne daj nikome

Imao san sve na svitu ja
tvoju jubav san izgubija
kako mi je sada bez tebe
ne daj Boze, ne daj nikome
 
Ref.
Tvoju jubav san potrosija
ti si moje svitlo, cvit iz kamena
nima lika, nima za mene
sviton lutan sada bez tebe

Prosao san sve nevere ja
sve bitke san izgubija
kako mi je sada bez tebe
ne daj Boze, ne daj nikome

Ovu pismu tebi pivan ja
svoje grije sada cidin ja
kako mi je sada bez tebe
ne daj Boze, ne daj nikome

Ref.

Tvoju jubav san potrosija","https://tekstovi.net/2,777,63735.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,vpm1INqf_1_34,Mladen Grdović,Mladen Grdović,Jubin dan kad san te srija,578,"Jedna jubav u zivotu kao san
nek' me tvoje usne jube svaki dan
svaka tvoja lipa ric mi znaci sve
kad kazes volin, ja volin te

A kad more tuce stinu, lomi sve
nasa jubav jos je jaca, boli me
nek' te moja pisma budi svaki dan
ne odlazi, ne odlazi
ti si jedini moj raj
 
Ref. 2x 
Jubin dan kad srija san te ja
jedna ura mi je kao godina
i da sunca vise nikad ne vidin
ja cu tebe uvijek voljeti","https://tekstovi.net/2,777,61985.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,Jubim Dan Kad San Te Srija,,,Nek' Se Čuje Pisma S Jadrana,2016.0,,,2016.0-Nek' Se Čuje Pisma S Jadrana
35,vpm1INqf_1_35,Mladen Grdović,Mladen Grdović,Kad se zeni Istrijan,474,"Dosla si ka zednen kap vode
srico moja, zlato moje najdraze
svit je lipsi kad san s tobon
prijatelji stanite, zbogom
hej, zenim zenu srca svog

Ref.
Sviri, sviri nek se cuje glas
neka plese cila Istra, Kras
malvaziju pite i teran
sad se zeni mladi Istrijan
 
Cilu noc pa sve dok zajde dan
nek se vidi ki je Istrijan

Ti si ljubav, zena moga sna
uzmi prsten i zavajk mi reci - da
svit je lipsi kad san s tobon
prijatelji stanite, zbogom 
hej, zenim zenu srca svog

Ref. 2x

Cilu noc, ma sve dok zajde dan
nek se vidi ki je Istrijan","https://tekstovi.net/2,777,63176.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/kad-se-zeni-istrijan-21939.htm,Kad se ženi istrijan,,,,,,,,,,,,,,,,,
36,vpm1INqf_1_36,Mladen Grdović,Mladen Grdović,Kukavica,1505,"Ja sam puka srce tvoje
ka gitari tanku zicu
za mi je sta volila si
mene musku izdajicu

Nisam bija ja te vridan
niti vlasi tvoje kose
kad sam pijan s drugom lega
nek me vitri morem nose
 
Ref.
Vilo moja, mog Djardina cvice
bila si mi lito i prolice
a ja tebi covik sa dva lica
samo jedna, samo jedna muska kukavica

Ja sam puka srce tvoje 
ca je svu mi ljubav dalo
dala si mi sve na svitu 
a meni je bilo malo

Ref. 2x","https://tekstovi.net/2,777,51946.html",,,,,,,https://lyricstranslate.com/en/language/english,['Mladen Grdović'],,,https://diskografija.com/pjesma/kukavica-21062.htm,Kukavica,,,,,,,,,Mladen Grdović,Kukavica,2:46,,"Dobro Jutro Ti, More",2009.0,,,"2009.0-Dobro Jutro Ti, More"
37,vpm1INqf_1_37,Mladen Grdović,Mladen Grdović,Ljubav moja si ti,4568,"Hej, ti si bila moja svijet 
hej, jos si uvijek moj grijeh
sve lijepe rijeci cuvam samo za tebe 
bez tebe lutam i ne znam vise za sebe

Ref. 2x
Evo priznajem ti da  boli me, boli
sad znam da te volim
moja ljubav si ti, ti, ti
 
Vedra je noc, a
zvijezde ne vidim ja
sve moze proc' al'
tebe pamtit' cu, znaj

Ref. 3x","https://tekstovi.net/2,777,46787.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/ljubav-moja-si-ti-3347.htm,Ljubav moja si ti,['Mladen Grdović'],['Mladen Grdović'],,,,,,,Mladen Grdović,Ljubav Moja Si Ti,2:25,Mladen Grdović,Orange Collection,2015.0,Mladen Grdović,,2015.0-Orange Collection
38,vpm1INqf_1_38,Mladen Grdović,Mladen Grdović,Mama,14784,"Davne je godine te
zapisano u zvijezdama sve, adio mama
 dite bez skole sam ja
za molitvu samo sam zna
i moje more

Kad sitin se onog davnog lita Gospe velike
kad sitin se puno dice, a ljubavi za sve
kad sitin se ispod peke malo kruva domaceg
kad sitin se di me more odnese
 
Ref.
Nalozi stari komin draga mama
natoci staro vino sinu svom
neka me nocas lice tvoje rici
najlipse je kad ostaris u domu svom

Nalozi stari komin draga mama
i fetu kruva stavi mi na stol
neka me nocas lice tvoje rici
najlipse je kad ostaris u domu svom

Kad sitin se
Kad sitin se onog davnog lita Gospe velike
kad sitin se di me more odnese

Ref.

Kad sitin se, kad sitin se, kad sitin se 
nalozi stari komin draga mama","https://tekstovi.net/2,777,34178.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/mama-13566.htm,Mama,,,,,,"Davne je godine te
Zapisano u zvijezdama sve
Adio mama dite bez škole sam ja
Za molitvu samo sam zna
I moje more

Kad sitin se onog davnog lita gospe velike
Kad sitin se puno dice a ljubavi za sve
Kad sitin se ispod peke malo kruva domaćeg
Kad sitin se di me more odnese

Naloži stari komin draga mama
Natoči staro vino sinu svom
Neka me noćas liće tvoje riči
Najlipše je kad ostariš u domu svom
Naloži stari komin draga mama
I fetu kruva stavi mi na stol
Neka me noćas liče tvoje riči
Najlipše je kad ostariš u domu svom

Kad sitin se, kad sitin se, kad sitin se",Mama,https://cuspajz.com//tekstovi-pjesama/pjesma/mladen-grdovic/mama.html,Mladen Grdović,Mama,,,Za Sva Vrimena - Mix Hitova,,,,nan-Za Sva Vrimena - Mix Hitova/2007.0-Zlatna Kolekcija/2014.0-50 Originalnih Pjesama/2019.0-Moji Sentimenti
39,vpm1INqf_1_39,Mladen Grdović,Mladen Grdović,Maria bella Istriana,349,"U srcu su mi neke pjesme
 koje bude uspomene
jedno ljeto, jedna ljubav
 jedne lijepe mlade zene

Jedno mjesto pokraj mora
 jedna plaza na jugu Istre
njene usne kao tresnje
 oci kao izvor bistre
 
Ref. 
Maria bella biondina
 bella mia Istriana
Maria ja bin se da
 da u me si namurana

Maria kad bi mi suze 
na trdi kamen pale
ma trdi kamen bi puka
a suze bi ostale

More jos je hladno
 moje srce ljubavi je gladno
vuce me u jedno mjesto
 koje sanjam nocu cesto

To je mjesto pokraj mora
 jedna plaza na jugu Istre
njene usne kao tresnje
 oci kao izvor bistre

Ref. 2x","https://tekstovi.net/2,777,62931.html",,,,,,,https://lyricstranslate.com/en/translator/treeoftoday244-page-2,,,,,,,,,,,,,,Mladen Grdović,Maria Bella Istriana,3:39,Andrej Baša,Vitar Nek Puše,,Andrej Baša,,nan-Vitar Nek Puše
40,vpm1INqf_1_40,Mladen Grdović,Mladen Grdović,Moja jedina,3725,"Zivim godinama, lutam svjetovima
al' niko ne zna kako je zivjet' bez tebe
a dosa' san ti doma, sisa' ti u dvore
svi mi ljudi govore da te drugi dvore

Ref.
A ti, nemoj vise reci, ljubavi
mene nisi znala voljeti
kao sto sam volio te ja

A ja, samo tebi ja san virova'
ka' i rosu san te jubija
svako jutro prije svitanja, moja jedina

Ref. 2x","https://tekstovi.net/2,777,46785.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,Moja Jedina,4:08,,"Dobro Jutro Ti, More",2009.0,,,"2009.0-Dobro Jutro Ti, More"
41,vpm1INqf_1_41,Mladen Grdović,Mladen Grdović,More sinje (feat. Boris Ostric i Ribari),299,"Cim san se rodi´ more san taka´
jedan je ribar od srice plaka´
i ti moj pape dobro je zna´
da cu to more naslidit´ ja

Brzo san resa´ vino san kusa´
papi je opet procvala dusa
i ti moj pape dobro je zna´
da cu ti zivot naslidit´ ja
 
Ref.
More sinje, nas je svit
il´ ga jubit´ il´ umrit´
na veslima, sa botiljon vina
volija bin sutra vidit´ svoga sina

Cim se je rodi´ more je taka´
ja san, ka´ pape od srice plaka´
i ti moj pape dobro je zna´
da cu dat´ sinu sve ca mi je da´

Ref. 2x","https://tekstovi.net/2,777,64595.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,More Sinje,,,Da Te Nima,2008.0,,,2008.0-Da Te Nima/2014.0-50 Originalnih Pjesama
42,vpm1INqf_1_42,Mladen Grdović,Mladen Grdović,Mornar bez srice,740,"Uvik kad te se sitin
proplace zora
u grlu zastane ric
najlipsa moja

Svaki put kada mi zivot
pokida i zadnje mrize
tvoja jubav me cuva
iz nevoje dize
 
Uvik kada mi more
ispara dusu
bez vitra ostanu jidra
sto tebi me vuku

Kad tilo je 'ladno ka stina
u srcu uvik te ima
Dalmacijo
tebi nosi me plima

Ref.
Bez tebe ja san 
mornar bez srice
triban u kraj

Bez mojih skoja
sunca i mora
ne znan za raj

Zivot bi da
da opet te jubin
fali mi pisme i dobri judi
Dalmacijo, Dalmacijo

Ref. 2x","https://tekstovi.net/2,777,61819.html",,,,,,,https://lyricstranslate.com/en/translator/m-de-vega?page=10&sort=asc&order=Comments,['Mladen Grdović'],,,https://diskografija.com/pjesma/mornar-bez-srice-11835.htm,Mornar bez sriće,"['Igor Ivanović', 'Darko Bakić']","['Igor Ivanović', 'Darko Bakić']",,['Igor Ivanović'],,,,,Mladen Grdović,Mornar Bez Sriće,,,Da Te Nima,2008.0,,,2008.0-Da Te Nima/2014.0-50 Originalnih Pjesama/2017.0-The Best Of Collection
43,vpm1INqf_1_43,Mladen Grdović,Mladen Grdović,Mornar lutalica,13464,"Svi mi kazu vratija se Sime
ka' mornaru proslo mi je vrime
a sve san zuje ostavija vaporu
sto san sviton plovija po moru

Svakoj vali davao sam ime
da mi vrati ono staro vrime
sto je srcu mome bila rana
kuci doci ja bi sanja'
 
Ref.
Ljudi moji sve ce biti
al' moramo ostariti
nek' nam budu dobro dica
ja sam mornar lutalica

Ljudi moji sve ce biti
svi moramo ostariti
samo nek' su dobro dica
ja sam mornar lutalica

Svi mi kazu vratija se Sime
uvik isti, prominija se nije
i jaketu uvik istu nosi
al' tezak zivot lomija mi kosti
tezak zivot lomija mi kosti

Ref.

Samo nek' su dobro dica
ja sam mornar lutalica","https://tekstovi.net/2,777,19814.html",,Mornar Lutalica,Vagabond Sailor,,"Svi mi kažu vratija se Šime
ka' mornaru prošlo mi je vrime
a sve san žuje ostavija vaporu
što san sviton plovija po moru. Svakoj vali davao sam ime
da mi vrati ono staro vrime
što je srcu mome bila rana
kući doći ja bi sanja'. Ref.
Ljudi moji sve će biti
al' moramo ostariti
nek' nam budu dobro dica
ja sam mornar lutalica. Ljudi moji sve će biti
svi moramo ostariti
samo nek' su dobro dica
ja sam mornar lutalica. Svi mi kažu vratija se Šime
uvik isti, prominija se nije
i jaketu uvik istu nosi
al' težak život lomija mi kosti
težak život lomija mi kosti. Ref.. Samo nek' su dobro dica
ja sam mornar lutalica","Everyone is saying - Simon came back
My days as a sailor are done
And I left all the blisters to the ferry
For sailing seas around the world. I named every bay
To bring me back the old times
I had that wound on my heart
I would dream of coming back home. [Chorus]
My people, there will be everything
But we must grow old
Let our children be well
I am a sailor vagabond. My people, there will be everything
But we must grow old
Let our children be well
I am a sailor vagabond. Everyone is saying - Simon came back
Always the same, never changed
Even wears the same jacket all the time
But hard life broke my bones
Hard life broke my bones. [Chorus]. Only if the children are well
I'm a vagabond sailor",https://lyricstranslate.com/en/mornar-lutalica-vagabond-sailor.html,['Mladen Grdović'],2006 - Split 2006,"2006 - E, da mi je vratit vrime",https://diskografija.com/pjesma/mornar-lutalica-9942.htm,Mornar lutalica,['Mladen Grdović'],['Mladen Grdović'],2007 - Zlatna kolekcija,['Remi Kazinoti'],,,,,Mladen Grdović,Mornar Lutalica,3:38,,"E, Da Mi Je Vratit Vrime",2006.0,,,"2006.0-E, Da Mi Je Vratit Vrime/2007.0-Zlatna Kolekcija/2014.0-50 Originalnih Pjesama"
44,vpm1INqf_1_44,Mladen Grdović,Mladen Grdović,Necu krivit' cili svit,532,"Dobro jutro ti, more
ti imas duse
zato rec cu ti sve
o sebi i njoj

Od rodjenja je jubin
umren kad je pogledan
zato zelin da zna
da volin je ja
 
Ref.
Necu krivit' cili svit
ako moja neces bit'
za tebe cu molit' ja
nebo da ti srice da

Necu krivit' cili svit
al' te necu pribolit' 
i da sutra umren ja
meni ne bi bilo za

I da sutra umren ja
meni ne bi bilo za","https://tekstovi.net/2,777,62001.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/necu-krivit-cili-svit-dobro-jutro-ti-more-21942.htm,"Neću krivit cili svit (Dobro jutro ti, more)",,,,,,,,,Mladen Grdović,Neću Krivit Cili Svit,,,The Best Of Collection,2017.0,,,2017.0-The Best Of Collection/2019.0-Moji Sentimenti
45,vpm1INqf_1_45,Mladen Grdović,Mladen Grdović,Nedostajes mi ti,14982,"U studentskoj sobi broj dva
na mom stolu slika ti i ja
i pjesma koju si voljela
sa mog starog radija

U snu mi se javlja tvoj lik
ko na nebu andjeli
koliko sam za te molio ja
sudbino prokleta
 
Ref.
Ti, nedostajes mi u zivotu ti 
ljubavi, bez tebe ne mogu zivjeti
ti, nedostajes mi u zivotu ti
 ljubavi, da li cu te ikad vidjeti

Umiru ptice poneke
od tuge cu i ja zbog tebe
nek se vrata raja otvore
i ja cu do tebe

Ref. 3x","https://tekstovi.net/2,777,34739.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/nedostajes-mi-ti-13565.htm,Nedostaješ mi ti,,,,,,,,,Mladen Grdović,Nedostaješ Mi Ti,3:06,Mladen Grdović,Nedostaješ Mi Ti,1993.0,Mladen Grdović,,1993.0-Nedostaješ Mi Ti/nan-18 Zlatnih Hitova/nan-Za Sva Vrimena - Mix Hitova/2007.0-Zlatna Kolekcija/2010.0-Najljepše Ljubavne Pjesme/2014.0-50 Originalnih Pjesama
46,vpm1INqf_1_46,Mladen Grdović,Mladen Grdović,Nek se cuje pisma s Jadrana (feat. Klapa Munita),344,"Dolazin ti, lipa moja
sada more ostavjan
ti si dragulj, koji, s neba
meni tebe darova´

Reci majci da te spremi
kao bilog andjela
nek´ ti stavi kolarinu
sta san mladoj tebi da´
 
Ref.
Neka pisma se cuje
sa svih strana Jadrana
nek´ moj andjel zasvitli
kad ju bilo ´ko gleda

Neka pisma se cuje
sa svih strana Jadrana
stari moji prijateji
viru san joj donija
stari moji prijateji
svih san zeljan vidit´ vas ja

Dolazin ti, lipa moja
sada more ostavjan
tu, na rivi, ti me cekaj
kad u svit san partija

Ref. 2x","https://tekstovi.net/2,777,63720.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/nek-se-cuje-pisma-s-jadrana-25700.htm,Nek se čuje pisma s Jadrana,,,,,,,,,Mladen Grdović,Nek' Se Čuje Pisma S Jadrana ,,,Moji Sentimenti,2019.0,,Klapa Munita,2019.0-Moji Sentimenti
