Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
10,LC92qBcX_1_10,Vlado Kalember,Vlado Kalember,Dunje zute,6842,"Evo opet nase pjesme
evo nevolje
slomit ce mi ove noci
srce na dvoje

Ti bi da se pomirimo
e pa ne moze
s njim si bila, s njim i budi
to je najbolje
 
Ref. 2x
Ej, dunje zute
ruzmarin ce na kapute
svadbe krecu
samo ja na tvoju ruku
prsten stavit necu

E sto mogu neke rijeci
da me pogode
kad mi kazes poslije svega
da ti znacim sve

Nije tebe bilo briga
kad si otisla
nit' je mene sto bi mi se
sada vratila

Ref. 2x

Ref. 2x","https://tekstovi.net/2,642,21288.html",,Dunje Žute,,,"Evo opet naše pjesme
evo nevolje
slomit će mi ove noći
srce na dvoje. Ti bi da se pomirimo
e pa ne može
s njim si bila, s njim i budi
to je najbolje. Ref. 2x
Ej, dunje žute
ružmarin će na kapute
svadbe kreću
samo ja na tvoju ruku
prsten stavit neću. E što mogu neke riječi
da me pogode
kad mi kažeš poslije svega
da ti značim sve. Nije tebe bilo briga
kad si otišla
nit' je mene što bi mi se
sada vratila. Ref. 2x. Ref. 2x",,https://lyricstranslate.com/en/vlado-kalember-dunje-zute-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/dunje-zute-7014.htm,Dunje žute,,,,,,,,,,"Evo opet naše pjesme
Evo nevolje
Slomit će mi ove noći
Srce na dvoje

Ti bi da se pomirimo
E pa ne može
S njim si bila, s njim i budi
To je najbolje

Ej, dunje žute
Ružmarin će na kapute
Svadbe kreću
Samo ja na tvoju ruku
Prsten stavit' neću

E što mogu neke riječi
Da me pogode
Kad mi kažeš poslije svega
Da ti značim sve

Nije tebe bilo briga
Kad si otišla
Nit' je mene što bi mi se
Sada vratila",Dunje žute,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/dunje-zute.html,Vlado Kalember,Dunje Žute,3:12,Ponoć Otkucava,,,,,nan-Ponoć Otkucava
11,LC92qBcX_1_11,Vlado Kalember,Vlado Kalember,E moj gospodine,2888,"Promatram rijeku, sutljivih ljudi 
guzva u gradu, da covjek poludi 
toliko sudbina, kraj mene prolazi 
a nikog da pita me, kako si 

I krenem precicom, sto davno je poznam 
u nekom klincu, sebe prepoznam 
s torbom u ruci, pod krosnjom topole 
u malom parku, kraj moje skole 
 
I prvo sto vidim, ko covjek da sanja 
skola mi izgleda, nekako manja 
ulazim u svoj razred i gledam 
pa zar nas je stalo tu svih 37 

A onda kroz maglu izviru lica 
vedrih djecaka i djevojcica 
i jedne oci zbog kojih sam bdio 
gotovo da sam ih zaboravio 

Ref.
E moj gospodine, prolaze godine 
ne znas ni kako, ne znas ni kada 
covjek o tome niti ne misli 
a mi smo sebi, uglavnom isti 

Nizu se slike ko na ekranu 
plesnjaci u srednjoj, tulumi u stanu 
clasni komentari, s deckima u kinu 
iskustvo prve ljubavi, na brzinu 

I ne vjeruj starijem kad reci ti zna 
e da imam tvoje godine ja 
a ovu pamet jer nema cuda 
mladost je mladost i mora biti luda 

Ref.

E moj gospodine, prolaze godine 
djetinjstvo kao da, bilo je juce 
gledamo kako, rastu klinci 
a mi smo sebi uglavnom isti 

Ref.","https://tekstovi.net/2,642,39318.html",,"E, moj gospodine","Эх, мой господин",,"Promatram rijeku šutljivih ljudi
gužva u gradu, da čovjek poludi
toliko sudbina kraj mene prolazi
a nikog da pita me - kako si?. I krenem prečicom, što davno je poznam
u nekom klincu sebe prepoznam
s torbom u ruci, pod krošnjom topole
u malom parku, kraj moje škole. I prvo što vidim, ko' čovjek da sanja
škola mi izgleda nekako manja
ulazim u svoj razred i gledam
pa zar nas je stalo tu svih 37. A onda kroz maglu izviru lica
vedrih dječaka i djevojčica
i jedne oči zbog kojih sam bdio
gotovo da sam ih zaboravio. [Refren]
E moj gospodine, prolaze godine
ne znaš ni kako, ne znaš ni kada
čovjek o tome niti ne misli
a mi smo sebi uglavnom isti. Nižu se slike ko' na ekranu
plesnjaci u srednjoj, tulumi u stanu
glasni komentari, s dečkima u kinu
iskustvo prve ljubavi, na brzinu. I ne vjeruj starijem kad reći ti zna
e, da imam tvoje godine ja
a ovu pamet jer nema čuda
mladost je mladost i mora biti luda. [Refren]. E moj gospodine, prolaze godine
djetinjstvo kao da, bilo je juče
gledamo kako, rastu klinci
a mi smo sebi uglavnom isti. [Refren]","Я смотрю на реку и молчащих людей,
В городе давка, что человек может спятить;
Столько судеб мимо меня проходит,
А никто меня не спросит: Как твои дела.. И я пойду по переулку, что давно знаю,
В неком подростке я себя узнаю;
С сумкой в руке под кроной тополя
В малом парке рядом с моей школой.. И первое, что вижу, как человек грезит,
И школ кажется какой-то маленькой;
Я вхожу в свой класс и смотрю,
Разве нас тут стало все 37.. И тогда сквозь мглу глядят лица
""Ясных"" парней и девочек;
И одни глаза, из-за которых я не спал,
Этому конец, чтоб я их забыл.. ПРИПЕВ:
Эх. мой господин, проходят годы,
Ты не знаешь - ни когда и ни как;
Человек о том даже не думает,
А мы сами себе в основном те же.. Складываются картины как на экране,
Танцы в средней школе, вечеринки в квартире;
Классные комментарии с парнями в кино,
И опыт первой любви по-быстрому.. И не верь старым, если я могу тебе сказать:
Эх, если б мне твои годы;
А эту память, ведь неудивительно, что
Молодость есть молодость и должна быть безумной.. (Припев:). Эх. мой господин, проходят годы,
Детство словно было вчера;
Мы смотрим как растут молодые
А мы сами себе в основном те же.. (Припев:)",https://lyricstranslate.com/en/e-moj-gospodine-%D1%8D%D1%85-%D0%BC%D0%BE%D0%B9-%D0%B3%D0%BE%D1%81%D0%BF%D0%BE%D0%B4%D0%B8%D0%BD.html,['Vlado Kalember'],https://diskografija.com/pjesma/e-moj-gospodine-7016.htm,"E, moj gospodine",,,,,,,,,,,,,Vlado Kalember,"E, Moj Gospodine",5:37,Ponoć Otkucava,,,,,nan-Ponoć Otkucava
12,LC92qBcX_1_12,Vlado Kalember,Vlado Kalember,"Evo noci, evo ludila",21580,"Ovo je prica o covjeku 
koji je isti kao vi
ovo je prica o covjeku 
koji zna kako se zivi

Svako jutro oko podne probudim se ja
probudim se ja, nekad i u dva
pijem kavu, trijeznim glavu od mamurluka
Sunce me ubija
 
Svako jutro moja draga rano ustaje
rano ustaje, ali bez mene
pliva prsno, pliva ledjno, pliva baterflaj
al' ja vam nisam taj

Ref.
Evo noci, evo ludila
Mjesec izlazi, izlazim i ja
evo noci, evo ludila
a ti si zaspala

Ranom zorom ja pod borom malo ljetujem
malo ljetujem, al' ne pretjerujem
preko dana jedin rana oci sklopim ja
Sunce me ubija

Ranom zorom moja draga pravi sklekove
pravi sklekove, ali bez mene
nju ne plase one strasne rupe ozonske
ajme Boze spasi je

Ja vam nemam te probleme, o-o-o
i ne bacam svoje vrijeme, o-o-o
ja cu biti vjecno mlad

E-e-e

Ref.

Ref. 2x","https://tekstovi.net/2,642,36717.html",,,,,,,,['Vlado Kalember'],https://diskografija.com/pjesma/evo-noci-evo-ludila-14040.htm,"Evo noći, evo ludila",['Miro Buljan'],"['Miroslav Drljača Rus', 'Nenad Ninčević']",,"1989 - Evo noći, evo ludila",2002 - Rano mi je zaspati,2003 - Live Zagreb - uživo - 4 asa,"2004 - Nakon svih ovih godina - 4 asa
Aranžman: Rajko Dujmić / Vlado Kalember / Alen Islamović / Jurica Pađen",,,,,,Vlado Kalember,"Evo Noći, Evo Ludila",4:09,Rano Mi Je Zaspati,Miroslav Drljača Rus,,Miro Buljan,,nan-Rano Mi Je Zaspati/nan-The Best Of Collection
13,LC92qBcX_1_13,Vlado Kalember,Vlado Kalember,Hej mladosti,2633,"Sa svima bio sam drug
pjesma je bila moj svijet
a cesta moj drugi dom
tebi sam donio bol

Ref.
Hej mladosti moja, sto bacih te ja
u casi sa vinom, u noci bez dna
hej mladosti moja, sto dadoh te ja
na drustvo i zene, bez imena
 
Spajao noci i dan
mjenjao stvarnost za san
zivio u svijetu zlom
tebi sam donio bol

Ref.","https://tekstovi.net/2,642,47694.html",,Hej Mladosti,,,"Sa svima bio sam drug
pjesma je bila moj svijet
a cesta moj drugi dom
tebi sam donio bol. Ref.
Hej mladosti moja, što bacih te ja
u čaši sa vinom, u noći bez dna
hej mladosti moja, što dadoh te ja
na društvo i žene, bez imena. Spajao noći i dan
mjenjao stvarnost za san
živio u svijetu zlom
tebi sam donio bol. Ref.",,https://lyricstranslate.com/en/vlado-kalember-hej-mladosti-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/hej-mladosti-11024.htm,"Hej, mladosti",,,,,,,,,,,,,Vlado Kalember,"Hej, Mladosti",3:00,Čija Si U Duši,,,,,nan-Čija Si U Duši
14,LC92qBcX_1_14,Vlado Kalember,Vlado Kalember,Izdali me prijatelji,3032,"Nije tvoja dusa
moju nikad voljela
u tudjim si krevetima
na me mislila

Ref.
Izdali me prijatelji
izdala me ti
da se barem ispod mene
zemlja otvori
 
Kako si to nevjernice strazu cuvala
dosla banda iza ledja pa me ubila

Ref.

Svirajte i pjesme birajte
one koje bole najvise

Ref.","https://tekstovi.net/2,642,40503.html",,,,,,,,['Vlado Kalember'],https://diskografija.com/pjesma/izdali-me-prijatelji-14046.htm,Izdali me prijatelji,,,,,,,,,,,,,Vlado Kalember,Izdali Me Prijatelji,3:05,Evo Noći Evo Ludila,Nenad Ninčević,,Nenad Ninčević,,nan-Evo Noći Evo Ludila
15,LC92qBcX_1_15,Vlado Kalember,Vlado Kalember,Ja ne zelim da te s drugim dijelim,311,"Osvajas me svojom ljepotom
sve si meni, kunem se zivotom
sve bih dao za dva oka tvoja
i umrijet cu, ne budes li moja

Ref. 2x 
Ja ne zelim da te s drugim dijelim
ako treba, umrijet cu za tebe
budi moja, budi srcem cijelim
ja ne zelim da te s drugim dijelim
 
Ne bih mogao s drugim da te vidjam
svoje srce dajem ti na dlanu
ako ti se barem malo svidjam
pusti srce ti na moju stranu

Ref. 4x","https://tekstovi.net/2,642,62914.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,LC92qBcX_1_16,Vlado Kalember,Vlado Kalember,Ja nocas pijem,8979,"Ref.
Ja nocas pijem, da se napijem
bol u srcu svom, da ubijem
ja nocas placam, ljubav ispracam
mozda sam kriv al' ipak ne shvacam

Zasto je trajalo tako dugo
ako me ne voli
zasto je trebalo tako malo
da me zaboravi
(2x)
 
Ja nocas pijem
da se napijem
bol u srcu svom
da ubijem

Ref.

Zasto je trajalo tako dugo
ako me ne voli
zasto je trebalo tako malo
da me zaboravi

Evo i dusa, srce je uzela
vise ne mogu da dam
a ovo tijelo vec se napilo
jos bih htio da znam

Zasto je trajalo tako dugo
ako me ne voli
zasto je trebalo tako malo
da me zaboravi

Ja nocas pijem, da se napijem
bol u srcu svom, da ubijem
bol u srcu svom, da ubijem","https://tekstovi.net/2,642,13511.html",,Ja noćas pijem,,,"[Refren]
Ja noćas pijem, da se napijem
Bol u srcu svom da ubijem
Ja noćas plaćam, ljubav ispraćam
Možda sam kriv, al' ipak ne shvaćam. Zašto je trajalo tako dugo
ako me ne voli?
Zašto je trebalo tako malo
da me zaboravi? [2x]. Ja noćas pijem, da se napijem
Bol u srcu svom da ubijem. [Refren]. Zašto je trajalo tako dugo
ako me ne voli?
Zašto je trebalo tako malo
da me zaboravi?. Evo i duša, srce je uzela
Više ne mogu da dam,
A ovo tijelo već se napilo
Još bih htio da znam. Zašto je trajalo tako dugo
ako me ne voli?
Zašto je trebalo tako malo
da me zaboravi?. Ja noćas pijem, da se napijem
Bol u srcu svom da ubijem
Bol u srcu svom, da ubijem",,https://lyricstranslate.com/en/vlado-kalember-ja-nocas-pijem-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/ja-nocas-pijem-1473.htm,Ja noćas pijem,,,,2002 - Hrvatski Radijski Festival 2002,2002 - Rano mi je zaspati,,,,,"Ja noćas pijem, da se napijem
Bol u srcu svom, da ubijem
Ja noćas plaćam, ljubav ispraćam
Možda sam kriv al' ipak ne shvaćam

Zašto je trajalo tako dugo
Ako me ne voli
Zašto je trebalo tako malo
Da me zaboravi

Ja noćas pijem
Da se napijem
Bol u srcu svom
Da ubijem

Zašto je trajalo tako dugo
Ako me ne voli
Zašto je trebalo tako malo
Da me zaboravi

Evo i duša, srce je uzela
Više ne mogu da dam
A ovo tijelo već se napilo
Još bih htio da znam

Zašto je trajalo tako dugo
Ako me ne voli
Zašto je trebalo tako malo
Da me zaboravi

Ja noćas pijem, da se napijem
Bol u srcu svom, da ubijem
Bol u srcu svom, da ubijem",Ja noćas pijem,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/ja-nocas-pijem.html,Vlado Kalember,Ja Nočas Pijem,,Največji Hiti,,2002.0,,,2002.0-Največji Hiti
17,LC92qBcX_1_17,Vlado Kalember,Vlado Kalember,"Ja odavde, ona s juga",7854,"Na zidu ponoc otkucava sat
ti mirno spavas vec usnuli grad
ponoc mi leti, i ja bih za njom
svak' hoce svom, a ja nemam kom'

Ref. 2x
Ja odavde, ona s juga
vezala nas ista tuga
ja odavde, ona s mora
svitala nam ista zora
 
Tri kapi kise na prozoru mom
jos tri put' vise ja ceznem za njom
k'o juzni vjetar i ja bih na put
svak' hoce negdje, a ja nemam kud'

Ref. 2x

Ref. 2x","https://tekstovi.net/2,642,21291.html",,"Ja odavde, ona s juga",,,"Na zidu ponoć otkucava sat
ti mirno spavaš već usnuli grad
ponoć mi leti, i ja bih za njom
svak' hoće svom, a ja nemam kom'. [Refren]
Ja odavde, ona s juga
vezala nas ista tuga
ja odavde, ona s mora
svitala nam ista zora. Tri kapi kiše na prozoru mom
još tri put' više ja čeznem za njom
k'o južni vjetar i ja bih na put
svak' hoće negdje, a ja nemam kud'. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-ja-odavde-ona-s-juga-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/ja-odavde-ona-s-juga-11015.htm,"Ja odavde, ona s juga",,,,,,,,,,"Na zidu ponoc otkucava sat
Ti mirno spavas vec usnuli grad
Ponoc mi leti, i ja bih za njom
Svak' hoce svom, a ja nemam kom'

Ja odavde, ona s juga
Vezala nas ista tuga
Ja odavde, ona s mora
Svitala nam ista zora

Tri kapi kise na prozoru mom
Jos tri put' vise ja ceznem za njom
K'o juzni vjetar i ja bih na put
Svak' hoce negdje, a ja nemam kud'","Ja odavde, ona s juga",https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/ja-odavde-ona-s-juga.html,Vlado Kalember,"Ja Odavde, Ona S Juga",4:10,Čija Si U Duši,,,,,nan-Čija Si U Duši/nan-Sve Najbolje/2008.0-Zlatna Kolekcija/2013.0-Najljepše Ljubavne Pjesme/nan-The Best Of Collection
18,LC92qBcX_1_18,Vlado Kalember,Vlado Kalember,Ja placem sad,3289,"Grlim jastuk tebe nema
samo miris tvog parfema
svakog trena osjecam te jace
a meni se sve, a meni se sve
vise place

Ljubim mjesto gdje si bila
gdje si sa mnom gnjezdo svila
svakog trena osjecam te jace
a meni se sve, a meni se sve
vise place
 
Ref.
Ja placem sad, a ti mirno spavas
on cuvate, a ti mene sanjas
gdje, kazi gdje, gdje da krenem sada
kad je meni tvoja ljubav bila zadnja nada

Ljubim mjesto gdje si bila
gdje si sa mnom gnjezdo svila
svakog trena osjecam te jace
a meni se sve, a meni se sve
vise place

Ref.","https://tekstovi.net/2,642,35650.html",,Ja plačem sad,,,"Grlim jastuk, tebe nema,
Samo miris tvog parfema
Svakog trena osjećam te jače
A meni se sve, a meni se sve
Više plače. Ljubim mjesto gdje si bila
Gdje si sa mnom gnjezdo svila
Svakog trena osjećam te jače
A meni se sve, a meni se sve
Više plače. [Refren]
Ja plačem sad, a ti mirno spavaš
On čuva te, a ti mene sanjaš
Gdje, kaži gdje, gdje da krenem sada
Kad je meni tvoja ljubav bila zadnja nada. Ljubim mjesto gdje si bila
Gdje si sa mnom gnjezdo svila
Svakog trena osjećam te jače
A meni se sve, a meni se sve
Više plače. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-ja-placem-sad-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/ja-placem-sad-14048.htm,Ja plačem sad,,,,,,,,,,,,,Vlado Kalember,Ja Plačem Sad,4:14,Evo Noći Evo Ludila,Nenad Ninčević,,Mario Mihaljević,,nan-Evo Noći Evo Ludila
19,LC92qBcX_1_19,Vlado Kalember,Vlado Kalember,Javi se,7475,"Svima kazem, svima lazem
da te vise ja ne volim
nije lako prijeci tako
preko toga da me ne volis
dok ti drugi usne ljubi
(to ubija me)
nije lako kad se gubi
(ponekad javi se)
 
Ref.
Javi se, bar na kratko
javi se, moje slatko
moje slatko, moje najsladje
javi se, da znam gdje si
javi se, bilo gdje si
bilo gdje si nezaboravi 
da smo se voljeli

","https://tekstovi.net/2,642,7570.html",,Javi Se,,,"Svima kažem, svima lažem
da te više ja ne volim
nije lako prijeći tako
preko toga da me ne voliš
dok ti drugi usne ljubi
(to ubija me)
nije lako kad se gubi
(ponekad javi se). Ref.
Javi se, bar na kratko
javi se, moje slatko
moje slatko, moje najslađe
javi se, da znam gdje si
javi se, bilo gdje si
bilo gdje si ne zaboravi
da smo se voljeli",,https://lyricstranslate.com/en/vlado-kalember-javi-se-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/javi-se-4266.htm,Javi se,['Vlado Kalember'],['Vlado Kalember'],"['Rajko Dujmić', 'Vlado Kalember']",,,,,,,,,,Vlado Kalember,Javi Se,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
20,LC92qBcX_1_20,Vlado Kalember,Vlado Kalember,Je li ti zao zbog nas (feat. Srebrna krila),1894,"Vidjam te ponekad ja
u prolazu minut il' dva
jutro je, puna si sna
pomalo umorna

Mahnes, pogledas me
i to je sve
 
K'o jucer cini se sad
da vrijeme je stalo od tad
godine brojim sam
i svaki ti otkucaj znam

Mahnem, pogledam te
i to je sve

Ref.
Kako si mladosti
je li ti zao, zao zbog nas
kako si ljubavi
samo da pitam, stani na cas

Kazi da sretna si
sve drugo boli me vise od tog
priznajem, bila si
najbolji dio zivota mog

Ej, mladosti
hej, stani na cas
samo da pitam
je li ti zao, zao zbog nas","https://tekstovi.net/2,642,59172.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,LC92qBcX_1_21,Vlado Kalember,Vlado Kalember,Jedina,6468,"Trazim djevojku za zenidbu
moju kraljicu za krunidbu
dosta mi je bilo lutanja
tvoja zvijezda mi je putanja

Vracam ti se kao pobjednik
tvoja ljubav moj je spomenik
tvoj je poljubac k'o medalja
svaki dan je s' tobom nedjelja

Ref. 2x
Hej, hej jedina
moje noci, moja svitanja
hej, hej jedina
nitko ne ljubi kao ja","https://tekstovi.net/2,642,29589.html",,Jedina,,,"Tražim djevojku za ženidbu
moju kraljicu za krunidbu
dosta mi je bilo lutanja
tvoja zvijezda mi je putanja. Vraćam ti se kao pobjednik
tvoja ljubav moj je spomenik
tvoj je poljubac k'o medalja
svaki dan je s' tobom nedjelja. Ref. 2x
Hej, hej jedina
moje noći, moja svitanja
hej, hej jedina
nitko ne ljubi kao ja",,https://lyricstranslate.com/en/vlado-kalember-jedina-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/jedina-14053.htm,Jedina,,,,,,,,,,"Trazim djevojku za zenidbu
Moju kraljicu za krunidbu
Dosta mi je bilo lutanja
Tvoja zvijezda mi je putanja

Vracam ti se kao pobjednik
Tvoja ljubav moj je spomenik
Tvoj je poljubac k'o medalja
Svaki dan je s' tobom nedjelja

Hej, hej, jedina
Moje noci, moja svitanja
Hej, hej, jedina
Nitko ne ljubi kao ja",Jedina,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/jedina.html,Vlado Kalember,Jedina,3:02,Sedam Ruža,,,,,nan-Sedam Ruža
22,LC92qBcX_1_22,Vlado Kalember,Vlado Kalember,Jedino moje,6154,"Ti rekla si
 da se prava ljubav 
ne zaboravlja 

Ti rekla si 
da sam jedini
 s kim bi sve ponovila 
 
Ti bila si 
najljepse sto se
 meni dogodilo 
samoca sada
 pretesko pada mi 

Ref.
Jedino moje
 ima li za nas dvoje nade
 kazi mi, jedino moje 
u oku suze stoje 
otkad mi ode ti 

Jedino moje
 ako mi glas zadrhti
 kada se sretnemo 
ne pitaj sto je
 ljubav to je, jedino moje

Ti rekla si da smo 
vjetar i jedro
 more i obala 

Ti rekla si
 da sam jedini 
s kim bi ljubav vodila 

Ref.","https://tekstovi.net/2,642,38251.html",,Jedino Moje,,,"Ti rekla si
da se prava ljuba
ne zaboravlja
Ti rekla si
da sam jedini
s kim bi sve ponovila. Ti bila si
najljepše što se
meni dogodilo
samoća sada
preteško pada mi. Ref.
Jedino moje
ima li za nas dvoje nade
kaži mi, jedino moje
u oku suze stoje
otkad mi ode ti. Jedino moje
ako mi glas zadrhti
kada se sretnemo
ne pitaj što je
ljubav to je, jedino moje. Ti rekla si da smo
vjetar i jedro
more i obala
Ti rekla si
da sam jedini
s kim bi ljubav vodila. Ref.",,https://lyricstranslate.com/en/vlado-kalember-jedino-moje-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/jedino-moje-4267.htm,Jedino moje,['Vlado Kalember'],['Željko Pavičić'],"['Rajko Dujmić', 'Vlado Kalember']",,,,,,,,,,Vlado Kalember,Jedino Moje,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
23,LC92qBcX_1_23,Vlado Kalember,Vlado Kalember,Jednom kad odem,8817,"I nocas misli vode me k tebi
za novu suzu jos mjesta ima
vlakovi srece putuju negdje
mene nema u njima

Najljepse oci bile su tvoje
te tvoje oci kao sunca sjaj
nikoga nisam volio kao 
tebe i rodni kraj
 
Ref.
Jednom kad odem, jednom kad odem
jednog ce samo biti mi zao
sto mi je zivot davao sve
a tebe mi nije dao

Jednom kad odem, jednom kad odem 
tiho, polako, niz polja pusta
bit ce mi zao sto nikad nisam
ljubio ti usta

Jednom kad odem
jednom kad odem
je, jednom kad odem","https://tekstovi.net/2,642,26311.html",,Jednom Kad Odem,,,"I noćas misli vode me k tebi
za novu suzu još mjesta ima
vlakovi sreće putuju negdje
mene nema u njima. Najljepše oči bile su tvoje
te tvoje oči kao sunca sjaj
nikoga nisam volio kao
tebe i rodni kraj. Ref.
Jednom kad odem, jednom kad odem
jednog će samo biti mi žao
što mi je život davao sve
a tebe mi nije dao. Jednom kad odem, jednom kad odem
tiho, polako, niz polja pusta
bit će mi žao što nikad nisam
ljubio ti usta. Jednom kad odem
jednom kad odem
je, jednom kad odem",,https://lyricstranslate.com/en/vlado-kalember-jednom-kad-odem-lyrics.html,,,,,,,,,,,,,"I nocas misli vode me k tebi
Za novu suzu jos mjesta ima
Vlakovi srece putuju negdje
Mene nema u njima

Najljepse oci bile su tvoje
Te tvoje oci kao sunca sjaj
Nikoga nisam volio kao
Tebe i rodni kraj

Jednom kad odem, jednom kad odem
Jednog ce samo biti mi zao
Sto mi je zivot davao sve
A tebe mi nije dao

Jednom kad odem, jednom kad odem
Tiho, polako, niz polja pusta
Bit ce mi zao sto nikad nisam
Ljubio ti usta

Jednom kad odem
Jednom kad odem
Je, jednom kad odem",Jednom kad odem,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/jednom-kad-odem.html,,,,,,,,,
24,LC92qBcX_1_24,Vlado Kalember,Vlado Kalember,Kad na tebe pomislim,10262,"Kad na tebe pomislim
mislim na banane i na ljetne dane
kad smo bili mi sretni i veseli
kad na tebe pomislim
mislim na kolace, plazu i kupace
kada smo se mi jako voljeli
 
Ref. 2x
Svaki put kad pomislim na tebe
tuga prodje, nista me ne boli
samo malo oko srca zebe
jer te sada neko drugi voli

Kad na tebe pomislim
mislim na bevandu i na staru bandu
kada smo se mi ludo zabavljali

Ref. 2x","https://tekstovi.net/2,642,18718.html",,Kad na tebe pomislim,,,"Kad na tebe pomislim
mislim na banane i na ljetne dane
kad smo bili mi sretni i veseli
kad na tebe pomislim
mislim na kolače, plažu i kupače
kada smo se mi jako voljeli. [Refren]
Svaki put kad pomislim na tebe
tuga prođe, ništa me ne boli
samo malo oko srca zebe
jer te sada neko drugi voli. Kad na tebe pomislim
mislim na bevandu i na staru bandu
kada smo se mi ludo zabavljali. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-kad-na-tebe-pomislim-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/kad-na-tebe-pomislim-4268.htm,Kad na tebe pomislim,['Vlado Kalember'],['Vlado Kalember'],"['Rajko Dujmić', 'Vlado Kalember']",,,,,,,"Kad na tebe pomislim
Mislim na banane i na ljetne dane
Kad smo bili mi sretni i veseli
Kad na tebe pomislim
Mislim na kolace, plazu i kupace
Kada smo se mi jako voljeli

Svaki put kad pomislim na tebe
Tuga prodje, nista me ne boli
Samo malo oko srca zebe
Jer te sada neko drugi voli

Kad na tebe pomislim
Mislim na bevandu i na staru bandu
Kada smo se mi ludo zabavljali",Kad na tebe pomislim,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/kad-na-tebe-pomislim.html,Vlado Kalember,Kad Na Tebe Pomislim,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
25,LC92qBcX_1_25,Vlado Kalember,Vlado Kalember,Kopija (feat. Srebrna Krila),820,"Ako odes, sto cu ja
onda nemam nikoga
razbit' ce me vjetrovi
pokrit' ce me snjegovi

Ako odes, sto cu ja
oci si mi vezala
da se snadjem bez tebe
nisi me naucila
 
Kad me tuge zabole 
kad me suze probude
pitam nase godine 
je l’ im zao zbog tebe

Ref.
Jos si svoja kopija
lijepa, najljepsa
k’o da ti je dvadeset
tebe vrijeme ne mijenja

Jos si moja ikona
ruza crvena
k’o da ti je dvadeset
jos si zlato koje sja

Jos si divna, predivna
ako odes, sto cu ja

Ref. 2x","https://tekstovi.net/2,642,61503.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
