Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Lyrics By_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
26,LC92qBcX_1_26,Vlado Kalember,Vlado Kalember,Laku noc dame,4608,"Kad su mi pricali da je sve prolazno
o Boze sto je bilo dosadno
kad si mladji
tako je to kad si mladji

Noci su ludnica, dani su bolnica
i cini ti se da je zivot zabava
kad si mladji
tako je to kad si mladji
 
Prolaze sati, dani, a i godine
i vec me zovu gospodine
kad si stari
tako je to kad si stari

Laze li me to ogledalo
ne, nije stari, to je normalno
kad si stari
tako je to kad si stari

Ref.
Laku noc dame i nocne ptice
ostajte zbogom vi lutalice
laku noc dame, adio svima
odlaze moji i ja cu s njima

Ref. 2x","https://tekstovi.net/2,642,20374.html",,"Laku noć, dame",,,"Kad su mi pričali da je sve prolazno
o, Bože što je bilo dosadno
kad si mlađi
tako je to kad si mlađi. Noći su ludnica, dani su bolnica
i čini ti se da je život zabava
kad si mlađi
tako je to kad si mlađi. Prolaze sati, dani, a i godine
i već me zovu gospodine
kad si stari
tako je to kad si stari. Laže li me to ogledalo
ne, nije stari, to je normalno
kad si stari
tako je to kad si stari. [Refren]
Laku noć, dame i noćne ptice
ostajte zbogom, vi lutalice
laku noć, dame, adio svima
odlaze moji i ja ću s njima. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-laku-noc-dame-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/laku-noc-dame-14075.htm,Laku noć dame,,,,,,,,,,"Kad su mi pričali da je sve prolazno
O Bože što je bilo dosadno
Kad si mlađi
Tako je to kad si mlađi

Noći su ludnica, dani su bolnica
I čini ti se da je život zabava
Kad si mlađi
Tako je to kad si mlađi

Prolaze sati, dani, a i godine
I već me zovu gospodine
Kad si stari
Tako je to kad si stari

Laže li me to ogledalo
Ne, nije stari, to je normalno
Kad si stari
Tako je to kad si stari

Laku noć, dame i noćne ptice
Ostajte zbogom, vi lutalice
Laku noć, dame, adio svima
Odlaze moji i ja ću s njima","Laku noć, dame",https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/laku-noc-dame.html,Vlado Kalember,Laku Noć Dame,3:52,"Pjevaj, Raduj Se",,1996.0,,,"1996.0-Pjevaj, Raduj Se/0.0-Pjevaj, Raduj Se "
27,LC92qBcX_1_27,Vlado Kalember,Vlado Kalember,Ljubav ima tvoje oci (feat. Srebrna krila),519,"Nasa soba puna srece
a u sobi ja i ti
tvoje usne slatke tresnje
vrelim dahom na meni

Mila, hvala ti na svemu
srce mi je skrinjica
ona, ostvarenih snova
puna zlatnih dukata
 
Ref.
Ljubav ima tvoje oci
tvoje lice i tvoj glas
nek´ mi uzmu sve na svijetu
bas me briga, imam nas

Jedan jastuk, a nas dvoje
lijepi dar sudbine
srebrn slap od ljepote
na nas dvoje rusi se

Mila, hvala ti na svemu
srce mi je skrinjica
ona, ostvarenih snova
puna zlatnih dukata

Ref. 2x","https://tekstovi.net/2,642,64312.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,LC92qBcX_1_28,Vlado Kalember,Vlado Kalember,Ljubio bih nemam koga (Ana Rucner feat. Razbijaci casa),4952,"Sto ljepota da mi nude
vidim mnoge sretne ljude
sjecanja na tebe bude

Sto nevolja mene prati
kad su dugi nocni sati
sjecanje me tebi vrati
 
Ref.
Ljubio bih, nemam koga
otisla si za drugoga
vino pijem, suze lijem
i zivota sit sam toga
ljubio bih nemam koga

Ljubila bih, nemam koga
nije meni do drugoga
tebe hocu i kad necu
ti si moje sretno doba
ljubila bih nemam koga

Zivot svoju knjige pise
uspomene on ne brise
noc na tebe jos mirise

Zivot svoju cestu slijedi
ljudsko srce on ne stedi
da se zalis to ne vrijedi

Ref.

Ljubila bih nemam koga
ljubio bih nemam koga","https://tekstovi.net/2,642,47692.html",,Ljubio bih nemam koga,"I would love, but I have nobody",,"Sto ljepota da mi nude
vidim mnoge sretne ljude
sjećanja na tebe bude
Sto nevolja mene prati
kad su dugi noćni sati
sjećanje me tebi vrati. [Refren]
Ljubio bih, nemam koga
otišla si za drugoga
vino pijem, suze lijem
i života sit sam toga
ljubio bih, nemam koga. Ljubila bih, nemam koga
nije meni do drugoga
tebe hoću i kad neću
ti si moje sretno doba
ljubila bih, nemam koga. Život svoje knjige piše
uspomene on ne briše
noć na tebe još miriše
Život svoju cestu slijedi
ljudsko srce on ne štedi
da se žališ to ne vrijedi. [Refren]. Ljubila bih, nemam koga
ljubio bih, nemam koga","Even if they promise me hundred beauties,
I see a lot of happy people
and they revive my memories of you.. Even if I am occupied with hundred problems,
when the long night hours come
the memory brings me back to you.. Chorus:
I would love, but I have nobody,
you left for someone else,
I drink wine, shed tears,
and I am fed up with this live,
I would love, but I have nobody.. I would love, but I have nobody,
I don't need someone else,
I want you even when I don't want you,
you are my happy time for me,
I would love, but I have nobody.. Life writes its own stories,
but it does not erase memories,
the night still smells of you.. Life follows its own path.
it doesn't bother about a human's heart,
it is not worth complaining.. Chorus:
I would love, but I have nobody,
you left for someone else,
I drink wine, shed tears,
and I am fed up with this live,
I would love, but I have nobody.. I would love, but I have nobody,
I don't need someone else,
I want you even when I don't want you,
you are my happy time for me,
I would love, but I have nobody.. I would love, but I have nobody.
I would love, but I have nobody.",https://lyricstranslate.com/en/ljubio-bih-nemam-koga-i-would-love-i-have-nobody.html,,,,,,,,,,,,,,,,Vlado Kalember,Ljubio Bih Nemam Koga,3:23,The Best Of Collection,,,,,nan-The Best Of Collection
29,LC92qBcX_1_29,Vlado Kalember,Vlado Kalember,Mjesec ljubi zvjezdicu,1524,"Spustila se tiha noc
meni se ne spava
na moj prozor pala je
zraka srebrna

To mjesec ljubi zvjezdicu
a ja nemam kog
Mjesec zvjezdu raduje
a ti mene ne
 
Spustila se tiha noc
sve miruje
tamo iza oblaka
svjetlo proviruje

Spustila se tiha noc
mislim na tebe
iz daljine cujem glas
pjesme nebeske","https://tekstovi.net/2,642,49761.html",,Mjesec ljubi zvjezdicu,,,"Spustila se tiha noć
meni se ne spava
na moj prozor pala je
zraka srebrna. To mjesec ljubi zvjezdicu
a ja nemam kog
Mjesec zvijezdu raduje
a ti mene ne. Spustila se tiha noć
sve miruje
tamo iza oblaka
svjetlo proviruje. Spustila se tiha noć
mislim na tebe
iz daljine čujem glas
pjesme nebeske",,https://lyricstranslate.com/en/vlado-kalember-mjesec-ljubi-zvjezdicu-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/mjesec-ljubi-zvjezdicu-14044.htm,Mjesec ljubi zvjezdicu,,,,,,,,,,,,,Vlado Kalember,Mjesec Ljubi Zvjezdicu,2:31,Evo Noći Evo Ludila,Štefanija Soldan,,Đorđe Novković,,nan-Evo Noći Evo Ludila
30,LC92qBcX_1_30,Vlado Kalember,Vlado Kalember,Moja gitaro,3586,"Sve me jos na tebe sjeca
soba i zvon gitare
leptir i miris cvijeca
na stolu jabuke

U ponoc ulicom skitam
korakom pospanim
i svakim trenom se pitam
jesi li sretna sa njim
 
Ref. 2x
Za kim to nocas jecas 
moja gitaro
bole te nevjerne oci
opija vino amaro

Sve me jos na tebe sjeca
rijeci i stare romanse
na zidu odsjaj svijeca
na satu kazaljke

Ref. 4x","https://tekstovi.net/2,642,35216.html",,Moja gitaro,,,"Sve me još na tebe sjeća
soba i zvon gitare
leptir i miris cvijeća
na stolu jabuke. U ponoć ulicom skitam
korakom pospanim
i svakim trenom se pitam
jesi li sretna sa njim. [Refren]
Za kim to noćas jecaš,
moja gitaro?
bole te nevjerne oči,
opija vino, amaro. Sve me još na tebe sjeća
riječi i stare romanse
na zidu odsjaj svijeća
na satu kazaljke. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-moja-gitaro-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/moja-gitaro-11023.htm,Moja gitaro,,,,,,,,,,,,,Vlado Kalember,Moja Gitaro,4:00,Čija Si U Duši,,,,,nan-Čija Si U Duši/nan-Sve Najbolje/2013.0-Najljepše Ljubavne Pjesme/nan-The Best Of Collection
31,LC92qBcX_1_31,Vlado Kalember,Vlado Kalember,Moja golubice,6146,"Evo nas golubice
s druge strane ulice
tamo gdje se brise sve
tamo gdje ljubav nestaje

Nisi htjela ruzmarin
ruzo moja
govore o ljubavi
neki drugi sretniji
 
Ref.
I kada prodje sve moja golubice
na nebu zasjat ce dvije zvjezdice
i kada proje sve moja golubice
srce ne izbrise sto voli najvise

Mislio sam trajat ce
ova ljubav stoljece
uvijek bude drukcije
evo stiglo i nas golubice

Nisi htjela ruzmarin
ruzo moja
govore o ljubavi
neki drugi sretniji

Ref. 2x","https://tekstovi.net/2,642,20031.html",,Moja golubice,,,"Evo nas, golubice,
s druge strane ulice
tamo gdje se briše se sve
tamo gdje ljubav nestaje. Nisi htjela ružmarin,
ružo moja
govore o ljubavi
neki drugi sretniji. [Refren]
I kada prođe sve, moja golubice
na nebu zasjat će dvije zvjezdice
i kada prođe sve, moja golubice
srce ne izbriše što voli najviše. Mislio sam trajat će
ova ljubav stoljeće
uvijek bude drukčije
evo stiglo i nas, golubice. Nisi htjela ružmarin,
ružo moja
govore o ljubavi
neki drugi sretniji. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-moja-golubice-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/moja-golubice-4270.htm,Moja golubice,['Ines Prajo'],['Arijana Kunštek'],"['Rajko Dujmić', 'Vlado Kalember']",,,,,,,"Evo nas golubice
S druge strane ulice
Tamo gdje se brise sve
Tamo gdje ljubav nestaje

Nisi htjela ruzmarin
Ruzo moja
Govore o ljubavi
Neki drugi sretniji

I kada prodje sve moja golubice
Na nebu zasjat ce dvije zvjezdice
I kada proje sve moja golubice
Srce ne izbrise sto voli najvise

Mislio sam trajat ce
Ova ljubav stoljece
Uvijek bude drukcije
Evo stiglo i nas golubice

Nisi htjela ruzmarin
Ruzo moja
Govore o ljubavi
Neki drugi sretniji",Moja golubice,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/moja-golubice.html,Vlado Kalember,Moja Golubice,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
32,LC92qBcX_1_32,Vlado Kalember,Vlado Kalember,Moja je soba samica,8294,"Dusa je tvoja sjeverno more 
obala ledena 
u meni placu hladne zore 
sreco moja jedina 

Kome si dala poljupce vruce 
dok je kisa padala 
s kim si opet bila jucer 
dok je tuga vladala 
 
Ref. 2x
Moja je soba samica 
ti si me osudila 
moj je zivot tamnica 
ti si drugog ljubila

Ref. 2x","https://tekstovi.net/2,642,36479.html",,Moja je soba samica,,,"Duša je tvoja sjeverno more
obala ledena
u meni plaču hladne zore
srećo moja jedina. Kome si dala poljupce vruće
dok je kiša padala
s kim si opet bila jučer
dok je tuga vladala. [Refren]
Moja je soba samica
ti si me osudila
moj je život tamnica
ti si drugog ljubila",,https://lyricstranslate.com/en/vlado-kalember-moja-je-soba-samica-lyrics.html,,,,,,,,,,,,,,,,Vlado Kalember,Moja Je Soba Samica,3:40,Sedam Ruža,Namik Tarabić,,,,nan-Sedam Ruža/2008.0-Zlatna Kolekcija
33,LC92qBcX_1_33,Vlado Kalember,Vlado Kalember,Ne peru rijeke sve tvoje grijehe,10073,"Ne peru rijeke sve tvoje grijehe
sto si pocinila
kise mi ne gase tugu u ocima

Na mome stolu casa se pjeni
na tebe podsjeca
dusa se navikla, nista ne osjeca

Vino me odvodi
nocas ono mi ne skodi
ne peru rijeke sve tvoje grijehe
sto si pocinila","https://tekstovi.net/2,642,10392.html",,Ne peru rijeke sve tvoje grijehe,Не смоют реки все твои грехи,,"Ne peru rijeke sve tvoje grijehe
što si počinila
kiše mi ne gase tugu u očima. Na mome stolu čaša se pjeni
na tebe podsjeća
duša se napila, ništa ne osjeća. Vino me odvodi
noćas ono mi ne škodi
ne peru rijeke sve tvoje grijehe
što si počinila","Не смоют реки все твои грехи,
Что ты сотворила;
Дожди не гасят печаль в глазах.. На моём столе пенится бокал,
Напоминая о тебе;
А душа напилась и ничего не чувствует.. Вино меня уводит,
Этой ночью меня это не тревожит;
Не смоют реки все твои грехи,
Что ты сотворила.",https://lyricstranslate.com/en/ne-peru-rijeke-sve-tvoje-grijehe-%D0%BD%D0%B5-%D1%81%D0%BC%D0%BE%D1%8E%D1%82-%D1%80%D0%B5%D0%BA%D0%B8-%D0%B2%D1%81%D0%B5.html,['Vlado Kalember'],https://diskografija.com/pjesma/ne-peru-rijeke-sve-tvoje-grijehe-14057.htm,Ne peru rijeke sve tvoje grijehe,,,,,,,,,,"Ne peru rijeke sve tvoje grijehe
sto si pocinila
kise mi ne gase tugu u ocima

Na mome stolu casa se pjeni
na tebe podsjeca
dusa se napila, nista ne osjeca

Vino me odvodi
nocas ono mi ne skodi
ne peru rijeke sve tvoje grijehe
sto si pocinila",Ne peru rijeke sve tvoje grijehe,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/ne-peru-rijeke-sve-tvoje-grijehe.html,Vlado Kalember,Ne Peru Rijeke Sve Tvoje Grijehe,,Ne Peru Rijeke Sve Tvoje Grijehe / Malena,,1990.0,,,1990.0-Ne Peru Rijeke Sve Tvoje Grijehe / Malena/nan-Sedam Ruža/nan-Sve Najbolje/2008.0-Zlatna Kolekcija/2013.0-Najljepše Ljubavne Pjesme/nan-The Best Of Collection
34,LC92qBcX_1_34,Vlado Kalember,Vlado Kalember,Necu oprastati,4025,"Tugo moja
tugo moja, nevjero
sreco moja
sreco moja, nesreco

I na kraju
sta je ostalo
samo rijeci umorne
leze ovdje kraj mene
 
Ref. 2x
Ja necu oprastati vise
u meni je jos samo bol
nek drugi te mrze il' ljube
ja nemam snage za to

Suzo moja
suzo moja, nevjero
rano moja
rano moja, nesrecu

Ref. 6x","https://tekstovi.net/2,642,34180.html",,Neću opraštati,Neodpustím,,"Tugo moja
tugo moja, nevjero
srećo moja
srećo moja, nesrećo. I na kraju
šta je ostalo
samo riječi umorne
leže ovdje kraj mene. [Refren]
Ja neću opraštati više
u meni je još samo bol
nek' drugi te mrze il' ljube
ja nemam snage za to. Suzo moja
suzo moja, nevjero
rano moja
rano moja, nesrećo. [Refren]","Jsi můj smutek,
jsi můj smutek, nevěro,
moje štěstí
a neštěstí najednou.. A nakonec
co mi zůstalo -
slova jen unavená
někam vedle hozena.... Refrén 2x
Neodpustím, srdce už chladne -
jen bolest ve mně zbyla, jen...
ať jiní s tebou někam táhnou,
snahu nemám na refrén.... Zbyly slzy,
moje slzy, nevěro,
zbyla bolest,
moje bolest, nádhero.. Refrén 6x",https://lyricstranslate.com/en/necu-oprastati-neodpust%C3%ADm.html,['Vlado Kalember'],https://diskografija.com/pjesma/necu-oprastati-4464.htm,Neću opraštati,['Đorđe Novković'],['Alka Vuica'],"['Nikša Bratoš', 'Vlado Kalember']",,,,,,,"Tugo moja
Tugo moja, nevjero
Srećo moja
Srećo moja, nesrećo

I na kraju
Šta je ostalo
Samo riječi umorne
Leže ovdje kraj mene

Ja neću opraštati više
U meni je još samo bol
Nek' drugi te mrze il' ljube
Ja nemam snage za to

Suzo moja
Suzo moja, nevjero
Rano moja
Rano moja, nesrećo",Neću opraštati,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/necu-oprastati.html,Vlado Kalember,Neću Opraštati,3:55,Vino Na Usnama,,,,,nan-Vino Na Usnama/nan-Sve Najbolje
35,LC92qBcX_1_35,Vlado Kalember,Vlado Kalember,Nek zivi ljubav,9135,"Nek zivi ljubav
neka raste cvijet
rasiri krila
rodjen si za let

Nek zivi ljubav
nek se budi dan
neka svako dijete 
ima miran san
 
Nek zivi ljubav
nek se vole svi
kao prvi puta
kao ja i ti

Pruzi mi ruku
kao bratu brat
nek zivi ljubav
nek prestane rat

","https://tekstovi.net/2,642,15110.html",,Nek' živi ljubav,Let Love Live,,"Nek' živi ljubav,
Neka raste cvijet,
Raširi krila,
Rođen si za let.. Nek' živi ljubav,
Neka vole svi,
Kao prvi puta,
Kao ja i ti.. Pruži mi ruku
Kao bratu brat,
Nek' živi ljubav,
Nek' prestane rat.. Nek' živi ljubav,
Nek' se budi dan,
Neka svako dijete
Ima miran san.. Pruži mi ruku
Kao bratu brat,
Nek' živi ljubav,
Nek' prestane rat.","Let love live
let a flower grow,
spread your wings
you're born to fly. Let love live
let day rise
let each child
have a peaceful dream. Let love live
may everyone love each other
as if it was for the first time
as you and me. Give me your hand
as a brother to a brother
let love live
may the war cease",https://lyricstranslate.com/en/nek-zivi-ljubav-let-love-live.html,,,,,,,,,,,,,"Nek' živi ljubav
Neka raste cvijet
Raširi krila
Rođen si za let

Nek' živi ljubav
Nek' se budi dan
Neka svako dijete
Ima miran san

Nek' živi ljubav
Nek' se vole svi
Kao prvi puta
Kao ja i ti

Pruži mi ruku
Kao bratu brat
Nek' živi ljubav
Nek' prestane rat
",Nek' živi ljubav,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/nek-zivi-ljubav.html,,,,,,,,,
36,LC92qBcX_1_36,Vlado Kalember,Vlado Kalember,Neka me cijeli svijet zaboravi,5565,"Kazu da me vise ti ne volis
kazu da mi s drugim ti odlazis

Ref.
Neka me cijeli svijet zaboravi
samo nemoj ti, samo nemoj ti
neka me ovaj zivot napusti
samo nemoj ti, samo nemoj ti
 
Nema, nema vise mog imena
nema, nema ga na tvojim usnama

Ref.

Dugo ja o tebi ne govorim
dugo ja ne mogu da prebolim

Ref.","https://tekstovi.net/2,642,34392.html",,Neka me cijeli svijet zaboravi,Let the whole world forget me,,"Kažu da me više ti ne voliš
kažu da mi s drugim ti odlaziš. [Refren]
Neka me cijeli svijet zaboravi
samo nemoj ti, samo nemoj ti
Neka me ovaj život napusti
samo nemoj ti, samo nemoj ti. Nema, nema više mog imena
nema, nema ga na tvojim usnama. [Refren]. Dugo ja o tebi ne govorim
dugo ja ne mogu da prebolim. [Refren]","They say you don't love me anymore
They say you're leaving with someone else. Chorus
Let the whole world forget me
But not you, not you
Let this life leave me
But not you, not you. There's not, there's not your name
It's not, not on your lips. Chorus. I haven't talked about you in a while
I can't get over it. Chorus",https://lyricstranslate.com/en/neka-me-cijeli-svijet-zaboravi-let-whole-world.html,['Vlado Kalember'],https://diskografija.com/pjesma/neka-me-cijeli-svijet-zaboravi-4262.htm,Neka me cijeli svijet zaboravi,['Vlado Kalember'],['Vlado Kalember'],"['Rajko Dujmić', 'Vlado Kalember']",2004 - Volim te do neba,2005 - Hitomanija 1,,,,,"Kazu da me vise ti ne volis
Kazu da mi s drugim ti odlazis

Neka me cijeli svijet zaboravi
Samo nemoj ti, samo nemoj ti
Neka me ovaj zivot napusti
Samo nemoj ti, samo nemoj ti

Nema, nema vise mog imena
Nema, nema ga na tvojim usnama

Dugo ja o tebi ne govorim
Dugo ja ne mogu da prebolim",Neka me cijeli svijet zaboravi,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/neka-me-cijeli-svijet-zaboravi.html,Vlado Kalember,Neka Me Cijeli Svijet Zaboravi,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
37,LC92qBcX_1_37,Vlado Kalember,Vlado Kalember,Nije zima sto je zima,2957,"Sto mi jesen donijela
to mi zima odnijela
ruke sto su grijale
hladan kaput skrojile

Neka drugi ljubite
neka nebo tvoje je
al su moji oblaci
i u noci koraci

Ref.
Nije zima sto je zima
vec sto tebe gubim ja
nije zima sto je zima
ti si me zaledila","https://tekstovi.net/2,642,47695.html",,Nije zima što je zima,Не та зима,,"Što mi jesen donijela
to mi zima odnijela
Ruke što su grijale
hladan kaput skrojile. Neka drugi ljubi te
neka nebo tvoje je
al' su moji oblaci
i u noći koraci. [Refren]
Nije zima što je zima
već što tebe gubim ja
nije zima što je zima
ti si me zaledila","Что мне подарила осень,. То отняла зима.. Руки, что согревали,. Холодное пальтишко скроили.. Пусть другой любит тебя,. Пусть небо будет твоим.. Но мои́ облака. И шаги в ночи.. Припев.. Это не та зима,. Ведь тебя теряю я.. Это не та зима,. Ты меня заморозила.",https://lyricstranslate.com/en/nije-zima-sto-je-zima-%D0%BD%D0%B5-%D1%82%D0%B0-%D0%B7%D0%B8%D0%BC%D0%B0.html,['Vlado Kalember'],https://diskografija.com/pjesma/nije-zima-sto-je-zima-14045.htm,Nije zima što je zima,,,,,,,,,,,,,,,,,,,,,
38,LC92qBcX_1_38,Vlado Kalember,Vlado Kalember,Od ponoci do ponoci,3006,"Potonula i zadnja je ladja
otkako ti nisi tu
nista mi se lijepo ne dogadja
ni na javi, ni u snu

Nece ove oci da se sklope
dok kraj drugog spavas ti
tiho suze, tiho moj zivote
sutra cemo plakati
 
Ref.
Od ponoci do ponoci
svugdje vidim tvoje oci
ali tebe nigdje nema
ostala mi uspomena

Od ponoci do ponoci
progoni me zelja pusta
da jos jednom, bar jos jednom
poljube me tvoja usta

Ref. 2x","https://tekstovi.net/2,642,35220.html",,Od Ponoći Do Ponoći,,,"Potonula i zadnja je lađa
otkako ti nisi tu
ništa mi se lijepo ne dogadja
ni na javi, ni u snu. Neće ove oči da se sklope
dok kraj drugog spavaš ti
tiho suze, tiho moj živote
sutra ćemo plakati. Ref.
Od ponoći do ponoći
svugdje vidim tvoje oči
ali tebe nigdje nema
ostala mi uspomena. Od ponoći do ponoći
progoni me želja pusta
da još jednom, bar još jednom
poljube me tvoja usta. Ref. 2x",,https://lyricstranslate.com/en/vlado-kalember-od-ponoci-do-ponoci-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/od-ponoci-do-ponoci-14049.htm,Od ponoći do ponoći,,,,,,,,,,,,,Vlado Kalember,Od Ponoći Do Ponoći,3:44,Evo Noći Evo Ludila,Nenad Ninčević,,Nenad Ninčević,,nan-Evo Noći Evo Ludila
39,LC92qBcX_1_39,Vlado Kalember,Vlado Kalember,Okrece na buru,1463,"Evo mene Anice ispod prozora
daj izviri, dosla mi je voda do grla

Evo mene Anice ispod prozora
pokraj tvojih vrata tri ljuta psa
ma ne voli te Anice nitko kao ja
al' kako da ti pridjem, tko to zna
 
Obecano da mi das
da me ne varas
sada, sada il' nikada

Ref.
Okrece, okrece na buru
cuvaj, cuvaj Anice 
suknju i frizuru

Evo mene Anice preko prozora
daj otvori, ako padnem nema svatova
evo mene Anice, tvoja jabuko
toliko te dugo zovem da sam promuko

Ref.","https://tekstovi.net/2,642,49762.html",,Okreće na buru,,,"Evo mene, Anice, ispod prozora
daj izviri, došla mi je voda do grla. Evo mene, Anice, ispod prozora
pokraj tvojih vrata tri ljuta psa
ma ne voli te, Anice, nitko kao ja
al' kako da ti priđem, tko to zna. Obećano da mi daš
da me ne varaš
sada, sada il' nikada. [Refren]
Okreće, okreće na buru
čuvaj, čuvaj, Anice
suknju i frizuru. Evo mene, Anice, preko prozora
daj otvori, ako padnem nema svatova
evo mene, Anice, tvoja jabuko
toliko te dugo zovem da sam promuko. [Refren]",,https://lyricstranslate.com/en/vlado-kalember-okrece-na-buru-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/okrece-na-buru-14050.htm,Okreće na buru,,,,,,,,,,,,,Vlado Kalember,Okreće Na Buru,3:16,Evo Noći Evo Ludila,Zoran Bašić,,Đorđe Novković,,nan-Evo Noći Evo Ludila
40,LC92qBcX_1_40,Vlado Kalember,Vlado Kalember,Ostani,6446,"S tobom je bilo ludilo
jutro nas nije budilo
spavali mi smo
a oka nismo sklopili

S tobom je bilo najsladje
s tobom bi opet najradje
po tvome tijelu
etidu cijelu svirao
 
Zasto mi odlazis
zasto mi odnosis
te usne vrele
k'o tresnje zrele ti

Ref.
Ostani, jer ti si cudo
ostani, volim te ludo
sva si ljepota
moga zivota ti

Ostani, jer ti si secer
ostani, jos ovu vecer
nijedna druga 
nije ni sluga ti
samo ostani

Ref.","https://tekstovi.net/2,642,19977.html",,Ostani,,,"S tobom je bilo ludilo
jutro nas nije budilo
spavali mi smo
a oka nismo sklopili. S tobom je bilo najslađe
s tobom bi opet najrađe
po tvome tijelu
etidu cijelu svirao. Zašto mi odlaziš
zašto mi odnosiš
te usne vrele
k'o trešnje zrele ti. Ref.
Ostani, jer ti si čudo
ostani, volim te ludo
sva si ljepota
moga života ti. Ostani, jer ti si sećer
ostani, još ovu večer
nijedna druga
nije ni sluga ti
samo ostani. Ref.",,https://lyricstranslate.com/en/vlado-kalember-ostani-lyrics.html,['Vlado Kalember'],https://diskografija.com/pjesma/ostani-4261.htm,Ostani,['Vlado Kalember'],['Željko Pavičić'],"['Rajko Dujmić', 'Vlado Kalember']",,,,,,,"S tobom je bilo ludilo
jutro nas nije budilo
spavali mi smo
a oka nismo sklopili

S tobom je bilo najslađe
s tobom bih opet najrađe
Po tvome tijelu
etidu cijelu svirao

Zašto mi odlaziš
zašto mi odnosiš
Te usne vrele
Ko trešnje zrele ti

Ostani, jer ti si čudo
ostani, volim te ludo
sva si ljepota 
moga života ti

Ostani, jer ti si šećer
ostani još ovu večer
nijedna druga nije ni sluga ti
samo ostani",Ostani,https://cuspajz.com//tekstovi-pjesama/pjesma/vlado-kalember/ostani.html,Vlado Kalember,Ostani,,Volim Te Do Neba,,2004.0,,,2004.0-Volim Te Do Neba
41,LC92qBcX_1_41,Vlado Kalember,Vlado Kalember,Otisla je zena,3377,"Pobjegla je ljubav sa usana
ostala je zelja u grudima
pobjegla je ljubav iz naseg sna
sve je bilo tiho bez pitanja

Ref.
Otisla je zena mog zivota
ljubav moja i ljepota
otisla je zena mog zivota
sreca moja i ljepota
 
Pobjegla je ljubav sa usana
ostala je zelja u grudima
pobjegla je ljubav iz naseg sna
sve je bilo tiho bez pitanja

Ref.","https://tekstovi.net/2,642,34439.html",,Otisla Je Zena,Ушла женщина,,"Pobjegla je ljubav sa usana
ostala je želja u grudima
pobjegla je ljubav iz našeg sna
sve je bilo tiho bez pitanja. Ref.
Otišla je žena mog života
ljubav moja i ljepota
otišla je žena mog života
sreća moja i ljepota. Pobjegla je ljubav sa usana
ostala je želja u grudima
pobjegla je ljubav iz našeg sna
sve je bilo tiho bez pitanja. Ref.","Убежала любовь с губ, но
Осталось желание в груди;
Убежала любовь из наших грёз,
Всё было тихо, не спрашивая.. ПРИПЕВ:
Ушла женщина моей жизни,
Моя любовь и красота;
Ушла женщина моей жизни,
Моё счастье и красота.. Убежала любовь с губ, но
Осталось желание в груди;
Убежала любовь из наших грёз,
Всё было тихо, не спрашивая.. (Припев:)",https://lyricstranslate.com/en/otisla-je-zena-%D1%83%D1%88%D0%BB%D0%B0-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0.html,['Vlado Kalember'],https://diskografija.com/pjesma/otisla-je-zena-14061.htm,Otišla je žena,,,,,,,,,,,,,Vlado Kalember,Otišla je žena,,Sve je to zbog tebe,,,,,nan-Sve je to zbog tebe
