Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Strings_discogs,Album_year_discogs,Recorded By_discogs,Producer_discogs,Engineer_discogs,Guitar_discogs,Backing Vocals_discogs,Vocals_discogs,Mixed By_discogs,Brass_discogs,Harp_discogs,Keyboards_discogs,Bass_discogs,Bagpipes_discogs,Drums_discogs,Interviewee_discogs,Interviewer_discogs,Album_year_title_discogs,All_albums_discogs
Bijelo Dugme,Bijelo Dugme,Na Zadnjem Sjedištu Moga Auta,,Bitanga I Princeza,,,,,,,,,,,,,,,,,,,,,,nan-Bitanga I Princeza,"nan-Bitanga I Princeza/nan-Dobro Vam Jutro Petrović Petre/nan-5. April '81./nan-Singl Ploče (1976 - 1980)/nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/nan-Singlice 1974-1980/2004.0-10 Albuma/2004.0-10 Albuma/2004.0-10 Albuma/2004.0-1974 - 2004/2005.0-Antologija 1 ('75 - '83)/nan-'Ajmo Curice, 'Ajmo Dječaci!/nan-Prvih Šest Studijskih Albuma/nan-Antologija - 18 Najvećih Hitova/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-The Ultimate Collection/nan-Rock 'N' Roll Hitovi/2014.0-Bijelo Dugme/nan-Box Set Deluxe"
Bijelo Dugme,Bijelo Dugme,A Koliko Si Ih Imala Do Sad,,Bitanga I Princeza,,,,,,,,,,,,,,,,,,,,,,nan-Bitanga I Princeza,nan-Bitanga I Princeza/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/nan-Rock 'N' Roll Hitovi/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,"Sve Će To Mila Moja Prekriti Ruzmarin, Snjegovi I Šaš",,Bitanga I Princeza,,Ranko Rihtman,,,,,,,,,,,,,,,,,,,,nan-Bitanga I Princeza,"nan-Bitanga I Princeza/nan-Ima Neka Tajna Veza/2004.0-10 Albuma/nan-'Ajmo Curice, 'Ajmo Dječaci!/nan-Prvih Šest Studijskih Albuma"
Bijelo Dugme,Bijelo Dugme,Pristao Sam Biću Sve Što Hoće,,Lične Stvari,,,,,,,,,,,,,,,,,,,,,,nan-Lične Stvari,"nan-Lične Stvari/1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/nan-Singl Ploče (1976 - 1980)/nan-Sanjao Sam Noćas Da Te Nemam (Velike Rock Balade)/nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/nan-Hitovi 3/nan-Singlice 1974-1980/2004.0-10 Albuma/2004.0-10 Albuma/2004.0-10 Albuma/2004.0-1974 - 2004/nan-'Ajmo Curice, 'Ajmo Dječaci!/nan-Prvih Šest Studijskih Albuma/nan-Antologija - 18 Najvećih Hitova/nan-Najlepše Balade - 17 Nezaboravnih Balada/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-The Ultimate Collection/2010.0-Najljepše Ljubavne Pjesme/2014.0-Bijelo Dugme/nan-Box Set Deluxe 14.11.14 Sampler/0.0-Hitovi 3"
Bijelo Dugme,Bijelo Dugme,Šta Je Tu Je,,Lične Stvari,,,,,,,,,,,,,,,,,,,,,,nan-Lične Stvari,nan-Lične Stvari
Bijelo Dugme,Bijelo Dugme,Čudesno Jutro U Krevetu G-đe Petrović,,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma
Bijelo Dugme,Bijelo Dugme,"Ha, Ha, Ha",,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),"1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/nan-5. April '81./nan-Ima Neka Tajna Veza/nan-Bijelo Dugme/2004.0-10 Albuma/2004.0-10 Albuma/nan-'Ajmo Curice, 'Ajmo Dječaci!/nan-Prvih Šest Studijskih Albuma/nan-The Ultimate Collection/2014.0-Bijelo Dugme/nan-Box Set Deluxe"
Bijelo Dugme,Bijelo Dugme,Pjesma Mom Mlađem Bratu (Iz Niša U Proljeće '78),,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Tramvaj Kreće (Ili Kako Biti Heroj U Ova Šugava Vremena),,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Lova,,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/1999.0-The Best Of 1/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Mogla Je Biti Prosta Priča,,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/nan-Hitovi 3/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/nan-Rock 'N' Roll Hitovi/2014.0-Bijelo Dugme/nan-Box Set Deluxe/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,Doživjeti Stotu,,Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),,,,,,1980.0,,,,,,,,,,,,,,,,1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme),"1980.0-Doživjeti Stotu (Intervju Dražena Vrdoljaka Razgovor S Goranom Bregovićem Uz Nove Pjesme)/nan-Doživjeti Stotu/1981.0-Playing The Part / Doživjeti Stotu/nan-5. April '81./nan-Bijelo Dugme 2/2004.0-10 Albuma/2004.0-10 Albuma/2004.0-10 Albuma/nan-'Ajmo Curice, 'Ajmo Dječaci!/nan-Prvih Šest Studijskih Albuma/nan-Prvih Šest Studijskih Albuma/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-The Ultimate Collection/nan-Rock 'N' Roll Hitovi/2014.0-Bijelo Dugme/nan-Box Set Deluxe/nan-Box Set Deluxe/nan-Box Set Deluxe 14.11.14 Sampler/2016.0-40"
Bijelo Dugme,Bijelo Dugme,Dobro Vam Jutro Petrović Petre,,Dobro Vam Jutro Petrović Petre,,,,,,,,Goran Bregović,,,,,,,,,,,,,,nan-Dobro Vam Jutro Petrović Petre,nan-Dobro Vam Jutro Petrović Petre
Bijelo Dugme,Bijelo Dugme,"Hotel, Motel",,Doživjeti Stotu,,,,,,,,,,,,,,,,,,,,,,nan-Doživjeti Stotu,nan-Doživjeti Stotu/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Čudesno Jutro U Krevetu Gđe Petrović,,Doživjeti Stotu,,,,,,,,,,,,,,,,,,,,,,nan-Doživjeti Stotu,nan-Doživjeti Stotu/nan-The Ultimate Collection/nan-Rock 'N' Roll Hitovi/2014.0-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Zažmiri I Broj,,Doživjeti Stotu,,,,,,,,,,,,,,,,,,,,,,nan-Doživjeti Stotu,nan-Doživjeti Stotu/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Playing The Part,,Playing The Part / Doživjeti Stotu,,,Goran Bregović,Dave Townsend,,1981.0,,Neil Harrison,,,,,,,,,,,,,,1981.0-Playing The Part / Doživjeti Stotu,1981.0-Playing The Part / Doživjeti Stotu
Bijelo Dugme,Bijelo Dugme,U Stvari Ordinarna Priča,3:00,5. April '81.,,,,,,,,,,,,,,,,,,,,,,nan-5. April '81.,nan-5. April '81./2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,"I Kad Prođe Sve, Pjevaću I Tad",2:55,5. April '81.,,,,,,,,,,,,,,,,,,,,,,nan-5. April '81.,nan-5. April '81./2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Sve Ove Godine,2:25,5. April '81.,,Goran Bregović,Kemal Monteno,Enco Lesić,,,,,,,,,,,,,,,,,,nan-5. April '81.,nan-5. April '81./2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Glavni Junak Jedne Knjige,3:37,Singl Ploče (1974-1975),,,,,,,,,Antun Marković,,,,,,,,,,,,,nan-Singl Ploče (1974-1975),nan-Singl Ploče (1974-1975)/nan-Singlice 1974-1980/2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,"Bila Mama Kukunka, Bio Tata Taranta",1:30,Singl Ploče (1974-1975),Žarko Roje,,,,,,,,Antun Marković,,,,,,,,,,,,,nan-Singl Ploče (1974-1975),nan-Singl Ploče (1974-1975)/nan-Singlice 1974-1980/2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,"I Kad Prođe Sve, Pjevat Ću I Tad",4:40,Singl Ploče (1974-1975),,,,,,,,,Franjo Berner,,,,,,,,,,,,,nan-Singl Ploče (1974-1975),nan-Singl Ploče (1974-1975)/nan-Singlice 1974-1980/2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Goodbye Amerika,4:25,Singl Ploče (1976 - 1980),,,,,,,,,,,,,,,,,,,,,,nan-Singl Ploče (1976 - 1980),nan-Singl Ploče (1976 - 1980)/nan-Singlice 1974-1980/2004.0-10 Albuma/2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"Dede Bona, Sjeti Se, De Tako Ti Svega",4:38,Singl Ploče (1976 - 1980),,,,,,,,,,,,,,,,,,,,,,nan-Singl Ploče (1976 - 1980),nan-Singl Ploče (1976 - 1980)/nan-Bijelo Dugme/nan-Singlice 1974-1980/2004.0-10 Albuma/nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,"Šta Je, Tu Je",3:05,Singl Ploče (1976 - 1980),,,Duško Trifunović,,,,,,,,,,,,,,,,,,,nan-Singl Ploče (1976 - 1980),nan-Singl Ploče (1976 - 1980)/nan-Singlice 1974-1980/2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,"Dobro Vam Jutro, Petrović Petre",2:28,Singl Ploče (1976 - 1980),,,,,,,,,,,,,,,,,,,,,,nan-Singl Ploče (1976 - 1980),nan-Singl Ploče (1976 - 1980)/nan-Singlice 1974-1980/2004.0-10 Albuma
Bijelo Dugme,Bijelo Dugme,Kosovska,,Kosovska,,,,,,1983.0,,,,,,,,,,,,,,,,1983.0-Kosovska,1983.0-Kosovska/1983.0-Kosovska/nan-Uspavanka Za Radmilu M./nan-Rock & Roll/nan-Bijelo Dugme 2/2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/nan-The Ultimate Collection/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,"Bijelo Dugme, Početak",,"Jugoton Express Bijelo Dugme, Zdravko Čolić",,,,,,1983.0,,,,,,,,,,,,,,,,"1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić","1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić"
Bijelo Dugme,Bijelo Dugme,"Zdravko Čolić, Nastavak",,"Jugoton Express Bijelo Dugme, Zdravko Čolić",,,,,,1983.0,,,,,,,,,,,,,,,,"1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić","1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić"
Bijelo Dugme,Bijelo Dugme,"Zdravko Čolić, Početak",,"Jugoton Express Bijelo Dugme, Zdravko Čolić",,,,,,1983.0,,,,,,,,,,,,,,,,"1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić","1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić"
Bijelo Dugme,Bijelo Dugme,"Bijelo Dugme, Nastavak",,"Jugoton Express Bijelo Dugme, Zdravko Čolić",,,,,,1983.0,,,,,,,,,,,,,,,,"1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić","1983.0-Jugoton Express Bijelo Dugme, Zdravko Čolić"
Bijelo Dugme,Bijelo Dugme,Polubauk Polukruži Poluevropom,3:57,Uspavanka Za Radmilu M.,,,,,,,,,,Vlatko Stefanovski,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Drugovi I Drugarice,3:33,Uspavanka Za Radmilu M.,,,,,,,,,,,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./nan-Bijelo Dugme/2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,U Vrijeme Otkazanih Letova,3:40,Uspavanka Za Radmilu M.,,,,,,,,,,,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./nan-Bijelo Dugme 2/2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Zašto Me Ne Podnosi Tvoj Tata,3:21,Uspavanka Za Radmilu M.,,,,,,,,,,,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,"Ako Možeš, Zaboravi",4:58,Uspavanka Za Radmilu M.,,,,,,,,,,,Makedonija,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./nan-Sanjao Sam Noćas Da Te Nemam (Velike Rock Balade)/nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/nan-Ima Neka Tajna Veza/2004.0-10 Albuma/2004.0-10 Albuma/nan-Prvih Šest Studijskih Albuma/nan-Antologija - 18 Najvećih Hitova/nan-The Ultimate Collection/2010.0-Najljepše Ljubavne Pjesme/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Ovaj Ples Dame Biraju,5:11,Uspavanka Za Radmilu M.,,,,,,,,,,,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./nan-Bijelo Dugme/2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/2010.0-Najljepše Ljubavne Pjesme/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Ne Plači,3:54,Uspavanka Za Radmilu M.,,,,,,,,,,,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./2004.0-10 Albuma/2005.0-Antologija 1 ('75 - '83)/nan-Prvih Šest Studijskih Albuma/2010.0-Najljepše Ljubavne Pjesme/2014.0-Bijelo Dugme/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Uspavanka Za Radmilu M.,2:25,Uspavanka Za Radmilu M.,,,,,,,,,,Vlatko Stefanovski,,,,,,,,,,,,nan-Uspavanka Za Radmilu M.,nan-Uspavanka Za Radmilu M./nan-Bijelo Dugme/nan-Box Set Deluxe/nan-Box Set Deluxe/nan-Box Set Deluxe 14.11.14 Sampler
Bijelo Dugme,Bijelo Dugme,"Hej, Slaveni",1:30,Bijelo Dugme,,,,,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme/2004.0-1974 - 2004/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Padaju zvijezde,4:40,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Meni se ne spava,4:43,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Za Esmu,4:15,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme/nan-Nakon Svih Ovih Godina/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/2014.0-Bijelo Dugme/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!/2016.0-40/0.0-..Kad Smo Bili/0.0-The best of volume 2 
Bijelo Dugme,Bijelo Dugme,Jer kad ostariš,5:40,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,"Lipe cvatu, sve je isto k'o i lani",4:00,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Pediculis pubis,4:25,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Radi radio,2:53,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Lažeš,3:47,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme/nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/2004.0-1974 - 2004/2004.0-1974 - 2004/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-Box Set Deluxe/2016.0-40
Bijelo Dugme,Bijelo Dugme,Da te Bogdo ne volim,5:18,Bijelo Dugme,,,Goran Bregović,Goran Bregović,,,,,,,,,,,,,,,,,,nan-Bijelo Dugme,nan-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,"Sve Će To Mila Moja Prekriti Ružmarin, Snjegovi I Šaš",7:57,Sanjao Sam Noćas Da Te Nemam (Velike Rock Balade),,,,,,,,,,,,,,,,,,,,,,nan-Sanjao Sam Noćas Da Te Nemam (Velike Rock Balade),nan-Sanjao Sam Noćas Da Te Nemam (Velike Rock Balade)/2004.0-10 Albuma/2010.0-Najljepše Ljubavne Pjesme
Bijelo Dugme,Bijelo Dugme,Pljuni I Zapjevaj Moja Jugoslavijo,4:31,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/nan-Nakon Svih Ovih Godina/2004.0-1974 - 2004/2004.0-1974 - 2004/nan-Box Set Deluxe/nan-Box Set Deluxe/nan-Box Set Deluxe 14.11.14 Sampler/2016.0-40/0.0-The best of volume 2 
Bijelo Dugme,Bijelo Dugme,Zamisli,4:12,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Kompilacija Bijelo Dugme/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!/2016.0-40
Bijelo Dugme,Bijelo Dugme,Noćas Je Ko Lubenica Pun Mjesec Iznad Bosne,6:07,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,"Kada Odem, Kad' Me Ne Bude",4:37,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/2004.0-1974 - 2004/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,A I Ti Me Iznevjeri,4:03,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/nan-Nakon Svih Ovih Godina/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-Ko Ne Poludi Taj Nije Normalan!/2016.0-40
Bijelo Dugme,Bijelo Dugme,Zar Ne Vidiš Da Pravim Budalu Od Sebe,3:36,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!
Bijelo Dugme,Bijelo Dugme,Hajdemo U Planine,4:36,Pljuni I Zapjevaj Moja Jugoslavijo,,,Ismet Arnautalić,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/nan-Nakon Svih Ovih Godina/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Antologija - 18 Najvećih Hitova/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-The Ultimate Collection/nan-Box Set Deluxe/2016.0-40/0.0-..Kad Smo Bili
Bijelo Dugme,Bijelo Dugme,Pjesma Za Malu Pticu,3:50,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/nan-Nakon Svih Ovih Godina/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2005.0-Antologija 2 ('84 - '89)/nan-Box Set Deluxe/2016.0-40/0.0-..Kad Smo Bili
Bijelo Dugme,Bijelo Dugme,Ružica Si Bila Sada Više Nisi,3:47,Pljuni I Zapjevaj Moja Jugoslavijo,,,,,,,,,,,,,,,,,,,,,,nan-Pljuni I Zapjevaj Moja Jugoslavijo,nan-Pljuni I Zapjevaj Moja Jugoslavijo/2004.0-1974 - 2004/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!
Bijelo Dugme,Bijelo Dugme,Mramor Kamen I Željezo,2:14,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/2004.0-1974 - 2004/2004.0-1974 - 2004
Bijelo Dugme,Bijelo Dugme,A Milicija Trenira Strogoću,4:25,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/2004.0-1974 - 2004
Bijelo Dugme,Bijelo Dugme,Svi Marš Na Ples,3:58,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/nan-Hitovi 3/2004.0-1974 - 2004/2016.0-40/0.0-Hitovi 3
Bijelo Dugme,Bijelo Dugme,"Sve Će To, Mila Moja, Prekriti Ruzmarin, Snjegovi I Šaš",8:19,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/2004.0-1974 - 2004/nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,Meni Se Ne Spava,5:09,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/nan-Ima Neka Tajna Veza/2004.0-1974 - 2004/2004.0-1974 - 2004/nan-Kompilacija Bijelo Dugme/nan-Turneja 2005 Sarajevo Zagreb Beograd/nan-Box Set Deluxe/nan-Ko Ne Poludi Taj Nije Normalan!/2016.0-40
Bijelo Dugme,Bijelo Dugme,Odlazim,5:23,Mramor Kamen I Željezo (Bijelo Dugme UŽivo),,,,,,,,,,,,,,,,,,,,,,nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo),nan-Mramor Kamen I Željezo (Bijelo Dugme UŽivo)/2004.0-1974 - 2004/2016.0-40
