Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Music By_discogs,Written-By_discogs,Written By_discogs,Composed By_discogs,Text By_discogs,Featuring_discogs,Guest_discogs,Vocals_discogs,Album_year_title_discogs,All_albums_discogs
Mate Bulić,Mato Bulić,Ja Ne Starim Od Godina,3:30,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Pošto Poto,3:53,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,Marko Perković Thompson,,Dražen Zečić,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Srce Stalo,3:34,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Kućo Stara,3:34,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Jablani,3:26,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Idemo Na Silo,3:35,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Dan Po Dan,3:23,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,Marko Perković Thompson,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,"Oj, Jelena",3:24,,"Kako Mi Je, Tako Mi Je",,,,,,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Jesi L' Svoju Sreću Našla,3:49,,"Kako Mi Je, Tako Mi Je",,,,,Miroslav Drljača Rus,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Naoružan Sam Do Zuba,3:20,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Nije Čaša Kriva Što Je Čaša,3:06,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Ostarit' Ću Nikad Neću Znati,3:36,,"Kako Mi Je, Tako Mi Je",,,,,,Marko Perković Thompson,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Nema Žena Ružnih,3:23,,"Kako Mi Je, Tako Mi Je",,,,,,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Narodno Veselje,3:46,,"Kako Mi Je, Tako Mi Je",,,,,Fayo,Marko Perković Thompson,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Kada Pijem...,3:15,,"Kako Mi Je, Tako Mi Je",,,,,,,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Zlatne Niti Naše Sreće,3:40,,"Kako Mi Je, Tako Mi Je",,,,,,Marko Perković Thompson,,,,,"nan-Kako Mi Je, Tako Mi Je","nan-Kako Mi Je, Tako Mi Je"
Mate Bulić,Mato Bulić,Sude Mi,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,E Moj Narode,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Milo Moje,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Iza Devet Sela,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Ne Vjeruje Srce Pameti,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Lijepa Li Si,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Tamo Gdje Je Dom,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Anica Kninska Kraljica,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Reci Brate Moj,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
Mate Bulić,Mato Bulić,Zeleno Je Bilo Polje,,,Tri Kuma - No'1,2008.0,,,,,,,,,,2008.0-Tri Kuma - No'1,2008.0-Tri Kuma - No'1
