,Song_ID,Song,Lyrics
0,RVoUr7Lb_1_0,Bagrem bijeli,"""Jole, molim te nemoj me više zvati""), 1. Kao pijesak kroz prste, samo prošla si. Otišla od mene, prije no što došla si. Drago mi je kad u društvu, spomenu te bar, pa me sjete, kakav smo mi bili par. . Samo od sebe to tako krene, k´o bagrem bijeli, ljubav vene. Sve je i sada na mjestu svome, samo ja nisam tu, u srcu tvome."
1,RVoUr7Lb_1_1,Bailando solo,"Adresa stara, novi broj, više nisam tvoj, više nisam tvoj. Sada dišem sada znam, ti si lažni sjaj, vise mi se ne vraćaj. Imam dupli prijelom srca, otvorene žive rane, gazila si ko po blatu, ljubav moju sve te dane. Hodala si malo lijevo, hodala si malo desno, bilo ti tijesno. A sad bi htjela, opet usne da mi nudiš, ma stvarno zašto se trudiš. Kasno je sad, kasno je za sve, nemoj da me zoveš svojim, njegove plahte još po tebi mirišu, i po njemu dane krojiš. Adresa stara, novi broj, više nisam tvoj, više nisam tvoj. Sada dišem sada znam, ti si lažni sjaj, vise mi se ne vraćaj. Imam dupli prijelom srca, otvorene žive rane, gazila si ko po blatu, ljubav moju sve te dane. Hodala si malo lijevo, hodala si malo desno, bilo ti tijesno. A sad bi htjela, opet usne da mi nudiš, ma stvarno zašto se trudiš. Kasno je sad, kasno je za sve, nemoj da me zoveš svojim, njegove plahte još po tebi mirišu, i po njemu dane krojiš."
2,RVoUr7Lb_1_2,Bezbolno,"U životu neke stvari, samo prođu, da ne osjetiš. Iznenada jednom odu, ko što dođu, da se ne sjetiš. A sad tebi slične sve su, i po glasu i po plesu, al mi srce ne zanesu. Besane se noći dese, pišem pisma bez adrese, što te vjetar ne donese. Bezbolno, ne može preko noći, ovakva ljubav proći. Bezbolno, ne ide tako lako, kad još te volim prejako. A sad tebi slične sve su, i po glasu i po plesu, al mi srce ne zanesu. Besane se noći dese, pišem pisma bez adrese, što te vjetar ne donese. Bezbolno, ne može preko noći, ovakva ljubav proći. Bezbolno, ne ide tako lako, kad još te volim prejako, prejako"
3,RVoUr7Lb_1_3,Čaša vina,"Donesi čašu na moj stol. Popit ćeš sa mnom malo vina. Za dane nestale, te rijeke nemirne. Što su se u more ulile. Polako pričaj mi o njoj. Mirisa istih da se sjetim. Jer sve su nestale te noći nemirne. Sa sobom je odnijele. Nek' patim, nek' mi je teško. Popit ću, priznat ću grešku. Jer pamtim sretne dane svoje. Velike ljubavi moje. Nek' patim, nek' mi je krivo. Popit ću, sretno joj bilo. Jer kad je otišla sobom je odnijela. I pola moga sjećanja"
4,RVoUr7Lb_1_4,Čudna klima,"U sitne sate kad misli svrate, pomislim Bože sto me veze za te, da i poslije svega godina daljina, ljubavi za tebe još u meni ima. Ti si mi srce učinila slugom, a ljepotu svoju darovala drugom, kad na loptu stanem, sve na kocku bacim, ja bi samo da se pokraj tebe skrasim. Ooooo... otkad nismo zajedno. U meni vlada neka čudna klima, možda su krive tuga i gorčina, i ne znam zašto poslije puno vina, u proljeće kasno vrati mi se zima"
5,RVoUr7Lb_1_5,Do raja (duet Toni Bliznac),"Dok si noćima pijan stiza u sitne sate. Ona je branila tebe i govorila za te. Niti riči nikom kontra nije dala. Čekala tebe i svojim te zvala. Jole nisam to zna, sve na svitu bi da. Da mi pruži šansu, vrime da mi vratit. Kasno je sad, onda bio sam mlad. Nestašne greške glavom morao sam platit. Prijatelju probaj sve jer nada zadnja umire. U radosti i očaju, još pamtim njezinu lipotu. U spokoju i beznađu još više njezinu dobrotu. Sad slušaj me, ne predaj se. Za nju vridi borit se do kraja. Osvojit ćeš ti opet nju. Uporni dolaze do raja"
6,RVoUr7Lb_1_6,Dođi večeras,"Sve je tvoje u mom ormaru, i pidžame naše u paru, ni za šta ih ne bi odnio. Nađimo se na pola puta, noćas ljubav za nama luta, znaš da sam te uvijek volio, i samo bih te molio. Dođi večeras, nemoj na me bit' ljuta, bit' će dobra nam, dobra, svaka minuta. Dođi, vino i pjesma, iza mojih su vrata, bit' će rame uz rame, naše duše od zlata. Nek' te misli sve meni vode, mirišeš na godine dobre, na vremena što su meni sve. Sve je tvoje u mom ormaru, i pidžame naše u paru, ni za šta ih ne bi odnio, i samo bih te molio. Dođi večeras, nemoj na me bit' ljuta, bit' će dobra nam, dobra, svaka minuta. Dođi, vino i pjesma, iza mojih su vrata, bit' će rame uz rame, naše duše od zlata"
7,RVoUr7Lb_1_7,Dom bez adrese,"Volio sam tvoje oci pune neba, volio sam tvoje oci pune sna, sad u njima nema sjaja kojeg trebam, ne volis me, duso, vise i ja to znam. Ti si bila prvi osmijeh moga jutra, samo jednom dusu takne takav sjaj, kako cu bez tebe docekati sutra, kako ovom srcu reci da je kraj. Idem sada predaleko gdje me more odnese, naci negdje jedno mjesto, novi dom bez adrese, gdje me nitko nece ni prepoznati, gdje me ljudi nece za te pitati. Gdje me nitko nece ni prepoznati, gdje me ljudi nece za te pitati"
8,RVoUr7Lb_1_8,Duša od papira,"Ostalo je malo riječi koje mogu tebi reći, ali čemu rane dirati?. Gubili su jači, veći. Na kraju se karte slažu, ja ih nisam znao birati. . Da je duša od papira, ne bi tada bila, za te vezana, nikada. Da su suze od safira, ne bi tad ni jedna, mene dotakla. Ne kajem se ni zbog čega. Svatko od nas križ svoj nosi, a ja nosim za nas oboje. Ostalo je malo riječi koje mogu tebi reći, ali čemu rane dirati?. "
9,RVoUr7Lb_1_9,Dva broja manja,"Dva broja manja sad mi je duša, Otkad je nema u sebe ušla. Ona je od mene otišla. Nered, sve je bačeno, ma briga me. Ženska ruka davno tu ne miluje. Njena sjena ovdje je i ni makac odatle, Svaki kut je poznaje. Sa kaputa kišu još otresam. I četvrtak isti je k´o svaki dan. Ja bi pronašao nju zatvorenih očiju, Poznajem je po srcu. Dva broja manja sad mi je duša, Otkad je nema u sebe ušla. Ona je od mene otišla. Moja je radost jedina bila, Dva broja manja sad su mi krila, Otkad je od mene otišla."
