Song_ID,Artist,Song,Url,Views,Lyrics_by,Music_by,Year,Album,Song_duration_discogs
vmjQPyJ5_1_0,Boris Novković,Ajša,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/ajsa.html,13235,[Marina Tucaković],[Boris Novković],1989,Obojeni snovi,4:27
vmjQPyJ5_1_1,Boris Novković,Bijeli golub,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/bijeli-golub.html,16621,[Boris Novković],"[Miro Buljan, Boris Novković]",1995,U dobru i zlu,
vmjQPyJ5_1_2,Boris Novković,Bilo je davno,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/bilo-je-davno.html,15493,[Vjekoslava Huljić],[Tonči Huljić],,Branim Se,4:09
vmjQPyJ5_1_3,Boris Novković,Bit' ću dobro ja,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/bit-cu-dobro-ja.html,18155,[Zlatko Arslanagić],[Zlatko Arslanagić],,Sve Gubi Sjaj Bez Ljubavi,3:58
vmjQPyJ5_1_4,Boris Novković,Blagoslov,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/blagoslov.html,10921,[Faruk Buljubašić Fayo],"[Boris Novković, Saša Lošić]",2004,Ostvaren san,
vmjQPyJ5_1_5,Boris Novković,Branim se,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/branim-se.html,40759,"[Faruk Buljubašić Fayo, Miro Pilj]","[Miro Buljan, Boris Novković]",1999,"Hrvatski Radijski Festival 1999
Aranžman: Miro Buljan",4:42
vmjQPyJ5_1_6,Boris Novković,Budi tu,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/budi-tu.html,25307,[Miro Pilj],"[B. Ram, A. Rand]",,Direkt,3:40
vmjQPyJ5_1_7,Boris Novković,"Bye, baby, bye","https://tekstovi.net/2,328,44338.html",2344,"[Boris Novković, Bruno Kovačević]",[Boris Novković],,Kuda Idu Izgubljene Djevojke,
vmjQPyJ5_1_8,Boris Novković,Casa vina,"https://tekstovi.net/2,328,22539.html",8346,[Miro Pilj],[Boris Novković],,Direkt,4:04
vmjQPyJ5_1_9,Boris Novković,Čini mi se,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/cini-mi-se.html,14452,[Ines Prajo],[Ines Prajo],,Sve Gubi Sjaj Bez Ljubavi,4:33
vmjQPyJ5_1_10,Boris Novković,Čista ljubav,https://lyricstranslate.com/en/%C4%8Dista-ljubav-czysta-mi%C5%82o%C5%9B%C4%87.html,3836,,,2017.0,Čista Ljubav,3:43
vmjQPyJ5_1_11,Boris Novković,Čisto ludilo,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/cisto-ludilo.html,11756,[Zlatko Arslanagić],[Zlatko Arslanagić],,U Dobru I Zlu,
vmjQPyJ5_1_12,Boris Novković,Čitam te ko knjigu,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/citam-te-ko-knjigu.html,15690,,,,Ostvaren San,
vmjQPyJ5_1_13,Boris Novković,Da li si to ti,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/da-li-si-to-ti.html,13949,"[Faruk Buljubašić Fayo, Boris Novković]",[Boris Novković],2004,Ostvaren san,
vmjQPyJ5_1_14,Boris Novković,Da se dogodi,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/da-se-dogodi.html,12746,[Zlatko Arslanagić],[Boris Novković],,U Dobru I Zlu,
vmjQPyJ5_1_15,Boris Novković,Da si barem tu,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/da-si-barem-tu.html,27175,[Boris Novković],[Boris Novković],,'Ko Je Kriv,3:36
vmjQPyJ5_1_16,Boris Novković,Da te nisam ljubio,https://lyricstranslate.com/en/boris-novkovic-da-te-nisam-ljubio-lyrics.html,20203,[Alka Vuica],[Boris Novković],1987,Jači od sudbine,
vmjQPyJ5_1_17,Boris Novković,"Daj mi, daj mi",https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/daj-mi-daj-mi.html,9565,[Zlatko Arslanagić],"[Boris Novković, Zlatko Arslanagić]",,U Dobru I Zlu,
vmjQPyJ5_1_18,Boris Novković,Dani sto se pamte,"https://tekstovi.net/2,328,26013.html",15208,[Boris Novković],[Boris Novković],,Zapisan U Tebi,4:05
vmjQPyJ5_1_19,Boris Novković,Digni me visoko,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/digni-me-visoko.html,10329,[Zlatko Arslanagić],"[Miro Buljan, Boris Novković, Zlatko Arslanagić]",,U Dobru I Zlu,
vmjQPyJ5_1_20,Boris Novković,Dok svira radio,https://lyricstranslate.com/en/boris-novkovic-dok-svira-radio-lyrics.html,67924,[Alka Vuica],[Boris Novković],1988,Dok svira radio,4:04
vmjQPyJ5_1_21,Boris Novković,Eloise,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/eloise.html,12768,,,2007.0,Mojih Prvih 20 Live,
vmjQPyJ5_1_22,Boris Novković,Emily,https://lyricstranslate.com/en/emily-emily.html,11181,[Zlatko Arslanagić],[Boris Novković],1995,The best of,3:00
vmjQPyJ5_1_23,Boris Novković,Gdje si ti,https://lyricstranslate.com/en/node/81078,15745,[Boris Novković],[Boris Novković],2008.0,Otkada Je Otišla,4:57
vmjQPyJ5_1_24,Boris Novković,Gore iznad oblaka,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/gore-iznad-oblaka.html,13329,[Miro Pilj],[Boris Novković],,Direkt,3:59
vmjQPyJ5_1_25,Boris Novković,Grlim mrak,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/grlim-mrak.html,8621,[Zlatko Arslanagić],[Boris Novković],,U Dobru I Zlu,
vmjQPyJ5_1_26,Boris Novković,Hitna ljubav (duet Sara Grimaldi),"https://tekstovi.net/2,328,38832.html",10501,,,,Još Sam Uvijek Tvoj,4:00
vmjQPyJ5_1_27,Boris Novković,Isplaci se,"https://tekstovi.net/2,328,44337.html",2356,[Marina Tucaković],[Boris Novković],,Kuda Idu Izgubljene Djevojke,
vmjQPyJ5_1_28,Boris Novković,Ispod mog kišobrana,https://lyricstranslate.com/en/Ispod-mog-kisobrana-Under-My-Umbrella.html,11998,[Boris Novković],[Boris Novković],,Zapisan U Tebi,3:38
vmjQPyJ5_1_29,Boris Novković,Ispod starog mosta,"https://tekstovi.net/2,328,64507.html",221,,,2021.0,Gori Ulica,4:22
vmjQPyJ5_1_30,Boris Novković,Ja ću ove noći,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/ja-cu-ove-noci.html,12475,[Zlatko Arslanagić],[Zlatko Arslanagić],,Sve Gubi Sjaj Bez Ljubavi,3:44
vmjQPyJ5_1_31,Boris Novković,Ja te sanjam,"https://tekstovi.net/2,328,47241.html",3207,[Boris Novković],[Boris Novković],,Branim Se,4:15
vmjQPyJ5_1_32,Boris Novković,Jos sam uvijek tvoj,"https://tekstovi.net/2,328,60565.html",761,,,,Još Sam Uvijek Tvoj,3:46
vmjQPyJ5_1_33,Boris Novković,Još te volim,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/jos-te-volim.html,18781,[Boris Novković],[Miro Buljan],,Sve Gubi Sjaj Bez Ljubavi,4:32
vmjQPyJ5_1_34,Boris Novković,Kad ljubav stigne u grad,https://lyricstranslate.com/en/Kad-ljubav-stigne-u-grad-When-love-arrives-town.html,13303,[Boris Novković],[Boris Novković],,Zapisan U Tebi,3:57
vmjQPyJ5_1_35,Boris Novković,Kad te srce za mnom zaboli,https://lyricstranslate.com/en/kad-te-srce-za-mnom-zaboli-%D0%BA%D0%BE%D0%B3%D0%B4%D0%B0-%D1%82%D0%B2%D0%BE%D1%91-%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B5-%D0%BE%D0%B1%D0%BE-%D0%BC%D0%BD%D0%B5-%D0%BD%D0%B0%D1%87%D0%BD%D1%91%D1%82-%D0%B1%D0%BE%D0%BB%D0%B5.html,16290,[Alka Vuica],[Boris Novković],1991,100X,4:14
vmjQPyJ5_1_36,Boris Novković,Kada ti ljubav zakuca jednom na vrata,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kada-ti-ljubav-zakuca-jednom-na-vrata.html,17334,[Zlatko Arslanagić],[Zlatko Arslanagić],,U Dobru I Zlu,
vmjQPyJ5_1_37,Boris Novković,"Kavkaz, Blato, Kutjevo",https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kavkaz-blato-kutjevo.html,5917,[Stevo Cvikić],"[Miro Buljan, Boris Novković]",1997,Sve gubi sjaj bez ljubavi,3:52
vmjQPyJ5_1_38,Boris Novković,Tko sam bez tebe,https://lyricstranslate.com/en/ko-sam-bez-tebe-who-am-i-without-you.html,43456,[Boris Novković],[Boris Novković],,'Ko Je Kriv,4:09
vmjQPyJ5_1_39,Boris Novković,Kockari,https://cuspajz.com//tekstovi-pjesama/pjesma/boris-novkovic/kockari.html,7058,[Denis Dumančić],[Denis Dumančić],,Branim Se,4:14
vmjQPyJ5_1_40,Boris Novković,Kuda idu izgubljene djevojke,https://lyricstranslate.com/en/kuda-idu-izgubljene-djevojke-%D0%BA%D1%83%D0%B4%D0%B0-%D1%83%D1%85%D0%BE%D0%B4%D1%8F%D1%82-%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D1%8F%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8.html,59441,"[Boris Novković, Bruno Kovačević]",[Boris Novković],1986,Kuda idu izgubljene djevojke,
vmjQPyJ5_1_41,Boris Novković,Kunem ti se,"https://tekstovi.net/2,328,46724.html",5608,,,,Još Sam Uvijek Tvoj,3:23
vmjQPyJ5_1_42,Boris Novković,Kurve sudbine,"https://tekstovi.net/2,328,56691.html",1085,[Boris Novković],[Boris Novković],,Struji Struja ,3:45
vmjQPyJ5_1_43,Boris Novković,Lako je tebi,https://lyricstranslate.com/en/boris-novkovic-lako-je-tebi-lyrics.html,3526,,,,Još Sam Uvijek Tvoj,3:39
