Song_ID,Artist,Song,Url,Views,Lyrics_by,Music_by,Year,Album,Song_duration_discogs
l6V8OOIw_1_0,Magazin,Abrakadabra,https://lyricstranslate.com/en/abrakadabra-abracadabra.html-1,24160,[Jakša Fiamengo],[Zdenko Runjić],,Kokolo,
l6V8OOIw_1_1,Magazin,Ako poludim,https://lyricstranslate.com/en/ako-poludim-if-i-lose-it.html,77581,[Vjekoslava Huljić],[Tonči Huljić],1999,Melodije Jadrana 1999,4:15
l6V8OOIw_1_2,Magazin,Amadeus,https://lyricstranslate.com/en/magazin-amadeus-lyrics.html,18334,,,1987,Magazin,
l6V8OOIw_1_3,Magazin,Andjele,"https://tekstovi.net/2,95,23788.html",44557,,,,,
l6V8OOIw_1_4,Magazin,Balkanska ulica,https://lyricstranslate.com/en/balkanska-ulica-balkans-street.html,82457,[Vilma Tolić],[Tonči Huljić],1989,Dobro jutro,
l6V8OOIw_1_5,Magazin,Besane noći,https://lyricstranslate.com/en/besane-no%C4%87i-sleepless-nights.html,33483,"[Marina Tucaković, Nenad Ninčević]",[Tonči Huljić],1988,Besane noći,
l6V8OOIw_1_6,Magazin,Bilo bi super,https://lyricstranslate.com/en/bilo-bi-super-it-would-be-great.html-0,96358,[Vjekoslava Huljić],[Tonči Huljić],1991,Da mi te zaljubit u mene,4:52
l6V8OOIw_1_7,Magazin,Bol,https://lyricstranslate.com/en/bol-pain.html,24189,[Vjekoslava Huljić],[Tonči Huljić],2001,Tonika 2001,3:57
l6V8OOIw_1_8,Magazin,Boli me,https://lyricstranslate.com/en/boli-me-it-hurts-me.html,34578,,,,Put Putujem,
l6V8OOIw_1_9,Magazin,Briga me,https://cuspajz.com//tekstovi-pjesama/pjesma/magazin/briga-me.html,41114,[Vjekoslava Huljić],[Tonči Huljić],1998,Da si ti ja,4:23
l6V8OOIw_1_10,Magazin,Care,"https://tekstovi.net/2,95,41350.html",7016,,,2013.0,100 Originalnih Pjesama,
l6V8OOIw_1_11,Magazin,Čari,https://lyricstranslate.com/en/language/english-artists,16127,,,,Da Mi Te Zaljubit U Mene,5:37
