Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Organ_discogs,Arranged By_discogs,Vocals_discogs,Saxophone [Solo]_discogs,Recorded By_discogs,Mixed By_discogs,Timbales_discogs,Percussion_discogs,Piano_discogs,Guitar [Solo]_discogs,Saxophone_discogs,Trombone_discogs,Trumpet_discogs,Orchestra_discogs,Orchestrated By_discogs,Conductor_discogs,Organ [Hammond]_discogs,Producer_discogs,Loops_discogs,Synthesizer [Brass]_discogs,Guitar_discogs,Vocals [Guest]_discogs,Backing Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Parni Valjak,Parni Valjak,Jesen U Meni,4:28,,,Anđeli Se Dosađuju?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Anđeli Se Dosađuju?,"nan-Anđeli Se Dosađuju?/1988.0-Najveći Hitovi Uživo/1988.0-Najveći Hitovi Uživo/1990.0-Levi's Red Tab/nan-Live...Svih 15 Godina/nan-Pusti Nek Traje - Kolekcija Vol. 1/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/nan-Balade/nan-Live At S.C. - Kao Nekada/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2002.0-Hus & Aki Vam Predstavljaju/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 1/2015.0-Original Album Collection – Vol. 2/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Zagreb Ima Isti Pozivni,3:48,,,Anđeli Se Dosađuju?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Anđeli Se Dosađuju?,"nan-Anđeli Se Dosađuju?/1988.0-Najveći Hitovi Uživo/nan-Live...Svih 15 Godina/nan-Pusti Nek Traje - Kolekcija Vol. 1/1997.0-Najveći Hitovi/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2002.0-Hus & Aki Vam Predstavljaju/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 1/nan-Antologija"
Parni Valjak,Parni Valjak,Tvoji Koraci,4:26,,,Anđeli Se Dosađuju?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Anđeli Se Dosađuju?,nan-Anđeli Se Dosađuju?/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Moja Je Pjesma Lagana,4:15,,,Moja Je Pjesma Lagana / Uvijek Kad Ostanem Sam,Husein Hasanefendić,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,1988.0-Moja Je Pjesma Lagana / Uvijek Kad Ostanem Sam,"1988.0-Moja Je Pjesma Lagana / Uvijek Kad Ostanem Sam/nan-Sjaj U Očima/1990.0-Levi's Red Tab/nan-Pusti Nek Traje - Kolekcija Vol. 1/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/nan-Balade/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2002.0-Hus & Aki Vam Predstavljaju/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 1/2015.0-Original Album Collection – Vol. 2/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Uvijek Kad Ostanem Sam,3:25,Drago Mlinarec,Drago Mlinarec,Moja Je Pjesma Lagana / Uvijek Kad Ostanem Sam,,1988.0,,Husein Hasanefendić,,,,,,,,,,,,,,,,,,,,,,,1988.0-Moja Je Pjesma Lagana / Uvijek Kad Ostanem Sam,1988.0-Moja Je Pjesma Lagana / Uvijek Kad Ostanem Sam/nan-Sjaj U Očima/nan-Live At S.C. - Kao Nekada/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Prokleta Nedjelja (Što Je Iza Oblaka),4:12,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,nan-Sjaj U Očima/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 1/nan-Antologija/nan-Greatest Hits Collection
Parni Valjak,Parni Valjak,Sjaj U Očima,5:20,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,"nan-Sjaj U Očima/nan-Pusti Nek Traje - Kolekcija Vol. 1/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/nan-Balade/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2002.0-Hus & Aki Vam Predstavljaju/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/2015.0-Original Album Collection – Vol. 1/2015.0-Original Album Collection – Vol. 2"
Parni Valjak,Parni Valjak,"Ne, Ne, Ne!",3:47,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,nan-Sjaj U Očima/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Nije Pomoglo,3:56,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,nan-Sjaj U Očima/1989.0-Prokleta Nedjelja / Nije Pomoglo/nan-Live At S.C. - Kao Nekada/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Odlazim,4:37,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,nan-Sjaj U Očima/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Možda Sutra Neće Doći,5:50,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,nan-Sjaj U Očima/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,"""Ovce""",3:43,,,Sjaj U Očima,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Sjaj U Očima,nan-Sjaj U Očima
Parni Valjak,Parni Valjak,Prokleta Nedjelja,4:12,,,Prokleta Nedjelja / Nije Pomoglo,,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,1989.0-Prokleta Nedjelja / Nije Pomoglo,1989.0-Prokleta Nedjelja / Nije Pomoglo/nan-ZG Rock Forces Live!/1990.0-Levi's Red Tab/nan-Live...Svih 15 Godina/nan-Pusti Nek Traje - Kolekcija Vol. 1/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/nan-Balade/2002.0-Hus & Aki Vam Predstavljaju/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Kad Sam Imao 16,5:38,,Smiljan Paradiš,ZG Rock Forces Live!,,,,Ivan Piko Stančić,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Ona Vrišti Da Voli Me,2:52,,Aleksandar Radulović - Futa,ZG Rock Forces Live!,,,,Aleksandar Radulović - Futa,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Zauvijek!,2:40,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Nebo,3:25,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Ja Volim Samo Sebe,3:42,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Ramona,3:20,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Srce Na Cesti,3:45,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Zamisli Život U Ritmu Muzike Za Ples,3:25,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Sječam Se Prvog Poljupca,5:20,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Valovi (67-77-87),3:43,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Pjevajmo Do Zore,4:40,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Mi Plešemo,6:15,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Ne Zovi Mama Doktora,3:20,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Slaži Mi,4:54,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Ma Kog' Me Boga Za Tebe Pitaju,4:22,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,041,4:27,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!
Parni Valjak,Parni Valjak,Pusti Nek Traje,3:32,,,ZG Rock Forces Live!,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-ZG Rock Forces Live!,nan-ZG Rock Forces Live!/1990.0-Levi's Red Tab/1997.0-Najveći Hitovi
Parni Valjak,Parni Valjak,Pariz,,,,Levi's Red Tab,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Levi's Red Tab,1990.0-Levi's Red Tab/1990.0-Suzama Se Vatre Ne Gase / Pariz/nan-Lovci Snova/nan-Live...Svih 15 Godina/nan-Pusti Nek Traje - Kolekcija Vol. 1/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 2/2017.0-Live In Pula
Parni Valjak,Parni Valjak,Samo San,,,,Levi's Red Tab,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Levi's Red Tab,1990.0-Levi's Red Tab/nan-Lovci Snova/nan-Live...Svih 15 Godina/nan-Pusti Nek Traje - Kolekcija Vol. 1/nan-Balade/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Suzama Se Vatre Ne Gase,4:48,,,Suzama Se Vatre Ne Gase / Pariz,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Suzama Se Vatre Ne Gase / Pariz,"1990.0-Suzama Se Vatre Ne Gase / Pariz/nan-Lovci Snova/nan-Pusti Nek Traje - Kolekcija Vol. 1/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2002.0-Hus & Aki Vam Predstavljaju/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/2015.0-Original Album Collection – Vol. 2"
Parni Valjak,Parni Valjak,Godine Prolaze,4:30,,,Godine Prolaze / Metar Iznad Dna,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Godine Prolaze / Metar Iznad Dna,1990.0-Godine Prolaze / Metar Iznad Dna/nan-Lovci Snova/nan-Live...Svih 15 Godina/nan-Pusti Nek Traje - Kolekcija Vol. 1/1997.0-Najveći Hitovi/nan-Balade/2005.0-Koncentrat 1984. - 2005./2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Metar Iznad Dna,4:10,,,Godine Prolaze / Metar Iznad Dna,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Godine Prolaze / Metar Iznad Dna,1990.0-Godine Prolaze / Metar Iznad Dna/nan-Lovci Snova/nan-Live...Svih 15 Godina/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Vrijeme Ljubavi,4:47,,,Vrijeme Ljubavi / Na Pola Puta,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Vrijeme Ljubavi / Na Pola Puta,1990.0-Vrijeme Ljubavi / Na Pola Puta/nan-Lovci Snova/nan-Live...Svih 15 Godina/nan-Bez Struje - Live In ZeKaeM/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/nan-Najljepše Ljubavne Pjesme/2013.0-Sound Of Amstel/2015.0-Original Album Collection – Vol. 2/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Na Pola Puta,4:37,,,Vrijeme Ljubavi / Na Pola Puta,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,1990.0-Vrijeme Ljubavi / Na Pola Puta,1990.0-Vrijeme Ljubavi / Na Pola Puta/nan-Lovci Snova/nan-Live...Svih 15 Godina/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Ima Dana,4:30,,,Lovci Snova,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lovci Snova,nan-Lovci Snova/nan-Live...Svih 15 Godina/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,U Prolazu,4:00,,,Lovci Snova,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Lovci Snova,"nan-Lovci Snova/nan-Live...Svih 15 Godina/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/2015.0-Original Album Collection – Vol. 2/2015.0-Original Album Collection – Vol. 2/nan-Antologija"
Parni Valjak,Parni Valjak,Vruće Igre - Javi Se - Prokleto Mlada,,,,Live...Svih 15 Godina,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live...Svih 15 Godina,nan-Live...Svih 15 Godina
Parni Valjak,Parni Valjak,Ma 'Ajde,,,,Live...Svih 15 Godina,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live...Svih 15 Godina,nan-Live...Svih 15 Godina
Parni Valjak,Parni Valjak,Sve Još Miriše Na Nju,4:04,,,Sve Još Miriše Na Nju,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,1993.0-Sve Još Miriše Na Nju,"1993.0-Sve Još Miriše Na Nju/nan-Buđenje/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/nan-Live At S.C. - Kao Nekada/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/nan-Najljepše Ljubavne Pjesme/2013.0-Sound Of Amstel/2015.0-Original Album Collection – Vol. 2/2015.0-Original Album Collection – Vol. 2/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Nemirno More,5:56,,,Sve Još Miriše Na Nju,,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,1993.0-Sve Još Miriše Na Nju,1993.0-Sve Još Miriše Na Nju/nan-Buđenje/nan-Live At S.C. - Kao Nekada/nan-Live At S.C. - Kao Nekada/2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Ljubavna,4:04,,,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,"nan-Buđenje/nan-Bez Struje - Live In ZeKaeM/1997.0-Najveći Hitovi/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO/2013.0-Sound Of Amstel/2015.0-Original Album Collection – Vol. 2/2015.0-Original Album Collection – Vol. 2/nan-Antologija/nan-Greatest Hits Collection/2020.0-Ljubavna #ostanidoma"
Parni Valjak,Parni Valjak,Kemija,4:45,,,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,nan-Buđenje/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Ivana,3:40,,,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,nan-Buđenje/nan-Bez Struje - Live In ZeKaeM/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/nan-Najljepše Ljubavne Pjesme/2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO/2015.0-Original Album Collection – Vol. 2/2015.0-Original Album Collection – Vol. 2/2017.0-Live In Pula/nan-Antologija
Parni Valjak,Parni Valjak,Čitaj Mi Sa Usana,3:42,Husein Hasanefendić,Marijan Brkić,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,nan-Buđenje/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Povratak Ratnika,4:54,,,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,nan-Buđenje/nan-Bez Struje - Live In ZeKaeM/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 2/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Dođi...,5:00,Marin Ribarić,Marijan Brkić,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,nan-Buđenje/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Otok,4:04,,,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,nan-Buđenje/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Molitva,5:02,,,Buđenje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Buđenje,"nan-Buđenje/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO/2015.0-Original Album Collection – Vol. 2/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Kad Me Dotakne,4:02,,,Bez Struje - Live In ZeKaeM,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bez Struje - Live In ZeKaeM,nan-Bez Struje - Live In ZeKaeM/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Dođi,5:15,Marijan Brkić,Marijan Brkić,Bez Struje - Live In ZeKaeM,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bez Struje - Live In ZeKaeM,"nan-Bez Struje - Live In ZeKaeM/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO/2013.0-Sound Of Amstel/2015.0-Original Album Collection – Vol. 2/2017.0-Live In Pula/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Kaži Ja (Boje Jeseni),,,,Kaži Ja (Boje Jeseni),,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Kaži Ja (Boje Jeseni),1997.0-Kaži Ja (Boje Jeseni)
Parni Valjak,Parni Valjak,Sai-Baba Blues,,,,Kaži Ja (Boje Jeseni),,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Kaži Ja (Boje Jeseni),1997.0-Kaži Ja (Boje Jeseni)
Parni Valjak,Parni Valjak,Kaži Ja (Boje Jeseni) Nv - Zagreb Pepsi Max-mix,,,,Kaži Ja (Boje Jeseni),,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,1997.0-Kaži Ja (Boje Jeseni),1997.0-Kaži Ja (Boje Jeseni)
Parni Valjak,Parni Valjak,Autoput,5:15,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Sai Baba Blues,4:52,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Depra,3:36,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,Igor Geržina,Nenad Grahovac,Josip Grah,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Oba Lica Ljubavi,3:45,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,... A Gdje Je Ljubav,5:20,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,Simfonijski Orkestar HRT-a,Zdravko Šljivac,Zdravko Šljivac,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno
Parni Valjak,Parni Valjak,Maloj Ptici S Juga,2:00,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Kaži Ja!,5:12,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,To Ni Političan Song,4:20,,,Samo Snovi Teku Uzvodno,Vlado Kreslin,,,,Vlado Kreslin,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Ja Još Čekam,4:15,Husein Hasanefendić,Marijan Brkić,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Ostavljam Trag,3:00,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Dok Je Tebe,5:07,,,Samo Snovi Teku Uzvodno,,,,,Kristina Kresnik,,,,,,,,,,,,,,Neven Frangeš,,,,,,,,nan-Samo Snovi Teku Uzvodno,"nan-Samo Snovi Teku Uzvodno/nan-Live At S.C. - Kao Nekada/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 2/nan-Antologija"
Parni Valjak,Parni Valjak,Samo Snovi Teku Uzvodno,5:30,,,Samo Snovi Teku Uzvodno,,,,,,,,,,,Neven Frangeš,,,,,,,,,,,,,,,,nan-Samo Snovi Teku Uzvodno,nan-Samo Snovi Teku Uzvodno/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Kada Noć Umješa Prste U Grad,3:22,,,Godine Prolaze,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Godine Prolaze,nan-Godine Prolaze
Parni Valjak,Parni Valjak,Jablane,2:10,,,Godine Prolaze,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Godine Prolaze,nan-Godine Prolaze
Parni Valjak,Parni Valjak,Mir Na Jastuku,,,,Tuborg,,2000.0,,,,,,,,,,,Igor Geržina,,Josip Grah,,,,,Marijan Brkić,,,,,,,2000.0-Tuborg,2000.0-Tuborg/nan-Live At S.C. - Kao Nekada/2005.0-Koncentrat 1984. - 2005.
Parni Valjak,Parni Valjak,Dosta (Live),,,,Tuborg,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-Tuborg,2000.0-Tuborg
Parni Valjak,Parni Valjak,Zapjevaj,,,,Tuborg,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-Tuborg,2000.0-Tuborg/nan-Zastave/nan-Live At S.C. - Kao Nekada/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,[Srcekrad],4:14,,,[Srcekrad],,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,2000.0-[Srcekrad],2000.0-[Srcekrad]/2000.0-[Srcekrad]
Parni Valjak,Parni Valjak,Dosta,3:45,,,Zastave,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zastave,"nan-Zastave/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2015.0-Original Album Collection – Vol. 2"
Parni Valjak,Parni Valjak,Mijenjam Se,4:25,,,Zastave,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zastave,"nan-Zastave/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 2/nan-Antologija"
Parni Valjak,Parni Valjak,Zastave,5:06,,,Zastave,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zastave,"nan-Zastave/nan-Live At S.C. - Kao Nekada/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-The Best Of/2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO/2015.0-Original Album Collection – Vol. 2/2017.0-Live In Pula/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Sanjam,5:08,,,Zastave,,,,,Husein Hasanefendić,,,,,,,,,,,,,,,,,,,,,,nan-Zastave,nan-Zastave/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Romansa (Sada Bih Drugačije),4:19,,,Zastave,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zastave,nan-Zastave
Parni Valjak,Parni Valjak,Mala Laž,5:15,Meri Trošelj,Marijan Brkić,Zastave,,,,,,,,,,,,,,,,,,,,,Damir Šomen,,,,,,nan-Zastave,nan-Zastave/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Lutrija,5:36,,,Zastave,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Zastave,nan-Zastave/2015.0-Original Album Collection – Vol. 2
