Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Organ_discogs,Arranged By_discogs,Vocals_discogs,Saxophone [Solo]_discogs,Recorded By_discogs,Mixed By_discogs,Timbales_discogs,Percussion_discogs,Piano_discogs,Guitar [Solo]_discogs,Saxophone_discogs,Trombone_discogs,Trumpet_discogs,Orchestra_discogs,Orchestrated By_discogs,Conductor_discogs,Organ [Hammond]_discogs,Producer_discogs,Loops_discogs,Synthesizer [Brass]_discogs,Guitar_discogs,Vocals [Guest]_discogs,Backing Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Parni Valjak,Parni Valjak,Kada Kola Krenu Nizbrdo,4:45,,,Zastave,,,,,,,,,,Hrvoje Rupčić,,,,Nenad Grahovac,,,,,,,,,,,,,nan-Zastave,nan-Zastave/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,U Ljubav Vjerujem,4:00,,,Zastave,,,,,,,,,,Hrvoje Rupčić,,,,,,,,,,,,Neven Frangeš,,,,,nan-Zastave,"nan-Zastave/nan-Live At S.C. - Kao Nekada/2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/nan-Najljepše Ljubavne Pjesme/2015.0-Original Album Collection – Vol. 2/nan-Antologija/nan-Greatest Hits Collection"
Parni Valjak,Parni Valjak,Srcekrad,4:08,,,Live At S.C. - Kao Nekada,,,,,Kristina Kresnik,,,,,,,,,,,,,,,,,,,,,,nan-Live At S.C. - Kao Nekada,nan-Live At S.C. - Kao Nekada
Parni Valjak,Parni Valjak,Kada Kola Krenu...,5:27,,,Live At S.C. - Kao Nekada,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live At S.C. - Kao Nekada,nan-Live At S.C. - Kao Nekada
Parni Valjak,Parni Valjak,700 Milja,5:07,,,Live At S.C. - Kao Nekada,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live At S.C. - Kao Nekada,nan-Live At S.C. - Kao Nekada
Parni Valjak,Parni Valjak,Maloj Ptici,2:39,,,Live At S.C. - Kao Nekada,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live At S.C. - Kao Nekada,nan-Live At S.C. - Kao Nekada
Parni Valjak,Parni Valjak,Zagreb...,4:50,,,Live At S.C. - Kao Nekada,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live At S.C. - Kao Nekada,nan-Live At S.C. - Kao Nekada
Parni Valjak,Parni Valjak,A Gdje Je Ljubav,5:51,,,"25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)",,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,"2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)","2002.0-25 godina (Live - Zagreb, Dom sportova 2. XII 2000.)"
Parni Valjak,Parni Valjak,Tko Nam Brani,5:06,,,Tko Nam Brani / Dok Si Pored Mene,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Tko Nam Brani / Dok Si Pored Mene,2002.0-Tko Nam Brani / Dok Si Pored Mene
Parni Valjak,Parni Valjak,Dok Si Pored Mene,4:18,,,Tko Nam Brani / Dok Si Pored Mene,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Tko Nam Brani / Dok Si Pored Mene,2002.0-Tko Nam Brani / Dok Si Pored Mene/nan-Pretežno Sunčano?/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Ostani S' Njim,4:20,,,Hus & Aki Vam Predstavljaju,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Hus & Aki Vam Predstavljaju,2002.0-Hus & Aki Vam Predstavljaju
Parni Valjak,Parni Valjak,Petak,,,,Petak,Husein Hasanefendić,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Petak,2004.0-Petak/nan-Pretežno Sunčano?/2005.0-Koncentrat 1984. - 2005./2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Horoskop,4:20,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Prazno Tijelo,4:06,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2005.0-Prazno Tijelo/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Sunčanom Stranom,4:04,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Poljubac Je Dobar...,4:11,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Jesen Preskačem,4:02,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2005.0-Prazno Tijelo/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Gledam Dok Hodaš,3:47,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Laganini Po Sredini,3:58,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2005.0-Prazno Tijelo/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Sexy Intro,0:39,,,Pretežno Sunčano?,Berislav Blažević,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Sexy Mama,4:52,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,Jelena Radan,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Dajte Mi Razlog,4:00,,,Pretežno Sunčano?,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Pretežno Sunčano?,nan-Pretežno Sunčano?/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,...A Gdje Je Ljubav,5:07,,,Koncentrat 1984. - 2005.,,2005.0,,,,,,,,,,,,,,Simfonijski Orkestar HRT-a,Zdravko Šljivac,Zdravko Šljivac,,,,,,,,,2005.0-Koncentrat 1984. - 2005.,2005.0-Koncentrat 1984. - 2005./2009.0-The Ultimate Collection/2015.0-Original Album Collection – Vol. 2/nan-Antologija
Parni Valjak,Parni Valjak,Prazno Tijelo (Unplugged),4:33,,,Koncentrat 1984. - 2005.,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Koncentrat 1984. - 2005.,2005.0-Koncentrat 1984. - 2005.
Parni Valjak,Parni Valjak,Ma 'ajde (Gledaj Stvari Mojim Očima),2:53,,,Koncentrat 1977. - 1983.,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Koncentrat 1977. - 1983.,2005.0-Koncentrat 1977. - 1983.
Parni Valjak,Parni Valjak,A Ja Bih Sa Vragom,4:09,,,Koncentrat 1977. - 1983.,,2005.0,,,Husein Hasanefendić,,,,,,,,,,,,,,,,,,,,,,2005.0-Koncentrat 1977. - 1983.,2005.0-Koncentrat 1977. - 1983.
Parni Valjak,Parni Valjak,Radijska Reklama Za DVD,,,,Prazno Tijelo,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Prazno Tijelo,2005.0-Prazno Tijelo
Parni Valjak,Parni Valjak,Nakon Svih Godina,4:51,,,The Ultimate Collection,,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The Ultimate Collection,2009.0-The Ultimate Collection/2011.0-Stvarno Nestvarno/nan-Nema Predaje/nan-Antologija/nan-Greatest Hits Collection
Parni Valjak,Parni Valjak,Ljubavna ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak,Zagreb Ima Isti Pozivni ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak,Povratak Ratnika ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak,Samo San ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak, Čitaj Mi Sa Usana ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak,Sve Još Miriše Na Nju ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak,Nakon Ovih Godina ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak, To Sam Stvarno Ja ,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live,nan-Live
Parni Valjak,Parni Valjak,Prokleta Nedelja,,,,The Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of,nan-The Best Of
Parni Valjak,Parni Valjak,A Gdje Je Ljubav?,,,,The Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of,nan-The Best Of
Parni Valjak,Parni Valjak,Kao Ti (Live),3:10,,,Najljepše Ljubavne Pjesme,,,,,,,,,,,,,,,,,,,,,,,,,Martina Matić,,nan-Najljepše Ljubavne Pjesme,nan-Najljepše Ljubavne Pjesme
Parni Valjak,Parni Valjak,Stranica Dnevnika (Live),5:05,,,Najljepše Ljubavne Pjesme,,,,,,,,,,,,,,,,,,,,,,,,,Martina Matić,,nan-Najljepše Ljubavne Pjesme,nan-Najljepše Ljubavne Pjesme
Parni Valjak,Parni Valjak,Vjeruj,3:08,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno/nan-Nema Predaje
Parni Valjak,Parni Valjak,Svijet Je Danas Lud,4:25,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno
Parni Valjak,Parni Valjak,Za Sve Sam Kriv Što Nisam,3:29,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno/nan-Nema Predaje
Parni Valjak,Parni Valjak,Stvarno Nestvarno,3:42,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno/nan-Nema Predaje/2017.0-Live In Pula/nan-Antologija
Parni Valjak,Parni Valjak,Kralj Iluzija,4:57,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno/nan-Nema Predaje/nan-Nema Predaje/nan-Antologija
Parni Valjak,Parni Valjak,Aleluja (Ja Još Vjerujem U Nas),4:15,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno
Parni Valjak,Parni Valjak,Istina,4:04,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno/nan-Nema Predaje/nan-Antologija
Parni Valjak,Parni Valjak,Ljubav Je Droga,3:01,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno
Parni Valjak,Parni Valjak,To Sam Stvarno Ja,3:30,,,Stvarno Nestvarno,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Stvarno Nestvarno,2011.0-Stvarno Nestvarno
Parni Valjak,Parni Valjak,Zagreb,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Gledam je dok spava,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak, Ostani s njim,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Dok si pored mene,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,A gdje je ljubav?,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Pusti nek traje,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Mijenjam se,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Vrijeme ljubavi,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Kad me dotakne,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Stranica dnevnika,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Jesen,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Nakon svih godina,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Nedjelja,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,U ljubav vjerujem,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak, Lutka za bal,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Sve još miriše na nju,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Ugasi me ,,,,Beogradska arena 16. i 17.10.2010. - UŽIVO,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO,2011.0-Beogradska arena 16. i 17.10.2010. - UŽIVO
Parni Valjak,Parni Valjak,Samo Da Znaš,3:42,,,Sound Of Amstel,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Sound Of Amstel,2013.0-Sound Of Amstel/nan-Nema Predaje/nan-Nema Predaje/nan-Antologija/nan-Greatest Hits Collection
Parni Valjak,Parni Valjak,Jedino Ti,5:21,,,Sound Of Amstel,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Sound Of Amstel,2013.0-Sound Of Amstel/nan-Nema Predaje/nan-Antologija
Parni Valjak,Parni Valjak,Tanki Živci (Radio Edit),3:50,,,Tanki Živci (Radio Edit),,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-Tanki Živci (Radio Edit),2013.0-Tanki Živci (Radio Edit)
Parni Valjak,Parni Valjak,CD 1 Nema Predaje,,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,Nema Predaje,4:23,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje/nan-Nema Predaje/nan-Antologija
Parni Valjak,Parni Valjak,Aleluja / Ja Još Vjerujem U Nas,4:15,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje/nan-Antologija
Parni Valjak,Parni Valjak,Tanki Živci,5:25,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje/nan-Nema Predaje
Parni Valjak,Parni Valjak,Zona Sumraka,3:54,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje/nan-Nema Predaje
Parni Valjak,Parni Valjak,CD 2 Bonus CD ,,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,Istina (Live),4:09,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,Svijet Je Danas Lud (Live),4:22,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,Nemirno More (Live),5:33,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,Prokleta Nedjelja (Live),4:15,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,700 Milja Od Kuće (Live),4:08,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,Ugasi Me (Live),3:31,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,DVD Iz Rupe “Bez Šminke”,,,,Nema Predaje,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Nema Predaje,nan-Nema Predaje
Parni Valjak,Parni Valjak,CD 1 Uhvati Ritam  (P) 1984,,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Pusti Nek’ Traje,3:52,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,...I Na Kraju,1:47,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,CD 2 Pokreni Se!  (P) 1985,,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,’Ajde Igraj,3:14,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1/2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,CD 3 Anđeli Se Dosađuju?  (P) 1987,,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,CD 4 Sjaj U Očima  (P) 1988,,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Ovce,3:45,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,CD 5 E = MC²  (P) 1986,,,,Original Album Collection – Vol. 1,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 1,2015.0-Original Album Collection – Vol. 1
Parni Valjak,Parni Valjak,Lovci Snova  (P) 1990,,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Buđenje  (P) 1993,,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Samo Snovi Teku Uzvodno  (P) 1997,,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Zastave  (P) 2000,,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Romansa (Sada Bi Drugačije),4:20,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Pretežno Sunčano?  (P) 2004,,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Bez Struje – Live In Zekaem  (P) 1995,,,,Original Album Collection – Vol. 2,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Original Album Collection – Vol. 2,2015.0-Original Album Collection – Vol. 2
Parni Valjak,Parni Valjak,Samo Ti (Norma Belle),4:18,,,Samo Ti (Norma Belle),,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,2015.0-Samo Ti (Norma Belle),2015.0-Samo Ti (Norma Belle)/2017.0-Parni Valjak/nan-Antologija/nan-Vrijeme
Parni Valjak,Parni Valjak,Za Malo Nježnosti,5:42,,,Za Malo Nježnosti,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Za Malo Nježnosti,2016.0-Za Malo Nježnosti/2017.0-Parni Valjak/nan-Antologija/nan-Vrijeme
Parni Valjak,Parni Valjak,Opet Se Smijem,4:34,,,Parni Valjak,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Parni Valjak,2017.0-Parni Valjak/nan-Antologija/nan-Greatest Hits Collection/nan-Vrijeme
Parni Valjak,Parni Valjak,"Prolazi Sve, Zar Ne?",3:14,,,Parni Valjak,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Parni Valjak,2017.0-Parni Valjak/nan-Antologija/nan-Vrijeme
Parni Valjak,Parni Valjak,Moja Je Pjesma Lagana	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,700 Milja Od Kuće	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Povratak Ratnika	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Vrijeme Ljubavi	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Kada Me Dotakne	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Uhvati Ritam	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Ljubavna	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,U Prolazu	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Stranica Dnevnika	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
Parni Valjak,Parni Valjak,Gledam Je Dok Spava	,,,,Live In Pula,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Live In Pula,2017.0-Live In Pula
