Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Url_diskografija,Song_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Featuring_discogs,All_albums_discogs
22,dPHel+/u_1_22,Gibonni,Gibonni,Kakav prijatelj je Isus,30330,"Pouzdanje dajes mome koraku
noge mi vise ne posrcu

Kakav prijatelj je Isus
nase boli nosi on
i nas teret, i sve jade
on nam laksa brigom svom
 
Ako dodju kusnje teske
pa te boli dusa stog
ti ne gubi nikad nadu
jer nam mir svoj nosi Bog

Ref.
Prijatelja vjernog znas li
kom' ces svoje tuge rec'
to je Isus sto nam uvijek zna
nase boli nosit' sve

Kad nas brige i umornost
tesko muce cijeli dan
Kriste, utociste nase
tada mir nas ti si sav

Ref.

Prijatelji kad te prezru
to za zrtvu Bogu daj
On ce uzet' te za ruku
i utjeha ce biti, znaj

Ako dodju kusnje teske
pa te boli dusa stog
ti ne gubi nikad nadu
jer nam mir svoj nosi Bog","https://tekstovi.net/2,153,19638.html",,,,,,,,,,,['Gibonni'],,,,,https://diskografija.com/pjesma/kakav-prijatelj-je-isus-12616.htm,Kakav prijatelj je Isus,,,,,"Pouzdanje daješ mome koraku
Noge mi više ne posrću

Kakav prijatelj je Isus
Naše boli nosi on
I naš teret, i sve jade
On nam lakša brigom svom

Ako dođu kušnje teške
Pa te boli duša stog
Ti ne gubi nikad nadu
Jer nam mir svoj nosi Bog

Prijatelja vjernog znaš li
Kom' ćeš svoje tuge reć'
To je Isus što nam uvijek zna
Naše boli nosit' sve

Kad nas brige i umornost
Teško muče cijeli dan
Kriste, utočište naše
Tada mir naš ti si sav

Prijatelji kad te prezru
To za žrtvu Bogu daj
On će uzet' te za ruku
I utjeha će biti, znaj

Ako dođu kušnje teške
Pa te boli duša stog
Ti ne gubi nikad nadu
Jer nam mir svoj nosi Bog",Kakav prijatelj je Isus,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/kakav-prijatelj-je-isus.html,,,,,,,,,
23,dPHel+/u_1_23,Gibonni,Gibonni,Kao casna rijec,70446,"Dobar i glup ista je stvar 
tu nista promijenit ne mogu 
i sve sto sam cinio 
da bi nas odrzao 
sad sluzi na moju sramotu 
i na obraz moj 
 
Podigni zid bezbroj godina dug 
ucini mi uslugu tako 
jer lijepo govoris 
samo da mi ugodis 
sa figom u srcu je lako 
dati casnu rijec 

Ako te pokusam sacuvati 
sam cu sebi se narugati 
a to je prevelika cijena 
za nesto cega nema 
sto u tebi ne postoji 

Podigni zid bezbroj godina dug 
tako da ne mogu preko 
da te ne vidim 
i da ne osjetim 
da za tebe ima jos netko 
meni nepoznat

Ako te pokusam sacuvati
sam cu sebi se narugati
a to je prevelika cijena
za nesto cega nema
sto u tebi ne postoji
sto u tebi ne postoji
ono nesto, ono nesto
za ljubav sve je to
nesto kao casna rijec
ono nesto, ono nesto","https://tekstovi.net/2,153,1798.html",,Ono nešto (kao časna riječ),Like When You Make A Promise,,"Dobar i glup ista je stvar
Tu ništa promijenit ne mogu
I sve što sam činio
Da bi nas održao
Sad ide na moju sramotu
I na obraz moj. Podigni zid bezbroj godina dug
Učini mi uslugu tako
Jer lijepo govoriš
Samo da mi ugodiš
(sa figom u srcu je lako
dati časnu riječ). Ako te pokušam sačuvati
Sam ću sebi se narugati
A to je prevelika cijena
Za nešto čega nema,
Što u tebi ne postoji. Podigni zid bezbroj godina dug
Tako da ne vidim preko
Da te ne vidim
I da ne osjetim
Da za tebe ima još netko
Meni nepoznat.","Nice or stupid, it's the same thing
there's nothing I can do about it
and everything I've done
to keep us together
is now my shame
and my disgrace. Build up a wall countless years long
do me a favor with that
because you talk nicely
just to make me feel good
(with your fingers crossed on your heart 
it's easy to make a promise). ... ... Read More (the first lines might have also been changed in the original translation)",https://lyricstranslate.com/en/kao-casna-rijec-when-you-make-promise.html-0,,,,['Gibonni'],,,,,https://diskografija.com/pjesma/ono-nesto-413.htm,Ono nešto,,,,,"Dobar i glup ista je stvar
tu ništa promijenit ne mogu
i sve što sam činio
da bi nas održao
sad ide na moju sramotu
i na obraz moj

Podigni zid bezbroj godina dug
učini mi uslugu tako
jer lijepo govoriš
samo da mi ugodiš
(sa figom u srcu je lako
dati časnu riječ)

Ako te pokušam sačuvati
sam ću sebi se narugati
a to je prevelika cijena
za nešto čega nema
što u tebi ne postoji

Podigni zid bezbroj godina dug
tako da ne vidim preko
da te ne vidim
i da ne osjetim
da za tebe ima još netko
meni nepoznat.",Kao časna riječ,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/kao-casna-rijec.html,Zlatan Stipišić Gibonni,Kao Časna Riječ,5:00,Mirakul,,,,,nan-Mirakul
24,dPHel+/u_1_24,Gibonni,Gibonni,Kaplja voska,35229,"Hej, ja sam kaplja voska sto kotrlja se
na tvome dlanu prati crtu sudbine
stazom tvojih dlanova
k'o na karti svijetova

Ti, ti si jednog dana samo ustala
sa svoga dlana kaplju oprala
jer nisi htjela covjeka
da te slijedi dovijeka
 
Ref. 2x
I vidim da, vise nije ti stalo
i sve je poslo ka dnu
ti mi kazes da, nista nisam ti dao
nijedan razlog da bi ostala tu

Hej, ja sam kaplja voska sto kotrlja se
na tvome dlanu prati crtu sudbine
sve do mjesta gdje nas ta
crta razdvaja

Ref. 3x","https://tekstovi.net/2,153,24522.html",,,,,,,,['Zlatan Stipišić Gibonni'],['Zlatan Stipišić Gibonni'],"['Zlatan Stipišić Gibonni', 'Remi Kazinoti']",['Gibonni'],1993 - Noina arka,2004 - Kolekcija,,,https://diskografija.com/pjesma/kaplja-voska-7788.htm,Kaplja voska,,,,,"Hej, ja sam kaplja voska sto kotrlja se
Na tvome dlanu prati crtu sudbine
Stazom tvojih tragova
Ko na karti svjetova

Ti si jednog dana sama ustala
Sa svoga dlana kaplju oprala
Jer nisi htjela čovjeka
Da te slijedi dovijeka

I vidim da više nije ti stalo
I sve je pošlo ka dnu
Ti mi kažeš da ništa nisam ti dao
Nijedan razlog da bi ostala tu
Da bi ostala tu

Hej, ja sam kaplja voska što kotrlja se
Na tvome dlanu prati crtu sudbine
Sve do mjesta gdje nas ta
Crta razdvaja.",Kaplja voska,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/kaplja-voska.html,Zlatan Stipišić Gibonni,Kaplja Voska,4:12,Noina Arka / Sa Mnom Ili Bez Mene,1993.0,,,,1993.0-Noina Arka / Sa Mnom Ili Bez Mene/nan-Noina Arka/nan-Kolekcija
25,dPHel+/u_1_25,Gibonni,Gibonni,Kisa (Z´ Naab),6926,"Z´naab, Z´Naab, Z´Naab

Vidila si znakove prid kisu
muve koje navale u sobu
promaje sta ispo´ vrata disu
voda crta mace po plafonu
 
I oblaci su uvik znali s kin ce
mislila si hoce-nece biti kise
izgleda da bit ce

Nece ova kisa se umorit´
nece dokle ne porastu plime
jos kad bi tvoja kuca mogla plovit´
da te nosi moren u daljine

U daljine sivane po mjeri
bez ijedne muske duse
koja moze da te iznevjeri

Rekla si

Ref.
Kiso, sta cinis u mojoj kuci
sta mogu od tebe jos naucit´
kako se pada, a da ne pustin glas

Tugo, ruke ti pune posla
ako mu oprostin, sta ce ostat´
kako cu sebi prid oci izac´

Tugo, nemoj, nemoj me nac´

Z´Naab, Z´Naab, Z´Naab

Da se lita mogu pripolovit´
ti bi prva odrisila cime
i kad bi srce opet moglo volit´
ma, hoce jednon kad mu bude vrime

I ka´ sta palac proviri iz bicve
javit ce se netko
da te suve grane pretvori u cvice

Rekla si

Ref. 2x

Tugo (sumnjo) ruke ti pune posla
ako mu oprostin, sta ce ostat´
kako cu sebi prid oci izac´

tugo, nemoj, nemoj me nac´

Z´Naab, Z´Naab, Z´Naab  


* Z´Naab = kisa na jeziku Maora
   sa Novog Zelanda","https://tekstovi.net/2,153,63184.html",Zlatan Stipisic Gibonni,Kiša (Z'naab),Rain,,"Vidjela si znakove pred kišu
Muve koje navale u sobu
Promaje što ispod vrata dišu
Voda crta mače po plafonu. Oblaci su uvik znali s kin će
Mislila si oće, neće, biti kiše
Izgleda da bit će. Neće ova kiša se umorit
Neće dokle ne porastu plime
Još kad bi tvoja kuća mogla plovit
Da te nosi morem u daljine
U daljine šivane po mjeri
Bez ijedne muške duše
Koja ne može da te iznevjeri. Rekla si: ‘’Kišo, šta činiš u mojoj kući?
Šta mogu od tebe još naučit?
Kako se pada, a da ne pustim glas?’’. ‘’Tugo, ruke ti pune posla..
Ako mu oprostim, šta će ostat?
Kako ću sebi prid oči izać?
Tugo, nemoj, nemoj me nać!’’. Da se lita mogu pripolovit,
Ti bi prva odrišila cime
Kad bi srce opet moglo volit
Ma oće jednom kad mu bude vrime
I ka šta palac proviri iz bičve
Javit će se neko da te suve grane
Pretvori u cviće. Rekla si: ‘’Kišo, šta činiš u mojoj kući?
Šta mogu od tebe još naučit?
Kako se pada, a da ne pustim glas?. ‘’Sumnjo, ruke ti pune posla..
Ako mu oprostim, šta će ostat?
Kako ću sebi prid oči izać?
Tugo, nemoj, nemoj me nać!’’","You saw the sings that foretell the rain
Flies that rush into the room
Winds breathing under the door
Water drawing stains over the ceiling. Clouds always knew who to team with
You wondered will it rain or not
It looks like there will be. This rain will not get tired
It won't, until the tides get high
If only your house could sail
To take you faraway across the sea
Into the custom-made distances
Where there is not one manly soul
That can let you down. You said: ""Rain, what are you doing in my house?
What else can I learn from you?
How to fall down without making a sound?"". ""Sadness, you have your work cut out for you...
If I forgive him, what will be left?
How will I be able to look myself in the eyes?
Sadness, don't, don't find me!"". If years could be cut in half
You would be the first one to untie the ropes
If the heart could love again
Oh, it will once when it will be its time
And like a thumb peaking out of a sock
Someone will show up to turn those
Dry branches into flowers. You said: ""Rain, what are you doing in my house?
What else can I learn from you?
How to fall down without making a sound?"". ""Doubt, you have your work cut out for you...
If I forgive him, what will be left?
How will I be able to look myself in the eyes?
Sadness, don't, don't find me!""",https://lyricstranslate.com/en/kisa-znaab-rain.html,,,,,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,Kiša (Zinab),,U Po' Ure,,,,,nan-U Po' Ure
26,dPHel+/u_1_26,Gibonni,Gibonni,"Ko si, da si",3817,"Kao njezni rozi puzeva golaca
njeni prsti putuju po kozi
svi su nasi grijesi kao braca
jedno drugom u po´ noci

Ja sam onaj sto se domu vraca
sto se s tobom ogoli do kosti
nek´ mi ta ljepota bude placa
svojim usnama me pogosti
 
Ref.
´ko si, da si, ´ko si, da si
lijepa zeno, sve ucini
tom ljepotom me ukrasi
svojom snagom me postidi

Mi smo puzevi sto vuku svoju kucu
a u kuci spomen na ljepotu
jednu mladost, od pepela vrucu
koju nemam srca prosuti niz vodu

Ja sam onaj sto se domu vraca
sto se s tobom ogoli do kosti
nek´ mi tvoje tijelo bude placa
svojim usnama me pogosti

Ref. 2x","https://tekstovi.net/2,153,63521.html",,,,,,,,,,,,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,"Ko Si, Da Si",,U Po' Ure,,,,,nan-U Po' Ure
27,dPHel+/u_1_27,Gibonni,Gibonni,Koji te vjetar k meni nosi,56734,"Za ovim svijetom kasnis stoljece il' dva
i na prastarom goblenu samo tebi nekih znanih puteva
vezes svoju nit i nikud se ne zuris
pustas vrijeme neka curi, ti si zadovoljna s tim

Ja za tobom kasnim stoljece il' dva
i da ti zavirim u srce tamo nasao bh gnijezda labuda
al' se ne mirim sa tim 
i kada molim se za tebe, znaj u isto vrijeme
nemam pojma ko si ti
 
Ref.
Koji te vjetar k meni nosi, predstavi se tko si
da li zena ili san
kazi tko te k meni salje do srca i jos dalje
da mu medalje dam
i ja cu cekati i znat cu tko si ti

Za ovim svijetom kasnis stoljece il' dva
i na prastarom goblenu samo tebi nekih znanih puteva
slijedim tvoju nit i dok molim se za tebe, znaj u isto vrijeme
nemam pojma tko si ti, tko si ti

Ref. 2x

Znat cu tko si ti

Ref.","https://tekstovi.net/2,153,20350.html",,,,,,,,,,,,,,,,,,,,,,"Za ovim svijetom kasniš stoljeće il' dva
I na prastarom goblenu samo tebi nekih znanih puteva
Vežeš svoju nit i nikud se ne žuriš
Puštaš vrijeme neka curi, ti si zadovoljna s tim

Ja za tobom kasnim stoljeće il' dva
I da ti zavirim u srce tamo našao bh gnijezda labuda
Al' se ne mirim sa tim
I kada molim se za tebe, znaj u isto vrijeme
Nemam pojma 'ko si ti

Koji te vjetar k meni nosi, predstavi se, tko si
Da li žena ili san
Kaži, tko te k meni šalje do srca i još dalje
Da mu medalje dam
I ja ću čekati i znat ću tko si ti

Za ovim svijetom kasniš stoljeće il' dva
I na prastarom goblenu samo tebi nekih znanih puteva
Slijedim tvoju nit i dok molim se za tebe, znaj, u isto vrijeme
Nemam pojma tko si ti, tko si ti

Znat ću tko si ti",Koji te vjetar k meni nosi,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/koji-te-vjetar-k-meni-nosi.html,,,,,,,,,
28,dPHel+/u_1_28,Gibonni,Gibonni,Kraj,46966,"Usetat ce krave u domove nase
vodjene vonjem ludila
zapisat ce mramor
prozvakati plahte
i slike s vjencanja
nas i kumova
 
Kraj
this is the end my friend

Postoje djeca i postoje mjesta
gdje mozes kupiti nekog od njih
i postoji pijesak i glave u njemu
postoji mir, u nama mir

To salje ti Jahve i potop i zabe
znas li ih prepoznati
ja ne vidim nikog ko hoda po vodi
ko da me vodi kroz ovaj mrak

Sad je kraj
this is the end my friend
","https://tekstovi.net/2,153,17826.html",,Sad je kraj,The End,,"Ušetat će krave u domove naše
Vođene vonjem ludila
Zapišat će mramor
Prožvakati plahte
I slike s vjenčanja,
Nas i kumova. Kraj
This is the end my friend..... Postoje djeca i postoje mjesta
Gdje možeš kupiti nekog od njih
I postoji pijesak i glave u njemu
Postoji mir, u nama mir.... To šalje ti Jahve, i potop i žabe
Znaš li ih prepoznati?
Ja ne vidim nikog tko hoda po vodi,
Tko da me vodi kroz ovaj mrak?. Sad je kraj...
This is the end my friend...","Cows will walk into our homes
Led with the smell of madness
They will piss the marble
They will chew sheets
And wedding pictures
Of us and our godfathers. End. There are children and there are places
Where you can buy one of them
And there is sand and heads in it
There is peace, peace in us.... Thats Jahve, sending you flood and frogs
Can you recognize them
I dont see anyone who is walking on water
Who can lead me through this darkness ?. Its the end now...",https://lyricstranslate.com/en/Kraj-End.html,,,,,,,,,,,,,,,"Usetat ce krave u domove nase
vodjene vonjem ludila
zapisat ce mramor
prozvakati plahte
i slike s vjencanja
nas i kumova

Kraj
this is the end my friend

Postoje djeca i postoje mjesta
gdje mozes kupiti nekog od njih
i postoji pijesak i glave u njemu
postoji mir, u nama mir

To salje ti Jahve i potop i zabe
znas li ih prepoznati
ja ne vidim nikog ko hoda po vodi
ko da me vodi kroz ovaj mrak

Sad je kraj
this is the end my friend",Kraj,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/kraj.html,,,,,,,,,
29,dPHel+/u_1_29,Gibonni,Gibonni,Kruna od perja,33945,"Odat ce te koraci pred zoru
kada dodjes mi na ispovijed
i kada prostrem pjesmu ovu
da po njoj bosa udjes u moj svijet

Ej, sirota moja
ti neces moje kceri radjati
sa oba oka boje kisa
k'o sto ih imamo i ja i ti
 
Ej, sirota moja
jer mi smo putevi bez putnika
i sto to za nas znaci ljubav
samo drugo ime poraza

Ref.
Kruna od perja, sad me kruni tvoja nevjera
kruna od perja, tvojoj lazi fina pozlata
kruna od perja sada kruni nase godine
kruna od perja

kada dodjes mi na ispovijed
i kada prostrem pjesmu ovu
da po njoj bosa udjes u moj svijet

Ej, sirota moja
ti neces moje kceri radjati
ej, sirota moja
i sto to za nas znaci ljubav
samo drugo ime poraza

Ref.","https://tekstovi.net/2,153,20036.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Zlatan Stipišić Gibonni'],['Zlatan Stipišić Gibonni'],"['Zlatan Stipišić Gibonni', 'Remi Kazinoti']",['Gibonni'],1994 - Kruna od perja,2004 - Kolekcija,2006 - The platinum collection,,https://diskografija.com/pjesma/kruna-od-perja-3732.htm,Kruna od perja,,,,,"Odat će te koraci pred zoru
Kada dođeš mi na ispovijed
I kada prostrem pjesmu ovu
Da po njoj bosa uđeš u moj svijet

Ej, sirota moja
Ti nećeš moje kćeri rađati
Sa oba oka boje kiša
Ko što ih imamo ja i ti

Ej, sirota moja
Jer mi smo putevi bez putnika
I što to za nas znači ljubav?
Samo drugo ime poraza

Kruna od perja
Sad me kruni tvoja nevjera
Kruna od perja
Tvojoj laži fina pozlata
Kruna od perja
Sada kruni naše godine
Kruna od perja.",Kruna od perja,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/kruna-od-perja.html,Zlatan Stipišić Gibonni,Kruna Od Perja,3:47,Kruna Od Perja,,,,,nan-Kruna Od Perja/nan-Kolekcija/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2010.0-Najbolje Pjesme
30,dPHel+/u_1_30,Gibonni,Gibonni,Lazu fotografije,14588,"Vrijeme uspori mirnim vodama
sred fotografije ljeta nestvarnog
nasi odrazi na mokrim cestama
pa se voda namrsti kad u nju gledamo

Kap po kap, kao brdo da pomicem
kap po kap, jos se tebe ne odricem
 
I mi se tako nadjemo u pjesmi
jedan falsi orkestar sto ga note saplicu
al to je mjesto, gdje te mogu sresti
a da ne unosim blato u kucu

Ton po ton, kao brdo da pomicem
ton po ton, jos se tebe ne odricem

Ref.
I lazu fotografije
ja se drukcije ovih slika sjecam
ljubavi od ranije 
koja ispuni ono sto obeca

Sad se voda namrsti
 kada u nju gledamo

Kap po kap, kao brdo da pomicem
kap po kap, jos se tebe ne odricem

I, mozda, nada nije fer
to sto napravi od nas
stavi godine u ler
na tim dragim slikama

Jedna savrsena ti
jedan nasmijani ja
iz te ruke ne smijem jesti

Ova nada nije fer
da ovako baci kost
mi se hvatamo za nju
za tu davnu odanost

Ref.","https://tekstovi.net/2,153,63520.html",,Lažu fotografije,Photos Lie,U po ure,"Vrijeme uspori
Mirnim vodama
Sred fotografije ljeta nestvarnog. Naši odrazi na mokrim cestama
Pa se voda namršti kad u nju gledamo. Kap po kap
Kao brdo da pomičem
Kap po kap
Još se tebe ne odričem. I mi se tako nađemo u pjesmi
Jedan falši orkestar što ga note sapliću
Al' to je mjesto gdje te mogu sresti
A da ne unosim blato u kuću. Ton po ton
Kao brdo da pomičem
Ton po ton
Još se tebe ne odričem. I lažu
Fotografije
Ja se drukčije ovih slika sjećam
Ljubavi od ranije
Koja ispuni ono što obeća. Sad se voda namršti kada u nju gledamo. Kap po kap
Kao brdo da pomičem
Kap po kap
Još se tebe ne odričem. Možda nada nije fer
To što napravi od nas
Stavi godine u ler
Na tim dragim slikama
Jedna savršena ti
Jedan nasmijani ja
Iz te ruke ne smijem jesti. Ova nada nije fer
Da ovako baci kost
Mi se 'vatamo za nju
Za tu davnu odanost
Jedna savršena ti
Jedan nasmijani ja
Iz te ruke ne smijem jesti. Ova nada nije fer
Da ovako baci kost
Mi se 'vatamo za nju
Za tu davnu odanost
Jedna savršena ti
Jedan nasmijani ja
Iz te ruke ne smijem jesti. Lažu
Fotografije
Ja se drukčije ovih slika sjećam
Ljubavi od ranije
Koja ispuni ono što obeća","Time slows down
Through calm waters
Amidst a photo of an unreal summer. Our reflections on wet roads
And water frowns when we look into it. Drop by drop
Like I am moving a hill
Drop by drop
I still don't give up on you. And so we meet in a song
One faulty orchestra brought down by notes
But that is a place where I can meet you
Without bringing dirt into the house. Tone by tone
Like I am moving a hill
Tone by tone
I still don't give you up. And they lie
Photos
I remember these images differently
The love from before
That keeps what it promises. Now water frowns when we look in it. Drop by drop
Like I am moving a hill
Drop by drop
I still don't give up on you. Maybe hope isn't fair
What it makes out of us
Puts years in idle mode
On those dear photos
The perfect you
The smiling me
I mustn't eat out of that hand. This hope isn't fair
To throw a bait like this
We hold on to it
To that past devotion
The perfect you
The smiling me
I mustn't eat out of that hand. This hope isn't fair
To throw a bait like this
We hold on to it
To that past devotion
The perfect you
The smiling me
I mustn't eat out of that hand. And they lie -
Photos
I remember these images differently
The love from before
That keeps what it promises",https://lyricstranslate.com/en/lazu-fotografije-photos-lie.html,,,,,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,Lažu Fotografije,,U Po' Ure,,,,,nan-U Po' Ure
31,dPHel+/u_1_31,Gibonni,Gibonni,Libar,436131,"U libar svojih dugova
upisi mene
jer odavno te kupujem
s onim sto si htjela cut'

Ref.
Od straha da ne potone
tvoja ljubav za mene
i kao pcela u zlici caja dok drzi dah
ja nemam razloga za strah
 
Dajem ti verse i note
sve moje sarene perle na dar
jos te mogu pjesmom kupiti
lukavo i slatkorjecivo
jos uvijek mogu ti podvaliti ljubav

I sve cu ti obecati
bas sve sto hoces
moju kozu, moju kost
i lice koje pozelis

Ref.

Teh ma hi seva hilejda
s'n a heja, s'n deja peji
lej sen da ti veh s'n vejdela
jon di sejla vih s'n da
lej sen da ti veh s'n vej de la heya","https://tekstovi.net/2,153,6176.html",Gibonni,Libar,Libar,Mirakul,"U libar svojih dugova
1
Upiši mene
Jer odavno te kupujem
S onim što si htjela čut'. Od straha da ne potone
Tvoja ljubav za mene
Kao pčela u žlici čaja dok drži dah
Ja nemam razloga za strah. Dajem ti verse i note
Sve moje šarene perle na dar
Još te mogu pjesmom kupiti
Lukavo i slatkorječivo
Još uvijek mogu ti podvaliti ljubav. I sve ću ti obećati
Baš sve što hoćeš
Moju kožu, moju kost
I lice koje poželiš. Od straha da ne potone
Tvoja ljubav za mene
Kao pčela u žlici čaja dok drži dah
Ja nemam razloga za strah. Dajem ti verse i note
Sve moje šarene perle na dar
Još te mogu pjesmom kupiti
Lukavo i slatkorječivo
Još uvijek mogu ti podvaliti ljubav
Ljubav.... Dajem ti verse i note
Sve moje šarene perle na dar
Još te mogu pjesmom kupiti
Lukavo i slatkorječivo
Još uvijek mogu ti podvaliti ljubav. Još uvijek mogu...
Još uvijek mogu ti podvaliti ljubav
Ljubav...","Into your book of debts
Inscribe my name
For I'm bribing you ever since
With all that you wanted to hear. Out of fear that it will sink
Your love for me
Like a bee in a spoonful of tea, holding its breath
I have no reason to fear. I'm giving you verses and notes
All my colorful pearls as gifts
Still I can enthrall you with a song
With guile and flattery
Still I can coax out of you your love. And I'll promise you anything
Anything you may wish for
My skin, my bone
Show any face you'll want to see. Out of fear that it will sink
Your love for me
Like a bee in a spoonful of tea, holding its breath
I have no reason to fear. I'm giving you verses and notes
All my colorful pearls as gifts
Still I can enthrall you with a song
With guile and flattery
Still I can coax out of you your love
Love.... I'm giving you verses and notes
All my colorful pearls as gifts
Still I can enthrall you with a song
With guile and flattery
Still I can coax out of you your love. Still I can...
Still I can coax out of you your love
Love.... Teh maahi seh vah hyleydah
Sunah heyah, sun deyah peyi
Leysun dah tu ver sun meytelah
Jom dih selah behrsudah
Leysun dah tu ver sun meytelah
Heydah",https://lyricstranslate.com/en/libar-libar.html,,,,['Gibonni'],2001 - Mirakul,2004 - Vještina - Massimo,,,https://diskografija.com/pjesma/libar-407.htm,Libar,,,,,"U libar svojih dugova
Upiši mene
Jer odavno te kupujem
S onim što si htjela čut'

Od straha da ne potone
Tvoja ljubav za mene
Kao pčela u žlici čaja dok drži dah
Ja nemam razloga za strah

Dajem ti verse i note
Sve moje šarene perle na dar
Još te mogu pjesmom kupiti
Lukavo i slatkorječivo
Još uvijek mogu ti podvaliti ljubav

I sve ću ti obećati
Baš sve što hoćeš
Moju kozu, moju kost
I lice koje poželiš

Od straha da ne potone
Tvoja ljubav za mene
Kao pčela u žlici čaja dok drži dah
Ja nemam razloga za strah

Dajem ti verse i note
Sve moje šarene perle na dar
Još te mogu pjesmom kupiti
Lukavo i slatkorječivo
Još uvijek mogu ti podvaliti ljubav
Ljubav...

(dajem ti verse i note)
(sve moje šarene perle na dar)
Još te mogu pjesmom kupiti
Lukavo i slatkorječivo
Još uvijek mogu ti podvaliti ljubav

Još uvijek mogu...
Još uvijek mogu ti podvaliti ljubav
Ljubav...

Teh mahi seva hilejda
Suna heja, sun deja peji
Lejsun datuversa unmejola
Jom tisela behsuda
Lejsun datuversa unmejola hejda.",Libar,https://cuspajz.com//tekstovi-pjesama/pjesma/zlatan-stipisic-gibonni/libar.html,Zlatan Stipišić Gibonni,Libar,5:28,Mirakul,,,,,nan-Mirakul/nan-ZG Mirakul Live!/nan-ZG Mirakul Live!/nan-The Best Of Gibonni/nan-Live Acoustic:Electric
