Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet
BBRKiV88_1_0,Mia Dimšić,Mia Dimšić,Bezimeni,13417,"Ni sama ne znam zasto
ali svaki put kad idem van 
nadje se netko kao ti
da skroz upropasti mi dan 

Kad mislim da je dobro
iznenada stanes mi na put 
i uvijek sebi kazem
'ajde, mozda cu se priviknut
 
Al’ takvi kao ti
su svuda oko nas
i samo vicu na sav glas

Dok sviram, prilazis
i uvazeno misljenje mi das 
i sve mi objasnis
jer ipak ti od mene bolje znas

Vec stotu casu pijes
pa govora dobio si dar 
sad mozes svijet osvojit'
a kamoli ovaj mali bar 

Al’ takvi kao ti
su svuda oko nas
i samo vicu na sav glas

Ref.
Zato se okreni, svojim putem kreni 
ostani u svojoj neprobojnoj sjeni 
samo se okreni, svojim putem kreni 
neki ljudi cak i s imenom su bezimeni

Mozda sam naivna
i ako grijesim, ispravi me s tim 
al’ nije bitno gdje tko stanuje
i tko je ciji sin 

I mada, moram priznat'
za svoj zivot imas cudan plan 
koliko dosad vidim
ni po cemu nisi poseban

Ref.

Ref. 2x

Bezimeni","https://tekstovi.net/2,4413,54027.html"
BBRKiV88_1_1,Mia Dimšić,Mia Dimšić,Bozic bez tebe,775,"Kada padne prvi snijeg
pomislim na dalek bijeg
ulicama sretnih sjecanja

I uz pomoc albuma
s nekim starim slikama
dodje okus toplih kestena
 
A i s njima usne tvoje
poljupcima zvijezde broje
oci nam k'o mjesec sjaje
dok noc nestaje

Ref.
Gdje si sad 
kad mi trebas najvise
kada zima mirise
kad svi su sretni
kad svi se smiju

Gdje si sad
kad te ruke traze
ostaju same bez tebe
a Bozic je

Stazu krase koraci
s nebom slave dimnjaci
ispred snjezni plast
od beskraja

Djeca jure sanjkama
sve je k'o u bajkama
sam se javi glas tvog saptaja

Onda s njim i usne tvoje
poljupcima zvijezde broje
oci nam k'o mjesec sjaje
dok noc nestaje

Ref.","https://tekstovi.net/2,4413,60820.html"
BBRKiV88_1_2,Mia Dimšić,Mia Dimšić,Budi mi blizu,4107,"Ne treba mi ljubav kada u njoj nisi ti
ne treba mi jutro kad se sama probudim
ti si najduza crta na mojem dlanu
svi nasi snovi tamo nam stanu

Dodji mi sto prije, najteze je cekati
dodji mi jos nocas da je ljepse zaspati
i kad brojimo zvijezde na karti neba
s tobom sve ide bas kako treba
 
Ref.
Sad budi mi blizu da sav nemir nestane
i ljubi me jako k'o da sutra umirem
ove ruke mozes vodit samo ti
ljubavi

Ne treba mi ljubav ako dodje bez tebe
ne treba mi vino ako sama smijem se
hajde, idemo negdje da ne znam kamo
svakoj tisini mi rijeci znamo

Ref. 2x","https://tekstovi.net/2,4413,53293.html"
BBRKiV88_1_3,Mia Dimšić,Mia Dimšić,Cesta do sna,944,"Dok vjetar nosi lisce i travu
sve mirise na prvu kavu
a bend jos u kombiju drijema
za promjenu, kasnjenja nema

Pred nama neka mjesta su nova
na karti su tu samo slova
a kad zasvijetle u noci
vec znam da cu opet im doci
 
Ref.
Mozda, jednog dana vidim cijeli svijet
neke nove ceste znat' cu napamet
kad cu stici nije vazno, tko to zna
vazna je cesta do sna

Da l' je Zemlja kugla ili ravna
ma, sporedna cesta je glavna
gdjegod krenem, cekaju cuda
ma, samo nek' dalje vrluda

Vec dobro znam 
taj vjetar u kosi
pa, pustim da 
dalje me nosi

Pribadaca 
putuje atlasom
a mi se samo
vucemo za njom

Ref.

Do kraja, do kraja
tom cestom sve do kraja

Ref.

Do kraja, do kraja
tom cestom sve do kraja","https://tekstovi.net/2,4413,60823.html"
BBRKiV88_1_4,Mia Dimšić,Mia Dimšić,Cimet i caj,2651,"Danas su na rasporedu
snjegovici vani
andjeli na smrzavici
vecoj nego lani
danas sve su obaveze
napokon po strani
 
Cujem da prognoza
na nas baca metar snijega
to je dobro, svima je
polako dosta svega
a od toplog ognjista
i nema boljeg bijega

Ref.
Skoro ce Bozic
dodji mi jos danas
ovdje sve je spremno za nas
keksi, cimet, karamele, caj

Pa, ako neces danas
barem sutra
tako toplo je unutra
imam dobar osjecaj

Prosle mi je blagdane
sve bilo naopacke
mjerila sam koliko su
lampice dugacke
i zbog skupih poklona
sam cekala u redu

Zivce sam izgubila
zbog kremastih kolaca
al' kad tebe pogledam
sva volja mi se vraca
znam da vise necu
hodati po tankom ledu

Ref.

Ref. 2x

Ako neces danas, barem sutra
tako toplo je unutra
imam dobar osjecaj
imam dobar osjecaj","https://tekstovi.net/2,4413,55145.html"
BBRKiV88_1_5,Mia Dimšić,Mia Dimšić,Do posljednjeg retka,1104,"Da smo se sreli malo kasnije
sve bi nam bilo bezopasnije
aha, tko zna

Da smo se malo manje vidjali
jos bi se jedno drugom svidjali
aha, tko zna
 
Ref.
Da pisem s tobom ispocetka
sve bi isto do posljednjeg retka
bez straha svoju zvijezdu pratim
ne zna srce mudro zbrajati

Jos jednom prvi put da volim
pustila bih opet da izgorim
tko ne zna sebe dati
nicega se nece sjecati

Da smo se malo manje brinuli
mozda bi visi vrh dodirnuli
aha, tko zna

Da smo se posvadjali glasnije
sve bi nam sada bilo jasnije
aha, tko zna

Ref. 3x","https://tekstovi.net/2,4413,60822.html"
BBRKiV88_1_6,Mia Dimšić,Mia Dimšić,Kisa,4650,"Kad kisa padne
sve se cini otuznim
i da ti budem iskrena
ponekad se ne znam nosit s tim

Pa trazim nacin
da sve brzo osusim
a ne postoji kisobran
tako velik da se zaklonim
 
Od svog blata sto se skupi
gdje mi je najvise stalo
pa zbog toga predaleko
prema suncu putujem

I ne znam puno o zivotu
mozda nista, mozda malo
ali stvarno vjerujem da

Ref.
Padat ce sad i jos tri dana
ali uvijek jednom stane
znam da cak i glupa kisa
ima svoje dobre strane

I sve sto sad je mokro
gdje je danas vjetar puh'o
sigurno ce sutra biti suho

Kad kisa padne
samo zelim nestati
al' najgore sto mogu sad
je u svojoj sobi ostati

I sve je strasno
kad kroz prozor gledam van
al' znam da tek kad pokisnem
iz oluje rodit ce se san

A za njega vrijedi ici
i kroz vodu i kroz vjetar
svaki korak prijeci
cak i ako se razocaram

Ceka nas jos puno vise
sto nam moze malo kise
sve je lakse sad kad znam da

Ref. 3x

Sigurno ce sutra biti suho","https://tekstovi.net/2,4413,54946.html"
BBRKiV88_1_7,Mia Dimšić,Mia Dimšić,Male stvari,770,"Daj mi da upalim
neke dobre stvari
do kraja odvrnem bas
par dobrih rifova
skinem na gitari
i svoja bit cu za cas
 
U ovom ludom vremenu
kad nitko nigdje ne staje
zivot lako trosimo
k'o da ih imamo stotine

Ref.
Jer sve sto zelis
imas pred nosom vec
poljupce u tami i slatku rijec
na stanici dok cekas i nadas se
male stvari srecu donose

Sve djetinjaste fore i suncan dan
jastuk kad se vratis sav umoran
dok listas vrijeme
po svome sjecanju
male stvari osmijeh postanu

Mozda da odemo van u cudnoj robi
i ne gledamo na sat
i dok se spremamo
plesemo po sobi
taman da pocinje rat

U ovom ludom vremenu
kad nitko nigdje ne staje
zivot lako trosimo
k'o da ih imamo stotine

Ref.","https://tekstovi.net/2,4413,60819.html"
BBRKiV88_1_8,Mia Dimšić,Mia Dimšić,Neki novi ljudi,1421,"Dugo se nismo ni culi ni sreli
'ko zna zbog cega ovo dobro je
pogledaj gdje smo i da l' smo to htjeli
bez tebe svaka ludost nestaje

Ref.
Neki novi ljudi sad su ovdje kraj mene
i svi su moji svi su vrijedni kao drago kamenje
al' samo s tobom cak i tuga izgleda k'o sretan kraj
jer ti si taj, jer samo ti si taj
 
Toliko toga jos zelim ti reci
a mozda nikad nista ne kazem
uz miris mora dok spremam se leci
u svakoj misli tebe pronadem

Ref.

Neka jos prode, ako treba
neka prode jos godina sto
bit cu sretna tebe cekat
dijeliti dobro i zlo

Ref.

Jer ti si taj, jer samo ti si taj","https://tekstovi.net/2,4413,63568.html"
BBRKiV88_1_9,Mia Dimšić,Mia Dimšić,Nije vazno,1524,"Svakoga jutra
isti zvuk me probudi
i miris tvoje meke kose
ali kraj mene nisi ti

Napravim jaku kavu
za nas oboje
ja svoju casu sporo pijem
a tvoja puna ostaje
 
Dan po dan prihvacam
da te nema vise
nema vise tu
da te nema vise tu

Ref.
Nije vazno, kada suze krenu
tko je od nas kriv
one su samo zadnji znak
da nesto lijepo prolazi

Nije vazno koliko tuga sada
po nas dolazi
ona ce proci kao vlak
samo mi budi sretan ti

Nekad ti pisem pisma
koja ne saljem
nekako uvijek bude lakse
da se od svega sakrijem

I kad se negdje jednom
opet sretnemo
bit' cemo mozda samo stranci
a sve o nama zna' cemo

Ref.","https://tekstovi.net/2,4413,57447.html"
