Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Piano_discogs,Producer_discogs,Panpipes [Sikus]_discogs,Remix_discogs,Arranged By_discogs,Lyrics By [Co-written]_discogs,Lyrics By_discogs,Music By_discogs,Voice [Dracula]_discogs,DJ Mix_discogs,Guitar_discogs,Featuring_discogs,Vocals [Duet With]_discogs,Engineer_discogs,Instruments [Additional]_discogs,Vocals [French]_discogs,Featuring [Rap]_discogs,Backing Vocals_discogs,Tamburitza [Brač_discogs,Bugarija_discogs,Prim]_discogs,Arranged By [Tambura]_discogs,Vocals_discogs,Saxophone_discogs,Guest_discogs,Album_year_title_discogs,All_albums_discogs
Colonia,Colonia,Oduzimaš Mi Dah (Album Radio Edit),4:21,Oduzimaš Mi Dah,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Oduzimaš Mi Dah,2002.0-Oduzimaš Mi Dah
Colonia,Colonia,Oduzimaš Mi Dah (E-Base 1 000 000 Drums Mix),10:41,Oduzimaš Mi Dah,2002.0,,,,E-Base (2),,,,,,,,,,Adam Žvigač,E-Base (2),,,,,,,,,,,2002.0-Oduzimaš Mi Dah,2002.0-Oduzimaš Mi Dah
Colonia,Colonia,Oduzimaš Mi Dah (Acoustic Radio Mix),3:36,Oduzimaš Mi Dah,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Oduzimaš Mi Dah,2002.0-Oduzimaš Mi Dah
Colonia,Colonia,Oduzimaš Mi Dah (Extended Album Edit),6:17,Oduzimaš Mi Dah,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Oduzimaš Mi Dah,2002.0-Oduzimaš Mi Dah
Colonia,Colonia,Oduzimaš Mi Dah (E-Base 1 000 000 Drums Edit),4:51,Oduzimaš Mi Dah,2002.0,,,,E-Base (2),,,,,,,,,,Adam Žvigač,E-Base (2),,,,,,,,,,,2002.0-Oduzimaš Mi Dah,2002.0-Oduzimaš Mi Dah
Colonia,Colonia,Oduzimaš Mi Dah (Acapella Mix),3:35,Oduzimaš Mi Dah,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0-Oduzimaš Mi Dah,2002.0-Oduzimaš Mi Dah
Colonia,Colonia,Oduzimaš Mi Dah,,Oduzimaš Mi Dah (The Best Of...),,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Oduzimaš Mi Dah (The Best Of...),nan-Oduzimaš Mi Dah (The Best Of...)/nan-Izgubljeni Svijet/nan-Izgubljeni Svijet/2003.0-The Best Of/2005.0-Gold Edition/2005.0-The Best Of/nan-Best Of/2008.0-The Platinum Collection/2011.0-Gold Edition/2013.0-Komplet 4 CDa/2014.0-The Best Of Collection/nan-C'est La Vie
Colonia,Colonia,Randezvouz,,Oduzimaš Mi Dah (The Best Of...),,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Oduzimaš Mi Dah (The Best Of...),nan-Oduzimaš Mi Dah (The Best Of...)
Colonia,Colonia,Takvi Kao TI,,Oduzimaš Mi Dah (The Best Of...),,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Oduzimaš Mi Dah (The Best Of...),nan-Oduzimaš Mi Dah (The Best Of...)/0.0-The Best Of
Colonia,Colonia,Jača Nego Ikada,,Oduzimaš Mi Dah (The Best Of...),,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Oduzimaš Mi Dah (The Best Of...),nan-Oduzimaš Mi Dah (The Best Of...)
Colonia,Colonia,Nek Vatre Gore Sve,,The Best Of Volume 1,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Volume 1,nan-The Best Of Volume 1/nan-Retroactive Early Years
Colonia,Colonia,Ti Dabudibuda,,The Best Of Volume 1,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Volume 1,nan-The Best Of Volume 1
Colonia,Colonia,Ne Brini,4:25,Izgubljeni Svijet,,,,,,,,,,,,,,,,,Nina Karković,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of/nan-Best Of
Colonia,Colonia,Mala G.,4:22,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet
Colonia,Colonia,Svjetla Grada,4:42,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of/2005.0-Gold Edition/nan-Best Of/2008.0-The Platinum Collection/2011.0-Gold Edition/2014.0-The Best Of Collection
Colonia,Colonia,Na Tvojoj Strani Postelje,3:47,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of/2005.0-Gold Edition/2008.0-The Platinum Collection/2014.0-The Best Of Collection
Colonia,Colonia,Ako Odeš,4:04,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of/2005.0-The Best Of/nan-Best Of/2008.0-The Platinum Collection
Colonia,Colonia,Zadnji Let Za Pariz,4:35,Izgubljeni Svijet,,,,,,,,,,,,,,,,,Nina Karković,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of/2005.0-Gold Edition/2011.0-Gold Edition/2013.0-Komplet 4 CDa
Colonia,Colonia,U Treptaj Oka,4:54,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of
Colonia,Colonia,Bye Bye,4:37,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet
Colonia,Colonia,Ruke U Zrak,4:12,Izgubljeni Svijet,,,,,,,,,,,,,Freestyle Kings,,,,,Saša Krnetić,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of/nan-Best Of/2008.0-The Platinum Collection
Colonia,Colonia,Ona,4:27,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of
Colonia,Colonia,Mjesečari,4:40,Izgubljeni Svijet,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Izgubljeni Svijet,nan-Izgubljeni Svijet/2003.0-The Best Of
Colonia,Colonia,Mala,,The Best Of,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-The Best Of,2003.0-The Best Of
Colonia,Colonia,Randezvous,,The Best Of,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-The Best Of,2003.0-The Best Of
Colonia,Colonia,"Kiša, Vjetar I Oluja",,The Best Of,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-The Best Of,2003.0-The Best Of
Colonia,Colonia,"Bye, Bye",,The Best Of,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-The Best Of,2003.0-The Best Of
Colonia,Colonia,Od Tvojih Osmjeha,,The Best Of,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-The Best Of,2003.0-The Best Of
Colonia,Colonia,Dok Je Tebe I Ljubav,,The Best Of,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-The Best Of,2003.0-The Best Of
Colonia,Colonia,Plamen Od Ljubavi,3:59,Plamen Od Ljubavi,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Plamen Od Ljubavi,2003.0-Plamen Od Ljubavi/nan-Dolazi Oluja/2005.0-Gold Edition/2005.0-The Best Of/nan-Best Of/2008.0-The Platinum Collection/2011.0-Gold Edition/2013.0-Komplet 4 CDa/2014.0-The Best Of Collection
Colonia,Colonia,Reklama Colonia Najava Albuma,0:20,Plamen Od Ljubavi,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-Plamen Od Ljubavi,2003.0-Plamen Od Ljubavi
Colonia,Colonia,C'est la vie/Boris Durdević,4:10,C'est la vie,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0-C'est la vie,2003.0-C'est la vie
Colonia,Colonia,C'est La Vie,4:07,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/nan-Dolazi Oluja/2005.0-The Best Of/2013.0-Komplet 4 CDa/2014.0-The Best Of Collection
Colonia,Colonia,Luda Za Tobom,4:25,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/2005.0-Gold Edition/2005.0-The Best Of/nan-Best Of/2008.0-The Platinum Collection
Colonia,Colonia,Što Mi Je Ovo Trebalo,3:45,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/nan-Best Of/2014.0-The Best Of Collection
Colonia,Colonia,Zima Je...,4:52,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/2008.0-The Platinum Collection
Colonia,Colonia,Dolazi Oluja,4:07,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/nan-Best Of/2008.0-The Platinum Collection
Colonia,Colonia,Iluzija,3:59,Dolazi Oluja,,,,,,,,,,,,,Zlatko Turkalj,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Oči Boje Meda,4:22,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/2005.0-The Best Of
Colonia,Colonia,Običan Dan,4:03,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/2005.0-Gold Edition/2005.0-The Best Of
Colonia,Colonia,Ne Gledaj Me Tako,3:23,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Ljeto 80 I Neke,5:31,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/2005.0-Gold Edition/2005.0-The Best Of
Colonia,Colonia,Prvi Poljubac,4:17,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja/2005.0-Gold Edition/2005.0-The Best Of/2011.0-Gold Edition/2013.0-Komplet 4 CDa/2014.0-The Best Of Collection
Colonia,Colonia,"Pali, Kreni, Gas I Friju Briju",4:06,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,C'est La Vie (Pop Carousel Mix),3:25,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Plamen Od Ljubavi (Native Mix),3:57,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Zima Je... (Alternative Radio Mix),4:59,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Dolazi Oluja (Alternative Radio Mix),4:10,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Oči Boje Meda (Alternative Radio Mix),4:33,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Oči Boje Meda (Gregorian Instrumental Remix),5:10,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Ljeto 80 I Neke (A Tribute To 80's Mix),5:02,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Zadnji Let Za Pariz (1985 Remix),4:56,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Oduzimaš Mi Dah (Acoustic Radio Remix),3:36,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Za Tvoje Snene Oči (Special Korean Remix),5:22,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Discography,,Dolazi Oluja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dolazi Oluja,nan-Dolazi Oluja
Colonia,Colonia,Običan Dan (Radio Edit),4:03,Običan Dan,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Običan Dan,2004.0-Običan Dan
Colonia,Colonia,Običan Dan (Motiwwwo Rmx),6:44,Običan Dan,2004.0,,,,Motiwwwo,,,,,,,,,,,,,,,,,,,,,,2004.0-Običan Dan,2004.0-Običan Dan
Colonia,Colonia,Običan Dan (Magnetic Rmx),3:55,Običan Dan,2004.0,,,,Magnetic (13),,,,,,,,,,,,,,,,,,,,,,2004.0-Običan Dan,2004.0-Običan Dan
Colonia,Colonia,Običan Dan (Summer Chillin' Rmx),4:16,Običan Dan,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Običan Dan,2004.0-Običan Dan
Colonia,Colonia,Nema Nade,,Nema Nade,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Nema Nade,2004.0-Nema Nade/nan-Najbolje Od Svega/nan-Best Of
Colonia,Colonia,Nema Nade - Shax Remix,,Nema Nade,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Nema Nade,2004.0-Nema Nade
Colonia,Colonia,Nema Nade - Harem Remix,,Nema Nade,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Nema Nade,2004.0-Nema Nade
Colonia,Colonia,Ni Traga Ni Glasa,,Nema Nade,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Nema Nade,2004.0-Nema Nade/nan-Najbolje Od Svega
Colonia,Colonia,Radio Reklama,,Nema Nade,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Nema Nade,2004.0-Nema Nade
Colonia,Colonia,Intervju,,Nema Nade,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Nema Nade,2004.0-Nema Nade
Colonia,Colonia,Najbolje Od Svega - Radio Edit,,Najbolje Od Svega,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Najbolje Od Svega,2004.0-Najbolje Od Svega
Colonia,Colonia,Najbolje Od Svega - House Remix,,Najbolje Od Svega,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Najbolje Od Svega,2004.0-Najbolje Od Svega
Colonia,Colonia,Najbolje Od Svega - Club Remix,,Najbolje Od Svega,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Najbolje Od Svega,2004.0-Najbolje Od Svega
Colonia,Colonia,Kao Pahulja,,Najbolje Od Svega,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0-Najbolje Od Svega,2004.0-Najbolje Od Svega/2005.0-Kao Pahulja
Colonia,Colonia,A Little Bit Of Uh La La... (Video Mix),3:49,A Little Bit Of Uh La La...,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-A Little Bit Of Uh La La...,nan-A Little Bit Of Uh La La...
Colonia,Colonia,A Little Bit Of Uh La La... (Stevo Vs. Doug Laurent Club Mix),5:21,A Little Bit Of Uh La La...,,,,,Stevo Djuric,,,,,,,,,,,,,,,,,,,,,,nan-A Little Bit Of Uh La La...,nan-A Little Bit Of Uh La La...
Colonia,Colonia,A Little Bit Of Uh La La... (Radio Mix),3:29,A Little Bit Of Uh La La...,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-A Little Bit Of Uh La La...,nan-A Little Bit Of Uh La La...
Colonia,Colonia,A Little Bit Of Uh La La... (DJ Roy Davis Mix),3:49,A Little Bit Of Uh La La...,,,,,DJ Roy Davis,,,,,,,,,,,,,,,,,,,,,,nan-A Little Bit Of Uh La La...,nan-A Little Bit Of Uh La La...
Colonia,Colonia,A Little Bit Of Uh La La... (Area 51 Extended Mix),3:52,A Little Bit Of Uh La La...,,,,,Area 51 (8),,,,,,,,,,,,,,,,,,,,,,nan-A Little Bit Of Uh La La...,nan-A Little Bit Of Uh La La...
Colonia,Colonia,C`est La Vie,4:09,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition/2011.0-Gold Edition
Colonia,Colonia,U Ritmu Ljubavi (Summer Extended RMX),4:16,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Dok Je Tebe I Ljubavi (Unreleased Extended RMX),4:13,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Ti Da Bu Di Bu Da (Goblin Extended RMX),4:40,Gold Edition,2005.0,,,,Goblin (19),,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Božićna Noć (Remix),4:00,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Prvi I Zadnji (LP Extended RMX),6:26,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Takvi Kao Ti (LP Extended RMX),6:55,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Još Jednom Za Kraj (LP Extended RMX),5:53,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Svijet Voli Pobjednike (FT Neno DJ) (LP Extended RMX),4:54,Gold Edition,2005.0,,,,,,,,,,,,Neno DJ,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Za Tvoje Snene Oči (LP Extended RMX),7:57,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Oduzimaš Mi Dah (Acapella Dub Mix),3:52,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,C`est La Vie (Pop Carousel Mix),3:37,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Običan Dan  (Motiwwwo Remix),6:46,Gold Edition,2005.0,,,,Motiwwwo,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Medley Hit Mix 2005 (Vatra I Led - Sve Oko Mene Je Grijeh - Dio Nje),6:36,Gold Edition,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Gold Edition,2005.0-Gold Edition
Colonia,Colonia,Varalico (Radio Edit),,Varalico,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Varalico,2005.0-Varalico
Colonia,Colonia,Varalico (Album Version),,Varalico,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Varalico,2005.0-Varalico
Colonia,Colonia,Božićna Čestitka,0:56,Kao Pahulja,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Kao Pahulja,2005.0-Kao Pahulja
Colonia,Colonia,Svijetla Grada,4:42,The Best Of,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-The Best Of,2005.0-The Best Of/2013.0-Komplet 4 CDa
Colonia,Colonia,Zadnji Let Za Paris,4:35,The Best Of,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-The Best Of,2005.0-The Best Of
Colonia,Colonia,Najbolje Od svega,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Time,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega/2007.0-Promo Sampler
Colonia,Colonia,Sad Te Ima Sad Te Nema,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Tako Sexy,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega/nan-So Sexy / Tako Sexy
Colonia,Colonia,Meni Treba Ljubavi,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,Jelena Majić,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Tako Kratko Te Znam,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Drugi Čovjek,,Najbolje Od Svega,,,,,,,,,,,,Dalibor Paurić,,,,,,,Jelena Majić,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Padaju  Domine,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Varalico,,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,Dalibor Paurić,Dalibor Paurić,Dalibor Paurić,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Nema Nade (Harem RMX),,Najbolje Od Svega,,,Harem (4),,Harem (4),Harem (4),,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Time (Eurodance RMX),,Najbolje Od Svega,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najbolje Od Svega,nan-Najbolje Od Svega
Colonia,Colonia,Na Tvoj Strani Postelje,,Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Best Of,nan-Best Of
Colonia,Colonia,Ces´t La Vie,,Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Best Of,nan-Best Of
Colonia,Colonia,Zima Je ...,,Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Best Of,nan-Best Of
Colonia,Colonia,Do Kraja (Radio Edit),4:11,Do Kraja,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Do Kraja,2006.0-Do Kraja
Colonia,Colonia,Do Kraja (Pop Rmx),3:47,Do Kraja,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Do Kraja,2006.0-Do Kraja
Colonia,Colonia,Do Kraja (Ed Space Rmx),4:42,Do Kraja,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Do Kraja,2006.0-Do Kraja
Colonia,Colonia,Do Kraja (Analogical Rmx),4:30,Do Kraja,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Do Kraja,2006.0-Do Kraja
Colonia,Colonia,Svijet Voli Pobjednike (Remix 2006),4:21,Navijačka Groznica,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Navijačka Groznica,2006.0-Navijačka Groznica
Colonia,Colonia,Do Kraja,4:11,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja/2008.0-The Platinum Collection/2009.0-Special Dance Edition
Colonia,Colonia,Pogledom Me Skini,3:39,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja/2007.0-Pogledom Me Skini/2008.0-The Platinum Collection
Colonia,Colonia,Oči U Oči,3:43,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Tipično Muški,3:29,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Dvoje,3:30,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja/2008.0-The Platinum Collection
Colonia,Colonia,Fjaka,2:47,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Samo Da Si Tu,3:39,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Party On!,4:17,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja/2007.0-Promo Sampler
Colonia,Colonia,Nedostaješ Mi,4:09,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Nisam Više Tvoja,3:46,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Svašta Mi Pada Na Pamet,3:52,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Devotion,3:43,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja/2007.0-Promo Sampler
Colonia,Colonia,So Sexy [Eric's Magic Touch Remix],4:51,Do Kraja,,,,,Eric Destler,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,Do Kraja (Pop RMX),3:48,Do Kraja,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Do Kraja,nan-Do Kraja
Colonia,Colonia,So Sexy (English Version),4:17,So Sexy / Tako Sexy,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-So Sexy / Tako Sexy,nan-So Sexy / Tako Sexy
Colonia,Colonia,So Sexy (Eric Destler Remix),3:39,So Sexy / Tako Sexy,,,,,Eric Destler,,,,,,,,,,,,,,,,,,,,,,nan-So Sexy / Tako Sexy,nan-So Sexy / Tako Sexy
Colonia,Colonia,So Sexy (Eric's Magic Touch House Dub),4:51,So Sexy / Tako Sexy,,,,,Eric Destler,,,,,,,,,,,,,,,,,,,,,,nan-So Sexy / Tako Sexy,nan-So Sexy / Tako Sexy
Colonia,Colonia,Varalico (Dee Jay Time By DNE Remix),5:45,So Sexy / Tako Sexy,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-So Sexy / Tako Sexy,nan-So Sexy / Tako Sexy
Colonia,Colonia,Time (B.D.J. Eurodance Remix),4:17,So Sexy / Tako Sexy,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-So Sexy / Tako Sexy,nan-So Sexy / Tako Sexy
Colonia,Colonia,Pogledom Me Skini (Alternative Radio Rmx),3:54,Pogledom Me Skini,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Pogledom Me Skini,2007.0-Pogledom Me Skini
Colonia,Colonia,Pogledom Me Skini (Quick Link Electro Rmx),4:49,Pogledom Me Skini,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Pogledom Me Skini,2007.0-Pogledom Me Skini
