Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Backing Vocals_discogs,Arranged By_discogs,Music By_discogs,Producer_discogs,Guest_discogs,Lyrics By_discogs,Featuring_discogs,Backing Vocals [Additional]_discogs,Choir_discogs,Engineer [Additional Backing Vocals Recordings]_discogs,Engineer [Dobro Recordings]_discogs,Engineer [Gospel Choir Vocals Recordings]_discogs,Engineer [Vocals Recordings]_discogs,Guitar [Dobro]_discogs,Vocals [Choir Solo Parts]_discogs,Vocals [Choir]_discogs,Arranged By [Vocals]_discogs,Engineer [Guitars_discogs,Keyboards_discogs,Drum Programming Recordings]_discogs,Engineer [Sitar_discogs,Mandolins_discogs,E-bow Guitars Recordings]_discogs,Guitar [E-bow]_discogs,Sitar_discogs,Mandolin_discogs,Organ [Hammond]_discogs,Vocals_discogs,Lyrics By [Italian Lyrics]_discogs,Piano_discogs,Vocals [Featuring]_discogs,Written By [Italian Translation]_discogs,Engineer [Dobro_discogs,Performer [Boomerang]_discogs,Written-By_discogs,Engineer [Mandolins Recordings]_discogs,Engineer [Violin Recordings]_discogs,Lyrics By [Svahili]_discogs,Bass_discogs,Engineer [Drums And Bass Recordings]_discogs,Flute [Irish Flute]_discogs,Engineer [Piano Recordings]_discogs,Violin_discogs,Programmed By_discogs,Bass [Acoustic Bass]_discogs,Bass [Electric Bass]_discogs,Congas_discogs,Engineer [Drums And Bass_discogs,Piano Recordings]_discogs,Engineer [Vocals_discogs,Additional Backing Vocals_discogs,Congas Recordings]_discogs,Guitar_discogs,Guitar [Lead]_discogs,Drum Programming_discogs,Violins_discogs,Percussion Recordings]_discogs,Percussion_discogs,Engineer_discogs,Performer_discogs,Acoustic Guitar_discogs,Electric Guitar_discogs,Synthesizer_discogs,Drums_discogs,Electric Guitar [Solo]_discogs,Electric Piano_discogs,Featuring [Guest]_discogs,Acoustic Guitar [Solo]_discogs,Guitar [Nylon]_discogs,Cello_discogs,Viola_discogs,Organ_discogs,Harmonica_discogs,Bouzouki [Irish]_discogs,Violin [Pizzicato]_discogs,Organ [Solo]_discogs,Piano [Acoustic]_discogs,Accordion_discogs,Arranged By [Co-arranged]_discogs,Clarinet_discogs,Saxophone_discogs,Saxophone [Sopran]_discogs,Effects [Boomerang]_discogs,Guitar [Flamenco_discogs,Solo]_discogs,Piano [Solo]_discogs,Trumpet_discogs,Mixed By_discogs,Remix_discogs,Lyrics By [English]_discogs,Lyrics By [French]_discogs,Vocals [Duet]_discogs,Didgeridoo_discogs,Drums [Additional]_discogs,Vocals [Special Guest]_discogs,Arranged By [Choir]_discogs,Guitar [Laid Back]_discogs,Guitar [Pedal Steel]_discogs,Brass_discogs,Pedal Steel Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Gibonni,Zlatan Stipišić Gibonni,CD 1 Sa Mnom Ili Bez Mene,,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Bolje Da Sam Šutio,3:05,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Sve Će Biti K’o Nekada,4:11,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,CD 2 Noina Arka,,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Nek’ Se Dijete Zove Kao Ja,4:24,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija/nan-Kolekcija/2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,CD 3 Kruna Od Perja,,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,"Predstavi Se, Tko Si",4:25,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Goli Pod Zvijezdama,4:36,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,"Ljudi, Drž’te Lopova",5:12,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Ozdravi Mi Ti (Instrumental),3:48,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,CD 4 Koncert,,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Da Mi Je Biti Morski Pas,2:56,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija/2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,CD 5 Ruža Vjetrova,,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,"Mogu Se Kladit U Bilo Što (Bez Tebe, Lakše Bi Živio)",4:05,Kolekcija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija,nan-Kolekcija
Gibonni,Zlatan Stipišić Gibonni,Sebi Dovoljna,4:21,Sebi Dovoljna,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatan Stipišić Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0-Sebi Dovoljna,2005.0-Sebi Dovoljna/nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Ispod Moga Pramca / Tempera,4:25,The Best Of Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Gibonni,nan-The Best Of Gibonni
Gibonni,Zlatan Stipišić Gibonni,Nije Vrime Od Nedije Za U Poje Poć,4:02,The Best Of Gibonni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of Gibonni,nan-The Best Of Gibonni
Gibonni,Zlatan Stipišić Gibonni,Vrime Da Se Pomirim Sa Svitom (Electric),5:29,Vrime Da Se Pomirim Sa Svitom,2006.0,Vladimir Pavelić,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,Tony Levin,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,Nikša Bratoš,Nikša Bratoš,Nikša Bratoš,Dalibor Marinković,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Vrime Da Se Pomirim Sa Svitom,2006.0-Vrime Da Se Pomirim Sa Svitom/nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Vrime Da Se Pomirim Sa Svitom (Acoustic),5:16,Vrime Da Se Pomirim Sa Svitom,2006.0,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,Marko Ramljak,,,,,,,,,,,,,,,Tommy Emmanuel,,,Tommy Emmanuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Vrime Da Se Pomirim Sa Svitom,2006.0-Vrime Da Se Pomirim Sa Svitom/nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,CD 1,,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Ostat’ Ću Na Nogama,4:50,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Nek’ Se Dijete Zove Kao Ja (Live),4:22,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Dvije Duše (Live),5:19,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,CD 2,,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Anđeo U Tebi,5:40,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection/nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Tempera (Ispod Moga Pramca),4:27,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Ja Ću Budan Sanjati,5:06,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection/2010.0-Najbolje Pjesme
Gibonni,Zlatan Stipišić Gibonni,Ozdravi Mi Ti (Live),3:50,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Što Je Meni Tvoja Nevjera (Live),3:43,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Gibonni,Zlatan Stipišić Gibonni,Kad Sam Nasamo S Njom,,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Dragan Brnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matija Dedić,,,,,,,,,Tony Levin,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,Nikša Bratoš,,Nikša Bratoš,Manu Katché,,Nikša Bratoš,,Tommy Emmanuel,Vlatko Stefanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)/nan-Familija
Gibonni,Zlatan Stipišić Gibonni,Zavezanih Očiju (Evo Me Doma),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Zvonimir Kovačić,,,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,Kristian Terzić,,,,,,,,,Alen Svetopetrić,,,,Marko Ramljak,Nikša Bratoš,,,,,,,,,,,,,,,,,Nikša Bratoš,Nikša Bratoš,Nikša Bratoš,Manu Katché,Vlatko Stefanovski,,Mladen Badovinac,,,Stanko Kovačić,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Šta Će Meni Moja Dica Reć (Comfort Verzija),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Zlatko Volarević Dilayla,,,,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,Nikša Bratoš,,,,,,,,,Tony Levin,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,Nikša Bratoš,Nikša Bratoš,Nikša Bratoš,Manu Katché,Vlatko Stefanovski,Kristian Terzić,,,,Stanko Kovačić,,Kristian Terzić,Neven Mijač,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Hodaj,,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Zvonimir Kovačić,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,Robert Vrbančić,,,,,Nikša Bratoš,,,,,,,,,,,,,,Matko Petrić,,,Nikša Bratoš,Nikša Bratoš,Nikša Bratoš,Dalibor Marinković,Vlatko Stefanovski,,,,,,,,Neven Mijač,Nino Nimac,Marko Ramljak,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Mi Svijetlimo,,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Žare Batinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Levin,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,,Nikša Bratoš,Kristian Terzić,Dalibor Marinković,Vlatko Stefanovski,Nikša Bratoš,,,,,,,,,,Oliver Dragojević,Kristian Terzić,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Tija Bi Te Zaboravit,,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Špiro Jurić,,,,,,,,,,,,,,,,,,Duško Ivelić,,,,,,,Nikša Bratoš,,,,Duško Ivelić,,,,,Traditional,,,,,,,,,Duško Ivelić,,,,,,,,,,,,,,,,,Zlatko Brodarić,Nikša Bratoš,,,,,,,,,,,,,,,,Zlatan Došlić,Goran Bregović,Nikša Bratoš,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)/nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Oslobodi Me (Ako Znaš O Čemu Govorim),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Vladimir Pavelić,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,Nikša Bratoš,,,,,,,,,Tony Levin,,,,,Nikša Bratoš,,,,,,,,,,,,,,,,,Nikša Bratoš,Nikša Bratoš,,Manu Katché,Vlatko Stefanovski,,,,,,,,,,,,,,,Adnan Busuladžić,,Adnan Busuladžić,Vlatko Stefanovski,Vlatko Stefanovski,Vlatko Stefanovski,Kristian Terzić,Josip Grah,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Šta Će Meni Moja Dica Reć (Bistra Verzija),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,Teo Brajčić,,,Ivica Čović Pipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Reljanović,,,,Marko Ramljak,,,,,,,,,,,,,,,Matko Petrić,,,,Zlatko Brodarić,,Dalibor Marinković,,,,,,,,,,,,,,Vinko Didović,,,,,,,,,,Ivica Čović Pipo,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,....,,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Sebi Dovoljna (Coco Mosquito Remix),,Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),,,,,Gordan Muratović,,,,,,,,,,,,,,,,,,,,,,Nikša Bratoš,,,,Nikša Bratoš,,,,,,,,,Tony Levin,,,,,Coco Mosquito,,,,,,,,,,,,,,,,,Coco Mosquito,Tonči Radić,,Dalibor Marinković,Vlatko Stefanovski,,,,,,,,,,Marko Ramljak,,,,,,,,,,,,,,Coco Mosquito,,,,,,,,,,,,nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare),nan-Unca Fibre (Vodič Za Brodolomce I Anđele Čuvare)
Gibonni,Zlatan Stipišić Gibonni,Acoustic,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Šta Će Meni Moja Dica Reć?,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Electric,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Vrime Da Se Pomirim Sa Svitom,,Live Acoustic:Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live Acoustic:Electric,nan-Live Acoustic:Electric
Gibonni,Zlatan Stipišić Gibonni,Nije Vrime Od Nedije Za U Poje Poči,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Šta Je Meni Tvoja Nevjera,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Tebi Nisam Bio Vijeran,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Dvije Duše,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Kruna Od Perja (Bonus Tracks ) ,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ovo Mi Je Škola (Bonus Tracks ) ,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Zašto Praviš Slona Od Mene,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Misliš Da Sam Blesav,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ti Si Mi U Mislima,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Ja Bih Preživio,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Elaa Ee,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Gibajmo Se,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Jače Manijače,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Nisam Mog'o S Njom,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Imam Rep,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni,Moja Ljubav,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
Gibonni,Zlatan Stipišić Gibonni, 	Ljubav Se Zove Imenom Tvojim,,The best Of,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The best Of,2009.0-The best Of
