Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija
nkaHNg1X_1_10,Petar Grašo,Petar Grašo,Je l' ti reka' 'ko,961,"Sve sta san o tebi zna
sta san cuja, vidija
viruj, sad san shvatija
da sve, da sve to nista je

Covik sve upozna onda tek
kada cilo srce drugon da
i prizna da je volija
 
Ref. 2x
Je l' ti reka' 'ko
je l' ti reka' 'ko
je l' ti reka' 'ko
onako iskreno

Da bi za tebe umra ja
i bez da trepnen
i opet rodija se
samo da te sretnen

Je l' ti reka' 'ko
onako iskreno

Poznan te ka' dobar dan
znan ti duse svaki gram
znan ti tilo napamet, za pet
za sve san druge zauzet

Tesko mi je to i zamislit'
kakav bi to samo bija svit
u kon cu ja, u kon cu ja
bez tebe bit'

Ref. 2x

I Bog da razdili lipotu tvoju svu
bilo bi je i na zemji
bilo bi je na nebu

Je l' ti reka' 'ko
onako iskreno","https://tekstovi.net/2,221,64675.html",,Jel' ti reka 'ko,Has Anyone Told You,,"Sve šta san o sebi zna
Šta san čuja, vidija
Viruj, sad san svatija
Da sve, da sve to ništa je. Čovik se upozna onda tek
Kada cilo srce drugom da
I prizna da je volija. [Refren]
Jel' ti reka 'ko?
Jel' ti reka 'ko?
Jel' ti reka 'ko, onako iskreno?
Da bi za tebe umra ja i bez da trepnem
I opet rodija se samo da te sretnem
Jel' ti reka 'ko, onako iskreno?. Poznan te ka dobar dan
Znan ti duše svaki gram
Znan ti tilo napamet, za pet
Za sve sam druge zauzet
Teško mi je to i zamislit
Kakav bi to samo bio svit
U kom ću ja, u kom ću ja
Bez tebe bit. [Refren]
Jel' ti reka 'ko?
Jel' ti reka 'ko?
Jel' ti reka 'ko, onako iskreno?
Da bi za tebe umra ja i bez da trepnem
I opet rodija se samo da te sretnem
Jel' ti reka 'ko, onako iskreno?. I Bog da razdili lipotu tvoju svud
Bilo bi je i na zemlji, bilo na nebu. Jel' ti reka 'ko, onako iskreno?","All I knew about myself
What I heard, saw
Trust me, now I realised
That all of it, all that is nothing. A man gets to know himself only when
He gives his whole heart away
And confesses he loved. [Refrain]
Has anyone told you?
Has anyone told you?
Has anyone told you, sincerely?
That I would die for you without a second thought
And be born again just so I would meet you
Has anyone told you, sincerely?. I know you like the back of my hand
I know every ounce of your soul
I know your body by heart, A plus
I am taken when others are concerned
It is hard for me to even imagine
What a world that would be
In which I, in which I would
Be without you. [Refrain]
Has anyone told you?
Has anyone told you?
Has anyone told you, sincerely?
That I would die for you without a second thought
And be born again just so I would meet you
Has anyone told you, sincerely?. And if God was to spread your beauty everywhere
There would be some of it on earth, and in heaven. Has anyone told you, sincerely?",https://lyricstranslate.com/en/jel-ti-reka-ko-has-anyone-told-you.html,,,,,,,,,,,
nkaHNg1X_1_11,Petar Grašo,Petar Grašo,Jedina,61982,"Jedina, jos te ima posvuda 
svaki dan je osuda, najgora
prstima, kosu sam ti cesljao
tvojim tijelom veslao
nocima nisam se smijao
ne pamtim otkad s drustvom opijao
 
Osjecao mlad i oni mi govore
da nisi vrijedna ti
sta zivim jadno i bijedno
i bjezim od sebe i njih
(a briga me za svih)

Zalite me drugovi
prijatelji najbolji
jer me ona ne voli
jer me ona ne voli

zalite me moji svi
prijatelji najbolji
jer ako necu biti njen
neka umrem isti tren
umrem nevoljen

I jedina, jos te ima posvuda 
i svaki dan je osuda, najgora
nisam se smijao, ne pamtim 
otkad s drustvom opijao

Osjecao mlad i oni mi govore
da nisi vrijedna ti
sta zivim jadno i bijedno
i bjezim od sebe i njih
(a briga me za svih)

Ref.","https://tekstovi.net/2,221,5674.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/jedina-1127.htm,Jedina,2003 - Šporke riči,2005 - Uvertira,,,,,,
nkaHNg1X_1_12,Petar Grašo,Petar Grašo,Jos uvik slipo virujen,33856,"Jos uvik slipo virujen
da 'vaka jubav puknit nece
jer tako sebe smirujen
jer tako vrime lipse tece

Ti nisi moja ne mo's krit
jer zakon sutnje tu ne vazi
srce se ne da privarit
i bez da kazes ric, vatan te u lazi
 
Daj mu dusu, daj mu svoje tilo
laz za jubav to najbolje znas
ka da nikad nista nije bilo
ovu jubav ubijas

Ref.
Jos uvik slipo virujen
u jubav divlju, pravu, ludu
za koju vridi gladan bit
za koju vridi ostarit, zivit i umrit

Daj mu dusu, daj mu svoje tilo
laz za jubav, to najbolje znas
ka da nikad nista nije bilo
ovu jubav ubijas

Sta me vuce jos jubavi toj
s kojon prosa san krv i suze i znoj
a sta me vuce da jos san uvik tvoj","https://tekstovi.net/2,221,5676.html",,Još Uvik Slipo Virujem,I Still Blindly Believe,,"Još uvik slipo virujen
Da vaka jubav puknit neće
Jer tako sebe smirujen
Jer tako vrime lipše teče
Ti nisi moja nemoš krit
Jer zakon šutnje tu ne važi
Srce se ne da privarit
I bez da kažeš rič, 'vatan te u laži. Daj mu dušu, daj mu svoje tilo
Laž za jubav to najbolje znaš
Ka da nikad ništa nije bilo
Ovu jubav ubijaš. Još uvik slipo virujen
U jubav divlju, pravu, ludu
Za koju vridi gladan bit
Za koju vridi ostarit,
Živit i umrit. Daj mu dušu, daj mu svoje tilo
Laž za jubav, to najbolje znaš
Ka da nikad ništa nije bilo
Ovu jubav ubijaš. Šta me vuče još jubavi toj
S kojon proša san krv i suze i znoj
A šta me vuče da još san uvik tvoj","I still blindly believe
that such a love will never break
so I calm myself
because time passes nicer this way
you're not mine, you can't hide it
the law to remain silent doesn't apply here
the heart can't be cheated
even when you don't say a word, I catch you in a lie. Give him your soul, give him your body
a lie for love, that's what you know best
as if there was nothing, ever
you're killing this love. I still blindly believe
in wild, real and crazy love
worth being hungry for
worth growing old
living and dying for. Give him your soul, give him your body
a lie for love, that's what you know best
as if there was nothing, ever
you're killing this love. Why do I still feel drawn to that love
giving me only blood and tears and sweat
what pulls me so that I'm still yours",https://lyricstranslate.com/en/jo%C5%A1-uvik-slipo-virujem-i-still-blindly-believe.html,,,,,,,,,,,
nkaHNg1X_1_13,Petar Grašo,Petar Grašo,Kad ostarim ,28864,"Ne vjeruj 
Kad kazu da sam lud 
Da me znaju 
Od 'ko zna gdje 
I 'ko zna kud 

Reci ce da gone mene 
A boje se svoje sjene 
Sjene ruzne 
kao ljudska cud 
 
Pobjegni 
Kad kazu da me znaju 
Kad ti casnu rijec 
Bez malo casti daju 
Misevi su to u boci 
Nisu moji to svjedoci 
Njihove ih oci odaju 

Trebas mi ti, snagu mi daj 
Ti budi moj pocetak i kraj 
Umoran sam i malo me strah 
Zagrli me, trebam tvoj dah 

Trebas mi ti, snagu mi daj 
Budi moj put kroz trnje u raj 
Kad utihnu svjetla i dim 
Kad ostarim 

Ne vjeruj 
Kad kazu da sam tih 
Da ne jeci pjesma moja 
I moj stih 

Ne leze im moje rime 
Vjeruj nemam nista s time 
Kriv sam 
Jer sam bolji ja od njih 

Trebas mi ti, snagu mi daj 
Ti budi moj pocetak i kraj 
Umoran sam i malo me strah 
Zagrli me, trebam tvoj dah 

Trebas mi ti, snagu mi daj 
Budi moj put kroz trnje u raj 
Kad utihnu svjetla i dim 
Kad ostarim 

Ne mari 
Za sapat sto me vrijedja 
Hrabrih ratnika 
Sto napadaju s ledja 

Ne ljuti se vec ih zali 
Jer su sami, jer su mali 
Ljubav nisu ni upoznali 

Zagrli me dok nas ima 
Zagrli me ide zima 
Vrijeme ipak dolazi po svih","https://tekstovi.net/2,221,2698.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/kad-ostarim-1120.htm,Kad ostarim,,,,,,,,
nkaHNg1X_1_14,Petar Grašo,Petar Grašo,Kada krenu vlakovi,19581,"Lako tebi, ti se uvijek
Nekom vratis
I bez rijeci i bez volje
Niti da mu slazes bolje
Da mu oci zatvoris

Lako tebi, sve ti zelim
Sve ti dajem
Srebr'n mjesec iznad vode
Sto u nebo zorom ode
Kada krenu vlakovi
 
Idi i ti s njima
Idi nek' te svatko ima
Kad me vise ne volis

Idi, idi putuj s njima
Idi juznim gradovima
Putuj dok ne ostaris
Samo ostavi me ti
Kada krenu vlakovi

Lako tebi, srecu imas
Na tom svijetu
Ja ni sestre niti brata
U samoci sto me hvata
Kada krenu vlakovi","https://tekstovi.net/2,221,2491.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/kada-krenu-vlakovi-1118.htm,Kada krenu vlakovi,,,,,,,,
nkaHNg1X_1_15,Petar Grašo,Petar Grašo,Ko nam brani,72683,"Nekad cini mi se
da je propalo sve 
nista nece da krene 
lose doslo je vrijeme 
a ja ne vidim spas za nas 

Zato bjezim od svih 
nekad napisem stih 
nekad odem do sanka 
al' je linija tanka 
izmedju jave i sna
vrha i dna i pjevam 

Ref.
Hej, duso, 'ko nam brani 
da bude sve 'ko lani 
na moju dusu stani i ostani 

Covjek pokvari sve 
prije il' kasnije 
ljubav nije za ljude 
neka bude sta bude 
necu pustit' ni glas za nas 

Zato bjezim od svih 
nekad napisem stih 
nekad odem do sanka
al' je linija tanka 
izmedju jave i sna 
vrha i dna i pjevam 

Ref.","https://tekstovi.net/2,221,5677.html",,Tko nam brani,Who Stands In Our Way,,"Nekad čini mi se
1
Da je propalo sve.
Ništa neće da krene,
Loše došlo je vrijeme,
A ja ne vidim spas za nas.. (Pred-pripjev)
Zato bježim od svih,
Nekad napišem stih,
Nekad odem do šanka,
Al' je linija tanka
Između jave i sna, vrha i dna.
I pjevam:. (Pripjev x2)
Hej, dušo, 'ko nam brani
Da bude sve 'ko lani?
Na moju dušu stani i ostani.. Čovjek pokvari sve,
Prije il' kasnije.
Ljubav nije za ljude
I neka bude šta bude,
Neću pustit' ni glas za nas.. (Pred-pripjev). (Pripjev....)","Sometimes it seems to me
That everything fell through.
Nothing will go right,
A bad time had come,
And I don't see a salvation for us.. (Pre-chorus)
So I run from everyone,
Sometimes I write a vers,
Sometimes I go to the bar,
But the line is fragile,
Between the reality and dream, top and the bottom.
And I sing:. (Chorus x2)
Hey, honey, who stands in our way
From everything being as it was last year?
Step on my soul and stay there.. Man ruins everything,
Sooner or later.
Love is not for people,
And let it be what shall be,
I won't say a word for us.. (Pre-chorus). (Chorus x)",https://lyricstranslate.com/en/tko-nam-brani-who-stands-our-way.html,,,,,,,,,,,
nkaHNg1X_1_16,Petar Grašo,Petar Grašo,Lakse mi je s' njom,32164,"Lakse mi je s njom
nego sa tobom 
dala mi je sve 
ljubav, sricu, dom 
kad se pokrijen
srcu otkrijen 
da mi fale dani sa tobom 
 
Boze, daj mi ljubavi
da mi prodju dani ti 
u mom srcu njen je dom 
na svom dlanu spavan s njon 

Boze, daj mi ljubavi
da mi prodju dani ti 
kada zaspe, sanja li 
dane sto smo zivili 

Kad se budi, sazna li 
da smo isto nesritni","https://tekstovi.net/2,221,5679.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/lakse-mi-je-s-njom-1111.htm,Lakše mi je s njom,1999 - Utorak,1999 - Melodije Jadrana 1999,1999 - Split 1999,2000 - Najveći hitovi vol.3,2005 - Uvertira,,,
nkaHNg1X_1_17,Petar Grašo,Petar Grašo,Ljubav jedne zene,55329,"Nebo moje ljubavi
prekrila je siva boja 
i da mogu letjeti 
k'o sto leti ljubav moja 
u san dosao bih njen 
tiho k'o u Betlehem 
k'o u Betlehem 
 
Ref.
Ljubav jedne zene 
tece mi kroz vene
smiri se, pa krene 
kad je najgore 

Ljubav jedne zene 
tece mi kroz vene
smiri se, pa krene 
kad je najgore
kad je najgore","https://tekstovi.net/2,221,5680.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/ljubav-jedne-zene-1115.htm,Ljubav jedne žene,1999 - Utorak,1999 - Dora 1999,2000 - Najveći hitovi vol.3,2005 - Uvertira,,,,
nkaHNg1X_1_18,Petar Grašo,Petar Grašo,Ljubav pozlati sve,49201,"Tvrda je kora od kruha
sto tjera nas na dalek put
al' osmijeh od uha do uha
uz tebe bih mogao svud

Kroz san sam vidio dan, taj dan
kroz san ja cuo sam glas
 
Hodao ja sam na zici
na zici od lakoga sna
skrivao srce u ptici
i tebe sam trazio ja

Kroz san sam vidio dan, taj dan
kroz san ja cuo sam glas

Ref.
Sve dobro u ljudima
ti donosis to
u meni, u drugima
pobjedjujes zlo

Zlatne poluge sve
sunce prosulo je
tvome srcu da pozlati me

Sve se moze i zna
srce snagu ti da
kada blagoslov dobijes ti
ljubav sve pozlati

Na tvome toplome dlanu
ja spustio sam glavu
ko' da je cvijet
nisam te pustio samu
jer djecjim ocima 
si gledala svijet

Kroz san sam vidio dan, taj dan
kroz san ja cuo sam glas

Ref.

Zime promrzle me
al' sam borio se
da ti ugledam sjaj
kada dotakne me
ljubav pozlati sve
ljubav pozlati sve

Ref.","https://tekstovi.net/2,221,5678.html",,Ljubav sve pozlati,Love Turns Everything To Gold,Mjesec iznad oblaka,"Tvrda je kora od kruha
Što tjera nas na dalek put,
Al' osmijeh od uha do uha...
Uz tebe bih mogao svud.. Kroz san sam vidio dan, taj dan.
Kroz san ja čuo sam glas.. Hodao ja sam na žici,
Na žici od lakoga sna
I skrivao srce u ptici
I tebe sam tražio ja.. Kroz san sam vidio dan, taj dan.
Kroz san ja čuo sam glas.... (Pripjev)
Sve dobro u ljudima - ti donosiš to!
U meni, u drugima, pobjeđuješ zlo.
Zlatne poluge sve, sunce prosulo je
Tvome srcu da pozlati me.
Sve dobro u ljudima - ti donosiš to!
U meni, u drugima, pobjeđuješ zlo.
Sve se može i zna, srce snagu ti da
Kada blagoslov dobiješ ti,
Ljubav sve pozlati!. Na tvome toplome dlanu
Ja spustio sam glavu
Ko' da je cvijet.
Ja nisam te pustio samu
jer dječjim očima si
Gledala svijet.. Kroz san sam vidio dan, taj dan.
Kroz san ja čuo sam glas.... (Pripjev). Zime promrzle me, al' sam borio se
Da ti ugledam sjaj.
Kada dotakne me,
Ljubav sve pozlati!
Ljubav sve pozlati!. (Pripjev)","The bread crust which makes us
Take a long journey is hard,
But a smile ear to ear...
Next to you I could go anywhere.. Through sleep I saw a day, that day.
Through sleep I heard a voice.. I walked the rope,
The rope made of light sleep,
And I hid my heard in a bird
And I looked for you.. Through sleep I saw a day, that day.
Through sleep I heard a voice.. (Chorus)
All the good in people - you bring that out!
In me, in others, you win over the evil.
Sun spilled all the golden ingots
Out to your heart so it would turn me into gold.
All the good in people - you bring that out!
In me, in others, you win over the evil.
All can be done and known, heart gives you the strength
When you receive the blessing,
Love turns everything to gold!. On your warm palm
I rested my head
As it were a flower.
I didn't let you go alone
Because you looked at the world
Through the eyes of a child.. Through sleep I saw a day, that day.
Through sleep I heard a voice.. (Chorus). Winters made me cold, but I fought
So I would see your glow.
When it touches me,
Love turns everything to gold!
Love turns everything to gold!. (Chorus)",https://lyricstranslate.com/en/ljubav-sve-pozlati-love-turns-everything-gold.html,['Petar Grašo'],https://diskografija.com/pjesma/ljubav-sve-pozlati-1109.htm,Ljubav sve pozlati,,,,,,,,
nkaHNg1X_1_19,Petar Grašo,Petar Grašo,Lomi me,33110,"Godine su pomele 
vragove i andjele
lipo sve mi odnile
nikad nista vratile 

Ljudi srcem napukli
napukli pa pobigli 
al' tvrd ka stina ja san sad
star iznutra, vanka mlad 
 
Di god da san krenija
suputnik mi nevoja 
ne znan di ce odvesti
staza ove mladosti 

Cudni ljudi zive tu
sve sta vole razapnu 
al' tvrd ka' stina ja san sad
star iznutra, vanka mlad 

Ref.
Jer lomi, lomi me 
sta mi nema, nema nje 
sta mi nema nje 
i sve lipo rusi se
sta mi nema nje 
sta mi nema nje 

Di god da san krenija
suputnik mi nevoja 
ne znan di ce odvesti
staza ove mladosti 

Cudni ljudi zive tu
sve sta vole razapnu 
al' tvrd ka' stina ja san sad
star iznutra, vanka mlad 

Ref.

Ref.

Godine su pomele 
vragove i andjele","https://tekstovi.net/2,221,5675.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/lomi-me-1119.htm,Lomi me,1999 - Utorak,2005 - Uvertira,2008 - 10 Godina Melodija Hrvatskog Jadrana,,,,,
nkaHNg1X_1_20,Petar Grašo,Petar Grašo,Mjesec iznad oblaka,25710,"U tajnom gradu srca mog
skrivenom u predgradu
ja cuvam tebe najdraza
da mi te ne pronadu

Bez tebe ja sam nevazan
bez tebe ja sam samo zrak
ko mjesec iznad oblaka
ti mi svjetlis u moj mrak
 
Od pogleda ja sakrivam
tvoje osmjehe i plac
da ne bi nas razdvojio
tudje ljubomore mac

Ref.
Zivim, zivim za tebe
zivio bi' i ranije
sve nek' ide samo ti 
ostani, ostani

Spavaj, spavaj budi tu 
na mom toplom ramenu
sve nek' ide samo ti 
ostani, ostani

Na zidu moga sivila
ti si slika najljepsa
sto zivot mi produzuje
sto mi snagu poklanja

Ref.

Ko mjesec iznad oblaka
cuvam ljubav najljepsu
da ljudi je ne pronadju
da mi je ne oduzmu

Ref.","https://tekstovi.net/2,221,5722.html",,Mjesec iznad oblaka,Moon Above The Clouds,,"U tajnom gradu srca mog
skrivenom u predgrađu
ja čuvam tebe najdraža
da mi te ne pronađu. Bez tebe ja sam nevažan
bez tebe, ja sam samo zrak
ko' mjesec iznad oblaka
ti mi svjetliš u moj mrak. Od pogleda ja sakrivam
tvoje osmjehe i plač
da ne bi nas razdvojio
tuđe ljubomore mač. [Refreng
Živim, živim za tebe
živio bih i ranije
sve nek' ide, samo ti
ostani, ostani. Spavaj, spavaj budi tu
na mom toplom ramenu
sve nek' ide, samo ti
ostani, ostani. Na zidu moga sivila
ti si slika najljepša
što život mi produžuje
što mi snagu poklanja. [Refren]. Ko' mjesec iznad oblaka
čuvam ljubav najljepšu
da ljudi je ne pronađu
da mi je ne oduzmu. [Refren]","In the secret city of my heart
Hidden in the suburb
I guard you, my beloved
So they wouldn't find you.. Without you, I'm unimportant
Without you, I'm only air
Like the moon above the clouds
Youspread a light into my darkness. I keep your smiles and cries
Out of sight
So we wouldn't be separated
By the sword of someone else's jealousy. (Chorus)
I live, I live for you
I would have lived earlier
May everything go away, just you
Stay, stay. Sleep, sleep, be here
On my warm shoulder
May everything go away, just you
Stay, stay. On the wall of my drab
You are the most beautiful picture
All that prolongs my life
What gives me strength. (Chorus). Like the moon above the clouds
I keep the most beautiful love
So people wouldn't find it
So they wouldn't take it away from me. (Chorus)",https://lyricstranslate.com/en/mjesec-iznad-oblaka-moon-above-clouds.html,['Petar Grašo'],https://diskografija.com/pjesma/mjesec-iznad-oblaka-1100.htm,Mjesec iznad oblaka,,,,,,,,
nkaHNg1X_1_21,Petar Grašo,Petar Grašo,Moje zlato,50706,"Prije tebe zivot moj
pucanj bija je u prazno
i sve druge ne stanu
ni u rubriku pod razno

Tvoji otisci su tu
na mome srcu ka na casi
prava ljubav nikad ne promasi
 
Skupa smo se smijali
skupa plakali bez stida
i sad sam k'a i vojnik ja
koji epolete skida

I znam da nisam svetac
i znam da imam milijun mana
al' te volim sve do zadnjeg dana

Ref. 2x
(Ma) Ko ce nego ja 
moje zlato jubit'
'ocu da se zna, 'ej da se zna
da volim te jos, volim za poludit'

Ref.

I kunem ti se jednu stvar
gori nisam moga bit'
i dok me nisi dotakla
ja sam bija gluv i slip
jer nista mi nije
od nas vaznije

I ko ce

Ref.","https://tekstovi.net/2,221,49288.html",,Moje zlato,My treasure,Mjesec iznad oblaka,"Prije tebe život moj
1
Pucanj bija je u prazno,
I sve druge ne stanu
Ni u rubriku ""pod razno"".
Tvoji otisci su tu
Na mome srcu ka' na čaši,
Prava jubav nikad ne promaši.. Skupa smo se smijali,
Skupa plakali bez stida.
Sad san ka' i vojnik ja
Koji epolete skida.. I znan da nisan svetac,
i znan da iman miljun mana,
Al' te volin ...Sve do zadnjeg dana.. KO ĆE NEGO JA
MOJE ZLATO JUBIT?
OĆU DA SE ZNA, EJ, DA SE ZNA
DA VOLIN TE JOŠ
VOLIN ZAPOLUDIT. Kunen ti se, jednu stvar,
Gori nisan moga bit,
Dok me nisi dotakla
Ja san bija gluv i slip. Jer ništa mi nije od nas važnije...","My life was shot in the dark
Before you,
And all other women don't fit
Even in the rubric ''miscellaneous''.
Your fingerprints are here,
On my heart like on the glass,
Real love never misses(makes a mistake).. We laughed together,
We cried together without shame.
I am now like a solder
Who takes off the shoulder straps.. I know that I'm not saint,
I know I have a milion negative sides,
But I love you... Until the last day.. Who but me
Will kiss my treasure?
I want you all to know, hey, to know
That I still love you,
Love you (so much) so I will go crazy. I swear to you, one thing,
I couldn't be worst,
Untill you didn't touch me
I was deaf and blind. Because nothing is more important to me than us...",https://lyricstranslate.com/en/moje-zlato-my-treauser.html,['Petar Grašo'],https://diskografija.com/pjesma/moje-zlato-25818.htm,Moje zlato,,,,,,,,
nkaHNg1X_1_22,Petar Grašo,Petar Grašo,"More i ja, more i ti",16151,"Pobit' cu nocas u note i stih 
jer jos te ima u svakon od njih
tamo dise jos sve sta znaci mi
more i ja, more i ti

Covik se rodi i umire sam
al' postoji misto di siguran san
tamo dise jos sve sta znaci mi
more i ja, more i ti
 
Ja jos sam tvoj, jos me 
ova jubav tuce ka' i grom
ja jos sam tvoj, 
dok me muce 
glad i zedj za tobom
jos je moje more 
tvome vitru dom

Covik se rodi i umire sam
al' postoji misto di siguran sam
tamo dise jos sve sta znaci mi
more i ja, more i ti

Ja jos sam tvoj, jos me 
ova jubav tuce ka' i grom
ja jos sam tvoj, 
dok me muce 
glad i zedj za tobom 
jos je moje more 
tvome vitru dom

Ja jos sam tvoj, jos me 
ova jubav tuce ka' i grom
ja jos sam tvoj, 
dok me muce 
glad i zedj za tobom 
jos je moje more 
tvome vitru dom

jos je moje more 
tvome vitru dom","https://tekstovi.net/2,221,2699.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/more-i-ja-more-i-ti-1124.htm,"More i ja, more i ti",,,,,,,,
nkaHNg1X_1_23,Petar Grašo,Petar Grašo,Najteza ric,19230,"Ponovo si bez da san prista 
kroz moj zivot krenila 
i u srcu mom si pronasla mista
sta san za te cuva ja

A prid sviton ja san Bogon se klea
da san sve tvoje spalia
i zbog onog sta san za tebe prosa 
da si za me umrla
 
Znas od onda kad san za tebe cvita
kad san lip dan po tebi zva
i zbog tebe kad san zamalo umra
rekupera se nisan ja 

I ne spominjem te nigdi i nikom
progucam ric, kad krene van
a sve su samo lutke sa tvojon slikom 
s kojon guran ovaj bezimeni dan

Ref.
I dode mi da poludim
jer zivot ne ide
bez tebe, bez tebe

I dode mi da poludim
di ponos caruje
tu jubav nece pric
di ponos caruje
oprosti mi je najteza ric","https://tekstovi.net/2,221,5723.html",,,,,,,,['Petar Grašo'],https://diskografija.com/pjesma/najteza-ric-1133.htm,Najteža rič,,,,,,,,
nkaHNg1X_1_24,Petar Grašo,Petar Grašo,Ne boli me,18592,"Tvoje srce bilo je
prvi susid do moga
budilo me jutrom
priko prozora

Ali sudbine
staklo palo je
i puklo je
i puklo je
nadvoje
 
I skupija san hrabrost svu
cili svit u kuferu
i dvi tvoje suze
na mom prozoru

Ali nisan zna
konope drzat ja
konope sta
srca su nan vezala

Ref.
Ne boli me
ne boli me
sta san bez srice
sta san bez nje

I nije sta zivot san ranija svoj
nego san isto
bas isto ka moj
ja satra cili zivot tvoj","https://tekstovi.net/2,221,5705.html",,,,,,,https://lyricstranslate.com/en/translator/mabushii?page=1,['Petar Grašo'],https://diskografija.com/pjesma/ne-boli-me-1105.htm,Ne boli me,1997 - Mjesec iznad oblaka,2005 - Uvertira,,,,,,
nkaHNg1X_1_25,Petar Grašo,Petar Grašo,Ne znan za se,6185,"Ref. 
Ne znan za se, ne znan za se
samo rijetko ja se sastavim
ziv sam samo, ziv sam samo
kad' se s tobom zamislim

Ne znan za se, ne znan za se
samo rijetko ja se sastavim
slomit' ce me jutra plava
ako ja bez tebe ostarim
 
Kad te Bog u dusu takne
kao sta si mene ti
i na uho nesto sapne 
sta ti zivot promini

Stavi srca dva u jedno
to za zivot dosta je
kad te ljubav
 prave zene dotakne

Slomit ce me jutra plava
ako ja bez tebe ostarim

Ref. 2x","https://tekstovi.net/2,221,52738.html",,Ne znan za se,I don't know about myself,,"Refren
1
Ne znan za se ne znan za se
samo rijetko ja se sastavim
živ sam samo živ sam samo
kad se s tobom zamislim. Ne znan za se ne znan za se
samo rijetko ja se sastavim
slomit će me jutra plava
ako ja bez tebe ostarim. Kad te Bog u dušu takne
ka šta si mene ti
i na uho nešto šapne
šta ti život promini. Stavi srca dva u jedno
to za život dosta je
kad te jubav prave žene
dotakne. Refren
Ne znan za se ne znan za se
samo rijetko ja se sastavim
živ sam samo živ sam samo
kad se s tobom zamislim. Ne znan za se ne znan za se
samo rijetko ja se sastavim
slomit će me jutra plava
ako ja bez tebe ostarim. Stavi srca dva u jedno
to za život dosta je
kad te jubav prave žene
dotakne. Ne znan za se ne znan za se
samo rijetko ja se sastavim
slomit će me jutra plava
ako ja bez tebe ostarim. slomit će me jutra plava
ako ja bez tebe ostarim. Ne znan za se ja ne znan za se
Ne znan za se ja ne znan za se.... Ne znan za se ja ne znan za se
samo rijetko ja se sastavim","Refrain:
I don't know about myself, I don't know about myself
I rearly pull myself together
I'm only alive, I'm only alive
when i picture myself with you. I don't know about myself, I don't know about myself
I rearly pull myself together
Blue mornings will break me
If i get old without you. When God touches your soul
like you touched mine
and wisper in your ear
what changed your life. Put two hearts in one
that's enough for life
when a true woman's life
touches you. Refrain:
I don't know about myself, I don't know about myself
I rearly pull myself together
I'm only alive, I'm only alive
when i picture myself with you. I don't know about myself, I don't know about myself
I rearly pull myself together
Blue mornings will break me
If i get old without you. Put two hearts in one
that's enough for life
when a true woman's life
touches you. I don't know about myself, I don't know about myself
I rearly pull myself together
Blue mornings will break me
If i get old without you. Blue mornings will break me
If i get old without you. I don't know about myself, I don't know about myself
I don't know about myself, I don't know about myself... I don't know about myself, I don't know about myself
I rearly pull myself together",https://lyricstranslate.com/en/ne-znan-za-se-i-dont-know-about-myself.html,,,,,,,,,,,
