Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
37,QUgrhjBj_1_37,Colonia,Colonia,Jos jednom za kraj,47592,"Ljubila sam tvoje usne
na postelji od sna
s tobom prosla sve minute
od vrha pa do dna

I vjerovala slijepo
da trajace zauvijek
i vjerovala ti na rijec
na topli pogled
 
Ali u trenu je nestalo sve
u maglu pretvorilo se
gdje smo pogrijesili
sada svejedno je

Ref.
Poljubi me jos jednom za kraj
ma pusti me da pamtim taj osjecaj
zagrli me kao nikada
jer odlazimo na put bez povratka

I slazi me jos jednom za kraj
snagu za zivot, nadu mi daj
zagrli me kao nikada
ovdje izlazimo, zadnja je stanica

Voljela sam cijelim tijelom
i ostala bez sna
u tisini plave noci
srca slomljena

I vjerovala sam da nasa
ljubav trajace zauvijek
i vjerovala ti na rijec
na topli osmijeh

Ali u trenu je nestalo sve
u maglu pretvorilo se
gdje smo pogrijesili
sada svejedno je

Ref.","https://tekstovi.net/2,140,6248.html",,,,,,,,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Colonia'],2001 - Milijun milja od nigdje,2005 - Gold edition - remix,https://diskografija.com/pjesma/jos-jednom-za-kraj-273.htm,Još jednom za kraj,,,,,,,,,Colonia,Još Jednom Za Kraj,5:14,Milijun Milja Od Nigdje,,,,,nan-Milijun Milja Od Nigdje/nan-Oduzimaš Mi Dah (The Best Of...)/2003.0-The Best Of/2014.0-The Best Of Collection
38,QUgrhjBj_1_38,Colonia,Colonia,Jutro moje nema boje,19097,"Malo je ljudi takvih kao ti
sjeti se kako smo se voljeli
dusom i tijelom tebi pripadam
za tebe vezana sam
trebam te vise nego ikada, vise nego ikada

Ref. 2x
Jutro moje nema boje
bez tebe, duso, evo jos jedan dan
ljeta moja ne postoje
jer vise nema nas
 
Ti me najbolje poznajes
znas da lako ne odustajem
jer dusom i tijelom tebi pripadam
za tebe vezana sam
trebam te vise nego ikada, vise nego ikada

Ref. 4x","https://tekstovi.net/2,140,28896.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,['Colonia'],,,https://diskografija.com/pjesma/jutro-moje-nema-boje-14890.htm,Jutro moje nema boje,,,,,,"Malo je ljudi takvih kao ti
Sjeti se kako smo se voljeli
Dusom i tijelom tebi pripadam
Za tebe vezana sam
Trebam te vise nego ikada
Vise nego ikada

Jutro moje nema boje
Bez tebe, duso, evo jos jedan dan
Ljeta moja ne postoje
Jer vise nema nas

Ti me najbolje poznajes
Znas da lako ne odustajem
Jer dusom i tijelom tebi pripadam
Za tebe vezana sam
Trebam te vise nego ikada
Vise nego ikada",Jutro moje nema boje,https://cuspajz.com//tekstovi-pjesama/pjesma/colonia/jutro-moje-nema-boje.html,Colonia,Jutro Moje Nema Boje,3:18,X (Deset),,,,,nan-X (Deset)
39,QUgrhjBj_1_39,Colonia,Colonia,Kad se sretnu stari prijatelji,36479,"Tukle su me cice zime
pratilo me tvoje ime
jednom da l' bih krenula

Mazilo me nije vrijeme
gledam kako plesu sjene
tu si gdje god se okrenula
 
Tajne su to sto me guse
kao kamen u dubini duse

Ref.
Kad se sretnu stari prijatelji
kad me netko na te podsjeti
kad se sretnu nase prazne oci
u nekoj hladnoj, zimskoj noci
priznat cu ti da te sanjam
valjda cu moci
kad se sretnu nase prazne oci
u nekoj hladnoj, zimskoj noci
priznat cu ti da te volim
valjda cu moci

Mozda ipak nije kasno
nikad nije bilo jasno
zasto smo se rastali

Ref. 2x","https://tekstovi.net/2,140,28996.html",,,,,,,,,,,['Colonia'],,,https://diskografija.com/pjesma/kad-se-sretnu-stari-prijatelji-14892.htm,Kad se sretnu stari prijatelji,,,,,,,,,Colonia,Kad Se Sretnu Stari Prijatelji,4:25,X (Deset),,,,,nan-X (Deset)
40,QUgrhjBj_1_40,Colonia,Colonia,Kao pahulja,31858,"Veceras je toplo u krilu tvom
tiha glazba i nas slatki dom
bozicne pjesme i kasni film
dok zvjezde padaju ja pozelim
da nam jutro osvane u snijegu
i da te njezno
poljubim na njemu
 
Ref.
Kao pahulja
dok se okrenes u trenu
prodje godina
i sve sto danas
tako je stvarno
sutra je samo uspomena

Veceras je toplo oko srca mog
sareno drvce i prepun stol
cestit Bozic sad zelim ti
hvala na beskrajnoj ljubavi
mozda nam jutro osvane u snijegu
pa da te njezno
poljubim na njemu

Ref.","https://tekstovi.net/2,140,5192.html",,,,,,,,,,,,,,,,,,,,,"Veceras je toplo u krilu tvom
tiha glazba i nas slatki dom
bozicne pjesme i kasni film
dok zvjezde padaju ja pozelim
da nam jutro osvane u snijegu
i da te njezno
poljubim na njemu

Kao pahulja
dok se okrenes u trenu
prodje godina
i sve sto danas
tako je stvarno
sutra je samo uspomena

Veceras je toplo oko srca mog
sareno drvce i prepun stol
cestit Bozic sad zelim ti
hvala na beskrajnoj ljubavi
mozda nam jutro osvane u snijegu
pa da te njezno
poljubim na njemu",Kao pahulja,https://cuspajz.com//tekstovi-pjesama/pjesma/colonia/kao-pahulja.html,Colonia,Kao Pahulja,,Najbolje Od Svega,2004.0,,,,2004.0-Najbolje Od Svega/2005.0-Kao Pahulja
41,QUgrhjBj_1_41,Colonia,Colonia,Kap tvoje ljubavi,36652,"Los je dan, ista stvar
 suza je u ocima
svaka tvoja ruzna rijec
 ne da spava nocima

Eh moja tugo sve ovo traje dugo
 ne ovo nisam ja
kako mrzim kakva sam 
uz tebe postala
 
Ref.
Ja te prebolim i sve ti oprostim
 za tobom zivim i umirem
gazis me, onome najgore
 ja to ne zasluzujem

Ja te prebolim i sve ti ucinim 
samo za kap tvoje ljubavi 
gazis me, ono na najgore
 ja to ne zasluzujem

Colonia Will rock This Club 

Los je dan, ista stvar
 gdje li sam pogrijesila
nije fer znas i sam
 tebi sam se predala

Eh moja tugo sve ovo traje dugo
 ne ovo nisam ja
i tako mrzim 
kakva sam uz tebe postala

Ref. 2x","https://tekstovi.net/2,140,37204.html",,,,,,,,,,,['Colonia'],,,https://diskografija.com/pjesma/kap-tvoje-ljubavi-16276.htm,Kap tvoje ljubavi,,,,,,,,,Colonia,Kap Tvoje Ljubavi,,Tvrđava,,,,,nan-Tvrđava
42,QUgrhjBj_1_42,Colonia,Colonia,Kisa,19781,"Svijetla su tiho utrnula
lice sam rukama sakrila
sve je to zbog kise
koja pada iz dana u dan
snove brise i pada mi u dlan

Ref.
Nocas sam umrla
na tvojim rukama
i tek sada kao da znam
da ove suze padaju
s neba liju samo zbog nas
da sam te dovoljno voljela
Bog ne bi bio ljut na mene
mozes li oprostiti, molim te ostani

Vjetar nosi tiha sjecanja
nebom plove glasna saputanja
sve je to zbog kise
koja pada iz dana u dana
snove brise i pada mi u dlan

Ref.","https://tekstovi.net/2,140,2525.html",,,,,,,,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Colonia'],,,https://diskografija.com/pjesma/kisa-247.htm,Kiša,,,,,,,,,Colonia,Kiša,3:53,Ritam Ljubavi,,,,,nan-Ritam Ljubavi/nan-Retroactive Early Years
43,QUgrhjBj_1_43,Colonia,Colonia,"Kisa, vjetar, oluja",19380,"Ti si putnik koji poznaje svijet
nema ceste kojom nisi hodio
samo da je vjetar u ledja
nema mora kojim nisi plovio
uvijek se meni vracao
kao u luku pristajao
ali nikad, nikad nisi ostao
 
Ref.
Kisa, vjetar, oluja
to je tvoje ime
kako prodjes ostavis
za sobom samo nemir
pustinju u srcu mom

Oblak ti si, nebo tvoj je dom
nema zvijezde koju nisi pratio
samo da je vjetar u ledja
nema vala kojeg nisi ulovio
uvijek se meni vracao
kao u luku pristajao
ali nikad, nikad nisi ostao

Ref.","https://tekstovi.net/2,140,6249.html",,"Kiša, vjetar, oluja","Rain, Wind, Storm",Milijun Milja Od Nigdje,"Ti si putnik koji poznaje svijet
1
nema ceste kojom nisi hodio
samo da je vjetar u leđa
nema mora kojim nisi plovio
uvijek se meni vraćao
kao u luku pristajao
ali nikad, nikad nisi ostao. Ref.
Kiša, vjetar, oluja
to je tvoje ime
kako prođeš ostaviš
za sobom samo nemir
pustinju u srcu mom. Oblak ti si, nebo tvoj je dom
nema zvijezde koju nisi pratio
samo da je vjetar u leđa
nema vala kojeg nisi ulovio
uvijek se meni vraćao
kao u luku pristajao
ali nikad, nikad nisi ostao","You're the traveller that knows the world
there isn't a road that you haven't walked on
if only the wind was in a back,
there isn't a sea that you haven't sailed
you have always came back to me
you docked as docking at a harbour
but you never, never stayed. Your name is
rain, wind, and storm
when you pass by, you leave
only restlessness behind you,
a desert in my heart. You're a cloud, the sky is your home
there isn't a star that you haven't followed
if only the wind was in a back,
there isn't a wave that you haven't caught
you have always came back to me
you docked as docking at a harbour
but you never, never stayed",https://lyricstranslate.com/en/kisa-vjetar-oluja-rain-wind-storm.html?page=0,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Colonia'],,,https://diskografija.com/pjesma/kisa-vjetar-oluja-274.htm,"Kiša, vjetar, oluja",,,,,,"Ti si putnik koji poznaje svijet
Nema ceste kojom nisi hodio
Samo da je vjetar u leđa,
Nema mora kojim nisi plovio
Uvijek se meni vraćao
Kao u luku pristajao, ali
Nikad, nikad nisi ostao

Kiša, vjetar, oluja to je tvoje ime
Kako prođeš, ostaviš za sobom samo nemir,
Pustinju u srcu mom

Oblak ti si, nebo tvoj je dom
Nema zvijezde koju nisi pratio
Samo da je vjetar u leđa,
Nema vala kojeg nisi ulovio
Uvijek se meni vraćao
Kao u luku pristajao, ali
Nikad, nikad nisi ostao","Kiša, vjetar, oluja",https://cuspajz.com//tekstovi-pjesama/pjesma/colonia/kisa-vjetar-oluja.html,Colonia,Kiša Vjetar Oluja,3:18,Milijun Milja Od Nigdje,,,,,nan-Milijun Milja Od Nigdje
44,QUgrhjBj_1_44,Colonia,Colonia,Korak do sna,30281,"Bas me briga za ljude
oni uvijek nesto govore
i ovaj put neka im bude
neka se gorke rijeci probude

Al' nisu krivi oni
ni ja, ni ti
sto vise nema ljubavi
i nisu krive sjene proslosti
tako je, vjerujem, moralo bit'
 
Ref.
Samo korak do sna, ti i ja
tako je malo uvijek trebalo
samo korak do sna, ti i ja
ostaju samo sjecanja

Korak do sna, ti i ja
kao kisa i pustinja
svijeta dva, ti i ja
tako bliska, tako daleka

Neka nam ponovo sude
u nama jedina je istina
i ovaj put neka im bude
jer nista gore vise ne moze bit'

Nisu krivi oni, ni ja, ni ti
sto vise nema ljubavi
stali smo na pola puta za raj
poljubi me za kraj

Ref.","https://tekstovi.net/2,140,6250.html",,,,,,,,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Colonia'],,,https://diskografija.com/pjesma/korak-do-sna-244.htm,Korak do sna,,,,,,"Bas me briga za ljude
Oni uvijek nesto govore
I ovaj put neka im bude
Neka se gorke rijeci probude

Al'nisu krivi oni, ni ja ni ti
Sto vise nema ljubavi
I nisu krive sjene proslosti
Tako je vjerujem moralo bit

Samo korak do sna, ti i ja
Tako je malo uvijek trebalo
Samo korak do sna, ti i ja
Ostaju samo sjecanja

Korak do sna, ti i ja
Kao kisa i pustinja
Svijeta dva, ti i ja
Tako bliska, tako daleka

Neka nam ponovo sude
Unama jedina je istina
I ovaj put neka im bude
Jer nista gore vise ne moze bit

Nisu krivi oni, ni ja ni ti
Sto vise nema ljubavi
Stali smo na pola puta za raj
Poljubi me za kraj

Samo korak do sna...",Korak do sna,https://cuspajz.com//tekstovi-pjesama/pjesma/colonia/korak-do-sna.html,Colonia,Korak Do Sna,3:55,Ritam Ljubavi,,,,,nan-Ritam Ljubavi
45,QUgrhjBj_1_45,Colonia,Colonia,Kosa boje kestena,14413,"Toga je jutra
kisilo k'o ludo
a ja kasnim nije obicaj

Tamo na stanici
kroz guzvu i zamor dopire 
do mene poznat glas
 
I tebi bok, reci kako si
idemo uz kavu se ispricati

Sve ove godine
nisu te promjenile
u oku ti je isti sjaj

I dok te grlim plavooki andjele
prepoznajem taj osjecaj

Slucajno ili je sudbina
mozda je ovaj tren
zapisan u zvijezdama

Ref. 2x
Mirise na sjecanja
tvoja kosa boje kestena
klizi mi pod prstima 
kao davno nekada

Moram ti priznati
sreca bas ne dolazi
na moja vrata tako lako

Vrijeme su mi uzalud
krale lazne ljubavi
sve je bilo naopako

Slucajno ili je sudbina
mozda je ovaj tren
zapisan u zvijezdama

Ref. 2x","https://tekstovi.net/2,140,29029.html",,,,,,,,,,,['Colonia'],,,https://diskografija.com/pjesma/kosa-boje-kestena-14896.htm,Kosa boje kestena,,,,,,,,,Colonia,Kosa Boje Kestena,3:35,X (Deset),,,,,nan-X (Deset)
46,QUgrhjBj_1_46,Colonia,Colonia,Lady Blue,17458,"Vjetar me lomi, drhtim sva
miris zime, osjecam ga
suza u oku stoljecima
imam snage za jos korak ili dva

I jos malo i nestat cu kao prah
bio si moja voda, moj zrak
tlo po kojem hodam i umirem za tebe
 
Ref. 2x
Lady, lady, lady Blue
uvijek si saputao 
na mom jastuku dok spavam
lady, lady, lady Blue
zauvijek tvoja u dobru i zlu

Ljubav je igra, sad vidim i znam
koliko dobijem toliko dam
al' u toj igri ja uvijek gubim
mozda zato sto previse ljubim","https://tekstovi.net/2,140,15135.html",Boris Durdevic,Lady Blue,Lady Blue,,"Vjetar me lomi, drhtim sva
1
Miris zime, osjećam ga
Suza u oku stoljećima
Imam snage za još korak ili dva. I još malo i nestat ću kao prah
Bio si moja voda, moj zrak
Tlo pod kojim hodam i umirem za tebe.. Lady, lady, lady blue
Uvijek si šaputao na mom jastuku dok spavam
Lady, lady, lady blue
Zauvijek tvoja,u dobru i u zlu. Lady, lady, lady blue
Uvijek si šaputao na mom jastuku dok spavam
Lady, lady, lady blue
Zauvijek tvoja,u dobru i u zlu. Ljubav je igra, sad vidim i znam
Koliko dobijem, toliko dam.
Al u toj igri ja uvijek gubim
Možda zato što previše ljubim.. I još malo i nestat ću kao prah
Bio si moja voda, moj zrak
Tlo pod kojim hodam i umirem za tebe.. Lady, lady, lady blue
Uvijek si šaputao na mom jastuku dok spavam
Lady, lady, lady blue
Zauvijek tvoja,u dobru i u zlu. Lady, lady, lady blue
Uvijek si šaputao na mom jastuku dok spavam
Lady, lady, lady blue
Zauvijek tvoja,u dobru i u zlu","The wind is breaking me, I am trembling
I can feel the scent of winter
The tear in eye for centuries
I have only strength for a step or two. And soon I will be gone like a dust
You were my water, my air
The ground under where I am walking and dying for you. Lady, lady, lady blue
You have always whispered on my pillow while I was sleeping
Lady, lady, lady blue
Forever yours for better or worse. Lady, lady, lady blue
You have always whispered on my pillow while I was sleeping
Lady, lady, lady blue
Forever yours for better or worse. Love is a game now I can see and I know
How much I gain, that much I give
But in the game I am always a looser
It could be because I am kissing to much. And soon I will be gone like a dust
You were my water, my air
The ground under where I am walking and dying for you. Lady, lady, lady blue
You have always whispered on my pillow while I was sleeping
Lady, lady, lady blue
Forever yours for better or worse. Lady, lady, lady blue
You have always whispered on my pillow while I was sleeping
Lady, lady, lady blue
Forever yours for better or worse",https://lyricstranslate.com/en/lady-blue-lady-blue.html-1,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Colonia'],1999 - Ritam ljubavi,2002 - The best of volume 1,https://diskografija.com/pjesma/lady-blue-246.htm,Lady blue,,,,,,"Vjetar me nosi, drhtim sva
Miris zime, osjećam ga
Suza u oku stoljećima
Imam snage za još korak ili dva
I još malo i nestat ću kao prah
Bio si moja voda,moj zrak
Tlo pod kojim hodam i umirem za tebe.

Lady, lady, lady blue
Uvijek si šaputao na mom jastuku dok spavam
Lady, lady, lady blue
Zauvijek tvoja,u dobru i u zlu

Ljubav je igra, sad vidim i znam
Koliko dobijem, toliko dam.
Al u toj igri ja uvijek gubim
Možda zato što previše ljubim.",Lady blue,https://cuspajz.com//tekstovi-pjesama/pjesma/colonia/lady-blue.html,Colonia,Lady Blue,3:41,Lady Blue,1998.0,,,,1998.0-Lady Blue/nan-Ritam Ljubavi/nan-The Best Of Volume 1/2009.0-Special Dance Edition/nan-Retroactive Early Years/nan-C'est La Vie/0.0-The Best Of
47,QUgrhjBj_1_47,Colonia,Colonia,Lagao si me,38309,"Daj, pusti me da odem
jer te gledam preko volje
i sto se tu moze
kad osjecam se lose

Ne, nista ne trazim
za nicim ne zalim
danas odlazim
 
Ref. 2x
Lagao, lagao si me
lagao, lagao mi sve
znalo je srce moje
koga ljube usne tvoje
za kim ti dusa umire

Sto se tu moze
kad osjecam se lose

Ja nista ne trazim
za nicim ne zalim
danas odlazim

Ref. 4x","https://tekstovi.net/2,140,26980.html",,,,,,,,,,,['Colonia'],,,https://diskografija.com/pjesma/lagao-si-me-13804.htm,Lagao si me,,,,,,,,,Colonia,Lagao Si Me,3:11,Pod Sretnom Zvijezdom,,,,,nan-Pod Sretnom Zvijezdom
48,QUgrhjBj_1_48,Colonia,Colonia,Laku noc,40258,"Iza zastora noci 
pod svijetlom zvijezda
opet nas dijeli
milijun gradova

Cujem tvoj osmijeh
dok sklapam oci
na usnama slova
tvoga imena
 
I vjeruj da disem
samo za tebe
i vjeruj da molim
samo za nas

Ref.
Laku noc, ljubavi
snivaj na jastuku od cvijetova
laku noc, ljubavi
neka te cuvaju andjeli

Sweet dreams my only one
for i will be your guardian angel
sweet dreams my only one

Daleko od oka
ali u srcu
ljubav nas spaja 
svojim strunama

Cujem tvoj osmijeh 
dok sklapam oci
dok udisem miris
s tvoga jastuka

I vjeruj da zivim
samo za tebe
i vjeruj da molim 
samo za nas

Ref.","https://tekstovi.net/2,140,2524.html",Boris Durdevic,Laku noć,Sweet dreams my love,Jača nego ikad,"Iz zastora noći
1
pod svjetlom zvijezda
opet nas dijeli
milijun gradova.
čujem tvoj osmijeh
dok sklapam oči
na usnama slova
tvoga imena,. i vjeruj da dišem
samo za tebe,
i vjeruj da molim
samo za nas
.
Laku noć, ljubavi
snivaj na jastuku
od svjetova,
laku noć ljubavi
neka te čuvaju anđeli. Sweet dreams my only one
forever be your guardian angel,
sweet dreams my only one. Daleko od oka ali u srcu
ljubav nas spaja
svojim strunama
čujem tvoj osmijeh
dok sklapam oči,
dok udišem miris
s tvoga jastuka.. I vjeruj da živim
samo za tebe
i vjeruj da molim
samo za nas.","Behind the curtain of the night
under the star light
million cities
are separating us
I hear your smile
while I am closing my eyes
on my lips - the letters
of your name. And believe that I only breath
for you
and believe that I am only praying
for us. Sweet dreams my love
sleep on the pillow
made of worlds
sweet dreams my love
let angels guard you. Sweet dreams my only one
forever be your guardian angel,
sweet dreams my only one. Far from where an eye can see but in the heart
love connects us
with it's strings
I hear your smile
while I am closing my eyes
while I am smelling the scent
from your pillow. And believe that I only live
for you
and believe that I only pray
for us",https://lyricstranslate.com/en/laku-noc-sweet-dreams-my-love.html,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Colonia'],,,https://diskografija.com/pjesma/laku-noc-261.htm,Laku noć,,,,,,"Iz zastora noći
pod svjetlom zvijezda
opet nas dijeli
milijun gradova.
Čujem tvoj osmijeh
dok sklapam oči
na usnama slova
tvoga imena,
i vjeruj da dišem
samo za tebe,
i vjeruj da molim
samo za nas.

Laku noć, ljubavi
snivaj na jastuku
od svjetova,
laku noć ljubavi
neka te čuvaju anđeli
Sweet dreams my only one
forever be your guardian angel,
sweet dreams my only one

Daleko od oka ali u srcu
ljubav nas spaja
svojim strunama
čujem tvoj osmijeh
dok sklapam oči,
dok udišem miris
s tvoga jastuka.
I vjeruj da živim
samo za tebe
i vjeruj da molim
samo za nas.",Laku noć,https://cuspajz.com//tekstovi-pjesama/pjesma/colonia/laku-noc.html,Colonia,Laku Noć,3:32,Jača Nego Ikad,,,,,nan-Jača Nego Ikad/nan-Oduzimaš Mi Dah (The Best Of...)/2003.0-The Best Of/nan-Retroactive Early Years
49,QUgrhjBj_1_49,Colonia,Colonia,Laz za laz,29914,"Gledas ju kroz oblak dima
ona je omiljena medju svima
pogled tvoj presrela je
salje signale da dodjes do nje

Njene oci ko od stakla
plese ko ziva vatra 
stavlja ti ruke oko bokova
 
Njene usne ko od meda
znaju one kako treba
to sto zelis cuti sapucu

Ref. 2x
Ona je koketa, /lutkica/kraljica/ bez mane
 al' prodaje ti samo laz za laz 
nevjerna i slatka, suknjica prekratka
 njoj si samo zabava

Ref. 4x","https://tekstovi.net/2,140,35276.html",Boris Durdevic,Laž za laž,Lie after Lie,,"Gledaš ju kroz oblak dima
1
Ona je omiljena među svima
Pogled tvoj presrela je
Šalje signale da dođeš do nje. Njene oči k'o od stakla
Pleše k'o živa vatra
Stavlja ti ruke oko bokova. Njene usne k'o od meda
Znaju one kako treba
To što želiš čuti šapuću. Ref. x2:
Ona je koketa, lutkica bez mane (/Drugi put =kraljica bez mane)
A prodaje ti samo laž za laž
Medena i slatka, suknjica prekratka
Njoj si samo zabava","You look at her through a cloud of smoke
She is the favorite among everybody
Your view is intercepted/blocked
She signals for you to come toward her. Her eyes resemble glass
She dances like a living fire
She puts your arms around her waist. Her lips are like honey
They know how to do their job right
That’s what you want to hear them whisper.. Ref. 2x:
She is a flirt, a flawless little doll (/2nd time= flawless queen)
And she only sells you lie after lie
Sweet and cute, very short miniskirt
You are just fun for her…",https://lyricstranslate.com/en/la%C5%BE-za-la%C5%BE-lie-lie.html,,,,['Colonia'],,,https://diskografija.com/pjesma/laz-za-laz-16274.htm,Laž za laž,,,,,,,,,Colonia,Laž Za Laž,,Tvrđava,,,,,nan-Tvrđava
50,QUgrhjBj_1_50,Colonia,Colonia,Lazu oci moje,44437,"U tisini jutra mene obuzmu
neka tuzna sjecanja
zaplakat' cu neki drugi put
jer danas mi to ne treba

Bez tebe srce mi je ledeno
kao u okovima
znali smo da stat' ce sve
kad' nas jednom razdvoje
 
Ref. 2x
Lazu oci moje da nisu tvoje
vole te jos uvijek kao prvi put
hej, lane moje, crne kose tvoje
bez tebe nemam kud'

Bez tebe srce mi je ledeno
kao u okovima
znali smo da stat' ce sve
kad' nas jednom razdvoje

Ref. 4x","https://tekstovi.net/2,140,28124.html",Boris Durdevic,Laže oči moje,My eyes are lying,,"U tišini jutra mene obuzmu neka tužna sjećanja.
1
Zaplakat ću neki drugi put, jer danas mi to ne treba!
Bez tebe srce mi je ledeno! Kao u okovima!
Znali smo da stat će sve kad nas jednom razdvoje!. Lažu oči moje da nisu tvoje,
vole te još uvjek kao prvi put.
Hej lane moje, crne kose tvoje,
bez tebe nemam kud! (2X). Bez tebe srce mi je ledeno! Kao u okovima!
Znali smo da stat će sve kad nas jednom razdvoje!. Lažu oči moje da nisu tvoje,
vole te još uvjek kao prvi put.
Hej lane moje, crne kose tvoje,
bez tebe nemam kud! (4X)","In the silence of the morning I'm overwhelmed by sad memories.
I will cry some other time, because I don't need that today!
Without you my heart is ice-cold! Like in chains!
We knew that everything will stop when they separate us.. My eyes are lying that they're not yours, they still love you like the first time.
Hey my lamb (1), with your black hair, without you I'm stuck! (2x). And the rest is just repeating.
As for (1) it means sth. like 'Hey my honey/darling'.
Hope that helps.",https://lyricstranslate.com/en/Laze-oci-moje-My-eyes-are-lying.html,,,,,,,,,,,,,,,,,Colonia,Lažu Oči Moje,3:27,Special Dance Edition,2009.0,,,,2009.0-Special Dance Edition/2009.0-Special Dance Edition/2009.0-Lažu Oči Moje HRF 2009/nan-X (Deset)/2014.0-The Best Of Collection/nan-C'est La Vie
51,QUgrhjBj_1_51,Colonia,Colonia,Ljetni dan,2074,"Ne moze mi nista
ova kisa
neka lupa u prozore

I nije da se bojim
sto te jos volim
al’ probudila je sjecanje
 
Ref.
Na onaj dan, ljetni dan
kad si rekao zbogom
srce je moje otislo s tobom

Slomio si sve
u meni u taj cas
otvorilo se nebo iznad nas

Onaj ljetni dan

Ref. 2x
Ljetni dan
onaj ljetni dan","https://tekstovi.net/2,140,57380.html",,Ljetni dan,,,"Ne može mi ništa ova kiša
neka lupa o prozore
i nije da se bojim, što te još voli
al probudila je sjećanje. Na onaj dan, ljetni dan kad si rekao zbogom
srce je moje otišlo s tobom
slomio si sve u meni, u taj čas
otvorilo se nebo iznad nas. Onaj dan, ljetni dan kad si rekao zbogom
srce je moje otišlo s tobom
slomio si sve u meni, u taj čas
otvorilo se nebo iznad nas. Ljetni dan
Onaj ljetni dan. Ne može mi ništa ova kiša
neka lupa o prozore
i nije da se bojim, što te još voli
al probudila je sjećanje. Na onaj dan, ljetni dan kad si rekao zbogom
srce je moje otišlo s tobom
slomio si sve u meni, u taj čas
otvorilo se nebo iznad nas. Onaj dan, ljetni dan kad si rekao zbogom
srce je moje otišlo s tobom
slomio si sve u meni, u taj čas
otvorilo se nebo iznad nas. Ljetni dan
Onaj ljetni dan. Onaj dan (ljetni dan kad si rekao zbogom)
srce je moje otišlo s tobom
slomio si sve u meni, u taj čas
otvorilo se nebo iznad nas. Ljetni dan
Onaj ljetni dan",,https://lyricstranslate.com/en/colonia-ljetni-dan-lyrics.html,,,,,,,,,,,,,,,,,Colonia,Ljetni Dan,3:51,Nova Era,,,,,nan-Nova Era
