Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Written-By_discogs,Adapted By (Text)_discogs,Backing Vocals_discogs,Synthesizer [Oberheim]_discogs,Arranged By_discogs,Voice_discogs,Rap_discogs,Keyboards_discogs,Vocals [Guest]_discogs,Accordion_discogs,Vocals_discogs,Music By [Opening Theme]_discogs,Written By_discogs,Vocals [Sample]_discogs,Voice [Sample]_discogs,Voice [Ukrainian]_discogs,Violin_discogs,Cello_discogs,Conductor_discogs,Arranged By [Strings]_discogs,Viola_discogs,Drums_discogs,Trumpet_discogs,Album_year_title_discogs,All_albums_discogs
Zabranjeno Pušenje,Zabranjeno Pušenje,Šareno Kamenje,4:00,Bog Vozi Mercedes,,,,Sejo Sexon,,,,,,,,,,,,,,,,,,,,,,,nan-Bog Vozi Mercedes,nan-Bog Vozi Mercedes
Zabranjeno Pušenje,Zabranjeno Pušenje,Bonus Track,,Bog Vozi Mercedes,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bog Vozi Mercedes,nan-Bog Vozi Mercedes/nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Splitska Princeza - Intro,0:40,Bog Vozi Mercedes,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bog Vozi Mercedes,nan-Bog Vozi Mercedes
Zabranjeno Pušenje,Zabranjeno Pušenje,Splitska Princeza,4:04,Bog Vozi Mercedes,,,,Sejo Sexon,,,,,,,,,,,,Srki,,,,,,,,,,,nan-Bog Vozi Mercedes,nan-Bog Vozi Mercedes
Zabranjeno Pušenje,Zabranjeno Pušenje,Bonus - MP3 Download Only,,Bog Vozi Mercedes,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bog Vozi Mercedes,nan-Bog Vozi Mercedes
Zabranjeno Pušenje,Zabranjeno Pušenje,Haag,,Bog Vozi Mercedes,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bog Vozi Mercedes,nan-Bog Vozi Mercedes/nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Hadžija Il' Bos,4:14,Kolekcija Hitova Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija Hitova Vol. 2,nan-Kolekcija Hitova Vol. 2
Zabranjeno Pušenje,Zabranjeno Pušenje,Kako Je Velika Britanija ...,4:03,Kolekcija Hitova Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija Hitova Vol. 2,nan-Kolekcija Hitova Vol. 2
Zabranjeno Pušenje,Zabranjeno Pušenje,Poslednja Oaza,3:33,Kolekcija Hitova Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija Hitova Vol. 2,nan-Kolekcija Hitova Vol. 2
Zabranjeno Pušenje,Zabranjeno Pušenje,"Srce, Ruke, Lopata",4:31,Kolekcija Hitova Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija Hitova Vol. 2,nan-Kolekcija Hitova Vol. 2
Zabranjeno Pušenje,Zabranjeno Pušenje,Piccola Storia De ...,5:30,Kolekcija Hitova Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija Hitova Vol. 2,nan-Kolekcija Hitova Vol. 2
Zabranjeno Pušenje,Zabranjeno Pušenje,Pišonja I Žuga U Carstvu ...,5:21,Kolekcija Hitova Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kolekcija Hitova Vol. 2,nan-Kolekcija Hitova Vol. 2
Zabranjeno Pušenje,Zabranjeno Pušenje,Bos Il' Hadžija,4:11,Live In St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In St. Louis,nan-Live In St. Louis
Zabranjeno Pušenje,Zabranjeno Pušenje,"Selena, Vrati Se Selena",4:42,Live In St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In St. Louis,nan-Live In St. Louis/2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Poslednja Oaza - Fikreta,3:37,Live In St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Live In St. Louis,nan-Live In St. Louis
Zabranjeno Pušenje,Zabranjeno Pušenje,Se Kličem Mujo,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Nema Više,,Hodi Da Ti Čiko Nešto Da,,Nenad Veličković,Sejo Sexon,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da/2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Mali Motač Jointa,,Hodi Da Ti Čiko Nešto Da,,Sejo Sexon,John Fogerty,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Pravo Zajebani DJ Iz Chicaga,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,George W. Bush,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Biffe Neretva,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,Lucija Šerbedžija,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Dobro Dvorište,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da/2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Sigurna Vremena,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,Bruno Urlić,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Inpossible Is Nothing,,Hodi Da Ti Čiko Nešto Da,,Sejo Sexon,Sejo Sexon,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Laku Noć Stari,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,Sakin Modronja,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da/2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Takvim Sjajem,,Hodi Da Ti Čiko Nešto Da,,Arsen Dedić,Arsen Dedić,,,,,,,,,,,,,,,,,Robert Boldižar,Stanko Kovačić,Arsen Dedić,Arsen Dedić,Nina Sučić,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Se Kličem Suljo,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Hodi Da Ti Čiko Nešto Da,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Džana,,Hodi Da Ti Čiko Nešto Da,,Darko Ostojić,Darko Ostojić,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da/2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Pred Zatvorenim Šankom,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,OK Diane,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Mejtaš,,Hodi Da Ti Čiko Nešto Da,,Darko Ostojić,Darko Ostojić,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Igrač S Brojem 2,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Džeki,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Agregat,,Hodi Da Ti Čiko Nešto Da,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da/2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Domovina,,Hodi Da Ti Čiko Nešto Da,,Šaban Gadžo,Šaban Gadžo,,,,,,,,,,,,,,,,,,,,,,,,nan-Hodi Da Ti Čiko Nešto Da,nan-Hodi Da Ti Čiko Nešto Da
Zabranjeno Pušenje,Zabranjeno Pušenje,Nedjelja Kada Je Otišao Hase,4:07,The Ultimate Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The Ultimate Collection,2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Posljednja Oaza (U Lošoj Formi Sam - Fikreta),3:32,The Ultimate Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The Ultimate Collection,2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Fildžan Viška - Live 2004.,5:37,The Ultimate Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The Ultimate Collection,2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Test Za Dženet - Live,4:25,The Ultimate Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The Ultimate Collection,2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Jugo 45 - Live,5:01,The Ultimate Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0-The Ultimate Collection,2009.0-The Ultimate Collection
Zabranjeno Pušenje,Zabranjeno Pušenje,Muzej Revolucije,4:58,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,Nenad Mlinarić,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Modni Guru,3:50,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Kladimo Se,4:23,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Samir-time,5:37,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,Ante Prgin,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Prigodne Riječi,4:47,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,Stipe B. Mađor,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Express Folky Star,2:53,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Kada Sena Pleše,4:18,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,Ante Prgin,Ante Prgin,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Ustanova,4:38,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Tvoja Bosa Stopala,4:49,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,U Gradu Gdje Nisam Rođen,5:07,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Tijesno,3:31,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Nije To (Čuva Bog Želju Svog),4:26,Muzej Revolucije,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Muzej Revolucije,nan-Muzej Revolucije
Zabranjeno Pušenje,Zabranjeno Pušenje,Devojčice Kojima Miriše Koža,,The Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of,nan-The Best Of
Zabranjeno Pušenje,Zabranjeno Pušenje,Halid Umesto Halida,,The Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of,nan-The Best Of
Zabranjeno Pušenje,Zabranjeno Pušenje,Poslednja Oaza (U Lošoj Formi Sam - Fikreta),,The Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of,nan-The Best Of
Zabranjeno Pušenje,Zabranjeno Pušenje,Neču Da Budem Švabo U Dotiranom Filmu,,The Best Of,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-The Best Of,nan-The Best Of
Zabranjeno Pušenje,Zabranjeno Pušenje,U Tvoje Ime,2:51,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,"Tri Kile, Tri Godine",4:01,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Ti Voliš Sapunice,3:16,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Kafana Kod Keke,3:53,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Boško I Admira,5:34,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Reci Da Svemu,4:27,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Mafija,3:27,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Lav,4:35,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Egzotične Ljepotice Istoka,4:39,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Klasa Optimist,3:51,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Neprijatelj,4:26,Radovi Na Cesti,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Radovi Na Cesti,nan-Radovi Na Cesti
Zabranjeno Pušenje,Zabranjeno Pušenje,Nova Godina,4:46,Nova Godina,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Nova Godina,2017.0-Nova Godina/nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Nova Godina (Radio Edit),3:57,Nova Godina,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Nova Godina,2017.0-Nova Godina
Zabranjeno Pušenje,Zabranjeno Pušenje,Svjetla Sarajeva,5:10,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Kupi Nas Ali,4:08,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Irska,3:48,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Trener,3:13,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Bosman - Prvi Bosanski Superjunak,3:41,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Upuc'o Sam Šerifa Buzu,4:03,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Gospođa Senada,5:00,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Poljubi Je Budalo,3:33,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Mahala U Magli,3:50,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Klupa Na Kojoj Piše Kenan,4:11,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Ko?,5:06,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Amilina Pjesma,4:14,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Sve Po Starom,4:19,Šok I Nevjerica,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Šok I Nevjerica,nan-Šok I Nevjerica
Zabranjeno Pušenje,Zabranjeno Pušenje,Korona Hit Pozitivan,4:26,Korona Hit Pozitivan,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Korona Hit Pozitivan,2020.0-Korona Hit Pozitivan
Zabranjeno Pušenje,Zabranjeno Pušenje,Balkan,3:06,Balkan,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Balkan,2020.0-Balkan
