Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
42,PZ5KqfC1_1_42,Parni Valjak,Parni Valjak,Kada me dotakne,165360,"Zlatna slova, njeno ime
budi rijeke zaspale
svojim dahom pali vatre
iz iskri sto su ostale

I tako kruzi u meni
kao plima vjecita
njezno plete moje niti
i u toj igri uziva
 
Ref.
A kada me dotakne
ja protrnem
i bogove i vragove zovem
ako mogu vrijeme da zaustave

U mojoj dusi
tisucu svijeca sja
i sve do jedne, sve do jedne
ona je upalila

Ref. 2x
Jer kada me dotakne
ja protrnem
i bogove i vragove zovem
ako mogu vrijeme da zaustave","https://tekstovi.net/2,581,19172.html",Husein Hasanefendic,Kad me dotakne,When she touches me,,"Zlatna slova njeno ime
1
Budi rijeke zaspale
Svojim dahom pali vatre
Iz iskri sto su ostale
I tako kruzi meni
Kao plima vjecita
Njezno plete moje niti
I u toj igri uziva. A kada me dotakne
Ja protrnem
I bogove i vragove zovem
Ako mogu vrijeme da zaustave. U mojoj dusi
Tisucu svijeca sja
I sve do jedne, sve do jedne
Ona je upalila","Golden letters, her name
awakens sleeping rivers
her breath lights fires
with leftover sparks
and that's how it circles within me
like an endless tide
she gently spins my threads
and enjoys it while she's at it. and when she touches me
I freeze
I call on Gods and devils
for tthem to stop time. within my soul
a thousand cadles burn
and all of them, all of them
she has lit",https://lyricstranslate.com/en/kad-me-dotakne-when-she-touches-me.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/kad-me-dotakne-1040.htm,Kad me dotakne,,,,,,,,,"Zlatna slova njeno ime
Budi rijeke zaspale
Svojim dahom pali vatre
Iz iskri što su ostale
I tako kruži meni
Kao plima vječita
Nježno plete moje niti
I u toj igri uživa

A kada me dotakne
Ja protrnem
I bogove i vragove zovem
Ako mogu vrijeme da zaustave

U mojoj duši
Tisuću svijeća sja
I sve do jedne, sve do jedne
Ona je upalila.",Kada me dotakne,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/kada-me-dotakne.html
43,PZ5KqfC1_1_43,Parni Valjak,Parni Valjak,Kada noc umijesa prste u grad,4807,"Svaki dan isti dan
lunjas gradom sasvim sam
trosis tijelo na nikakva tijela
dusa ne zna sto bi htjela
ceka noc da umijesa prste u grad
ceka noc da umijesa prste u grad
 
Svi prigradski ratnici
sto su samo u gomilama glasni
kao rijeka u centar krecu
uz tucu i pice traze srecu
cekas noc da umijesa prste u grad

Ponekad zelis iz vlastite koze
nejasno slutis i bolje se moze
odletjeo bi nekud, nemas petlje
svjetlost se gubi, ulica zove
kada noc umijesa prste u grad
kada noc umijesa prste u grad

Zrinjevcem nocu polusvijet vlada
za male pare se prodaju tijela
ista krema u Kavkazu drijema
za svakog tamo mjesta nema
kada noc umijesa prste u grad","https://tekstovi.net/2,581,45196.html",,,,,,,,,,,,,,,,,,,,,,,,,,
44,PZ5KqfC1_1_44,Parni Valjak,Parni Valjak,Kao prije,6577,"Ona izvodi fino nestajanje
topi mi se u rukama
u njenoj igri grubosti nema
polako me priprema

Ona izvodi fino nestajanje
ostavlja mi prazno tijelo
na moja pitanja ne daje odgovor
izbjegava razgovor
izbjegava razgovor
 
Ref.
Ispravi me ako grijesim
vjeruj, volio bih to
ispravi me ako grijesim
kada kazem da vise
nije kao prije

U njenim ocima nema one vatre
sto me nekada grijala
ne pamtim kad se zadnji puta
od srca nasmijala

Ref. 3x
Kao prije, kao prije, kao prije","https://tekstovi.net/2,581,45497.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1983 - Glavnom ulicom,2005 - Koncentrat 1977. - 1983.,,https://diskografija.com/pjesma/kao-prije-2631.htm,Kao prije,,,,,,,,,"Ona izvodi fino nestajanje
Topi mi se u rukama
U njenoj igri grubosti nema
Polako me priprema.

Ona izvodi fino nestajanje
Ostavlja mi prazno tijelo
Na moja pitanja ne daje odgovor
Izbjegava razgovor.

Ispravi me ako griješim
Vjeruj, volio bih to
Ispravi me ako griješim
Kada kažem da više nije kao prije.
Ispravi me ako griješim
Reci da nije istina
Ispravi me ako griješim
Kada kažem da više nije kao prije.

U njenim očima nema one vatre
Što me nekada grijala
Ne pamtim kad se zadnji puta
Od srca nasmijala.

Ona izvodi fino nestajanje
Ostavlja mi prazno tijelo
Na moja pitanja ne daje odgovor
Izbjegava razgovor.",Kao prije,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/kao-prije.html
45,PZ5KqfC1_1_45,Parni Valjak,Parni Valjak,Kao ti,107174,"Ti mi cinis krasne stvari
ti me cinis sretnim
i kada mi lose krene, ti si tu
uvijek kraj mene

Od kada su igre grube
lijepo je znati
da covjek ima nekog, kao ti
na svojoj strani
 
Ref.
Kao ti, kao ti
kao ti

Ti znas da ja nisam
od velikih rijeci
ono sto osjecam, tesko je reci
Ipak zelim da znas, volim vas

Ref.

Ja nisam od jucer
imam dosta iza sebe
al' ni jedna prije
znacila mi nije

Ref.

Ja nisam od jucer
imam dosta iza sebe
al' ni jedna prije
znacila mi nije

Ref.","https://tekstovi.net/2,581,10239.html",Husein Hasanefendic,Kao ti,Like you,,"Ti mi činiš krasne stvari, ti me činiš sretnim,
1
I kad mi loše krene ti si tu,
Uvijek kraj mene. Od kada su igre grube lijepo je znati,
Da čovijek ima nekog kao ti,
Na svojoj strani. Kao ti, kao ti, kao ti. Ti znaš da ja nisam od velikih riječi,
Ono što osjećam teško je reći,
Ipak želim da znate - volim vas. Kao ti, kao ti, kao ti. Ja nisam od jučer, imam dosta iza sebe
Al' ni jedna prije značila mi nije.. Kao ti, kao ti, kao ti","You do amazing things to me, you make me happy,
and when I do bad, you're here,
always by my side.. Since the games became rough, it's nice to know
that a man has someone like you
by his side.. Like you, like you, like you.. You know that I'm not a man of words,
it's hard to describe what I'm feeling,
but I still want you to know - I love you.. Like you, like you, like you.. I wasn't born yesterday, I've got a lot of life behind me,
but no woman had ever meant as much to me.. Like you, like you, like you.",https://lyricstranslate.com/en/kao-ti-you.html-1,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1981 - Vrijeme je na našoj strani,1982 - Koncert - uživo,1995 - Live in ZeKaeM - uživo,https://diskografija.com/pjesma/kao-ti-1041.htm,Kao ti,['Husein Hasanefendić Hus'],2002 - Zvuk osamdesetih Pop i Rock 1982 - 1983,2004 - Najljepše ljubavne pjesme,2005 - Koncentrat 1977. - 1983.,2006 - Ja sam zaljubljen,2006 - Nakon svih ovih godina,2006 - Hitomanija 3,"2011 - Ljubav, ti i ja - Luka Udjbinac
Aranžman: Luka Udjbinac","Ti mi činiš krasne stvari, ti me činiš sretnim,
I kad mi loše krene ti si tu,
Uvijek kraj mene

Od kada su igre grube lijepo je znati,
Da čovjek ima nekog kao ti,
Na svojoj strani

Kao ti, kao ti, kao ti

Ti znaš da ja nisam od velikih riječi,
Ono što osjećam teško je reči,
Ipak želim da znaš - volim te
(Ipak želim da znate - volim vas)

Kao ti, kao ti, kao ti

Ja nisam od jučer, imam dosta iza sebe
Al' ni jedna prije značila mi nije.

Kao ti, kao ti, kao ti.",Kao ti,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/kao-ti.html
46,PZ5KqfC1_1_46,Parni Valjak,Parni Valjak,Kazi ja,4227,"Kazi ja, imam pravo na danas
kazi ja, imam pravo na ovdje
kazi ja, imam pravo na sutra
kazi ja, imam pravo na jutra

Slusaj me, vrijeme je
vjeruj mi
boje jeseni su tuzne
 
Kazi ja, imam glavu da mislim
kazi ja, imam oci da vidim
kazi ja, imam kicmu da stojim
ja, ja sam tu, ja postojim

Pitaj gdje odu snovi kad umru
pitaj gdje, gdje da pronades nadu
pitaj tko, tko je ukrao srecu
kazi ne, njima kazi ja necu

Kazi ja, imam pravo na danas
kazi ja, imam pravo na ovdje
kazi ja, imam pravo na nemir
ja imam pravo na svemir","https://tekstovi.net/2,581,45496.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/kazi-ja-1054.htm,Kaži ja!,,,,,,,,,"Kaži ja, imam pravo na danas
kaži ja, imama pravo na ovdje
kaži ja, imam pravo na sutra
ja, ja imam pravo na jutra.

Slušaj me, vrijeme je
vjeruj mi
boje jeseni su tužne.

Kaži ja, imam glavu da mislim
kaži ja, imam oči da vidim
kaži ja, imam kičmu da stojim
ja, ja sam tu, ja postojim.

Slušaj me, vrijeme je
vjeruj mi
boje jeseni su tužne.

Pitaj gdje odu snovi kad umru.
pitaj gdje gdje da pronađeš nadu
pitaj tko tko je ukrao sreću
kaži ne njima kaži ja neću.

Slušaj me, vrijeme je, vjeruj mi
boje jeseni su tužne.

Kaži ja, imam pravo na danas
kaži ja, imam pravo na ovdje
kaži ja, imam pravo na nemir
ja, imam pravo na svemir.",Kaži ja,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/kazi-ja.html
47,PZ5KqfC1_1_47,Parni Valjak,Parni Valjak,Kemija,515,"Slatka sestro noci
kazi da l' cu moci
opet malo letjeti

Kao malo dijete
kao nekada
gore iznad oblaka
 
Moja je tisina
nekom preglasna
uzaludna potraga

Ulica mi zna
ritam koraka
ulica mi dusu zna

Ref.
Kad imas izbora
onda ti ne treba kemija
kad imas izbora
nista ti ne treba

Slatka sestro noci
kazi da l' cu moci
opet malo letjeti

Kao rijeka teku
dani u samoci
zidovi su visoki

Ref.

Ref.","https://tekstovi.net/2,581,63944.html",,,,,,,,,,['Parni Valjak'],,,,https://diskografija.com/pjesma/kemija-1016.htm,Kemija,,,,,,,,,"Slatka sestro noći, kaži dal' ću moći
Opet malo letjeti
Kao malo dijete, kao nekada
Gore iznad oblaka

Moja je tišina nekom preglasna
Uzaludna potraga
Ulica mi zna ritam koraka
Ulica mi dušu zna

Kad imaš izbora
Onda ti ne treba kemija
Kad imaš izbora
Ništa ti ne treba

Slatka sestro noći, kaži dal' ću moći
Opet malo letjeti
Kao rijeka teku, dani u samoći
Zidovi su visoki.",Kemija,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/kemija.html
48,PZ5KqfC1_1_48,Parni Valjak,Parni Valjak,Klinka,6302,"Sivo jutro nad gradom
i dan tek se budi
zakasnjela klinka s
tuluma kuci zuri

Pet je sati, u prvoj fazi
cudna raja gradom plazi
nasminkana, skockana
odudara od svijetla dana
 
Zeleno se pali
ona prelazi ulicu
zastitu trazi u nekom
dobrocudnom licu

Princa svog je srela, dobila je
al' se ne zna da l' je htjela

Njen stari je u penziji
spavati duze moze
ona zuri kuci da
ostane cijele koze

U tramvaju je neka stara
baka gleda cudno
kao da joj zeli reci -
hej, dijete moje bludno

On je bio divan i
pricao joj krasne stvari
a ja vidim vuka gladnog
vuka kako dijete bari

Jer nije velika fora
prodati sminku i
zavesti sasavu klinku","https://tekstovi.net/2,581,46107.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1979 - Gradske priče,1982 - Koncert - uživo,,https://diskografija.com/pjesma/klinka-2664.htm,Klinka,,,,,,,,,,,
49,PZ5KqfC1_1_49,Parni Valjak,Parni Valjak,Kralj iluzija,14639,"Ne spominji iluzije
duso, tu sam kralj
kapetan silnih brodova
potonulih do dna
sve iz dobrih namjera
a samo more zabluda
duso, to sam ja
 
Upoznao sam ceznju
sa tugom sam na ti
klaun sjetnog smijeska
kojem vrijeme prolazi
ponekad je istina
samo saka gorkih pilula

Ref.
Lagano tonem u san
utjehu trazim, trazim zaborav
jedino pjesmom to mogu i znam
duso, to sam ti ja
takvog si me nekad voljela

Da me barem rijeci
tako ne muce
pa da samo jednom
barem jednom zazvuce
kako srce govori
kad govori o ljubavi

Ref.

Lagano tonem u san
utjehu trazim, trazim zaborav
jedino pjesmom to mogu i znam
sad sam spreman na sve
samo da se budim kraj tebe","https://tekstovi.net/2,581,40117.html",,Kralj iluzija,King of Illusions,,"Ne spominji iluzije
1
dušo, tu sam kralj
kapetan silnih brodova
potonulih do dna
sve iz dobrih namjera
a samo more zabluda
dušo, to sam ja. Upoznao sam čežnju
sa tugom sam na ti
klaun sjetnog smiješka
kojem vrijeme prolazi
ponekad je istina
samo šaka gorkih pilula. Ref.
Lagano tonem u san
utjehu tražim, tražim zaborav
jedino pjesmom to mogu i znam
dušo, to sam ti ja
takvog si me nekad voljela. Da me barem riječi
tako ne muče
pa da samo jednom
barem jednom zazvuće
kako srce govori
kad govori o ljubavi. Ref.. Lagano tonem u san
utjehu tražim, tražim zaborav
jedino pjesmom to mogu i znam
sad sam spreman na sve
samo da se budim kraj tebe","Don't mention illusions
Honey, that's where I'm king at,
The captain of numeorus ships,
Sunk to the bottom
All in good intention
And just a sea of misconceptions,
Honey, that's what I am.. I've met longing
I talk to sadness as a close friend
A clown with a sad smile
Whose time is passing
Sometimes the truth is
Just a hand full of bitter pills. (Chorus)
I slowly fall to sleep
I seek comfort, seek for oblivion
That's only I can and know how to do with the song
Honey, that's what I am
That's me you used to love. I wish words words
Don't bother me so
And that at least for once
Thay sound
The way the heart speaks
When it speaks of love. (Chorus). I slowly fall to sleep
I seek comfort, seek for oblivion
That's only I can and know how to do with the song
Now I'm ready for anything
Just so I can wake next to you",https://lyricstranslate.com/en/kralj-iluzija-king-illusions.html,,,['Parni Valjak'],,,,https://diskografija.com/pjesma/kralj-iluzija-16461.htm,Kralj iluzija,,,,,,,,,,,
50,PZ5KqfC1_1_50,Parni Valjak,Parni Valjak,Kravata oko vrata (Buntovnik bez razloga),3404,"Govore u skoli
a i kod kuce -
ugledaj se, sinko
na one sto uce

Hrane me brojkama
ocjenjuju dvojkama
statistickim podacima
teskim zadacima
 
Na radiju nam vrte
samo zabavnjake
za matore slagere
ili narodnjake

Za nas nista nema
a trebalo bi biti
jer cemo od muke
pocet vino piti

Zeljeli bi da nas
stave u okvire
il' od nas da vide
samo lijepe papire

Na nasem vratu
zele kravatu
budi dobar, sinko
i slusaj svog tatu

Profesori dijele
hrpimice kulje
a ne daju da praznici
traju malo dulje

Ref. 2x
A mi imamo rock
za starce nase to je sok
veceras u klubu
ludnica se sprema
nemoj da te nema

Svirat ce nam neki
divljaci iz skole
tako su glasni
da usi te bole

A mozes vristat
skakat do mile volje
nakon toga sigurno
osjecas se bolje

Kad nam nece drugi
onda cemo sami
napravit si provod
i kazi svojoj mami

Da doci ces kasno i
nek' joj bude jasno
danas je tvoj dan
neces biti sam

Ref. 3x","https://tekstovi.net/2,581,46110.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/kravata-oko-vrata-buntovnik-bez-razloga-2673.htm,Kravata oko vrata (buntovnik bez razloga),,,,,,,,,,,
51,PZ5KqfC1_1_51,Parni Valjak,Parni Valjak,Laganini po sredini,19468,"Ti biras noc ili dan
stvarnost ili san
u tvojim rukama je sve

Tvoja nada je mlada
zelis sve sada
vrijeme ti je prijatelj
 
I sto cu ti ja
ma, kazi, sto cu ti ja
sa svojim tuznim pjesmama

Tamo gdje zelis
ja sam odavno bio
nije neka ludnica

Ref.
Iz moje sobe pogled isti
ja jos uvijek zelim sve
laganini po sredini
put se putuje
ma, suti dobro je

Nudis mi sve, svoje godine
da u njima uzivam
budis mi zelju, budis mi nadu
a znam da nemam izgleda

I sto cu ti ja
ma, stvarno, sto cu ti ja
ja sam more, ti si slap
tamo gdje ides, ja sam vec bio
nema vise povratka

Ref.
Iz moje sobe pogled isti
isto nebo iznad nas
laganini po sredini
plovim ja, mirnim vodama

Ref.
Iz moje sobe pogled isti
isto nebo iznad nas
laganini po sredini
plovim ja

Ref.
Iz moje sobe pogled isti
ja jos uvijek zelim sve
laganini po sredini
put se putuje
ma, suti dobro je","https://tekstovi.net/2,581,29744.html",,Laganini po sredini,Easily along the middle,,"Ti biraš noć ili dan
1
stvarnost ili san
u tvojim rukama je sve. Tvoja nada je mlada
želiš sve sada
vrijeme ti je prijatelj. I što ću ti ja
ma, kaži, što ću ti ja
sa svojim tužnim pjesmama. Tamo gdje želiš
ja sam odavno bio
nije neka ludnica. Ref.
Iz moje sobe pogled isti
ja još uvijek želim sve
laganini po sredini
put se putuje
ma, šuti dobro je. Nudiš mi sve, svoje godine
da u njima uživam
budiš mi želju, budiš mi nadu
a znam da nemam izgleda. I što ću ti ja
ma, stvarno, što ću ti ja
ja sam more, ti si slap
tamo gdje ideš, ja sam već bio
nema više povratka. Ref.
Iz moje sobe pogled isti
isto nebo iznad nas
laganini po sredini
plovim ja, mirnim vodama. Ref.
Iz moje sobe pogled isti
isto nebo iznad nas
laganini po sredini
plovim ja. Ref.
Iz moje sobe pogled isti
ja još uvijek želim sve
laganini po sredini
put se putuje
ma, šuti dobro je","You choose either night or day
Reality or dream
Everything is in your hands. Your hope is young
You want everything right now
Time is your friend. And what good am I going to be to you
Say, what good am I going to be to you
With my sad songs. There where you want to go
I've been a long time ago
It's not some kind of a madhouse. Ref.
From my room, the view is the same
I still want everything
Easily along the middle
The road is being traveled
Shut up, it's fine. You offer me everything, your years
So that I enjoy them
You're awakening my desire, you're awakening my hope
And I know that I don't stand a chance. And what good am I going to be to you
Really, what good am I going to be to you
I'm the sea, you're a waterfall
I've already been there where you're going
There's no return. Ref.
From my room, the view is the same
The same sky above us
Easily along the middle
I'm sailing, through calm waters. Ref.
From my room, the view is the same
The same sky above us
Easily along the middle
I'm sailing. Ref.
From my room, the view is the same
I still want everything
Easily along the middle
The road is being traveled
Shut up, it's fine",https://lyricstranslate.com/en/laganini-po-sredini-easily-along-middle.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/laganini-po-sredini-1032.htm,Laganini po sredini,,,,,,,,,,,
52,PZ5KqfC1_1_52,Parni Valjak,Parni Valjak,Ljubav,5822,"Ja kazem ""Da"" za ljude dobre volje
i necu ""Ne"" kraj sebe
kad kazem ""Da"", osjecam se bolje
i spreman sam za pobjede

Ja kazem ""Da"", ja sam pozitiva
ne zelim ""Ne"" i ""Ne moze""
ma, znam i sam da je pomalo naiva
al' to je nesto sto me pokrece
 
Ref.
To je ljubav
ja trebam ljubav
trazim ljubav
samo ljubav

Ja kazem ""Da"", ti kazes ""Ne""
pa stojimo na mjestu, a vrijeme odlazi
ja kazem ""Da"", ti kazes ""Ne""
tonemo polako, daj se otkaci

Ref.
Trazim ljubav
trebam ljubav
samo ljubav
ja trebam ljubav
svaki dan

Ljubav, smijeh za dobro jutro
ljubav, lijeci svaki strah
ljubav, tu nema prevelike doze
ljubav, za miran san

Ref.
Ljubav, trebam ljubav
ja zelim ljubav
samo ljubav
ljubav, ljubav, ljubav
samo ljubav","https://tekstovi.net/2,581,55407.html",,,,,,,,,,,,,,,,,,,,,,,,,,
53,PZ5KqfC1_1_53,Parni Valjak,Parni Valjak,Ljubavna,327981,"Naoruzan samo smijeskom 
hodam ja kroz grad
zvona zvone, nedjelja je
gdje ja pripadam

Moje ime nije vazno 
jer je namjera
to sto cini razliku 
od covjeka do covjeka
 
Nemam nikog da me vodi
to mi ne treba
jer jos uvijek moja glava 
meni pripada

Moras prvo puzati 
da bi znao hodati
a kad te stvarno sve 
uza zid pritisne

Digni glavu

Ref.
 Ne daj se
pjevaj pjesme ljubavne
zaplaci kad te nitko ne vidi

Bole rijeci, boli vrijeme
bole sudbine
daj jos rundu, prijatelju
kome je do istine

Ref.

Digni glavu, ne daj se
pjevaj pjesme ljubavne
slusaj me, ma boli te

Ref.","https://tekstovi.net/2,581,8740.html",,Ljubavna,Love song,,"Naoružan samo smiješkom hodam ja kroz grad
Zvona zvone, nedjelja je, gdje ja pripadam?
Moje ime nije važno jer je namjera
To što čini razliku od čovjeka do čovjeka.. Nemam nikog da me vodi, to mi ne treba
Jer još uvijek moja glava meni pripada.. Moraš prvo puzati da bi znao hodati
A kad te stvarno sve
Uza zid pritisne, digni glavu
Ne daj se, pjevaj pjesme ljubavne
Zaplači kad te nitko ne vidi.. Naoružan samo smiješkom hodam ja kroz grad
Zvona zvone, nedjelja je, gdje ja pripadam?
Bole riječi, boli vrijeme, bole sudbine
Daj još rundu, prijatelju, kome je do istine?. Moraš prvo puzati da bi znao hodati
A kad te stvarno sve
Uza zid pritisne, digni glavu
Ne daj se, pjevaj pjesme ljubavne
Zaplači kad te nitko ne vidi.. Aj, ja ja ja ja ja ja
...digni glavu. Ne daj se, pjevaj pjesme ljubavne
Slušaj me, ma boli te...
Ne daj se, pjevaj pjesme ljubavne
Zaplači kad te nitko ne vidi.","Armed only with a smile walking through the town
Bells are ringing, it's Sunday, where do I belong.
My name isn't important because it's intention
That what makes a difference between a man and a man. I don't have anyone to guide me I don't need that
Because my head still belongs to me.. You have to crawl a little to know how to walk
And when the reality is everything
Get out, get up, hold your head up. Don't give yourself, sing love songs
Cry when no one is looking at you.. Armed only with a smile walking through the town
Bells are ringing, it's Sunday, where do I belong.
Words hurt, time hurts, destinies hurt
You give your hand to a friend who wants the truth. You have to crawl a little to know how to walk
And when the reality is everything
Get out, get up, hold your head up. Don't give yourself, sing love songs
Cry when no one sees you.. Hold your head up. Don't give yourself, sing love songs
Listen to me, you don't care...
Don't give yourself, sing love songs
Cry when no one is looking at you.",https://lyricstranslate.com/en/ljubavna-love-song.html-1,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1994 - Buđenje,1995 - Live in ZeKaeM - uživo,1998 - Largo 25 hits,https://diskografija.com/pjesma/ljubavna-1015.htm,Ljubavna,,2005 - Koncentrat 1984. - 2005.,2005 - Tulum za dušu Vol. 1,2008 - Ljubav se zove imenom tvojim,,,,,"Naoružan samo smiješkom hodam ja kroz grad
Zvona zvone, nedjelja je, gdje ja pripadam.
Moje ime nije važno jer je namjera
To što čini razliku od čovjeka do čovjeka.

Nemam nikog da me vodi to mi ne treba
Jer još uvijek moja glava meni pripada.

Moraš malo puzati da bi znao hodati
A kad je stvarnost sve
Izlazi, digni se, digni glavu

Ne daj se, pjevaj pjesme ljubavne
Zaplači kad te nitko ne vidi.

Naoružan samo smiješkom hodam ja kroz grad
Zvona zvone, nedjelja je, gdje ja pripadam.
Bole riječi, boli vrijeme, bole sudbine
Daješ ruku prijatelju kome je do istine.

Moraš prvo puzati da bi znao hodati
A kad je stvarnost sve
Izlazi, digni se, digni glavu

Ne daj se, pjevaj pjesme ljubavne
Zaplači kad te nitko ne vidi.

Aj, ja ja ja ja ja ja
...digni glavu

Ne daj se, pjevaj pjesme ljubavne
Slušaj me, ma boli te...
Ne daj se, pjevaj pjesme ljubavne
Zaplači kad te nitko ne vidi.",Ljubavna,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/ljubavna.html
54,PZ5KqfC1_1_54,Parni Valjak,Parni Valjak,Ljubavni jadi jednog parnog valjka,4428,"Zaljubljen sam kao leptir
u prekrasnu ljepoticu
zaljubljen sam, ajme meni
u tramvajsku prikolicu

Ljudi prstom pokazuju
na tu moju ljepoticu
ne valja nam parni valjak
voli neku prikolicu
 
Zaljubljen sam do beskraja
u prekrasnu ljepoticu
zaljubljen sam, ajme meni
u stotonsku dizalicu

Ljudi prstom pokazuju
na tu moju ljepoticu
ne valja nam parni valjak
voli neku dizalicu

Zao mi je, al' sto mogu
mor'o sam im dati nogu
zao mi je, al' sto mogu
mor'o sam im dati nogu

Zaljubljen sam do usiju
u prekrasnu ljepoticu
zaljubljen sam, ajme meni bas
u parnu parnjacicu

Ljudi prstom pokazuju
na tu moju ljepoticu
idealna parna veza
valjak voli parnjacicu

Zao mi je, al' sto mogu
ona mi je dala nogu","https://tekstovi.net/2,581,48013.html",,,,,,,,,,,,,,,,,,,,,,,,,,
55,PZ5KqfC1_1_55,Parni Valjak,Parni Valjak,Lutka za bal,114792,"Sreo sam je prvi put
u ""Stopoteci""
gore u Ljubljani dok trajao je
""Bum festival""

Bacila je ruke
oko moga vrata
i rekla
""Aki, zar nismo dobar par""
 
Hajde mala, dodji u moju sobu
imat' cemo privatan bal
steta bi bila da propadne stvar
kad kazes da smo tako dobar par

Stoj, sto ti mislis o meni
da sam ja macka
samo za jednu noc 

Ne, ali ja sam samo
jos danas ovdje
i tko zna kada opet
moci cu doc'","https://tekstovi.net/2,581,11700.html",,Lutka za bal,A ball doll,,"Sreo sam je prvi put u Stopoteci
1
Gore u Ljubljani dok trajao je Bum Festival
Bacila je ruke oko moga vrata i rekla je
Rekla Aki, zar nismo dobar par?. Ajde mala dođi u moju sobu
Imat ćemo privatan bal
Šteta bi bila da propadne stvar
Kad kažeš da smo tako dobar par. Stoj, što ti misliš o meni
Da sam ja mačka samo za jednu noć
Ne, al' ja sam samo još danas ovdje
I tko zna kada, opet, moći ću doć'","I ran into her for the first time in Stopoteka (nightclub in Slovenia)
Up in Ljubljana while the Bum festival was being held
She threw her hands around my neck and said
Aki, don't you think we make a nice couple. Come on girl, come into my room
we ll have us a private ball
it would be a shame to waste a good thing
when u think we make such a good couple. Stop, who do you think I am
Do you think I'm a one night kinda girl
No,but I'm only here today
And who knows when I ll be able to come by again..",https://lyricstranslate.com/en/lutka-za-bal-ball-doll.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1977 - Glavom kroz zid,1982 - Koncert - uživo,1995 - Live in ZeKaeM - uživo,https://diskografija.com/pjesma/lutka-za-bal-1043.htm,Lutka za bal,,"2004 - Malo pomalo - Karma
Aranžman: Nenad Čirjak Neno DJ / Josip Miani",2005 - Koncentrat 1977. - 1983.,2006 - Tulum za dušu Vol. 2,,,,,"Sreo sam je prvi put u Stopoteci
Gore u Ljubljani dok trajao je Bum Festival
Bacila je ruke oko moga vrata i rekla je
Rekla Aki, zar nismo dobar par?

Ajde mala dođi u moju sobu
Imat ćemo privatan bal
Šteta bi bila da propadne stvar
Kad kažeš da smo tako dobar par

Stoj, što ti misliš o meni
Da sam ja mačka samo za jednu noć
Ne, al' ja sam samo još danas ovdje
I tko zna kada, opet, moći ću doć.",Lutka za bal,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/lutka-za-bal.html
