Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
76,PZ5KqfC1_1_76,Parni Valjak,Parni Valjak,Noc,4380,"U daljini prema istoku
dok se gasi svakog svjetla trag
s druge strane kao ranjen div
u trzajima umire dan

I dok prvog nocnog cvrcka pjev
na krilima nam donosi mrak
u carstvu noci mjesec kralj
za ljubavnike priredjuje bal
 
Uzivaj u ovoj noci
ona nikad vise ista nece bit'
sutra ce na ovo mjesto
neka druga zvijezda sijati za te

I drugog ce cvrcka pjev
na krilima nam donijeti mrak
a vlak sto ga cujes
nekog drugog vozit' ce tad
vozit' ce tad nekog drugog","https://tekstovi.net/2,581,45202.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/noc-2678.htm,Noć,,,,,,,,,,,
77,PZ5KqfC1_1_77,Parni Valjak,Parni Valjak,Noc nema svjedoka,3825,"Netko je rekao -
drustvo, 'ajmo dolje
vece vec je pocelo, idemo dalje
a ja sam zapravo svo vrijeme
mislio na krevet

Muvali smo tako pijani
od mjesta do mjesta
gnjavili djevojke i lokali
nesto je govorilo, bit' ce huh
 
Momci su bili bijesni
ne pamtim im lica
djevojke su bile njihove
gazili su snazno
dokaz nosi izgovor
da noc nema svjedoka","https://tekstovi.net/2,581,45215.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/noc-nema-svjedoka-2649.htm,Noć nema svjedoka,,,,,,,,,,,
78,PZ5KqfC1_1_78,Parni Valjak,Parni Valjak,Nocas mi se hoce,4724,"Kod tebe je uvijek sve na mjestu
uvijek pazis kako djelujes
iako to sakrivas, jako ti je stalo
sto drugi misle i govore

Izbjegavas da
sa mnom ostanes sama
nismo djeca, sredi se
 
Ne glumi, molim te
lutku iz izloga
to me tjera do ludila

Ref.
Hajde da budemo losi
hajde barem ovu noc
hajde da budemo losi
nocas mi se hoce
koga vraga cekas
vrijeme ce proc'

Daj, promijeni plocu, vec preskace
zaboravi na pravila, opusti se
ako ti je stalo, obecavam
nitko nece saznati
nitko nece saznati

Vjecno istu pricu ponavljas
al' jednu stvar zaboravljas-
ako mi se bude htjelo, otici cu
bez obzira na sve, prije ili poslije

Ref. 2x","https://tekstovi.net/2,581,45503.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/nocas-mi-se-hoce-2635.htm,Noćas mi se hoće,,,,,,,,,,,
79,PZ5KqfC1_1_79,Parni Valjak,Parni Valjak,"O sumama, rijekama i pticama",3106,"Rodjen sam kraj rijeke Save
od nje poprimih cud
ona mi je majka bila
vodila me svud

U sumama kraj nje
provodih svoj vijek
dusi mojoj nije treb'o
tad nikakav lijek
 
Ref.
Hej, gdje su sada oni
divni dani svi
sretan kad sam bio
u jezeru se mio ja

Zivio sam gdje sam htio
sa izvora sam vodu pio
a sad gubim vrijeme
na vino i zene i san

Spavam cijeli dan
u betonskoj sumi
kraj zeljezne rijeke
ostah sam, sasvim sam
prokleo sam oka dva
zbog kojih u grad odoh ja

Ptice su me ucile
kako da poletim
iza svih visina
sigurno da sletim

Sa vukovima drugovao
s medvjedima ludovao
kad postelja je meka trava
dusa mirno spava

Ref.","https://tekstovi.net/2,581,45495.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/o-sumama-rijekama-i-pticama-2688.htm,"O šumama, rijekama i pticama",,,,,,,,,,,
80,PZ5KqfC1_1_80,Parni Valjak,Parni Valjak,Oaza,2843,"Uglavis se u kaficu
odvojis okolni svijet
nove face, staro, mlado, ruzno
lijepo, poneki cvijet, hej

Intelektualci, nabubrele glave
pijanci opet nekog vraga slave
a ti cekas na red
 
Svako drugo zensko celjade
prezentira nove modne detalje
manekeni, novinari
i Travolte i muzicaari

Duhovni penzioneri, glumci
baletani, reziseri, umjetnici razni
ponajcesce prazni
a ti cekas na red

Ref.
Dodjite, dodjite, dodjite
u oazu
oazu, oazu, oazu

Ljudi vani jure
svi se nekud zure
panika je stisla
zar to ima smisla

Ref.","https://tekstovi.net/2,581,45201.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/oaza-2669.htm,Oaza,,,,,,,,,,,
81,PZ5KqfC1_1_81,Parni Valjak,Parni Valjak,Oba lica ljubavi,16725,"Tiho zatvara vrata
poput nekog lopova
ranim vlakom za Zagreb
mora stici do dva

Ona nije to zeljela
nitko ne smije saznati
ona nije to zeljela
Bog zna
 
Covjek s gumenim rukama
bez lica i pozdrava
i bijelo svjetlo, i ta bol

Ona nije to zeljela
nitko ne smije saznati
ona nije to zeljela
Bog zna

Ref.
Sve, sve, sve bi dala
samo da je tada znala
ljubav je ptica, sa dva lica
sve, sve, sve bi dala
samo da je tada znala
jedno je sreca, a drugo je bol

Od toga su dana
zvijezde nekako tuzne
u ocima njenim sada je mrak

Ona nije to zeljela
nitko ne smije saznati
ona nije to zeljela
Bog zna

Ref.","https://tekstovi.net/2,581,33223.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1997 - Samo snovi teku uzvodno,2005 - Koncentrat 1984. - 2005.,,https://diskografija.com/pjesma/oba-lica-ljubavi-1051.htm,Oba lica ljubavi,,,,,,,,,"Tiho zatvara vrata poput nekog lopova
Ranim vlakom za Zagreb mora stici do dva

Ona nije to zeljela, nitko ne smije saznati
Ona nije to zeljela, Bog zna
Covjek s gumenim rukama, bez lica i pozdrava
I bijelo svjetlo i ta bol
Ona nije to zeljela, nitko ne smije saznati
Ona nije to zeljela, Bog zna

Sve, sve, sve bi dala
Samo da je tada znala
Ljbav je ptica, sa dva lica
Sve, sve, sve bi dala
Samo da je tada znala
Jedna je sreca a drugo je bol

Od tog su dana Zvijezde nekako tuzne
Od tog joj se dana izgubio trag

Ona nije to zeljela, nitko ne smije saznati
Ona nije to zeljela, Bog zna
Covjek s gumenim rukama, bez lica i pozdrava
I bijelo svjetlo i ta bol",Oba lica ljubavi,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/oba-lica-ljubavi.html
82,PZ5KqfC1_1_82,Parni Valjak,Parni Valjak,Ocu da se zenim,7390,"Kup' mi majko cipele, kup' mi majko cipele
kada idem na igranke da ne nosim opanke
kada sorom prodjem, u kafanu dodjem
da me cure gledaju, da me cure gledaju
ocu da se zenim, ooo ja

Prodaj majko ovce da dobijem novce
prodaj majko ovce da dobijem novce
da kupim cigare, lovim cure garave
zenu da si nadjem, zenu da si nadjem
ocu da se zenim, ooo ja
 
Ref.
Necu ic' u Njemacku
 da radim za Deutsche marku
ko ih ima taj se zeni
 marke kad su tad na cijeni

Prodati cu radje ovce
 skupiti za zenu novce
kupit cu joj singericu
 pozlacenu budilicu
i haljina sest, to ce biti gest

Prodaj majko volove da kupimo stolove
svatove da zovemo, svadbu da pravimo
nasao sam u svom selu zenu zdravu i veselu
nije lijepa al' je vrijedna
 voli radit ko nijedna
s njom cu da se zenim, ooo ja

Ref. 2x","https://tekstovi.net/2,581,39077.html",,,,,,,,,,,,,,,,,,,,,,,,,,
83,PZ5KqfC1_1_83,Parni Valjak,Parni Valjak,Ona gleda kroz mene,3830,"Ima nesto u tome kako se smije
nesto u tome kako se krece
ali nista se promijenilo nije
od posljednje pjesme
(hej, hej, 'ajde barem javi se)

Vise ne znam kako da joj pridjem
kako da svratim paznju na sebe
sto god radim nema smisla
ona gleda kroz mene
 
Ona je domen, o njoj se sanja
uvijek blista na paradi
prva zvijezda ekskluzivnih
grupa u ovom gradu

Ref. 2x
Nada se gubi, a zelja jos gori
nije mi jasno kuda to vodi
ja sam stvarno, stvarno
tezak slucaj ludila za njom","https://tekstovi.net/2,581,45214.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/ona-gleda-kroz-mene-2645.htm,Ona gleda kroz mene,,,,,,,,,,,
84,PZ5KqfC1_1_84,Parni Valjak,Parni Valjak,Ona je tako prokleto mlada,46304,"Ref.
Jer ona je tako prokleto mlada
ona je tako prokleto mlada
ona je tako, tako mlada
boli je glava, zivi za sada

Iako ja nisam za odbacit' tek tako
drzat' korak s njom nije mi lako
pogledaj je kako plese, lijepa je ko san
a ja sam lose volje jer me ceka gadan dan
 
Ono sto govorim malo joj vrijedi
pristojno me slusa, al' me ne slijedi
i sve mi se cini da ne igram kod nje
ne disemo skupa i to je sve

Ref.

Uvijek je u kakvom dobrom filmu
i ja bih sa njom, rado bih s njom
al' suvise sam cesto prepun straha i briga
a njoj je zivot jos uvijek samo igra

Ref.","https://tekstovi.net/2,581,18246.html",,Ona je tako prokleto mlada,She's so damn young,,"Jer ona je tako prokleto mlada
1
ona je tako prokleto mlada
ona je tako, tako mlada
boli je glava, živi za sada. Iako ja nisam za odbacit' tek tako
držat' korak s njom nije mi lako
Pogledaj je kako pleše, lijepa je k'o san
a ja sam loše volje jer me čeka gadan dan. Ono što govorim malo joj vrijedi
pristojno me sluša, al' me ne slijedi
sve mi se čini da ne igram kod nje
ne dišemo skupa, i to je sve. Jer ona je tako prokleto mlada
ona je tako prokleto mlada
ona je tako, tako mlada
boli je glava, živi za sada
uhvati vjetar. Uvijek je u kakvom dobrom filmu
i ja bih sa njom, rado bih s njom
al' suviše sam često prepun straha i briga
a njoj je život još uvijek samo igra. Jer ona je tako prokleto mlada
ona je tako prokleto mlada
ona je tako, tako mlada
boli je glava, živi za sada
uhvati vjetar","Because she's so damn young
She's so damn young
She's so, so young
Her heard hurts, she lives for today. Although I'm not that bad either
It's not easy for me to keepup with her.
Look at her dancing, she's as beautiful as a dream
And I'm in a bad mood because I'm uo for a bad day. What I tell her isn't worth a lot
She's properyl listening to me, but she's not following me
I'm beggining to think I'm not a choice to her anymore
We aren't breathing together, that's all. Because she's so damn young
She's so damn young
She's so, so young
Her heard hurts, she lives for today
Catch the wind. She's always in such a good movie
And I want to go with her, I'd love to go with her
But I'm just too filled with worries and fears
And to her life is still a game. Because she's so damn young
She's so damn young
She's so, so young
Her heard hurts, she lives for today
Catch the wind",https://lyricstranslate.com/en/ona-je-tako-prokleto-mlada-shes-so-damn-young.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1980 - Vruće igre,1982 - Koncert - uživo,2005 - Koncentrat 1977. - 1983.,https://diskografija.com/pjesma/ona-je-tako-prokleto-mlada-2654.htm,Ona je tako prokleto mlada,['Husein Hasanefendić Hus'],2005 - Hitomanija 2,,,,,,,,,
85,PZ5KqfC1_1_85,Parni Valjak,Parni Valjak,Ostani s njim,25974,"Mislio sam da poznajem ljude
oci nikad ne lazu
izgledalo je tako stvarno
neke rijeci ostaju

Tako sam umoran
umoran od samog sebe
zelio bih da si opet ovdje
da se stisnem pored tebe
 
Ponekad mi tako dodje
da te nazovem
iako ne znam ni gdje si 
ni s kim si ni koji ti je
novi broj

Ne bi te dirao
samo bi te gledao
samo bi slusao
kako se smijes

Ref.
Ostani s njim ako si sretna
ostani s njim nije mi stalo
ostani s njim al' ipak mi reci
da li si me voljela
barem malo, barem malo

Ref. 3x

Ostani s njim","https://tekstovi.net/2,581,35159.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1984 - Uhvati ritam,"2002 - Lipo vrime - Buđenje
Aranžman: Anton Lović Toni",2005 - Koncentrat 1984. - 2005.,https://diskografija.com/pjesma/ostani-s-njim-2616.htm,Ostani s njim,,,,,,,,,,,
86,PZ5KqfC1_1_86,Parni Valjak,Parni Valjak,Ostavljam trag,4060,"U meni neki vjetrovi vreli
u meni noc je nemirna
u meni titra jaka struja
al' ja joj ne dam da izadje van

Ref.
Ja samo sanjam, lebdim i bjezim
iz snova ne izlazim van
ja samo sanjam i kada ne lezim
ja ostavljam trag, ma to sam ja
 
Za stvorit' nesto nisam spretan
al' sa mnom barem izlazis van
na mene se uvijek mozes oslonit'
al' ne trazi da ti zavjet dam

Ref.

U meni neki vjetrovi vreli
u meni noc je nemirna
u meni lezi stotinu zelja
al' ja im ne dam da izadju van

Ref.","https://tekstovi.net/2,581,45340.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/ostavljam-trag-1057.htm,Ostavljam trag,,,,,,,,,"U meni neki vjetrovi vreli
U meni noc je nemirna
U meni titra jaka struja
Al ja joj ne dam da izade van

Ja samo sanjam, lebdim, i bjezim
Iz snova ne izlazim van
Ja samo sanjam i kada ne lezim
Ostavljam trag, ma to sam ja

Za stvorit nesto nisam spretan
Al sa mnom barem izlazis van
Na mene se uvijek mozes oslonit
Al ne trazi da ti zavjet dam

U meni neki vjetrovi vreli
U meni noc je nemirna
U meni lezi stotinu zelja
Al ja im ne dam da izadu van",Ostavljam trag,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/ostavljam-trag.html
87,PZ5KqfC1_1_87,Parni Valjak,Parni Valjak,Otkud ti pravo,11068,"Otkud ti pravo
da tumacis nebesa
otkud ti pravo na to
i kako to
da u zivot mi se mijesas
a ja te nisam pozvao
 
Ljudi su isti
kad pred Boga stanu
vjera ne poznaje zlo
vjera je ljubav
vjera ne mrzi
zasto ne govoris to

Ref.
Vrijeme je Bog
vrijeme svodi racune
koliko grijeha je tvog
vrijeme je Bog
vrijeme svodi racune
kad dodje vrijeme za to

Na kraju dana
moras sam sa sobom
otici miran u san
jer sve sto jesi
i sve sto ces biti
uvijek odlucujes sam

Ref.","https://tekstovi.net/2,581,56911.html",,,,,,,,,,,,,,,,,,,,,,,,,,
88,PZ5KqfC1_1_88,Parni Valjak,Parni Valjak,Otok,317,"Hej, stani malo, to smo vidjeli
taj film smo gledali
stavi dnevnik iz 60-ih
da nas malo podsjeti

Ista zurka, ista furka
oko istog otoka
barka plovi, slika lovi
nastup bijelih cipela
 
Ref.
Hej, sreco, nesreco
sto nisam milijarder
hej, sreco, nesreco
imao bih otok, pisalo bi privatno

Skoro ista prica, nova podjela
boljih uloga
nismo nista, mala moja, dobili
ostali smo statisti

A meni nista nije vazno
dok si kraj mene
zbog tebe srce lupa snazno
k’o da svira bubnjeve

Ref.

Ref. 2x","https://tekstovi.net/2,581,63943.html",,,,,,,,,,['Parni Valjak'],,,,https://diskografija.com/pjesma/otok-1023.htm,Otok,,,,,,,,,"Hej, stani malo, to smo vidjeli
Taj film smo gledali
Stari dnevnik iz sezdesetih
Da nas malo podsjeti

Ista zurka, ista furka
Oko istog otoka
Barka plovi, slika lovi
Nastup bijelih cipela

Hej sreco, nesreco
Sto nisam milijarder
Hej, sreco, nesreco
Imao bih otok, pisalo bi - privatno

Skoro ista prica, nova podjela
Boljih uloga
Nista nismo, mala moja, dobili
Ostali smo statisti

Al' meni nista nije vazno
Dok si kraj mene
Zbog tebe srce lupa snazno
Ko' da svira bubnjeve",Otok,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/otok.html
89,PZ5KqfC1_1_89,Parni Valjak,Parni Valjak,Pariz,4989,"Nikada nije da nekako nije
slaba je utjeha
kad malen pod zvijezdama
zivis od sjecanja

I vrijeme se mijenja
sa losega na gore
hajde da sklopimo oci
da gledamo bolje, bolje
 
Ref.
Kazite tko nam je ukrao nadu
i zasto ja nikad necu vidjeti Pariz
kazite tko nam je odnio san
al' kazite djeci, ja odgovor znam

I tako dani teku
kroz prozor tuga nas gleda
a ja bi' veselu pjesmu
al' tuga mi ne da

Ref. 5x","https://tekstovi.net/2,581,45210.html",Husein Hasanefendic,Pariz,Paris,,"Nikada nije da nekako nije
1
Slaba je utjeha
Kad malen pod zvijezdama
Ziviš od sjećanja. I vrijeme se mijenja
Sa lošega na gore
Hajde da sklopimo oči
Da gledamo boje
Kažite tko nam je ukrao nadu
I zašto ja nikad neću vidjeti Pariz
Kažite tko nam je odnio san
Al' kažite djeci ja odgovor znam. I tako dani teku
Kroz prozor tuga nas gleda
A ja bi veselu pjesmu
Al' tuga mi ne da. I vrijeme se mijenja
Sa lošega na gore
Hajde da sklopimo oči
Da gledamo boje","It's not like it's for never
It's a weak consolation
When you, small under the stars,
Live out of memories. And time's changing
From bad to worse
Let's close our eyes
To see colours
Tell me who stole hope from us
And why I'll never see Paris
Tell me who took away the dream
But tell the kids I already know the answer. And days go by
Sadness is looking at us from the window
And I'd like a happy song
But the sadness won't let me hear it. And time's changing
From bad to worse
Let's close our eyes
To see colours",https://lyricstranslate.com/en/pariz-paris.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1990 - Lovci snova,1991 - Pusti nek' traje - Kolekcija vol.1,2005 - Koncentrat 1984. - 2005.,https://diskografija.com/pjesma/pariz-1098.htm,Pariz,,,,,,,,,"Nikada nije da nekako nije
Slaba je utjeha
Kad malen pod zvijezdama
Zivis od sjecanja

I vrijeme se mijenja
Sa losega na gore
Hajde da sklopimo oci
Da gledamo boje

Kazite tko nam je ukrao nadu
I zasto ja nikad necu vidjeti Pariz
Kazite tko nam je odnio san
Al' kazite djeci ja odgovor znam

I tako dani teku
Kroz prozor tuga nas gleda
A ja bi veselu pjesmu
Al' tuga mi ne da

I vrijeme se mijenja
Sa losega na gore
Hajde da sklopimo oci
Da gledamo boje",Pariz,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/pariz.html
90,PZ5KqfC1_1_90,Parni Valjak,Parni Valjak,Partneri za ples,4119,"Poslusaj me, djevojcice
ne bjezi tako od mene
dosadno je, dosadno je

Nasmijesi mi se, malena
u meni gori potreba
hladno je, hladno je
 
Meni treba lijek
vec me hvata bijes
nadjite mi partnera za ples

Ne vjerujem vise u sebe
zelio bih da si kraj mene
u nevolji sam, u nevolji sam

Stalno cujem glasove
smiju mi se, plasim se
kako grozna stvar
(jako grozna stvar)","https://tekstovi.net/2,581,45209.html",,,,,,,,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],,,,https://diskografija.com/pjesma/partneri-za-ples-2658.htm,Partneri za ples,,,,,,,,,,,
91,PZ5KqfC1_1_91,Parni Valjak,Parni Valjak,Pjesma o starosti,6104,"Sve bih dao
kad bi' tajnu znao
zivota vjecnog
zivota srecnog

Vrijeme leti
vrijeme nece stati
na vrata netko kuca
da l' je starost
tko ce znati
 
Sve satove svoje
pretvori u prah
ogledala razbij
al' skrati se dan

Tek sam danas
stariji no juce
cijelim bicem svojim
ja starosti se bojim

Vrijeme leti
vrijeme nece stati
buducnost moja
nema sta mi dati

Ref. 2x
Zeno iz mojih snova, hej
tijelo/ljubav daj mi ti
dok smo mladi, dok je vrijeme
volimo se mi

Ref. 2x

Nakon noci san me budi
cudnu sliku vidim tad
pred ogledalom svojim stojim
to sto vidim nisam ja","https://tekstovi.net/2,581,43974.html",,,,,,,,['Aki Rahimovski'],['Aki Rahimovski'],['Parni Valjak'],,,,https://diskografija.com/pjesma/pjesma-o-starosti-2682.htm,Pjesma o starosti,,,,,,,,,,,
92,PZ5KqfC1_1_92,Parni Valjak,Parni Valjak,Ponovo,672,"Oprosti mi lijepa moja ako sam tuzan
ja tugu nisam birao
tuga me pronadje i kad se skrivam
za vrat mi dise, cujem je

Ref.
I ne mogu pobjeci, ne znam se sakriti
nista ne pomaze uvijek me pronadje
a s tobom bih ponovo kada bih mogao
s tobom bih ponovo sanjao
 
Oprosti mi lijepa moja, nisi ti kriva
moj svijet polako nestaje
tuga me proganja, a ja se skrivam
za vrat mi dise, cujem je

Ref. 

Ponovo, s tobom bih ponovo
kada bih mogao ponovo

Ti ne das da potonem
i ne das da nestanem
i ne das da prestanem
sanjati","https://tekstovi.net/2,581,64971.html",,Ponovo,Once More,,"Oprosti mi, lijepa moja
1
Ako sam tužan
Ja tugu nisam birao. Tuga me pronađe
I kad se skrivam
Za vrat mi diše, čujem je. [Pripjev]
I ne mogu pobjeći
Ne znam se sakriti
Ništa ne pomaže
Uvijek me pronađe. A s tobom bih ponovo
Kada bih mogao
S tobom bih ponovo
Sanjao. Oprosti mi, lijepa moja
Nisi ti kriva
Moj svijet polako nestaje. Tuga me proganja, a ja se skrivam
Za vrat mi diše, čujem je. [Pripjev]
I ne mogu pobjeći
Ne znam se sakriti
Ništa ne pomaže
Uvijek me pronađe. A s tobom bih ponovo
Kada bih mogao
S tobom bih ponovo
Krenuo. Ponovo
S tobom bih ponovo
Kada bih mogao ponovo. Ti ne daš da potonem
I ne daš da nestanem
Ti ne daš da prestanem
Sanjati","Forgive me, my beautiful one
If I am sad
Sadness was not my choice. Sadness finds me
Even when I hide
It breaths down my neck, I can hear it. [Chorus]
And I can't run away
I don't know how to hide
Nothing helps
It always finds me. And I would once more with you
If I could
Once more with you
I would dream. Forgive me, my beautiful one
It is not your fault
My world slowly fades. Sadness haunts me, and I hide
It breaths down my neck, I can hear it. [Chorus]
And I can't run away
I don't know how to hide
Nothing helps
It always finds me. And I would once more with you
If I could
With you I would
Start once more. Once more
With you I would once more
If I could once more. You don't let me drown
And you don't let me disappear
You don't let me stop
Dreaming",https://lyricstranslate.com/en/ponovo-once-more.html,['Rastko Milošev'],['Rastko Milošev'],['Parni Valjak'],,,,https://diskografija.com/pjesma/ponovo-sam-2619.htm,Ponovo sam,,,,,,,,,,,
93,PZ5KqfC1_1_93,Parni Valjak,Parni Valjak,Ponovo sam,1656,"Tako je pusto bez tebe
ulice su prazne i semafori sute
nedostaje mi smijeh i ne znam gdje da krenem
kad nisi tu

Tako je cudno bez tebe
ne mogu se snaci, sve je tako sivo
stari strahovi se bude, noci nikako da produ
ne mogu sam
 
Svi su nam dani izblijedjeli odavno
zaboravljene boje, neki izgubljeni trag
prastamo zato jer ne znamo bolje
sve nase snove odnio je vrag

Trebam te vise no ikad
izgubio sam nit, stvari bjeze mi iz ruku
krevet je hladan, tvoje oci  me prate
cujem tvoj glas

I vise nikog nema
prijatelji stari odjednom su stranci
na nasem starog uglu sad me gledaju cudno
prazno mjesto kraj mene suti

Svakog trenutka sve blize lazi
necu jos dugo nedostaju mi rijeci
hladno je i tuzno, otici cu negdje
ulice zovu ponovo

Ref.
Sam bez cilja, bez volje, bez tebe
vrtim se u krug
dan za danom, trazim neki znak

Ne slusaj me, danas mogu reci
sve sto sutra mozda necu doci
ne trebam te, ja sam dovoljan sam sebi
nemam snage da se mijenjam

Kad napravis korak, drugi nastavljam sam
ti ipak dodji, vrati se

Ref. 2x","https://tekstovi.net/2,581,56927.html",,,,,,,,['Rastko Milošev'],['Rastko Milošev'],['Parni Valjak'],,,,https://diskografija.com/pjesma/ponovo-sam-2619.htm,Ponovo sam,,,,,,,,,,,
94,PZ5KqfC1_1_94,Parni Valjak,Parni Valjak,Povratak ratnika,18309,"Ako pitas dal' je boljelo
samo bljesak munje i gotovo
priznajem da sam se bojao
samo korak do vjecnosti

To nisu scene iz filmova
tu nema statista
krv je slana ljepljiva
i od borbe i od rana
 
Jos je gori strah, a kad se
vratim sto cu naci u tvojim ocima
jos malo, par minuta do stanice
jos malo i ja cu znati sve

Ref.
Daj poljubi me, daj poljubi me
usnama mi svojim lijecis rane sve
daj poljubi me, kao nekada
manje znace rijeci od tvog dodira 
pomozi da zaboravim, tvoje srce zna
djecaka ratnika

Kad zazmirim ista slika prolazi
sto smo mi to Bogu zgrijesili
jos malo, par minuta do stanice
jos malo i opet kraj tebe

Ref. 2x","https://tekstovi.net/2,581,29683.html",,Povratak ratnika,A soldier's homecoming,,"Ako pitaš da l' je boljelo,
samo bljesak munje i gotovo.
Priznajem da sam se bojao,
samo korak do vječnosti,
to nisu scene iz filmova,
tu nema statista,
krv je slana, ljepljiva.. I od borbe i od rana još je gori strah,
kad se vratim što ću naći u tvojim očima.
Još malo, par minuta do stanice,
još malo i ja ću znati sve.... Daj poljubi me, daj poljubi me
usnama mi svojim liječiš rane sve.
Daj poljubi me, kao nekada,
manje znače riječi od tvog dodira,
pomozi da zaboravim, tvoje srce zna
dječaka ratnika.... Kad zažmirim ista slika prolazi,
što smo mi to Bogu zgriješili.
Još malo, par minuta do stanice,
još malo i opet kraj tebe.... Daj poljubi me, daj poljubi me
usnama mi svojim liječiš rane sve.
Daj poljubi me, kao nekada,
manje znače riječi od tvog dodira,
pomozi da zaboravim, tvoje srce zna
ono što sam ja. Daj poljubi me, daj poljubi me
usnama mi svojim liječiš rane sve.
Daj poljubi me, kao nekada,
manje znače riječi od tvog dodira.
Daj poljubi me, daj poljubi me
usnama mi svojim liječiš rane sve.
Daj poljubi me, kao nekada,
manje znače riječi od tvog dodira,
pomozi da zaboravim, tvoje srce zna
dječaka ratnika...","If u ask me if it hurt
just a flash of lightning and that's that
I admit I was afraid
just a step away from eternity
those are no movie scenes
there are no extras
blood is salty, sticky. And through the fighting and the wounds the fear gets worse
of what I ll find in your eyes when I return
Just a little while longer, a few minutes till the station
Just a little while longer and I ll know everything.. Come on kiss me, come on kiss me
your lips will heal all of my wounds
Come on kiss me like u used to
words mean less than your touch
help me forget, your heart knows
this soldier boy. When I close my eyes the same images appear
What have we ever done to offend God
just a little while longer, just a few minutes till the station
just a little while longer and I ll be next to you again.. Come on kiss me, come on kiss me
your lips will heal all of my wounds
Come on kiss me like u used to
words mean less than your touch
help me forget, your heart knows
who I am...",https://lyricstranslate.com/en/povratak-ratnika-soldiers-homecoming.html,['Husein Hasanefendić Hus'],['Husein Hasanefendić Hus'],['Parni Valjak'],1994 - Buđenje,1995 - Live in ZeKaeM - uživo,,https://diskografija.com/pjesma/povratak-ratnika-1021.htm,Povratak ratnika,,,,,,,,,"Ako pitas da l' boljelo
Samo bljesak munje i gotovo
Priznajem da sam se bojao
Samo korak do vjecnosti
To nisu scene is filmova
Tu nema statista
Krv je slana, ljepljiva

I od borbe i od rana jos je gori strah
Kad se vratim sto cu naci u tvojim ocima
Jos malo, par minuta do stanice
Jos malo i ja cu znati sve

Daj poljubi me, daj poljubi me
Usnama mi svojim lijecis rane sve
Daj poljubi me, kao nekada
Manje znace rijeci od tvog pogleda
Pomozi mi da zaboravim, tvoje srce zna
Djecaka ratnika

Kad zazmirim ista slika prolazi
Sto smo mi to Bogu zgrijesili
Jos malo, par minuta do stanice
Jos malo i opet kraj tebe",Povratak ratnika,https://cuspajz.com//tekstovi-pjesama/pjesma/parni-valjak/povratak-ratnika.html
