Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written By_discogs,Written-By_discogs,Backing Vocals_discogs,Conductor_discogs,Orchestra_discogs,Backing Band_discogs,Choir_discogs,Lyrics By [Croatian]_discogs,Trumpet [Solo]_discogs,Engineer_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Lyrics By [Original]_discogs,Arranged By [Original]_discogs,Bass Guitar_discogs,Adapted By_discogs,Written By [Music]_discogs,Text By_discogs,Performer_discogs,Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Mišo Kovač,Mišo Kovač,"Svi Pjevaju, Ja Ne Čujem",,,,"Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude",1987.0,,,,,,,,,,,,,,,,,,,,,,,"1987.0-Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude","1987.0-Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude/nan-Malo Mi Je Jedan Život S Tobom/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/1997.0-Najbolje/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,Sutra Mi Sude,,,,"Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude",1987.0,,,,,,,,,,,,,,,,,,,,,,,"1987.0-Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude","1987.0-Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude/nan-Malo Mi Je Jedan Život S Tobom/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,Nek' Teku Sve Vode,2:10,Marijan Arhanić,Alfi Kabiljo,Ti Si Pjesma Moje Duše,1987.0,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,,1987.0-Ti Si Pjesma Moje Duše,1987.0-Ti Si Pjesma Moje Duše
Mišo Kovač,Mišo Kovač,Da Je Duži Moj Dan,2:50,Ivica Krajač,Michel Fugain,Ti Si Pjesma Moje Duše,1987.0,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,1987.0-Ti Si Pjesma Moje Duše,1987.0-Ti Si Pjesma Moje Duše/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Io Senza Te,3:00,,,Ti Si Pjesma Moje Duše,1987.0,,,Peter Reber,,,,,,,,,,,,,,,,,,,,1987.0-Ti Si Pjesma Moje Duše,1987.0-Ti Si Pjesma Moje Duše
Mišo Kovač,Mišo Kovač,Poljubi Zemlju,,,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/nan-Grobovi Im Nikad Oprostiti Neće/1997.0-Najbolje/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Malo Mi Je Jedan Život S Tobom,,,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,"nan-Malo Mi Je Jedan Život S Tobom/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/1997.0-Najbolje/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,Južnjačke Sam Krvi,,,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom/1989.0-Samo Nas Nebo Rastavit Može/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Duša Mi Je Prazna,,,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom
Mišo Kovač,Mišo Kovač,"Slušaj Majko, Moju Pjesmu",,,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom
Mišo Kovač,Mišo Kovač,Ne Tražim Istinu,,Zlatko Sabolek,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,"Niko Ne Zna, Kako Mi Je",,,,Malo Mi Je Jedan Život S Tobom,,,,,,,,,,,,,,,,,,,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom
Mišo Kovač,Mišo Kovač,Jesenje Lišće,,,,Malo Mi Je Jedan Život S Tobom,,,,Traditional,,,,,,,,,,,,,,Mato Došen,,,,,,nan-Malo Mi Je Jedan Život S Tobom,nan-Malo Mi Je Jedan Život S Tobom
Mišo Kovač,Mišo Kovač, La Paloma,,,,La Paloma / Noć Na Moru,1988.0,,,,,,,,,,,,,,,,,,,,,,,1988.0-La Paloma / Noć Na Moru,1988.0-La Paloma / Noć Na Moru
Mišo Kovač,Mišo Kovač,Noć Na Moru,,,,La Paloma / Noć Na Moru,1988.0,,,,,,,,,,,,,,,,,,,,,,,1988.0-La Paloma / Noć Na Moru,1988.0-La Paloma / Noć Na Moru/nan-Koncert
Mišo Kovač,Mišo Kovač,La Paloma,,Ivo Mikuličin,,Koncert,,,,Sebastián de Yradier,,,,,,,,Hrvoje Hegedušić,,,,,,,,,,,,nan-Koncert,"nan-Koncert/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2006.0-The Platinum Collection"
Mišo Kovač,Mišo Kovač,Slušaj Majko Moju Pjesmu,,,,Koncert,,,,,,,,,,,,,,,,,,,,,,,,nan-Koncert,nan-Koncert/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Sami Smo Krivi Za Sve,3:45,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Tri Suze,3:44,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,"1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2006.0-The Platinum Collection"
Mišo Kovač,Mišo Kovač,"Pratite Me, Prijatelji",3:44,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Svi Me Znaju U Mom Zavičaju,3:39,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,"1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova"
Mišo Kovač,Mišo Kovač,Samo Nas Nebo Rastavit Može,3:36,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2009.0-Jedan Dan Života - Live Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Ne Želi Nikad Dva Put Istu Ženu,3:30,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Nježni Jecaj Gitare,2:42,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Ti Si Za Me Rođena,3:24,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Proljeće Je, Meni Nije",3:54,,,Samo Nas Nebo Rastavit Može,1989.0,,,,,,,,,,,,,,,,,,,,,,,1989.0-Samo Nas Nebo Rastavit Može,1989.0-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Proljeće Je Meni Nije,3:59,Marina Tucaković,Đorđe Novković,Samo Nas Nebo Rastavit Može,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Nas Nebo Rastavit Može,nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Pratite Me Prijatelji,3:44,Ivo Mikuličin,Đorđe Novković,Samo Nas Nebo Rastavit Može,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Nas Nebo Rastavit Može,nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Ne Želi Nikad Dvaput Istu Ženu,3:32,Marina Tucaković,Đorđe Novković,Samo Nas Nebo Rastavit Može,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Nas Nebo Rastavit Može,nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Zbogom Zvijezdo,3:37,Milivoj Šarunić,Đorđe Novković,Samo Nas Nebo Rastavit Može,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Nas Nebo Rastavit Može,nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Ovo Je Moja Sudbina,2:58,Frane Šiško,Frane Šiško,Samo Nas Nebo Rastavit Može,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Nas Nebo Rastavit Može,nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Vraćam Se,2:37,Dražen Zec,Dušan Šarac,Samo Nas Nebo Rastavit Može,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Nas Nebo Rastavit Može,nan-Samo Nas Nebo Rastavit Može
Mišo Kovač,Mišo Kovač,Tiha Noć,4:16,Eva Silas,Zdenko Runjić,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska/1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,Suza Nebeska,3:45,Željko Krznarić,Mario Mihaljević,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Ako Tvoja Duša, Moju Pjesmu Sluša",2:41,Željko Pavičić,Dušan Šarac,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska
Mišo Kovač,Mišo Kovač,"Za Tebe, Noćas Se Pije",3:34,Željko Krznarić,Mario Mihaljević,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska
Mišo Kovač,Mišo Kovač,Molitva Za Domovinu,3:10,Željko Pavičić,Dušan Šarac,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska/nan-Grobovi Im Nikad Oprostiti Neće
Mišo Kovač,Mišo Kovač,Noćas Sam Te Sanjao,3:10,Eva Silas,Zdenko Runjić,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska
Mišo Kovač,Mišo Kovač,Šibenska Balada,4:26,Krsto Juras,Dušan Šarac,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska/nan-Grobovi Im Nikad Oprostiti Neće/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Svanula Je Zora,2:45,Nenad Ninčević,Nenad Ninčević,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska
Mišo Kovač,Mišo Kovač,Da Te Nisam Volio,3:12,Krsto Juras,Dušan Šarac,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska
Mišo Kovač,Mišo Kovač,Odvest Ću Te Prid Oltar,3:10,Eva Silas,Zdenko Runjić,Suza Nebeska,,,,,,,,,,,,,,,,,,,,,,,,nan-Suza Nebeska,nan-Suza Nebeska
Mišo Kovač,Mišo Kovač,Za Kim Zvono Plače,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače/2003.0-Najveći Hitovi/2010.0-Sve Najbolje
Mišo Kovač,Mišo Kovač,Neka Te Čuvaju Anđeli,,,,Za Kim Zvono Plače,,,,Miroslav Drljača Rus,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,"nan-Za Kim Zvono Plače/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2003.0-Najveći Hitovi/2010.0-Sve Najbolje/2013.0-Ostala Si Uvijek Ista"
Mišo Kovač,Mišo Kovač,Željeli Su Da Me Sruše,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače
Mišo Kovač,Mišo Kovač,Ni Ljuta Loza Ne Pomaže,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače
Mišo Kovač,Mišo Kovač,Dome Moj,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače
Mišo Kovač,Mišo Kovač,Svirajte Mi Marijači,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače/2003.0-Najveći Hitovi/2010.0-Sve Najbolje
Mišo Kovač,Mišo Kovač,Nije Vrijeme Da Se Rastanemo,,Mario Vukelić,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Moram Li Da Umrem,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače/2004.0-Najveći Hitovi Br. 2/2010.0-Sve Najbolje
Mišo Kovač,Mišo Kovač,Prokleto Je Jutro Sutrašnje,,,,Za Kim Zvono Plače,,,,Miroslav Drljača Rus,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Rudarska Balada,,,,Za Kim Zvono Plače,,,,,,,,,,,,,,,,,,,,,,,,nan-Za Kim Zvono Plače,nan-Za Kim Zvono Plače
Mišo Kovač,Mišo Kovač,Grobovi Im Nikad Oprostiti Neće,3:26,Pero Picukarić,Dušan Šarac,Grobovi Im Nikad Oprostiti Neće,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,nan-Grobovi Im Nikad Oprostiti Neće,nan-Grobovi Im Nikad Oprostiti Neće/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Noćas Ćemo Zemlji Kao Materi Reći,3:18,Dragutin Britvić,Stjepan Mihaljinec,Grobovi Im Nikad Oprostiti Neće,,Stjepan Mihaljinec,,,,,,,,,,,,,,,,,,,,,,nan-Grobovi Im Nikad Oprostiti Neće,nan-Grobovi Im Nikad Oprostiti Neće
Mišo Kovač,Mišo Kovač,"Ostavi Me, Živote",4:51,,,Pjesma Za Edija,,,,Dražen Zečić,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Pjesma Mi Je Sve Na Svijetu,4:47,,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Ivana,5:26,,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Prijatelji,4:20,,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Uvijek Si Tu,4:23,Radenko Ivan Pavuša,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Molitva Za Vječni Dom,4:17,,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Iz Tvojih Rana Izrasti Će Cvijeće,3:55,Krsto Juras,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,"Hej, Vi Borci",3:13,Igor Kotal,,Pjesma Za Edija,,Duško Mandić,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,To Je Zemlja Gdje Žive Hrvati,4:10,,,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Pjesma Za Edija,5:00,,Mario Mihaljević,Pjesma Za Edija,,,,,,,,,,,,,,,,,,,,,,,,nan-Pjesma Za Edija,nan-Pjesma Za Edija
Mišo Kovač,Mišo Kovač,Istina O Blajburgu,,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,Balada O Bruni Bušiću,,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,"Hvala Tebi, Šibeniče Grade",,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,"O, Ti Dušo, Moje Duše",,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,Imoćani Čuvaju Hrvate,,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,113. Šibenska Brigada,,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,U Se Vrijeme Godišta,,,,Istina O Blajburgu,1994.0,,,,,,,,,,,,,,,,,,,,,,,1994.0-Istina O Blajburgu,1994.0-Istina O Blajburgu
Mišo Kovač,Mišo Kovač,Kralju Nebeski,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Od Života Digao Sam Ruke,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač
Mišo Kovač,Mišo Kovač,Što Je To U Meni Prokleto,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač
Mišo Kovač,Mišo Kovač,"Dalmacijo, Sveto Ime",,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Ja Bez Tebe Sreće Nemam,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Bog Mi Daje, Bog Mi Uzima",,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač
Mišo Kovač,Mišo Kovač,Ne Budite Me Danas,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač/nan-Najdraže Pjesme Miše Kovača/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Hej, Živote, Što Me Snađe",,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač/2005.0-Mišo U Šibeniku/2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Tu Si Rođen I Tu Umri,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač
Mišo Kovač,Mišo Kovač,"Poleti, Ptico",,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač
Mišo Kovač,Mišo Kovač,"Još Se Držim, Još Se Ne Dam",,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač
Mišo Kovač,Mišo Kovač,Samo Ti,,,,Mate Mišo Kovač,,,,,,,,,,,,,,,,,,,,,,,,nan-Mate Mišo Kovač,nan-Mate Mišo Kovač/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Oprosti Mi, Ti Gitaro",,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač," Ej, Zoro",,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Od Kavane Do Kavane,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,"Pjesmo, Ti Istinu Znaš",,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,"nan-Mojoj Vjernoj Publici/2002.0-Pjevaj, Legendo (19 Velikih Hitova)"
Mišo Kovač,Mišo Kovač,Pjevajte Do Zore,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Ako Sam Ikad Ljubav Dao,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Ja Neću Plakati,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Obriši Suze,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Na Prozor Zamagljen,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Nevjernica,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,Koga Da Ljubim Sad,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,I Ja Bih Da Mogu,,,,Mojoj Vjernoj Publici,,,,,,,,,,,,,,,,,,,,,,,,nan-Mojoj Vjernoj Publici,nan-Mojoj Vjernoj Publici
Mišo Kovač,Mišo Kovač,"Oj Ti, Dušo Moje",3:16,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška
Mišo Kovač,Mišo Kovač,Na Križu,3:28,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška
Mišo Kovač,Mišo Kovač,Ja Ti Želim Laku Noć,3:01,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Tiho Noći,4:46,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška
