Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written By_discogs,Written-By_discogs,Backing Vocals_discogs,Conductor_discogs,Orchestra_discogs,Backing Band_discogs,Choir_discogs,Lyrics By [Croatian]_discogs,Trumpet [Solo]_discogs,Engineer_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Lyrics By [Original]_discogs,Arranged By [Original]_discogs,Bass Guitar_discogs,Adapted By_discogs,Written By [Music]_discogs,Text By_discogs,Performer_discogs,Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Mišo Kovač,Mišo Kovač,Posljednje Kiše,3:01,Kemal Monteno,Kemal Monteno,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Ne Traži Drugu Ljubav,2:50,Dušan Šarac,Dušan Šarac,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Zapisi Jeseni,3:35,Jakov Džolić,Zdenko Runjić,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Ja Želim Mir,4:08,Đorđe Novković,Đorđe Novković,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,I Dođe Dan,4:08,Maja Perfiljeva,Đorđe Novković,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli/1975.0-I Dođe Dan / Ja Želim Svoj Mir/nan-Najveći Uspjesi 1./1987.0-Najljepše Pjesme 1/nan-Najljepše Pjesme/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Balada O Vremenu,3:06,Jakov Džolić,Zdenko Runjić,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Otvori Srce,2:01,Aleksandar Korać,Aleksandar Korać,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Pjeni Se More,5:18,Đorđe Novković,Đorđe Novković,Mi Smo Se Voljeli,,Tihomir Pop Asanović,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Sve Što Traje,4:04,Zvonimir Golob,Zvonimir Golob,Mi Smo Se Voljeli,,,,,,,,,,,,,,,,,,,,,,,,nan-Mi Smo Se Voljeli,nan-Mi Smo Se Voljeli
Mišo Kovač,Mišo Kovač,Ako Si Pošla Spat,1:59,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje/nan-Al' Je Ljubav Bolest Teška/nan-Al' Je Ljubav Bolest Teška/2004.0-Najveći Hitovi Br. 2/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Sinoć Kad Sam Ti Proša,1:34,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Izajdi Na Prozor,2:59,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Sićaš Li Se Splita Grada,3:01,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje/nan-Al' Je Ljubav Bolest Teška
Mišo Kovač,Mišo Kovač,Jemala Sam Dragoga,2:24,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,I Na Križu,2:27,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Ako Spavaš Vilo Moja,2:19,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Ja Nikog Nemam,2:04,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Neću Da Te Kunem,2:58,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje/nan-Al' Je Ljubav Bolest Teška
Mišo Kovač,Mišo Kovač,Kada Dođem Blizu Hvara,1:47,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Nisam Ja Varošanka,2:05,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Oj Ti Dušo Duše Moje,2:22,,,Oj Ti Dušo Duše Moje,,,,,,,,,,,,,,,,,,,,,,,,nan-Oj Ti Dušo Duše Moje,nan-Oj Ti Dušo Duše Moje
Mišo Kovač,Mišo Kovač,Ostala Si Uvijek Ista,4:10,Željko Sabol,Đorđe Novković,Ostala Si Uvijek Ista,1975.0,Đorđe Novković,,,,,,,,,,,,,,,,,,,,,,1975.0-Ostala Si Uvijek Ista,1975.0-Ostala Si Uvijek Ista/1978.0-Najveći Uspjesi 2./nan-Ostala Si Uvijek Ista/1987.0-Najljepše Pjesme 1/nan-Koncert/1997.0-Najbolje/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/2003.0-Najveći Hitovi/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2010.0-Sve Najbolje/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/2013.0-Ostala Si Uvijek Ista/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Oči Tvoje Plave,4:12,Dušan Šarac,Dušan Šarac,Ostala Si Uvijek Ista,1975.0,Rajmond Ruić,,,,,,,,,,,,,,,,,,,,,,1975.0-Ostala Si Uvijek Ista,1975.0-Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Ja Želim Svoj Mir,4:05,,,I Dođe Dan / Ja Želim Svoj Mir,1975.0,,,,,,,,,,,,,,,,,,,,,,,1975.0-I Dođe Dan / Ja Želim Svoj Mir,1975.0-I Dođe Dan / Ja Želim Svoj Mir
Mišo Kovač,Mišo Kovač,Drugi Joj Raspliće Kosu,3:34,,,Najveći Uspjesi 1.,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi 1.,"nan-Najveći Uspjesi 1./nan-Koncert/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2009.0-Jedan Dan Života - Live Collection/2010.0-Sve Najbolje/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,"Zeleno, Zeleno",3:04,Jure Stubičanec,Alfi Kabiljo,Najveći Uspjesi 1.,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi 1.,nan-Najveći Uspjesi 1./nan-Mišo Kovač
Mišo Kovač,Mišo Kovač,Ja Ne Mogu Drugo Nego Da Je Ljubim,,Dragutin Britvić,,Ja Ne Mogu Drugo Nego Da Je Ljubim,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Ne Mogu Drugo Nego Da Je Ljubim,nan-Ja Ne Mogu Drugo Nego Da Je Ljubim/1978.0-Najveći Uspjesi 2./nan-Mišo Kovač/1987.0-Najljepše Pjesme 2/nan-Najljepše Pjesme/1997.0-Najbolje/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Mi Smo Rasli Zajedno,,Zdenko Runjić,,Ja Ne Mogu Drugo Nego Da Je Ljubim,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Ne Mogu Drugo Nego Da Je Ljubim,nan-Ja Ne Mogu Drugo Nego Da Je Ljubim
Mišo Kovač,Mišo Kovač,Ja Sam Čovjek,,,,Ja Sam Čovjek,1976.0,,,,,,,,,,,,,,,,,,,,,,,1976.0-Ja Sam Čovjek,1976.0-Ja Sam Čovjek
Mišo Kovač,Mišo Kovač,Teško Je Reći Zbogom,,,,Ja Sam Čovjek,1976.0,,,,,,,,,,,,,,,,,,,,,,,1976.0-Ja Sam Čovjek,1976.0-Ja Sam Čovjek
Mišo Kovač,Mišo Kovač,Ranjeno Je Srce Moje,,,,Ranjeno Je Srce Moje / Tri Poljupca Za Nju,,,,,,,,,,,,,,,,,,,,,,,,nan-Ranjeno Je Srce Moje / Tri Poljupca Za Nju,nan-Ranjeno Je Srce Moje / Tri Poljupca Za Nju/1978.0-Najveći Uspjesi 2./nan-Mišo Kovač/1987.0-Najljepše Pjesme 2
Mišo Kovač,Mišo Kovač,Tri Poljupca Za Nju,,,,Ranjeno Je Srce Moje / Tri Poljupca Za Nju,,,,,,,,,,,,,,,,,,,,,,,,nan-Ranjeno Je Srce Moje / Tri Poljupca Za Nju,nan-Ranjeno Je Srce Moje / Tri Poljupca Za Nju
Mišo Kovač,Mišo Kovač,Još I Danas Teku Suze Jedne Žene,,Đorđe Novković,Đorđe Novković,Još I Danas Teku Suze Jedne Žene / Kad Čuješ Pjesmu O Svom Rodnom Kraju,,,,,,,,,,,,,,,,,,,,,,,,nan-Još I Danas Teku Suze Jedne Žene / Kad Čuješ Pjesmu O Svom Rodnom Kraju,"nan-Još I Danas Teku Suze Jedne Žene / Kad Čuješ Pjesmu O Svom Rodnom Kraju/1978.0-Najveći Uspjesi 2./nan-Najveći Uspjesi Četvorice Najvećih/1987.0-Najljepše Pjesme 1/nan-Koncert/nan-Najljepše Pjesme/1997.0-Najbolje/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2003.0-Najveći Hitovi/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2010.0-Sve Najbolje/2012.0-100 Originalnih Hitova/2013.0-Ostala Si Uvijek Ista/nan-The Best Of Collection"
Mišo Kovač,Mišo Kovač,Kad Čuješ Pjesmu O Svom Rodnom Kraju,,Dragutin Britvić,Dušan Šarac,Još I Danas Teku Suze Jedne Žene / Kad Čuješ Pjesmu O Svom Rodnom Kraju,,,,,,,,,,,,,,,,,,,,,,,,nan-Još I Danas Teku Suze Jedne Žene / Kad Čuješ Pjesmu O Svom Rodnom Kraju,nan-Još I Danas Teku Suze Jedne Žene / Kad Čuješ Pjesmu O Svom Rodnom Kraju/1978.0-Najveći Uspjesi 2./nan-Mišo Kovač/1987.0-Najljepše Pjesme 1/nan-Najljepše Pjesme/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Noć Ti Dira Kose Crne,,,,Noć Ti Dira Kose Crne,,,,,,,,,,,,,,,,,,,,,,,,nan-Noć Ti Dira Kose Crne,"nan-Noć Ti Dira Kose Crne/1978.0-Najveći Uspjesi 2./nan-Najveći Uspjesi Četvorice Najvećih/nan-Mišo Kovač/1987.0-Najljepše Pjesme 2/nan-Najljepše Pjesme/1997.0-Najbolje/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2004.0-Najveći Hitovi Br. 2"
Mišo Kovač,Mišo Kovač,Ti Gitaro Samo Sviraj,,,,Noć Ti Dira Kose Crne,,,,,,,,,,,,,,,,,,,,,,,,nan-Noć Ti Dira Kose Crne,nan-Noć Ti Dira Kose Crne/1978.0-Najveći Uspjesi 2./nan-Mišo Kovač/1987.0-Najljepše Pjesme 1/nan-Najljepše Pjesme/1997.0-Najbolje/2003.0-Najveći Hitovi
Mišo Kovač,Mišo Kovač,Kad Jednom Odeš Ne Vraćaj Se Više,,,Zrinko Tutić,Kad Jednom Odeš Ne Vraćaj Se Više / To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,,,,,nan-Kad Jednom Odeš Ne Vraćaj Se Više / To Se Zove Ljubav,nan-Kad Jednom Odeš Ne Vraćaj Se Više / To Se Zove Ljubav/1978.0-Najveći Uspjesi 2.
Mišo Kovač,Mišo Kovač,To Se Zove Ljubav,,,Dušan Šarac,Kad Jednom Odeš Ne Vraćaj Se Više / To Se Zove Ljubav,,,,,,,,,,,,,,,,,,,,,,,,nan-Kad Jednom Odeš Ne Vraćaj Se Više / To Se Zove Ljubav,nan-Kad Jednom Odeš Ne Vraćaj Se Više / To Se Zove Ljubav/1978.0-Najveći Uspjesi 2.
Mišo Kovač,Mišo Kovač,Uvijek Ima Netko Tko Nas Voli,,Željko Sabol,,Uvijek Ima Netko Tko Nas Voli,1977.0,,,,,,,,,,,,,,,,,,,,,,,1977.0-Uvijek Ima Netko Tko Nas Voli,1977.0-Uvijek Ima Netko Tko Nas Voli
Mišo Kovač,Mišo Kovač,Tko Te Ranim Jutrom Budi,,Zoran Rosić,,Uvijek Ima Netko Tko Nas Voli,1977.0,,,,,,,,,,,,,,,,,,,,,,,1977.0-Uvijek Ima Netko Tko Nas Voli,1977.0-Uvijek Ima Netko Tko Nas Voli
Mišo Kovač,Mišo Kovač,Pozdravi Mi Ženu Plave Kose,3:41,Krsto Juras,,Ovo Je Naša Noć,,,,,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/nan-Zagreb 77/nan-Najdraže Pjesme Miše Kovača/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Gdje Su Sada One Noći,2:55,,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,"Oprosti, Ne Mogu Doći",2:55,,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Rođen Sam Da Volim,2:48,,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Ovo Je Naša Noć,3:57,Mario Mihaljević,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Možda Smo Se Mogli Zagrliti Jače,4:13,,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Ostala Je Samo Jedna Pjesma,3:15,Krsto Juras,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Košulja Od Zlata,3:36,Krsto Juras,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Volim Te I Danas Kao Nekad,2:56,,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Propinju Se Dušom Jedra,3:58,Željko Pavičić,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Izgubljena Ljubav,2:29,Ante Juroš,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,"Gitaro Moja, Jedini Druže",3:37,,,Ovo Je Naša Noć,,,,,,,,,,,,,,,,,,,,,,,,nan-Ovo Je Naša Noć,nan-Ovo Je Naša Noć/2019.0-Original Album Collection – Vol. 1
Mišo Kovač,Mišo Kovač,Bez Rastanka Suza Nema,,,Đorđe Novković,Bez Rastanka Suza Nema,,,,,,,,,,,,,,,,,,,,,,,,nan-Bez Rastanka Suza Nema,nan-Bez Rastanka Suza Nema/1978.0-Najveći Uspjesi 2./nan-Najveći Uspjesi Četvorice Najvećih/1987.0-Najljepše Pjesme 1/nan-Najljepše Pjesme/2003.0-Najveći Hitovi/2010.0-Sve Najbolje
Mišo Kovač,Mišo Kovač,Meni Treba Tvoja Ljubav,,,Dušan Šarac,Bez Rastanka Suza Nema,,,,,,,,,,,,,,,,,,,,,,,,nan-Bez Rastanka Suza Nema,nan-Bez Rastanka Suza Nema/1978.0-Najveći Uspjesi 2./1987.0-Najljepše Pjesme 2/nan-Najljepše Pjesme/2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Nije Lako Biti Sam,,Željko Sabol,,Zagreb 77,,,,,,,,,,,,,,,,,,,,,,,,nan-Zagreb 77,nan-Zagreb 77
Mišo Kovač,Mišo Kovač,Noćas Ćemo Zemlji Ko Materi Reći,,,,Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice,,,,,Klapa Šibenik,,,,,,,,,,,,,,,,,,,nan-Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice,nan-Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Slijetale Su Lastavice,,,,Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice,,,,,,,,,,,,,,,,,,,,,,,,nan-Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice,nan-Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice
Mišo Kovač,Mišo Kovač,Oprosti Mi,,Željko Sabol,,Oprosti Mi / Materino Pismo,1978.0,,,,,,,,,,,,,,,,,,,,,,,1978.0-Oprosti Mi / Materino Pismo,1978.0-Oprosti Mi / Materino Pismo
Mišo Kovač,Mišo Kovač,Materino Pismo,,Krsto Juras,,Oprosti Mi / Materino Pismo,1978.0,,,,,,,,,,,,,,,,,,,,,,,1978.0-Oprosti Mi / Materino Pismo,1978.0-Oprosti Mi / Materino Pismo
Mišo Kovač,Mišo Kovač,"Šuti Srce, Mogli Bi Te Čuti",,Dragutin Britvić,,"Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše",1978.0,,,,,,,,,,,,,,,,,,,,,,,"1978.0-Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše","1978.0-Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše"
Mišo Kovač,Mišo Kovač,Minhenske Kiše,,Zdenko Runjić,,"Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše",1978.0,,,,,,,,,,,,,,,,,,,,,,,"1978.0-Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše","1978.0-Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše"
Mišo Kovač,Mišo Kovač,Ne Piši Mi Više,,Željko Sabol,,Ne Piši Mi Više,1978.0,,,,,,,,,,,,,,,,,,,,,,,1978.0-Ne Piši Mi Više,1978.0-Ne Piši Mi Više
Mišo Kovač,Mišo Kovač,Plesala Je Samo Jedno Ljeto,,Krsto Juras,,Ne Piši Mi Više,1978.0,,,,,,,,,,,,,,,,,,,,,,,1978.0-Ne Piši Mi Više,1978.0-Ne Piši Mi Više
Mišo Kovač,Mišo Kovač,Vratija Se Barba Iz Amerike,3:30,,,Najveći Uspjesi Četvorice Najvećih,,Dečo Žgur,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Djevojčica Sa Tužnim Očima,3:00,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Ne Mogu Nikog Voljeti Poslije Tebe,3:10,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,"Tužno Plačem, Kuću Ostavljam",4:25,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Da Li Znaš Kako Tvoja Majka Plače,3:52,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Šjor Bepo Kapitan,4:25,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Ja Kakva Je Na Bendbaši Trava,3:10,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Šeherezada,2:57,Radmila Mudrinić,Dušan Šarac,Najveći Uspjesi Četvorice Najvećih,,Mladen Jeličić,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Varaš Me Ti,4:00,,,Najveći Uspjesi Četvorice Najvećih,,,,Udo Jürgens,,,,,,,,,Željko Sabol,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Jedna Jedina Od Svih Žena,3:28,Ivica Krajač,Krunoslav Kićo Slabinac,Najveći Uspjesi Četvorice Najvećih,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Ostala Je Samo Želja,4:39,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Najveći Uspjesi Četvorice Najvećih,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,"Rico, Moja Zlatna Rico",4:01,Zdenko Runjić,Zdenko Runjić,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Riječi Pomirenja,3:40,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Znam Da Negdje Živi Žena,4:00,,,Najveći Uspjesi Četvorice Najvećih,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,"Vjetri Šume, Riječi Nose",3:40,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Netko Te Tajno Voli,4:00,,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Povedi Me U Zanzibar,3:01,,,Najveći Uspjesi Četvorice Najvećih,,Mladen Jeličić,,Manfred Oberdörffer,,,,,,,,,,Željko Sabol,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Jedna Žena Čeka Brod,3:42,,Vladimir Delač,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Mišo Kovač,Mišo Kovač,Volio Sam Ženu Koju Nisam Smio,,Željko Pavičić,,Volio Sam Ženu Koju Nisam Smio / Tebe Nema Više,1979.0,,,,,,,,,,,,,,,,,,,,,,,1979.0-Volio Sam Ženu Koju Nisam Smio / Tebe Nema Više,1979.0-Volio Sam Ženu Koju Nisam Smio / Tebe Nema Više
Mišo Kovač,Mišo Kovač,Tebe Nema Više,,Bratislav Zlatanović,,Volio Sam Ženu Koju Nisam Smio / Tebe Nema Više,1979.0,,,,,,,,,,,,,,,,,,,,,,,1979.0-Volio Sam Ženu Koju Nisam Smio / Tebe Nema Više,1979.0-Volio Sam Ženu Koju Nisam Smio / Tebe Nema Više
Mišo Kovač,Mišo Kovač,"Ne Tuguj, Dalmacijo",,,,"Ne Tuguj, Dalmacijo / Brod Bez Luke",1979.0,,,,,,,,,,,,,,,,,,,,,,,"1979.0-Ne Tuguj, Dalmacijo / Brod Bez Luke","1979.0-Ne Tuguj, Dalmacijo / Brod Bez Luke/2012.0-100 Originalnih Hitova"
Mišo Kovač,Mišo Kovač,Brod Bez Luke,,,,"Ne Tuguj, Dalmacijo / Brod Bez Luke",1979.0,,,,,,,,,,,,,,,,,,,,,,,"1979.0-Ne Tuguj, Dalmacijo / Brod Bez Luke","1979.0-Ne Tuguj, Dalmacijo / Brod Bez Luke"
